6f8ba5fe2a2bc5ef0e181fd7847e058ac20e201bc3242120da22f46b36f61a1b,d6124aec2ce43b9d3dd468c3441cee2fde1275cf9b9a6dde94e605e47908091f,b229557f137b66c2e8c7667110a5eff2d3391cfef54b090529cdc11b0bb69236,8c98b46d25e5843c8298f0213d3a4144c8ded2b7440887a5f2e3ca46f9db61b8,b9c25b00fa3b5fab65a65fc0e978556744884b38f47820f3dc95a2e45259b983,c4556493138005bec0a1c1a93adc2bfb41de38dae696e227b5091dd2c8e40f2f,7c39b22e9794ea174c7a611de77f96bedf6405abd0747ce143f0fb6ac6e5ef4d,ff158c5d7e6ed5aa22ad53d98c0bfa6a86eca8c028d0e7f120c27d8d8fe02989,a703f3a8e3508d9c4ec17135c0bc8a55ee18d899e891f744bd39ae1ab1219734,dbe456c3743813550ebc0b2c733d031e7a747706146d89e2d593214f7eb5ecd1,eb211ac931f89fb0d1802b2087c21615c6fdbc708e56e6b99269c8946969fa6c,377d339253ee4562e2987b1d49b0d89e1d313fe824cfdb15b0976baeb98e491b
"0","0","1009803","0","2.781","0","0","21","1","0","100980321","4"
"0","0","1009803","7","0","350","0","22","0","1.32","100980322","1"
"0","0","1009803","0","2.32","0","0","23","1","0","100980323","4"
"0","vo_lsv_0305","1009803","0","0","0","vo_lsv","24","0","0","100980324","2"
"0","0","1009803","8","0","350","0","25","0","2.453","100980325","1"
"0","0","1009803","0","2.453","0","0","26","1","0","100980326","4"
"0","0","1009803","9","0","350","0","27","0","1.547","100980327","1"
"0","0","1009803","0","2.547","0","0","28","1","0","100980328","4"
"0","vo_lsv_0306","1009803","0","0","0","vo_lsv","29","0","0","100980329","2"
"0","0","1009803","10","0","350","0","30","0","1.95","100980330","1"
"0","0","1009803","0","2.95","0","0","31","1","0","100980331","4"
"0","vo_lsv_0307","1009803","0","0","0","vo_lsv","32","0","0","100980332","2"
"0","0","1009803","11","0","240","0","33","0","1.39","100980333","1"
"0","0","1009804","0","0.8","0","0","1","1","0","100980401","4"
"0","vo_lsv_0401","1009804","0","0","0","vo_lsv","2","0","0","100980402","2"
"0","0","1009804","1","0","300","0","3","0","1.2","100980403","1"
"0","0","1009804","0","1.2","0","0","4","1","0","100980404","4"
"0","0","1009804","2","0","300","0","5","0","1.8","100980405","1"
"0","0","1009804","0","2.8","0","0","6","1","0","100980406","4"
"0","vo_lsv_0402","1009804","0","0","0","vo_lsv","7","0","0","100980407","2"
"0","0","1009804","3","0","355","0","8","0","2.35","100980408","1"
"0","0","1009804","0","3.35","0","0","9","1","0","100980409","4"
"0","vo_lsv_0403","1009804","0","0","0","vo_lsv","10","0","0","100980410","2"
"0","0","1009804","4","0","300","0","11","0","1.669","100980411","1"
"0","0","1009804","0","2.1","0","0","12","1","0","100980412","4"
"0","0","1009804","5","0","230","0","13","0","1.7","100980413","1"
"0","0","1009804","0","2","0","0","14","1","0","100980414","4"
"0","0","1009804","6","0","230","0","15","0","1.35","100980415","1"
"0","0","1009804","0","2.85","0","0","16","1","0","100980416","4"
"0","vo_lsv_0404","1009804","0","0","0","vo_lsv","17","0","0","100980417","2"
"0","0","1009804","7","0","327","0","18","0","1.51","100980418","1"
"0","0","1009804","0","1.61","0","0","19","1","0","100980419","4"
"327","0","1009804","7","0","327","0","20","0","1.29","100980420","1"
"0","0","1009804","0","1.949","0","0","21","1","0","100980421","4"
"0","0","1009804","8","0","300","0","22","0","1.925","100980422","1"
"0","0","1009805","0","0.8","0","0","1","1","0","100980501","4"
"0","vo_lsv_0501","1009805","0","0","0","vo_lsv","2","0","0","100980502","2"
"0","0","1009805","1","0","300","0","3","0","2.115","100980503","1"
"0","0","1009805","0","3.115","0","0","4","1","0","100980504","4"
"0","vo_lsv_0502","1009805","0","0","0","vo_lsv","5","0","0","100980505","2"
"0","0","1009805","2","0","310","0","6","0","1.743","100980506","1"
"0","0","1009805","0","2.743","0","0","7","1","0","100980507","4"
"0","vo_lsv_0503","1009805","0","0","0","vo_lsv","8","0","0","100980508","2"
"0","0","1009805","3","0","300","0","9","0","1.86","100980509","1"
"0","0","1009805","0","2.26","0","0","10","1","0","100980510","4"
"0","0","1009805","4","0","350","0","11","0","1.667","100980511","1"
"0","0","1009805","0","2.324","0","0","12","1","0","100980512","4"
"0","0","1009805","5","0","310","0","13","0","2.168","100980513","1"
"0","0","1009805","0","3.168","0","0","14","1","0","100980514","4"
"0","vo_lsv_0504","1009805","0","0","0","vo_lsv","15","0","0","100980515","2"
"0","0","1009805","6","0","300","0","16","0","1.752","100980516","1"
"0","0","1009805","0","2.276","0","0","17","1","0","100980517","4"
"0","0","1009805","7","0","300","0","18","0","1.43","100980518","1"
"0","0","1009805","0","1.43","0","0","19","1","0","100980519","4"
"300","0","1009805","7","0","300","0","20","0","0.749","100980520","1"
"0","0","1009805","0","1.749","0","0","21","1","0","100980521","4"
"0","vo_lsv_0505","1009805","0","0","0","vo_lsv","22","0","0","100980522","2"
"0","0","1009805","8","0","300","0","23","0","0.65","100980523","1"
"0","0","1009805","0","0.65","0","0","24","1","0","100980524","4"
"300","0","1009805","8","0","300","0","25","0","1.753","100980525","1"
"0","0","1009805","0","1.753","0","0","26","1","0","100980526","4"
"0","0","1009805","9","0","300","0","27","0","0.929","100980527","1"
"0","0","1009805","0","1.929","0","0","28","1","0","100980528","4"
"0","vo_lsv_0506","1009805","0","0","0","vo_lsv","29","0","0","100980529","2"
"0","0","1009805","10","0","300","0","30","0","0.536","100980530","1"
"0","0","1009805","0","0.536","0","0","31","1","0","100980531","4"
"300","0","1009805","10","0","300","0","32","0","1.438","100980532","1"
"0","0","1009805","0","1.438","0","0","33","1","0","100980533","4"
"0","0","1009805","11","0","327","0","34","0","2.426","100980534","1"
"0","0","1009806","0","0.8","0","0","1","1","0","100980601","4"
"0","vo_lsv_0601","1009806","0","0","0","vo_lsv","2","0","0","100980602","2"
"0","0","1009806","1","0","330","0","3","0","2.5","100980603","1"
"0","0","1009806","0","2.5","0","0","4","1","0","100980604","4"
"0","0","1009806","2","0","350","0","5","0","1.5","100980605","1"
"0","0","1009806","0","2.5","0","0","6","1","0","100980606","4"
"0","vo_lsv_0602","1009806","0","0","0","vo_lsv","7","0","0","100980607","2"
"0","0","1009806","3","0","325","0","8","0","1.9","100980608","1"
"0","0","1009806","0","1.9","0","0","9","1","0","100980609","4"
"0","0","1009806","4","0","300","0","10","0","1.744","100980610","1"
"0","0","1009806","0","2.329","0","0","11","1","0","100980611","4"
"0","0","1009806","5","0","300","0","12","0","1.049","100980612","1"
"0","0","1009806","0","1.049","0","0","13","1","0","100980613","4"
"0","0","1009806","6","0","210","0","14","0","1.093","100980614","1"
"0","0","1009806","0","2.093","0","0","15","1","0","100980615","4"
"0","vo_lsv_0603","1009806","0","0","0","vo_lsv","16","0","0","100980616","2"
"0","0","1009806","7","0","300","0","17","0","1.9","100980617","1"
"0","0","1009806","0","1.9","0","0","18","1","0","100980618","4"
"0","0","1009806","8","0","300","0","19","0","2.4","100980619","1"
"0","0","1009806","0","2.4","0","0","20","1","0","100980620","4"
"0","0","1009806","9","0","300","0","21","0","1.65","100980621","1"
"0","0","1009806","0","2.65","0","0","22","1","0","100980622","4"
"0","vo_lsv_0604","1009806","0","0","0","vo_lsv","23","0","0","100980623","2"
"0","0","1009806","10","0","300","0","24","0","1.763","100980624","1"
"0","0","1009806","0","1.763","0","0","25","1","0","100980625","4"
"0","0","1009806","11","0","320","0","26","0","1.308","100980626","1"
"0","0","1009806","0","2.308","0","0","27","1","0","100980627","4"
"0","vo_lsv_0605","1009806","0","0","0","vo_lsv","28","0","0","100980628","2"
"0","0","1009806","12","0","320","0","29","0","1","100980629","1"
"0","0","1009806","0","1","0","0","30","1","0","100980630","4"
"320","0","1009806","12","0","320","0","31","0","1.853","100980631","1"
"0","0","1009807","0","0.8","0","0","1","1","0","100980701","4"
"0","vo_lsv_0701","1009807","0","0","0","vo_lsv","2","0","0","100980702","2"
"0","0","1009807","1","0","300","0","3","0","1.355","100980703","1"
"0","0","1009807","0","1.355","0","0","4","1","0","100980704","4"
"0","0","1009807","2","0","300","0","5","0","1.126","100980705","1"
"0","0","1009807","0","1.126","0","0","6","1","0","100980706","4"
"0","0","1009807","3","0","300","0","7","0","1.641","100980707","1"
"0","0","1009807","0","2","0","0","8","1","0","100980708","4"
"0","vo_lsv_0702","1009807","0","0","0","vo_lsv","9","0","0","100980709","2"
"0","0","1009807","4","0","300","0","10","0","1.325","100980710","1"
"0","0","1009807","0","1.325","0","0","11","1","0","100980711","4"
"0","0","1009807","5","0","327","0","12","0","1.891","100980712","1"
"0","0","1009807","0","2.437","0","0","13","1","0","100980713","4"
"0","0","1009807","6","0","327","0","14","0","1.93","100980714","1"
"0","0","1009807","0","2.93","0","0","15","1","0","100980715","4"
"0","vo_lsv_0703","1009807","0","0","0","vo_lsv","16","0","0","100980716","2"
"0","0","1009807","7","0","300","0","17","0","1.84","100980717","1"
"0","0","1009807","0","2.361","0","0","18","1","0","100980718","4"
"0","0","1009807","8","0","300","0","19","0","1.38","100980719","1"
"0","0","1009807","0","1.38","0","0","20","1","0","100980720","4"
"0","0","1009807","9","0","300","0","21","0","1.399","100980721","1"
"0","0","1009807","0","2.399","0","0","22","1","0","100980722","4"
"0","vo_lsv_0704","1009807","0","0","0","vo_lsv","23","0","0","100980723","2"
"0","0","1009807","10","0","300","0","24","0","2.268","100980724","1"
"0","0","1009807","0","2.268","0","0","25","1","0","100980725","4"
"0","0","1009807","11","0","300","0","26","0","1.299","100980726","1"
"0","0","1009808","0","0.8","0","0","1","1","0","100980801","4"
"0","vo_lsv_0801","1009808","0","0","0","vo_lsv","2","0","0","100980802","2"
"0","0","1009808","1","0","300","0","3","0","1.4","100980803","1"
"0","0","1009808","0","1.4","0","0","4","1","0","100980804","4"
"0","0","1009808","2","0","300","0","5","0","1","100980805","1"
"0","0","1009808","0","2","0","0","6","1","0","100980806","4"
"0","vo_lsv_0802","1009808","0","0","0","vo_lsv","7","0","0","100980807","2"
"0","0","1009808","3","0","300","0","8","0","1.6","100980808","1"
"0","0","1009808","0","1.8","0","0","9","1","0","100980809","4"
"0","0","1009808","4","0","300","0","10","0","1","100980810","1"
"0","0","1009808","0","1","0","0","11","1","0","100980811","4"
"300","0","1009808","4","0","300","0","12","0","1.5","100980812","1"
"0","0","1009808","0","2.5","0","0","13","1","0","100980813","4"
"0","vo_lsv_0803","1009808","0","0","0","vo_lsv","14","0","0","100980814","2"
"0","0","1009808","5","0","320","0","15","0","1.9","100980815","1"
"0","0","1009808","0","2.5","0","0","16","1","0","100980816","4"
"0","0","1009808","6","0","350","0","17","0","1.3","100980817","1"
"0","0","1009808","0","2.3","0","0","18","1","0","100980818","4"
"0","vo_lsv_0804","1009808","0","0","0","vo_lsv","19","0","0","100980819","2"
"0","0","1009808","7","0","300","0","20","0","1.3","100980820","1"
"0","0","1009808","0","1.3","0","0","21","1","0","100980821","4"
"0","0","1009808","8","0","300","0","22","0","1.5","100980822","1"
"0","0","1009808","0","2.5","0","0","23","1","0","100980823","4"
"0","vo_lsv_0805","1009808","0","0","0","vo_lsv","24","0","0","100980824","2"
"0","0","1009808","9","0","300","0","25","0","1.4","100980825","1"
"0","0","1009808","0","2.6","0","0","26","1","0","100980826","4"
"0","vo_lsv_0806","1009808","0","0","0","vo_lsv","27","0","0","100980827","2"
"15","0","1009808","10","0","327","0","28","0","1.363","100980828","1"
"0","0","1009809","0","0.8","0","0","1","1","0","100980901","4"
"0","vo_lsv_0901","1009809","0","0","0","vo_lsv","2","0","0","100980902","2"
"0","0","1009809","1","0","300","0","3","0","2.1","100980903","1"
"0","0","1009809","0","2.9","0","0","4","1","0","100980904","4"
"0","vo_lsv_0902","1009809","0","0","0","vo_lsv","5","0","0","100980905","2"
"0","0","1009809","2","0","327","0","6","0","2.46","100980906","1"
"0","0","1009809","0","2.64","0","0","7","1","0","100980907","4"
"327","0","1009809","2","0","327","0","8","0","1.845","100980908","1"
"0","0","1009809","0","1.85","0","0","9","1","0","100980909","4"
"0","0","1009809","3","0","300","0","10","0","1.735","100980910","1"
"0","0","1009809","0","2","0","0","11","1","0","100980911","4"
"0","vo_lsv_0903","1009809","0","0","0","vo_lsv","12","0","0","100980912","2"
"0","0","1009809","4","0","327","0","13","0","2.484","100980913","1"
"0","0","1009809","0","2.663","0","0","14","1","0","100980914","4"
"327","0","1009809","4","0","327","0","15","0","1.546","100980915","1"
"0","0","1009809","0","1.55","0","0","16","1","0","100980916","4"
"0","0","1009809","5","0","327","0","17","0","1.205","100980917","1"
"0","0","1009809","0","1.5","0","0","18","1","0","100980918","4"
"0","vo_lsv_0904","1009809","0","0","0","vo_lsv","19","0","0","100980919","2"
"0","0","1009809","6","0","327","0","20","0","2.079","100980920","1"
"0","0","1009809","0","2.4","0","0","21","1","0","100980921","4"
"0","0","1009809","7","0","327","0","22","0","2.05","100980922","1"
"0","0","1009809","0","2.35","0","0","23","1","0","100980923","4"
"0","0","1009809","8","0","327","0","24","0","2.55","100980924","1"
"0","0","1009810","0","0.8","0","0","1","1","0","100981001","4"
"0","vo_lsv_1001","1009810","0","0","0","vo_lsv","2","0","0","100981002","2"
"0","0","1009810","1","0","300","0","3","0","1.707","100981003","1"
"0","0","1009810","0","1.717","0","0","4","1","0","100981004","4"
"0","0","1009810","2","0","120","0","5","0","0.75","100981005","1"
"0","0","1009810","0","1.15","0","0","6","1","0","100981006","4"
"120","0","1009810","2","0","327","0","7","0","1.46","100981007","1"
"0","0","1009810","0","1.66","0","0","8","1","0","100981008","4"
"0","0","1009810","3","0","327","0","9","0","2.03","100981009","1"
"0","0","1009810","0","2.23","0","0","10","1","0","100981010","4"
"327","0","1009810","3","0","327","0","11","0","1.732","100981011","1"
"0","0","1009810","0","2.5","0","0","12","1","0","100981012","4"
"0","vo_lsv_1002","1009810","0","0","0","vo_lsv","13","0","0","100981013","2"
"0","0","1009810","4","0","300","0","14","0","1.9","100981014","1"
"0","0","1009810","0","1.949","0","0","15","1","0","100981015","4"
"0","0","1009810","5","0","327","0","16","0","2.05","100981016","1"
"0","0","1009810","0","2.08","0","0","17","1","0","100981017","4"
"327","0","1009810","5","0","327","0","18","0","0.8","100981018","1"
"0","0","1009810","0","2","0","0","19","1","0","100981019","4"
"0","vo_lsv_1003","1009810","0","0","0","vo_lsv","20","0","0","100981020","2"
"0","0","1009810","6","0","116","0","21","0","1.575","100981021","1"
"0","0","1009810","0","1.6","0","0","22","1","0","100981022","4"
"116","0","1009810","6","0","300","0","23","0","1.243","100981023","1"
"0","0","1009810","0","3","0","0","24","1","0","100981024","4"
"0","vo_lsv_1004","1009810","0","0","0","vo_lsv","25","0","0","100981025","2"
"0","0","1009810","7","0","300","0","26","0","1.867","100981026","1"
"0","0","1009810","0","2.067","0","0","27","1","0","100981027","4"
"0","0","1009810","8","0","327","0","28","0","0.956","100981028","1"
"0","0","1009810","0","1","0","0","29","1","0","100981029","4"
"0","0","1009810","9","0","160","0","30","0","1.851","100981030","1"
"0","0","1009810","0","1.88","0","0","31","1","0","100981031","4"
"160","0","1009810","9","0","160","0","32","0","1.172","100981032","1"
"0","0","1009810","0","2.5","0","0","33","1","0","100981033","4"
"0","vo_lsv_1005","1009810","0","0","0","vo_lsv","34","0","0","100981034","2"
"0","0","1009810","10","0","52","0","35","0","0.95","100981035","1"
"0","0","1009810","0","1.1","0","0","36","1","0","100981036","4"
"52","0","1009810","10","0","300","0","37","0","1.392","100981037","1"
"0","0","1009811","0","0.8","0","0","1","1","0","100981101","4"
"0","vo_lsv_1101","1009811","0","0","0","vo_lsv","2","0","0","100981102","2"
"0","0","1009811","1","0","300","0","3","0","1.813","100981103","1"
"0","0","1009811","0","2","0","0","4","1","0","100981104","4"
"0","0","1009811","2","0","280","0","5","0","1.065","100981105","1"
"0","0","1009811","0","1.095","0","0","6","1","0","100981106","4"
"0","0","1009811","3","0","327","0","7","0","2.176","100981107","1"
"0","0","1009811","0","3.1","0","0","8","1","0","100981108","4"
"0","vo_lsv_1102","1009811","0","0","0","vo_lsv","9","0","0","100981109","2"
"0","0","1009811","4","0","327","0","10","0","1.283","100981110","1"
"0","0","1009811","0","1.31","0","0","11","1","0","100981111","4"
"0","0","1009811","5","0","327","0","12","0","2.351","100981112","1"
"0","0","1009811","0","2.381","0","0","13","1","0","100981113","4"
"0","0","1009811","6","0","327","0","14","0","2.037","100981114","1"
"0","0","1009811","0","3","0","0","15","1","0","100981115","4"
"0","vo_lsv_1103","1009811","0","0","0","vo_lsv","16","0","0","100981116","2"
"0","0","1009811","7","0","327","0","17","0","2.637","100981117","1"
"0","0","1009811","0","3.23","0","0","18","1","0","100981118","4"
"0","0","1009811","8","0","327","0","19","0","1.789","100981119","1"
"0","0","1009811","0","1.81","0","0","20","1","0","100981120","4"
"0","0","1009811","9","0","167","0","21","0","0.763","100981121","1"
"0","0","1009811","0","0.893","0","0","22","1","0","100981122","4"
"167","0","1009811","9","0","327","0","23","0","1.079","100981123","1"
"0","0","1009811","0","1.1","0","0","24","1","0","100981124","4"
"327","0","1009811","9","0","327","0","25","0","1.424","100981125","1"
"0","0","1009811","0","2.5","0","0","26","1","0","100981126","4"
"0","vo_lsv_1104","1009811","0","0","0","vo_lsv","27","0","0","100981127","2"
"0","0","1009811","10","0","350","0","28","0","2.2","100981128","1"
"0","0","1009811","0","2.25","0","0","29","1","0","100981129","4"
"350","0","1009811","10","0","350","0","30","0","0.85","100981130","1"
"0","0","1009811","0","1.05","0","0","31","1","0","100981131","4"
"0","0","1009811","11","0","300","0","32","0","1.6","100981132","1"
"0","0","1009812","0","0.8","0","0","1","1","0","100981201","4"
"0","vo_lsv_1201","1009812","0","0","0","vo_lsv","2","0","0","100981202","2"
"0","0","1009812","1","0","300","0","3","0","2.379","100981203","1"
"0","0","1009812","0","3.5","0","0","4","1","0","100981204","4"
"0","vo_lsv_1202","1009812","0","0","0","vo_lsv","5","0","0","100981205","2"
"0","0","1009812","2","0","327","0","6","0","1.623","100981206","1"
"0","0","1009812","0","1.63","0","0","7","1","0","100981207","4"
"0","0","1009812","3","0","327","0","8","0","2.644","100981208","1"
"0","0","1009812","0","3.5","0","0","9","1","0","100981209","4"
"0","vo_lsv_1203","1009812","0","0","0","vo_lsv","10","0","0","100981210","2"
"0","0","1009812","4","0","300","0","11","0","1.502","100981211","1"
"0","0","1009812","0","1.51","0","0","12","1","0","100981212","4"
"0","0","1009812","5","0","327","0","13","0","2.171","100981213","1"
"0","0","1009812","0","2.2","0","0","14","1","0","100981214","4"
"0","0","1009812","6","0","155","0","15","0","1.319","100981215","1"
"0","0","1009812","0","1.8","0","0","16","1","0","100981216","4"
"0","vo_lsv_1204","1009812","0","0","0","vo_lsv","17","0","0","100981217","2"
"155","0","1009812","6","0","300","0","18","0","1.03","100981218","1"
"0","0","1009812","0","2","0","0","19","1","0","100981219","4"
"0","vo_lsv_1205","1009812","0","0","0","vo_lsv","20","0","0","100981220","2"
"0","0","1009812","7","0","300","0","21","0","3.21","100981221","1"
"0","0","1009812","0","3.25","0","0","22","1","0","100981222","4"
"0","0","1009812","8","0","327","0","23","0","0.887","100981223","1"
"0","0","1009812","0","2.25","0","0","24","1","0","100981224","4"
"0","vo_lsv_1206","1009812","0","0","0","vo_lsv","25","0","0","100981225","2"
"0","0","1009812","9","0","300","0","26","0","1.602","100981226","1"
"0","0","1009812","0","1.7","0","0","27","1","0","100981227","4"
"0","0","1009812","10","0","327","0","28","0","2.476","100981228","1"
"0","0","1009812","0","3.5","0","0","29","1","0","100981229","4"
"0","vo_lsv_1207","1009812","0","0","0","vo_lsv","30","0","0","100981230","2"
"0","0","1009812","11","0","355","0","31","0","1.155","100981231","1"
"0","0","1009812","0","1.18","0","0","32","1","0","100981232","4"
"355","0","1009812","11","0","355","0","33","0","1.28","100981233","1"
"0","0","1009813","0","0.8","0","0","1","1","0","100981301","4"
"0","vo_lsv_1301","1009813","0","0","0","vo_lsv","2","0","0","100981302","2"
"0","0","1009813","1","0","300","0","3","0","2.09","100981303","1"
"0","0","1009813","0","2.12","0","0","4","1","0","100981304","4"
"0","0","1009813","2","0","340","0","5","0","2.649","100981305","1"
"0","0","1009813","0","3.6","0","0","6","1","0","100981306","4"
"0","vo_lsv_1302","1009813","0","0","0","vo_lsv","7","0","0","100981307","2"
"0","0","1009813","3","0","300","0","8","0","2.138","100981308","1"
"0","0","1009813","0","2.17","0","0","9","1","0","100981309","4"
"0","0","1009813","4","0","327","0","10","0","2.111","100981310","1"
"0","0","1009813","0","2.45","0","0","11","1","0","100981311","4"
"0","0","1009813","5","0","327","0","12","0","2","100981312","1"
"0","0","1009813","0","2.3","0","0","13","1","0","100981313","4"
"0","0","1009813","6","0","290","0","14","0","1.354","100981314","1"
"0","0","1009813","0","3","0","0","15","1","0","100981315","4"
"0","vo_lsv_1303","1009813","0","0","0","vo_lsv","16","0","0","100981316","2"
"0","0","1009813","7","0","300","0","17","0","1.539","100981317","1"
"0","0","1009813","0","1.569","0","0","18","1","0","100981318","4"
"0","0","1009813","8","0","0","0","19","0","0.732","100981319","1"
"0","0","1009813","0","1.08","0","0","20","1","0","100981320","4"
"0","0","1009813","8","0","300","0","21","0","1.207","100981321","1"
"0","0","1009813","0","1.407","0","0","22","1","0","100981322","4"
"0","0","1009813","9","0","327","0","23","0","1.798","100981323","1"
"0","0","1009813","0","2.7","0","0","24","1","0","100981324","4"
"0","vo_lsv_1304","1009813","0","0","0","vo_lsv","25","0","0","100981325","2"
