2df93573c799722c7efdb7d2e720f6ff5ef5e857187a3086b060633ffcbbc240,0faebcddebb1d2a06247efde1e7ccfa70bc3a2b201e995e24fc9cf4499ea0bf1,792d9a76e3a84f0217fe4c646acd21dcb9a625bba9e4e8acbe0817f9164c7ea3,31b3ebcc0a561a42dc5e96d4b9b10486be3060096ef9a7ca8db65ccbc9c86f32,1b29a94b1106bce9959f2840cd2b16358a993eb3db6bb2e8e424186291017e75,1cfd473220ac1f48e37dce22c941675ed89adc7439d5f46fa4ba03594b34d5df,b29258466d27bc7f7bad54d1d453595aceab7cc3885a772fb631924159afaa11,365cfabf43a7d3226f3a9b0fb73161947274ec4f510824dc24e72294179ca1a3,12ddce63d10e7024f452ceafce774ee2b116a2bf041faafb7fac79d2ceec8c48,2d0d011bd39fde7c1b955ebb77b8e56aa85e869f1d6df6964e10b88cd9a6b481,1ce435b2fa57019b19f951626b97d506d951e2ae1e2d2d82cec8996aa3c8aaee,8bc430f4b96ec68b3111a42e723df4818c7d95b4908d9d956166c1fd088ad5e5
"2","0","vo_10011600","0","16","17","0","vo_10011600_1706","1170016","0","0","0"
"1","4","0","432","17","17","0","0","1170017","1.66233766233766","0","0"
"4","4","0","0","18","17","0","0","1170018","0","2.86233766233766","1"
"2","0","vo_10011600","0","19","17","0","vo_10011600_1707","1170019","0","0","0"
"1","4","0","710","20","17","432","0","1170020","1.28831168831169","0","0"
"4","4","0","0","21","17","0","0","1170021","0","3.03831168831169","1"
"2","0","vo_10011600","0","22","17","0","vo_10011600_1708","1170022","0","0","0"
"1","5","0","718","23","17","0","0","1170023","2.36883116883117","0","0"
"4","5","0","0","24","17","0","0","1170024","0","3.76883116883117","1"
"2","0","vo_10011600","0","25","17","0","vo_10011600_1709","1170025","0","0","0"
"1","6","0","333","26","17","0","0","1170026","1.4961038961039","0","0"
"4","6","0","0","27","17","0","0","1170027","0","2.2461038961039","1"
"2","0","vo_10011600","0","28","17","0","vo_10011600_1710","1170028","0","0","0"
"1","6","0","595","29","17","333","0","1170029","0.976623376623377","0","0"
"4","6","0","0","30","17","0","0","1170030","0","1.97662337662338","1"
"2","0","vo_10011600","0","31","17","0","vo_10011600_1711","1170031","0","0","0"
"1","7","0","316","32","17","0","0","1170032","1.3838961038961","0","0"
"4","7","0","0","33","17","0","0","1170033","0","2.7838961038961","1"
"2","0","vo_10011600","0","34","17","0","vo_10011600_1712","1170034","0","0","0"
"1","7","0","527","35","17","316","0","1170035","0.818701298701299","0","0"
"4","7","0","0","36","17","0","0","1170036","0","1.8187012987013","1"
"2","0","vo_10011600","0","37","17","0","vo_10011600_1713","1170037","0","0","0"
"1","7","0","740","38","17","527","0","1170038","0.872727272727273","0","0"
"4","7","0","0","39","17","0","0","1170039","0","2.67272727272727","1"
"2","0","vo_10011600","0","40","17","0","vo_10011600_1714","1170040","0","0","0"
"1","8","0","180","41","17","0","0","1170041","0.581818181818182","0","0"
"4","8","0","0","42","17","0","0","1170042","0","1.38181818181818","1"
"2","0","vo_10011600","0","43","17","0","vo_10011600_1715","1170043","0","0","0"
"1","8","0","723","44","17","180","0","1170044","1.35064935064935","0","0"
"4","8","0","0","45","17","0","0","1170045","0","2.60064935064935","1"
"2","0","vo_10011600","0","46","17","0","vo_10011600_1716","1170046","0","0","0"
"1","8","0","723","47","17","723","0","1170047","0.976623376623377","0","0"
"4","8","0","0","48","17","0","0","1170048","0","2.97662337662338","1"
"1","9","0","470","49","17","0","0","1170049","0.01","0","0"
"4","9","0","0","50","17","0","0","1170050","0","0","1"
"2","0","vo_10011600","0","51","17","0","vo_10011600_1717","1170051","0","0","0"
"1","9","0","700","52","17","470","0","1170052","1.19480519480519","0","0"
