4b10e59f05ff69c08dec3958275d47533c827ee67ca167a2e60767c5688dc7b5,7ab489389644ea2446a983df29f67b1ab6153dfb4f9aa81c8181f315542936dd,6d61206b31cc388b39a6b84e29a1f7fd5cb173868ea86623daf9e0ad58340510,2cb1bd806d9632a8a1338a4d4b9d971cc39d80a685b67eef03f75b9c8ca0f17e,130e7ebfb01ea08b8c5fd124bdac0d08727e3bc8291760e660106dd4def35910,dd219de4c4a21759915057029959fe3b2c700ac76641208ed57021927e3641e9,3827cd4fb829cdbf55d0e9fe5c556d73105b9629b1cfc354f6d4545421623565,b1fb34264ba126b0cc1e8e130d328abbd4a9edf2be53ac0b18fab884487b8632,33f02f7dc3ab74c4cce5ad8f2a3fa7ddacf4dad5b7ea767a5c0c16ec7da57b5c,a347587ad48bf5c636788b9f6d47068a61aeef878392322d2501e14193b32e29,fc210a5a92089305364eca23a4a5879d6a24efab95af084315cd96299a6edc8a,ab96aab995b8a6d66e86bf9689e4038a8846a38a8264baba1e8992272a64a1f7,c90466e5e8de551206dfd755e41465bce4ef93fe4aa1d1b18803a7c1c7c4f574,1c2991ba08db3a74eea069d5d23808fe0ec4abf5ba6a10832ce978ab8d77ab4a,ea5e80008bf5e02646adf4f583d97d07f080cde4ca26d1c3688dc44dd3611611,1ba91568e125cf3d91ba29001c4604a9920f9cabbba8f7448f9fb79164e5c19a,bd5713c0cb8546701757508c01ec2fc88c9735f37d294503245cea74e8d0946c,295d7371b9420e63d3979d5032428759eeaafc70e9b897cb232855a9d017612a,04b13e1a0fa4a88031fed088a40fa540a8a6c6d61198f04cd2f4437466aa7295,81cc1f18c8d0c09a46eef9b8bf51c08ccb8f5492a1fa6b10f3a85d622789b651,07564f84eea76f11bc9e143e79a1f28a51636892e8635a6c1590cacef0a408c9,05354f2d63f659c06ab1e9fd69b2c7fd9df3ba04c3a580ebfc484954293da8cd,4929add3264ec1754db47e68676bb57ddb48725d90f03789c66880d2f858fe41,7a4649deb52863f829e622bc021015a016a6e5b8dad22c809d72d958b68a933b,e28dee28db3f26c70e0a7a96694b64d8e5e61d3c268c9da6bd39e48b5b1f4599,1c3282dfb810ca8a0c1de3b74371bc8d3d004b0468f9f6f3596acc515fd28f70,85bbd5727a430abb953bbf649c9d539d400caaf3c12d76aff01f6661268ab484,1774699e120b6025e1b114ef36111f24978cd84ebf4ca72573538248e63e65bd,382ce6152a7628bc9d736a160d9fcb08a368ff7f543c329a4d35f28d2c99f259,2a7cf96e04226747f3411b5a8b0e3a8df7dd8bd4967691eaa41391eb9bf44543,6cd34630d9d8bed719ee93896c8fe347207e0ee1269b5bf5599b34c8e26179cb,6e4b39c6a07c820fc52f38ae3c74ae12f5c7e177932204feaf8709f954a77c2f,27b240a4c1256a2c9612cce4077627c46d3a0a3a519aa3c23b62ba7ac05ae2a7,94a4d697c78bde891f82bd659a15957f19171002fd85ea373ab3624582468090,749fd7434ae8dfb74964111e592c6b54f7e39811b814fae43ff7aa65f6e36a61,677326045a3ebee753c7351816f012b68aca449a62d068f8ee1d6f14b57694cc,5244a946a3ddbada18d5b3df2895ee2a0d3cccfc0ade155f8c044b52f60c5a16,a1858a58355eb6f5f80207cad811637701c4df97cfe1af7068f8063293c0e963,3dafd3d022061747787990b5bcf2b5938709174f3cdf2fc5034496ffe06cd118,c45f5b1ae839d51ab356738007356a7384790e6c78e5208ce28300834d9d20c9,ed2da98408cb72dad59c17efac114d43a788d0a239b577a6d010bd2a2e3f1cef,318472ced39d241be77ec9b14c93d23c44352cf62342620d31b9a019dcf602ad,5ba2f944416bbda216f54444fb5c5233ba62f97214ba71816acb63f73e653cd2
"8","0","bgm_M41","100016","2018/10/28 15:59:59","0","0","4","1","馬席納地區 1-4","0","0","0","8","bgm_M41","100015","0","0","0","100020","0","0","bgm_M41","10002","bgm_M41","50","2018/10/03 16:00:00","0","90","0","8","10002104","bgm_M41","100014","610002104","10002101","-510","0","bgm_M41","100014","1","610002121","120"
"8","0","bgm_M41","100043","2018/10/28 15:59:59","0","0","5","1","馬席納地區 1-5","0","0","0","8","bgm_M41","100042","0","0","0","100040","0","0","bgm_M41","10002","bgm_M41","-60","2018/10/03 16:00:00","0","90","0","8","10002105","bgm_M41","100041","610002105","10002101","-430","0","bgm_M41","100041","1","610002121","120"
"9","0","bgm_M41","100023","2018/10/28 15:59:59","0","0","6","1","馬席納地區 1-6","0","0","0","9","bgm_M41","100022","0","0","0","100050","0","0","bgm_M41","10002","bgm_M41","-150","2018/10/03 16:00:00","0","90","0","9","10002106","bgm_M41","100021","610002106","10002101","-340","0","bgm_M41","100021","1","610002121","135"
"9","0","bgm_M41","100203","2018/10/28 15:59:59","0","0","7","1","馬席納地區 1-7","0","0","0","9","bgm_M41","100202","0","0","0","100110","0","0","bgm_M41","10002","bgm_M41","-80","2018/10/03 16:00:00","0","90","0","9","10002107","bgm_M41","100201","610002107","10002101","-215","0","bgm_M41","100201","1","610002122","135"
"9","0","bgm_M41","100203","2018/10/28 15:59:59","0","0","8","1","馬席納地區 1-8","0","0","0","9","bgm_M41","100202","0","0","0","100110","0","0","bgm_M41","10002","bgm_M41","-110","2018/10/03 16:00:00","0","90","0","9","10002108","bgm_M41","100201","610002108","10002101","-75","0","bgm_M41","100201","1","610002121","135"
"9","0","bgm_M41","100203","2018/10/28 15:59:59","0","0","9","1","馬席納地區 1-9","0","0","0","9","bgm_M41","100202","0","0","0","100110","0","0","bgm_M41","10002","bgm_M41","-50","2018/10/03 16:00:00","0","90","0","9","10002109","bgm_M41","100201","610002109","10002101","45","0","bgm_M41","100201","1","610002121","135"
"9","0","bgm_M41","100063","2018/10/28 15:59:59","0","0","10","1","馬席納地區 1-10","0","0","0","9","bgm_M41","100062","0","0","0","100010","0","0","bgm_M41","10002","bgm_M41","40","2018/10/03 16:00:00","0","90","0","9","10002110","bgm_M41","100061","610002110","10002101","150","0","bgm_M41","100061","1","610002121","135"
"10","0","bgm_M41","100173","2018/10/28 15:59:59","0","0","11","1","馬席納地區 1-11","0","0","0","10","bgm_M41","100172","0","0","0","100070","0","0","bgm_M41","10002","bgm_M41","-70","2018/10/03 16:00:00","0","90","0","10","10002111","bgm_M41","100171","610002111","10002101","260","0","bgm_M41","100171","1","610002121","150"
"10","0","bgm_M41","100153","2018/10/28 15:59:59","0","0","12","1","馬席納地區 1-12","0","0","0","10","bgm_M41","100152","0","0","0","100120","0","0","bgm_M41","10002","bgm_M41","30","2018/10/03 16:00:00","0","90","0","10","10002112","bgm_M41","100151","610002112","10002101","380","0","bgm_M41","100151","1","610002121","150"
"10","0","bgm_M41","101143","2018/10/28 15:59:59","0","0","13","1","馬席納地區 1-13","0","0","0","10","bgm_M41","101142","0","0","0","100080","0","0","bgm_M41","10002","bgm_M41","-100","2018/10/03 16:00:00","0","90","0","10","10002113","bgm_M41","101141","610002113","10002101","470","0","bgm_M41","101141","1","610002121","150"
"10","0","bgm_M41","101143","2018/10/28 15:59:59","0","0","14","1","馬席納地區 1-14","0","0","0","10","bgm_M41","101142","0","0","0","100080","0","0","bgm_M41","10002","bgm_M41","40","2018/10/03 16:00:00","0","90","0","10","10002114","bgm_M41","101141","610002114","10002101","570","0","bgm_M41","101141","1","610002121","150"
"10","0","bgm_M41","101143","2018/10/28 15:59:59","0","0","15","1","馬席納地區 1-15","0","0","0","10","bgm_M41","101142","0","0","0","100080","0","0","bgm_M41","10002","bgm_M41","-70","2018/10/03 16:00:00","0","90","0","10","10002115","bgm_M41","101141","610002115","10002101","680","0","bgm_M41","101141","1","610002123","150"
"16","0","bgm_M41","100473","2018/10/28 15:59:59","2","0","16","1","馬席納地區 1-1","0","1","3","16","bgm_M41","100472","0","0","0","100110","0","28","bgm_M41","10002","bgm_M41","-10","2018/10/03 16:00:00","0","90","31020","16","10002201","bgm_M41","100471","610002116","10002201","-450","0","bgm_M41","100471","2","610002121","240"
"16","0","bgm_M41","100813","2018/10/28 15:59:59","2","0","17","1","馬席納地區 1-2","0","1","3","16","bgm_M41","100812","0","0","0","100070","0","28","bgm_M41","10002","bgm_M41","-100","2018/10/03 16:00:00","0","90","31004","16","10002202","bgm_M41","100811","610002117","10002201","-250","0","bgm_M41","100811","2","610002121","240"
"18","0","bgm_M41","100793","2018/10/28 15:59:59","2","0","18","1","馬席納地區 1-3","0","1","3","18","bgm_M41","100792","0","0","0","100120","0","29","bgm_M41","10002","bgm_M41","20","2018/10/03 16:00:00","0","90","31020","18","10002203","bgm_M41","100791","610002118","10002201","-50","0","bgm_M41","100791","2","610002121","270"
"18","0","bgm_M41","101153","2018/10/28 15:59:59","2","0","19","1","馬席納地區 1-4","0","1","3","18","bgm_M41","101152","0","0","0","100080","0","29","bgm_M41","10002","bgm_M41","-110","2018/10/03 16:00:00","0","90","31004","18","10002204","bgm_M41","101151","610002119","10002201","120","0","bgm_M41","101151","2","610002121","270"
"20","0","bgm_M41","101153","2018/10/28 15:59:59","2","0","20","1","馬席納地區 1-5","0","1","3","20","bgm_M41","101152","0","0","0","100080","0","30","bgm_M41","10002","bgm_M41","-10","2018/10/03 16:00:00","0","90","31020","20","10002205","bgm_M41","101151","610002120","10002201","290","0","bgm_M41","101151","2","610002121","300"
"8","0","bgm_M41","100066","2018/11/25 15:59:59","0","0","1","1","蘭德索爾郊外 1-1","0","0","0","8","bgm_M41","100065","0","0","0","100010","0","0","bgm_M41","10003","bgm_M41","-90","2018/11/01 15:59:59","0","90","0","8","10003101","bgm_M41","100064","610003101","10003101","-820","0","bgm_M41","100064","1","610003121","120"
"8","0","bgm_M41","100023","2018/11/25 15:59:59","0","0","2","1","蘭德索爾郊外 1-2","0","0","0","8","bgm_M41","100022","0","0","0","100020","0","0","bgm_M41","10003","bgm_M41","20","2018/11/01 15:59:59","0","90","0","8","10003102","bgm_M41","100021","610003102","10003101","-700","0","bgm_M41","100021","1","610003121","120"
"8","0","bgm_M41","100069","2018/11/25 15:59:59","0","0","3","1","蘭德索爾郊外 1-3","0","0","0","8","bgm_M41","100068","0","0","0","100010","0","0","bgm_M41","10003","bgm_M41","-120","2018/11/01 15:59:59","0","90","0","8","10003103","bgm_M41","100067","610003103","10003101","-600","0","bgm_M41","100067","1","610003121","120"
"8","0","bgm_M41","100127","2018/11/25 15:59:59","0","0","4","1","蘭德索爾郊外 1-4","0","0","0","8","bgm_M41","100126","0","0","0","100040","0","0","bgm_M41","10003","bgm_M41","40","2018/11/01 15:59:59","0","90","0","8","10003104","bgm_M41","100125","610003104","10003101","-500","0","bgm_M41","100125","1","610003121","120"
"8","0","bgm_M41","100083","2018/11/25 15:59:59","0","0","5","1","蘭德索爾郊外 1-5","0","0","0","8","bgm_M41","100082","0","0","0","100050","0","0","bgm_M41","10003","bgm_M41","-70","2018/11/01 15:59:59","0","90","0","8","10003105","bgm_M41","100081","610003105","10003101","-400","0","bgm_M41","100081","1","610003121","120"
"9","0","bgm_M41","100076","2018/11/25 15:59:59","0","0","6","1","蘭德索爾郊外 1-6","0","0","0","9","bgm_M41","100075","0","0","0","100010","0","0","bgm_M41","10003","bgm_M41","-110","2018/11/01 15:59:59","0","90","0","9","10003106","bgm_M41","100074","610003106","10003101","-260","0","bgm_M41","100074","1","610003121","135"
"9","0","bgm_M41","100113","2018/11/25 15:59:59","0","0","7","1","蘭德索爾郊外 1-7","0","0","0","9","bgm_M41","100112","0","0","0","100040","0","0","bgm_M41","10003","bgm_M41","25","2018/11/01 15:59:59","0","90","0","9","10003107","bgm_M41","100111","610003107","10003101","-180","0","bgm_M41","100111","1","610003122","135"
"9","0","bgm_M41","100079","2018/11/25 15:59:59","0","0","8","1","蘭德索爾郊外 1-8","0","0","0","9","bgm_M41","100078","0","0","0","100010","0","0","bgm_M41","10003","bgm_M41","-110","2018/11/01 15:59:59","0","90","0","9","10003108","bgm_M41","100077","610003108","10003101","-75","0","bgm_M41","100077","1","610003121","135"
"9","0","bgm_M41","100053","2018/11/25 15:59:59","0","0","9","1","蘭德索爾郊外 1-9","0","0","0","9","bgm_M41","100052","0","0","0","100080","0","0","bgm_M41","10003","bgm_M41","-50","2018/11/01 15:59:59","0","90","0","9","10003109","bgm_M41","100051","610003109","10003101","50","0","bgm_M41","100051","1","610003121","135"
"9","0","bgm_M41","100053","2018/11/25 15:59:59","0","0","10","1","蘭德索爾郊外 1-10","0","0","0","9","bgm_M41","100052","0","0","0","100080","0","0","bgm_M41","10003","bgm_M41","20","2018/11/01 15:59:59","0","90","0","9","10003110","bgm_M41","100051","610003110","10003101","180","0","bgm_M41","100051","1","610003121","135"
"10","0","bgm_M41","100033","2018/11/25 15:59:59","0","0","11","1","蘭德索爾郊外 1-11","0","0","0","10","bgm_M41","100032","0","0","0","100050","0","0","bgm_M41","10003","bgm_M41","-100","2018/11/01 15:59:59","0","90","0","10","10003111","bgm_M41","100031","610003111","10003101","270","0","bgm_M41","100031","1","610003121","150"
"10","0","bgm_M41","100153","2018/11/25 15:59:59","0","0","12","1","蘭德索爾郊外 1-12","0","0","0","10","bgm_M41","100152","0","0","0","100120","0","0","bgm_M41","10003","bgm_M41","40","2018/11/01 15:59:59","0","90","0","10","10003112","bgm_M41","100151","610003112","10003101","390","0","bgm_M41","100151","1","610003121","150"
"10","0","bgm_M41","100013","2018/11/25 15:59:59","0","0","13","1","蘭德索爾郊外 1-13","0","0","0","10","bgm_M41","100012","0","0","0","100020","0","0","bgm_M41","10003","bgm_M41","-110","2018/11/01 15:59:59","0","90","0","10","10003113","bgm_M41","100011","610003113","10003101","490","0","bgm_M41","100011","1","610003121","150"
"10","0","bgm_M41","100016","2018/11/25 15:59:59","0","0","14","1","蘭德索爾郊外 1-14","0","0","0","10","bgm_M41","100015","0","0","0","100020","0","0","bgm_M41","10003","bgm_M41","40","2018/11/01 15:59:59","0","90","0","10","10003114","bgm_M41","100014","610003114","10003101","570","0","bgm_M41","100014","1","610003121","150"
"10","0","bgm_M41","100019","2018/11/25 15:59:59","0","0","15","1","蘭德索爾郊外 1-15","0","0","0","10","bgm_M41","100018","0","0","0","100020","0","0","bgm_M41","10003","bgm_M41","-80","2018/11/01 15:59:59","0","90","0","10","10003115","bgm_M41","100017","610003115","10003101","670","0","bgm_M41","100017","1","610003123","150"
"16","0","bgm_M41","100793","2018/11/25 15:59:59","2","0","16","1","蘭德索爾郊外 1-1","0","1","3","16","bgm_M41","100792","0","0","0","100120","0","28","bgm_M41","10003","bgm_M41","-10","2018/11/01 15:59:59","0","90","31010","16","10003201","bgm_M41","100791","610003116","10003201","-450","0","bgm_M41","100791","2","610003121","240"
"16","0","bgm_M41","100773","2018/11/25 15:59:59","2","0","17","1","蘭德索爾郊外 1-2","0","1","3","16","bgm_M41","100772","0","0","0","100040","0","28","bgm_M41","10003","bgm_M41","-100","2018/11/01 15:59:59","0","90","31017","16","10003202","bgm_M41","100771","610003117","10003201","-250","0","bgm_M41","100771","2","610003121","240"
"18","0","bgm_M41","100759","2018/11/25 15:59:59","2","0","18","1","蘭德索爾郊外 1-3","0","1","3","18","bgm_M41","100758","0","0","0","100050","0","29","bgm_M41","10003","bgm_M41","20","2018/11/01 15:59:59","0","90","31010","18","10003203","bgm_M41","100757","610003118","10003201","-50","0","bgm_M41","100757","2","610003121","270"
"18","0","bgm_M41","100363","2018/11/25 15:59:59","2","0","19","1","蘭德索爾郊外 1-4","0","1","3","18","bgm_M41","100362","0","0","0","100020","0","29","bgm_M41","10003","bgm_M41","-110","2018/11/01 15:59:59","0","90","31017","18","10003204","bgm_M41","100361","610003119","10003201","120","0","bgm_M41","100361","2","610003121","270"
"20","0","bgm_M41","100366","2018/11/25 15:59:59","2","0","20","1","蘭德索爾郊外 1-5","0","1","3","20","bgm_M41","100365","0","0","0","100020","0","30","bgm_M41","10003","bgm_M41","-10","2018/11/01 15:59:59","0","90","31010","20","10003205","bgm_M41","100364","610003120","10003201","290","0","bgm_M41","100364","2","610003121","300"
"8","0","bgm_M41","100203","2018/12/24 15:59:59","0","0","1","1","塔帕斯海灘 周邊 1-1","0","0","0","8","bgm_M41","100202","0","0","0","100110","0","0","bgm_M41","10004","bgm_M41","-70","2018/12/01 16:00:00","0","90","0","8","10004101","bgm_M41","100201","610004101","10004101","-820","0","bgm_M41","100201","1","610004121","120"
