6fbeba51a2c49bfb6335d3fa33847cff3945768271c92318dca2cb2b846a8b59,d243709216e0a59514803281760c093e987735a534a691f44eba9de24886f680,ebf3f74bb8c3ac24985718f015d75385d336639cb3518d830f0994d7832a54c0,51b1e98b6f147624fe6da22bdb8974045862a025d710e16eef270bdfadf5a79b,9e6ea9eca0de681a54e0b6c86657c84fe4404ce615b8ea4c8ef19a7903490e97,c39eee9027ec489a26bbb71028634f9b1ad84f07d10e7ee6a68cf38274ae7f37,8a82b3892b7324224d3326373ceb51c923cdd20fcc5a03bd5380aca1dfcfb1b4,8e91a87a1a1d82c79d2681c3d0b8391069a46db22bf19ea3d9314c9a9473a50b,6e922c964a75880aa637db2487fabb30dabf570ec0410f6396c8063dd057e245,62dbfcfb0c47bc377038837d8ad801280bfd0a3fb5c8c9a0fd87e2d1751b6b92,9e2cad641468be5d97e6d3f1a4c916632e5a382ba13828dbd3fc4bc00efc6cba,84436b7fd0edeb40a5b7bee2030d2b48aab5ccbff69c900c6bdd5ac4945b4c89,565b5405fba1ecd9a5828f5a16a364d2b91cc57876bac4a7309b50092720578a,9cf1efbbae7b85276eb5880bc3d1faf2397199464dcb197db68e18fc484d96fd,bbde58fdd9e7230933d5cdeeec0b26779bbb34bd2a2dbe088067c9f906397921,49d937554070ab797516c6e4b6b181f73019a61ab1a6f6b214d3ba138bb57fca,dfdd1b461c0e2c06822571f1fd4c08b387300401000d0e8024c337d8f862615a,c64addefc6f3d7f41203637b8a7fe90e9e141c00fd4c2a5fe84c5ba3c6b08b59,95bf5d522fe764c60cc57742ca348c324c57224676c6d73400641783e2980254,6d78a6955c486145487325f883fa9d996527985c40a963c20832946f14e6e64f,38fde828cfb6a032bd3b7f7d87bba8772950b9d30a3332734dd8e0fbd7fa4c62,1c091a376d0b95b5db656cccf5dba73ad4fee8053efef32e48dde90c404feaf5,c5756ee5518f1ed203f4e586c0cd0fe0097114afb5cbc4de6f5267aaa2916037,c1b81928792396aa2b06d97f0120dba2aa298d98ef8128b9296e371e3a514143,8d915c8bc0bd17d5a842ca12994dc8c5cda7b9c6e15e3b9314af77721a9fc01c,2fe73a03f7a34ddce65c8cd87ea7207cc3f1c4c137f4956a915717d7ce5b7b5b,6980ea90dbdf1f2ab2108e37544c3a43878c368164562dd3ba453e4dffeba2fa,a493131c63ffbb31d28255e96089f3e1c8c4826ced512e4fb6c0338d0c2ae02b,cc80513c71a4d47855d43d40a8afc2879d77ec82b2bd1ac081d343e9c94bd0b0,f8e2842ce70ae1fec3b29de81a6badb9e7a118e2cf85af2c9064992e29924160,45cff0a665121b26125c4d5e24b81dc86d45855fe2d60cc89f2357a0a22652d0,c7ab439bd78f0ff47081cc41599d822aa99df8d413fcd2522977e7726b812a83,468ba187f2cc810f665b225620b26f7cad6edaaae596fdfb70024ec834eccef7,6f120b2864ae6eedb3012f227bccb86c0e45d0285e547e6ba558173c75fd2777,37000ca58a01df3a34bd80a0a57572c7b2c18f0c7849a9b3dcb9630024966d9e,aa4dd8febee4c917ec73644b7653f3d3de427a0a8739098a6280230bc4ffced5,4fe9340ae602eb97a3020b3713da1709dc572ae2032a27f44e35f04ab69895c4,ee1754c2af5036f24449e3b991db7fec000c6a8dce43771ab9b5fe8ce0777931,ff5563d02407d664bc16088dde8ba803c22e307682e3023659aff350798b8721,7da46c37f7b9e38bb99e75d3939310da64a3b744a3afdc5b5b956758b785ff1a
"20","20","0","20","20","20","0","10","20","0","30","200100","20","186","20","0","20","0","1","10","1563","20","0","13","0","0","620010020","200000006","0","20","20","20","1","1","0","20","20","16","20","20"
"21","21","0","21","21","21","0","10","21","0","30","200100","21","206","21","0","21","0","1","10","1784","21","0","15","0","0","620010021","200000006","0","21","21","21","1","1","0","21","21","18","21","21"
"22","22","0","22","22","22","0","10","22","0","30","200100","22","225","22","0","22","0","1","10","2005","22","0","17","0","0","620010022","200000006","0","22","22","22","1","1","0","22","22","20","22","22"
"23","23","0","23","23","23","0","10","23","0","30","200100","23","245","23","0","23","0","1","10","2225","23","0","18","0","0","620010023","200000006","0","23","23","23","1","1","0","23","23","21","23","23"
"24","24","0","24","24","24","0","10","24","0","30","200100","24","264","24","0","24","0","1","10","2446","24","0","20","0","0","620010024","200000006","0","24","24","24","1","1","0","24","24","23","24","24"
"25","25","0","25","25","25","0","10","25","0","30","200100","25","267","25","0","25","0","1","10","2701","25","0","21","0","0","620010025","200000006","0","25","25","25","1","1","0","25","25","24","25","25"
"26","26","0","26","26","26","0","10","26","0","30","200100","26","269","26","0","26","0","1","10","2956","26","0","21","0","0","620010026","200000006","0","26","26","26","1","1","0","26","26","24","26","26"
"27","27","0","27","27","27","0","10","27","0","30","200100","27","289","27","0","27","0","1","10","3211","27","0","21","0","0","620010027","200000006","0","27","27","27","1","1","0","27","27","24","27","27"
"28","28","0","28","28","28","0","10","28","0","30","200100","28","309","28","0","28","0","1","10","3466","28","0","21","0","0","620010028","200000006","0","28","28","28","1","1","0","28","28","25","28","28"
"29","29","0","29","29","29","0","10","29","0","30","200100","29","330","29","0","29","0","1","10","3721","29","0","22","0","0","620010029","200000006","0","29","29","29","1","1","0","29","29","25","29","29"
"30","30","0","30","30","30","0","10","30","0","30","200100","30","350","30","0","30","0","1","10","3976","30","0","22","0","0","620010030","200000006","0","30","30","30","1","1","0","30","30","25","30","30"
"31","31","0","31","31","31","0","10","31","0","30","200100","31","370","31","0","31","0","1","10","4232","31","0","22","0","0","620010031","200000006","0","31","31","31","1","1","0","31","31","26","31","31"
"32","32","0","32","32","32","0","10","32","0","30","200100","32","390","32","0","32","0","1","10","4487","32","0","22","0","0","620010032","200000006","0","32","32","32","1","1","0","32","32","26","32","32"
"33","33","0","33","33","33","0","10","33","0","30","200100","33","410","33","0","33","0","1","10","4742","33","0","22","0","0","620010033","200000006","0","33","33","33","1","1","0","33","33","26","33","33"
"34","34","0","34","34","34","0","10","34","0","30","200100","34","431","34","0","34","0","1","10","4997","34","0","23","0","0","620010034","200000006","0","34","34","34","1","1","0","34","34","26","34","34"
"35","35","0","35","35","35","0","10","35","0","30","200100","35","451","35","0","35","0","1","10","5252","35","0","23","0","0","620010035","200000006","0","35","35","35","1","1","0","35","35","27","35","35"
"36","36","0","36","36","36","0","10","36","0","30","200100","36","471","36","0","36","0","1","10","5507","36","0","23","0","0","620010036","200000006","0","36","36","36","1","1","0","36","36","27","36","36"
"37","37","0","37","37","37","0","10","37","0","30","200100","37","516","37","0","37","0","1","10","5667","37","0","27","0","0","620010037","200000006","0","37","37","37","1","1","0","37","37","31","37","37"
"38","38","0","38","38","38","0","10","38","0","30","200100","38","562","38","0","38","0","1","10","5826","38","0","31","0","0","620010038","200000006","0","38","38","38","1","1","0","38","38","35","38","38"
"39","39","0","39","39","39","0","10","39","0","30","200100","39","607","39","0","39","0","1","10","5986","39","0","35","0","0","620010039","200000006","0","39","39","39","1","1","0","39","39","39","39","39"
"40","40","0","40","40","40","0","10","40","0","30","200100","40","712","40","0","40","0","1","10","7437","40","0","36","0","0","620010040","200000006","0","40","40","40","1","1","0","40","40","40","40","40"
"41","41","0","41","41","41","0","10","41","0","30","200100","41","816","41","0","41","0","1","10","8888","41","0","36","0","0","620010041","200000006","0","41","41","41","1","1","0","41","41","40","41","41"
"42","42","0","42","42","42","0","10","42","0","30","200100","42","913","42","0","42","0","1","10","9321","42","0","36","0","0","620010042","200000006","0","42","42","42","1","1","0","42","42","41","42","42"
"43","43","0","43","43","43","0","10","43","0","30","200100","43","1010","43","0","43","0","1","10","9754","43","0","36","0","0","620010043","200000006","0","43","43","43","1","1","0","43","43","41","43","43"
"44","44","0","44","44","44","0","10","44","0","30","200100","44","1079","44","0","44","0","1","10","10008","44","0","38","0","0","620010044","200000006","0","44","44","44","1","1","0","44","44","45","44","44"
"45","45","0","45","45","45","0","10","45","0","30","200100","45","1148","45","0","45","0","1","10","10263","45","0","41","0","0","620010045","200000006","0","45","45","45","1","1","0","45","45","49","45","45"
"46","46","0","46","46","46","0","10","46","0","30","200100","46","1217","46","0","46","0","1","10","10517","46","0","43","0","0","620010046","200000006","0","46","46","46","1","1","0","46","46","53","46","46"
"47","47","0","47","47","47","0","10","47","0","30","200100","47","1286","47","0","47","0","1","10","10771","47","0","45","0","0","620010047","200000006","0","47","47","47","1","1","0","47","47","57","47","47"
"48","48","0","48","48","48","0","10","48","0","30","200100","48","1355","48","0","48","0","1","10","11026","48","0","48","0","0","620010048","200000006","0","48","48","48","1","1","0","48","48","61","48","48"
"49","49","0","49","49","49","0","10","49","0","30","200100","49","1424","49","0","49","0","1","10","11280","49","0","50","0","0","620010049","200000006","0","49","49","49","1","1","0","49","49","65","49","49"
"50","50","0","50","50","50","0","10","50","0","30","200100","50","1493","50","0","50","0","1","10","11534","50","0","52","0","0","620010050","200000006","0","50","50","50","1","1","0","50","50","69","50","50"
"51","51","0","51","51","51","0","10","51","0","30","200100","51","1562","51","0","51","0","1","10","11789","51","0","55","0","0","620010051","200000006","0","51","51","51","1","1","0","51","51","73","51","51"
"52","52","0","52","52","52","0","10","52","0","30","200100","52","1632","52","0","52","0","1","10","12043","52","0","57","0","0","620010052","200000006","0","52","52","52","1","1","0","52","52","77","52","52"
"53","53","0","53","53","53","0","10","53","0","30","200100","53","1701","53","0","53","0","1","10","12297","53","0","59","0","0","620010053","200000006","0","53","53","53","1","1","0","53","53","81","53","53"
"54","54","0","54","54","54","0","10","54","0","30","200100","54","1770","54","0","54","0","1","10","12552","54","0","62","0","0","620010054","200000006","0","54","54","54","1","1","0","54","54","85","54","54"
"55","55","0","55","55","55","0","10","55","0","30","200100","55","1839","55","0","55","0","1","10","12806","55","0","64","0","0","620010055","200000006","0","55","55","55","1","1","0","55","55","89","55","55"
"56","56","0","56","56","56","0","10","56","0","30","200100","56","1908","56","0","56","0","1","10","13060","56","0","66","0","0","620010056","200000006","0","56","56","56","1","1","0","56","56","93","56","56"
"57","57","0","57","57","57","0","10","57","0","30","200100","57","1977","57","0","57","0","1","10","13315","57","0","69","0","0","620010057","200000006","0","57","57","57","1","1","0","57","57","97","57","57"
"58","58","0","58","58","58","0","10","58","0","30","200100","58","2046","58","0","58","0","1","10","13569","58","0","71","0","0","620010058","200000006","0","58","58","58","1","1","0","58","58","101","58","58"
"59","59","0","59","59","59","0","10","59","0","30","200100","59","2115","59","0","59","0","1","10","13823","59","0","73","0","0","620010059","200000006","0","59","59","59","1","1","0","59","59","105","59","59"
"60","60","0","60","60","60","0","10","60","0","30","200100","60","2184","60","0","60","0","1","10","14078","60","0","76","0","0","620010060","200000006","0","60","60","60","1","1","0","60","60","109","60","60"
"61","61","0","61","61","61","0","10","61","0","30","200100","61","2253","61","0","61","0","1","10","14332","61","0","78","0","0","620010061","200000006","0","61","61","61","1","1","0","61","61","113","61","61"
"62","62","0","62","62","62","0","10","62","0","30","200100","62","2280","62","0","62","0","1","10","15514","62","0","79","0","0","620010062","200000006","0","62","62","62","1","1","0","62","62","113","62","62"
"63","63","0","63","63","63","0","10","63","0","30","200100","63","2306","63","0","63","0","1","10","16696","63","0","79","0","0","620010063","200000006","0","63","63","63","1","1","0","63","63","114","63","63"
"64","64","0","64","64","64","0","10","64","0","30","200100","64","2333","64","0","64","0","1","10","17878","64","0","80","0","0","620010064","200000006","0","64","64","64","1","1","0","64","64","114","64","64"
"65","65","0","65","65","65","0","10","65","0","30","200100","65","2359","65","0","65","0","1","10","19060","65","0","81","0","0","620010065","200000006","0","65","65","65","1","1","0","65","65","114","65","65"
"66","66","0","66","66","66","0","10","66","0","30","200100","66","2386","66","0","66","0","1","10","20242","66","0","82","0","0","620010066","200000006","0","66","66","66","1","1","0","66","66","115","66","66"
"67","67","0","67","67","67","0","10","67","0","30","200100","67","2412","67","0","67","0","1","10","21425","67","0","82","0","0","620010067","200000006","0","67","67","67","1","1","0","67","67","115","67","67"
"68","68","0","68","68","68","0","10","68","0","30","200100","68","2439","68","0","68","0","1","10","22607","68","0","83","0","0","620010068","200000006","0","68","68","68","1","1","0","68","68","115","68","68"
"69","69","0","69","69","69","0","10","69","0","30","200100","69","2466","69","0","69","0","1","10","23789","69","0","84","0","0","620010069","200000006","0","69","69","69","1","1","0","69","69","116","69","69"
"70","70","0","70","70","70","0","10","70","0","30","200100","70","2492","70","0","70","0","1","10","24971","70","0","85","0","0","620010070","200000006","0","70","70","70","1","1","0","70","70","116","70","70"
"71","71","0","71","71","71","0","10","71","0","30","200100","71","2519","71","0","71","0","1","10","26153","71","0","85","0","0","620010071","200000006","0","71","71","71","1","1","0","71","71","116","71","71"
"1","1","0","1","1","1","0","10","1","0","30","200200","1","108","1","0","1","0","1","10","924","1","0","10","0","0","620020001","200000001","0","1","1","1","1","1","0","1","1","8","1","1"
"2","2","0","2","2","2","0","10","2","0","30","200200","2","111","2","0","2","0","1","10","927","2","0","10","0","0","620020002","200000001","0","2","2","2","1","1","0","2","2","8","2","2"
"3","3","0","3","3","3","0","10","3","0","30","200200","3","114","3","0","3","0","1","10","930","3","0","10","0","0","620020003","200000001","0","3","3","3","1","1","0","3","3","8","3","3"
"4","4","0","4","4","4","0","10","4","0","30","200200","4","117","4","0","4","0","1","10","933","4","0","11","0","0","620020004","200000001","0","4","4","4","1","1","0","4","4","9","4","4"
"5","5","0","5","5","5","0","10","5","0","30","200200","5","120","5","0","5","0","1","10","936","5","0","11","0","0","620020005","200000001","0","5","5","5","1","1","0","5","5","9","5","5"
"6","6","0","6","6","6","0","10","6","0","30","200200","6","123","6","0","6","0","1","10","939","6","0","11","0","0","620020006","200000001","0","6","6","6","1","1","0","6","6","9","6","6"
"7","7","0","7","7","7","0","10","7","0","30","200200","7","126","7","0","7","0","1","10","942","7","0","12","0","0","620020007","200000001","0","7","7","7","1","1","0","7","7","10","7","7"
"8","8","0","8","8","8","0","10","8","0","30","200200","8","129","8","0","8","0","1","10","945","8","0","12","0","0","620020008","200000001","0","8","8","8","1","1","0","8","8","10","8","8"
"9","9","0","9","9","9","0","10","9","0","30","200200","9","132","9","0","9","0","1","10","948","9","0","12","0","0","620020009","200000001","0","9","9","9","1","1","0","9","9","10","9","9"
"10","10","0","10","10","10","0","10","10","0","30","200200","10","135","10","0","10","0","1","10","951","10","0","13","0","0","620020010","200000001","0","10","10","10","1","1","0","10","10","11","10","10"
"11","11","0","11","11","11","0","10","11","0","30","200200","11","138","11","0","11","0","1","10","954","11","0","13","0","0","620020011","200000001","0","11","11","11","1","1","0","11","11","11","11","11"
"12","12","0","12","12","12","0","10","12","0","30","200200","12","141","12","0","12","0","1","10","957","12","0","13","0","0","620020012","200000001","0","12","12","12","1","1","0","12","12","11","12","12"
"13","13","0","13","13","13","0","10","13","0","30","200200","13","144","13","0","13","0","1","10","960","13","0","14","0","0","620020013","200000001","0","13","13","13","1","1","0","13","13","12","13","13"
"14","14","0","14","14","14","0","10","14","0","30","200200","14","147","14","0","14","0","1","10","963","14","0","14","0","0","620020014","200000001","0","14","14","14","1","1","0","14","14","12","14","14"
"15","15","0","15","15","15","0","10","15","0","30","200200","15","151","15","0","15","0","1","10","966","15","0","15","0","0","620020015","200000001","0","15","15","15","1","1","0","15","15","13","15","15"
"16","16","0","16","16","16","0","10","16","0","30","200200","16","175","16","0","16","0","1","10","1322","16","0","15","0","0","620020016","200000001","0","16","16","16","1","1","0","16","16","13","16","16"
"17","17","0","17","17","17","0","10","17","0","30","200200","17","199","17","0","17","0","1","10","1678","17","0","15","0","0","620020017","200000001","0","17","17","17","1","1","0","17","17","13","17","17"
"18","18","0","18","18","18","0","10","18","0","30","200200","18","207","18","0","18","0","1","10","1884","18","0","15","0","0","620020018","200000001","0","18","18","18","1","1","0","18","18","13","18","18"
"19","19","0","19","19","19","0","10","19","0","30","200200","19","215","19","0","19","0","1","10","2090","19","0","16","0","0","620020019","200000001","0","19","19","19","1","1","0","19","19","14","19","19"
"20","20","0","20","20","20","0","10","20","0","30","200200","20","223","20","0","20","0","1","10","2296","20","0","16","0","0","620020020","200000001","0","20","20","20","1","1","0","20","20","14","20","20"
"21","21","0","21","21","21","0","10","21","0","30","200200","21","237","21","0","21","0","1","10","2377","21","0","17","0","0","620020021","200000001","0","21","21","21","1","1","0","21","21","14","21","21"
"22","22","0","22","22","22","0","10","22","0","30","200200","22","251","22","0","22","0","1","10","2458","22","0","17","0","0","620020022","200000001","0","22","22","22","1","1","0","22","22","14","22","22"
"23","23","0","23","23","23","0","10","23","0","30","200200","23","251","23","0","23","0","1","10","2658","23","0","17","0","0","620020023","200000001","0","23","23","23","1","1","0","23","23","14","23","23"
"24","24","0","24","24","24","0","10","24","0","30","200200","24","268","24","0","24","0","1","10","2829","24","0","19","0","0","620020024","200000001","0","24","24","24","1","1","0","24","24","16","24","24"
"25","25","0","25","25","25","0","10","25","0","30","200200","25","285","25","0","25","0","1","10","2999","25","0","21","0","0","620020025","200000001","0","25","25","25","1","1","0","25","25","18","25","25"
"26","26","0","26","26","26","0","10","26","0","30","200200","26","302","26","0","26","0","1","10","3170","26","0","24","0","0","620020026","200000001","0","26","26","26","1","1","0","26","26","19","26","26"
"27","27","0","27","27","27","0","10","27","0","30","200200","27","319","27","0","27","0","1","10","3340","27","0","26","0","0","620020027","200000001","0","27","27","27","1","1","0","27","27","21","27","27"
"28","28","0","28","28","28","0","10","28","0","30","200200","28","336","28","0","28","0","1","10","3511","28","0","28","0","0","620020028","200000001","0","28","28","28","1","1","0","28","28","23","28","28"
"29","29","0","29","29","29","0","10","29","0","30","200200","29","380","29","0","29","0","1","10","4632","29","0","29","0","0","620020029","200000001","0","29","29","29","1","1","0","29","29","23","29","29"
"30","30","0","30","30","30","0","10","30","0","30","200200","30","412","30","0","30","0","1","10","4717","30","0","29","0","0","620020030","200000001","0","30","30","30","1","1","0","30","30","23","30","30"
"31","31","0","31","31","31","0","10","31","0","30","200200","31","443","31","0","31","0","1","10","4802","31","0","28","0","0","620020031","200000001","0","31","31","31","1","1","0","31","31","23","31","31"
"32","32","0","32","32","32","0","10","32","0","30","200200","32","432","32","0","32","0","1","10","4887","32","0","28","0","0","620020032","200000001","0","32","32","32","1","1","0","32","32","23","32","32"
"33","33","0","33","33","33","0","10","33","0","30","200200","33","420","33","0","33","0","1","10","4972","33","0","28","0","0","620020033","200000001","0","33","33","33","1","1","0","33","33","23","33","33"
"34","34","0","34","34","34","0","10","34","0","30","200200","34","499","34","0","34","0","1","10","5985","34","0","28","0","0","620020034","200000001","0","34","34","34","1","1","0","34","34","24","34","34"
"35","35","0","35","35","35","0","10","35","0","30","200200","35","525","35","0","35","0","1","10","6241","35","0","32","0","0","620020035","200000001","0","35","35","35","1","1","0","35","35","27","35","35"
"36","36","0","36","36","36","0","10","36","0","30","200200","36","550","36","0","36","0","1","10","6497","36","0","36","0","0","620020036","200000001","0","36","36","36","1","1","0","36","36","30","36","36"
"37","37","0","37","37","37","0","10","37","0","30","200200","37","576","37","0","37","0","1","10","6752","37","0","39","0","0","620020037","200000001","0","37","37","37","1","1","0","37","37","32","37","37"
"38","38","0","38","38","38","0","10","38","0","30","200200","38","601","38","0","38","0","1","10","7008","38","0","43","0","0","620020038","200000001","0","38","38","38","1","1","0","38","38","35","38","38"
"39","39","0","39","39","39","0","10","39","0","30","200200","39","671","39","0","39","0","1","10","7387","39","0","42","0","0","620020039","200000001","0","39","39","39","1","1","0","39","39","33","39","39"
"40","40","0","40","40","40","0","10","40","0","30","200200","40","679","40","0","40","0","1","10","8119","40","0","44","0","0","620020040","200000001","0","40","40","40","1","1","0","40","40","35","40","40"
"41","41","0","41","41","41","0","10","41","0","30","200200","41","729","41","0","41","0","1","10","9635","41","0","46","0","0","620020041","200000001","0","41","41","41","1","1","0","41","41","37","41","41"
"42","42","0","42","42","42","0","10","42","0","30","200200","42","778","42","0","42","0","1","10","11151","42","0","47","0","0","620020042","200000001","0","42","42","42","1","1","0","42","42","38","42","42"
"43","43","0","43","43","43","0","10","43","0","30","200200","43","790","43","0","43","0","1","10","11476","43","0","47","0","0","620020043","200000001","0","43","43","43","1","1","0","43","43","38","43","43"
"44","44","0","44","44","44","0","10","44","0","30","200200","44","802","44","0","44","0","1","10","11802","44","0","47","0","0","620020044","200000001","0","44","44","44","1","1","0","44","44","39","44","44"
"45","45","0","45","45","45","0","10","45","0","30","200200","45","814","45","0","45","0","1","10","12127","45","0","47","0","0","620020045","200000001","0","45","45","45","1","1","0","45","45","39","45","45"
"46","46","0","46","46","46","0","10","46","0","30","200200","46","971","46","0","46","0","1","10","13833","46","0","48","0","0","620020046","200000001","0","46","46","46","1","1","0","46","46","40","46","46"
"47","47","0","47","47","47","0","10","47","0","30","200200","47","1128","47","0","47","0","1","10","15539","47","0","49","0","0","620020047","200000001","0","47","47","47","1","1","0","47","47","40","47","47"
"48","48","0","48","48","48","0","10","48","0","30","200200","48","1284","48","0","48","0","1","10","17245","48","0","50","0","0","620020048","200000001","0","48","48","48","1","1","0","48","48","41","48","48"
"49","49","0","49","49","49","0","10","49","0","30","200200","49","1441","49","0","49","0","1","10","18951","49","0","51","0","0","620020049","200000001","0","49","49","49","1","1","0","49","49","41","49","49"
