f2214d1961d928861d315bf0d385a1a01f669a0e8987d026876274625b7d7a9b,e467c40e0437d67d31d17194b524dd78785a8e4b8fecff2e5e03096a5ab91527,70dbd46c3aea5780aac0498ab5117a3b96032d0d79ff4e9bd5446801d8a16650,f63c50fc08971c8137f67091e04a99bd6d476895981bc060d7edbcb16a1ec812,c69b6a1744e13fda0f3110360e0882065f06d685886296e5970e1d4e7022a31f,10a47359abf4eb45be9eac55bff0e8f316b967339b588db8c0eb7d9f6f329db1,d97800c84fafbf71d8bf9ff3a97ba8b30373a3d4ea1f31d04774d09bb2f7a93c,0477bd0e4cdd0ae324f33645eeae1e572626118fc69edf3eb7ed56d4e7a708e4,1434f9bff93137b031d43adcfbd9bdaa3359cb4578ede4d259818e64de935818,097fcc4556605b478be8253bc5518ffc0bae349dba9907011ef602326605000a,037d5f97c6d7e03cabee5ad33e6ef45d1af1de4c9239a7ff9e7d4683cfdb9367,5df790214ca869e9a9878cbf0dd95d11a5fd4ec8f7a389490808c3a27920fd2d
"0","2","0","0","14","4","0","0","1","0","3.373","1020014"
"0","2","0","vo_minigame_1005_nikki02_003","15","2","vo_minigame_1005","0","0","0","0","1020015"
"5","2","0.895","0","16","1","0","0","0","125","0","1020016"
"0","2","0","0","17","4","0","0","1","0","1.311","1020017"
"5","2","1.114","0","18","1","0","125","0","265","0","1020018"
"0","2","0","0","19","4","0","0","1","0","1.181","1020019"
"5","2","0.497","0","20","1","0","265","0","340","0","1020020"
"0","2","0","0","21","4","0","0","1","0","0.497","1020021"
"6","2","1.37","0","22","1","0","0","0","189","0","1020022"
"0","2","0","0","23","4","0","0","1","0","2.407","1020023"
"0","2","0","vo_minigame_1005_nikki02_004","24","2","vo_minigame_1005","0","0","0","0","1020024"
"7","2","1.616","0","25","1","0","0","0","295","0","1020025"
"0","2","0","0","26","4","0","0","1","0","2.035","1020026"
"8","2","0.951","0","27","1","0","0","0","68","0","1020027"
"0","2","0","0","28","4","0","0","1","0","1.322","1020028"
"8","2","1.924","0","29","1","0","68","0","258","0","1020029"
"0","2","0","0","30","4","0","0","1","0","2.98","1020030"
"0","2","0","vo_minigame_1005_nikki02_005","31","2","vo_minigame_1005","0","0","0","0","1020031"
"9","2","0.93","0","32","1","0","0","0","83","0","1020032"
"0","2","0","0","33","4","0","0","1","0","1.24","1020033"
"9","2","0.879","0","34","1","0","83","0","257","0","1020034"
"0","2","0","0","35","4","0","0","1","0","1.877","1020035"
"0","2","0","vo_minigame_1005_nikki02_006","36","2","vo_minigame_1005","0","0","0","0","1020036"
"10","2","1.148","0","37","1","0","0","0","164","0","1020037"
"0","2","0","0","38","4","0","0","1","0","1.541","1020038"
"10","2","1.145","0","39","1","0","164","0","367","0","1020039"
"0","2","0","0","40","4","0","0","1","0","2.645","1020040"
"0","3","0","0","1","4","0","0","3","0","1","1030001"
"0","3","0","vo_minigame_1005_nikki03_000","2","2","vo_minigame_1005","0","0","0","0","1030002"
"1","3","2.61","0","3","1","0","0","0","340","0","1030003"
"0","3","0","0","4","4","0","0","1","0","3.007","1030004"
"2","3","1.47","0","5","1","0","0","0","233","0","1030005"
"0","3","0","0","6","4","0","0","1","0","2.171","1030006"
"0","3","0","vo_minigame_1005_nikki03_001","7","2","vo_minigame_1005","0","0","0","0","1030007"
"3","3","2.1","0","8","1","0","0","0","322","0","1030008"
"0","3","0","0","9","4","0","0","1","0","2.579","1030009"
"4","3","2.298","0","10","1","0","0","0","370","0","1030010"
"0","3","0","0","11","4","0","0","1","0","3.18","1030011"
"0","3","0","vo_minigame_1005_nikki03_002","12","2","vo_minigame_1005","0","0","0","0","1030012"
"5","3","1.262","0","13","1","0","0","0","101","0","1030013"
"0","3","0","0","14","4","0","0","1","0","1.993","1030014"
"0","3","0","vo_minigame_1005_nikki03_003","15","2","vo_minigame_1005","0","0","0","0","1030015"
"5","3","0.373","0","16","1","0","101","0","142","0","1030016"
"0","3","0","0","17","4","0","0","1","0","0.69","1030017"
"5","3","1.045","0","18","1","0","142","0","362","0","1030018"
"0","3","0","0","19","4","0","0","1","0","2.131","1030019"
"0","3","0","vo_minigame_1005_nikki03_004","20","2","vo_minigame_1005","0","0","0","0","1030020"
"6","3","2.147","0","21","1","0","0","0","289","0","1030021"
"0","3","0","0","22","4","0","0","1","0","2.618","1030022"
"7","3","1.445","0","23","1","0","0","0","350","0","1030023"
"0","3","0","0","24","4","0","0","1","0","2.552","1030024"
"0","3","0","vo_minigame_1005_nikki03_005","25","2","vo_minigame_1005","0","0","0","0","1030025"
"8","3","0.876","0","26","1","0","0","0","103","0","1030026"
"0","3","0","0","27","4","0","0","1","0","1.252","1030027"
"8","3","2.625","0","28","1","0","103","0","407","0","1030028"
"0","3","0","0","29","4","0","0","1","0","4.056","1030029"
"0","3","0","vo_minigame_1005_nikki03_006","30","2","vo_minigame_1005","0","0","0","0","1030030"
"9","3","2.728","0","31","1","0","0","0","383","0","1030031"
"0","3","0","0","32","4","0","0","1","0","3.023","1030032"
"10","3","0.91","0","33","1","0","0","0","104","0","1030033"
"0","3","0","0","34","4","0","0","1","0","1.977","1030034"
"0","3","0","vo_minigame_1005_nikki03_007","35","2","vo_minigame_1005","0","0","0","0","1030035"
"10","3","0.558","0","36","1","0","104","0","245","0","1030036"
"0","3","0","0","37","4","0","0","1","0","0.973","1030037"
"10","3","1.35","0","38","1","0","245","0","392","0","1030038"
"0","3","0","0","39","4","0","0","1","0","2.103","1030039"
"0","3","0","vo_minigame_1005_nikki03_008","40","2","vo_minigame_1005","0","0","0","0","1030040"
"11","3","0.935","0","41","1","0","0","0","150","0","1030041"
"0","3","0","0","42","4","0","0","1","0","2.435","1030042"
"0","4","0","0","1","4","0","0","3","0","1","1040001"
"0","4","0","vo_minigame_1005_nikki04_000","2","2","vo_minigame_1005","0","0","0","0","1040002"
"1","4","1.597","0","3","1","0","0","0","222","0","1040003"
"0","4","0","0","4","4","0","0","1","0","1.881","1040004"
"2","4","1.46","0","5","1","0","0","0","239","0","1040005"
"0","4","0","0","6","4","0","0","1","0","2.457","1040006"
"0","4","0","vo_minigame_1005_nikki04_001","7","2","vo_minigame_1005","0","0","0","0","1040007"
"3","4","1.208","0","8","1","0","0","0","184","0","1040008"
"0","4","0","0","9","4","0","0","1","0","1.578","1040009"
"3","4","0.673","0","10","1","0","184","0","303","0","1040010"
"0","4","0","0","11","4","0","0","1","0","1.009","1040011"
"3","4","0.65","0","12","1","0","303","0","370","0","1040012"
"0","4","0","0","13","4","0","0","1","0","0.729","1040013"
"4","4","0.976","0","14","1","0","0","0","182","0","1040014"
"0","4","0","0","15","4","0","0","1","0","1.993","1040015"
"0","4","0","vo_minigame_1005_nikki04_002","16","2","vo_minigame_1005","0","0","0","0","1040016"
"4","4","0.396","0","17","1","0","182","0","242","0","1040017"
"0","4","0","0","18","4","0","0","1","0","0.864","1040018"
"4","4","0.74","0","19","1","0","242","0","360","0","1040019"
"0","4","0","0","20","4","0","0","1","0","1.855","1040020"
"0","4","0","vo_minigame_1005_nikki04_003","21","2","vo_minigame_1005","0","0","0","0","1040021"
"5","4","0.437","0","22","1","0","0","0","84","0","1040022"
"0","4","0","0","23","4","0","0","1","0","0.497","1040023"
"5","4","1.776","0","24","1","0","84","0","289","0","1040024"
"0","4","0","0","25","4","0","0","1","0","2.233","1040025"
"6","4","1.29","0","26","1","0","0","0","163","0","1040026"
"0","4","0","0","27","4","0","0","1","0","1.638","1040027"
"6","4","1.137","0","28","1","0","163","0","400","0","1040028"
"0","4","0","0","29","4","0","0","1","0","2.3","1040029"
"0","4","0","vo_minigame_1005_nikki04_004","30","2","vo_minigame_1005","0","0","0","0","1040030"
"7","4","0.336","0","31","1","0","0","0","65","0","1040031"
"0","4","0","0","32","4","0","0","1","0","0.826","1040032"
"7","4","1.223","0","33","1","0","65","0","203","0","1040033"
"0","4","0","0","34","4","0","0","1","0","1.223","1040034"
"7","4","0.994","0","35","1","0","203","0","325","0","1040035"
"0","4","0","0","36","4","0","0","1","0","1.487","1040036"
"8","4","0.89","0","37","1","0","0","0","312","0","1040037"
"0","4","0","0","38","4","0","0","1","0","1.567","1040038"
"0","4","0","vo_minigame_1005_nikki04_005","39","2","vo_minigame_1005","0","0","0","0","1040039"
"9","4","0.74","0","40","1","0","0","0","151","0","1040040"
"0","4","0","0","41","4","0","0","1","0","1.731","1040041"
"0","4","0","vo_minigame_1005_nikki04_006","42","2","vo_minigame_1005","0","0","0","0","1040042"
"10","4","1.937","0","43","1","0","0","0","278","0","1040043"
"0","4","0","0","44","4","0","0","1","0","2.435","1040044"
"11","4","0.822","0","45","1","0","0","0","66","0","1040045"
"0","4","0","0","46","4","0","0","1","0","1.376","1040046"
"11","4","0.576","0","47","1","0","66","0","203","0","1040047"
"0","4","0","0","48","4","0","0","1","0","0.923","1040048"
"11","4","0.785","0","49","1","0","203","0","353","0","1040049"
"0","4","0","0","50","4","0","0","1","0","2.285","1040050"
"0","5","0","0","1","4","0","0","3","0","1","1050001"
"0","5","0","vo_minigame_1005_nikki05_000","2","2","vo_minigame_1005","0","0","0","0","1050002"
"1","5","1.419","0","3","1","0","0","0","183","0","1050003"
"0","5","0","0","4","4","0","0","1","0","1.662","1050004"
"2","5","1.614","0","5","1","0","0","0","265","0","1050005"
"0","5","0","0","6","4","0","0","1","0","2.394","1050006"
"0","5","0","vo_minigame_1005_nikki05_001","7","2","vo_minigame_1005","0","0","0","0","1050007"
"3","5","2.658","0","8","1","0","0","0","394","0","1050008"
"0","5","0","0","9","4","0","0","1","0","3.202","1050009"
"0","5","0","vo_minigame_1005_nikki05_002","10","2","vo_minigame_1005","0","0","0","0","1050010"
"4","5","1.745","0","11","1","0","0","0","298","0","1050011"
"0","5","0","0","12","4","0","0","1","0","2.545","1050012"
"0","5","0","vo_minigame_1005_nikki05_003","13","2","vo_minigame_1005","0","0","0","0","1050013"
"5","5","0.964","0","14","1","0","0","0","84","0","1050014"
"0","5","0","0","15","4","0","0","1","0","1.34","1050015"
"5","5","1.919","0","16","1","0","84","0","394","0","1050016"
"0","5","0","0","17","4","0","0","1","0","2.719","1050017"
"0","5","0","vo_minigame_1005_nikki05_004","18","2","vo_minigame_1005","0","0","0","0","1050018"
"6","5","0.434","0","19","1","0","0","0","103","0","1050019"
"0","5","0","0","20","4","0","0","1","0","0.903","1050020"
"6","5","0.8","0","21","1","0","103","0","250","0","1050021"
"0","5","0","0","22","4","0","0","1","0","0.8","1050022"
"7","5","0.262","0","23","1","0","0","0","25","0","1050023"
"0","5","0","0","24","4","0","0","1","0","0.968","1050024"
"7","5","2.473","0","25","1","0","25","0","309","0","1050025"
"0","5","0","0","26","4","0","0","1","0","3.315","1050026"
"0","5","0","vo_minigame_1005_nikki05_005","27","2","vo_minigame_1005","0","0","0","0","1050027"
"8","5","0.509","0","28","1","0","0","0","28","0","1050028"
"0","5","0","0","29","4","0","0","1","0","0.988","1050029"
"8","5","1.775","0","30","1","0","28","0","364","0","1050030"
"0","5","0","0","31","4","0","0","1","0","2.507","1050031"
"0","5","0","vo_minigame_1005_nikki05_006","32","2","vo_minigame_1005","0","0","0","0","1050032"
"9","5","1.139","0","33","1","0","0","0","201","0","1050033"
"0","5","0","0","34","4","0","0","1","0","2.066","1050034"
"0","5","0","vo_minigame_1005_nikki05_007","35","2","vo_minigame_1005","0","0","0","0","1050035"
"10","5","0.665","0","36","1","0","0","0","60","0","1050036"
"0","5","0","0","37","4","0","0","1","0","1.144","1050037"
"10","5","1.389","0","38","1","0","60","0","282","0","1050038"
"0","5","0","0","39","4","0","0","1","0","1.789","1050039"
"10","5","0.823","0","40","1","0","282","0","376","0","1050040"
"0","5","0","0","41","4","0","0","1","0","2.023","1050041"
