e92a69c0c42d5d966eec8d2089449285ec62af2f930fff6f14b0b7e3f24d3df2,d5491bea43dc3c9c9ba21a03a02522ef4e3cc1d09ebf56c17257a4bdc71d5b18,72dae6caca0b290806e0ed48b92bcaf0cc2f2b1d4e8d5b19f8a4b71a865e92b0,1264edab606585c11d1f798412f6484277b286072bc2cd2522b0863a6fadf711,6d22011eb63e4b174ab1a692e9250f47fff0d2936fd61adb24b43ee32d65dda5,e22327a30ec533a725a45a326775e54e052381cf93defd3209f17bfebc7011e4,e8bc51416cd9e0d174aedc5f0b3b7bb8f5f7ed92fc727910775b97f49f2ba05d,a994abbb39eeef001dcb7612fb6f201d5b09e436e0a04e4a537b9ddf3ac05c82,1f6c471e86ba6b20167070bc264210b8f5e73f46e7a02d5583c917bdd58d3666,f83976771bf5b605bc6a142377ba24269c1c4dd453ec1ba7acc45b06840a71c4,477c6e1632f84c121cba447b8c227f326e15baa7f996928b971ad3e65bde6027,b5d0f3c6415638b868e96a8036dd44a55904c84df911968eea90ba9aad5cf9ce,172d751da7afe2fe51ec8b8fbb54ed51139cfd3f4e82d91510fad865bd649af5,bc75ef05c8c4b99468a152ca37496c7f652605d0e75521264b7075c414a5fbc3,300ef55de3d0b15eb4ae095a4ab08906f1f0d7709ae390de6b67f36b2807f794,0fa64e1aaa6c2317357a87b2c24a6f443550791dde4f9f9d63d78cc3265d3d35,4077bc916191f81d8210d588d4298564be9b28b541b8277a752051eb35f68817,b4939b11d07849ee8d90f3658944738e7ff3c1cfe59b51604983abd1abe6d146,6e069dd5df04ddaed06412243f816a7a0e9df768d67aeaa1edea2a24e03d4dad,5e802ec002767b1b4cec80edd969b05c458262af63216c62af6b2b2bdf1557b7,a85b6ef27d9ec8e40a6640de4c498e16274f855418c34fbe558a313ffb43de72,4784bddbe1de9ec734767a4a7bbb4fcba88d0d36d8f1e11106ae2d1f3574b11c
"101042","5","1.35","1","1003","5","0","1.8","450","-55","0","0","-30","210","150","1","1","-50","1.1","10030105","101042","bgm_M55"
"101161","1","0.7","1","1004","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10040101","101161","bgm_M64"
"101161","2","1","1","1004","2","0","1.2","-260","-120","10","0","-30","200","0","1","1","0","0.75","10040102","101161","bgm_M64"
"101161","3","1","1","1004","3","-15","1.4","-20","55","0","-10","-30","200","100","1","1","-30","0.9","10040103","101161","bgm_M64"
"101161","4","1","1","1004","4","0","1.3","180","-30","0","0","-30","200","0","1","1","-30","0.9","10040104","101161","bgm_M64"
"101162","5","0.9","1","1004","5","-40","1.2","470","-60","0","-30","-30","250","200","1","1","-50","0.9","10040105","101162","bgm_M55"
"101161","1","0.7","1","1005","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10050101","101171","bgm_M64"
"101161","2","1","1","1005","2","0","1.2","-260","-120","10","0","-30","200","0","1","1","0","0.75","10050102","101171","bgm_M64"
"101161","3","1","1","1005","3","-15","1.4","-20","45","0","-10","-30","200","100","1","1","-30","0.9","10050103","101171","bgm_M64"
"101161","4","1","1","1005","4","0","1","190","-70","0","0","-30","200","0","1","1","0","0.7","10050104","101171","bgm_M64"
"101162","5","1","1","1005","5","-40","1.3","445","-25","0","0","-30","240","200","1","1","-30","1","10050105","101172","bgm_M55"
"101161","1","0.7","1","1006","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10060101","101191","bgm_M64"
"101161","2","1","1","1006","2","0","1.2","-260","-100","10","0","-30","200","0","1","1","0","0.75","10060102","101191","bgm_M64"
"101161","3","1","1","1006","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10060103","101191","bgm_M64"
"101161","4","1","1","1006","4","0","1.2","190","-110","0","0","-30","200","0","1","1","0","0.8","10060104","101191","bgm_M64"
"101162","5","1","1","1006","5","0","1.15","485","-70","-10","-45","-30","280","270","1","1","-50","0.9","10060105","101192","bgm_M55"
"101161","1","0.7","1","1007","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10070101","101201","bgm_M64"
"101161","2","1","1","1007","2","0","1.2","-260","-120","10","0","-30","240","120","1","1","0","0.9","10070102","101201","bgm_M64"
"101161","3","1","1","1007","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10070103","101201","bgm_M64"
"101161","4","1","1","1007","4","0","1.2","190","-110","0","0","-30","200","100","1","1","0","0.9","10070104","101201","bgm_M64"
"101162","5","1","1","1007","5","-20","1.45","475","-30","10","-45","-30","250","270","1","1","-50","1","10070105","101202","bgm_M55"
"101161","1","0.7","1","1008","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10080101","101291","bgm_M64"
"101161","2","1","1","1008","2","0","1.2","-260","-120","10","0","-30","240","120","1","1","0","0.9","10080102","101291","bgm_M64"
"101161","3","1","1","1008","3","-15","1.1","-40","65","0","-10","-30","200","100","1","1","0","0.8","10080103","101291","bgm_M64"
"101161","4","1.3","1","1008","4","0","1.3","150","-110","0","0","-30","200","100","1","1","0","0.9","10080104","101291","bgm_M64"
"101162","5","1.3","1","1008","5","-20","1.45","490","-15","30","30","-30","230","45","1","1","15","1.1","10080105","101292","bgm_M55"
"101161","1","0.7","1","1009","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10090101","101301","bgm_M64"
"101161","2","1","1","1009","2","0","1.2","-260","-120","10","0","-30","200","120","1","1","0","0.75","10090102","101301","bgm_M64"
"101161","3","2.2","1","1009","3","-15","2.3","-50","100","0","-10","-30","200","100","1","1","0","1.55","10090103","101301","bgm_M64"
"101161","4","1.3","1","1009","4","0","1.3","180","-100","0","0","-30","200","100","1","1","15","1","10090104","101301","bgm_M64"
"101162","5","1.1","1","1009","5","-20","1.2","470","-55","10","-30","-30","270","200","1","1","-15","1","10090105","101302","bgm_M55"
"101161","1","0.9","1","1010","1","0","1","-450","-130","10","-30","-30","210","170","1","1","-25","0.575","10100101","101441","bgm_M64"
"101161","2","1","1","1010","2","0","1.2","-250","-120","10","0","-30","200","120","1","1","0","0.75","10100102","101441","bgm_M64"
"101161","3","1","1","1010","3","-15","1.1","-10","50","0","-10","-30","200","100","1","1","0","0.8","10100103","101441","bgm_M64"
"101161","4","1","1","1010","4","0","1.3","180","-100","0","0","-30","200","0","1","1","-30","0.9","10100104","101441","bgm_M64"
"101162","5","1.1","1","1010","5","-20","1.2","470","-70","10","-30","-30","270","200","1","1","-35","0.95","10100105","101442","bgm_M55"
"101451","1","0.9","1","1011","1","0","1","-450","-130","10","-30","-30","210","170","1","1","-25","0.575","10110101","101451","bgm_M64"
"101451","2","1","1","1011","2","0","1.2","-250","-120","10","0","-30","200","120","1","1","0","0.75","10110102","101451","bgm_M64"
"101451","3","1","1","1011","3","-15","1.4","-20","50","0","-10","-30","200","100","1","1","-30","0.9","10110103","101451","bgm_M64"
"101451","4","0.8","1","1011","4","0","0.9","200","-100","0","0","-30","220","100","1","1","20","0.65","10110104","101451","bgm_M64"
"101452","5","1.4","1","1011","5","0","1.55","510","-70","0","-50","-30","290","200","1","1","-35","1.25","10110105","101452","bgm_M55"
"101451","1","0.9","1","1012","1","0","1","-450","-130","10","-30","-30","210","170","1","1","-25","0.575","10120101","101561","bgm_M64"
"101451","2","1","1","1012","2","0","1.2","-240","-120","0","0","-30","240","120","1","1","0","0.9","10120102","101561","bgm_M64"
"101451","3","0.8","1","1012","3","-5","0.9","-30","60","5","-10","-30","200","100","1","1","0","0.6","10120103","101561","bgm_M64"
"101451","4","1.2","1","1012","4","0","1.5","180","-100","0","0","-30","200","100","1","1","-30","0.9","10120104","101561","bgm_M64"
"101452","5","1.35","1","1012","5","0","1.55","460","-70","0","-50","-30","290","400","1","1","-60","1.25","10120105","101562","bgm_M55"
"101001","1","0.7","1","1013","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10130101","101001","bgm_M64"
"101001","2","1","1","1013","2","0","1.2","-260","-120","10","0","-30","200","0","1","1","0","0.75","10130102","101001","bgm_M64"
"101001","3","1","1","1013","3","-13","1.1","-40","0","0","-10","-30","200","100","1","1","0","0.7","10130103","101001","bgm_M64"
"101001","4","1","1","1013","4","0","1.2","240","-50","0","0","-30","200","0","1","1","0","0.7","10130104","101001","bgm_M64"
"101011","5","1","1","1013","5","0","1.3","480","-40","0","0","-30","250","200","1","1","0","1.2","10130105","101011","bgm_M55"
"101041","1","0.9","1","1014","1","0","1","-450","-130","10","-30","-30","210","170","1","1","-25","0.575","10140101","101041","bgm_M64"
"101041","2","1","1","1014","2","0","1.2","-250","-120","10","0","-30","200","120","1","1","0","0.75","10140102","101041","bgm_M64"
"101041","3","2.2","1","1014","3","-15","2.3","-50","100","0","-10","-30","200","100","1","1","0","1.55","10140103","101041","bgm_M64"
"101041","4","1","1","1014","4","0","1","190","-70","0","0","-30","200","0","1","1","0","0.7","10140104","101041","bgm_M64"
"101042","5","1.6","1","1014","5","0","1.8","440","0","0","0","-30","250","200","1","1","0","1.4","10140105","101042","bgm_M55"
"101161","1","0.7","1","1015","1","0","0.8","-470","-125","10","-30","-30","210","250","1","1","0","0.6","10150101","101041","bgm_M64"
"101161","2","1","1","1015","2","0","1.2","-210","-95","10","0","-30","200","120","1","1","0","0.75","10150102","101041","bgm_M64"
"101161","3","1","1","1015","3","-15","1.4","50","-120","0","-10","-30","200","100","1","1","-30","0.9","10150103","101041","bgm_M64"
"101162","4","1","1","1015","4","0","1","195","35","0","0","-30","200","150","1","1","43","0.7","10150104","101041","bgm_M64"
"101161","5","1.35","1","1015","5","0","1.8","450","-55","0","0","-30","210","150","1","1","-50","1.1","10150105","101042","bgm_M55"
"101451","1","0.85","1","1016","1","0","0.8","-480","-120","10","0","-30","210","250","1","1","0","0.6","10160101","101161","bgm_M64"
"101451","2","1.1","1","1016","2","0","1.2","-260","-100","10","0","-30","200","0","1","1","0","0.75","10160102","101161","bgm_M64"
"101451","3","1","1","1016","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10160103","101161","bgm_M64"
"101451","4","0.85","1","1016","4","0","1","190","-110","0","0","-30","200","0","1","1","0","0.8","10160104","101161","bgm_M64"
"101452","5","1","1","1016","5","0","1.15","485","-70","-10","-45","-30","280","270","1","1","-50","0.9","10160105","101162","bgm_M55"
"101171","1","0.7","1","1017","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10170101","101171","bgm_M64"
"101171","2","0.7","1","1017","2","0","1","-260","-120","10","0","-30","240","0","1","1","0","0.6","10170102","101171","bgm_M64"
"101171","3","1","1","1017","3","-15","1.4","-10","65","0","-10","-30","200","0","1","1","-30","0.9","10170103","101171","bgm_M64"
"101171","4","1","1","1017","4","0","1.3","190","-110","0","0","-30","200","100","1","1","-30","0.9","10170104","101171","bgm_M64"
"101172","5","1","1","1017","5","-20","1.45","475","-30","10","0","-30","250","270","1","1","-50","1","10170105","101172","bgm_M55"
"101171","1","0.7","1","1018","1","0","0.8","-480","-120","10","-30","-30","210","100","1","1","0","0.6","10180101","101191","bgm_M64"
"101171","2","1","1","1018","2","0","1.2","-260","-100","10","0","-30","200","100","1","1","0","0.75","10180102","101191","bgm_M64"
"101171","3","0.8","1","1018","3","-5","0.9","-10","65","5","-10","-30","200","100","1","1","0","0.6","10180103","101191","bgm_M64"
"101171","4","1","1","1018","4","-30","1.2","190","-110","0","0","-30","200","100","1","1","0","0.9","10180104","101191","bgm_M64"
"101172","5","1","1","1018","5","0","1.3","485","-70","-10","-45","-30","280","100","1","1","-50","1.1","10180105","101192","bgm_M55"
"101161","1","0.85","1","1019","1","0","0.8","-480","-120","10","0","-30","210","100","1","1","0","0.6","10190101","101201","bgm_M64"
"101161","2","1.1","1","1019","2","0","1.2","-260","-120","10","0","-30","240","100","1","1","0","0.75","10190102","101201","bgm_M64"
"101161","3","1","1","1019","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10190103","101201","bgm_M64"
"101161","4","1","1","1019","4","0","1","190","-110","0","0","-30","200","100","1","1","43","0.7","10190104","101201","bgm_M64"
"101162","5","1","1","1019","5","-20","1.45","475","-30","10","-45","-30","250","100","1","1","-50","1","10190105","101202","bgm_M55"
"101161","1","0.85","1","1020","1","0","0.8","-480","-120","10","0","-30","210","100","1","1","0","0.6","10200101","101291","bgm_M64"
"101161","2","1.1","1","1020","2","0","1.2","-260","-120","10","0","-30","240","100","1","1","0","0.75","10200102","101291","bgm_M64"
"101161","3","1","1","1020","3","-15","1.1","-40","65","0","-10","-30","200","100","1","1","0","0.8","10200103","101291","bgm_M64"
"101161","4","1","1","1020","4","0","1.5","150","-110","0","0","-30","200","100","1","1","-30","0.8","10200104","101291","bgm_M64"
"101162","5","1","1","1020","5","-20","1.45","490","-15","30","30","-30","230","100","1","1","15","1.1","10200105","101292","bgm_M55"
"101161","1","0.7","1","1021","1","0","0.8","-480","-120","10","-30","-30","210","100","1","1","0","0.58","10210101","101301","bgm_M64"
"101161","2","1","1","1021","2","0","1.2","-260","-120","10","0","-30","200","100","1","1","0","0.9","10210102","101301","bgm_M64"
"101161","3","1","1","1021","3","0","1.4","-50","100","-10","-10","-30","200","100","1","1","-30","0.93","10210103","101301","bgm_M64"
"101161","4","1.3","1","1021","4","0","1.3","180","-100","0","0","-30","200","100","1","1","15","0.9","10210104","101301","bgm_M64"
"101162","5","1.1","1","1021","5","-20","1.2","470","-55","10","-30","-30","270","100","1","1","-15","1","10210105","101302","bgm_M55"
"101161","1","0.85","1","1022","1","0","0.8","-450","-130","10","0","-30","210","100","1","1","0","0.575","10220101","101441","bgm_M64"
"101161","2","1.1","1","1022","2","0","1.2","-250","-120","10","0","-30","200","100","1","1","0","0.75","10220102","101441","bgm_M64"
"101161","3","1.1","1","1022","3","-15","1.2","-10","50","0","-10","-30","200","100","1","1","0","0.8","10220103","101441","bgm_M64"
"101161","4","1.3","1","1022","4","0","1.3","180","-100","0","0","-30","200","100","1","1","15","0.9","10220104","101441","bgm_M64"
"101162","5","1.1","1","1022","5","-20","1.2","470","-70","10","-30","-30","230","100","1","1","-35","0.95","10220105","101442","bgm_M55"
"101451","1","0.7","1","1023","1","0","0.8","-450","-130","10","-30","-30","210","100","1","1","0","0.58","10230101","101451","bgm_M64"
"101451","2","1","1","1023","2","0","1.2","-250","-120","10","0","-30","200","100","1","1","0","0.9","10230102","101451","bgm_M64"
"101451","3","1","1","1023","3","-15","1.4","-20","50","0","-10","-30","200","100","1","1","-30","0.9","10230103","101451","bgm_M64"
"101451","4","0.85","1","1023","4","0","1","200","-100","0","0","-30","200","100","1","1","0","0.8","10230104","101451","bgm_M64"
"101452","5","1.4","1","1023","5","0","1.55","510","-70","0","-50","-30","290","100","1","1","-35","1.25","10230105","101452","bgm_M55"
"101451","1","0.7","1","1024","1","0","0.8","-450","-130","10","-30","-30","210","100","1","1","0","0.58","10240101","101561","bgm_M64"
"101451","2","1.1","1","1024","2","0","1.2","-240","-120","0","0","-30","240","100","1","1","0","0.75","10240102","101561","bgm_M64"
"101451","3","1","1","1024","3","-5","1.1","-30","60","5","-10","-30","200","100","1","1","0","0.65","10240103","101561","bgm_M64"
"101451","4","1","1","1024","4","0","1.2","180","-100","0","0","-30","200","100","1","1","0","0.7","10240104","101561","bgm_M64"
"101452","5","1.35","1","1024","5","0","1.55","460","-70","0","-50","-30","290","400","1","1","-60","1.25","10240105","101562","bgm_M55"
"101451","1","0.7","1","1025","1","0","0.8","-480","-120","10","-30","-30","210","100","1","1","0","0.58","10250101","101001","bgm_M64"
"101451","2","1.1","1","1025","2","0","1.2","-260","-120","10","0","-30","200","100","1","1","0","0.75","10250102","101001","bgm_M64"
"101451","3","0.8","1","1025","3","-13","0.9","-40","0","0","-10","-30","200","100","1","1","0","0.6","10250103","101001","bgm_M64"
"101451","4","1","1","1025","4","0","1.5","240","-50","0","0","-30","200","100","1","1","-30","0.8","10250104","101001","bgm_M64"
"101452","5","1","1","1025","5","0","1.3","480","-40","0","0","-30","250","100","1","1","0","1.2","10250105","101011","bgm_M55"
"101021","1","0.9","1","1026","1","0","1","-450","-130","10","-30","-30","210","170","1","1","-25","0.575","10260101","101021","bgm_M64"
"101021","2","1","1","1026","2","0","1.2","-250","-120","10","0","-30","200","120","1","1","0","0.75","10260102","101021","bgm_M64"
"101021","3","2.2","1","1026","3","-15","2.3","-50","100","0","-10","-30","200","100","1","1","0","1.55","10260103","101021","bgm_M64"
"101021","4","1","1","1026","4","0","1","190","-70","0","0","-30","200","150","1","1","43","0.7","10260104","101021","bgm_M64"
"101031","5","1.6","1","1026","5","0","1.8","440","0","0","0","-30","220","200","1","1","0","1.4","10260105","101031","bgm_M55"
"101161","1","0.7","1","1027","1","0","0.8","-470","-125","10","-30","-30","210","250","1","1","0","0.6","10270101","101041","bgm_M64"
"101161","2","1","1","1027","2","0","1.2","-210","-95","10","0","-30","200","120","1","1","0","0.75","10270102","101041","bgm_M64"
"101161","3","1","1","1027","3","-15","1.2","50","-120","10","-10","-30","200","100","1","1","-10","0.75","10270103","101041","bgm_M64"
"101162","4","1","1","1027","4","0","1.1","195","35","0","0","-30","200","100","1","1","20","0.7","10270104","101041","bgm_M64"
"101161","5","1.35","1.3","1027","5","0","1.8","450","-55","0","0","-30","210","150","1","1","-50","1.1","10270105","101042","bgm_M55"
"101161","1","0.85","1","1028","1","0","0.8","-480","-120","10","0","-30","210","250","1","1","0","0.6","10280101","101161","bgm_M64"
"101161","2","1.1","1","1028","2","0","1.2","-260","-100","10","0","-30","200","0","1","1","0","0.75","10280102","101161","bgm_M64"
"101161","3","1","1","1028","3","-5","1.1","-10","65","5","-10","-30","200","100","1","1","0","0.65","10280103","101161","bgm_M64"
"101161","4","1.3","1","1028","4","0","1.35","190","-110","0","0","-30","200","100","1","1","0","0.9","10280104","101161","bgm_M64"
"101162","5","1","1.3","1028","5","-40","1.15","485","-70","-10","-45","-30","280","270","1","1","-50","0.9","10280105","101162","bgm_M55"
"101171","1","0.7","1","1029","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10290101","101171","bgm_M64"
"101171","2","0.7","1","1029","2","0","1","-260","-120","10","0","-30","240","0","1","1","0","0.6","10290102","101171","bgm_M64"
"101171","3","1","1","1029","3","-15","1.4","-10","65","0","-10","-30","200","0","1","1","-30","0.9","10290103","101171","bgm_M64"
"101171","4","1","1","1029","4","0","1.3","190","-110","0","0","-30","200","100","1","1","-30","0.9","10290104","101171","bgm_M64"
"101172","5","1","1","1029","5","-20","1.45","475","-30","10","0","-30","250","270","1","1","-50","1","10290105","101172","bgm_M55"
"101171","1","0.7","1","1030","1","0","0.8","-480","-120","10","-30","-30","210","100","1","1","0","0.6","10300101","101191","bgm_M64"
"101171","2","1","1","1030","2","0","1.2","-260","-100","10","0","-30","200","100","1","1","0","0.8","10300102","101191","bgm_M64"
"101171","3","0.8","1","1030","3","-5","0.9","-10","65","5","-10","-30","200","100","1","1","0","0.6","10300103","101191","bgm_M64"
"101171","4","1","1","1030","4","0","1.2","190","-110","0","0","-30","200","100","1","1","0","0.9","10300104","101191","bgm_M64"
"101172","5","1","1","1030","5","0","1.3","485","-70","-10","-45","-30","280","200","1.2","1","-50","1.1","10300105","101192","bgm_M55"
"101161","1","0.85","1","1031","1","0","0.8","-480","-120","10","0","-30","210","100","1","1","0","0.6","10310101","101201","bgm_M64"
"101161","2","1.1","1","1031","2","0","1.2","-260","-120","10","0","-30","240","100","1","1","0","0.75","10310102","101201","bgm_M64"
"101161","3","1","1","1031","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10310103","101201","bgm_M64"
"101161","4","1","1","1031","4","0","1","190","-110","0","0","-30","200","100","1","1","43","0.7","10310104","101201","bgm_M64"
"101162","5","1","1","1031","5","-20","1.45","475","-30","10","-45","-30","250","100","1","1","-50","1","10310105","101202","bgm_M55"
"101291","1","0.85","1","1032","1","0","0.8","-480","-120","10","0","-30","210","100","1","1","0","0.6","10320101","101291","bgm_M64"
"101291","2","1.1","1","1032","2","0","1.2","-260","-120","10","0","-30","240","100","1","1","0","0.75","10320102","101291","bgm_M64"
"101291","3","1","1","1032","3","-15","1.3","-40","65","0","-10","-30","200","100","1","1","0","0.9","10320103","101291","bgm_M64"
"101291","4","1","1","1032","4","0","1.3","150","-110","0","0","-30","200","100","1","1","-30","0.8","10320104","101291","bgm_M64"
"101292","5","1","1","1032","5","-20","1.45","490","-15","30","30","-30","230","100","1","1","15","1.1","10320105","101292","bgm_M55"
"101301","1","0.7","1","1033","1","0","0.8","-480","-120","10","-30","-30","210","100","1","1","0","0.58","10330101","101301","bgm_M64"
"101301","2","1","1","1033","2","0","1.2","-260","-120","10","0","-30","200","100","1","1","0","0.9","10330102","101301","bgm_M64"
"101301","3","1","1","1033","3","0","1.4","-50","100","-10","-10","-30","200","200","1","1","-30","0.93","10330103","101301","bgm_M64"
"101301","4","1","1","1033","4","0","1.3","100","-100","0","0","-30","200","100","1","1","15","0.9","10330104","101301","bgm_M64"
"101302","5","1.1","1","1033","5","-20","1.2","470","-55","10","-30","-30","270","100","1","1","-15","1","10330105","101302","bgm_M55"
"101161","1","0.85","1","1034","1","0","0.8","-450","-130","10","0","-30","210","100","1","1","0","0.575","10340101","101441","bgm_M64"
"101161","2","0.7","1","1034","2","0","1","-250","-120","10","0","-30","200","200","1","1","0","0.75","10340102","101441","bgm_M64"
"101161","3","1.1","1","1034","3","-15","1.2","-10","50","0","-10","-30","200","100","1","1","0","0.8","10340103","101441","bgm_M64"
"101161","4","1","1","1034","4","0","1","180","-100","0","0","-30","200","150","1","1","43","0.9","10340104","101441","bgm_M64"
"101162","5","1.1","1","1034","5","-20","1.2","470","-70","10","-30","-30","230","100","1","1","-35","0.95","10340105","101442","bgm_M55"
"101451","1","0.7","1","1035","1","0","0.8","-450","-130","10","-30","-30","210","100","1","1","0","0.58","10350101","101451","bgm_M64"
"101451","2","1","1","1035","2","0","1.2","-250","-120","10","0","-30","200","100","1","1","0","0.9","10350102","101451","bgm_M64"
"101451","3","1","1","1035","3","-15","1.4","-20","50","0","-10","-30","200","100","1","1","-30","0.9","10350103","101451","bgm_M64"
"101451","4","0.85","1","1035","4","0","1","200","-100","0","0","-30","200","100","1","1","0","0.8","10350104","101451","bgm_M64"
"101452","5","1.4","1","1035","5","0","1.55","510","-70","0","-50","-30","290","100","1.2","1","-35","1.25","10350105","101452","bgm_M55"
"101451","1","0.7","1","1036","1","0","0.8","-450","-130","10","-30","-30","210","100","1","1","0","0.58","10360101","101561","bgm_M64"
"101451","2","1.1","1","1036","2","0","1.2","-240","-120","0","0","-30","240","100","1","1","0","0.75","10360102","101561","bgm_M64"
"101451","3","1","1","1036","3","-5","1.1","-30","60","5","-10","-30","200","100","1","1","0","0.65","10360103","101561","bgm_M64"
"101451","4","1","1","1036","4","0","1.2","180","-100","0","0","-30","200","100","1","1","0","1.1","10360104","101561","bgm_M64"
"101452","5","1.35","1","1036","5","0","1.55","460","-70","0","-50","-30","290","400","1.4","1","-60","1.25","10360105","101562","bgm_M55"
"101451","1","0.7","1","1037","1","0","0.8","-480","-120","10","-30","-30","210","100","1","1","0","0.58","10370101","101001","bgm_M64"
"101451","2","1.1","1","1037","2","0","1.2","-260","-120","10","0","-30","200","100","1","1","0","0.75","10370102","101001","bgm_M64"
"101451","3","0.55","1","1037","3","-13","0.9","-40","0","0","-60","-30","200","150","1.4","1","-50","0.6","10370103","101001","bgm_M64"
"101451","4","1","1","1037","4","0","1.3","240","-50","0","0","-30","200","100","1","1","-30","0.8","10370104","101001","bgm_M64"
"101452","5","1","1","1037","5","0","1.3","480","-40","0","0","-30","250","100","1.2","1","0","1.2","10370105","101011","bgm_M55"
"101021","1","0.9","1","1038","1","0","1","-450","-110","10","-30","-30","210","170","1","1","-25","0.575","10380101","101021","bgm_M64"
"101021","2","1","1","1038","2","0","1.2","-250","-120","10","0","-30","200","120","1","1","0","0.75","10380102","101021","bgm_M64"
"101021","3","1.1","1","1038","3","-15","1.2","-50","100","0","-10","-30","200","100","1","1","0","0.8","10380103","101021","bgm_M64"
