8aa8f1634f4406b3451ac5d8b445e19e74a1680d3391768850164f253fd2ef77,0e73793b7b82a4d7e3a5fae746978a9dd52c0589bf43914fafc96ea98aaeb78f,cc5107b6d0b2b6bf9e7a6f835643821827b8e88ed0d896f0714c24a3a3150484,401958470766c60afb586fa2960e14b8694bf231a153614e40c9f32f7587a066,9e468983a2df531ecbbe3c35b7d5b01097e77bf94b7ad75e8f523b7903cedbdb,da586b5d5e27cf1f758f6d6538e6bee79a634cc5a0c2bfb5fc3f335271289bd6,96743ce59da7646c77e02642eb382f31238cce06c52d03a611c07887947f636d,ac0b0d82896e0b29c5ee39ee746e8ffb1608f1b6c1168a87dc51c84e7b8f10fb,119d276e649b070fcdf859ba551a1ea3afa56066daf9c7f8fb68e523ab05317b,f0aeef1f06df6458fee8156ac3d706a1152a5d34904801e76ec44dddd9496a92,59f5494e256b8dd3272b0451435945e2f93c19aba5859f2aa6e8b85974f36a2c
"","","35","","2001","100","","1","","120010015",""
"0","look_loop","3","","2001","1000001","0","look_in","1","120010016","0"
"","","93","","2001","1.3","","0","","120010017",""
"0","0","31","","2101","12","","998","1","121010001","0"
"0","0","31","","2101","14","","997","1","121010002","0"
"0","0","31","","2101","16","","996","1","121010003","0"
"","","32","","2101","31000001","","0","","121010004",""
"","","32","","2101","31000002","","0","","121010005",""
"0","1","121","","2101","0","","0","0","121010006","-1"
"","","35","","2101","1","","1","","121010007",""
"","","35","","2101","3","","1","","121010008",""
"0","","3","","2101","1000001","","pointing","","121010009","0"
"","","93","","2101","1","","0","","121010010",""
"0","1.47","121","","2101","505","","100","2","121010011","-1.47"
"0.2","","3","","2101","1000001","","run_talk1","","121010012","1"
"","1","2","","2101","1000001","","100","0","121010013","-240"
"","","23","","2101","se_travel","","se_travel_treasure_cha_run","","121010014","0"
"","","93","","2101","1","","0","","121010015",""
"0","0","31","","2201","11","","998","1","122010001","0"
"0","0","31","","2201","13","","997","1","122010002","0"
"0","0","31","","2201","15","","996","1","122010003","0"
"","","32","","2201","31000001","","0","","122010004",""
"","","32","","2201","31000002","","0","","122010005",""
"","","35","","2201","1","","1","","122010006",""
"","","35","","2201","3","","1","","122010007",""
"0","","3","","2201","1000001","","pointing","","122010008","0"
"","","93","","2201","1","","0","","122010009",""
"0","1.47","121","","2201","-505","","100","2","122010010","1.47"
"0.2","","3","","2201","1000001","","run_talk1","","122010011","1"
"","1","2","","2201","1000001","","100","0","122010012","-240"
"","","23","","2201","se_travel","","se_travel_treasure_cha_run","","122010013","0"
"","","93","","2201","1","","0","","122010014",""
"0","0","31","","3000","300000","","300000","1","130000001","345.4"
"","","91","","3000","0","","","","130000002",""
"0","1.05","123","","3000","1.05","","1.05","7.4","130000003","1.05"
"0.2","","3","","3000","1000001","","wait","","130000004","0"
"","","35","","3000","2","","1","","130000005",""
"","","93","","3000","4.9","","0","","130000006",""
"0","0.95","123","","3000","0.95","","0.95","0.4","130000007","0.95"
"","","32","","3000","300000","","1","","130000008",""
"","","93","","3000","0.1","","0","","130000009",""
"","","32","","3000","2","","0","","130000010",""
"","","93","","3000","0.1","","0","","130000011",""
"","","32","","3000","996","","1","","130000012",""
"0","","3","","3000","1000001","","joy_from_wait","","130000013","0"
"","","93","","3000","1.9","","0","","130000014",""
"0","","3","","3000","1000001","","glad_from_joy","","130000015","0"
"","","93","","3000","1.5","","0","","130000016",""
"0.2","","3","","3000","1000001","","run_gatein","","130000017","1"
"","","23","","3000","se_travel","","se_travel_treasure_cha_run","","130000018",""
"","1","2","","3000","1000001","","450","0","130000019","-195"
"","","93","","3000","0.5","","1","","130000020",""
"0.4","1","6","","3000","1000001","0","1","0","130000021","1"
"","","93","","3000","0.4","","0","","130000022",""
"","","113","","3000","1","","","","130000023",""
"0","0","31","","3001","300100","","300100","1","130010001","345.4"
"1","0","31","","3001","990001","","990001","1","130010002","345.4"
"","","91","","3001","0","","","","130010003",""
"0","1.05","123","","3001","1.05","","1.05","7.4","130010004","1.05"
"0.2","","3","","3001","1000001","","wait","","130010005","0"
"","","35","","3001","2","","1","","130010006",""
"","","93","","3001","5.4","","0","","130010007",""
"0","0.95","123","","3001","0.95","","0.95","0.4","130010008","0.95"
"0.2","","3","","3001","1000001","","glad","","130010009","0"
"","","32","","3001","300100","","1","","130010010",""
"","","32","","3001","996","","1","","130010011",""
"","","93","","3001","0.1","","0","","130010012",""
"","","32","","3001","2","","0","","130010013",""
"","","32","","3001","3","","0","","130010014",""
"","","93","","3001","1.5","","0","","130010015",""
"0.2","","3","","3001","1000001","","joy","","130010016","0"
"","","93","","3001","1.7","","0","","130010017",""
"0","","3","","3001","1000001","","run_gatein","","130010018","1"
"","1","2","","3001","1000001","","450","0","130010019","-195"
"","","93","","3001","0.5","","1","","130010020",""
"0.4","1","6","","3001","1000001","0","1","0","130010021","1"
"","","93","","3001","0.4","","0","","130010022",""
"","","113","","3001","1","","","","130010023",""
"0","0","31","","3002","300100","","300100","1","130020001","345.4"
"1","0","31","","3002","990002","","990002","1","130020002","345.4"
"","","91","","3002","0","","","","130020003",""
"0","1.05","123","","3002","1.05","","1.05","7.4","130020004","1.05"
"0.2","","3","","3002","1000001","","wait","","130020005","0"
"","","35","","3002","2","","1","","130020006",""
"","","93","","3002","5.4","","0","","130020007",""
"0","0.95","123","","3002","0.95","","0.95","0.4","130020008","0.95"
"0.2","","3","","3002","1000001","","glad","","130020009","0"
"","","32","","3002","300100","","1","","130020010",""
"","","32","","3002","996","","1","","130020011",""
"","","93","","3002","0.1","","0","","130020012",""
"","","32","","3002","2","","0","","130020013",""
"","","32","","3002","3","","0","","130020014",""
"","","93","","3002","1.5","","0","","130020015",""
"0.2","","3","","3002","1000001","","joy","","130020016","0"
"","","93","","3002","1.7","","0","","130020017",""
"0","","3","","3002","1000001","","run_gatein","","130020018","1"
"","1","2","","3002","1000001","","450","0","130020019","-195"
"","","93","","3002","0.5","","1","","130020020",""
"0.4","1","6","","3002","1000001","0","1","0","130020021","1"
"","","93","","3002","0.4","","0","","130020022",""
"","","113","","3002","1","","","","130020023",""
"0","0","31","","3011","6","","6","1","130110001","345.4"
"0","0","31","","3011","8","","8","1","130110002","345.4"
"0","0","31","","3011","301100","","301100","1","130110003","345.4"
"","","91","","3011","0","","","","130110004",""
"0","1.05","123","","3011","1.05","","1.05","7.4","130110005","1.05"
"0.2","","3","","3011","1000001","","wait","","130110006","0"
"","","35","","3011","2","","1","","130110007",""
"","","93","","3011","4.9","","0","","130110008",""
"0","0.95","123","","3011","0.95","","0.95","0.3","130110009","0.95"
"","","23","","3011","se_travel","","se_travel_treasure_ghost_success","","130110010","0"
"","","32","","3011","8","","1","","130110011",""
"","","35","","3011","8","","0","","130110012",""
"","","32","","3011","6","","1","","130110013",""
"","","93","","3011","0.1","","0","","130110014",""
"","","32","","3011","2","","0","","130110015",""
"","","32","","3011","3","","0","","130110016",""
"","","3","","3011","1000001","","dotEyes","","130110017","0"
"","","93","","3011","0.87","","0","","130110018",""
"0.2","","3","","3011","1000001","","glad","","130110019","0"
"","","32","","3011","301100","","1","","130110020",""
"","","35","","3011","8","","1","","130110021",""
"","","93","","3011","0.6","","0","","130110022",""
"","","32","","3011","996","","1","","130110023",""
"","","93","","3011","0.5","","0","","130110024",""
"","","3","","3011","1000001","","joy","","130110025","0"
"","","93","","3011","1.67","","0","","130110026",""
"0","","3","","3011","1000001","","run_gatein","","130110027","1"
"","1","2","","3011","1000001","","450","0","130110028","-195"
"","","93","","3011","0.5","","1","","130110029",""
"0.4","1","6","","3011","1000001","0","1","0","130110030","1"
"","","93","","3011","0.4","","0","","130110031",""
"","","113","","3011","1","","","","130110032",""
"0.2","","3","","3012","1000001","","idle","","130120001","1"
"0","0","31","","3012","301200","","13","1","130120002","0"
"0","0","31","","3012","101","","14","1","130120003","0"
"0","-150","31","","3012","301204","","16","1","130120004","260"
"0","0","31","","3012","301205","","17","1","130120005","0"
"0","0","31","","3012","6","","18","1","130120006","345.4"
"0","0","31","","3012","301201","","20","1","130120007","345.4"
"0","0","31","","3012","301202","","21","1","130120008","345.4"
"1","9340","5","round_monster_walk","3012","1","0","3","-234","130120009","55"
"","","91","","3012","0","","","","130120010",""
"0","1","6","","3012","3","0","1","0","130120011","1"
"0","0","2","","3012","3","0","345","0","130120012","-234"
"0","1.05","123","","3012","1.05","0","1.05","7.4","130120013","1.05"
"0.2","","3","","3012","1000001","","wait","","130120014","0"
"","","35","","3012","2","","1","","130120015",""
"0","0","31","","3012","301203","","15","1","130120016","0"
"0.89","9340","1","<weapon>_run","3012","2","0","1000002","-250","130120017","57"
"","","93","","3012","4.3","","0","","130120018",""
"0","0.95","123","","3012","0.95","","0.95","0.4","130120019","0.95"
"","","32","","3012","21","","1","","130120020",""
"","","35","","3012","21","","0","","130120021",""
"","","23","","3012","se_travel","","se_travel_treasure_success_monster_helper_1","","130120022",""
"","","32","","3012","18","","1","","130120023",""
"","","93","","3012","0.1","","0","","130120024",""
"","","32","","3012","2","","0","","130120025",""
"0.3","1","6","","3012","3","0","1","1","130120026","1"
"","","32","","3012","13","","1","","130120027",""
"","","3","","3012","3","","round_monster_appear","","130120028","0"
"","","3","","3012","1000001","","back","","130120029","0"
"","","93","","3012","0.67","","0","","130120030",""
"0.2","","3","","3012","3","","round_monster_walk","","130120031","0"
"","1.4","2","","3012","3","","220","0","130120032","-234"
"","","32","","3012","20","","1","","130120033",""
"","","93","","3012","0.1","","0","","130120034",""
"","","32","","3012","18","","0","","130120035",""
"","","93","","3012","0.5","","0","","130120036",""
"","","4","","3012","1000002","","1","","130120037",""
"","0","2","","3012","1000002","","1445","0","130120038","-240"
"","","93","","3012","0.5","","0","","130120039",""
"0.3","","3","","3012","3","","round_monster_attack","","130120040","0"
"","","93","","3012","0.5","","0","","130120041",""
"","","32","","3012","17","","1","","130120042",""
"0.1","","3","","3012","1000001","","back_loop","","130120043","0"
"","","93","","3012","0.5","","0","","130120044",""
"","0","2","","3012","1000002","","950","0","130120045","-240"
"","0.16","2","","3012","1000002","","650","0","130120046","-240"
"0.2","","3","","3012","1000002","","<weapon>_run","","130120047","0"
"","","93","","3012","0.16","","0","","130120048",""
"0.2","","3","","3012","1000002","","<weapon>_attack_skipQuest","","130120049","0"
"","","93","","3012","0.1","","0","","130120050",""
"","0","2","","3012","3","","280","0","130120051","-234"
"","","4","","3012","3","","1","","130120052",""
"0.2","","3","","3012","3","","round_monster_die","","130120053","0"
"","","32","","3012","16","","1","","130120054",""
"","","93","","3012","0.5","","0","","130120055",""
"","0","2","","3012","1000001","","20","0","130120056","-240"
"0","","3","","3012","1000001","","back_origin","","130120057","0"
"0.2","","3","","3012","1000001","","surprise","","130120058","0"
"0.2","","3","","3012","1000002","","<weapon>_idle","","130120059","1"
"","","93","","3012","0.66","","0","","130120060",""
"","","32","","3012","15","","1","","130120061",""
"","","32","","3012","996","","1","","130120062",""
"0.6","1","6","","3012","3","","1","0","130120063","1"
"0.2","","3","","3012","1000001","","joy_short","","130120064","0"
"","","32","","3012","18","","1","","130120065",""
"","","93","","3012","0.02","","0","","130120066",""
"","","32","","3012","20","","0","","130120067",""
"","","32","","3012","21","","0","","130120068",""
"","","93","","3012","1.5","","0","","130120069",""
"0.2","","3","","3012","1000001","","smile","","130120070","0"
"0","","3","","3012","1000002","","<weapon>_run","","130120071","1"
"","","4","","3012","1000002","","0","","130120072",""
"","2","2","","3012","1000002","","1500","0","130120073","-250"
"","","93","","3012","1","","0","","130120074",""
"0.2","1","6","","3012","1000002","","1","0","130120075","1"
"0.2","","3","","3012","1000001","","run_gatein","","130120076","1"
"","1","2","","3012","1000001","","360","0","130120077","-200"
"","","93","","3012","0.5","","0","","130120078",""
"0.4","1","6","","3012","1000001","","1","0","130120079","1"
"","","93","","3012","0.4","","0","","130120080",""
"","","113","","3012","1","","0","","130120081",""
"0","0","31","","3013","301300","","301300","1","130130001","345.4"
"","","91","","3013","0","","","","130130002",""
"0.2","","3","","3013","1000001","","wait_gradeUp","","130130003","0"
"","","32","","3013","301300","","1","","130130004",""
"","","93","","3013","0.1","","0","","130130005",""
"","","32","","3013","2","","0","","130130006",""
"","","93","","3013","0.8","","0","","130130007",""
"0","1.05","123","","3013","1.05","","1.05","0","130130008","1.05"
"","","122","","3013","5","","5","","130130009","0.5"
"","","93","","3013","1.1","","0","","130130010",""
"0","1.05","123","","3013","1.05","","1.05","0","130130011","1.05"
"","","122","","3013","10","","10","","130130012","0.5"
"","","93","","3013","0.8","","0","","130130013",""
"0.2","","3","","3013","1000001","","glad","","130130014","0"
"","","93","","3013","0.1","","0","","130130015",""
"2","0.907","123","","3013","0.907","","0.907","2","130130016","0.907"
"","","93","","3013","0.3","","0","","130130017",""
"","","32","","3013","996","","1","","130130018",""
"","","93","","3013","0.5","","0","","130130019",""
"0.2","","3","","3013","1000001","","joy","","130130020","0"
"","","93","","3013","1.7","","0","","130130021",""
"0","","3","","3013","1000001","","run_gatein","","130130022","1"
"","1","2","","3013","1000001","","450","0","130130023","-195"
"","","93","","3013","0.5","","1","","130130024",""
"0.4","1","6","","3013","1000001","0","1","0","130130025","1"
"","","93","","3013","0.4","","0","","130130026",""
"","","113","","3013","1","","","","130130027",""
"0","0","31","","3014","301400","","301400","1","130140001","345.4"
"","","91","","3014","0","","","","130140002",""
"0","1.05","123","","3014","1.05","","1.05","7.4","130140003","1.05"
"0.2","","3","","3014","1000001","","wait","","130140004","0"
"","","32","","3014","301400","","1","","130140005",""
"","","93","","3014","0.1","","0","","130140006",""
"","","32","","3014","2","","0","","130140007",""
"","","93","","3014","3.4","","0","","130140008",""
"5","0.95","123","","3014","0.95","","0.95","3.2","130140009","0.95"
"","","93","","3014","1.6","","0","","130140010",""
"0.2","","3","","3014","1000001","","relief","","130140011","0"
"","","32","","3014","996","","1","","130140012",""
"","","93","","3014","1.7","","0","","130140013",""
"0","","3","","3014","1000001","","run_gatein","","130140014","1"
"","1","2","","3014","1000001","","450","0","130140015","-195"
"","","93","","3014","0.5","","1","","130140016",""
"0.4","1","6","","3014","1000001","0","1","0","130140017","1"
"","","93","","3014","0.4","","0","","130140018",""
"","","113","","3014","1","","","","130140019",""
"0","0","31","","3015","301501","","301501","1","130150001","345.4"
"1","0","31","","3015","301500","","301500","1","130150002","345.4"
"","","91","","3015","0","","","","130150003",""
"0","1.05","123","","3015","1.05","","1.05","7.4","130150004","1.05"
"0.2","","3","","3015","1000001","","wait_wakuwaku","","130150005","0"
"","","35","","3015","2","","1","","130150006",""
"","","93","","3015","5.4","","0","","130150007",""
"0","0.95","123","","3015","0.95","","0.95","0.4","130150008","0.95"
"0.2","","3","","3015","1000001","","glad","","130150009","0"
"","","32","","3015","301501","","1","","130150010",""
"","","32","","3015","996","","1","","130150011",""
"","","93","","3015","0.1","","0","","130150012",""
"","","32","","3015","2","","0","","130150013",""
"","","32","","3015","3","","0","","130150014",""
"","","93","","3015","1.5","","0","","130150015",""
"0.2","","3","","3015","1000001","","joy","","130150016","0"
"","","93","","3015","1.7","","0","","130150017",""
"0","","3","","3015","1000001","","run_gatein","","130150018","1"
"","1","2","","3015","1000001","","450","0","130150019","-195"
"","","93","","3015","0.5","","1","","130150020",""
"0.4","1","6","","3015","1000001","0","1","0","130150021","1"
"","","93","","3015","0.4","","0","","130150022",""
"","","113","","3015","1","","","","130150023",""
"0","0","31","","3016","6","","6","1","130160001","345.4"
"0","0","31","","3016","8","","8","1","130160002","345.4"
"0","-80","31","","3016","301600","","301600","1","130160003","345.4"
"0","0","31","","3016","301601","","301601","1","130160004","345.4"
"1","0","31","","3016","990002","","990002","1","130160005","345.4"
"","","91","","3016","0","","","","130160006",""
"0","1.05","123","","3016","1.05","","1.05","7.4","130160007","1.05"
"0.2","","3","","3016","1000001","","wait","","130160008","0"
"","","35","","3016","2","","1","","130160009",""
"","","93","","3016","5.4","","0","","130160010",""
"0","0.95","123","","3016","0.95","","0.95","0.4","130160011","0.95"
"","","32","","3016","8","","1","","130160012",""
"","","35","","3016","8","","0","","130160013",""
"","","32","","3016","301600","","1","","130160014",""
"","","32","","3016","6","","1","","130160015",""
"","","93","","3016","0.1","","0","","130160016",""
"","","32","","3016","2","","0","","130160017",""
"","","32","","3016","3","","0","","130160018",""
"0.1","","3","","3016","1000001","","glad","","130160019","0"
"","","23","","3016","se_travel","","se_travel_treasure_success_butterfly","","130160020","0"
"","","93","","3016","0.5","","0","","130160021",""
"","","35","","3016","8","","1","","130160022",""
"","","93","","3016","1.1","","0","","130160023",""
"","","32","","3016","301601","","1","","130160024",""
"","","32","","3016","996","","1","","130160025",""
"0.2","","3","","3016","1000001","","joy","","130160026","0"
"","","93","","3016","1.67","","0","","130160027",""
"0","","3","","3016","1000001","","run_gatein","","130160028","1"
"","","23","","3016","se_travel","","se_travel_treasure_cha_run","","130160029","0"
"","1","2","","3016","1000001","","450","0","130160030","-195"
"","","93","","3016","0.5","","1","","130160031",""
"0.4","1","6","","3016","1000001","0","1","0","130160032","1"
"","","93","","3016","0.4","","0","","130160033",""
"","","113","","3016","1","","","","130160034",""
"0","0","31","","3017","310000","","310000","1","130170001","345.4"
"0","0","31","","3017","310001","","310001","1","130170002","0"
"0","0","31","","3017","301700","","301700","1","130170003","345.4"
"0","-115","31","","3017","301701","","301701","1","130170004","740"
"0","0","31","","3017","301702","","301702","1","130170005","345.4"
"0","0","31","","3017","301703","","301703","1","130170006","345.4"
"0.44","610","5","empty","3017","5","0","15","-235","130170007","100"
"0.44","610","5","empty","3017","5","0","16","-235","130170008","55"
"","","91","","3017","0","","","","130170009",""
"0","1.05","123","","3017","1.05","","1.05","7.4","130170010","1.05"
"0.2","","3","","3017","1000001","","wait","","130170011","0"
"","","35","","3017","2","","1","","130170012",""
"","","93","","3017","5.4","","0","","130170013",""
"0","0.95","123","","3017","0.95","","0.95","0.3","130170014","0.95"
"","","32","","3017","310000","","1","","130170015",""
"","","32","","3017","310001","","1","","130170016",""
"","","93","","3017","0.2","","0","","130170017",""
"","","122","","3017","50","","50","","130170018","0.6"
"0.2","","3","","3017","1000001","","shock","","130170019","0"
"","","93","","3017","1.6","","0","","130170020",""
"","","32","","3017","301700","","1","","130170021",""
"","","93","","3017","1.2","","0","","130170022",""
"","","23","","3017","se_travel","","se_travel_treasure_croce_ui","","130170023","0"
"","","3","","3017","15","","punch","","130170024","0"
"","","3","","3017","16","","punch_B","","130170025","0"
"","","93","","3017","0.2","","0","","130170026",""
"11","1.05","123","","3017","1.05","","1.05","0.1","130170027","1.05"
"","","93","","3017","0.1","","0","","130170028",""
"0","0.95","123","","3017","0.95","","0.95","0.3","130170029","0.95"
"","","93","","3017","1","","0","","130170030",""
"","","23","","3017","se_travel","","se_travel_treasure_croce_door","","130170031","0"
"","","93","","3017","0.4","","0","","130170032",""
"","","32","","3017","301701","","1","","130170033",""
"","","93","","3017","0.9","","0","","130170034",""
"0","1.05","123","","3017","1.05","","1.05","0","130170035","1.05"
"","","122","","3017","75","","75","","130170036","0.6"
"","","32","","3017","301702","","1","","130170037",""
"","","93","","3017","0.4","","0","","130170038",""
"","","32","","3017","2","","0","","130170039",""
"","","32","","3017","310000","","0","","130170040",""
"","","93","","3017","0.4","","0","","130170041",""
"11","0.95","123","","3017","0.95","","0.95","2","130170042","0.95"
"","","93","","3017","0.2","","0","","130170043",""
"0.2","","3","","3017","1000001","","glad","","130170044","0"
"","","32","","3017","301703","","1","","130170045",""
"","","93","","3017","0.1","","0","","130170046",""
"","","32","","3017","996","","1","","130170047",""
"","","93","","3017","0.9","","0","","130170048",""
"0.2","","3","","3017","1000001","","joy","","130170049","0"
"","","93","","3017","1.7","","0","","130170050",""
"0","","3","","3017","1000001","","run_gatein","","130170051","1"
"","","23","","3017","se_travel","","se_travel_treasure_cha_run","","130170052",""
"","1","2","","3017","1000001","","450","0","130170053","-195"
"","","93","","3017","0.5","","1","","130170054",""
"0.4","1","6","","3017","1000001","0","1","0","130170055","1"
"","","93","","3017","0.4","","0","","130170056",""
"","","113","","3017","1","","","","130170057",""
"0","0","31","","3100","310000","","310000","1","131000001","345.4"
"0","0","31","","3100","310001","","310001","1","131000002","0"
"","","91","","3100","0","","","","131000003",""
"0","1.05","123","","3100","1.05","","1.05","7.4","131000004","1.05"
"0.2","","3","","3100","1000001","","wait","","131000005","0"
"","","35","","3100","2","","1","","131000006",""
"","","93","","3100","5.4","","0","","131000007",""
"0","0.95","123","","3100","0.95","","0.95","0.3","131000008","0.95"
"","","32","","3100","310000","","1","","131000009",""
"","","32","","3100","310001","","1","","131000010",""
"","","93","","3100","0.2","","0","","131000011",""
"","","122","","3100","50","","50","","131000012","0.6"
"0.2","","3","","3100","1000001","","shock","","131000013","0"
"","","93","","3100","1.6","","0","","131000014",""
"","","113","","3100","2","","","","131000015",""
"0","0","31","","3111","6","","6","1","131110001","345.4"
"0","0","31","","3111","7","","7","1","131110002","345.4"
"0","0","31","","3111","8","","8","1","131110003","345.4"
"1.3","8000","5","appear","3111","3","0","13","0","131110004","55"
"","","91","","3111","0","","","","131110005",""
"0","1","6","","3111","13","0","1","0","131110006","1"
"","0","2","","3111","13","","95","0","131110007","-250"
"0","1.05","123","","3111","1.05","","1.05","7.4","131110008","1.05"
"0.2","","3","","3111","1000001","","wait","","131110009","0"
"","","35","","3111","2","","1","","131110010",""
"","","93","","3111","4.9","","0","","131110011",""
"0","0.95","123","","3111","0.95","","0.95","0.3","131110012","0.95"
"","","23","","3111","se_travel","","se_travel_treasure_ghost_fail","","131110013","0"
"","","32","","3111","8","","1","","131110014",""
"","","35","","3111","8","","0","","131110015",""
"","","32","","3111","6","","1","","131110016",""
"","","93","","3111","0.1","","0","","131110017",""
"","","32","","3111","2","","0","","131110018",""
"","","32","","3111","3","","0","","131110019",""
"","","3","","3111","1000001","","dotEyes","","131110020","0"
"","","93","","3111","0.3","","0","","131110021",""
"","","3","","3111","13","","appear","","131110022","0"
"0","1","6","","3111","13","0","1","1","131110023","1"
"","","93","","3111","0.67","","0","","131110024",""
"","","3","","3111","1000001","","shock_jump","","131110025","0"
"","1","2","","3111","1000001","","70","0","131110026","-250"
"","","93","","3111","1.1","","0","","131110027",""
"","","3","","3111","1000001","","escape","","131110028","1"
"","1.2","2","","3111","1000001","","-350","0","131110029","-250"
"","","3","","3111","13","","march","","131110030","0"
"","","93","","3111","0.2","","0","","131110031",""
"","","32","","3111","7","","1","","131110032",""
"","","93","","3111","0.1","","0","","131110033",""
"","","32","","3111","6","","0","","131110034",""
"","","93","","3111","1.6","","0","","131110035",""
"","","113","","3111","2","","","","131110036",""
"0.2","","3","","3112","1000001","","idle","","131120001","1"
"0","0","31","","3112","301200","","13","1","131120002","0"
"0","0","31","","3112","101","","14","1","131120003","0"
"0","0","31","","3112","301205","","15","1","131120004","0"
"0","-170","31","","3112","301206","","16","1","131120005","130"
"0","0","31","","3112","6","","18","1","131120006","345.4"
"0","0","31","","3112","301201","","20","1","131120007","345.4"
"0","0","31","","3112","301202","","21","1","131120008","345.4"
"1","9340","5","round_monster_walk","3112","1","0","3","-234","131120009","55"
"","","91","","3112","0","","","","131120010",""
"0","1","6","","3112","3","0","1","0","131120011","1"
"0","0","2","","3112","3","0","345","0","131120012","-234"
"0","1.05","123","","3112","1.05","0","1.05","7.4","131120013","1.05"
"0.2","","3","","3112","1000001","","wait","","131120014","0"
"","","35","","3112","2","","1","","131120015",""
"","","93","","3112","4.3","","0","","131120016",""
"0","0.95","123","","3112","0.95","","0.95","0.4","131120017","0.95"
"","","32","","3112","21","","1","","131120018",""
"","","35","","3112","21","","0","","131120019",""
"","","23","","3112","se_travel","","se_travel_treasure_monster_failure","","131120020",""
"","","32","","3112","18","","1","","131120021",""
"","","93","","3112","0.1","","0","","131120022",""
"","","32","","3112","2","","0","","131120023",""
"0.3","1","6","","3112","3","0","1","1","131120024","1"
"","","32","","3112","13","","1","","131120025",""
"","","3","","3112","3","","round_monster_appear","","131120026","0"
"","","3","","3112","1000001","","back","","131120027","0"
"","","93","","3112","0.67","","0","","131120028",""
"0.2","","3","","3112","3","","round_monster_walk","","131120029","0"
"0","1.4","2","","3112","3","0","220","0","131120030","-234"
"","","32","","3112","20","","1","","131120031",""
"","","93","","3112","0.1","","0","","131120032",""
"","","32","","3112","18","","0","","131120033",""
"","","93","","3112","1","","0","","131120034",""
"0.3","","3","","3112","3","","round_monster_attack","","131120035","0"
"","","93","","3112","0.5","","0","","131120036",""
"","","32","","3112","15","","1","","131120037",""
"0.2","","3","","3112","1000001","","back_loop","","131120038","1"
"","","93","","3112","1","","0","","131120039",""
"","","32","","3112","16","","1","","131120040",""
"","","122","","3112","0","","50","","131120041","0.5"
"","0","2","","3112","1000001","","40","0","131120042","-250"
"0","","3","","3112","1000001","","shock_jump","","131120043","0"
