b3faa3a9daba5f84c6e228d2920a00b398c1c716adb6f1b551e47f85b7f151c5,5745c0fb56eeab25465208b2e096709be512ed1e468fed5bbd024ffe11f371dd,793cf061a0809ce6f916553abe74391815d1fab784a6433059fb50aa5a97fa4b,f994290be9c9541badd7aed04ad90ea8dfa1d44f0f0e945f2805b9a6bd185633,a3c0505ad56ff6f212f8e31d4378f2c61cebb0547ad3fef75b8abf0169ce13cd,f5c9554c8d3001842072ace5017013934f59aed8c7de928408d5701251cd88c3,407ef1478f6b8f32f260c01594abe6195802835820101f8b0433b2b9aa894c64,f96a9cf94765a1b1fa38bcfa8fadad50b9b0c6fb6d4bd6a8c789e043027e0c4d,f64e333e59d5841ea522dd4d4ff5128b8acba820037a788390a1fded1bd49ea2,3e57056465ad0b933175025f074cf4f65761bcaf923ee44214a98930b8cb45e1,27e48c186a43348b844a24e7f451574b0b153eb72e122977282b58443e000076
"1","","1002","-200","1000002","2","","","1010020009","0","-275"
"1","","1002","-250","1000003","2","","","1010020010","0","-450"
"1","","1002","-175","1000004","2","","","1010020011","0","275"
"1","","1002","-250","1000005","2","","","1010020012","0","450"
"0","","1002","0","1","93","","","1010020013","0","0"
"","0.2","1002","0","1000001","3","0","","1010020014","0","travel_exdrama_r_100_raiseup"
"","0","1002","1","1000002","3","0","","1010020015","0","travel_exdrama_r_100_idle"
"","0","1002","1","1000003","3","0","","1010020016","0","travel_exdrama_r_100_idle"
"","0","1002","1","1000004","3","0","","1010020017","0","travel_exdrama_r_100_idle"
"","0","1002","1","1000005","3","0","","1010020018","0","travel_exdrama_r_100_idle"
"-100","1.46","1002","11","1","5","0","travel_exdrama_r_100_raiseup","1010020019","-160","1"
"0","0","1002","0","0.4","93","","","1010020020","0","0"
"","","1002","","10000","32","","","1010020021","0","1"
"","","1002","","0.6","93","","","1010020022","","0"
"","0.12","1002","","1000001","6","","","1010020023","0",""
"","0.12","1002","","1000002","6","","","1010020024","0",""
"","0.12","1002","","1000003","6","","","1010020025","0",""
"","0.12","1002","","1000004","6","","","1010020026","0",""
"","0.12","1002","","1000005","6","","","1010020027","0",""
"","0.12","1002","","1","6","","","1010020028","0",""
"","","1002","","0.12","93","","","1010020029","","0"
"","","1002","","0","91","","","1010020030","",""
"5","1","1011","-350","10100","31","","","1010110001","1","10100"
"50","0","1011","-525","10002","31","","","1010110002","1","10002"
"-121","1","1011","-184","10101","31","","","1010110003","1","10101"
"5","0","1011","-350","10102","31","","","1010110004","1","10102"
"5","0","1011","-350","10103","31","","","1010110005","1","10103"
"5","0","1011","-350","10104","31","","","1010110006","1","10104"
"-470","1.46","1011","11","1","1","0","travel_exdrama_r_101_walk","1010110007","-200","1000001"
"-320","1.46","1011","1","1","1","0","travel_exdrama_r_101_walk","1010110008","-150","1000002"
"-470","1.46","1011","12","1","5","0","travel_exdrama_r_101_walk","1010110009","-200","1"
"-320","1.46","1011","2","1","5","0","travel_exdrama_r_101_walk","1010110010","-150","2"
"","","1012","0","se_travel","23","","","1010120001","","se_travel_finish_cave_rare"
"0.1","","1012","-200","1000001","2","","","1010120002","0","-500"
"0.1","","1012","-150","1000002","2","","","1010120003","0","-350"
"0.1","","1012","-200","1","2","","","1010120004","0","-500"
"0.1","","1012","-150","2","2","","","1010120005","0","-350"
"travel_exdrama_r_101_walk","0.2","1012","0","1000001","3","0.2","","1010120006","1","travel_exdrama_r_101_joy"
"travel_exdrama_r_101_walk","0.2","1012","0","1000002","3","0.2","","1010120007","1","travel_exdrama_r_101_joy"
"travel_exdrama_r_101_walk","0.2","1012","0","1","3","0.2","","1010120008","1","travel_exdrama_r_101_joy"
"travel_exdrama_r_101_walk","0.2","1012","0","2","3","0.2","","1010120009","1","travel_exdrama_r_101_joy"
"","","1012","0","10101","32","","","1010120010","","0"
"","","1012","0","10102","32","","","1010120011","","1"
"","","1012","","1.66","93","","","1010120012","","0"
"","","1012","0","10101","32","","","1010120013","","1"
"","","1012","0","10102","32","","","1010120014","","0"
"0.2","","1012","-200","1000001","2","","","1010120015","0","-470"
"0.2","","1012","-150","1000002","2","","","1010120016","0","-320"
"0.2","","1012","-200","1","2","","","1010120017","0","-470"
"0.2","","1012","-150","2","2","","","1010120018","0","-320"
"","","1013","0","se_travel","23","","","1010130001","","se_travel_finish_cave_event"
"travel_exdrama_r_101_walk","0.2","1013","0","1000001","3","0","","1010130002","1","travel_exdrama_r_101_panic_A"
"travel_exdrama_r_101_walk","0.2","1013","0","1000002","3","0","","1010130003","1","travel_exdrama_r_101_panic_B"
"travel_exdrama_r_101_walk","0.2","1013","0","1","3","0","","1010130004","1","travel_exdrama_r_101_panic_A"
"travel_exdrama_r_101_walk","0.2","1013","0","2","3","0","","1010130005","1","travel_exdrama_r_101_panic_B"
"","","1013","","10002","32","","","1010130006","","1"
"","","1013","","10103","32","","","1010130007","","1"
"","","1013","","3","93","","","1010130008","","0"
"","","1013","","10002","32","","","1010130009","","0"
"","","1013","","10103","32","","","1010130010","","0"
"0.1","0","1014","-200","1000001","2","0","","1010140001","0","-500"
"0.1","0","1014","-150","1000002","2","0","","1010140002","0","-350"
"0.1","0","1014","-200","1","2","0","","1010140003","0","-500"
"0.1","0","1014","-150","2","2","0","","1010140004","0","-350"
"","0","1014","0","1000001","3","0","","1010140005","0","travel_exdrama_r_finish_B_hand"
"","0","1014","0","1000002","3","0","","1010140006","0","travel_exdrama_r_finish_B_hand"
"","0","1014","0","1","3","0","","1010140007","0","travel_exdrama_r_101_finish"
"","0","1014","0","2","3","0","","1010140008","0","travel_exdrama_r_101_finish"
"","","1014","0","10101","32","","","1010140009","","0"
"","","1014","0","10104","32","","","1010140010","","1"
"5","1","1021","-350","10200","31","","","1010210001","1","10200"
"5","0","1021","-350","10201","31","","","1010210002","1","10201"
"5","0","1021","-350","10202","31","","","1010210003","1","10202"
"86","0","1021","-490","10203","31","","","1010210004","1","10203"
"105","0","1021","-200","10204","31","","","1010210005","1","10204"
"50","0","1021","-525","10001","31","","","1010210006","1","10001"
"-490","1.46","1021","1","1","1","0","travel_exdrama_r_102_book","1010210007","-180","1000001"
"-200","1.46","1021","2","1","1","0","travel_exdrama_r_102_loupe","1010210008","-180","1000002"
"-490","1.46","1021","11","1","5","0","travel_exdrama_r_102_book","1010210009","-180","1"
"-200","1.46","1021","12","1","5","0","travel_exdrama_r_102_loupe","1010210010","-180","2"
"-339","2","1021","13","5","5","0","reliclight_none","1010210011","-136","5"
"","","1022","0","se_travel","23","","","1010220001","","se_travel_finish_ruins_rare"
"travel_exdrama_r_102_book","0.2","1022","0","1000001","3","0.2","","1010220002","1","travel_exdrama_r_102_bookFind_A"
"travel_exdrama_r_102_loupe","0.2","1022","0","1000002","3","0.2","","1010220003","1","travel_exdrama_r_102_loupeFind_A"
"travel_exdrama_r_102_book","0.2","1022","0","1","3","0.2","","1010220004","1","travel_exdrama_r_102_bookFind_A"
"travel_exdrama_r_102_loupe","0.2","1022","0","2","3","0.2","","1010220005","1","travel_exdrama_r_102_loupeFind_A"
"","","1022","","10202","32","","","1010220006","","1"
"","","1022","","10203","32","","","1010220007","","1"
"","","1022","","10204","32","","","1010220008","","1"
"","","1022","","1.66","93","","","1010220009","","0"
"","","1022","","10202","32","","","1010220010","","0"
"","","1022","","10203","32","","","1010220011","","0"
"","","1022","","10204","32","","","1010220012","","0"
"","","1023","0","se_travel","23","","","1010230001","","se_travel_finish_ruins_event"
"travel_exdrama_r_102_book","0.2","1023","0","1000001","3","0","","1010230002","1","travel_exdrama_r_102_bookFind_B"
"travel_exdrama_r_102_loupe","0.2","1023","0","1000002","3","0","","1010230003","1","travel_exdrama_r_102_loupeFind_B"
"travel_exdrama_r_102_book","0.2","1023","0","1","3","0","","1010230004","1","travel_exdrama_r_102_bookFind_B"
"travel_exdrama_r_102_loupe","0.2","1023","0","2","3","0","","1010230005","1","travel_exdrama_r_102_loupeFind_B"
"","","1023","0","5","3","","","1010230006","","reliclight_on"
"","","1023","","10201","32","","","1010230007","","1"
"","","1023","","10001","32","","","1010230008","","1"
"","","1023","","3","93","","","1010230009","","0"
"","","1023","","10201","32","","","1010230010","","0"
"","","1023","","10001","32","","","1010230011","","0"
"","","1023","0","5","3","","","1010230012","","reliclight_none"
"","0","1024","0","1000002","4","0","","1010240001","0","1"
"","0","1024","0","2","4","0","","1010240002","0","1"
"","0","1024","0","1000001","3","0","","1010240003","0","travel_exdrama_r_finish_A"
"","0","1024","0","1000002","3","0","","1010240004","0","travel_exdrama_r_finish_A_front"
"","0","1024","0","1","3","0","","1010240005","0","travel_exdrama_r_102_book_finish"
"","0","1024","0","2","3","0","","1010240006","0","travel_exdrama_r_102_loupe_finish"
"","","1024","0","5","3","","","1010240007","","reliclight_none"
"5","1","1031","-350","10300","31","","","1010310001","1","10300"
"5","0","1031","-350","10301","31","","","1010310002","1","10301"
"5","0","1031","-350","10302","31","","","1010310003","1","10302"
"50","0","1031","-525","10002","31","","","1010310004","1","10002"
"-510","1.46","1031","5","1","1","0","travel_exdrama_r_103_dig_A","1010310005","-200","1000001"
"-400","1.46","1031","3","1","1","0","travel_exdrama_r_103_dig_B","1010310006","-175","1000002"
"-190","1.46","1031","1","1","1","0","travel_exdrama_r_103_map","1010310007","-140","1000003"
"-510","1.46","1031","6","1","5","0","travel_exdrama_r_103_dig_A","1010310008","-200","1"
"-400","1.46","1031","4","1","5","0","travel_exdrama_r_103_dig_B","1010310009","-175","2"
"-190","1.46","1031","2","1","5","0","travel_exdrama_r_103_map","1010310010","-140","3"
"","","1032","0","se_travel","23","","","1010320001","","se_travel_finish_dig_rare"
"travel_exdrama_r_103_dig_A","0.2","1032","0","1000001","3","0.2","","1010320002","1","travel_exdrama_r_103_surprise_A"
"travel_exdrama_r_103_dig_B","0.2","1032","0","1000002","3","0.2","","1010320003","1","travel_exdrama_r_103_surprise_A"
"travel_exdrama_r_103_map","0.2","1032","0","1000003","3","0.2","","1010320004","1","travel_exdrama_r_103_mapSurprise_A"
"travel_exdrama_r_103_dig_A","0.2","1032","0","1","3","0.2","","1010320005","1","travel_exdrama_r_103_surprise_A"
"travel_exdrama_r_103_dig_B","0.2","1032","0","2","3","0.2","","1010320006","1","travel_exdrama_r_103_surprise_A"
"travel_exdrama_r_103_map","0.2","1032","0","3","3","0.2","","1010320007","1","travel_exdrama_r_103_mapSurprise_A"
"","","1032","","10302","32","","","1010320008","","1"
"","","1032","","1.25","93","","","1010320009","","0"
"","","1032","","10302","32","","","1010320010","","0"
"","","1033","0","se_travel","23","","","1010330001","","se_travel_finish_dig_event"
"travel_exdrama_r_103_dig_A","0.2","1033","0","1000001","3","0","","1010330002","1","travel_exdrama_r_103_surprise_B"
"travel_exdrama_r_103_dig_B","0.2","1033","0","1000002","3","0","","1010330003","1","travel_exdrama_r_103_surprise_B"
"travel_exdrama_r_103_map","0.2","1033","0","1000003","3","0","","1010330004","1","travel_exdrama_r_103_mapSurprise_B"
"travel_exdrama_r_103_dig_A","0.2","1033","0","1","3","0","","1010330005","1","travel_exdrama_r_103_surprise_B"
"travel_exdrama_r_103_dig_B","0.2","1033","0","2","3","0","","1010330006","1","travel_exdrama_r_103_surprise_B"
"travel_exdrama_r_103_map","0.2","1033","0","3","3","0","","1010330007","1","travel_exdrama_r_103_mapSurprise_B"
"","","1033","","10301","32","","","1010330008","","1"
"","","1033","","10002","32","","","1010330009","","1"
"","","1033","","3","93","","","1010330010","","0"
"","","1033","","10301","32","","","1010330011","","0"
"","","1033","","10002","32","","","1010330012","","0"
"","","1034","","1000003","4","","","1010340001","","1"
"","","1034","","3","4","","","1010340002","","1"
"","0","1034","0","1000001","3","0","","1010340003","0","travel_exdrama_r_finish_B"
"","0","1034","0","1000002","3","0","","1010340004","0","travel_exdrama_r_finish_B"
"","0","1034","0","1000003","3","0","","1010340005","0","travel_exdrama_r_finish_A_front"
"","0","1034","0","1","3","0","","1010340006","0","travel_exdrama_r_103_shovel"
"","0","1034","0","2","3","0","","1010340007","0","travel_exdrama_r_103_shovel"
"","0","1034","0","3","3","0","","1010340008","0","travel_exdrama_r_103_map_finish"
"5","1","1041","-350","10400","31","","","1010410001","1","10400"
"5","1","1041","-350","10401","31","","","1010410002","1","10401"
"5","0","1041","-350","10402","31","","","1010410003","1","10402"
"5","0","1041","-350","10403","31","","","1010410004","1","10403"
"50","0","1041","-525","10001","31","","","1010410005","1","10001"
"-450","1.46","1041","12","1","1","0","travel_exdrama_r_104_fishingIdle","1010410006","-150","1000001"
"-200","1.46","1041","10","1","1","0","travel_exdrama_r_104_idle_B","1010410007","-125","1000002"
"-450","1.46","1041","11","2","5","0","travel_exdrama_r_104_fishingIdle","1010410008","-150","1"
"-350","1","1041","20","4","5","0","none","1010410009","-150","10"
"","","1042","0","se_travel","23","","","1010420001","","se_travel_finish_bridge_rare"
"travel_exdrama_r_104_fishingIdle","0.2","1042","0","1000001","3","0.2","","1010420002","1","travel_exdrama_r_104_fishingCatch"
"travel_exdrama_r_104_idle_B","0.2","1042","0","1000002","3","0.2","","1010420003","1","travel_exdrama_r_104_glad_B"
"travel_exdrama_r_104_fishingIdle","0.2","1042","0","1","3","0.2","","1010420004","1","travel_exdrama_r_104_fishingCatch"
"none","0","1042","0","10","3","0","","1010420005","1","fish"
"","","1042","","10402","32","","","1010420006","","1"
"","","1042","","1.25","93","","","1010420007","","0"
"","","1042","","10402","32","","","1010420008","","0"
"","","1043","0","se_travel","23","","","1010430001","","se_travel_finish_bridge_event"
"travel_exdrama_r_104_fishingIdle","0","1043","0","1000001","3","0","","1010430002","1","travel_exdrama_r_104_fishingBig"
"travel_exdrama_r_104_idle_B","0","1043","0","1000002","3","0","","1010430003","1","travel_exdrama_r_104_surprise_B"
"travel_exdrama_r_104_fishingIdle","0","1043","0","1","3","0","","1010430004","1","travel_exdrama_r_104_fishingBig"
"","","1043","","10403","32","","","1010430005","","1"
"","","1043","","10001","32","","","1010430006","","1"
"","","1043","","3","93","","","1010430007","","0"
"","","1043","","10403","32","","","1010430008","","0"
"","","1043","","10001","32","","","1010430009","","0"
"","","1044","","1000002","4","","","1010440001","","1"
"","0","1044","0","1000001","3","0","","1010440002","0","travel_exdrama_r_104_fishing_finish"
"","0","1044","0","1000002","3","0","","1010440003","0","travel_exdrama_r_finish_A_front"
"","0.2","1044","0","1","3","0","","1010440004","0","travel_exdrama_r_104_fishing_finish"
"5","1","1051","-350","10500","31","","","1010510001","1","10500"
"-200","0","1051","-350","10501","31","","","1010510002","1","10501"
"50","0","1051","-525","10001","31","","","1010510003","1","10001"
"-470","1.46","1051","1","1","1","0","travel_exdrama_r_105_netSearch","1010510004","-200","1000001"
"-200","1.46","1051","2","1","1","0","travel_exdrama_r_105_binoculars","1010510005","-220","1000002"
"-470","1.46","1051","5","1","5","0","travel_exdrama_r_105_netSearch","1010510006","-200","1"
"-200","1.46","1051","3","1","5","0","travel_exdrama_r_105_binoculars","1010510007","-220","2"
"-350","1.46","1051","4","3","5","0","idle","1010510008","-230","10"
"travel_exdrama_r_105_netSearch","0.2","1052","0","1000001","3","0.1","","1010520001","1","travel_exdrama_r_105_netFind_A"
"travel_exdrama_r_105_binoculars","0.2","1052","0","1000002","3","0.2","","1010520002","1","travel_exdrama_r_105_binocularsFind_A"
"travel_exdrama_r_105_netSearch","0.2","1052","0","1","3","0.1","","1010520003","1","travel_exdrama_r_105_netFind_A"
"travel_exdrama_r_105_binoculars","0.2","1052","0","2","3","0.2","","1010520004","1","travel_exdrama_r_105_binocularsFind_A"
"idle","0.2","1052","0","10","3","0.2","","1010520005","1","beetle"
"","","1052","","10501","32","","","1010520006","","1"
"","","1052","","1.2","93","","","1010520007","","0"
"","","1052","","10501","32","","","1010520008","","0"
"","","1053","0","se_travel","23","","","1010530001","","se_travel_finish_insects_event"
"travel_exdrama_r_105_netSearch","0.2","1053","0","1000001","3","0","","1010530002","1","travel_exdrama_r_105_netFind_B"
"travel_exdrama_r_105_binoculars","0.2","1053","0","1000002","3","0","","1010530003","1","travel_exdrama_r_105_binocularsFind_B"
"travel_exdrama_r_105_netSearch","0.2","1053","0","1","3","0","","1010530004","1","travel_exdrama_r_105_netFind_B"
"travel_exdrama_r_105_binoculars","0.2","1053","0","2","3","0","","1010530005","1","travel_exdrama_r_105_binocularsFind_B"
"idle","0.2","1053","0","10","3","0","","1010530006","1","butterfly"
"","","1053","","10501","32","","","1010530007","","1"
"","","1053","","10001","32","","","1010530008","","1"
"","","1053","","2.6","93","","","1010530009","","0"
"","","1053","","10501","32","","","1010530010","","0"
"","","1053","","10501","32","","","1010530011","","1"
"","","1053","","0.4","93","","","1010530012","","0"
"","","1053","","10501","32","","","1010530013","","0"
"","","1053","","10001","32","","","1010530014","","0"
"","","1054","","1000002","4","","","1010540001","","1"
"","","1054","","2","4","","","1010540002","","1"
"","0","1054","0","1000001","3","0","","1010540003","0","travel_exdrama_r_finish_B_hand"
"","0","1054","0","1000002","3","0","","1010540004","0","travel_exdrama_r_finish_B"
"","0","1054","0","1","3","0","","1010540005","0","travel_exdrama_r_105_net_finish"
"","0","1054","0","2","3","0","","1010540006","0","travel_exdrama_r_105_binoculars_finish"
"","0","1054","0","10","3","0","","1010540007","0","stop"
"5","1","1061","-350","10600","31","","","1010610001","1","10600"
"5","0","1061","-350","10601","31","","","1010610002","1","10601"
"5","0","1061","-350","10602","31","","","1010610003","1","10602"
"5","0","1061","-350","10603","31","","","1010610004","1","10603"
"5","1","1061","-350","10604","31","","","1010610005","1","10604"
"5","1","1061","-350","10605","31","","","1010610006","1","10605"
"50","0","1061","-525","10001","31","","","1010610007","1","10001"
"-497","1.46","1061","18","1","1","0","travel_exdrama_r_106_idle_A","1010610008","-224","1000001"
"-208","1.46","1061","2","1","1","0","travel_exdrama_r_106_idle_B","1010610009","-116","1000002"
"-497","1.46","1061","30","1","5","0","travel_exdrama_r_106_idle_A","1010610010","-224","1"
"-208","1.46","1061","3","1","5","0","travel_exdrama_r_000_none","1010610011","-116","2"
"","","1062","0","se_travel","23","","","1010620001","","se_travel_finish_beach_rare"
"travel_exdrama_r_106_idle_A","0","1062","0","1000001","3","0.2","","1010620002","1","travel_exdrama_r_106_rare_A"
"travel_exdrama_r_106_idle_B","0","1062","0","1000002","3","0.2","","1010620003","1","travel_exdrama_r_106_rare_B"
"travel_exdrama_r_106_idle_A","0","1062","0","1","3","0.2","","1010620004","1","travel_exdrama_r_106_rare_A"
"travel_exdrama_r_000_none","0","1062","0","2","3","0.2","","1010620005","0","travel_exdrama_r_106_rare_B"
"","","1062","","10603","32","","","1010620006","","1"
"","","1062","","1.2","93","","","1010620007","","0"
"","","1062","","10603","32","","","1010620008","","0"
"","","1063","0","se_travel","23","","","1010630001","","se_travel_finish_beach_event"
"travel_exdrama_r_106_idle_A","0","1063","0","1000001","3","0","","1010630002","1","travel_exdrama_r_106_memory_A"
"travel_exdrama_r_106_idle_B","0","1063","0","1000002","3","0","","1010630003","1","travel_exdrama_r_106_memory_B"
"travel_exdrama_r_106_idle_A","0","1063","0","1","3","0","","1010630004","1","travel_exdrama_r_106_memory_A"
"","","1063","","10601","32","","","1010630005","","1"
"","","1063","","10602","32","","","1010630006","","1"
"","","1063","","10001","32","","","1010630007","","1"
"","","1063","","3","93","","","1010630008","","0"
"","","1063","","10601","32","","","1010630009","","0"
"","","1063","","10602","32","","","1010630010","","0"
"","","1063","","10001","32","","","1010630011","","0"
"","","1064","","1000002","4","","","1010640001","","1"
"","","1064","","1000001","4","","","1010640002","","1"
"","","1064","","2","4","","","1010640003","","1"
"","0","1064","0","1000001","3","0","","1010640004","","travel_exdrama_r_106_finish_A"
"","0","1064","0","1000002","3","0","","1010640005","","travel_exdrama_r_106_finish_B"
"","0","1064","0","1","3","0","","1010640006","","travel_exdrama_r_106_rare_A"
"","0","1064","0","2","3","0","","1010640007","","travel_exdrama_r_000_none"
"5","1","1071","-350","10700","31","","","1010710001","1","10700"
"5","1","1071","-350","10701","31","","","1010710002","1","10701"
"5","0","1071","-350","10702","31","","","1010710003","1","10702"
"5","0","1071","-350","10703","31","","","1010710004","1","10703"
"50","0","1071","-525","10001","31","","","1010710005","1","10001"
"-470","1.46","1071","32","1","1","0","travel_exdrama_r_107_dig_A","1010710006","-170","1000001"
"-215","1.46","1071","30","1","1","1","travel_exdrama_r_107_dig_B","1010710007","-170","1000002"
"-470","1.46","1071","33","1","5","0","travel_exdrama_r_107_dig_A","1010710008","-170","1"
"-215","1.46","1071","31","1","5","1","travel_exdrama_r_107_dig_B","1010710009","-170","10"
"","","1072","0","se_travel","23","","","1010720001","","se_travel_finish_raredrop"
"travel_exdrama_r_107_dig_A","0.2","1072","0","1000001","3","0.2","","1010720002","1","travel_exdrama_r_107_joy"
"travel_exdrama_r_107_dig_B","0.2","1072","0","1000002","3","0.2","","1010720003","1","travel_exdrama_r_107_joy"
"travel_exdrama_r_107_dig_A","0.2","1072","0","1","3","0.2","","1010720004","1","travel_exdrama_r_107_joy"
"travel_exdrama_r_107_dig_B","0.2","1072","0","10","3","0.2","","1010720005","1","travel_exdrama_r_107_joy"
"","","1072","","10701","32","","","1010720006","","0"
"","","1072","","10702","32","","","1010720007","","1"
"","","1072","","1.4","93","","","1010720008","","0"
"","","1072","","10701","32","","","1010720009","","1"
"","","1072","","10702","32","","","1010720010","","0"
"","","1073","0","se_travel","23","","","1010730001","","se_travel_finish_memory_event"
"travel_exdrama_r_107_dig_A","0.2","1073","0","1000001","3","0","","1010730002","1","travel_exdrama_r_107_surprise_A"
"travel_exdrama_r_107_dig_B","0.2","1073","0","1000002","3","0","","1010730003","1","travel_exdrama_r_107_surprise_B"
"travel_exdrama_r_107_dig_A","0.2","1073","0","1","3","0","","1010730004","1","travel_exdrama_r_107_surprise_A"
"travel_exdrama_r_107_dig_B","0.2","1073","0","10","3","0","","1010730005","1","travel_exdrama_r_107_surprise_B"
"","","1073","","10703","32","","","1010730006","","1"
"","","1073","","10001","32","","","1010730007","","1"
"","","1073","","10701","32","","","1010730008","","0"
"","","1073","","3","93","","","1010730009","","0"
"","","1073","","10703","32","","","1010730010","","0"
"","","1073","","10001","32","","","1010730011","","0"
"","","1073","","10701","32","","","1010730012","","1"
"","","1074","","1000002","4","","","1010740001","","1"
"","","1074","","10","4","","","1010740002","","1"
"","0","1074","0","1000001","3","0","","1010740003","0","travel_exdrama_r_finish_B_hand"
"","0","1074","0","1000002","3","0","","1010740004","0","travel_exdrama_r_finish_B_hand"
"","0","1074","0","1","3","0","","1010740005","0","travel_exdrama_r_107_finish_A"
"","0","1074","0","10","3","0","","1010740006","0","travel_exdrama_r_107_finish_A"
"","","1074","","10701","32","","","1010740007","","0"
"5","1","1081","-350","10800","31","","","1010810001","1","10800"
"5","1","1081","-350","10401","31","","","1010810002","1","10401"
"5","0","1081","-350","10402","31","","","1010810003","1","10402"
"5","0","1081","-350","10403","31","","","1010810004","1","10403"
"50","0","1081","-525","10001","31","","","1010810005","1","10001"
"-450","1.46","1081","12","1","1","0","travel_exdrama_r_104_fishingIdle","1010810006","-150","1000001"
"-200","1.46","1081","10","1","1","0","travel_exdrama_r_104_idle_B","1010810007","-125","1000002"
"-450","1.46","1081","11","2","5","0","travel_exdrama_r_104_fishingIdle","1010810008","-150","1"
"-350","1","1081","20","4","5","0","none","1010810009","-150","10"
"","","1082","0","se_travel","23","","","1010820001","","se_travel_finish_bridge_rare"
"travel_exdrama_r_104_fishingIdle","0.2","1082","0","1000001","3","0.2","","1010820002","1","travel_exdrama_r_104_fishingCatch"
"travel_exdrama_r_104_idle_B","0.2","1082","0","1000002","3","0.2","","1010820003","1","travel_exdrama_r_104_glad_B"
"travel_exdrama_r_104_fishingIdle","0.2","1082","0","1","3","0.2","","1010820004","1","travel_exdrama_r_104_fishingCatch"
"none","0","1082","0","10","3","0","","1010820005","1","fish"
"","","1082","","10402","32","","","1010820006","","1"
"","","1082","","1.25","93","","","1010820007","","0"
"","","1082","","10402","32","","","1010820008","","0"
"","","1083","0","se_travel","23","","","1010830001","","se_travel_finish_bridge_event"
"travel_exdrama_r_104_fishingIdle","0","1083","0","1000001","3","0","","1010830002","1","travel_exdrama_r_104_fishingBig"
"travel_exdrama_r_104_idle_B","0","1083","0","1000002","3","0","","1010830003","1","travel_exdrama_r_104_surprise_B"
"travel_exdrama_r_104_fishingIdle","0","1083","0","1","3","0","","1010830004","1","travel_exdrama_r_104_fishingBig"
