6ce896071d9e32f81dba6d839f691cd6bd39df60a3fcb43460e6ce798233c7dd,292af7d5ee3c1f37d736ffefdd9bc1ab4c76621ebe057ceb51a1c067c857559f,86bb8f2d2843d6ce6277390c7dbf442592e4fe0332b570072babefbfbab98773,5138b8de15b78318889219484b37ded1fe67d6cca3c2c4957132a9b3ca912db6,90303a32b0627e8cdf220963acd38153b08a918fbec31f1d40dbeb456bbb8b8d,14ac057b6735e9493da6e662e6beb343a7c390fbc1612d79941f5dde37f417ea,8ae197c17a4fbe41680e3199dd21483cb1efcdadec8b1f0b939caa1241203154,c306f7e3a71fc3ae80959a755fc67c848d1a813e2f82a400114a19696de77081,f054ca78b7d4bbf5a247ea9fa80e117f9d06a94eeed7d655430edb58de5148f1,616b3f43f094a3af7101628fa686f7e7f2f1e016ea4c428e4b83f5351379c29d,16b720dc6111f7b57c5446b970fd0aac0e92ed78a06d183f373ce294f564dded,ca868dcd7323381ca7e25a5f8acee582864353412677dfbcb637a9ddaa759fcd,130116fce05d33f6598a59a7189d9af20e67aafe11a76ed43277667b3f92b3ae,ce565e265e27f55608da0f2b75c83c61e0c3d7e648add727f398450d7a950203,09cc8928dae6aefac43f0e6474314f87464f8366f1142bfa205e94b919dc2e56,c228b60f632cf20b2c5bb7f7186009ab5fcb729029fc5d5301331582319d7279
"2405","0","0","5","2404","0","21","0","1","10022","2","24","2401","2402","9","2403"
"2505","0","0","8","2504","0","22","0","1","10045","4","25","2501","2502","9","2503"
"0","25","0","5","0","0","23","24","1","11006","100","26","2601","2602","10","2603"
"2705","0","0","2","2704","0","26","0","1","10031","3","27","2701","2702","11","2703"
"2805","0","0","5","2804","0","26","0","1","10044","4","28","2801","2802","11","2803"
"2905","0","0","8","2904","0","26","0","1","10075","7","29","2901","2902","11","2903"
"3005","0","0","2","3004","0","27","0","1","10032","3","30","3001","3002","12","3003"
"3105","0","0","5","3104","0","28","0","1","10013","1","31","3101","3102","12","3103"
"3205","0","0","8","3204","0","29","0","1","10044","4","32","3201","3202","12","3203"
"3305","0","0","2","3304","0","30","0","1","10041","4","33","3301","3302","13","3303"
"3405","0","0","5","3404","0","31","0","1","10022","2","34","3401","3402","13","3403"
"3505","0","0","8","3504","0","32","0","1","10053","5","35","3501","3502","13","3503"
"3605","0","0","2","3604","0","33","0","1","10024","2","36","3601","3602","14","3603"
"3705","0","0","5","3704","0","34","0","1","10045","4","37","3701","3702","14","3703"
"3805","0","0","8","3804","0","35","0","1","10012","1","38","3801","3802","14","3803"
"3905","0","0","2","3904","0","36","0","1","10043","4","39","3901","3902","15","3903"
"4005","0","0","5","4004","0","37","0","1","10035","3","40","4001","4002","15","4003"
"4105","0","0","8","4104","0","38","0","1","10072","7","41","4101","4102","15","4103"
"4205","0","0","2","4204","0","39","0","1","10021","2","42","4201","4202","16","4203"
"4305","0","0","5","4304","0","40","0","1","10034","3","43","4301","4302","16","4303"
"4405","0","0","8","4404","0","41","0","1","10015","1","44","4401","4402","16","4403"
"4505","0","0","2","4504","0","42","0","1","10022","2","45","4501","4502","17","4503"
"4605","0","0","5","4604","0","43","0","1","10023","2","46","4601","4602","17","4603"
"4705","0","0","8","4704","0","44","0","1","10074","7","47","4701","4702","17","4703"
"4805","0","0","2","4804","0","45","0","1","10031","3","48","4801","4802","18","4803"
"4905","0","0","5","4904","0","46","0","1","10052","5","49","4901","4902","18","4903"
"5005","0","0","8","5004","0","47","0","1","10025","2","50","5001","5002","18","5003"
"5105","0","0","2","5104","0","48","0","1","10041","4","51","5101","5102","19","5103"
"5205","0","0","5","5204","0","49","0","1","10033","3","52","5201","5202","19","5203"
"5305","0","0","8","5304","0","50","0","1","10074","7","53","5301","5302","19","5303"
"0","53","0","5","0","0","51","52","1","11016","101","54","5401","5402","20","5403"
"5505","0","0","2","5504","0","54","0","1","10041","4","55","5501","5502","21","5503"
"0","0","0","5","0","0","54","0","1","11002","100","56","5601","5602","21","0"
"5705","0","0","8","5704","0","54","0","1","10065","6","57","5701","5702","21","5703"
"5805","0","0","2","5804","0","55","0","1","10022","2","58","5801","5802","22","5803"
"5905","0","0","5","5904","0","56","0","1","10013","1","59","5901","5902","22","5903"
"0","0","0","8","0","0","57","0","1","11015","101","60","6001","6002","22","0"
"6105","0","0","2","6104","0","58","0","1","10021","2","61","6101","6102","23","6103"
"6205","0","0","5","6204","0","59","0","1","10032","3","62","6201","6202","23","6203"
"6305","0","0","8","6304","0","60","0","1","10023","2","63","6301","6302","23","6303"
"6405","0","0","2","6404","0","61","0","1","10024","2","64","6401","6402","24","6403"
"6505","0","0","5","6504","0","62","0","1","10071","7","65","6501","6502","24","6503"
"0","0","0","8","0","0","63","0","1","11004","100","66","6601","0","24","0"
"6705","0","0","2","6704","0","64","0","1","10055","5","67","6701","6702","25","6703"
"6805","0","0","5","6804","0","65","0","1","10051","5","68","6801","6802","25","6803"
"6905","0","0","8","6904","0","66","0","1","10042","4","69","6901","6902","25","6903"
"7005","0","0","2","7004","0","67","0","1","10064","6","70","7001","7002","26","7003"
"7105","0","0","5","7104","0","68","0","1","10061","6","71","7101","7102","26","7103"
"0","0","0","8","0","0","69","0","1","11013","101","72","7201","0","26","0"
"7305","0","0","2","7304","0","70","0","1","10033","3","73","7301","7302","27","7303"
"7405","0","0","5","7404","0","71","0","1","10014","1","74","7401","7402","27","7403"
"7505","0","0","8","7504","0","72","0","1","10052","5","75","7501","7502","27","7503"
"7605","0","0","2","7604","0","73","0","1","10044","4","76","7601","7602","28","7603"
"0","0","0","5","0","0","74","0","1","11005","100","77","7701","0","28","0"
"0","0","0","8","0","0","75","0","1","11011","101","78","7801","7802","28","0"
"7905","0","0","2","7904","0","76","0","1","10034","3","79","7901","7902","29","7903"
"8005","0","0","5","8004","0","77","0","1","10073","7","80","8001","8002","29","8003"
"8105","0","0","8","8104","0","78","0","1","10035","3","81","8101","8102","29","8103"
"8205","81","0","5","8204","0","79","80","1","10066","6","82","8201","8202","30","8203"
"8305","0","0","2","8304","0","82","0","1","10062","6","83","8301","8302","31","8303"
"8405","0","0","5","8404","0","82","0","1","10014","1","84","8401","8402","31","8403"
"8505","0","0","8","8504","0","82","0","1","10021","2","85","8501","8502","31","8503"
"8605","0","0","2","8604","0","83","0","1","10053","5","86","8601","8602","32","8603"
"8705","0","0","5","8704","0","84","0","1","10011","1","87","8701","8702","32","8703"
"8805","0","0","8","8804","0","85","0","1","10072","7","88","8801","8802","32","8803"
"8905","0","0","2","8904","0","86","0","1","10045","4","89","8901","8902","33","8903"
"9005","0","0","5","9004","0","87","0","1","10042","4","90","9001","9002","33","9003"
"9105","0","0","8","9104","0","88","0","1","10053","5","91","9101","9102","33","9103"
"9205","0","0","2","9204","0","89","0","1","10064","6","92","9201","9202","34","9203"
"9305","0","0","5","9304","0","90","0","1","10035","3","93","9301","9302","34","9303"
"9405","0","0","8","9404","0","91","0","1","10051","5","94","9401","9402","34","9403"
"9505","0","0","2","9504","0","92","0","1","10033","3","95","9501","9502","35","9503"
"9605","0","0","5","9604","0","93","0","1","10044","4","96","9601","9602","35","9603"
"9705","0","0","8","9704","0","94","0","1","10075","7","97","9701","9702","35","9703"
"9805","0","0","2","9804","0","95","0","1","10032","3","98","9801","9802","36","9803"
"9905","0","0","5","9904","0","96","0","1","10023","2","99","9901","9902","36","9903"
"10005","0","0","8","10004","0","97","0","1","10024","2","100","10001","10002","36","10003"
"10105","0","0","2","10104","0","98","0","1","10051","5","101","10101","10102","37","10103"
"10205","0","0","5","10204","0","99","0","1","10012","1","102","10201","10202","37","10203"
"10305","0","0","8","10304","0","100","0","1","10035","3","103","10301","10302","37","10303"
"10405","0","0","2","10404","0","101","0","1","10063","6","104","10401","10402","38","10403"
"10505","0","0","5","10504","0","102","0","1","10055","5","105","10501","10502","38","10503"
"10605","0","0","8","10604","0","103","0","1","10071","7","106","10601","10602","38","10603"
"10705","0","0","2","10704","0","104","0","1","10052","5","107","10701","10702","39","10703"
"10805","0","0","5","10804","0","105","0","1","10043","4","108","10801","10802","39","10803"
"10905","0","0","8","10904","0","106","0","1","10025","2","109","10901","10902","39","10903"
"11005","109","0","5","11004","0","107","108","1","10076","7","110","11001","11002","40","11003"
"11105","0","0","2","11104","0","0","0","2","10062","6","111","11101","11102","1","11103"
"11205","0","0","5","11204","0","0","0","2","10024","2","112","11201","11202","1","11203"
"11305","0","0","8","11304","0","0","0","2","10045","4","113","11301","11302","1","11303"
"11405","0","0","2","11404","0","111","0","2","10022","2","114","11401","11402","2","11403"
"11505","0","0","5","11504","0","112","0","2","10043","4","115","11501","11502","2","11503"
"11605","0","0","8","11604","0","113","0","2","10074","7","116","11601","11602","2","11603"
"11705","0","0","2","11704","0","114","0","2","10012","1","117","11701","11702","3","11703"
"11805","0","0","5","11804","0","115","0","2","10063","6","118","11801","11802","3","11803"
"11905","0","0","8","11904","0","116","0","2","10035","3","119","11901","11902","3","11903"
"12005","0","0","2","12004","0","117","0","2","10051","5","120","12001","12002","4","12003"
"12105","0","0","5","12104","0","118","0","2","10023","2","121","12101","12102","4","12103"
"0","0","0","8","0","0","119","0","2","11004","100","122","12201","12202","4","0"
"12305","0","0","2","12304","0","120","0","2","10061","6","123","12301","12302","5","12303"
"12405","0","0","5","12404","0","121","0","2","10042","4","124","12401","12402","5","12403"
"12505","0","0","8","12504","0","122","0","2","10073","7","125","12501","12502","5","12503"
"0","0","0","2","0","0","123","0","2","11015","101","126","12601","12602","6","12603"
"12705","0","0","5","12704","0","124","0","2","10033","3","127","12701","12702","6","12703"
"12805","0","0","8","12804","0","125","0","2","10054","5","128","12801","12802","6","12803"
"12905","0","0","2","12904","0","126","0","2","10011","1","129","12901","12902","7","12903"
"13005","0","0","5","13004","0","127","0","2","10052","5","130","13001","13002","7","13003"
"13105","0","0","8","13104","0","128","0","2","10064","6","131","13101","13102","7","13103"
"13205","0","0","2","13204","0","129","0","2","10025","2","132","13201","13202","8","13203"
"0","0","0","5","0","0","130","0","2","11011","101","133","13301","13302","8","13303"
"0","0","0","8","0","0","131","0","2","11014","101","134","13401","0","8","0"
"13505","0","0","2","13504","0","132","0","2","10015","1","135","13501","13502","9","13503"
"13605","0","0","5","13604","0","133","0","2","10041","4","136","13601","13602","9","13603"
"13705","0","0","8","13704","0","134","0","2","10055","5","137","13701","13702","9","13703"
"13805","137","0","5","13804","0","135","136","2","10056","5","138","13801","13802","10","13803"
"13905","0","0","2","13904","0","138","0","2","10063","6","139","13901","13902","11","13903"
"14005","0","0","5","14004","0","138","0","2","10054","5","140","14001","14002","11","14003"
"14105","0","0","8","14104","0","138","0","2","10031","3","141","14101","14102","11","14103"
"14205","0","0","2","14204","0","139","0","2","10022","2","142","14201","14202","12","14203"
"14305","0","0","5","14304","0","140","0","2","10014","1","143","14301","14302","12","14303"
"14405","0","0","8","14404","0","141","0","2","10025","2","144","14401","14402","12","14403"
"14505","0","0","2","14504","0","142","0","2","10071","7","145","14501","14502","13","14503"
"14605","0","0","5","14604","0","143","0","2","10052","5","146","14601","14602","13","14603"
"0","0","0","8","0","0","144","0","2","11013","101","147","14701","14702","13","0"
"0","0","0","2","0","0","145","0","2","11014","101","148","14801","14802","14","0"
"14905","0","0","5","14904","0","146","0","2","10013","1","149","14901","14902","14","14903"
"15005","0","0","8","15004","0","147","0","2","10055","5","150","15001","15002","14","15003"
"15105","0","0","2","15104","0","148","0","2","10051","5","151","15101","15102","15","15103"
"0","0","0","5","0","0","149","0","2","11001","100","152","15201","0","15","0"
"0","0","0","8","0","0","150","0","2","11012","101","153","15301","15302","15","0"
"15405","0","0","2","15404","0","151","0","2","10023","2","154","15401","15402","16","15403"
"15505","0","0","5","15504","0","152","0","2","10054","5","155","15501","15502","16","15503"
"15605","0","0","8","15604","0","153","0","2","10021","2","156","15601","15602","16","15603"
"15705","0","0","2","15704","0","154","0","2","10034","3","157","15701","15702","17","15703"
"15805","0","0","5","15804","0","155","0","2","10065","6","158","15801","15802","17","15803"
"15905","0","0","8","15904","0","156","0","2","10072","7","159","15901","15902","17","15903"
"16005","0","0","2","16004","0","157","0","2","10033","3","160","16001","16002","18","16003"
"0","0","0","5","0","0","158","0","2","11004","100","161","16101","16102","18","16103"
"16205","0","0","8","16204","0","159","0","2","10015","1","162","16201","16202","18","16203"
"16305","0","0","2","16304","0","160","0","2","10032","3","163","16301","16302","19","16303"
"16405","0","0","5","16404","0","161","0","2","10053","5","164","16401","16402","19","16403"
"16505","0","0","8","16504","0","162","0","2","10055","5","165","16501","16502","19","16503"
"16605","165","0","5","16604","0","163","164","2","10036","3","166","16601","16602","20","16603"
"16705","0","0","2","16704","0","166","0","2","10061","6","167","16701","16702","21","16703"
"16805","0","0","5","16804","0","166","0","2","10053","5","168","16801","16802","21","16803"
"16905","0","0","8","16904","0","166","0","2","10044","4","169","16901","16902","21","16903"
"17005","0","0","2","17004","0","167","0","2","10065","6","170","17001","17002","22","17003"
"17105","0","0","5","17104","0","168","0","2","10051","5","171","17101","17102","22","17103"
"17205","0","0","8","17204","0","169","0","2","10041","4","172","17201","17202","22","17203"
"17305","0","0","2","17304","0","170","0","2","10012","1","173","17301","17302","23","17303"
"17405","0","0","5","17404","0","171","0","2","10075","7","174","17401","17402","23","17403"
"17505","0","0","8","17504","0","172","0","2","10031","3","175","17501","17502","23","17503"
"0","0","0","2","0","0","173","0","2","11003","100","176","17601","17602","24","0"
"0","0","0","5","0","0","174","0","2","11014","101","177","17701","17702","24","17703"
"17805","0","0","8","17804","0","175","0","2","10011","1","178","17801","17802","24","17803"
"17905","0","0","2","17904","0","176","0","2","10013","1","179","17901","17902","25","17903"
"18005","0","0","5","18004","0","177","0","2","10034","3","180","18001","18002","25","18003"
"0","0","0","8","0","0","178","0","2","11005","100","181","18101","18102","25","0"
"18205","0","0","2","18204","0","179","0","2","10062","6","182","18201","18202","26","18203"
"18305","0","0","5","18304","0","180","0","2","10043","4","183","18301","18302","26","18303"
"18405","0","0","8","18404","0","181","0","2","10054","5","184","18401","18402","26","18403"
"18505","0","0","2","18504","0","182","0","2","10011","1","185","18501","18502","27","18503"
"18605","0","0","5","18604","0","183","0","2","10014","1","186","18601","18602","27","18603"
"18705","0","0","8","18704","0","184","0","2","10045","4","187","18701","18702","27","18703"
"18805","0","0","2","18804","0","185","0","2","10012","1","188","18801","18802","28","18803"
"0","0","0","5","0","0","186","0","2","11013","101","189","18901","18902","28","18903"
"0","0","0","8","0","0","187","0","2","11001","100","190","19001","19002","28","0"
"19105","0","0","2","19104","0","188","0","2","10042","4","191","19101","19102","29","19103"
"19205","0","0","5","19204","0","189","0","2","10073","7","192","19201","19202","29","19203"
"19305","0","0","8","19304","0","190","0","2","10035","3","193","19301","19302","29","19303"
"19405","193","0","5","19404","0","191","192","2","10026","2","194","19401","19402","30","19403"
"0","0","0","2","0","0","194","0","2","11001","100","195","19501","19502","31","19503"
"19605","0","0","5","19604","0","194","0","2","10033","3","196","19601","19602","31","19603"
"19705","0","0","8","19704","0","194","0","2","10024","2","197","19701","19702","31","19703"
"19805","0","0","2","19804","0","195","0","2","10055","5","198","19801","19802","32","19803"
"0","0","0","5","0","0","196","0","2","11012","101","199","19901","19902","32","19903"
"20005","0","0","8","20004","0","197","0","2","10043","4","200","20001","20002","32","20003"
"20105","0","0","2","20104","0","198","0","2","10045","4","201","20101","20102","33","20103"
"20205","0","0","5","20204","0","199","0","2","10021","2","202","20201","20202","33","20203"
"20305","0","0","8","20304","0","200","0","2","10042","4","203","20301","20302","33","20303"
"0","0","0","2","0","0","201","0","2","11005","100","204","20401","20402","34","20403"
"20505","0","0","5","20504","0","202","0","2","10042","4","205","20501","20502","34","20503"
"20605","0","0","8","20604","0","203","0","2","10024","2","206","20601","20602","34","20603"
"20705","0","0","2","20704","0","204","0","2","10031","3","207","20701","20702","35","20703"
"20805","0","0","5","20804","0","205","0","2","10032","3","208","20801","20802","35","20803"
"0","0","0","8","0","0","206","0","2","11003","100","209","20901","20902","35","20903"
"21005","0","0","2","21004","0","207","0","2","10044","4","210","21001","21002","36","21003"
"21105","0","0","5","21104","0","208","0","2","10041","4","211","21101","21102","36","21103"
"21205","0","0","8","21204","0","209","0","2","10043","4","212","21201","21202","36","21203"
"21305","0","0","2","21304","0","210","0","2","10025","2","213","21301","21302","37","21303"
"21405","0","0","5","21404","0","211","0","2","10032","3","214","21401","21402","37","21403"
"21505","0","0","8","21504","0","212","0","2","10054","5","215","21501","21502","37","21503"
"21605","0","0","2","21604","0","213","0","2","10025","2","216","21601","21602","38","21603"
"0","0","0","5","0","0","214","0","2","11002","100","217","21701","21702","38","21703"
"21805","0","0","8","21804","0","215","0","2","10023","2","218","21801","21802","38","21803"
"21905","0","0","2","21904","0","216","0","2","10034","3","219","21901","21902","39","21903"
"22005","0","0","5","22004","0","217","0","2","10031","3","220","22001","22002","39","22003"
"22105","0","0","8","22104","0","218","0","2","10022","2","221","22101","22102","39","22103"
"22205","221","0","5","22204","0","219","220","2","10046","4","222","22201","22202","40","22203"
