3d6c289276eb1535347180515704e6606cf9397dbcfc45ab1e4da40cab260d0b,521a636d3c19cf37367390989f1df1fdee257b2216eaa489ccf5f42de6bb36c2,65c4b71f28e1825eafe4392facfe161b78ce0a1d1ce71de4c94db2e6753bd2e1,9e4383e854d4eea1266a6eeaf62966d9153f229ecc83fa9d3789098737384f67,07869d0935580bb62f504cfe3b1b1246abf7934ec975969edf375b626467d09b,30a371d2563833ea04479858b3f904000c5ef8a36c011dc473788b09ca9cbd9b,f8fd60edee475eae08c584d945ef60641c4eef0d1f6d1c43d4914087ba863756,80a77cbe2d6b9048ee9357a8fde1c6d27c17f7031cda19479ec56b89081b531a,8404e73c22e342ca396467cfb5dfa3ecdbb60bced42d197604fbefd16ccafd46,01bec91c3d5e392da12d7ce7f680bf39eabfb631f4e6ed93869788ce24008605,e4522dbb549162e8ea98d20e8376ead0db794935f62b32161a97341aacf07546,b1c74539ca15ae0b6891c17d4935668ff3b4c8374bfbb9e06d10a263064aee4b
"0","1009803","4","4","100980304","0","0","0","0","0","2","1"
"300","1009803","1","5","100980305","1","0.561","0","0","141","0","0"
"0","1009803","4","6","100980306","0","0","0","0","0","1.561","1"
"0","1009803","2","7","100980307","0","0","vo_lsv_0302","vo_lsv","0","0","0"
"320","1009803","1","8","100980308","2","1.3","0","0","0","0","0"
"0","1009803","4","9","100980309","0","0","0","0","0","1.3","1"
"227","1009803","1","10","100980310","3","1.2","0","0","0","0","0"
"0","1009803","4","11","100980311","0","0","0","0","0","2.2","1"
"0","1009803","2","12","100980312","0","0","vo_lsv_0303","vo_lsv","0","0","0"
"280","1009803","1","13","100980313","4","2.1","0","0","0","0","0"
"0","1009803","4","14","100980314","0","0","0","0","0","2.1","1"
"280","1009803","1","15","100980315","5","1.2","0","0","0","0","0"
"0","1009803","4","16","100980316","0","0","0","0","0","2.2","1"
"0","1009803","2","17","100980317","0","0","vo_lsv_0304","vo_lsv","0","0","0"
"350","1009803","1","18","100980318","6","1.305","0","0","0","0","0"
"0","1009803","4","19","100980319","0","0","0","0","0","1.305","1"
"350","1009803","1","20","100980320","6","2.181","0","0","350","0","0"
"0","1009803","4","21","100980321","0","0","0","0","0","2.781","1"
"350","1009803","1","22","100980322","7","1.32","0","0","0","0","0"
"0","1009803","4","23","100980323","0","0","0","0","0","2.32","1"
"0","1009803","2","24","100980324","0","0","vo_lsv_0305","vo_lsv","0","0","0"
"350","1009803","1","25","100980325","8","2.453","0","0","0","0","0"
"0","1009803","4","26","100980326","0","0","0","0","0","2.453","1"
"350","1009803","1","27","100980327","9","1.547","0","0","0","0","0"
"0","1009803","4","28","100980328","0","0","0","0","0","2.547","1"
"0","1009803","2","29","100980329","0","0","vo_lsv_0306","vo_lsv","0","0","0"
"350","1009803","1","30","100980330","10","1.95","0","0","0","0","0"
"0","1009803","4","31","100980331","0","0","0","0","0","2.95","1"
"0","1009803","2","32","100980332","0","0","vo_lsv_0307","vo_lsv","0","0","0"
"240","1009803","1","33","100980333","11","1.39","0","0","0","0","0"
"0","1009804","4","1","100980401","0","0","0","0","0","0.8","1"
"0","1009804","2","2","100980402","0","0","vo_lsv_0401","vo_lsv","0","0","0"
"300","1009804","1","3","100980403","1","1.2","0","0","0","0","0"
"0","1009804","4","4","100980404","0","0","0","0","0","1.2","1"
"300","1009804","1","5","100980405","2","1.8","0","0","0","0","0"
"0","1009804","4","6","100980406","0","0","0","0","0","2.8","1"
"0","1009804","2","7","100980407","0","0","vo_lsv_0402","vo_lsv","0","0","0"
"355","1009804","1","8","100980408","3","2.35","0","0","0","0","0"
"0","1009804","4","9","100980409","0","0","0","0","0","3.35","1"
"0","1009804","2","10","100980410","0","0","vo_lsv_0403","vo_lsv","0","0","0"
"300","1009804","1","11","100980411","4","1.669","0","0","0","0","0"
"0","1009804","4","12","100980412","0","0","0","0","0","2.1","1"
"230","1009804","1","13","100980413","5","1.7","0","0","0","0","0"
"0","1009804","4","14","100980414","0","0","0","0","0","2","1"
"230","1009804","1","15","100980415","6","1.35","0","0","0","0","0"
"0","1009804","4","16","100980416","0","0","0","0","0","2.85","1"
"0","1009804","2","17","100980417","0","0","vo_lsv_0404","vo_lsv","0","0","0"
"327","1009804","1","18","100980418","7","1.51","0","0","0","0","0"
"0","1009804","4","19","100980419","0","0","0","0","0","1.61","1"
"327","1009804","1","20","100980420","7","1.29","0","0","327","0","0"
"0","1009804","4","21","100980421","0","0","0","0","0","1.949","1"
"300","1009804","1","22","100980422","8","1.925","0","0","0","0","0"
"0","1009805","4","1","100980501","0","0","0","0","0","0.8","1"
"0","1009805","2","2","100980502","0","0","vo_lsv_0501","vo_lsv","0","0","0"
"300","1009805","1","3","100980503","1","2.115","0","0","0","0","0"
"0","1009805","4","4","100980504","0","0","0","0","0","3.115","1"
"0","1009805","2","5","100980505","0","0","vo_lsv_0502","vo_lsv","0","0","0"
"310","1009805","1","6","100980506","2","1.743","0","0","0","0","0"
"0","1009805","4","7","100980507","0","0","0","0","0","2.743","1"
"0","1009805","2","8","100980508","0","0","vo_lsv_0503","vo_lsv","0","0","0"
"300","1009805","1","9","100980509","3","1.86","0","0","0","0","0"
"0","1009805","4","10","100980510","0","0","0","0","0","2.26","1"
"350","1009805","1","11","100980511","4","1.667","0","0","0","0","0"
"0","1009805","4","12","100980512","0","0","0","0","0","2.324","1"
"310","1009805","1","13","100980513","5","2.168","0","0","0","0","0"
"0","1009805","4","14","100980514","0","0","0","0","0","3.168","1"
"0","1009805","2","15","100980515","0","0","vo_lsv_0504","vo_lsv","0","0","0"
"300","1009805","1","16","100980516","6","1.752","0","0","0","0","0"
"0","1009805","4","17","100980517","0","0","0","0","0","2.276","1"
"300","1009805","1","18","100980518","7","1.43","0","0","0","0","0"
"0","1009805","4","19","100980519","0","0","0","0","0","1.43","1"
"300","1009805","1","20","100980520","7","0.749","0","0","300","0","0"
"0","1009805","4","21","100980521","0","0","0","0","0","1.749","1"
"0","1009805","2","22","100980522","0","0","vo_lsv_0505","vo_lsv","0","0","0"
"300","1009805","1","23","100980523","8","0.65","0","0","0","0","0"
"0","1009805","4","24","100980524","0","0","0","0","0","0.65","1"
"300","1009805","1","25","100980525","8","1.753","0","0","300","0","0"
"0","1009805","4","26","100980526","0","0","0","0","0","1.753","1"
"300","1009805","1","27","100980527","9","0.929","0","0","0","0","0"
"0","1009805","4","28","100980528","0","0","0","0","0","1.929","1"
"0","1009805","2","29","100980529","0","0","vo_lsv_0506","vo_lsv","0","0","0"
"300","1009805","1","30","100980530","10","0.536","0","0","0","0","0"
"0","1009805","4","31","100980531","0","0","0","0","0","0.536","1"
"300","1009805","1","32","100980532","10","1.438","0","0","300","0","0"
"0","1009805","4","33","100980533","0","0","0","0","0","1.438","1"
"327","1009805","1","34","100980534","11","2.426","0","0","0","0","0"
"0","1009806","4","1","100980601","0","0","0","0","0","0.8","1"
"0","1009806","2","2","100980602","0","0","vo_lsv_0601","vo_lsv","0","0","0"
"330","1009806","1","3","100980603","1","2.5","0","0","0","0","0"
"0","1009806","4","4","100980604","0","0","0","0","0","2.5","1"
"350","1009806","1","5","100980605","2","1.5","0","0","0","0","0"
"0","1009806","4","6","100980606","0","0","0","0","0","2.5","1"
"0","1009806","2","7","100980607","0","0","vo_lsv_0602","vo_lsv","0","0","0"
"325","1009806","1","8","100980608","3","1.9","0","0","0","0","0"
"0","1009806","4","9","100980609","0","0","0","0","0","1.9","1"
"300","1009806","1","10","100980610","4","1.744","0","0","0","0","0"
"0","1009806","4","11","100980611","0","0","0","0","0","2.329","1"
"300","1009806","1","12","100980612","5","1.049","0","0","0","0","0"
"0","1009806","4","13","100980613","0","0","0","0","0","1.049","1"
"210","1009806","1","14","100980614","6","1.093","0","0","0","0","0"
"0","1009806","4","15","100980615","0","0","0","0","0","2.093","1"
"0","1009806","2","16","100980616","0","0","vo_lsv_0603","vo_lsv","0","0","0"
"300","1009806","1","17","100980617","7","1.9","0","0","0","0","0"
"0","1009806","4","18","100980618","0","0","0","0","0","1.9","1"
"300","1009806","1","19","100980619","8","2.4","0","0","0","0","0"
"0","1009806","4","20","100980620","0","0","0","0","0","2.4","1"
"300","1009806","1","21","100980621","9","1.65","0","0","0","0","0"
"0","1009806","4","22","100980622","0","0","0","0","0","2.65","1"
"0","1009806","2","23","100980623","0","0","vo_lsv_0604","vo_lsv","0","0","0"
"300","1009806","1","24","100980624","10","1.763","0","0","0","0","0"
"0","1009806","4","25","100980625","0","0","0","0","0","1.763","1"
"320","1009806","1","26","100980626","11","1.308","0","0","0","0","0"
"0","1009806","4","27","100980627","0","0","0","0","0","2.308","1"
"0","1009806","2","28","100980628","0","0","vo_lsv_0605","vo_lsv","0","0","0"
"320","1009806","1","29","100980629","12","1","0","0","0","0","0"
"0","1009806","4","30","100980630","0","0","0","0","0","1","1"
"320","1009806","1","31","100980631","12","1.853","0","0","320","0","0"
"0","1009807","4","1","100980701","0","0","0","0","0","0.8","1"
"0","1009807","2","2","100980702","0","0","vo_lsv_0701","vo_lsv","0","0","0"
"300","1009807","1","3","100980703","1","1.355","0","0","0","0","0"
"0","1009807","4","4","100980704","0","0","0","0","0","1.355","1"
"300","1009807","1","5","100980705","2","1.126","0","0","0","0","0"
"0","1009807","4","6","100980706","0","0","0","0","0","1.126","1"
"300","1009807","1","7","100980707","3","1.641","0","0","0","0","0"
"0","1009807","4","8","100980708","0","0","0","0","0","2","1"
"0","1009807","2","9","100980709","0","0","vo_lsv_0702","vo_lsv","0","0","0"
"300","1009807","1","10","100980710","4","1.325","0","0","0","0","0"
"0","1009807","4","11","100980711","0","0","0","0","0","1.325","1"
"327","1009807","1","12","100980712","5","1.891","0","0","0","0","0"
"0","1009807","4","13","100980713","0","0","0","0","0","2.437","1"
"327","1009807","1","14","100980714","6","1.93","0","0","0","0","0"
"0","1009807","4","15","100980715","0","0","0","0","0","2.93","1"
"0","1009807","2","16","100980716","0","0","vo_lsv_0703","vo_lsv","0","0","0"
"300","1009807","1","17","100980717","7","1.84","0","0","0","0","0"
"0","1009807","4","18","100980718","0","0","0","0","0","2.361","1"
"300","1009807","1","19","100980719","8","1.38","0","0","0","0","0"
"0","1009807","4","20","100980720","0","0","0","0","0","1.38","1"
"300","1009807","1","21","100980721","9","1.399","0","0","0","0","0"
"0","1009807","4","22","100980722","0","0","0","0","0","2.399","1"
"0","1009807","2","23","100980723","0","0","vo_lsv_0704","vo_lsv","0","0","0"
"300","1009807","1","24","100980724","10","2.268","0","0","0","0","0"
"0","1009807","4","25","100980725","0","0","0","0","0","2.268","1"
"300","1009807","1","26","100980726","11","1.299","0","0","0","0","0"
"0","1009808","4","1","100980801","0","0","0","0","0","0.8","1"
"0","1009808","2","2","100980802","0","0","vo_lsv_0801","vo_lsv","0","0","0"
"300","1009808","1","3","100980803","1","1.4","0","0","0","0","0"
"0","1009808","4","4","100980804","0","0","0","0","0","1.4","1"
"300","1009808","1","5","100980805","2","1","0","0","0","0","0"
"0","1009808","4","6","100980806","0","0","0","0","0","2","1"
"0","1009808","2","7","100980807","0","0","vo_lsv_0802","vo_lsv","0","0","0"
"300","1009808","1","8","100980808","3","1.6","0","0","0","0","0"
"0","1009808","4","9","100980809","0","0","0","0","0","1.8","1"
"300","1009808","1","10","100980810","4","1","0","0","0","0","0"
"0","1009808","4","11","100980811","0","0","0","0","0","1","1"
"300","1009808","1","12","100980812","4","1.5","0","0","300","0","0"
"0","1009808","4","13","100980813","0","0","0","0","0","2.5","1"
"0","1009808","2","14","100980814","0","0","vo_lsv_0803","vo_lsv","0","0","0"
"320","1009808","1","15","100980815","5","1.9","0","0","0","0","0"
"0","1009808","4","16","100980816","0","0","0","0","0","2.5","1"
"350","1009808","1","17","100980817","6","1.3","0","0","0","0","0"
"0","1009808","4","18","100980818","0","0","0","0","0","2.3","1"
"0","1009808","2","19","100980819","0","0","vo_lsv_0804","vo_lsv","0","0","0"
"300","1009808","1","20","100980820","7","1.3","0","0","0","0","0"
"0","1009808","4","21","100980821","0","0","0","0","0","1.3","1"
"300","1009808","1","22","100980822","8","1.5","0","0","0","0","0"
"0","1009808","4","23","100980823","0","0","0","0","0","2.5","1"
"0","1009808","2","24","100980824","0","0","vo_lsv_0805","vo_lsv","0","0","0"
"300","1009808","1","25","100980825","9","1.4","0","0","0","0","0"
"0","1009808","4","26","100980826","0","0","0","0","0","2.6","1"
"0","1009808","2","27","100980827","0","0","vo_lsv_0806","vo_lsv","0","0","0"
"327","1009808","1","28","100980828","10","1.363","0","0","15","0","0"
"0","1009809","4","1","100980901","0","0","0","0","0","0.8","1"
"0","1009809","2","2","100980902","0","0","vo_lsv_0901","vo_lsv","0","0","0"
"300","1009809","1","3","100980903","1","2.1","0","0","0","0","0"
"0","1009809","4","4","100980904","0","0","0","0","0","2.9","1"
"0","1009809","2","5","100980905","0","0","vo_lsv_0902","vo_lsv","0","0","0"
"327","1009809","1","6","100980906","2","2.46","0","0","0","0","0"
"0","1009809","4","7","100980907","0","0","0","0","0","2.64","1"
"327","1009809","1","8","100980908","2","1.845","0","0","327","0","0"
"0","1009809","4","9","100980909","0","0","0","0","0","1.85","1"
"300","1009809","1","10","100980910","3","1.735","0","0","0","0","0"
"0","1009809","4","11","100980911","0","0","0","0","0","2","1"
"0","1009809","2","12","100980912","0","0","vo_lsv_0903","vo_lsv","0","0","0"
"327","1009809","1","13","100980913","4","2.484","0","0","0","0","0"
"0","1009809","4","14","100980914","0","0","0","0","0","2.663","1"
"327","1009809","1","15","100980915","4","1.546","0","0","327","0","0"
"0","1009809","4","16","100980916","0","0","0","0","0","1.55","1"
"327","1009809","1","17","100980917","5","1.205","0","0","0","0","0"
"0","1009809","4","18","100980918","0","0","0","0","0","1.5","1"
"0","1009809","2","19","100980919","0","0","vo_lsv_0904","vo_lsv","0","0","0"
"327","1009809","1","20","100980920","6","2.079","0","0","0","0","0"
"0","1009809","4","21","100980921","0","0","0","0","0","2.4","1"
"327","1009809","1","22","100980922","7","2.05","0","0","0","0","0"
"0","1009809","4","23","100980923","0","0","0","0","0","2.35","1"
"327","1009809","1","24","100980924","8","2.55","0","0","0","0","0"
"0","1009810","4","1","100981001","0","0","0","0","0","0.8","1"
"0","1009810","2","2","100981002","0","0","vo_lsv_1001","vo_lsv","0","0","0"
"300","1009810","1","3","100981003","1","1.707","0","0","0","0","0"
"0","1009810","4","4","100981004","0","0","0","0","0","1.717","1"
"120","1009810","1","5","100981005","2","0.75","0","0","0","0","0"
"0","1009810","4","6","100981006","0","0","0","0","0","1.15","1"
"327","1009810","1","7","100981007","2","1.46","0","0","120","0","0"
"0","1009810","4","8","100981008","0","0","0","0","0","1.66","1"
"327","1009810","1","9","100981009","3","2.03","0","0","0","0","0"
"0","1009810","4","10","100981010","0","0","0","0","0","2.23","1"
"327","1009810","1","11","100981011","3","1.732","0","0","327","0","0"
"0","1009810","4","12","100981012","0","0","0","0","0","2.5","1"
"0","1009810","2","13","100981013","0","0","vo_lsv_1002","vo_lsv","0","0","0"
"300","1009810","1","14","100981014","4","1.9","0","0","0","0","0"
"0","1009810","4","15","100981015","0","0","0","0","0","1.949","1"
"327","1009810","1","16","100981016","5","2.05","0","0","0","0","0"
"0","1009810","4","17","100981017","0","0","0","0","0","2.08","1"
"327","1009810","1","18","100981018","5","0.8","0","0","327","0","0"
"0","1009810","4","19","100981019","0","0","0","0","0","2","1"
"0","1009810","2","20","100981020","0","0","vo_lsv_1003","vo_lsv","0","0","0"
"116","1009810","1","21","100981021","6","1.575","0","0","0","0","0"
"0","1009810","4","22","100981022","0","0","0","0","0","1.6","1"
"300","1009810","1","23","100981023","6","1.243","0","0","116","0","0"
"0","1009810","4","24","100981024","0","0","0","0","0","3","1"
"0","1009810","2","25","100981025","0","0","vo_lsv_1004","vo_lsv","0","0","0"
"300","1009810","1","26","100981026","7","1.867","0","0","0","0","0"
"0","1009810","4","27","100981027","0","0","0","0","0","2.067","1"
"327","1009810","1","28","100981028","8","0.956","0","0","0","0","0"
"0","1009810","4","29","100981029","0","0","0","0","0","1","1"
"160","1009810","1","30","100981030","9","1.851","0","0","0","0","0"
"0","1009810","4","31","100981031","0","0","0","0","0","1.88","1"
"160","1009810","1","32","100981032","9","1.172","0","0","160","0","0"
"0","1009810","4","33","100981033","0","0","0","0","0","2.5","1"
"0","1009810","2","34","100981034","0","0","vo_lsv_1005","vo_lsv","0","0","0"
"52","1009810","1","35","100981035","10","0.95","0","0","0","0","0"
"0","1009810","4","36","100981036","0","0","0","0","0","1.1","1"
"300","1009810","1","37","100981037","10","1.392","0","0","52","0","0"
"0","1009811","4","1","100981101","0","0","0","0","0","0.8","1"
"0","1009811","2","2","100981102","0","0","vo_lsv_1101","vo_lsv","0","0","0"
"300","1009811","1","3","100981103","1","1.813","0","0","0","0","0"
"0","1009811","4","4","100981104","0","0","0","0","0","2","1"
"280","1009811","1","5","100981105","2","1.065","0","0","0","0","0"
"0","1009811","4","6","100981106","0","0","0","0","0","1.095","1"
"327","1009811","1","7","100981107","3","2.176","0","0","0","0","0"
"0","1009811","4","8","100981108","0","0","0","0","0","3.1","1"
"0","1009811","2","9","100981109","0","0","vo_lsv_1102","vo_lsv","0","0","0"
"327","1009811","1","10","100981110","4","1.283","0","0","0","0","0"
"0","1009811","4","11","100981111","0","0","0","0","0","1.31","1"
"327","1009811","1","12","100981112","5","2.351","0","0","0","0","0"
"0","1009811","4","13","100981113","0","0","0","0","0","2.381","1"
"327","1009811","1","14","100981114","6","2.037","0","0","0","0","0"
"0","1009811","4","15","100981115","0","0","0","0","0","3","1"
"0","1009811","2","16","100981116","0","0","vo_lsv_1103","vo_lsv","0","0","0"
"327","1009811","1","17","100981117","7","2.637","0","0","0","0","0"
"0","1009811","4","18","100981118","0","0","0","0","0","3.23","1"
"327","1009811","1","19","100981119","8","1.789","0","0","0","0","0"
"0","1009811","4","20","100981120","0","0","0","0","0","1.81","1"
"167","1009811","1","21","100981121","9","0.763","0","0","0","0","0"
"0","1009811","4","22","100981122","0","0","0","0","0","0.893","1"
"327","1009811","1","23","100981123","9","1.079","0","0","167","0","0"
"0","1009811","4","24","100981124","0","0","0","0","0","1.1","1"
"327","1009811","1","25","100981125","9","1.424","0","0","327","0","0"
"0","1009811","4","26","100981126","0","0","0","0","0","2.5","1"
"0","1009811","2","27","100981127","0","0","vo_lsv_1104","vo_lsv","0","0","0"
"350","1009811","1","28","100981128","10","2.2","0","0","0","0","0"
"0","1009811","4","29","100981129","0","0","0","0","0","2.25","1"
"350","1009811","1","30","100981130","10","0.85","0","0","350","0","0"
"0","1009811","4","31","100981131","0","0","0","0","0","1.05","1"
"300","1009811","1","32","100981132","11","1.6","0","0","0","0","0"
"0","1009812","4","1","100981201","0","0","0","0","0","0.8","1"
"0","1009812","2","2","100981202","0","0","vo_lsv_1201","vo_lsv","0","0","0"
"300","1009812","1","3","100981203","1","2.379","0","0","0","0","0"
"0","1009812","4","4","100981204","0","0","0","0","0","3.5","1"
"0","1009812","2","5","100981205","0","0","vo_lsv_1202","vo_lsv","0","0","0"
"327","1009812","1","6","100981206","2","1.623","0","0","0","0","0"
"0","1009812","4","7","100981207","0","0","0","0","0","1.63","1"
"327","1009812","1","8","100981208","3","2.644","0","0","0","0","0"
"0","1009812","4","9","100981209","0","0","0","0","0","3.5","1"
"0","1009812","2","10","100981210","0","0","vo_lsv_1203","vo_lsv","0","0","0"
"300","1009812","1","11","100981211","4","1.502","0","0","0","0","0"
"0","1009812","4","12","100981212","0","0","0","0","0","1.51","1"
"327","1009812","1","13","100981213","5","2.171","0","0","0","0","0"
"0","1009812","4","14","100981214","0","0","0","0","0","2.2","1"
"155","1009812","1","15","100981215","6","1.319","0","0","0","0","0"
"0","1009812","4","16","100981216","0","0","0","0","0","1.8","1"
"0","1009812","2","17","100981217","0","0","vo_lsv_1204","vo_lsv","0","0","0"
"300","1009812","1","18","100981218","6","1.03","0","0","155","0","0"
"0","1009812","4","19","100981219","0","0","0","0","0","2","1"
"0","1009812","2","20","100981220","0","0","vo_lsv_1205","vo_lsv","0","0","0"
"300","1009812","1","21","100981221","7","3.21","0","0","0","0","0"
"0","1009812","4","22","100981222","0","0","0","0","0","3.25","1"
"327","1009812","1","23","100981223","8","0.887","0","0","0","0","0"
"0","1009812","4","24","100981224","0","0","0","0","0","2.25","1"
"0","1009812","2","25","100981225","0","0","vo_lsv_1206","vo_lsv","0","0","0"
"300","1009812","1","26","100981226","9","1.602","0","0","0","0","0"
"0","1009812","4","27","100981227","0","0","0","0","0","1.7","1"
"327","1009812","1","28","100981228","10","2.476","0","0","0","0","0"
"0","1009812","4","29","100981229","0","0","0","0","0","3.5","1"
"0","1009812","2","30","100981230","0","0","vo_lsv_1207","vo_lsv","0","0","0"
"355","1009812","1","31","100981231","11","1.155","0","0","0","0","0"
"0","1009812","4","32","100981232","0","0","0","0","0","1.18","1"
"355","1009812","1","33","100981233","11","1.28","0","0","355","0","0"
"0","1009813","4","1","100981301","0","0","0","0","0","0.8","1"
"0","1009813","2","2","100981302","0","0","vo_lsv_1301","vo_lsv","0","0","0"
"300","1009813","1","3","100981303","1","2.09","0","0","0","0","0"
"0","1009813","4","4","100981304","0","0","0","0","0","2.12","1"
"340","1009813","1","5","100981305","2","2.649","0","0","0","0","0"
"0","1009813","4","6","100981306","0","0","0","0","0","3.6","1"
"0","1009813","2","7","100981307","0","0","vo_lsv_1302","vo_lsv","0","0","0"
"300","1009813","1","8","100981308","3","2.138","0","0","0","0","0"
"0","1009813","4","9","100981309","0","0","0","0","0","2.17","1"
"327","1009813","1","10","100981310","4","2.111","0","0","0","0","0"
"0","1009813","4","11","100981311","0","0","0","0","0","2.45","1"
"327","1009813","1","12","100981312","5","2","0","0","0","0","0"
"0","1009813","4","13","100981313","0","0","0","0","0","2.3","1"
"290","1009813","1","14","100981314","6","1.354","0","0","0","0","0"
"0","1009813","4","15","100981315","0","0","0","0","0","3","1"
"0","1009813","2","16","100981316","0","0","vo_lsv_1303","vo_lsv","0","0","0"
"300","1009813","1","17","100981317","7","1.539","0","0","0","0","0"
"0","1009813","4","18","100981318","0","0","0","0","0","1.569","1"
"0","1009813","1","19","100981319","8","0.732","0","0","0","0","0"
"0","1009813","4","20","100981320","0","0","0","0","0","1.08","1"
"300","1009813","1","21","100981321","8","1.207","0","0","0","0","0"
"0","1009813","4","22","100981322","0","0","0","0","0","1.407","1"
"327","1009813","1","23","100981323","9","1.798","0","0","0","0","0"
"0","1009813","4","24","100981324","0","0","0","0","0","2.7","1"
"0","1009813","2","25","100981325","0","0","vo_lsv_1304","vo_lsv","0","0","0"
"300","1009813","1","26","100981326","10","1.633","0","0","0","0","0"
"0","1009814","4","1","100981401","0","0","0","0","0","0.8","1"
