c6d8735998e300c1c14c73ed7799f4bd3e666bfbb6408b853aeaa351ddd3799e,f650db0d72f30f5ef92e57bcff218fcdbd44c952979df406dd049e6fa27b1dc0,7669e5d67fabcffa203944244c6a005761bde23c856f9705112e0d65077f84cc,da2f3c3fe3779c9bb0efaa4062ff2b5687c22853f09abeb72c3952f6537f15fb,2e9b6137ec4c0c05144994949426381a2a35c3b14119e44e278cfd3b158f9634,cd89bbbe2f39bb9b70a05de8c0a41a7491607d6e1024d56dce35e54e2f23f955,8a0710d5b4b61559bf226c76b96fca1f83381613c020bbe8068d5ade9af24ca5,0512aa0835dd6914e701bb5a78f733f35839cfd3bc429070def0a7f46593810f,3df362efd8f116c4e770e58549cf15b83523e9f1522e656ea59bcc75eafa6a47,3876aaf07a69e33003e1485ed85c167b382b728453c2dcb54e20fa20c4cd05a7,0ce46bbf52657497c897a8ff849d9ada4bc9f795fca14432aa81b83836fb2619,5c29d7850dd675c4f467d7c67db09427889a6e5ef3a308d1aaffb94c672b7278,7186d21af7568aeb6c8b073e2927ed3c5a6a098164eaaa1742d17b43d4f3bb04,4ac75e37565c12d82a0d2d4fc857b9fbde9d2803191582abde764fe041b92a55,dbf8fe5a57b206adf013bd1ae94d7c752fbea028eea84dd8fc5446b0e02cb5c0,bb1195240eb47f0002f5037cad43f95ecc6f5b02b53d8f98f9432dc4b64751e1
"11801","0","11805","11802","10063","0","6","11804","118","115","0","0","3","5","11803","2"
"11901","0","11905","11902","10035","0","3","11904","119","116","0","0","3","8","11903","2"
"12001","0","12005","12002","10051","0","5","12004","120","117","0","0","4","2","12003","2"
"12101","0","12105","12102","10023","0","2","12104","121","118","0","0","4","5","12103","2"
"12201","0","0","12202","11004","0","100","0","122","119","0","0","4","8","0","2"
"12301","0","12305","12302","10061","0","6","12304","123","120","0","0","5","2","12303","2"
"12401","0","12405","12402","10042","0","4","12404","124","121","0","0","5","5","12403","2"
"12501","0","12505","12502","10073","0","7","12504","125","122","0","0","5","8","12503","2"
"12601","0","0","12602","11015","0","101","0","126","123","0","0","6","2","12603","2"
"12701","0","12705","12702","10033","0","3","12704","127","124","0","0","6","5","12703","2"
"12801","0","12805","12802","10054","0","5","12804","128","125","0","0","6","8","12803","2"
"12901","0","12905","12902","10011","0","1","12904","129","126","0","0","7","2","12903","2"
"13001","0","13005","13002","10052","0","5","13004","130","127","0","0","7","5","13003","2"
"13101","0","13105","13102","10064","0","6","13104","131","128","0","0","7","8","13103","2"
"13201","0","13205","13202","10025","0","2","13204","132","129","0","0","8","2","13203","2"
"13301","0","0","13302","11011","0","101","0","133","130","0","0","8","5","13303","2"
"13401","0","0","0","11014","0","101","0","134","131","0","0","8","8","0","2"
"13501","0","13505","13502","10015","0","1","13504","135","132","0","0","9","2","13503","2"
"13601","0","13605","13602","10041","0","4","13604","136","133","0","0","9","5","13603","2"
"13701","0","13705","13702","10055","0","5","13704","137","134","0","0","9","8","13703","2"
"13801","0","13805","13802","10056","0","5","13804","138","135","136","137","10","5","13803","2"
"13901","0","13905","13902","10063","0","6","13904","139","138","0","0","11","2","13903","2"
"14001","0","14005","14002","10054","0","5","14004","140","138","0","0","11","5","14003","2"
"14101","0","14105","14102","10031","0","3","14104","141","138","0","0","11","8","14103","2"
"14201","0","14205","14202","10022","0","2","14204","142","139","0","0","12","2","14203","2"
"14301","0","14305","14302","10014","0","1","14304","143","140","0","0","12","5","14303","2"
"14401","0","14405","14402","10025","0","2","14404","144","141","0","0","12","8","14403","2"
"14501","0","14505","14502","10071","0","7","14504","145","142","0","0","13","2","14503","2"
"14601","0","14605","14602","10052","0","5","14604","146","143","0","0","13","5","14603","2"
"14701","0","0","14702","11013","0","101","0","147","144","0","0","13","8","0","2"
"14801","0","0","14802","11014","0","101","0","148","145","0","0","14","2","0","2"
"14901","0","14905","14902","10013","0","1","14904","149","146","0","0","14","5","14903","2"
"15001","0","15005","15002","10055","0","5","15004","150","147","0","0","14","8","15003","2"
"15101","0","15105","15102","10051","0","5","15104","151","148","0","0","15","2","15103","2"
"15201","0","0","0","11001","0","100","0","152","149","0","0","15","5","0","2"
"15301","0","0","15302","11012","0","101","0","153","150","0","0","15","8","0","2"
"15401","0","15405","15402","10023","0","2","15404","154","151","0","0","16","2","15403","2"
"15501","0","15505","15502","10054","0","5","15504","155","152","0","0","16","5","15503","2"
"15601","0","15605","15602","10021","0","2","15604","156","153","0","0","16","8","15603","2"
"15701","0","15705","15702","10034","0","3","15704","157","154","0","0","17","2","15703","2"
"15801","0","15805","15802","10065","0","6","15804","158","155","0","0","17","5","15803","2"
"15901","0","15905","15902","10072","0","7","15904","159","156","0","0","17","8","15903","2"
"16001","0","16005","16002","10033","0","3","16004","160","157","0","0","18","2","16003","2"
"16101","0","0","16102","11004","0","100","0","161","158","0","0","18","5","16103","2"
"16201","0","16205","16202","10015","0","1","16204","162","159","0","0","18","8","16203","2"
"16301","0","16305","16302","10032","0","3","16304","163","160","0","0","19","2","16303","2"
"16401","0","16405","16402","10053","0","5","16404","164","161","0","0","19","5","16403","2"
"16501","0","16505","16502","10055","0","5","16504","165","162","0","0","19","8","16503","2"
"16601","0","16605","16602","10036","0","3","16604","166","163","164","165","20","5","16603","2"
"16701","0","16705","16702","10061","0","6","16704","167","166","0","0","21","2","16703","2"
"16801","0","16805","16802","10053","0","5","16804","168","166","0","0","21","5","16803","2"
"16901","0","16905","16902","10044","0","4","16904","169","166","0","0","21","8","16903","2"
"17001","0","17005","17002","10065","0","6","17004","170","167","0","0","22","2","17003","2"
"17101","0","17105","17102","10051","0","5","17104","171","168","0","0","22","5","17103","2"
"17201","0","17205","17202","10041","0","4","17204","172","169","0","0","22","8","17203","2"
"17301","0","17305","17302","10012","0","1","17304","173","170","0","0","23","2","17303","2"
"17401","0","17405","17402","10075","0","7","17404","174","171","0","0","23","5","17403","2"
"17501","0","17505","17502","10031","0","3","17504","175","172","0","0","23","8","17503","2"
"17601","0","0","17602","11003","0","100","0","176","173","0","0","24","2","0","2"
"17701","0","0","17702","11014","0","101","0","177","174","0","0","24","5","17703","2"
"17801","0","17805","17802","10011","0","1","17804","178","175","0","0","24","8","17803","2"
"17901","0","17905","17902","10013","0","1","17904","179","176","0","0","25","2","17903","2"
"18001","0","18005","18002","10034","0","3","18004","180","177","0","0","25","5","18003","2"
"18101","0","0","18102","11005","0","100","0","181","178","0","0","25","8","0","2"
"18201","0","18205","18202","10062","0","6","18204","182","179","0","0","26","2","18203","2"
"18301","0","18305","18302","10043","0","4","18304","183","180","0","0","26","5","18303","2"
"18401","0","18405","18402","10054","0","5","18404","184","181","0","0","26","8","18403","2"
"18501","0","18505","18502","10011","0","1","18504","185","182","0","0","27","2","18503","2"
"18601","0","18605","18602","10014","0","1","18604","186","183","0","0","27","5","18603","2"
"18701","0","18705","18702","10045","0","4","18704","187","184","0","0","27","8","18703","2"
"18801","0","18805","18802","10012","0","1","18804","188","185","0","0","28","2","18803","2"
"18901","0","0","18902","11013","0","101","0","189","186","0","0","28","5","18903","2"
"19001","0","0","19002","11001","0","100","0","190","187","0","0","28","8","0","2"
"19101","0","19105","19102","10042","0","4","19104","191","188","0","0","29","2","19103","2"
"19201","0","19205","19202","10073","0","7","19204","192","189","0","0","29","5","19203","2"
"19301","0","19305","19302","10035","0","3","19304","193","190","0","0","29","8","19303","2"
"19401","0","19405","19402","10026","0","2","19404","194","191","192","193","30","5","19403","2"
"19501","0","0","19502","11001","0","100","0","195","194","0","0","31","2","19503","2"
"19601","0","19605","19602","10033","0","3","19604","196","194","0","0","31","5","19603","2"
"19701","0","19705","19702","10024","0","2","19704","197","194","0","0","31","8","19703","2"
"19801","0","19805","19802","10055","0","5","19804","198","195","0","0","32","2","19803","2"
"19901","0","0","19902","11012","0","101","0","199","196","0","0","32","5","19903","2"
"20001","0","20005","20002","10043","0","4","20004","200","197","0","0","32","8","20003","2"
"20101","0","20105","20102","10045","0","4","20104","201","198","0","0","33","2","20103","2"
"20201","0","20205","20202","10021","0","2","20204","202","199","0","0","33","5","20203","2"
"20301","0","20305","20302","10042","0","4","20304","203","200","0","0","33","8","20303","2"
"20401","0","0","20402","11005","0","100","0","204","201","0","0","34","2","20403","2"
"20501","0","20505","20502","10042","0","4","20504","205","202","0","0","34","5","20503","2"
"20601","0","20605","20602","10024","0","2","20604","206","203","0","0","34","8","20603","2"
"20701","0","20705","20702","10031","0","3","20704","207","204","0","0","35","2","20703","2"
"20801","0","20805","20802","10032","0","3","20804","208","205","0","0","35","5","20803","2"
"20901","0","0","20902","11003","0","100","0","209","206","0","0","35","8","20903","2"
"21001","0","21005","21002","10044","0","4","21004","210","207","0","0","36","2","21003","2"
"21101","0","21105","21102","10041","0","4","21104","211","208","0","0","36","5","21103","2"
"21201","0","21205","21202","10043","0","4","21204","212","209","0","0","36","8","21203","2"
"21301","0","21305","21302","10025","0","2","21304","213","210","0","0","37","2","21303","2"
"21401","0","21405","21402","10032","0","3","21404","214","211","0","0","37","5","21403","2"
"21501","0","21505","21502","10054","0","5","21504","215","212","0","0","37","8","21503","2"
"21601","0","21605","21602","10025","0","2","21604","216","213","0","0","38","2","21603","2"
"21701","0","0","21702","11002","0","100","0","217","214","0","0","38","5","21703","2"
"21801","0","21805","21802","10023","0","2","21804","218","215","0","0","38","8","21803","2"
"21901","0","21905","21902","10034","0","3","21904","219","216","0","0","39","2","21903","2"
"22001","0","22005","22002","10031","0","3","22004","220","217","0","0","39","5","22003","2"
"22101","0","22105","22102","10022","0","2","22104","221","218","0","0","39","8","22103","2"
"22201","0","22205","22202","10046","0","4","22204","222","219","220","221","40","5","22203","2"
"22301","0","0","0","11012","0","101","0","223","0","0","0","1","2","0","3"
"22401","0","22405","22402","10021","0","2","22404","224","0","0","0","1","5","22403","3"
"22501","0","22505","22502","10063","0","6","22504","225","0","0","0","1","8","22503","3"
"22601","0","22605","22602","10025","0","2","22604","226","223","0","0","2","2","22603","3"
"22701","0","22705","22702","10024","0","2","22704","227","224","0","0","2","5","22703","3"
"22801","0","22805","22802","10045","0","4","22804","228","225","0","0","2","8","22803","3"
"22901","0","0","0","11013","0","101","0","229","226","0","0","3","2","0","3"
"23001","0","23005","23002","10044","0","4","23004","230","227","0","0","3","5","23003","3"
"23101","0","23105","23102","10072","0","7","23104","231","228","0","0","3","8","23103","3"
"23201","0","0","0","11015","0","101","0","232","229","0","0","4","2","0","3"
"23301","0","0","0","11003","0","100","0","233","230","0","0","4","5","0","3"
"23401","0","23405","23402","10041","0","4","23404","234","231","0","0","4","8","23403","3"
"23501","0","23505","23502","10016","0","1","23504","235","232","233","234","5","5","23503","3"
"23601","0","23605","23602","10064","0","6","23604","236","235","0","0","6","2","23603","3"
"23701","0","23705","23702","10071","0","7","23704","237","235","0","0","6","5","23703","3"
"23801","0","23805","23802","10023","0","2","23804","238","235","0","0","6","8","23803","3"
"23901","0","23905","23902","10065","0","6","23904","239","236","0","0","7","2","23903","3"
"24001","0","0","0","11013","0","101","0","240","237","0","0","7","5","0","3"
"24101","0","0","0","11011","0","101","0","241","238","0","0","7","8","0","3"
"24201","0","24205","24202","10074","0","7","24204","242","239","0","0","8","2","24203","3"
"24301","0","0","0","11002","0","100","0","243","240","0","0","8","5","0","3"
"24401","0","24405","24402","10024","0","2","24404","244","241","0","0","8","8","24403","3"
"24501","0","24505","24502","10062","0","6","24504","245","242","0","0","9","2","24503","3"
"24601","0","0","0","11005","0","100","0","246","243","0","0","9","5","0","3"
"24701","0","24705","24702","10061","0","6","24704","247","244","0","0","9","8","24703","3"
"24801","0","24805","24802","10056","0","5","24804","248","245","246","247","10","5","24803","3"
"24901","0","24905","24902","10022","0","2","24904","249","248","0","0","11","2","24903","3"
"25001","0","25005","25002","10075","0","7","25004","250","248","0","0","11","5","25003","3"
"25101","0","25105","25102","10044","0","4","25104","251","248","0","0","11","8","25103","3"
"25201","0","0","0","11003","0","100","0","252","249","0","0","12","2","0","3"
"25301","0","25305","25302","10025","0","2","25304","253","250","0","0","12","5","25303","3"
"25401","0","25405","25402","10073","0","7","25404","254","251","0","0","12","8","25403","3"
"25501","0","0","0","11014","0","101","0","255","252","0","0","13","2","0","3"
"25601","0","25605","25602","10064","0","6","25604","256","253","0","0","13","5","25603","3"
"25701","0","25705","25702","10042","0","4","25704","257","254","0","0","13","8","25703","3"
"25801","0","0","0","11002","0","100","0","258","255","0","0","14","2","0","3"
"25901","0","25905","25902","10071","0","7","25904","259","256","0","0","14","5","25903","3"
"26001","0","0","0","11004","0","100","0","260","257","0","0","14","8","0","3"
"26101","0","26105","26102","10036","0","3","26104","261","258","259","260","15","5","26103","3"
"26201","0","26205","26202","10041","0","4","26204","262","261","0","0","16","2","26203","3"
"26301","0","26305","26302","10065","0","6","26304","263","261","0","0","16","5","26303","3"
"26401","0","0","0","11012","0","101","0","264","261","0","0","16","8","0","3"
"26501","0","26505","26502","10025","0","2","26504","265","262","0","0","17","2","26503","3"
"26601","0","0","0","11001","0","100","0","266","263","0","0","17","5","0","3"
"26701","0","26705","26702","10075","0","7","26704","267","264","0","0","17","8","26703","3"
"26801","0","26805","26802","10023","0","2","26804","268","265","0","0","18","2","26803","3"
"26901","0","0","0","11014","0","101","0","269","266","0","0","18","5","0","3"
"27001","0","27005","27002","10021","0","2","27004","270","267","0","0","18","8","27003","3"
"27101","0","0","0","11011","0","101","0","271","268","0","0","19","2","0","3"
"27201","0","27205","27202","10073","0","7","27204","272","269","0","0","19","5","27203","3"
"27301","0","27305","27302","10042","0","4","27304","273","270","0","0","19","8","27303","3"
"27401","0","27405","27402","10056","0","5","27404","274","271","272","273","20","5","27403","3"
"27501","0","0","0","11005","0","100","0","275","274","0","0","21","2","0","3"
"27601","0","27605","27602","10074","0","7","27604","276","274","0","0","21","5","27603","3"
"27701","0","27705","27702","10043","0","4","27704","277","274","0","0","21","8","27703","3"
"27801","0","0","0","11001","0","100","0","278","275","0","0","22","2","0","3"
"27901","0","27905","27902","10063","0","6","27904","279","276","0","0","22","5","27903","3"
"28001","0","28005","28002","10045","0","4","28004","280","277","0","0","22","8","28003","3"
"28101","0","28105","28102","10022","0","2","28104","281","278","0","0","23","2","28103","3"
"28201","0","0","0","11004","0","100","0","282","279","0","0","23","5","0","3"
"28301","0","0","0","11015","0","101","0","283","280","0","0","23","8","0","3"
"28401","0","28405","28402","10061","0","6","28404","284","281","0","0","24","2","28403","3"
"28501","0","0","0","11005","0","100","0","285","282","0","0","24","5","0","3"
"28601","0","28605","28602","10071","0","7","28604","286","283","0","0","24","8","28603","3"
"28701","0","28705","28702","10036","0","3","28704","287","284","285","286","25","5","28703","3"
"28801","0","28805","28802","10065","0","6","28804","288","287","0","0","26","2","28803","3"
"28901","0","0","0","11011","0","101","0","289","287","0","0","26","5","0","3"
"29001","0","29005","29002","10023","0","2","29004","290","287","0","0","26","8","29003","3"
"29101","0","29105","29102","10072","0","7","29104","291","288","0","0","27","2","29103","3"
"29201","0","0","0","11003","0","100","0","292","289","0","0","27","5","0","3"
"29301","0","29305","29302","10044","0","4","29304","293","290","0","0","27","8","29303","3"
"29401","0","29405","29402","10062","0","6","29404","294","291","0","0","28","2","29403","3"
"29501","0","29505","29502","10043","0","4","29504","295","292","0","0","28","5","29503","3"
"29601","0","29605","29602","10063","0","6","29604","296","293","0","0","28","8","29603","3"
"29701","0","29705","29702","10021","0","2","29704","297","294","0","0","29","2","29703","3"
"29801","0","29805","29802","10062","0","6","29804","298","295","0","0","29","5","29803","3"
"29901","0","0","0","11004","0","100","0","299","296","0","0","29","8","0","3"
"30001","0","30005","30002","10016","0","1","30004","300","297","298","299","30","5","30003","3"
"30101","0","30105","30102","10042","0","4","30104","301","300","0","0","31","2","30103","3"
"30201","0","0","0","11013","0","101","0","302","300","0","0","31","5","0","3"
"30301","0","30305","30302","10045","0","4","30304","303","300","0","0","31","8","30303","3"
"30401","0","30405","30402","10023","0","2","30404","304","301","0","0","32","2","30403","3"
"30501","0","30505","30502","10041","0","4","30504","305","302","0","0","32","5","30503","3"
"30601","0","30605","30602","10075","0","7","30604","306","303","0","0","32","8","30603","3"
"30701","0","0","0","11012","0","101","0","307","304","0","0","33","2","0","3"
"30801","0","30805","30802","10024","0","2","30804","308","305","0","0","33","5","30803","3"
"30901","0","30905","30902","10021","0","2","30904","309","306","0","0","33","8","30903","3"
"31001","0","31005","31002","10043","0","4","31004","310","307","0","0","34","2","31003","3"
"31101","0","31105","31102","10061","0","6","31104","311","308","0","0","34","5","31103","3"
"31201","0","0","0","11002","0","100","0","312","309","0","0","34","8","0","3"
"31301","0","31305","31302","10036","0","3","31304","313","310","311","312","35","5","31303","3"
"31401","0","31405","31402","10073","0","7","31404","314","313","0","0","36","2","31403","3"
"31501","0","31505","31502","10041","0","4","31504","315","313","0","0","36","5","31503","3"
"31601","0","0","0","11014","0","101","0","316","313","0","0","36","8","0","3"
"31701","0","31705","31702","10025","0","2","31704","317","314","0","0","37","2","31703","3"
"31801","0","31805","31802","10043","0","4","31804","318","315","0","0","37","5","31803","3"
"31901","0","0","0","11001","0","100","0","319","316","0","0","37","8","0","3"
"32001","0","32005","32002","10022","0","2","32004","320","317","0","0","38","2","32003","3"
"32101","0","32105","32102","10064","0","6","32104","321","318","0","0","38","5","32103","3"
