16cfe77365678d5a3f47a52138a646b9b068fe38e25760c77a2527fae0c6cdc2,7260f54ada091c0ca91804015c8ce0798828d2f4ee0d5e276559a80086cef454,d738e20a4463038c2c269f9f48c4ffd937db23bfe40fe40ca9819bfb53c3b17c,b527c8678034c9c277c0b5054e773ee8261b3ede08a6be95c983ef247ab05544,d3fedc658e32d6cc59c869f1312dab41fd39402f3fb1f3098fa1f15988b889e3,4cfc417f6c09e85b0b88890e6bb23055c97aa1e1f8c49e59a6212c8df148a7e3,8971bb4a62ca259aba96b6fad4f75d0322c3e62f79c2fd31cb47b770806c6aeb,462bd0bb0a575928ecffa7a925f40f548f67df92cb0540ee29b5797c1c865a99,147a1ae608e4713cad86c9b811113ed33da8202d20e7ce5a4d06717bf9c2500d,b0c4bb0c53bcd9ead3d973f8411ab95906363c5ba886a4537251ad061e63eece,0515593d29232458fe263e33145af0304c31fd4e82627b2c986d387c7ce8b3b3,72bf8208449458ac6288e94db344dc87e2c7699c6c3350c4e7dd526ac96308c7
"999","1","2030/08/01 14:59:59","2022/04/18 00:00:00","0","28016","0","0","17","能夠交換特定角色記憶碎片的交換券。","0","千歌的記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2022/04/18 00:00:00","0","28017","0","0","17","能夠交換特定角色記憶碎片的交換券。","0","霞的記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2022/04/18 00:00:00","0","28018","0","0","17","能夠交換特定角色記憶碎片的交換券。","0","莫妮卡的記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2024/10/01 00:00:00","0","28025","0","0","17","能夠交換特定角色記憶碎片的交換券。","0","秋季特賣 記憶碎片交換券2024"
"999","1","2030/08/01 14:59:59","2024/10/01 00:00:00","0","28026","0","0","17","能夠交換特定角色純淨記憶碎片的交換券。","0","秋季特賣 純淨記憶碎片交換券2024"
"999","1","2030/08/01 14:59:59","2025/02/01 00:00:00","0","28027","0","0","17","能夠交換特定角色記憶碎片的交換券。","0","6.5周年記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2025/02/01 00:00:00","0","28028","0","0","17","能夠交換特定角色純淨記憶碎片的交換券。","0","6.5周年純淨記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2025/05/01 00:00:00","0","28029","0","0","17","能夠交換特定角色記憶碎片的交換券。","0","春夏特賣記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2025/05/01 00:00:00","0","28030","0","0","17","能夠交換特定角色純淨記憶碎片的交換券。","0","春夏特賣純淨記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2025/08/01 00:00:00","0","28031","0","0","17","能夠交換特定角色記憶碎片的交換券。","0","7周年記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2025/08/01 00:00:00","0","28032","0","0","17","能夠交換特定角色純淨記憶碎片的交換券。","0","7周年純淨記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2025/10/01 00:00:00","0","28033","0","0","17","能夠交換特定角色記憶碎片的交換券。","0","秋冬特賣 記憶碎片交換券2025"
"999","1","2030/08/01 14:59:59","2025/10/01 00:00:00","0","28034","0","0","17","能夠交換特定角色純淨記憶碎片的交換券。","0","秋冬特賣 純淨記憶碎片交換券2025"
"999","1","2030/08/01 14:59:59","2026/02/01 05:00:00","0","28035","0","0","17","能夠交換特定角色純淨記憶碎片的交換券。","0","回歸純淨記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2026/02/01 00:00:00","0","28036","0","0","17","能夠交換特定角色記憶碎片的交換券。","0","7.5th Anniv. 記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2026/02/01 00:00:00","0","28037","0","0","17","能夠交換特定角色純淨記憶碎片的交換券。","0","7.5th Anniv. 純淨記憶碎片交換券"
"999","1","2030/08/01 14:59:59","2025/02/15 16:00:00","0","28501","0","0","17","能夠交換特定EX★5武器的交換券。","0","EX★5武器交換券"
"999","1","2030/08/01 14:59:59","2025/12/25 16:00:00","0","28503","0","0","17","能夠交換特定EX★5防具的交換券。","0","EX★5防具交換券"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31001","31001","0","11","封印有日和的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","5174112","日和的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31002","31002","0","11","封印有優衣的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","7201112","優衣的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31003","31003","0","11","封印有怜的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","8301112","怜的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31004","31004","0","11","封印有禊的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","6124112","禊的記憶碎片"
"99999","1","2030/08/01 14:59:59","2019/01/22 16:00:00","0","31005","31005","0","11","封印有茉莉的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","6032112","茉莉的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31006","31006","0","11","封印有茜里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","10112","茜里的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31007","31007","0","11","封印有宮子的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","6170112","宮子的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31008","31008","0","11","封印有雪的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","7211112","雪的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31009","31009","0","11","封印有杏奈的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","94312","杏奈的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31010","31010","0","11","封印有真步的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","6054112","真步的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31011","31011","0","11","封印有璃乃的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","8144112","璃乃的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31012","31012","0","11","封印有初音的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","5032112","初音的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31013","31013","0","11","封印有七七香的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","4040112","七七香的記憶碎片"
"99999","1","2030/08/01 14:59:59","2019/07/15 16:00:00","0","31014","31014","0","11","封印有霞的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","1022112","霞的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31015","31015","0","11","封印有美里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","6120212","美里的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31016","31016","0","11","封印有鈴奈的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","2222112","鈴奈的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31017","31017","0","11","封印有香織的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","1004112","香織的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31018","31018","0","11","封印有伊緒的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","104112","伊緒的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31020","31020","0","11","封印有美美的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","6161112","美美的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31021","31021","0","11","封印有胡桃的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","1282112","胡桃的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31022","31022","0","11","封印有依里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","7481112","依里的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31023","31023","0","11","封印有綾音的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","70112","綾音的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31025","31025","0","11","封印有鈴莓的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","2222212","鈴莓的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31026","31026","0","11","封印有鈴的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","8194112","鈴的記憶碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","31027","31027","0","11","封印有惠理子的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","381112","惠理子的記憶碎片"
