154da463c1149a979f4efc6dd8c39993cd85ed53538f4d11ff7d7db7be2abf82,1b0003964b3cfed06fe3c61688fb9e397bfe8ef4a6881a986cab1d5ed7d82d2c,078a68ef0936818d7ceb43999eb1204d4a4a4353eda92cad61732170f40d2bf0,9a9952ca25d08d7828b0dae2384c09156f2cb7813b911f265db0da28e5f58547,eb6c6f3de20366e64f2bb95ba361b8342f63eedfe9e87d63dbe96fefecb49090,8029c84f4176aa9bc503aade941717377e62ccf5938c97004a55c3c38eb9eef3
"610072503","1","3","10072","1","300"
"610072601","2","0","10072","0","-180"
"610072602","2","0","10072","0","-145"
"610072603","2","0","10072","0","80"
"610073404","1","0","10073","0","-275"
"610073405","1","0","10073","0","-45"
"610073406","1","0","10073","0","115"
"610073407","1","0","10073","0","175"
"610074501","1","0","10074","0","250"
"610074502","1","0","10074","0","380"
"610074503","1","0","10074","0","-100"
"610074504","1","0","10074","0","480"
"610074601","2","1","10074","1","20"
"610074602","2","2","10074","1","140"
"610074603","2","3","10074","1","300"
"610075601","2","0","10075","0","-150"
"610075602","2","0","10075","0","-145"
"610076601","2","0","10076","0","-180"
"610076602","2","0","10076","0","-145"
"610076603","2","0","10076","0","150"
"610077404","1","1","10077","1","20"
"610077405","1","2","10077","1","140"
"610077406","1","3","10077","1","300"
"610079401","1","1","10079","0","20"
"610079402","1","2","10079","0","140"
"610079403","1","3","10079","0","300"
"610080601","2","0","10080","0","-220"
"610080602","2","0","10080","0","-110"
"610080603","2","0","10080","0","0"
"610081501","2","0","10081","0","-180"
"610081502","2","0","10081","0","20"
"610081503","2","0","10081","0","150"
"610082501","1","0","10082","1","20"
"610082502","1","0","10082","1","140"
"610082503","1","0","10082","1","300"
"610083501","1","0","10083","0","-120"
"610083502","1","0","10083","0","-10"
"610083503","1","0","10083","0","30"
"610084601","1","0","10084","0","-150"
"610084602","1","0","10084","0","250"
"610084603","1","0","10084","0","50"
"610084604","1","0","10084","0","450"
"610084701","2","1","10084","1","-15"
"610084702","2","2","10084","1","40"
"610084703","2","3","10084","1","-70"
"610084704","2","4","10084","1","40"
"610084705","2","5","10084","1","-15"
"610084706","2","6","10084","1","-70"
"610084707","2","7","10084","1","40"
"610084708","2","8","10084","1","-15"
"610084709","2","9","10084","1","-70"
"610084710","2","10","10084","1","-100"
"610085501","1","0","10085","0","-500"
"610085502","1","0","10085","0","-220"
"610085503","1","0","10085","0","-50"
"610085504","1","0","10085","0","-350"
"610086501","1","1","10086","1","20"
"610086502","1","2","10086","1","140"
"610086503","1","3","10086","1","300"
"610086601","1","0","10086","0","200"
"610086602","1","0","10086","0","-200"
"610087501","2","0","10087","0","40"
"610087502","2","0","10087","0","-15"
"610087503","2","0","10087","0","-90"
"610087504","2","0","10087","0","200"
"610088404","1","1","10088","1","20"
"610088405","1","2","10088","1","100"
"610088406","1","3","10088","1","150"
"610088407","1","4","10088","1","200"
"610088408","1","5","10088","1","250"
"610088409","1","6","10088","1","300"
"610089501","1","0","10089","0","-200"
"610089502","1","0","10089","0","-80"
"610089503","1","0","10089","0","100"
"610092404","1","1","10092","1","20"
"610092405","1","2","10092","1","140"
"610092406","1","3","10092","1","300"
"610092501","2","0","10092","0","-150"
"610092502","2","0","10092","0","250"
"610092503","2","0","10092","0","50"
"610092504","2","0","10092","0","450"
"610093501","1","0","10093","0","-170"
"610093502","1","0","10093","0","20"
"610093503","1","0","10093","0","49"
"610094501","1","1","10094","1","-150"
"610094502","1","2","10094","1","250"
"610094503","1","3","10094","1","50"
"610094504","1","4","10094","1","450"
"610095501","2","0","10095","0","-180"
"610095502","2","0","10095","0","20"
"610095503","2","0","10095","0","150"
"610096501","2","0","10096","0","-180"
"610096502","2","0","10096","0","80"
"610096503","2","0","10096","0","-145"
"610097506","2","0","10097","0","350"
"610097507","2","0","10097","0","250"
"610097640","1","0","10097","0","250"
"610097641","1","0","10097","0","350"
"610097642","1","0","10097","0","700"
"610097643","1","0","10097","0","800"
"610098501","2","0","10098","0","-180"
"610098502","2","0","10098","0","-25"
"610098503","2","0","10098","0","280"
"610098601","2","0","10098","0","-40"
"610098602","2","0","10098","0","80"
"610098603","2","0","10098","0","180"
"610098604","2","0","10098","0","280"
"610099501","1","1","10099","1","20"
"610099502","1","2","10099","1","140"
"610099503","1","3","10099","1","300"
"610099601","2","0","10099","0","-180"
"610099602","2","0","10099","0","-145"
"610099603","2","0","10099","0","80"
"610100501","1","0","10100","0","-150"
"610100502","1","0","10100","0","0"
"610100503","1","0","10100","0","300"
"610100504","1","0","10100","0","150"
"610101501","1","0","10101","0","250"
"610101502","1","0","10101","0","380"
"610101503","1","0","10101","0","-100"
"610101504","1","0","10101","0","480"
"610101601","2","1","10101","1","20"
"610101602","2","2","10101","1","140"
"610101603","2","3","10101","1","300"
"610102501","2","0","10102","0","-180"
"610102502","2","0","10102","0","50"
"610102503","2","0","10102","0","180"
"610103601","2","0","10103","0","-180"
"610103602","2","0","10103","0","-145"
"610103603","2","0","10103","0","150"
"610104501","1","0","10104","0","-110"
"610104502","1","0","10104","0","0"
"610104503","1","0","10104","0","-200"
"610106601","2","0","10106","1","150"
"610106602","2","0","10106","1","-50"
"610106603","2","0","10106","1","-300"
"610107601","2","0","10107","0","-220"
"610107602","2","0","10107","0","-110"
"610107603","2","0","10107","0","0"
"610109501","1","0","10109","1","20"
"610109502","1","0","10109","1","140"
"610109503","1","0","10109","1","300"
"610110501","1","0","10110","0","-200"
"610110502","1","0","10110","0","-100"
"610110503","1","0","10110","0","0"
"610110504","1","0","10110","0","100"
"610111501","2","0","10111","0","-120"
"610111502","2","0","10111","0","-40"
"610111503","2","0","10111","0","40"
"610112601","1","0","10112","0","-150"
"610112602","1","0","10112","0","250"
"610112603","1","0","10112","0","50"
"610112604","1","0","10112","0","450"
"610112701","2","1","10112","1","-15"
"610112702","2","2","10112","1","40"
"610112703","2","3","10112","1","-70"
"610112704","2","4","10112","1","40"
"610112705","2","5","10112","1","-15"
"610112706","2","6","10112","1","-70"
"610112707","2","7","10112","1","40"
"610112708","2","8","10112","1","-15"
"610112709","2","9","10112","1","-70"
"610112710","2","10","10112","1","-100"
"610113501","1","0","10113","0","-500"
"610113502","1","0","10113","0","-220"
"610113503","1","0","10113","0","-50"
"610113504","1","0","10113","0","-350"
"610114501","1","0","10114","1","-400"
"610114502","1","0","10114","1","-300"
"610114503","1","0","10114","1","-200"
"610114504","1","0","10114","1","-100"
"610115404","1","1","10115","1","20"
"610115405","1","2","10115","1","140"
"610115406","1","3","10115","1","300"
"610117501","1","0","10117","1","20"
"610117502","1","0","10117","1","140"
"610117503","1","0","10117","1","300"
"610119404","1","1","10119","1","20"
"610119405","1","2","10119","1","140"
"610119406","1","3","10119","1","300"
"610119501","2","0","10119","0","-150"
"610119502","2","0","10119","0","250"
"610119503","2","0","10119","0","50"
"610119504","2","0","10119","0","450"
"610120501","2","0","10120","0","-275"
"610120502","2","0","10120","0","-45"
"610120503","2","0","10120","0","115"
"610120504","2","0","10120","0","175"
"610121501","1","1","10121","1","-150"
"610121502","1","2","10121","1","250"
"610121503","1","3","10121","1","50"
"610121504","1","4","10121","1","450"
"610122403","2","0","10122","0","-220"
"610122404","2","0","10122","0","-110"
"610122405","2","0","10122","0","0"
"610123501","2","0","10123","0","-180"
"610123502","2","0","10123","0","80"
"610123503","2","0","10123","0","-145"
"610124407","1","0","10124","0","-220"
"610124408","1","0","10124","0","-110"
"610124409","1","0","10124","0","0"
"610125501","2","0","10125","0","-180"
"610125502","2","0","10125","0","-25"
"610125503","2","0","10125","0","280"
"610125601","2","0","10125","0","-40"
"610125602","2","0","10125","0","80"
"610125603","2","0","10125","0","180"
"610125604","2","0","10125","0","280"
"610126404","2","0","10155","0","-300"
"610126405","2","0","10155","0","-200"
"610126406","2","0","10155","0","20"
"610126407","2","0","10155","0","80"
"610127501","1","0","10127","0","-150"
"610127502","1","0","10127","0","250"
"610127503","1","0","10127","0","50"
"610127504","1","0","10127","0","450"
"610128402","1","0","10157","1","-220"
"610128403","1","0","10157","1","-110"
"610128404","1","0","10157","1","0"
"610129501","2","0","10129","0","-180"
"610129502","2","0","10129","0","-145"
"610129503","2","0","10129","0","80"
"610129601","2","0","10129","0","-180"
"610129602","2","0","10129","0","-145"
"610129603","2","0","10129","0","80"
"610130502","2","0","10130","0","-100"
"610130503","2","0","10130","0","100"
"610130504","2","0","10130","0","220"
"610131501","1","0","10131","0","-110"
"610131502","1","0","10131","0","0"
"610131503","1","0","10131","0","-200"
"610132601","1","0","10132","1","-220"
"610132602","1","0","10132","1","-140"
"610132603","1","0","10132","1","-60"
"610132604","1","0","10132","1","0"
"610132701","1","0","10132","1","-220"
"610132702","1","0","10132","1","-140"
"610132703","1","0","10132","1","-60"
"610132704","1","0","10132","1","0"
"610133501","2","0","10133","0","-180"
"610133502","2","0","10133","0","-145"
"610133503","2","0","10133","0","80"
"610133601","2","0","10133","1","150"
"610133602","2","0","10133","1","-50"
"610133603","2","0","10133","1","-300"
"610134602","2","0","10134","1","-220"
"610134603","2","0","10134","1","-140"
"610134604","2","0","10134","1","-60"
"610134605","2","0","10134","1","0"
"610134702","2","0","10134","1","-220"
"610134703","2","0","10134","1","-140"
"610134704","2","0","10134","1","-60"
"610134705","2","0","10134","1","0"
"610136601","1","0","10136","0","-180"
"610136602","1","0","10136","0","80"
"610136603","1","0","10136","0","-145"
"610136604","2","0","10136","0","0"
"610136701","1","0","10136","0","-180"
"610136702","1","0","10136","0","80"
"610136703","1","0","10136","0","-145"
"610136704","2","0","10136","0","0"
"610138501","1","0","10138","0","-200"
"610138502","1","0","10138","0","-100"
"610138503","1","0","10138","0","0"
"610138504","1","0","10138","0","100"
"610139501","2","0","10139","0","-120"
"610139502","2","0","10139","0","-40"
"610139503","2","0","10139","0","40"
"610141501","1","0","10141","1","-400"
"610141502","1","0","10141","1","-300"
"610141503","1","0","10141","1","-200"
"610141504","1","0","10141","1","-100"
"610142601","2","0","10142","0","-200"
"610142602","2","0","10142","0","-140"
"610142603","2","0","10142","0","-60"
"610142604","2","0","10142","0","0"
"610142701","2","0","10142","0","-200"
"610142702","2","0","10142","0","-140"
"610142703","2","0","10142","0","-60"
"610142704","2","0","10142","0","0"
"610144601","2","0","10144","0","-200"
"610144602","2","0","10144","0","-140"
"610144603","2","0","10144","0","-60"
"610144604","2","0","10144","0","0"
"610144701","2","0","10144","0","-200"
"610144702","2","0","10144","0","-140"
"610144703","2","0","10144","0","-60"
"610144704","2","0","10144","0","0"
"610146601","1","0","10146","0","-250"
"610146602","1","0","10146","0","-180"
"610146603","1","0","10146","0","100"
"610146604","1","0","10146","0","150"
"610146701","1","0","10146","0","-250"
"610146702","1","0","10146","0","-180"
"610146703","1","0","10146","0","100"
"610146704","1","0","10146","0","150"
"610147501","2","0","10147","0","-275"
"610147502","2","0","10147","0","-45"
"610147503","2","0","10147","0","115"
"610147504","2","0","10147","0","175"
"610148601","1","0","10148","0","-220"
"610148602","1","0","10148","0","-100"
"610148603","1","0","10148","0","0"
"610148701","1","0","10148","0","-220"
"610148702","1","0","10148","0","-100"
"610148703","1","0","10148","0","0"
"610149403","2","0","10149","0","-220"
"610149404","2","0","10149","0","-110"
"610149405","2","0","10149","0","0"
"610151407","1","0","10151","0","-220"
"610151408","1","0","10151","0","-110"
"610151409","1","0","10151","0","0"
"610152601","1","0","10152","1","-480"
"610152602","1","0","10152","1","-440"
"610152603","1","0","10152","1","-320"
"610152604","1","0","10152","1","-260"
"610152701","1","0","10152","1","-480"
"610152702","1","0","10152","1","-440"
"610152703","1","0","10152","1","-320"
"610152704","1","0","10152","1","-260"
"610153501","1","0","10153","0","-180"
"610153502","1","0","10153","0","-80"
"610154601","2","0","10154","0","-200"
"610154602","2","0","10154","0","-140"
"610154603","2","0","10154","0","-60"
"610154701","2","0","10154","0","-200"
"610154702","2","0","10154","0","-140"
"610154703","2","0","10154","0","-60"
"610156601","2","0","10156","0","-200"
"610156602","2","0","10156","0","-140"
"610156603","2","0","10156","0","-60"
"610156604","2","0","10156","0","0"
"610156701","2","0","10156","0","-200"
"610156702","2","0","10156","0","-140"
"610156703","2","0","10156","0","-60"
"610156704","2","0","10156","0","0"
"610158601","2","0","10158","0","-200"
"610158602","2","0","10158","0","-140"
"610158603","2","0","10158","0","-60"
"610158604","2","0","10158","0","0"
"610158701","2","0","10158","0","-200"
"610158702","2","0","10158","0","-140"
"610158703","2","0","10158","0","-60"
"610158704","2","0","10158","0","0"
