69b766ec2a9ef09226725314ddbb5af6d518d736d087b6c35aa4bd99a8e898b5,cdc9446587f70065ee05c6c5edbb8bb4a6ef14cf8c233e80bd2e796d100a4bb9,61663f3a1bdc52ffcdfdf9cff1ace2ee6ed3d08a7ce212848ef65cef6e305a8e,98db879795f82b9a010455c37c07d1f344b3c34f806d6c9e084bd6065a9875e2,af9030988d52cbec4f96552755558fa09f16c7609218e2ec3b95357e25b676bc,6ee05798400f63f56af54143f95d9adb4011c13fc597a9c336baec707901ac92,bec1ec6fe763a42ba9401399baa7b2ab807f0d1fedab0adb269c50437102bd82,bd85e5d3c15db16e4ba8b9ff99a8a917f67be5e6e99872a07a9c2ff671778134,1b924a285cc32f630b2389c63623f0d7fd2467b3ed18f1788e98ffac38852689,1c5206577c6056412d86482b14177016950dd4963325b33b7084e7864db0abb2,be60ed278755951f0cfdbc6e85fdc97d3cf16422c8c8bc1035e9f97801091aa7
"0","101","31","","14","130120003","1","0","","3012","0"
"-150","301204","31","","16","130120004","1","0","","3012","260"
"0","301205","31","","17","130120005","1","0","","3012","0"
"0","6","31","","18","130120006","1","0","","3012","345.4"
"0","301201","31","","20","130120007","1","0","","3012","345.4"
"0","301202","31","","21","130120008","1","0","","3012","345.4"
"9340","1","5","round_monster_walk","3","130120009","-234","1","0","3012","55"
"","0","91","","","130120010","","","","3012",""
"1","3","6","","1","130120011","0","0","0","3012","1"
"0","3","2","","345","130120012","0","0","0","3012","-234"
"1.05","1.05","123","","1.05","130120013","7.4","0","0","3012","1.05"
"","1000001","3","","wait","130120014","","0.2","","3012","0"
"","2","35","","1","130120015","","","","3012",""
"0","301203","31","","15","130120016","1","0","","3012","0"
"9340","2","1","<weapon>_run","1000002","130120017","-250","0.89","0","3012","57"
"","4.3","93","","0","130120018","","","","3012",""
"0.95","0.95","123","","0.95","130120019","0.4","0","","3012","0.95"
"","21","32","","1","130120020","","","","3012",""
"","21","35","","0","130120021","","","","3012",""
"","se_travel","23","","se_travel_treasure_success_monster_helper_1","130120022","","","","3012",""
"","18","32","","1","130120023","","","","3012",""
"","0.1","93","","0","130120024","","","","3012",""
"","2","32","","0","130120025","","","","3012",""
"1","3","6","","1","130120026","1","0.3","0","3012","1"
"","13","32","","1","130120027","","","","3012",""
"","3","3","","round_monster_appear","130120028","","","","3012","0"
"","1000001","3","","back","130120029","","","","3012","0"
"","0.67","93","","0","130120030","","","","3012",""
"","3","3","","round_monster_walk","130120031","","0.2","","3012","0"
"1.4","3","2","","220","130120032","0","","","3012","-234"
"","20","32","","1","130120033","","","","3012",""
"","0.1","93","","0","130120034","","","","3012",""
"","18","32","","0","130120035","","","","3012",""
"","0.5","93","","0","130120036","","","","3012",""
"","1000002","4","","1","130120037","","","","3012",""
"0","1000002","2","","1445","130120038","0","","","3012","-240"
"","0.5","93","","0","130120039","","","","3012",""
"","3","3","","round_monster_attack","130120040","","0.3","","3012","0"
"","0.5","93","","0","130120041","","","","3012",""
"","17","32","","1","130120042","","","","3012",""
"","1000001","3","","back_loop","130120043","","0.1","","3012","0"
"","0.5","93","","0","130120044","","","","3012",""
"0","1000002","2","","950","130120045","0","","","3012","-240"
"0.16","1000002","2","","650","130120046","0","","","3012","-240"
"","1000002","3","","<weapon>_run","130120047","","0.2","","3012","0"
"","0.16","93","","0","130120048","","","","3012",""
"","1000002","3","","<weapon>_attack_skipQuest","130120049","","0.2","","3012","0"
"","0.1","93","","0","130120050","","","","3012",""
"0","3","2","","280","130120051","0","","","3012","-234"
"","3","4","","1","130120052","","","","3012",""
"","3","3","","round_monster_die","130120053","","0.2","","3012","0"
"","16","32","","1","130120054","","","","3012",""
"","0.5","93","","0","130120055","","","","3012",""
"0","1000001","2","","20","130120056","0","","","3012","-240"
"","1000001","3","","back_origin","130120057","","0","","3012","0"
"","1000001","3","","surprise","130120058","","0.2","","3012","0"
"","1000002","3","","<weapon>_idle","130120059","","0.2","","3012","1"
"","0.66","93","","0","130120060","","","","3012",""
"","15","32","","1","130120061","","","","3012",""
"","996","32","","1","130120062","","","","3012",""
"1","3","6","","1","130120063","0","0.6","","3012","1"
"","1000001","3","","joy_short","130120064","","0.2","","3012","0"
"","18","32","","1","130120065","","","","3012",""
"","0.02","93","","0","130120066","","","","3012",""
"","20","32","","0","130120067","","","","3012",""
"","21","32","","0","130120068","","","","3012",""
"","1.5","93","","0","130120069","","","","3012",""
"","1000001","3","","smile","130120070","","0.2","","3012","0"
"","1000002","3","","<weapon>_run","130120071","","0","","3012","1"
"","1000002","4","","0","130120072","","","","3012",""
"2","1000002","2","","1500","130120073","0","","","3012","-250"
"","1","93","","0","130120074","","","","3012",""
"1","1000002","6","","1","130120075","0","0.2","","3012","1"
"","1000001","3","","run_gatein","130120076","","0.2","","3012","1"
"1","1000001","2","","360","130120077","0","","","3012","-200"
"","0.5","93","","0","130120078","","","","3012",""
"1","1000001","6","","1","130120079","0","0.4","","3012","1"
"","0.4","93","","0","130120080","","","","3012",""
"","1","113","","0","130120081","","","","3012",""
"0","301300","31","","301300","130130001","1","0","","3013","345.4"
"","0","91","","","130130002","","","","3013",""
"","1000001","3","","wait_gradeUp","130130003","","0.2","","3013","0"
"","301300","32","","1","130130004","","","","3013",""
"","0.1","93","","0","130130005","","","","3013",""
"","2","32","","0","130130006","","","","3013",""
"","0.8","93","","0","130130007","","","","3013",""
"1.05","1.05","123","","1.05","130130008","0","0","","3013","1.05"
"","5","122","","5","130130009","","","","3013","0.5"
"","1.1","93","","0","130130010","","","","3013",""
"1.05","1.05","123","","1.05","130130011","0","0","","3013","1.05"
"","10","122","","10","130130012","","","","3013","0.5"
"","0.8","93","","0","130130013","","","","3013",""
"","1000001","3","","glad","130130014","","0.2","","3013","0"
"","0.1","93","","0","130130015","","","","3013",""
"0.907","0.907","123","","0.907","130130016","2","2","","3013","0.907"
"","0.3","93","","0","130130017","","","","3013",""
"","996","32","","1","130130018","","","","3013",""
"","0.5","93","","0","130130019","","","","3013",""
"","1000001","3","","joy","130130020","","0.2","","3013","0"
"","1.7","93","","0","130130021","","","","3013",""
"","1000001","3","","run_gatein","130130022","","0","","3013","1"
"1","1000001","2","","450","130130023","0","","","3013","-195"
"","0.5","93","","1","130130024","","","","3013",""
"1","1000001","6","","1","130130025","0","0.4","0","3013","1"
"","0.4","93","","0","130130026","","","","3013",""
"","1","113","","","130130027","","","","3013",""
"0","301400","31","","301400","130140001","1","0","","3014","345.4"
"","0","91","","","130140002","","","","3014",""
"1.05","1.05","123","","1.05","130140003","7.4","0","","3014","1.05"
"","1000001","3","","wait","130140004","","0.2","","3014","0"
"","301400","32","","1","130140005","","","","3014",""
"","0.1","93","","0","130140006","","","","3014",""
"","2","32","","0","130140007","","","","3014",""
"","3.4","93","","0","130140008","","","","3014",""
"0.95","0.95","123","","0.95","130140009","3.2","5","","3014","0.95"
"","1.6","93","","0","130140010","","","","3014",""
"","1000001","3","","relief","130140011","","0.2","","3014","0"
"","996","32","","1","130140012","","","","3014",""
"","1.7","93","","0","130140013","","","","3014",""
"","1000001","3","","run_gatein","130140014","","0","","3014","1"
"1","1000001","2","","450","130140015","0","","","3014","-195"
"","0.5","93","","1","130140016","","","","3014",""
"1","1000001","6","","1","130140017","0","0.4","0","3014","1"
"","0.4","93","","0","130140018","","","","3014",""
"","1","113","","","130140019","","","","3014",""
"0","301501","31","","301501","130150001","1","0","","3015","345.4"
"0","301500","31","","301500","130150002","1","1","","3015","345.4"
"","0","91","","","130150003","","","","3015",""
"1.05","1.05","123","","1.05","130150004","7.4","0","","3015","1.05"
"","1000001","3","","wait_wakuwaku","130150005","","0.2","","3015","0"
"","2","35","","1","130150006","","","","3015",""
"","5.4","93","","0","130150007","","","","3015",""
"0.95","0.95","123","","0.95","130150008","0.4","0","","3015","0.95"
"","1000001","3","","glad","130150009","","0.2","","3015","0"
"","301501","32","","1","130150010","","","","3015",""
"","996","32","","1","130150011","","","","3015",""
"","0.1","93","","0","130150012","","","","3015",""
"","2","32","","0","130150013","","","","3015",""
"","3","32","","0","130150014","","","","3015",""
"","1.5","93","","0","130150015","","","","3015",""
"","1000001","3","","joy","130150016","","0.2","","3015","0"
"","1.7","93","","0","130150017","","","","3015",""
"","1000001","3","","run_gatein","130150018","","0","","3015","1"
"1","1000001","2","","450","130150019","0","","","3015","-195"
"","0.5","93","","1","130150020","","","","3015",""
"1","1000001","6","","1","130150021","0","0.4","0","3015","1"
"","0.4","93","","0","130150022","","","","3015",""
"","1","113","","","130150023","","","","3015",""
"0","6","31","","6","130160001","1","0","","3016","345.4"
"0","8","31","","8","130160002","1","0","","3016","345.4"
"-80","301600","31","","301600","130160003","1","0","","3016","345.4"
"0","301601","31","","301601","130160004","1","0","","3016","345.4"
"0","990002","31","","990002","130160005","1","1","","3016","345.4"
"","0","91","","","130160006","","","","3016",""
"1.05","1.05","123","","1.05","130160007","7.4","0","","3016","1.05"
"","1000001","3","","wait","130160008","","0.2","","3016","0"
"","2","35","","1","130160009","","","","3016",""
"","5.4","93","","0","130160010","","","","3016",""
"0.95","0.95","123","","0.95","130160011","0.4","0","","3016","0.95"
"","8","32","","1","130160012","","","","3016",""
"","8","35","","0","130160013","","","","3016",""
"","301600","32","","1","130160014","","","","3016",""
"","6","32","","1","130160015","","","","3016",""
"","0.1","93","","0","130160016","","","","3016",""
"","2","32","","0","130160017","","","","3016",""
"","3","32","","0","130160018","","","","3016",""
"","1000001","3","","glad","130160019","","0.1","","3016","0"
"","se_travel","23","","se_travel_treasure_success_butterfly","130160020","","","","3016","0"
"","0.5","93","","0","130160021","","","","3016",""
"","8","35","","1","130160022","","","","3016",""
"","1.1","93","","0","130160023","","","","3016",""
"","301601","32","","1","130160024","","","","3016",""
"","996","32","","1","130160025","","","","3016",""
"","1000001","3","","joy","130160026","","0.2","","3016","0"
"","1.67","93","","0","130160027","","","","3016",""
"","1000001","3","","run_gatein","130160028","","0","","3016","1"
"","se_travel","23","","se_travel_treasure_cha_run","130160029","","","","3016","0"
"1","1000001","2","","450","130160030","0","","","3016","-195"
"","0.5","93","","1","130160031","","","","3016",""
"1","1000001","6","","1","130160032","0","0.4","0","3016","1"
"","0.4","93","","0","130160033","","","","3016",""
"","1","113","","","130160034","","","","3016",""
"0","310000","31","","310000","130170001","1","0","","3017","345.4"
"0","310001","31","","310001","130170002","1","0","","3017","0"
"0","301700","31","","301700","130170003","1","0","","3017","345.4"
"-115","301701","31","","301701","130170004","1","0","","3017","740"
"0","301702","31","","301702","130170005","1","0","","3017","345.4"
"0","301703","31","","301703","130170006","1","0","","3017","345.4"
"610","5","5","empty","15","130170007","-235","0.44","0","3017","100"
"610","5","5","empty","16","130170008","-235","0.44","0","3017","55"
"","0","91","","","130170009","","","","3017",""
"1.05","1.05","123","","1.05","130170010","7.4","0","","3017","1.05"
"","1000001","3","","wait","130170011","","0.2","","3017","0"
"","2","35","","1","130170012","","","","3017",""
"","5.4","93","","0","130170013","","","","3017",""
"0.95","0.95","123","","0.95","130170014","0.3","0","","3017","0.95"
"","310000","32","","1","130170015","","","","3017",""
"","310001","32","","1","130170016","","","","3017",""
"","0.2","93","","0","130170017","","","","3017",""
"","50","122","","50","130170018","","","","3017","0.6"
"","1000001","3","","shock","130170019","","0.2","","3017","0"
"","1.6","93","","0","130170020","","","","3017",""
"","301700","32","","1","130170021","","","","3017",""
"","1.2","93","","0","130170022","","","","3017",""
"","se_travel","23","","se_travel_treasure_croce_ui","130170023","","","","3017","0"
"","15","3","","punch","130170024","","","","3017","0"
"","16","3","","punch_B","130170025","","","","3017","0"
"","0.2","93","","0","130170026","","","","3017",""
"1.05","1.05","123","","1.05","130170027","0.1","11","","3017","1.05"
"","0.1","93","","0","130170028","","","","3017",""
"0.95","0.95","123","","0.95","130170029","0.3","0","","3017","0.95"
"","1","93","","0","130170030","","","","3017",""
"","se_travel","23","","se_travel_treasure_croce_door","130170031","","","","3017","0"
"","0.4","93","","0","130170032","","","","3017",""
"","301701","32","","1","130170033","","","","3017",""
"","0.9","93","","0","130170034","","","","3017",""
"1.05","1.05","123","","1.05","130170035","0","0","","3017","1.05"
"","75","122","","75","130170036","","","","3017","0.6"
"","301702","32","","1","130170037","","","","3017",""
"","0.4","93","","0","130170038","","","","3017",""
"","2","32","","0","130170039","","","","3017",""
"","310000","32","","0","130170040","","","","3017",""
"","0.4","93","","0","130170041","","","","3017",""
"0.95","0.95","123","","0.95","130170042","2","11","","3017","0.95"
"","0.2","93","","0","130170043","","","","3017",""
"","1000001","3","","glad","130170044","","0.2","","3017","0"
"","301703","32","","1","130170045","","","","3017",""
"","0.1","93","","0","130170046","","","","3017",""
"","996","32","","1","130170047","","","","3017",""
"","0.9","93","","0","130170048","","","","3017",""
"","1000001","3","","joy","130170049","","0.2","","3017","0"
"","1.7","93","","0","130170050","","","","3017",""
"","1000001","3","","run_gatein","130170051","","0","","3017","1"
"","se_travel","23","","se_travel_treasure_cha_run","130170052","","","","3017",""
"1","1000001","2","","450","130170053","0","","","3017","-195"
"","0.5","93","","1","130170054","","","","3017",""
"1","1000001","6","","1","130170055","0","0.4","0","3017","1"
"","0.4","93","","0","130170056","","","","3017",""
"","1","113","","","130170057","","","","3017",""
"0","310000","31","","310000","131000001","1","0","","3100","345.4"
"0","310001","31","","310001","131000002","1","0","","3100","0"
"","0","91","","","131000003","","","","3100",""
"1.05","1.05","123","","1.05","131000004","7.4","0","","3100","1.05"
"","1000001","3","","wait","131000005","","0.2","","3100","0"
"","2","35","","1","131000006","","","","3100",""
"","5.4","93","","0","131000007","","","","3100",""
"0.95","0.95","123","","0.95","131000008","0.3","0","","3100","0.95"
"","310000","32","","1","131000009","","","","3100",""
"","310001","32","","1","131000010","","","","3100",""
"","0.2","93","","0","131000011","","","","3100",""
"","50","122","","50","131000012","","","","3100","0.6"
"","1000001","3","","shock","131000013","","0.2","","3100","0"
"","1.6","93","","0","131000014","","","","3100",""
"","2","113","","","131000015","","","","3100",""
"0","6","31","","6","131110001","1","0","","3111","345.4"
"0","7","31","","7","131110002","1","0","","3111","345.4"
"0","8","31","","8","131110003","1","0","","3111","345.4"
"8000","3","5","appear","13","131110004","0","1.3","0","3111","55"
"","0","91","","","131110005","","","","3111",""
"1","13","6","","1","131110006","0","0","0","3111","1"
"0","13","2","","95","131110007","0","","","3111","-250"
"1.05","1.05","123","","1.05","131110008","7.4","0","","3111","1.05"
"","1000001","3","","wait","131110009","","0.2","","3111","0"
"","2","35","","1","131110010","","","","3111",""
"","4.9","93","","0","131110011","","","","3111",""
"0.95","0.95","123","","0.95","131110012","0.3","0","","3111","0.95"
"","se_travel","23","","se_travel_treasure_ghost_fail","131110013","","","","3111","0"
"","8","32","","1","131110014","","","","3111",""
"","8","35","","0","131110015","","","","3111",""
"","6","32","","1","131110016","","","","3111",""
"","0.1","93","","0","131110017","","","","3111",""
"","2","32","","0","131110018","","","","3111",""
"","3","32","","0","131110019","","","","3111",""
"","1000001","3","","dotEyes","131110020","","","","3111","0"
"","0.3","93","","0","131110021","","","","3111",""
"","13","3","","appear","131110022","","","","3111","0"
"1","13","6","","1","131110023","1","0","0","3111","1"
"","0.67","93","","0","131110024","","","","3111",""
"","1000001","3","","shock_jump","131110025","","","","3111","0"
"1","1000001","2","","70","131110026","0","","","3111","-250"
"","1.1","93","","0","131110027","","","","3111",""
"","1000001","3","","escape","131110028","","","","3111","1"
"1.2","1000001","2","","-350","131110029","0","","","3111","-250"
"","13","3","","march","131110030","","","","3111","0"
"","0.2","93","","0","131110031","","","","3111",""
"","7","32","","1","131110032","","","","3111",""
"","0.1","93","","0","131110033","","","","3111",""
"","6","32","","0","131110034","","","","3111",""
"","1.6","93","","0","131110035","","","","3111",""
"","2","113","","","131110036","","","","3111",""
"","1000001","3","","idle","131120001","","0.2","","3112","1"
"0","301200","31","","13","131120002","1","0","","3112","0"
"0","101","31","","14","131120003","1","0","","3112","0"
"0","301205","31","","15","131120004","1","0","","3112","0"
"-170","301206","31","","16","131120005","1","0","","3112","130"
"0","6","31","","18","131120006","1","0","","3112","345.4"
"0","301201","31","","20","131120007","1","0","","3112","345.4"
"0","301202","31","","21","131120008","1","0","","3112","345.4"
"9340","1","5","round_monster_walk","3","131120009","-234","1","0","3112","55"
"","0","91","","","131120010","","","","3112",""
"1","3","6","","1","131120011","0","0","0","3112","1"
"0","3","2","","345","131120012","0","0","0","3112","-234"
"1.05","1.05","123","","1.05","131120013","7.4","0","0","3112","1.05"
"","1000001","3","","wait","131120014","","0.2","","3112","0"
"","2","35","","1","131120015","","","","3112",""
"","4.3","93","","0","131120016","","","","3112",""
"0.95","0.95","123","","0.95","131120017","0.4","0","","3112","0.95"
"","21","32","","1","131120018","","","","3112",""
"","21","35","","0","131120019","","","","3112",""
"","se_travel","23","","se_travel_treasure_monster_failure","131120020","","","","3112",""
"","18","32","","1","131120021","","","","3112",""
"","0.1","93","","0","131120022","","","","3112",""
"","2","32","","0","131120023","","","","3112",""
"1","3","6","","1","131120024","1","0.3","0","3112","1"
"","13","32","","1","131120025","","","","3112",""
"","3","3","","round_monster_appear","131120026","","","","3112","0"
"","1000001","3","","back","131120027","","","","3112","0"
"","0.67","93","","0","131120028","","","","3112",""
"","3","3","","round_monster_walk","131120029","","0.2","","3112","0"
"1.4","3","2","","220","131120030","0","0","0","3112","-234"
"","20","32","","1","131120031","","","","3112",""
"","0.1","93","","0","131120032","","","","3112",""
"","18","32","","0","131120033","","","","3112",""
"","1","93","","0","131120034","","","","3112",""
"","3","3","","round_monster_attack","131120035","","0.3","","3112","0"
"","0.5","93","","0","131120036","","","","3112",""
"","15","32","","1","131120037","","","","3112",""
"","1000001","3","","back_loop","131120038","","0.2","","3112","1"
"","1","93","","0","131120039","","","","3112",""
"","16","32","","1","131120040","","","","3112",""
"","0","122","","50","131120041","","","","3112","0.5"
"0","1000001","2","","40","131120042","0","","","3112","-250"
"","1000001","3","","shock_jump","131120043","","0","","3112","0"
