dc4e3c150452568bbca78cb012b39ff4d2b1c4db7758dae0d7d4a642cadd82f2,b9f1e8bd125422ebb040ab48b008a26d5edc61d56a71a1189586e65308267916,efd87de192a987896f3055a2aa2bccb6706aa38bc07f9d55d9e7bb8b4bfcf7bf,864da61fd96b279a1872cac75ffd7fcbdd86b2440a6bedd4eb1070afbaba7726,7c63e6594d9c73c04599237420823e1c6f7c96849707394691ef883374c4582e,5b37714ab660b6badc6c0423d55d555ce4701847205a322e868666d4ab40720e,8d6f713ae4dc7caa372e917bb72b218659185793a94917b8aaedbc1fc8de6e72,3292aee7f2c48fcd7672f7f75265469954d75d609786e79388e014ec7a5b3129,b74fce9fe0d6c79403cabefb3aed8c1c01ad4a948af9a5fce9354a27bf7bc657,bfe00d3445bd3dd72d47d7ff77339f8083e7b74795e5ff7d1c829d10627c7717,e95367bd395309f6de15ea2260271dac65994637d9ba783591c821ed54c281db,9db2697949d0775fc1f0a2c1e6c55b0bbeb4046b559f62938d3f134ac867ef19,ebb2794497b05c1daacc60e95dadb74455d3b9179b4f878b1a43587eb445462b,3a2ecdcc700ccd09e9f10756da97bf4cf654e6bc92eedd52f04b3ac1d1a05aef
"2019/02/22 15:59:59","0","0","1","6008","61006001","101","挑戰1次亡靈鎧甲（全難度共通）","61006001","9012","10006","2019/02/01 12:00:00","0","601"
"2019/02/22 15:59:59","0","0","10","6004","61006002","102","完成10次活動冒險","61006002","9004","10006","2019/02/01 12:00:00","0","601"
"2019/03/28 15:59:59","0","0","1","6008","61007001","101","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） ","61007001","9012","10007","2019/03/06 16:00:00","0","601"
"2019/03/28 15:59:59","0","0","10","6004","61007002","102","完成10次活動冒險","61007002","9004","10007","2019/03/06 16:00:00","0","601"
"2019/04/21 15:59:59","0","0","1","6008","61008001","101","挑戰 1 次奧拉姆吧（全難易度皆可） ","61008001","9012","10008","2019/04/03 16:00:00","0","601"
"2019/04/21 15:59:59","0","0","10","6004","61008002","102","完成10次活動冒險","61008002","9004","10008","2019/04/03 16:00:00","0","601"
"2019/05/19 15:59:59","0","0","1","6008","61009001","101","挑戰 1 次霧奇吧（全難易度皆可） ","61009001","9012","10009","2019/05/02 16:00:00","0","601"
"2019/05/19 15:59:59","0","0","10","6004","61009002","102","完成10次活動冒險","61009002","9004","10009","2019/05/02 16:00:00","0","601"
"2019/06/21 15:59:59","0","0","1","6008","61010001","101","挑戰 1 次邪餅神鏡餅吧（全難易度共通） ","61010001","9012","10010","2019/06/03 16:00:00","0","601"
"2019/06/21 15:59:59","0","0","10","6004","61010002","102","完成10次活動冒險","61010002","9004","10010","2019/06/03 16:00:00","0","601"
"2019/07/18 15:59:59","0","0","1","6008","61011001","101","挑戰 1 次醜陋可愛吧（全難易度共通） ","61011001","9012","10011","2019/07/01 16:00:00","0","601"
"2019/07/18 15:59:59","0","0","10","6004","61011002","102","完成10次活動冒險","61011002","9004","10011","2019/07/01 16:00:00","0","601"
"2019/07/18 15:59:59","0","0","1","6008","61011003","103","打敗 1 次醜陋可愛吧（全難易度共通） ","61011003","9011","10011","2019/07/01 16:00:00","0","601"
"2019/08/03 15:59:59","0","0","1","6008","61012001","101","挑戰 1 次哀嘆之女神吧（全難易度共通） ","61012001","9012","10012","2019/07/17 16:00:00","0","601"
"2019/08/03 15:59:59","0","0","10","6004","61012002","102","完成10次活動冒險","61012002","9004","10012","2019/07/17 16:00:00","0","601"
"2019/08/19 15:59:59","0","0","1","6008","61013001","101","挑戰 1 次元核‧巨靈吧（全難易度皆可） ","61013001","9012","10013","2019/08/01 16:00:00","0","601"
"2019/08/19 15:59:59","0","0","10","6004","61013002","102","完成10次活動冒險","61013002","9004","10013","2019/08/01 16:00:00","0","601"
"2019/08/26 15:59:59","0","0","1","6008","61014001","101","挑戰1次席茲吧（全難易度皆可） ","61014001","9012","10014","2019/08/16 16:00:00","0","601"
"2019/08/26 15:59:59","0","0","10","6004","61014002","102","完成10次活動冒險","61014002","9004","10014","2019/08/16 16:00:00","0","601"
"2019/09/18 15:59:59","0","0","1","6008","61015001","101","挑戰 1 次惡代官吧（全難易度皆可） ","61015001","9012","10015","2019/09/03 16:00:00","0","601"
"2019/09/18 15:59:59","0","0","10","6004","61015002","102","完成10次活動冒險","61015002","9004","10015","2019/09/03 16:00:00","0","601"
"2019/09/27 15:59:59","0","0","1","6008","61016001","101","挑戰1次阿爾瑪吧（全難易度皆可）","61016001","9012","10016","2019/09/17 16:00:00","0","601"
"2019/09/27 15:59:59","0","0","10","6004","61016002","102","完成10次活動冒險","61016002","9004","10016","2019/09/17 16:00:00","0","601"
"2019/10/18 15:59:59","0","0","1","6008","61017001","101","挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） ","61017001","9012","10017","2019/10/01 16:00:00","0","601"
"2019/10/18 15:59:59","0","0","10","6004","61017002","102","完成10次活動冒險","61017002","9004","10017","2019/10/01 16:00:00","0","601"
"2019/10/27 15:59:59","0","0","1","6008","61018001","101","挑戰食屍巨狼1次（全難易度皆可）","61018001","9012","10018","2019/10/17 16:00:00","0","601"
"2019/10/27 15:59:59","0","0","10","6004","61018002","102","完成10次活動冒險","61018002","9004","10018","2019/10/17 16:00:00","0","601"
"2019/11/18 15:59:59","0","0","1","6008","61019001","101","挑戰 1 次雨神大人吧（全難易度皆可）","61019001","9012","10019","2019/11/01 16:00:00","0","601"
"2019/11/18 15:59:59","0","0","10","6004","61019002","102","完成10次活動冒險","61019002","9004","10019","2019/11/01 16:00:00","0","601"
"2019/11/27 15:59:59","0","0","1","6008","61020001","101","挑戰1次天塔帕斯（全難易度皆可）","61020001","9012","10020","2019/11/17 16:00:00","0","601"
"2019/11/27 15:59:59","0","0","10","6004","61020002","102","完成10次活動冒險","61020002","9004","10020","2019/11/17 16:00:00","0","601"
"2019/12/17 15:59:59","0","0","1","6008","61021001","101","挑戰 1 次奄美魔物吧（全難易度皆可）","61021001","9012","10021","2019/12/02 16:00:00","0","601"
"2019/12/17 15:59:59","0","0","10","6004","61021002","102","完成10次活動冒險","61021002","9004","10021","2019/12/02 16:00:00","0","601"
"2019/12/26 15:59:59","0","0","1","6008","61022001","101","挑戰1次島鯨（全難易度皆可）","61022001","9012","10022","2019/12/17 16:00:00","0","601"
"2019/12/26 15:59:59","0","0","10","6004","61022002","102","完成10次活動冒險","61022002","9004","10022","2019/12/17 16:00:00","0","601"
"2020/01/19 15:59:59","0","0","1","6008","61023001","101","挑戰 1 次劇毒曼德拉草吧（全難易度皆可）","61023001","9012","10023","2020/01/02 16:00:00","0","601"
"2020/01/19 15:59:59","0","0","10","6004","61023002","102","完成10次活動冒險","61023002","9004","10023","2020/01/02 16:00:00","0","601"
"2020/01/26 15:59:59","0","0","1","6008","61024001","101","挑戰1次亡靈鎧甲（全難度共通）","61024001","9012","10024","2020/01/16 16:00:00","0","601"
"2020/01/26 15:59:59","0","0","10","6004","61024002","102","完成10次活動冒險","61024002","9004","10024","2020/01/16 16:00:00","0","601"
"2020/02/21 15:59:59","0","0","1","6008","61025001","101","挑戰 1 次幻影男爵吧（全難易度共通） ","61025001","9012","10025","2020/02/04 16:00:00","0","601"
"2020/02/21 15:59:59","0","0","10","6004","61025002","102","完成10次活動冒險","61025002","9004","10025","2020/02/04 16:00:00","0","601"
"2020/02/28 15:59:59","0","0","1","6008","61026001","101","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） ","61026001","9012","10026","2020/02/18 16:00:00","0","601"
"2020/02/28 15:59:59","0","0","10","6004","61026002","102","完成10次活動冒險","61026002","9004","10026","2020/02/18 16:00:00","0","601"
"2020/03/19 15:59:59","0","0","1","6008","61027001","101","挑戰 1 次似龍生物吧（全難易度共通） ","61027001","9012","10027","2020/03/02 16:00:00","0","601"
"2020/03/19 15:59:59","0","0","10","6004","61027002","102","完成10次活動冒險","61027002","9004","10027","2020/03/02 16:00:00","0","601"
"2020/03/26 15:59:59","0","0","1","6008","61028001","101","挑戰 1 次奧拉姆吧（全難易度皆可） ","61028001","9012","10028","2020/03/16 16:00:00","0","601"
"2020/03/26 15:59:59","0","0","10","6004","61028002","102","完成10次活動冒險","61028002","9004","10028","2020/03/16 16:00:00","0","601"
"2020/04/19 15:59:59","0","0","1","6008","61029001","101","挑戰 1 次復仇者馴鹿吧（全難易度共通） ","61029001","9012","10029","2020/04/01 16:00:00","0","601"
"2020/04/19 15:59:59","0","0","10","6004","61029002","102","完成10次活動冒險","61029002","9004","10029","2020/04/01 16:00:00","0","601"
"2020/04/26 15:59:59","0","0","1","6008","61030001","101","挑戰 1 次霧奇吧（全難易度皆可） ","61030001","9012","10030","2020/04/15 16:00:00","0","601"
"2020/04/26 15:59:59","0","0","10","6004","61030002","102","完成10次活動冒險","61030002","9004","10030","2020/04/15 16:00:00","0","601"
"2020/05/22 15:59:59","0","0","1","6008","61031001","101","挑戰 1 次山神大人吧（全難易度共通） ","61031001","9012","10031","2020/05/05 16:00:00","0","601"
"2020/05/22 15:59:59","0","0","10","6004","61031002","102","完成10次活動冒險","61031002","9004","10031","2020/05/05 16:00:00","0","601"
"2020/05/29 15:59:59","0","0","1","6008","61032001","101","挑戰 1 次邪餅神鏡餅吧（全難易度共通） ","61032001","9012","10032","2020/05/19 16:00:00","0","601"
"2020/05/29 15:59:59","0","0","10","6004","61032002","102","完成10次活動冒險","61032002","9004","10032","2020/05/19 16:00:00","0","601"
"2020/06/21 15:59:59","0","0","1","6008","61033001","101","挑戰 1 次反逆獸吧（全難易度共通） ","61033001","9012","10033","2020/06/03 16:00:00","0","601"
"2020/06/21 15:59:59","0","0","10","6004","61033002","102","完成10次活動冒險","61033002","9004","10033","2020/06/03 16:00:00","0","601"
"2020/06/28 15:59:59","0","0","1","6008","61034001","10034101","挑戰 1 次醜陋可愛吧（全難易度共通） ","61034001","9012","10034","2020/06/17 16:00:00","0","601"
"2020/06/28 15:59:59","0","0","10","6004","61034002","10034102","完成10次活動冒險","61034002","9004","10034","2020/06/17 16:00:00","0","601"
"2020/10/26 15:59:59","0","0","1","6008","61035001","10035101","挑戰 1 次Boss吧（前後篇的全難易度共通）","61035001","9012","10035","2020/09/30 16:00:00","0","601"
"2020/10/26 15:59:59","0","0","10","6004","61035002","10035102","完成10次活動冒險（前後篇共通）","61035002","9004","10035","2020/09/30 16:00:00","0","601"
"2020/08/28 15:59:59","0","0","1","6008","61037001","10037101","挑戰 1 次哀嘆之女神吧（全難易度共通） ","61037001","9012","10037","2020/08/17 16:00:00","0","601"
"2020/08/28 15:59:59","0","0","10","6004","61037002","10037102","完成10次活動冒險","61037002","9004","10037","2020/08/17 16:00:00","0","601"
"2020/07/19 15:59:59","0","0","1","6008","61038001","10038101","挑戰 1 次好朋友X吧（全難易度共通） ","61038001","9012","10038","2020/07/02 16:00:00","0","601"
"2020/07/19 15:59:59","0","0","10","6004","61038002","10038102","完成10次活動冒險","61038002","9004","10038","2020/07/02 16:00:00","0","601"
"2020/07/26 15:59:59","0","0","1","6008","61039001","10039101","挑戰 1 次元核‧巨靈吧（全難易度皆可） ","61039001","9012","10039","2020/07/16 16:00:00","0","601"
"2020/07/26 15:59:59","0","0","10","6004","61039002","10039102","完成10次活動冒險","61039002","9004","10039","2020/07/16 16:00:00","0","601"
"2020/08/21 15:59:59","0","0","1","6008","61040001","101","挑戰 1 次忍者首領半藏吧（全難易度共通） ","61040001","9012","10040","2020/08/03 16:00:00","0","601"
"2020/08/21 15:59:59","0","0","10","6004","61040002","102","完成10次活動冒險","61040002","9004","10040","2020/08/03 16:00:00","0","601"
"2020/09/28 15:59:59","0","0","1","6008","61041001","10041101","挑戰 1 次惡代官吧（全難易度皆可） ","61041001","9012","10041","2020/09/18 16:00:00","0","601"
"2020/09/28 15:59:59","0","0","10","6004","61041002","10041102","完成10次活動冒險","61041002","9004","10041","2020/09/18 16:00:00","0","601"
"2020/09/18 15:59:59","0","0","1","6008","61042001","10042101","挑戰 1 次黑之王賈巴沃克吧（全難易度共通） ","61042001","9012","10042","2020/09/04 16:00:00","0","601"
"2020/09/18 15:59:59","0","0","10","6004","61042002","10042102","完成10次活動冒險","61042002","9004","10042","2020/09/04 16:00:00","0","601"
"2020/10/28 15:59:59","0","0","1","6008","61043001","10043101","挑戰 1 次雨神大人吧（全難易度共通） ","61043001","9012","10043","2020/10/19 16:00:00","0","601"
"2020/10/28 15:59:59","0","0","10","6004","61043002","10043102","完成10次活動冒險","61043002","9004","10043","2020/10/19 16:00:00","0","601"
"2020/11/20 15:59:59","0","0","1","6008","61044001","10044101","挑戰 1 次覺醒‧覺醒‧花心星吧（全難易度共通） ","61044001","9012","10044","2020/11/02 16:00:00","0","601"
"2020/11/20 15:59:59","0","0","10","6004","61044002","10044102","完成10次活動冒險","61044002","9004","10044","2020/11/02 16:00:00","0","601"
"2020/11/27 15:59:59","0","0","1","6008","61045001","10045101","挑戰 1 次奄美魔物吧（全難易度共通） ","61045001","9012","10045","2020/11/17 16:00:00","0","601"
"2020/11/27 15:59:59","0","0","10","6004","61045002","10045102","完成10次活動冒險","61045002","9004","10045","2020/11/17 16:00:00","0","601"
"2020/12/22 15:59:59","0","0","1","6008","61046001","10046101","挑戰 1 次海岸暴君‧鮫吉吧（全難易度共通） ","61046001","9012","10046","2020/12/04 16:00:00","0","601"
"2020/12/22 15:59:59","0","0","10","6004","61046002","10046102","完成10次活動冒險","61046002","9004","10046","2020/12/04 16:00:00","0","601"
"2020/12/27 15:59:59","0","0","1","6008","61047001","101","挑戰 1 次劇毒曼德拉草吧（全難易度共通） ","61047001","9012","10047","2020/12/18 16:00:00","0","601"
"2020/12/27 15:59:59","0","0","10","6004","61047002","102","完成10次活動冒險","61047002","9004","10047","2020/12/18 16:00:00","0","601"
"2021/01/18 15:59:59","0","0","1","6008","61048001","10048101","挑戰 1 次失控的純潔之弓吧（全難易度共通） ","61048001","9012","10048","2020/12/31 16:00:00","0","601"
"2021/01/18 15:59:59","0","0","10","6004","61048002","10048102","完成10次活動冒險","61048002","9004","10048","2020/12/31 16:00:00","0","601"
"2021/01/27 15:59:59","0","0","1","6008","61049001","10049101","挑戰 1 次幻影男爵吧（全難易度共通） ","61049001","9012","10049","2021/01/18 16:00:00","0","601"
"2021/01/27 15:59:59","0","0","10","6004","61049002","10049102","完成10次活動冒險","61049002","9004","10049","2021/01/18 16:00:00","0","601"
"2021/02/19 15:59:59","0","0","1","6008","61050001","10050101","挑戰1次驚叫鬼魂教父吧（全難易度共通） ","61050001","9012","10050","2021/02/01 16:00:00","0","601"
"2021/02/19 15:59:59","0","0","10","6004","61050002","10050102","完成10次活動冒險","61050002","9004","10050","2021/02/01 16:00:00","0","601"
"2021/02/28 15:59:59","0","0","1","6008","61051001","10051101","挑戰 1 次似龍生物吧（全難易度共通） ","61051001","9012","10051","2021/02/19 16:00:00","0","601"
"2021/02/28 15:59:59","0","0","10","6004","61051002","10051102","完成10次活動冒險","61051002","9004","10051","2021/02/19 16:00:00","0","601"
"2021/03/20 15:59:59","0","0","1","6008","61052001","10052101","挑戰1次反逆獸 de M吧（全難易度共通） ","61052001","9012","10052","2021/03/02 16:00:00","0","601"
"2021/03/20 15:59:59","0","0","10","6004","61052002","10052102","完成10次活動冒險","61052002","9004","10052","2021/03/02 16:00:00","0","601"
"2021/04/30 15:59:59","0","0","1","6008","61053001","10053101","挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） ","61053001","9012","10053","2021/04/16 16:00:00","0","601"
"2021/04/30 15:59:59","0","0","10","6004","61053002","10053102","完成10次活動冒險","61053002","9004","10053","2021/04/16 16:00:00","0","601"
"2021/04/19 15:59:59","0","0","1","6008","61054001","10054101","挑戰1次被操控的雪人（全難易度共通） ","61054001","9012","10054","2021/04/01 16:00:00","0","601"
"2021/04/19 15:59:59","0","0","10","6004","61054002","10054102","完成10次活動冒險","61054002","9004","10054","2021/04/01 16:00:00","0","601"
"2021/03/26 15:59:59","0","0","1","6008","61055001","10055101","挑戰 1 次復仇者馴鹿吧（全難易度共通） ","61055001","9012","10055","2021/03/17 16:00:00","0","601"
"2021/03/26 15:59:59","0","0","10","6004","61055002","10055102","完成10次活動冒險","61055002","9004","10055","2021/03/17 16:00:00","0","601"
"2021/05/22 15:59:59","0","0","1","6008","61056001","10056101","挑戰1次究極金槍鮪（全難易度共通） ","61056001","9012","10056","2021/05/04 16:00:00","0","601"
"2021/05/22 15:59:59","0","0","10","6004","61056002","10056102","完成10次活動冒險","61056002","9004","10056","2021/05/04 16:00:00","0","601"
"2021/05/28 14:59:59","0","0","1","6008","61057001","10057101","挑戰 1 次山神大人吧（全難易度共通） ","61057001","9012","10057","2021/05/19 16:00:00","0","601"
"2021/05/28 14:59:59","0","0","10","6004","61057002","10057102","完成10次活動冒險","61057002","9004","10057","2021/05/19 16:00:00","0","601"
"2021/06/26 15:59:59","0","0","1","6008","61058001","10058101","挑戰 1 次Boss吧（前後篇的全難易度共通）","61058001","9012","10058","2021/06/02 16:00:00","0","601"
"2021/06/26 15:59:59","0","0","10","6004","61058002","10058102","完成10次活動冒險（前後篇共通）","61058002","9004","10058","2021/06/02 16:00:00","0","601"
"2021/06/27 15:59:59","0","0","1","6008","61060001","10060101","挑戰 1 次反逆獸吧（全難易度共通） ","61060001","9012","10060","2021/06/18 16:00:00","0","601"
"2021/06/27 15:59:59","0","0","10","6004","61060002","10060102","完成10次活動冒險","61060002","9004","10060","2021/06/18 16:00:00","0","601"
"2021/07/23 15:59:59","0","0","1","6008","61061001","10061101","挑戰 1 次魔物的公主吧（全難易度共通） ","61061001","9012","10061","2021/07/05 16:00:00","0","601"
"2021/07/23 15:59:59","0","0","10","6004","61061002","10061102","完成10次活動冒險","61061002","9004","10061","2021/07/05 16:00:00","0","601"
"2021/08/27 15:59:59","0","0","1","6008","61062001","10062101","挑戰 1 次Boss吧（前後篇的全難易度共通）","61062001","9012","10062","2021/08/09 16:00:00","0","601"
"2021/08/27 15:59:59","0","0","10","6004","61062002","10062102","完成10次活動冒險（前後篇共通）","61062002","9004","10062","2021/08/09 16:00:00","0","601"
"2021/08/20 15:59:59","0","0","1","6008","61064001","10064101","挑戰 1 次無名的藝術吧（全難易度共通）","61064001","9012","10064","2021/08/02 16:00:00","0","601"
"2021/08/20 15:59:59","0","0","10","6004","61064002","10064102","完成10次活動冒險","61064002","9004","10064","2021/08/02 16:00:00","0","601"
"2021/07/28 15:59:59","0","0","1","6008","61065001","10065101","挑戰 1 次好朋友X吧（全難易度共通） ","61065001","9012","10065","2021/07/19 16:00:00","0","601"
"2021/07/28 15:59:59","0","0","10","6004","61065002","10065102","完成10次活動冒險","61065002","9004","10065","2021/07/19 16:00:00","0","601"
"2021/09/19 15:59:59","0","0","1","6008","61066001","10066101","挑戰 1 次爆裂‧時間儀吧（全難易度共通） ","61066001","9012","10066","2021/09/01 16:00:00","0","601"
"2021/09/19 15:59:59","0","0","10","6004","61066002","10066102","完成10次活動冒險","61066002","9004","10066","2021/09/01 16:00:00","0","601"
"2021/09/26 15:59:59","0","0","1","6008","61067001","10067101","挑戰 1 次忍者首領半藏吧（全難易度共通） ","61067001","9012","10067","2021/09/17 16:00:00","0","601"
"2021/09/26 15:59:59","0","0","10","6004","61067002","10067102","完成10次活動冒險","61067002","9004","10067","2021/09/17 16:00:00","0","601"
"2021/10/19 15:59:59","0","0","1","6008","61068001","10068101","挑戰 1 次究極機械玩具王吧（全難易度共通） ","61068001","9012","10068","2021/10/01 16:00:00","0","601"
"2021/10/19 15:59:59","0","0","10","6004","61068002","10068102","完成10次活動冒險","61068002","9004","10068","2021/10/01 16:00:00","0","601"
"2021/10/27 15:59:59","0","0","1","6008","61069001","10069101","挑戰 1 次黑之王賈巴沃克吧（全難易度共通） ","61069001","9012","10069","2021/10/18 16:00:00","0","601"
"2021/10/27 15:59:59","0","0","10","6004","61069002","10069102","完成10次活動冒險","61069002","9004","10069","2021/10/18 16:00:00","0","601"
"2021/11/19 15:59:59","0","0","1","6008","61070001","10070101","挑戰 1 次作業吧（全難易度皆可） ","61070001","9012","10070","2021/11/01 16:00:00","0","601"
"2021/11/19 15:59:59","0","0","10","6004","61070002","10070102","完成10次活動冒險","61070002","9004","10070","2021/11/01 16:00:00","0","601"
"2021/11/27 15:59:59","0","0","1","6008","61071001","10071101","挑戰 1 次覺醒‧花心星吧（全難易度共通） ","61071001","9012","10071","2021/11/18 16:00:00","0","601"
"2021/11/27 15:59:59","0","0","10","6004","61071002","10071102","完成10次活動冒險","61071002","9004","10071","2021/11/18 16:00:00","0","601"
"2021/12/20 15:59:59","0","0","1","6008","61072001","10072101","挑戰 1 次女王歌唱水母吧（全難易度共通） ","61072001","9012","10072","2021/12/02 16:00:00","0","601"
"2021/12/20 15:59:59","0","0","10","6004","61072002","10072102","完成10次活動冒險","61072002","9004","10072","2021/12/02 16:00:00","0","601"
"2021/12/26 15:59:59","0","0","1","6008","61073001","10073101","挑戰 1 次海岸暴君‧鮫吉吧（全難易度共通） ","61073001","9012","10073","2021/12/17 16:00:00","0","601"
"2021/12/26 15:59:59","0","0","10","6004","61073002","10073102","完成10次活動冒險","61073002","9004","10073","2021/12/17 16:00:00","0","601"
"2022/01/21 15:59:59","0","0","1","6008","61074001","10074101","挑戰 1 次基古魯博士吧（全難易度共通） ","61074001","9012","10074","2022/01/03 16:00:00","0","601"
"2022/01/21 15:59:59","0","0","10","6004","61074002","10074102","完成10次活動冒險","61074002","9004","10074","2022/01/03 16:00:00","0","601"
"2022/01/28 15:59:59","0","0","1","6008","61075001","10075101","挑戰 1 次失控的純潔之弓吧（全難易度共通） ","61075001","9012","10075","2022/01/19 16:00:00","0","601"
"2022/01/28 15:59:59","0","0","10","6004","61075002","10075102","完成10次活動冒險","61075002","9004","10075","2022/01/19 16:00:00","0","601"
"2022/02/19 15:59:59","0","0","1","6008","61076001","10076101","挑戰 1 次哀暴小棉花糖吧（全難易度共通） ","61076001","9012","10076","2022/02/01 16:00:00","0","601"
"2022/02/19 15:59:59","0","0","10","6004","61076002","10076102","完成10次活動冒險","61076002","9004","10076","2022/02/01 16:00:00","0","601"
"2022/02/25 15:59:59","0","0","1","6008","61077001","10077101","挑戰1次驚叫鬼魂教父吧（全難易度共通） ","61077001","9012","10077","2022/02/16 16:00:00","0","601"
"2022/02/25 15:59:59","0","0","10","6004","61077002","10077102","完成10次活動冒險","61077002","9004","10077","2022/02/16 16:00:00","0","601"
"2022/03/19 15:59:59","0","0","1","6008","61078001","10078101","挑戰 1 次反逆獸‧三重吧（全難易度共通） ","61078001","9012","10078","2022/03/01 16:00:00","0","601"
"2022/03/19 15:59:59","0","0","10","6004","61078002","10078102","完成10次活動冒險","61078002","9004","10078","2022/03/01 16:00:00","0","601"
"2022/03/27 15:59:59","0","0","1","6008","61079001","10079101","挑戰1次反逆獸 de M吧（全難易度共通） ","61079001","9012","10079","2022/03/18 16:00:00","0","601"
"2022/03/27 15:59:59","0","0","10","6004","61079002","10079102","完成10次活動冒險","61079002","9004","10079","2022/03/18 16:00:00","0","601"
"2022/04/19 15:59:59","0","0","1","6008","61080001","10080101","挑戰 1 次孤伶伶的聖誕夜妖精吧（全難易度皆可） ","61080001","9012","10080","2022/04/01 16:00:00","0","601"
"2022/04/19 15:59:59","0","0","10","6004","61080002","10080102","完成10次活動冒險","61080002","9004","10080","2022/04/01 16:00:00","0","601"
"2022/04/27 15:59:59","0","0","1","6008","61081001","10081101","挑戰1次被操控的雪人（全難易度共通） ","61081001","9012","10081","2022/04/18 16:00:00","0","601"
"2022/04/27 15:59:59","0","0","10","6004","61081002","10081102","完成10次活動冒險","61081002","9004","10081","2022/04/18 16:00:00","0","601"
"2022/05/20 15:59:59","0","0","1","6008","61082001","10082101","挑戰 1 次邪牛神哞猛吧（全難易度皆可） ","61082001","9012","10082","2022/05/02 16:00:00","0","601"
"2022/05/20 15:59:59","0","0","10","6004","61082002","10082102","完成10次活動冒險","61082002","9004","10082","2022/05/02 16:00:00","0","601"
"2022/05/28 15:59:59","0","0","1","6008","61083001","10083101","挑戰1次究極金槍鮪（全難易度共通） ","61083001","9012","10083","2022/05/19 16:00:00","0","601"
"2022/05/28 15:59:59","0","0","10","6004","61083002","10083102","完成10次活動冒險","61083002","9004","10083","2022/05/19 16:00:00","0","601"
"2022/06/25 15:59:59","0","0","1","6008","61084001","10084101","【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","61084001","9012","10084","2022/06/01 16:00:00","0","601"
"2022/06/25 15:59:59","0","0","10","6004","61084002","10084102","【前篇】完成 10 次活動冒險吧（前後篇皆可）","61084002","9004","10084","2022/06/01 16:00:00","0","601"
"2022/06/25 15:59:59","0","0","1","6008","61085001","10085101","【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","61085001","9012","10084","2022/06/08 16:00:00","0","601"
"2022/06/25 15:59:59","0","0","10","6004","61085002","10085102","【後篇】完成 10 次活動冒險吧（前後篇皆可）","61085002","9004","10084","2022/06/08 16:00:00","0","601"
