3b8ce647c96406042e58081dee87b0abd83b4171179f41f4d055c71e9d96f9ff,2eebad93357f6b46fa00adfa3d0dc86945029581882b3209609b6e14e1f8ea81,350f7f979c0230efed1d335b0c13c12cd6ce0cee3da51d2916b2c694b4dc4ad0,33e0fd8a972de31b5dbbb3e03843b4cd36500cf0365f30b7cdebf1e962c6b29b,dd2d5f89bb9d421ec8d75ae20241c48fc28bed134095a251ef53e945519e8467,47f55486b18bd500f077d039379283e11e98f4cd36a9e50db38aeae1e28e5fea,85d39addb9b5d4efa81ff5b0e978812b6a38c3e004be07b8ca0bc42fa943a0d8,95af6f74db128e31dafdce6df620ee604f83c28ce794636bc0076daf4408ccbf,4ef3bec657f40d68d6e7a592eaccd578a43db3cf6b9b8e48542d0108b2eeca4a,c29fe4c5397e8a7bc6f532a13bcb00af004923b9f2a97f418e5580038dafda39,23a0bcd74bda871115d4ea553deae97d82329051edad3a66ca28b800c7893a78,0e3819c3c7c7d57759200b3bdae7ba989a995f8a58708fdaeadc653c93fe01d3,0f949782fd5e35c2256a3f2fc7c6844ffdd989aaa56b77458e7199e501d330d1,4c79380d0760492e582918b8e633aa03a5d90863afc117d859182d2e0b4439b3,ec4723c9ae343acc0a71b84764b1839b1814ef5236637a3555d0e7d722464fd4,e8aa16d5b76761fdd496a70877b976a14d13fb870976ebe57f19fa6cbd481f60,1f9a3155f25bac9f1c7116e02e575b02d35eb9528da9605ab52d5bd61bc8183a,78be3ce9a00dc767615a7c8bb78b04c20f4803c73dfec5143db6f2bf3d2e9ba5
"9100","0","91002","9100","0","0","20","0","0","0","0","0","0","0","30","0","0","8"
"9200","0","91002","9200","0","0","21","0","0","0","0","0","0","0","30","0","0","8"
"9300","0","91002","9300","0","0","22","0","0","0","0","0","0","0","30","0","0","8"
"9400","0","91002","9400","0","0","23","0","0","0","0","0","0","0","30","0","0","8"
"9500","0","91002","9500","0","0","24","0","0","0","0","0","0","0","30","0","0","8"
"9600","0","91002","9600","0","0","25","0","0","0","0","0","0","0","30","0","0","8"
"9700","0","91002","9700","0","0","26","0","0","0","0","0","0","0","30","0","0","8"
"9800","0","91002","9800","0","0","27","0","0","0","0","0","0","0","30","0","0","8"
"9900","0","91002","9900","0","0","28","0","0","0","0","0","0","0","30","0","0","8"
"10000","0","91002","10000","0","0","29","0","0","0","0","0","0","0","30","0","0","8"
"10100","0","91002","10100","0","0","30","0","0","0","0","0","0","0","30","0","0","8"
"10200","0","91002","10200","0","0","31","0","0","0","0","0","0","0","30","0","0","8"
"10300","0","91002","10300","0","0","32","0","0","0","0","0","0","0","30","0","0","8"
"10400","0","91002","10400","0","0","33","0","0","0","0","0","0","0","30","0","0","8"
"10500","0","91002","10500","0","0","34","0","0","0","0","0","0","0","30","0","0","8"
"10600","0","91002","10600","0","0","35","0","0","0","0","0","0","0","30","0","0","8"
"10700","0","91002","10700","0","0","36","0","0","0","0","0","0","0","30","0","0","8"
"10800","0","91002","10800","0","0","37","0","0","0","0","0","0","0","30","0","0","8"
"10900","0","91002","10900","0","0","38","0","0","0","0","0","0","0","30","0","0","8"
"11000","0","91002","11000","0","0","39","0","0","0","0","0","0","0","30","0","0","8"
"11100","0","91002","11100","0","0","40","0","0","0","0","0","0","0","30","0","0","8"
"11200","0","91002","11200","0","0","41","0","0","0","0","0","0","0","30","0","0","8"
"11300","0","91002","11300","0","0","42","0","0","0","0","0","0","0","30","0","0","8"
"11400","0","91002","11400","0","0","43","0","0","0","0","0","0","0","30","0","0","8"
"11500","0","91002","11500","0","0","44","0","0","0","0","0","0","0","30","0","0","8"
"11600","0","91002","11600","0","0","45","0","0","0","0","0","0","0","30","0","0","8"
"11700","0","91002","11700","0","0","46","0","0","0","0","0","0","0","30","0","0","8"
"11800","0","91002","11800","0","0","47","0","0","0","0","0","0","0","30","0","0","8"
"11900","0","91002","11900","0","0","48","0","0","0","0","0","0","0","30","0","0","8"
"12000","0","91002","12000","0","0","49","0","0","0","0","0","0","0","30","0","0","8"
"12100","0","91002","12100","0","0","50","0","0","0","0","0","0","0","30","0","0","8"
"12200","0","91002","12200","0","0","51","0","0","0","0","0","0","0","30","0","0","8"
"12300","0","91002","12300","0","0","52","0","0","0","0","0","0","0","30","0","0","8"
"12400","0","91002","12400","0","0","53","0","0","0","0","0","0","0","30","0","0","8"
"12500","0","91002","12500","0","0","54","0","0","0","0","0","0","0","30","0","0","8"
"12600","0","91002","12600","0","0","55","0","0","0","0","0","0","0","30","0","0","8"
"12700","0","91002","12700","0","0","56","0","0","0","0","0","0","0","30","0","0","8"
"12800","0","91002","12800","0","0","57","0","0","0","0","0","0","0","30","0","0","8"
"12900","0","91002","12900","0","0","58","0","0","0","0","0","0","0","30","0","0","8"
"13000","0","91002","13000","0","0","59","0","0","0","0","0","0","0","30","0","0","8"
"13100","0","91002","13100","0","0","60","0","0","0","0","0","0","0","30","0","0","8"
"13200","0","91002","13200","0","0","61","0","0","0","0","0","0","0","30","0","0","8"
"13300","0","91002","13300","0","0","62","0","0","0","0","0","0","0","30","0","0","8"
"13400","0","91002","13400","0","0","63","0","0","0","0","0","0","0","30","0","0","8"
"13500","0","91002","13500","0","0","64","0","0","0","0","0","0","0","30","0","0","8"
"13600","0","91002","13600","0","0","65","0","0","0","0","0","0","0","30","0","0","8"
"13700","0","91002","13700","0","0","66","0","0","0","0","0","0","0","30","0","0","8"
"13800","0","91002","13800","0","0","67","0","0","0","0","0","0","0","30","0","0","8"
"13900","0","91002","13900","0","0","68","0","0","0","0","0","0","0","30","0","0","8"
"14000","0","91002","14000","0","0","69","0","0","0","0","0","0","0","30","0","0","8"
"14100","0","91002","14100","0","0","70","0","0","0","0","0","0","0","30","0","0","8"
"14200","0","91002","14200","0","0","71","0","0","0","0","0","0","0","30","0","0","8"
"14300","0","91002","14300","0","0","72","0","0","0","0","0","0","0","30","0","0","8"
"14400","0","91002","14400","0","0","73","0","0","0","0","0","0","0","30","0","0","8"
"14500","0","91002","14500","0","0","74","0","0","0","0","0","0","0","30","0","0","8"
"14600","0","91002","14600","0","0","75","0","0","0","0","0","0","0","30","0","0","8"
"14700","0","91002","14700","0","0","76","0","0","0","0","0","0","0","30","0","0","8"
"14800","0","91002","14800","0","0","77","0","0","0","0","0","0","0","30","0","0","8"
"14900","0","91002","14900","0","0","78","0","0","0","0","0","0","0","30","0","0","8"
"15000","0","91002","15000","0","0","79","0","0","0","0","0","0","0","30","0","0","8"
