53fc16a865574eebd3463be80e8f1f45f8f680faa049adc71a14b98ca8cc3888,013346b0eab5f02789d972c51c6d0a9a258b869f791ff08d17ec74fca1c250d0,e770821e96be317d23fa9318d869737f8468fa6a6f6b61e5e9e9cc4132904271,41bd8fc1064e87984b9b3c52d821dc01f60d82b807e823ac0102c80f6874e692,5310f636ca0be867a90e5ecf1139073df63203a5a5aeb4314db6d66fe9144b86,7ed195e26814dca070f26ce063e58d1b7213053281c39d658f062316298eca0e,96678c8e825a8cc3052bbc55003295149db564deb019a3cc1d47c0bc79db6cb4,230c6459c39b131a8b20228fbdc18d172da36ead62faf1e493bcbf57abe816f5,4119c1c000462085a637737c6a70bba9ad90a0c2e1ce8ccd3afccf34b5335cab,1d04f217f67b944de0e563f27f07474f02bc8956e49040af9c48a46d8d106e90,db1263d2263686082b5faf9728b938ee438be6e3b00c34c7755fd7ef583b86fa
"112","0","1","慢著慢著慢著！！\n就要妳等一下了啊！？\n你們以為繞蘭德索爾的牆壁\n走整整一圈的距離有多遠啊！","0","106011","0.5","112064","10","1","11"
"112","","","","","112064","","112065","","","91"
"112","0.2","","wac_215_idle_anger2","","106011","","112066","1","","3"
"112","0.2","","wac_215_talk_sad","","106011","","112067","1","","3"
"112","","0","vo_wac_220215_012","","vo_wac_220215","","112068","0","","21"
"112","0","1","那可是連正常地走過去\n都會令人厭煩的距離耶？\n如果只有我們，再怎麼樣都……","0","106011","0.5","112069","10","1","11"
"112","","","","","112069","","112070","","","91"
"112","0.2","","wac_215_idle_sad","","106011","","112071","1","","3"
"112","0.2","","wac_215_coccoro_talk_wish2","","105911","","112072","1","","3"
"112","","0","vo_wac_220215_013","","vo_wac_220215","","112073","0","","21"
"112","0","1","凱留小姐，那麼，要不要\n請其他公會也來幫忙呢？\n只要和各位同心協力……","0","105911","0.5","112074","10","1","11"
"112","","","","","112074","","112075","","","91"
"112","0.2","","wac_215_coccoro_idle_wish2","","105911","","112076","1","","3"
"112","0.2","wac_215_kyaru_talk_doya_loop","wac_215_kyaru_talk_doya","0","106011","","112077","0","1","3"
"112","","0","vo_wac_220215_014","","vo_wac_220215","","112078","0","","21"
"112","0","1","可蘿仔，妳這不是超有幹勁的嗎……\n啊～受不了，拿你們沒辦法耶。\n花凜，你很擅長這種事情吧？\n就是那個叫什麼呼喚的東西。","0","106011","0.5","112079","10","1","11"
"112","","","","","112079","","112080","","","91"
"112","0.2","","wac_215_idle_arm_crossed","","106011","","112081","1","","3"
"112","","","1","","105811","","112082","","","4"
"112","","","1","","105911","","112083","","","4"
"112","0.2","","wac_215_idle_normal_joy","","105911","","112084","1","","3"
"112","0.2","","wac_215_idle_normal2_joy","","106431","","112085","1","","3"
"112","0.2","","wac_215_karin_talk_wish","","118511","","112086","1","","3"
"112","","0","vo_wac_220215_015","","vo_wac_220215","","112087","0","","21"
"112","0","1","我明白了，\n那我來彙整發給各個公會的委託書。\n公會呼喚……！","0","118511","0.5","112088","10","1","11"
"112","","","","","112088","","112089","","","91"
"112","0.2","","wac_215_karin_idle_normal","","118511","","112090","1","","3"
"112","0.2","","wac_215_karin_talk_normal","","118511","","112091","1","","3"
"112","","0","vo_wac_220215_016","","vo_wac_220215","","112092","0","","21"
"112","0","1","那在大家畫畫時，\n我就去找其他的公會囉。\n讓牆壁上充滿美麗的圖畫，\n來打造出蘭德索爾的地標景點吧！","0","118511","0.5","112093","10","1","11"
"112","","","","","112093","","112094","","","91"
"112","0.2","","wac_215_karin_idle_normal","","118511","","112095","1","","3"
"112","0.2","wac_215_peko_talk_wish_loop","wac_215_peko_talk_wish","0.2","105811","","112096","0","1","3"
"112","","0","vo_wac_220215_017","","vo_wac_220215","","112097","0","","21"
"112","0","1","我明白了！\n那我就來畫魔物料理──","0","105811","0.5","112098","10","1","11"
"112","","","","","112098","","112099","","","91"
"112","0.2","","wac_215_peko_idle_wish","","105811","","112100","1","","3"
"112","0.2","wac_215_talk_arm_crossed_loop","wac_215_kyaru_talk_anger","0.2","106011","","112101","0","1","3"
"112","","0","vo_wac_220215_018","","vo_wac_220215","","112102","0","","21"
"112","0","1","妳別畫那種噁心的東西！\n但企劃本身算還不錯吧？\n感覺好像很開心……那麼，\n就來大展身手一番吧！","0","106011","0.5","112103","10","1","11"
"112","","","","","112103","","112104","","","91"
"112","0.2","","wac_215_idle_arm_crossed","","106011","","112105","1","","3"
"112","0.2","wac_215_cmn_eieio_loop","wac_215_cmn_eieio","0","105811","","112106","0","1","3"
"112","0.2","wac_215_cmn_eieio_loop","wac_215_cmn_eieio","0","106431","","112107","0","1","3"
"112","","","","","0.1","","112108","","","93"
"112","0.2","wac_215_cmn_eieio_loop","wac_215_cmn_eieio","0","105911","","112109","0","1","3"
"112","0.2","wac_215_cmn_eieio_loop","wac_215_cmn_eieio","0.2","106011","","112110","0","1","3"
"112","","","","","0.9","","112111","","","93"
"112","0.2","wac_215_karin_idle_normal","wac_215_handclap","0.2","118511","","112112","0","1","3"
"112","","","0","","2","","112113","","","93"
"112","","","","","0","","112114","","","91"
"113","0.2","","wac_215_karin_idle_normal","","118511","","113001","1","","3"
"113","0.2","","wac_215_idle_joy1","","105811","","113002","1","","3"
"113","","","","","0.1","","113003","","","93"
"113","0.2","","wac_215_coccoro_idle_wish","","105911","","113004","1","","3"
"113","0.2","","wac_215_idle_arm_crossed","","106011","","113005","1","","3"
"113","","","","","0.1","","113006","","","93"
"113","0.2","","wac_215_idle_normal2_joy","","106431","","113007","1","","3"
"113","","","","","0","","113008","","","91"
"211","2","-108","105811","0","1","wac_default_11","211001","202","-212.75","1"
"211","2","-108","111","0","1","wac_default_11","211002","201","-212.75","5"
"211","1","0","1","","1","","211003","0","1","31"
"211","0","0","2","","2","","211004","0","1","31"
"211","0","0","11","","11","","211005","0","1","31"
"211","0.2","","wac_paint_11","","105811","","211006","0","0","3"
"211","0.2","","wac_paint_11","","111","","211007","0","0","3"
"211","","","0","","0.3","","211008","","","93"
"211","","","1","","11","wac_default_11","211009","","","32"
"211","","","se_10035700_roller","","se_10035700","","211010","0","","23"
"211","","","","","1","","211011","","","131"
"212","0.2","wac_talk_kyapi_loop","wac_talk_kyapi_in","","105811","","212001","0","1","3"
"212","0.2","","wac_no_items","","111","","212002","1","","3"
"212","","0","200","","105811","","212003","-340","","2"
"212","","0","200","","111","","212004","-340","","2"
"212","","","0","","1","","212005","","","32"
"212","","","1","","2","","212006","","","32"
"212","","","0","","11","","212007","","","32"
"212","","0","vo_wac_220216_000","","vo_wac_220216","","212008","0","","21"
"212","0","1","嘿嘿～♪畫畫，畫畫～！\n這搞不好是我有生以來\n第一次畫這麼大一幅畫！","0","105811","0.5","212009","10","1","11"
"212","","","","","0","","212010","","","91"
"212","","0","vo_wac_220216_001","","vo_wac_220216","","212011","0","","21"
"212","0","1","大家一起圍繞在餐桌邊\n當然是很幸福，\n但跟大家一起打造出一件東西……\n也太讚了吧☆","0","105811","0.5","212012","10","1","11"
"212","","","","","0","","212013","","","91"
"212","","","0","","0","","212014","","","22"
"213","0.2","","wac_idle_kyapi","","105811","","213001","1","","3"
"213","0.2","","wac_no_items","","111","","213002","1","","3"
"213","","0","200","","105811","","213003","-340","","2"
"213","","0","200","","111","","213004","-340","","2"
"213","","","0","","1","","213005","","","32"
"213","","","1","","2","","213006","","","32"
"213","","","0","","11","","213007","","","32"
"213","","","","","0","","213008","","","91"
"311","2","-108","105911","0","1","wac_default_01","311001","202","-212.75","1"
"311","2","-108","111","0","1","wac_default_03","311002","201","-212.75","5"
"311","1","0","1","","1","","311003","0","1","31"
"311","0","0","2","","2","","311004","0","1","31"
"311","0","0","11","","11","","311005","0","1","31"
"311","0.2","","wac_paint_01","","105911","","311006","0","","3"
"311","0.2","","wac_paint_03","","111","","311007","0","","3"
"311","","","1","","11","wac_default_11","311008","","","32"
"311","","","se_10035700_brush","","se_10035700","","311009","0","","23"
"311","","","","","1","","311010","","","131"
"312","0.2","wac_talk_wish_loop","wac_talk_wish_in","","105911","","312001","0","1","3"
"312","0.2","","wac_no_items","","111","","312002","1","","3"
"312","","0","200","","105911","","312003","-340","","2"
"312","","0","200","","111","","312004","-340","","2"
"312","","","0","","1","","312005","","","32"
"312","","","1","","2","","312006","","","32"
"312","","","0","","11","","312007","","","32"
"312","","0","vo_wac_220217_000","","vo_wac_220217","","312008","0","","21"
"312","0","1","呼……\n在下認為自己很擅長照顧人，\n卻對畫技沒什麼自信。\n但是──","0","105911","0.5","312009","10","1","11"
"312","","","","","0","","312010","","","91"
"312","","0","vo_wac_220217_001","","vo_wac_220217","","312011","0","","21"
"312","0","1","在下希望有朝一日，能在蘭德索爾的\n這面牆畫上主人威風凜凜的模樣……\n在下會努力的。\n請你看著在下吧，主人……♪","0","105911","0.5","312012","10","1","11"
"312","","","","","0","","312013","","","91"
"312","","","0","","0","","312014","","","22"
"313","0.2","","wac_idle_wish","","105911","","313001","1","","3"
"313","0.2","","wac_no_items","","111","","313002","1","","3"
"313","","0","200","","105911","","313003","-340","","2"
"313","","0","200","","111","","313004","-340","","2"
"313","","","0","","1","","313005","","","32"
"313","","","1","","2","","313006","","","32"
"313","","","0","","11","","313007","","","32"
"313","","","","","0","","313008","","","91"
"411","2","-108","106011","0","1","wac_default_01","411001","202","-212.75","1"
"411","2","-108","111","0","1","wac_default_02","411002","201","-212.75","5"
"411","1","0","1","","1","","411003","0","1","31"
"411","0","0","2","","2","","411004","0","1","31"
"411","0","0","11","","11","","411005","0","1","31"
"411","0.2","","wac_paint_01","","106011","","411006","0","","3"
"411","0.2","","wac_paint_02","","111","","411007","0","","3"
"411","","","1","","11","wac_default_11","411008","","","32"
"411","0.2","","se_10035700_brush","","se_10035700","","411009","0","0","23"
"411","","","","","1","","411010","","","131"
"412","0.2","wac_talk_doya_loop","wac_talk_doya_in","","106011","","412001","0","1","3"
"412","0.2","","wac_no_items","","111","","412002","1","","3"
"412","","0","200","","106011","","412003","-340","","2"
"412","","0","200","","111","","412004","-340","","2"
"412","","","0","","1","","412005","","","32"
"412","","","1","","2","","412006","","","32"
"412","","","0","","11","","412007","","","32"
"412","","0","vo_wac_220218_000","","vo_wac_220218","","412008","0","","21"
"412","0","1","哼哼哼～♪\n好，感覺很不錯呢！\n今天的部分完成了！","0","106011","0.5","412009","10","1","11"
"412","","","","","0","","412010","","","91"
"412","","0","vo_wac_220218_001","","vo_wac_220218","","412011","0","","21"
"412","0","1","總覺得開始好玩起來了。\n……我啊，該不會是有\n繪畫的才能吧♪\n好～要來盡情地畫囉！","0","106011","0.5","412012","10","1","11"
"412","","","","","0","","412013","","","91"
"412","","","0","","0","","412014","","","22"
"413","0.2","","wac_idle_doya","","106011","","413001","1","","3"
"413","0.2","","wac_no_items","","111","","413002","1","","3"
"413","","0","200","","106011","","413003","-340","","2"
"413","","0","200","","111","","413004","-340","","2"
"413","","","0","","1","","413005","","","32"
"413","","","1","","2","","413006","","","32"
"413","","","0","","11","","413007","","","32"
"413","","","","","0","","413008","","","91"
"511","2","-108","106431","0","1","wac_default_11","511001","202","-212.75","1"
"511","2","-108","111","0","1","wac_default_12","511002","201","-212.75","5"
"511","1","0","1","","1","","511003","0","1","31"
"511","0","0","2","","2","","511004","0","1","31"
"511","0","0","11","","11","","511005","0","1","31"
"511","0.2","","wac_paint_11","","106431","","511006","0","","3"
"511","0.2","","wac_paint_12","","111","","511007","0","","3"
"511","","","0","","0.3","","511008","","","93"
"511","","","1","","11","wac_default_11","511009","","","32"
"511","0.2","","se_10035700_roller","","se_10035700","","511010","0","0","23"
"511","","","","","1","","511011","","","131"
"512","0.2","wac_talk_smile_loop","wac_talk_smile_in","","106431","","512001","0","1","3"
"512","0.2","","wac_no_items","","111","","512002","1","","3"
"512","","0","200","","106431","","512003","-340","","2"
"512","","0","200","","111","","512004","-340","","2"
"512","","","0","","1","","512005","","","32"
"512","","","1","","2","","512006","","","32"
"512","","","0","","11","","512007","","","32"
"512","","0","vo_wac_220219_000","","vo_wac_220219","","512008","0","","21"
"512","0","1","雖然我沒有學過畫畫……\n但盡情地動手畫畫非常新鮮，\n很有趣呢。","0","106431","0.5","512009","10","1","11"
"512","","","","","0","","512010","","","91"
"512","","0","vo_wac_220219_001","","vo_wac_220219","","512011","0","","21"
"512","0","1","我們畫的畫居然會變成\n蘭德索爾的一部分風景，\n總覺得這就像是在作夢……！","0","106431","0.5","512012","10","1","11"
"512","","","","","0","","512013","","","91"
"512","","","0","","0","","512014","","","22"
"513","0.2","","wac_idle_smile","","106431","","513001","1","","3"
"513","0.2","","wac_no_items","","111","","513002","1","","3"
"513","","0","200","","106431","","513003","-340","","2"
"513","","0","200","","111","","513004","-340","","2"
"513","","","0","","1","","513005","","","32"
"513","","","1","","2","","513006","","","32"
"513","","","0","","11","","513007","","","32"
"513","","","","","0","","513008","","","91"
"611","2","-108","104411","0","1","wac_default_01","611001","202","-212.75","1"
"611","2","-108","111","0","1","wac_default_01","611002","201","-212.75","5"
"611","1","0","1","","1","","611003","0","1","31"
"611","0","0","2","","2","","611004","0","1","31"
"611","0","0","11","","11","","611005","0","1","31"
"611","0.2","","wac_paint_01","","104411","","611006","0","","3"
"611","0.2","","wac_paint_01","","111","","611007","0","","3"
"611","","","1","","11","wac_default_11","611008","","","32"
"611","0.2","","se_10035700_brush","","se_10035700","","611009","0","0","23"
"611","","","","","1","","611010","","","131"
"612","0.2","wac_talk_doya_loop","wac_talk_doya_in","","104411","","612001","0","1","3"
"612","0.2","","wac_no_items","","111","","612002","1","","3"
"612","","0","200","","104411","","612003","-340","","2"
"612","","0","200","","111","","612004","-340","","2"
"612","","","0","","1","","612005","","","32"
"612","","","1","","2","","612006","","","32"
"612","","","0","","11","","612007","","","32"
"612","","0","vo_wac_220220_000","","vo_wac_220220","","612008","0","","21"
"612","0","1","將妾身的威嚴淋漓盡致地\n畫在蘭德索爾……\n這不是別有一番雅興嗎！","0","104411","0.5","612009","10","1","11"
"612","","","","","0","","612010","","","91"
"612","","0","vo_wac_220220_001","","vo_wac_220220","","612011","0","","21"
"612","0","1","嗯，話又說回來，真不愧是妾身。\n這美妙的筆觸無人能及。如此一來，\n征服世界的那天也不遠了！\n哼……哼哈哈哈哈，哈～哈哈哈！","0","104411","0.5","612012","10","1","11"
"612","","","","","0","","612013","","","91"
"612","","","0","","0","","612014","","","22"
"613","0.2","","wac_idle_doya","","104411","","613001","1","","3"
"613","0.2","","wac_no_items","","111","","613002","1","","3"
"613","","0","200","","104411","","613003","-340","","2"
"613","","0","200","","111","","613004","-340","","2"
"613","","","0","","1","","613005","","","32"
"613","","","1","","2","","613006","","","32"
"613","","","0","","11","","613007","","","32"
"613","","","","","0","","613008","","","91"
"711","2","-108","102211","0","1","wac_default_bot_01","711001","202","-325","1"
"711","2","-108","111","0","1","wac_default_02","711002","201","-325","5"
"711","1","0","3","","3","","711003","0","1","31"
"711","0","0","2","","2","","711004","0","1","31"
"711","0","0","13","","13","","711005","0","1","31"
"711","0.2","","wac_paint_bot_01","","102211","","711006","0","","3"
"711","0.2","","wac_paint_02","","111","","711007","0","","3"
"711","","","1","","13","wac_default_11","711008","","","32"
"711","0.2","","se_10035700_brush","","se_10035700","","711009","0","0","23"
"711","","","","","1","","711010","","","131"
"712","0.2","wac_talk_sad_loop","wac_talk_sad_in","","102211","","712001","0","1","3"
"712","0.2","","wac_no_items","","111","","712002","1","","3"
"712","","0","200","","102211","","712003","-340","","2"
"712","","0","200","","111","","712004","-340","","2"
"712","","","0","","3","","712005","","","32"
"712","","","1","","2","","712006","","","32"
"712","","","0","","13","","712007","","","32"
"712","","0","vo_wac_220221_000","","vo_wac_220221","","712008","0","","21"
"712","0","1","這、這種感覺可以嗎……？\n居然突然要人畫圖，\n還真是強人所難。","0","102211","0.5","712009","10","1","11"
"712","","","","","0","","712010","","","91"
"712","","0","vo_wac_220221_001","","vo_wac_220221","","712011","0","","21"
"712","0","1","雖然手因為緊張而抖了起來……\n連我都覺得畫得很不錯。\n不知道茜里畫了什麼樣的圖？\n就去看看吧。","0","102211","0.5","712012","10","1","11"
"712","","","","","0","","712013","","","91"
"712","","","0","","0","","712014","","","22"
"713","0.2","","wac_idle_sad","","102211","","713001","1","","3"
"713","0.2","","wac_no_items","","111","","713002","1","","3"
"713","","0","200","","102211","","713003","-340","","2"
"713","","0","200","","111","","713004","-340","","2"
"713","","","0","","3","","713005","","","32"
"713","","","1","","2","","713006","","","32"
"713","","","0","","13","","713007","","","32"
"713","","","","","0","","713008","","","91"
"811","2","-108","100611","0","1","wac_default_bot_11","811001","202","-325","1"
"811","2","-108","111","0","1","wac_default_12","811002","201","-325","5"
"811","1","0","3","","3","","811003","0","1","31"
"811","0","0","2","","2","","811004","0","1","31"
"811","0","0","13","","13","","811005","0","1","31"
"811","0.2","","wac_paint_bot_11","","100611","","811006","0","","3"
"811","0.2","","wac_paint_12","","111","","811007","0","","3"
"811","","","0","","0.3","","811008","","","93"
"811","","","1","","13","wac_default_11","811009","","","32"
"811","0.2","","se_10035700_roller","","se_10035700","","811010","0","0","23"
"811","","","","","1","","811011","","","131"
"812","0.2","wac_talk_smile_loop","wac_talk_smile_in","","100611","","812001","0","1","3"
"812","0.2","","wac_no_items","","111","","812002","1","","3"
"812","","0","200","","100611","","812003","-340","","2"
"812","","0","200","","111","","812004","-340","","2"
"812","","","0","","3","","812005","","","32"
"812","","","1","","2","","812006","","","32"
"812","","","0","","13","","812007","","","32"
"812","","0","vo_wac_220222_000","","vo_wac_220222","","812008","0","","21"
"812","0","1","嘻嘻♪\n茜里畫好了～♪\n好可愛喔～♪","0","100611","0.5","812009","10","1","11"
"812","","","","","0","","812010","","","91"
"812","","0","vo_wac_220222_001","","vo_wac_220222","","812011","0","","21"
"812","0","1","不過，是不是讓畫面\n灑滿更多愛心比較好？\n或是去姊姊那裡補畫──\n啊！姊姊♪","0","100611","0.5","812012","10","1","11"
"812","","","","","0","","812013","","","91"
"812","","","0","","0","","812014","","","22"
"813","0.2","","wac_idle_smile","","100611","","813001","1","","3"
"813","0.2","","wac_no_items","","111","","813002","1","","3"
"813","","0","200","","100611","","813003","-340","","2"
"813","","0","200","","111","","813004","-340","","2"
"813","","","0","","3","","813005","","","32"
"813","","","1","","2","","813006","","","32"
"813","","","0","","13","","813007","","","32"
"813","","","","","0","","813008","","","91"
"911","2","-108","103111","0","1","wac_default_01","911001","202","-212.75","1"
"911","2","-108","111","0","1","wac_default_03","911002","201","-212.75","5"
"911","1","0","1","","1","","911003","0","1","31"
"911","0","0","2","","2","","911004","0","1","31"
"911","0","0","11","","11","","911005","0","1","31"
"911","0.2","","wac_paint_01","","103111","","911006","0","","3"
"911","0.2","","wac_paint_03","","111","","911007","0","","3"
"911","","","1","","11","wac_default_11","911008","","","32"
"911","0.2","","se_10035700_brush","","se_10035700","","911009","0","0","23"
"911","","","","","1","","911010","","","131"
"912","0.2","wac_talk_wish_loop","wac_talk_wish_in","","103111","","912001","0","1","3"
"912","0.2","","wac_no_items","","111","","912002","1","","3"
"912","","0","200","","103111","","912003","-340","","2"
"912","","0","200","","111","","912004","-340","","2"
"912","","","0","","1","","912005","","","32"
"912","","","1","","2","","912006","","","32"
"912","","","0","","11","","912007","","","32"
"912","","0","vo_wac_220223_000","","vo_wac_220223","","912008","0","","21"
"912","0","1","在蘭德索爾的牆壁上畫畫……\n我原本很擔心自己能不能\n做到這件事，但進行得很順利，\n我放心了。","0","103111","0.5","912009","10","1","11"
"912","","","","","0","","912010","","","91"
"912","","0","vo_wac_220223_001","","vo_wac_220223","","912011","0","","21"
"912","0","1","雖然一想到別人會看到這個，\n就覺得有點不好意思……\n但如果能讓大家感到開心，\n我會很高興的。","0","103111","0.5","912012","10","1","11"
"912","","","","","0","","912013","","","91"
"912","","","0","","0","","912014","","","22"
"913","0.2","","wac_idle_wish","","103111","","913001","1","","3"
"913","0.2","","wac_no_items","","111","","913002","1","","3"
"913","","0","200","","103111","","913003","-340","","2"
"913","","0","200","","111","","913004","-340","","2"
"913","","","0","","1","","913005","","","32"
"913","","","1","","2","","913006","","","32"
"913","","","0","","11","","913007","","","32"
"913","","","","","0","","913008","","","91"
"1011","2","-108","100711","0","1","wac_default_01","1011001","202","-212.75","1"
"1011","2","-108","111","0","1","wac_default_01","1011002","201","-212.75","5"
"1011","1","0","1","","1","","1011003","0","1","31"
"1011","0","0","2","","2","","1011004","0","1","31"
"1011","0","0","11","","11","","1011005","0","1","31"
"1011","0.2","","wac_paint_01","","100711","","1011006","0","","3"
"1011","0.2","","wac_paint_01","","111","","1011007","0","","3"
"1011","","","1","","11","wac_default_11","1011008","","","32"
"1011","0.2","","se_10035700_brush","","se_10035700","","1011009","0","0","23"
"1011","","","","","1","","1011010","","","131"
"1012","0.2","wac_talk_smile_loop","wac_talk_smile_in","","100711","","1012001","0","1","3"
"1012","0.2","","wac_no_items","","111","","1012002","1","","3"
"1012","","0","200","","100711","","1012003","-340","","2"
"1012","","0","200","","111","","1012004","-340","","2"
"1012","","","0","","1","","1012005","","","32"
"1012","","","1","","2","","1012006","","","32"
"1012","","","0","","11","","1012007","","","32"
"1012","","0","vo_wac_220224_000","","vo_wac_220224","","1012008","0","","21"
"1012","0","1","是布丁來的，這裡也是布丁來的，\n這邊那邊也都是布丁來的。\n沒有啦，騙你的喲。\n人家有照著學到的好好畫喲。","0","100711","0.5","1012009","10","1","11"
"1012","","","","","0","","1012010","","","91"
"1012","","0","vo_wac_220224_001","","vo_wac_220224","","1012011","0","","21"
