0d9fb8c41df62bfd73c9cf74a295855da731d0b35cdb1951871cb45604a87031,76ce2cde8f091042e62df8680f4e1b1d9c446226e625d0dc538a680757aa3a24,7e5995bc076d98daed73c4debe10a4a08dfa6176be9308375326d6bb10543b45,aac4f1706e6c02796c95ad0814712b948fbce9d8d1199dc3e3ce4643cb8cbe0f,1b0343fa3935cf8a0bc59cfbe2d8d637a5d67134e21a16132675761f319dc600,85c949f8c555faab1f121b9ec44aa4e4512a68bf86719fc75aafb43cba88d4e8,babe209d642121139782fb8067bb96d39757facc675c3d639bcb8af3e0218887,7d9d7b3c0b8deb1aad52c1005f7923e7f47e5db99a4920176fe19d3bd84b13ed,86f43bc0d59f57c0a037b171d58310661eb023acd2be591f7a5ab04a9d73eec1,3b38cbc540ad7464928d203516eec8da0d57322563bcc8845656d74e7b167478,f9322de0397e618bfe45b9924c1f4c3448c8b796e270d7010d6a81427d788e88,e2dc4ab66d886a2e7f0d3999644bc6f6454f5d7efa7a63f67f9d669409bdb9da,f9db8de362e4f3a996593508f32a8dac6c9da20f7e1e09b0f0f4ddb2aca1443e
"10082","31208","0","0","0","0","60811","31044","0","0","0","0","60812"
"10083","31147","0","0","0","0","60821","31060","0","0","0","0","60822"
"10084","31059","0","0","0","0","60831","31060","0","0","0","0","60832"
"10085","31212","0","0","0","0","60841","31058","0","0","0","0","60842"
"10086","31156","0","0","0","0","60851","31003","0","0","0","0","60852"
"10087","31156","0","0","0","0","60851","31003","0","0","0","0","60852"
"10088","31128","0","0","0","0","60871","31026","0","0","0","0","60872"
"10089","31158","0","0","0","0","60881","31010","0","0","0","0","60882"
"10090","31065","0","0","0","0","60891","31046","0","0","0","0","60892"
"10091","31032","0","0","0","0","60901","31031","0","0","0","0","60902"
"10092","31014","0","0","0","0","60911","31031","0","0","0","0","60912"
"10093","31065","0","0","0","0","60921","31015","0","0","0","0","60922"
"10094","31221","0","0","0","0","60931","31034","0","0","0","0","60932"
"10095","31168","0","0","0","0","60941","31040","0","0","0","0","60942"
"10096","31224","0","0","0","0","60951","31002","0","0","0","0","60952"
"10097","31018","0","0","0","0","60961","31050","0","0","0","0","60962"
"10098","31228","0","0","0","0","60971","31036","0","0","0","0","60972"
"10099","31174","0","0","0","0","60981","31109","0","0","0","0","60982"
"10100","31010","0","0","0","0","60991","31023","0","0","0","0","60992"
"10101","31096","0","0","0","0","61001","31051","0","0","0","0","61002"
"10102","31235","0","0","0","0","61011","31013","0","0","0","0","61012"
"10103","31178","0","0","0","0","61021","31047","0","0","0","0","61022"
"10104","31037","0","0","0","0","61031","31005","0","0","0","0","61032"
"10105","31053","0","0","0","0","61041","31055","0","0","0","0","61042"
"10106","31241","0","0","0","0","61051","31047","0","0","0","0","61052"
"10107","31192","0","0","0","0","61061","31006","0","0","0","0","61062"
"10108","31247","0","0","0","0","61071","31066","0","0","0","0","61072"
"10109","31208","0","0","0","0","61081","31044","0","0","0","0","61082"
"10110","31249","0","0","0","0","61091","31029","0","0","0","0","61092"
"10111","31249","0","0","0","0","61101","31042","0","0","0","0","61102"
"10112","31059","0","0","0","0","61111","31060","0","0","0","0","61112"
"10113","31212","0","0","0","0","61121","31058","0","0","0","0","61122"
"10114","31053","0","0","0","0","61131","31046","0","0","0","0","61132"
"10115","31128","0","0","0","0","61141","31026","0","0","0","0","61142"
"10116","31012","0","0","0","0","61151","31038","0","0","0","0","61152"
"10117","31065","0","0","0","0","61161","31046","0","0","0","0","61162"
"10118","31257","0","0","0","0","61171","31057","0","0","0","0","61172"
"10119","31014","0","0","0","0","61181","31031","0","0","0","0","61182"
"10120","31044","0","0","0","0","61191","31008","0","0","0","0","61192"
"10121","31221","0","0","0","0","61201","31034","0","0","0","0","61202"
"10122","31267","0","0","0","0","61211","31048","0","0","0","0","61212"
"10123","31224","0","0","0","0","61221","31002","0","0","0","0","61222"
"10124","31270","0","0","0","0","61231","31031","0","0","0","0","61232"
"10125","31228","0","0","0","0","61241","31036","0","0","0","0","61242"
"10126","31011","0","0","0","0","61251","31060","0","0","0","0","61252"
"10127","31010","0","0","0","0","61261","31023","0","0","0","0","61262"
"10128","31056","0","0","0","0","61271","31042","0","0","0","0","61272"
"10129","31235","0","0","0","0","61281","31013","0","0","0","0","61282"
"10130","31018","0","0","0","0","61291","31054","0","0","0","0","61292"
"10131","31037","0","0","0","0","61301","31005","0","0","0","0","61302"
"10132","31028","0","0","0","0","61311","31058","0","0","0","0","61312"
"10133","31241","0","0","0","0","61321","31047","0","0","0","0","61322"
"10134","31283","0","0","0","0","61331","31014","0","0","0","0","61332"
"10135","31247","0","0","0","0","61341","31066","0","0","0","0","61342"
"10136","31288","0","0","0","0","61351","31002","0","0","0","0","61352"
"10137","31288","0","0","0","0","61361","31001","0","0","0","0","61362"
"10138","31249","0","0","0","0","61371","31029","0","0","0","0","61372"
"10139","31249","0","0","0","0","61381","31042","0","0","0","0","61382"
"10140","31110","0","0","0","0","61391","31034","0","0","0","0","61392"
"10141","31053","0","0","0","0","61401","31046","0","0","0","0","61402"
"10142","31043","0","0","0","0","61411","31027","0","0","0","0","61412"
"10143","31012","0","0","0","0","61421","31038","0","0","0","0","61422"
"10144","31036","0","0","0","0","61431","31025","0","0","0","0","61432"
"10145","31257","0","0","0","0","61441","31057","0","0","0","0","61442"
"10146","31010","0","0","0","0","61451","31021","0","0","0","0","61452"
"10147","31044","0","0","0","0","61461","31008","0","0","0","0","61462"
"10148","31029","0","0","0","0","61471","31042","0","0","0","0","61472"
"10149","31267","0","0","0","0","61481","31048","0","0","0","0","61482"
"10150","31047","0","0","0","0","61491","31058","0","0","0","0","61492"
"10151","31270","0","0","0","0","61501","31031","0","0","0","0","61502"
"10152","31319","0","0","0","0","61511","31059","0","0","0","0","61512"
"10153","31098","0","0","0","0","61521","31025","0","0","0","0","61522"
"10154","31012","0","0","0","0","61531","31007","0","0","0","0","61532"
"10155","31011","0","0","0","0","61541","31060","0","0","0","0","61542"
"10156","31049","0","0","0","0","61551","31038","0","0","0","0","61552"
"10157","31056","0","0","0","0","61561","31042","0","0","0","0","61562"
"10158","31016","0","0","0","0","61571","31050","0","0","0","0","61572"
"10159","31018","0","0","0","0","61581","31054","0","0","0","0","61582"
"10160","31332","0","0","0","0","61591","31028","0","0","0","0","61592"
"10161","31028","0","0","0","0","61601","31058","0","0","0","0","61602"
"10163","31283","0","0","0","0","61621","31014","0","0","0","0","61622"
"10164","31288","0","0","0","0","61631","31002","0","0","0","0","61632"
"10165","31288","0","0","0","0","61641","31001","0","0","0","0","61642"
"10166","31110","0","0","0","0","61651","31034","0","0","0","0","61652"
"10167","31043","0","0","0","0","61661","31027","0","0","0","0","61662"
"10168","31036","0","0","0","0","61671","31025","0","0","0","0","61672"
"10169","31010","0","0","0","0","61681","31021","0","0","0","0","61682"
"10170","31029","0","0","0","0","61691","31042","0","0","0","0","61692"
