5ec144713ad706f3bf85143b8f9604b3ed022d47bdc35a5dd1cc6162c36b8fc7,2a62f559d6b01873a939728495c8cea77d0b9acac2c8c926f24ed7e0ac0e6540,5d4b98df73822c7dfb68684a2492d556708dce71ef4d444b91503d889f75a267,4265b00184ba17572caf3f3afb9f1d8f4543f31219b9d8217a4dbbbdaad2a7a2,9c8dc1e7f9ddf675cd39556dd5ea7c95092d2e5062112f00525fa982a811f4b8,c394a259807757dfbb6dc6d85b032884a2ff58e5e2df0a054c69955e3d754f22,bc8fa222c07e502f59a514ce664b92e7f8e9d7634760becae33840b7970bfc1c
"0.7","1013203","-50","0.7","0","100961","320200"
"1","1013301","-27","1","0","101361","318200"
"1","1013302","-27","1","0","102961","318200"
"1","1013303","-27","1","0","102961","318200"
"1","1013401","-50","1","-20","81013401","320300"
"1","1013402","-50","1","-20","81013402","320300"
"1","1013403","-50","1","-20","81013402","320300"
"1.1","1013501","-17","1.1","0","81001505","318100"
"1.1","1013502","-17","1.1","0","81010802","318100"
"1.1","1013503","-17","1.1","0","81010802","318100"
"1","1013601","0","1","0","81013601","320400"
"1","1013602","0","1","0","81013602","320400"
"1","1013603","0","1","0","81013602","320400"
"0.65","1013701","10","0.65","0","81013701","320500"
"0.65","1013702","10","0.65","0","81013702","320500"
"0.65","1013703","10","0.65","0","81013702","320500"
"0.7","1013801","-25","0.7","0","101581","318500"
"0.7","1013802","-25","0.7","0","103141","318500"
"0.7","1013803","-25","0.7","0","103141","318500"
"0.9","1013901","0","0.9","0","103151","318600"
"0.9","1013902","0","0.9","0","103161","318600"
"0.9","1013903","0","0.9","0","103161","318600"
"1.2","1014001","-20","1.2","0","101951","320700"
"1.2","1014002","-20","1.2","0","101951","320700"
"1.2","1014003","-20","1.2","0","101951","320700"
"1.1","1014101","-27","1.1","0","81011401","318300"
"1.1","1014102","-27","1.1","0","81011402","318300"
"1.1","1014103","-27","1.1","0","81011402","318300"
"1","1014201","-10","1","0","100371","320900"
"1","1014202","-10","1","0","100381","320900"
"1","1014203","-10","1","0","100381","320900"
"1.18","1014301","0","1.18","0","102091","318800"
"1.18","1014302","0","1.18","0","102111","318800"
"1.18","1014303","0","1.18","0","102111","318800"
"0.75","1014401","-10","0.75","0","100021","321100"
"0.75","1014402","-10","0.75","0","100691","321100"
"0.75","1014403","-10","0.75","0","100691","321100"
"1.1","1014501","-25","1.1","0","81011801","319100"
"1.1","1014502","-25","1.1","0","81011802","319100"
"1.1","1014503","-25","1.1","0","81011802","319100"
"0.85","1014601","-25","0.85","0","81014601","321200"
"0.85","1014602","-25","0.85","0","81014602","321200"
"0.85","1014603","-25","0.85","0","81014602","321200"
"1.1","1014701","-17","1.1","0","81012001","318900"
"1.1","1014702","-17","1.1","0","81012002","318900"
"1.1","1014703","-17","1.1","0","81012002","318900"
"1.1","1014801","-30","1.1","0","81014801","321300"
"1.1","1014802","-30","1.1","0","81014802","321300"
"1.1","1014803","-30","1.1","0","81014802","321300"
"1.4","1014901","0","1.4","0","81012207","319000"
"1.4","1014902","0","1.4","0","81012208","319000"
"1.4","1014903","0","1.4","0","81012208","319000"
"0.91","1015001","-10","0.91","0","81015001","321400"
"0.91","1015002","-10","0.91","0","81015001","321400"
"0.91","1015003","-10","0.91","0","81015001","321400"
"0.77","1015101","-55","0.77","0","103051","319300"
"0.77","1015102","-55","0.77","0","102601","319300"
"0.77","1015103","-55","0.77","0","102601","319300"
"0.61","1015201","0","0.61","-20","81015201","321700"
"0.61","1015202","0","0.61","-20","81015202","321700"
"0.61","1015203","0","0.61","-20","81015202","321700"
"1","1015301","0","1","0","81001705","307400"
"1","1015302","0","1","0","81001706","307400"
"1","1015303","0","1","0","81001706","307400"
"1","1015401","-10","1","0","100051","321800"
"1","1015402","-10","1","0","100931","321800"
"1","1015403","-10","1","0","100931","321800"
"1.18","1015501","-30","1.18","0","103311","319500"
"1.18","1015502","-30","1.18","0","103321","319500"
"1.18","1015503","-30","1.18","0","103321","319500"
"0.73","1015601","13","0.73","0","81015601","322100"
"0.73","1015602","13","0.73","0","81015602","322100"
"0.73","1015603","13","0.73","0","81015602","322100"
"1.5","1015701","0","1.5","0","101111","320000"
"1.5","1015702","0","1.5","0","101131","320000"
"1.5","1015703","0","1.5","0","101131","320000"
"1.5","1015801","-10","1.5","0","81003006","322200"
"1.5","1015802","-10","1.5","0","81008002","322200"
"1.5","1015803","-10","1.5","0","81008002","322200"
"1","1015901","0","1","0","81011401","313702"
"1","1015902","0","1","0","81013002","313702"
"1","1015903","0","1","0","81013002","313702"
