4e9a0258d8b7d0c2382f901afda131c273684bf078db53cf6a1875ca9f46318c,34aab9cdeb25066d197a80b9ea44a205d17ba9bc7cec81ec48f12f6e35244bde,2bdc47324473086e01d3c168da7fb87c819072a06dede0ae2178fb8af25d2264,9b7df2b0cb2a7796759b8e1fcc7a00b1a0c2efee858ad1530fa3c92d0df36b77,7b88d8ab2b2e38e6d66f46f51427db4cc37d6587d82240d06c68cbacfe5363a2,4b69456b90e9879b5dc945667326967838cc885a42e297cb55051a758de6af75,1e4be40ea36ed33d8c608d83d6484926370de99669671582360f8d402a246709,bc3b79d102036cce888fe148db5aa99c66bdead2a5ce08a7380aa693b73a289d,8b7b60e81b6cb40743edf2a80e2145b4b89c36120f62a7e69d60a66c4211afb8,852743854fb1a0fecb0b0e9c40cbd4a89bc2dc44fe4a50c5c3c35ffd535b7d23,3fdcd4779d20fd8e8ddbec6b14e64615a2504f835a6de51fca7c5202570a78ad,11a6f1a682148177ee1ee8a7414c5de856837b0101a780f5c37e808121d70cec,389f73f2003bce706f8b53de496a9f598d602be64b521ddebe849cf8324897d2
"","-1","1000","","2019-10-15 16:00:00","","88","奄美魔物","88","奄美魔物","","20",""
"","-1","1500","","2019-10-15 16:00:00","","89","We Are Golden","89","We Are Golden","","20",""
"","-1","1000","","2019-12-12 16:00:00","","90","空花大旋轉","90","空花大迴轉","","20",""
"","-1","1000","","2019-12-12 16:00:00","","91","森林的膽小鬼與神聖學院的問題兒童","91","森林的膽小鬼與神聖學院的問題兒童","","20",""
"","-1","1000","","2019-12-12 16:00:00","","92","劇毒曼德拉草","92","劇毒曼德拉草","","20",""
"","-1","1500","","2019-12-12 16:00:00","","93","好朋友新感覺","93","好朋友新感覺","","20",""
"","-1","1000","","2019-12-12 16:00:00","","94","跨越危險之根","94","跨越危險之根","","20",""
"","-1","1000","","2019-12-12 16:00:00","","95","香織的靈魂式空手道場","95","香織的靈魂式空手道場","","20",""
"","-1","1000","","2019-12-12 16:00:00","","96","小小勇敢的萬聖節之夜！","96","小小勇敢的萬聖節之夜！","","20",""
"","-1","1000","","2019-12-12 16:00:00","","97","幻影男爵","97","幻影男爵","","20",""
"","-1","1500","","2019-12-12 16:00:00","","98","惡作劇狂熱","98","惡作劇狂熱","","20",""
"","-1","1000","","2020-02-18 16:00:00","","99","泥濘森林的前方","94","泥濘森林的前方","","20",""
"","-1","1000","","2020-02-18 16:00:00","","100","大激戰！龍人們的接龍競賽","95","大激戰！龍人們的接龍競賽","","20",""
"","-1","1000","","2020-02-18 16:00:00","","101","龍的探索者們","96","龍的探索者們","","20",""
"","-1","1000","","2020-02-18 16:00:00","","102","似龍生物","97","似龍生物","","20",""
"","-1","1500","","2020-02-18 16:00:00","","103","in flames","98","in flames","","20",""
"","-1","1000","","2020-02-18 16:00:00","","104","獲得全新力量的試煉","104","獲得全新力量的試煉","","20",""
"","-1","1000","","2020-02-18 16:00:00","","105","禮物大恐慌！　蘭德索爾的聖誕老人們","105","禮物大恐慌！　蘭德索爾的聖誕老人們","","20",""
"","-1","1000","","2020-02-18 16:00:00","","106","復仇者馴鹿","106","復仇者馴鹿","","20",""
"","-1","1500","","2020-02-18 16:00:00","","107","Call Me Darling！","107","Call Me Darling！","","20",""
"","2015007","1000","","2020-04-20 16:00:00","","108","王都終末決戰","108","王都終末決戰","","20",""
"","2015007","1000","","2020-04-20 16:00:00","","109","與侍奉皇帝之徒的戰鬥","109","與侍奉皇帝之徒的戰鬥","","20",""
"","2015007","1000","","2020-04-20 16:00:00","","110","與神的決戰","110","與神的決戰","","20",""
"","-1","1000","","2020-04-20 16:00:00","","111","狂奔！　蘭德索爾的公會競速賽","111","狂奔！　蘭德索爾的公會競速賽","","20",""
"","-1","1000","","2020-04-20 16:00:00","","112","山神大人","112","山神大人","","20",""
"","-1","1500","","2020-04-20 16:00:00","","113","SAI＊KOU起跑衝刺","113","SAI＊KOU起跑衝刺","","20",""
"","-1","1000","","2020-04-20 16:00:00","","114","遙望著大海","114","遙望著大海","","20",""
"","-1","1000","","2020-04-20 16:00:00","","115","魔法少女　兩人是Misty&Purely","115","魔法少女　兩人是Misty&Purely","","20",""
"","-1","1000","","2020-04-20 16:00:00","","116","反逆獸","116","反逆獸","","20",""
"","-1","1500","","2020-04-20 16:00:00","","117","枝葉流光下的蒙太奇","117","枝葉流光下的蒙太奇","","20",""
"","-1","1000","","2020-09-30 16:00:00","","118","目標成為偶像！","118","目標成為偶像！","","20",""
"","-1","1000","","2020-09-30 16:00:00","","119","回憶的足跡","119","回憶的足跡","","20",""
"","-1","1000","","2020-06-18 10:00:00","","120","公主騎士","120","公主騎士","","20",""
"","-1","1000","","2020-06-18 10:00:00","","121","恩賜的財團與神聖學院的問題兒童","121","恩賜的財團與神聖學院的問題兒童","","20",""
"","-1","1000","","2020-06-18 10:00:00","","122","好朋友X","122","好朋友X","","20",""
"","-1","1500","","2020-06-18 10:00:00","","123","青春翻轉家","123","青春翻轉家","","20",""
"","-1","1000","","2020-06-18 10:00:00","","124","密林暗處潛伏者","124","密林暗處潛伏者","","20",""
"","2101001","1500","","2020-06-18 10:00:00","","125","Mirage Game","125","Mirage Game","","20",""
"","2101014","1500","","2020-06-18 10:00:00","","126","Yes！ Precious Harmony！","126","Yes！ Precious Harmony！","","20",""
"","-1","1000","","2020-05-15 15:00:00","","127","啾啾大恐慌！　保衛起司大作戰！","127","啾啾大恐慌！　保衛起司大作戰！","","20",""
"","-1","1000","","2020-05-15 15:00:00","","128","牧場的四農士　貧窮農場奮鬥記！","128","牧場的四農士　貧窮農場奮鬥記！","","20",""
"","-1","1000","","2020-05-15 15:00:00","","129","忍者首領半藏","129","忍者首領半藏","","20",""
"","-1","1500","","2020-05-15 15:00:00","","130","Heartful Place","130","Heartful Place","","20",""
"","-1","1000","","2020-06-17 15:00:00","","131","不可思議之國的璃乃 小小愛麗絲與希望的繪本","131","不可思議之國的璃乃 小小愛麗絲與希望的繪本","","20",""
"","-1","1000","","2020-06-17 15:00:00","","132","暗黑之王賈巴沃克","132","暗黑之王賈巴沃克","","20",""
"","-1","1500","","2020-06-17 15:00:00","","133","童話故事就在夢中","133","童話故事就在夢中","","20",""
"","-1","1000","","2020-06-17 15:00:00","","134","幽靜森林","134","幽靜森林","","20",""
"","-1","1000","","2020-07-15 15:00:00","","135","七夕劍客旅情譚 天際川流夏之戀","135","七夕劍客旅情譚 天際川流夏之戀","","20",""
"","-1","1000","","2020-07-15 15:00:00","","136","覺醒‧花心星","136","覺醒‧花心星","","20",""
"","-1","1500","","2020-07-15 15:00:00","","137","黃昏太平旅路之歌","137","黃昏太平旅路之歌","","20",""
"","-1","1000","","2020-11-12 12:00:00","","138","美里的夏日聲援！　追夢的盛夏棒球隊","138","美里的夏日聲援！　追夢的盛夏棒球隊","","20",""
"","-1","1000","","2020-11-12 12:00:00","","139","海岸暴君‧鮫吉","139","海岸暴君‧鮫吉","","20",""
"","-1","1000","","2020-11-12 12:00:00","","140","猛訓打擊道！　美里的全壘打訓練場","140","猛訓打擊道！　美里的全壘打訓練場","","20",""
"","-1","1000","","2020-11-12 12:00:00","","141","目標全壘打！","141","目標全壘打！","","20",""
"","-1","1000","","2020-11-12 12:00:00","","142","夏天的回憶","142","夏天的回憶","","20",""
"","-1","1500","","2020-11-12 12:00:00","","143","那個夏天的記憶","143","那個夏天的記憶","","20",""
"","-1","1000","","2020-11-12 12:00:00","","144","清澈的河水聲","144","清澈的河水聲","","20",""
"","-1","1000","","2020-11-12 12:00:00","","145","Happy‧Change‧Angels","145","Happy‧Change‧Angels","","20",""
"","-1","1000","","2020-11-12 12:00:00","","146","失控的純潔之弓","146","失控的純潔之弓","","20",""
"","-1","1500","","2020-11-12 12:00:00","","147","吶吶Please！","147","吶吶Please！","","20",""
"","-1","1000","","2021-01-12 12:00:00","","148","迴盪的尖叫！萬聖鬼怪狂歡節","148","迴盪的尖叫！萬聖鬼怪狂歡節","","20",""
"","-1","1000","","2021-01-12 12:00:00","","149","驚叫鬼魂教父","149","驚叫鬼魂教父","","20",""
"","-1","1500","","2021-01-12 12:00:00","","150","Paradox","150","Paradox","","20",""
"","-1","1000","","2021-01-12 12:00:00","","151","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！","151","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！","","20",""
"","-1","1000","","2021-01-12 12:00:00","","152","反逆獸 de M","152","反逆獸 de M","","20",""
"","-1","1500","","2021-01-12 12:00:00","","153","閃耀吧！Lovely★Dreamy","153","閃耀吧！Lovely★Dreamy","","20",""
"","-1","1000","","2021-01-12 12:00:00","","154","跨越斷崖　前進山麓","154","跨越斷崖　前進山麓","","20",""
"","-1","1000","","2020-12-21 15:00:00","","155","名媛初登夢想秘境　聖誕夜的戀愛遊戲","155","名媛初登夢想秘境　聖誕夜的戀愛遊戲","","20",""
"","-1","1000","","2020-12-21 15:00:00","","156","被操控的雪人","156","被操控的雪人","","20",""
"","-1","1500","","2020-12-21 15:00:00","","157","Holy Passion Roses","157","Holy Passion Roses","","20",""
"","-1","1000","","2021-01-22 15:00:00","","158","新春美食家公主！　賭上關鍵一擲的少女們","158","新春美食家公主！　賭上關鍵一擲的少女們","","20",""
"","-1","1000","","2021-01-22 15:00:00","","159","究極金槍鮪","159","究極金槍鮪","","20",""
"","-1","1500","","2021-01-22 15:00:00","","160","Brand New Sunrise","160","Brand New Sunrise","","20",""
"","-1","1000","","2021-02-15 15:00:00","","161","無比珍貴的日常","161","無比珍貴的日常","","20",""
"","-1","1000","","2021-02-15 15:00:00","","162","離別與決意","162","離別與決意","","20",""
"","-1","1000","","2021-02-15 15:00:00","","163","黑風之精靈","163","黑風之精靈","","20",""
"","-1","1500","","2021-02-15 15:00:00","","164","心的思念 ～心的思念～","164","心的思念 ～心的思念～","","20",""
"","-1","1000","","2021-06-01 15:00:00","","165","灰姑娘課程　璀璨的日子有著蘋果的滋味","165","灰姑娘課程　璀璨的日子有著蘋果的滋味","","20",""
"","-1","1000","","2021-06-01 15:00:00","","166","魔物的公主","166","魔物的公主","","20",""
"","-1","1500","","2021-06-01 15:00:00","","167","戀愛閃亮魔法☆彡","167","戀愛閃亮魔法☆彡","","18",""
"","-1","1000","","2021-06-01 15:00:00","","168","鋼鐵聖女與神聖學院的問題兒童","168","鋼鐵聖女與神聖學院的問題兒童","","20",""
"","-1","1000","","2021-06-01 15:00:00","","169","無名的藝術","169","無名的藝術","","20",""
"","-1","1500","","2021-06-01 15:00:00","","170","無敵DREAMING","170","無敵DREAMING","","20",""
"","-1","1000","","2021-07-12 12:00:00","","171","祈梨ＳＯＳ！！　踏上時空旅行的龍人族","171","祈梨ＳＯＳ！！　踏上時空旅行的龍人族","","20",""
"","-1","1000","","2021-07-12 12:00:00","","172","爆裂‧時間儀","172","爆裂‧時間儀","","20",""
"","-1","1500","","2021-07-12 12:00:00","","173","Seize The Day！","173","Seize The Day！","","20",""
"","-1","1000","","2021-10-07 12:00:00","","174","心電感應！碧與玩具朋友們","174","心電感應！碧與玩具朋友們","","20",""
"","-1","1000","","2021-10-07 12:00:00","","175","究極機械玩具王","175","究極機械玩具王","","20",""
"","-1","1500","","2021-10-07 12:00:00","","176","邊緣人的朋友進行曲","176","邊緣人的朋友進行曲","","20",""
"","-1","1000","","2021-10-07 12:00:00","","177","於飛舞的沙塵之中","177","於飛舞的沙塵之中","","20",""
"","-1","1000","","2021-10-07 12:00:00","","178","永不完結的夏日計畫　盛夏的雙人獨佔樂園","178","永不完結的夏日計畫　盛夏的雙人獨佔樂園","","20",""
"","-1","1000","","2021-10-07 12:00:00","","179","暑假作業","179","暑假作業","","20",""
"","-1","1500","","2021-10-07 12:00:00","","180","Only Only You","180","Only Only You","","20",""
"","-1","1000","","2021-12-09 12:00:00","","181","慈樂之音的夏日演唱會　Just a moment！","181","慈樂之音的夏日演唱會　Just a moment！","","20",""
"","-1","1000","","2021-12-09 12:00:00","","182","女王歌唱水母","182","女王歌唱水母","","20",""
"","-1","1500","","2021-12-09 12:00:00","","183","Just a moment！","183","Just a Moment！","","20",""
"","-1","1500","","2021-12-09 12:00:00","","184","Shining Future 戰鬥編曲版本","184","Shining Future （Battle Arrange Ver.）","","20",""
"","-1","1000","","2021-12-09 12:00:00","","185","大江戶的非法病歷　Dr.深月的診療室","185","大江戶的非法病歷　Dr.深月的診療室","","20",""
"","-1","1000","","2021-12-09 12:00:00","","186","基古魯博士","186","基古魯博士","","20",""
"","-1","1500","","2021-12-09 12:00:00","","187","Narcistration♡","187","Narcistration♡","","20",""
"","2109007","1000","","2021-12-17 16:00:00","","188","軍團之戰","188","軍團之戰","","20",""
"","2109007","1000","","2021-12-17 16:00:00","","189","VS憤怒軍團　與阿澤爾德的戰鬥","189","VS憤怒軍團　與阿澤爾德的戰鬥","","20",""
"","2109007","1000","","2021-12-17 16:00:00","","190","VS憤怒軍團　與卡里莎的戰鬥","190","VS憤怒軍團　與卡里莎的戰鬥","","20",""
"","2109007","1000","","2021-12-17 16:00:00","","191","VS憤怒軍團　與贊恩的戰鬥","191","VS憤怒軍團　與贊恩的戰鬥","","20",""
"","2109007","1000","","2021-12-17 16:00:00","","192","VS憤怒軍團　與美空的戰鬥","192","VS憤怒軍團　與美空的戰鬥","","20",""
"","2109007","1000","","2021-12-17 16:00:00","","193","VS憤怒軍團　與蘭法的戰鬥","193","VS憤怒軍團　與蘭法的戰鬥","","20",""
"","-1","1000","","2021-12-09 12:00:00","","194","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰","194","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰","","20",""
"","-1","1000","","2021-12-09 12:00:00","","195","哀暴小棉花糖","195","哀暴小棉花糖","","20",""
"","-1","1500","","2021-12-09 12:00:00","","196","Halloween Monster Jam ！！！","196","Halloween Monster Jam ！！！","","20",""
"","-1","1000","","2022-01-25 12:00:00","","197","魔法少女外傳　魔法的★黑色魅力！","197","魔法少女外傳　黑暗魔法★三人組！","","20",""
"","-1","1000","","2022-01-25 12:00:00","","198","反逆獸‧三重","198","反逆獸‧三重","","20",""
"","-1","1500","","2022-01-25 12:00:00","","199","GREEDY LOVE","199","GREEDY LOVE","","20",""
"","-1","1000","","2021-12-15 15:00:00","","200","聖誕布丁快樂！ 飛舞的少女與飽含真心的點心","200","聖誕布丁快樂！　飛舞的少女與飽含真心的點心","","20",""
"","-1","1000","","2021-12-15 15:00:00","","201","孤伶伶的聖誕夜妖精","201","孤伶伶的聖誕夜妖精","","20",""
"","-1","1000","","2021-12-15 15:00:00","","202","宮子廚房 通往究極之路","202","宮子廚房　通往究極之路","","20",""
"","-1","1500","","2021-12-15 15:00:00","","203","布丁聖代聖誕節來的","203","布丁‧聖‧代‧聖誕節來的！","","20",""
"","-1","1000","","2022-01-15 15:00:00","","204","新春美食回憶雪菲的跑腿大作戰","204","新春美食回憶　雪菲的跑腿大作戰！","","20",""
"","-1","1000","","2022-01-15 15:00:00","","205","邪牛神哞猛","205","邪牛神哞猛","","20",""
"","-1","1500","","2022-01-15 15:00:00","","206","Ice Wings","206","Ice Wings","","20",""
"","-1","1000","","2022-02-15 15:00:00","","207","尋找線索","207","尋找線索","","20",""
"","-1","1000","","2022-02-15 15:00:00","","208","到大家所度過的世界","208","到大家所度過的世界","","20",""
"","-1","1000","","2022-02-15 15:00:00","","209","超載力量","209","超載力量","","20",""
"","-1","1500","","2022-02-15 15:00:00","","210","Asymmetric World","210","Asymmetric World","","20",""
"","-1","1000","","2022-02-15 15:00:00","","211","大家的情感","211","大家的情感","","20",""
"","-1","1000","","2022-03-15 15:00:00","","212","Sweet Tiny Stage！ 新進女演員與小小淑女","212","Sweet Tiny Stage！ 新進女演員與小小淑女","","20",""
"","-1","1000","","2022-03-15 15:00:00","","213","仇鼠‧怒髮衝冠的啾二","213","仇鼠‧怒髮衝冠的啾二","","20",""
"","-1","1000","","2022-03-15 15:00:00","","214","Happy Anniv.特別版 蘭德索爾猜謎連結！","214","Happy Anniv.特別版 蘭德索爾猜謎連結！","","20",""
"","-1","1000","","2022-03-15 15:00:00","","215","Thinking Time！","215","Thinking Time！","","20",""
"","-1","1500","","2022-03-15 15:00:00","","216","聽得見音樂劇嗎？","216","聽得見音樂劇嗎？","","20",""
"","2109012","1500","","2022-03-15 15:00:00","","217","Crossing Truth","217","Crossing Truth","","20",""
"","-1","1000","","2022-04-15 15:00:00","","218","交出寶物！透明怪盜雙人組","218","交出寶物！透明怪盜雙人組","","20",""
"","-1","1000","","2022-04-15 15:00:00","","219","貪婪暴君‧賭場王","219","貪婪暴君‧賭場王","","20",""
"","-1","1500","","2022-04-15 15:00:00","","220","Secret Longing","220","Secret Longing","","20",""
"","-1","1000","","2022-05-15 15:00:00","","221","海盜篇章　海盜島受詛咒的遺寶","221"," Episode of Pirate　海盜島上被詛咒的遺寶","","20",""
"","-1","1000","","2022-05-15 15:00:00","","222","受解放的寶藏守護者","222","受解放的寶藏守護者","","20",""
"","-1","1500","","2022-05-15 15:00:00","","223","無敵海盜","223","無敵海盜","","20",""
"","-1","1000","","2022-05-15 15:00:00","","224","莊嚴的熱沙","224","莊嚴的熱沙","","20",""
"","-1","1000","","2022-06-15 15:00:00","","225","Enjoy＆Refresh！　天差地遠的女孩露營","225","Enjoy＆Refresh！　天差地遠的女孩露營","","20",""
"","-1","1000","","2022-06-15 15:00:00","","226","阿斯特賴亞牛肝菌","226","阿斯特賴亞牛肝菌","","20",""
