2a4252e60894fdada9fe8ad2438ccda5e2b77fb2a825c57e550153de0e25ac5b,b6dd6f8bd246a669834fdf6cb401195a1359ac153e76d4c4885cdedf32709394,0a93c4cac3226482b87a62f516de01cc6c9ab77a1a4555a8d59457d3d4a84450,575a0213163fe9b3e0e2fb7b332d36fe784b4ed3b9cfb9e8966267fd098b5bf6,71e6ec6347b60ba13008eda06a6d8d05cbfb57d4da07d2f4451c7cc04b8a1acf
"91002","30","8","72003006","20003011"
"22002","1","2","72003006","20003012"
"91002","30","8","72003007","20003013"
"22002","1","2","72003007","20003014"
"91002","30","8","72003008","20003015"
"22002","1","2","72003008","20003016"
"91002","30","8","72003009","20003017"
"22002","1","2","72003009","20003018"
"91002","30","8","72003010","20003019"
"22002","1","2","72003010","20003020"
"91002","30","8","72003011","20003021"
"22002","1","2","72003011","20003022"
"91002","30","8","72003012","20003023"
"22002","1","2","72003012","20003024"
"91002","30","8","72003013","20003025"
"22002","1","2","72003013","20003026"
"91002","30","8","72003014","20003027"
"22002","1","2","72003014","20003028"
"91002","200","8","72003015","20003029"
"22002","1","2","72003015","20003030"
"91002","60","8","72003016","20003031"
"22002","2","2","72003016","20003032"
"91002","60","8","72003017","20003033"
"22002","2","2","72003017","20003034"
"91002","60","8","72003018","20003035"
"22002","2","2","72003018","20003036"
"91002","60","8","72003019","20003037"
"22002","2","2","72003019","20003038"
"91002","300","8","72003020","20003039"
"22002","2","2","72003020","20003040"
"31010","5","2","72003021","20003041"
"31017","5","2","72003021","20003042"
"31010","5","2","72003022","20003043"
"31017","5","2","72003022","20003044"
"31010","10","2","72003023","20003045"
"31017","10","2","72003023","20003046"
"91002","30","8","72004001","20004001"
"22002","1","2","72004001","20004002"
"91002","30","8","72004002","20004003"
"22002","1","2","72004002","20004004"
"91002","30","8","72004003","20004005"
"22002","1","2","72004003","20004006"
"91002","30","8","72004004","20004007"
"22002","1","2","72004004","20004008"
"91002","30","8","72004005","20004009"
"22002","1","2","72004005","20004010"
"91002","30","8","72004006","20004011"
"22002","1","2","72004006","20004012"
"91002","30","8","72004007","20004013"
"22002","1","2","72004007","20004014"
"91002","30","8","72004008","20004015"
"22002","1","2","72004008","20004016"
"91002","30","8","72004009","20004017"
"22002","1","2","72004009","20004018"
"91002","30","8","72004010","20004019"
"22002","1","2","72004010","20004020"
"91002","30","8","72004011","20004021"
"22002","1","2","72004011","20004022"
"91002","30","8","72004012","20004023"
"22002","1","2","72004012","20004024"
"91002","30","8","72004013","20004025"
"22002","1","2","72004013","20004026"
"91002","30","8","72004014","20004027"
"22002","1","2","72004014","20004028"
"91002","200","8","72004015","20004029"
"22002","1","2","72004015","20004030"
"91002","60","8","72004016","20004031"
"22002","2","2","72004016","20004032"
"91002","60","8","72004017","20004033"
"22002","2","2","72004017","20004034"
"91002","60","8","72004018","20004035"
"22002","2","2","72004018","20004036"
"91002","60","8","72004019","20004037"
"22002","2","2","72004019","20004038"
"91002","300","8","72004020","20004039"
"22002","2","2","72004020","20004040"
"107601","1","1","72004021","20004041"
"31076","10","2","72004022","20004042"
"31028","10","2","72004022","20004043"
"31076","10","2","72004023","20004044"
"31028","10","2","72004023","20004045"
"91002","30","8","72005001","20005001"
"22002","1","2","72005001","20005002"
"91002","30","8","72005002","20005003"
"22002","1","2","72005002","20005004"
"91002","30","8","72005003","20005005"
"22002","1","2","72005003","20005006"
"91002","30","8","72005004","20005007"
"22002","1","2","72005004","20005008"
"91002","30","8","72005005","20005009"
"22002","1","2","72005005","20005010"
"91002","30","8","72005006","20005011"
"22002","1","2","72005006","20005012"
"91002","30","8","72005007","20005013"
"22002","1","2","72005007","20005014"
"91002","30","8","72005008","20005015"
"22002","1","2","72005008","20005016"
"91002","30","8","72005009","20005017"
"22002","1","2","72005009","20005018"
"91002","30","8","72005010","20005019"
"22002","1","2","72005010","20005020"
"91002","30","8","72005011","20005021"
"22002","1","2","72005011","20005022"
"91002","30","8","72005012","20005023"
"22002","1","2","72005012","20005024"
"91002","30","8","72005013","20005025"
"22002","1","2","72005013","20005026"
"91002","30","8","72005014","20005027"
"22002","1","2","72005014","20005028"
"91002","200","8","72005015","20005029"
"22002","1","2","72005015","20005030"
"91002","60","8","72005016","20005031"
"22002","2","2","72005016","20005032"
"91002","60","8","72005017","20005033"
"22002","2","2","72005017","20005034"
"91002","60","8","72005018","20005035"
"22002","2","2","72005018","20005036"
"91002","60","8","72005019","20005037"
"22002","2","2","72005019","20005038"
"91002","300","8","72005020","20005039"
"22002","2","2","72005020","20005040"
"108001","1","1","72005021","20005041"
"31080","10","2","72005022","20005042"
"31032","10","2","72005022","20005043"
"31080","10","2","72005023","20005044"
"31032","10","2","72005023","20005045"
"91002","30","8","72006001","20006001"
"22002","1","2","72006001","20006002"
"91002","30","8","72006002","20006003"
"22002","1","2","72006002","20006004"
"91002","30","8","72006003","20006005"
"22002","1","2","72006003","20006006"
"91002","30","8","72006004","20006007"
"22002","1","2","72006004","20006008"
"91002","30","8","72006005","20006009"
"22002","1","2","72006005","20006010"
"91002","30","8","72006006","20006011"
"22002","1","2","72006006","20006012"
"91002","30","8","72006007","20006013"
"22002","1","2","72006007","20006014"
"91002","30","8","72006008","20006015"
"22002","1","2","72006008","20006016"
"91002","30","8","72006009","20006017"
"22002","1","2","72006009","20006018"
"91002","30","8","72006010","20006019"
"22002","1","2","72006010","20006020"
"91002","30","8","72006011","20006021"
"22002","1","2","72006011","20006022"
"91002","30","8","72006012","20006023"
"22002","1","2","72006012","20006024"
"91002","30","8","72006013","20006025"
"22002","1","2","72006013","20006026"
"91002","30","8","72006014","20006027"
"22002","1","2","72006014","20006028"
"91002","200","8","72006015","20006029"
"22002","1","2","72006015","20006030"
"91002","60","8","72006016","20006031"
"22002","2","2","72006016","20006032"
"91002","60","8","72006017","20006033"
"22002","2","2","72006017","20006034"
"91002","60","8","72006018","20006035"
"22002","2","2","72006018","20006036"
"91002","60","8","72006019","20006037"
"22002","2","2","72006019","20006038"
"91002","300","8","72006020","20006039"
"22002","2","2","72006020","20006040"
"31047","5","2","72006021","20006041"
"31034","5","2","72006021","20006042"
"31047","5","2","72006022","20006043"
"31034","5","2","72006022","20006044"
"31047","10","2","72006023","20006045"
"31034","10","2","72006023","20006046"
"91002","30","8","72007001","20007001"
"22002","1","2","72007001","20007002"
"91002","30","8","72007002","20007003"
"22002","1","2","72007002","20007004"
"91002","30","8","72007003","20007005"
"22002","1","2","72007003","20007006"
"91002","30","8","72007004","20007007"
"22002","1","2","72007004","20007008"
"91002","30","8","72007005","20007009"
"22002","1","2","72007005","20007010"
"91002","30","8","72007006","20007011"
"22002","1","2","72007006","20007012"
"91002","30","8","72007007","20007013"
"22002","1","2","72007007","20007014"
"91002","30","8","72007008","20007015"
"22002","1","2","72007008","20007016"
"91002","30","8","72007009","20007017"
"22002","1","2","72007009","20007018"
"91002","30","8","72007010","20007019"
"22002","1","2","72007010","20007020"
"91002","30","8","72007011","20007021"
"22002","1","2","72007011","20007022"
"91002","30","8","72007012","20007023"
"22002","1","2","72007012","20007024"
"91002","30","8","72007013","20007025"
"22002","1","2","72007013","20007026"
"91002","30","8","72007014","20007027"
"22002","1","2","72007014","20007028"
"91002","200","8","72007015","20007029"
"22002","1","2","72007015","20007030"
"91002","60","8","72007016","20007031"
"22002","2","2","72007016","20007032"
"91002","60","8","72007017","20007033"
"22002","2","2","72007017","20007034"
"91002","60","8","72007018","20007035"
"22002","2","2","72007018","20007036"
"91002","60","8","72007019","20007037"
"22002","2","2","72007019","20007038"
"91002","300","8","72007020","20007039"
"22002","2","2","72007020","20007040"
"108201","1","1","72007021","20007041"
"31082","10","2","72007022","20007042"
"31022","10","2","72007022","20007043"
"31082","10","2","72007023","20007044"
"31022","10","2","72007023","20007045"
"91002","30","8","72008001","20008001"
"22002","1","2","72008001","20008002"
"91002","30","8","72008002","20008003"
"22002","1","2","72008002","20008004"
"91002","30","8","72008003","20008005"
"22002","1","2","72008003","20008006"
"91002","30","8","72008004","20008007"
"22002","1","2","72008004","20008008"
"91002","30","8","72008005","20008009"
"22002","1","2","72008005","20008010"
"91002","30","8","72008006","20008011"
"22002","1","2","72008006","20008012"
"91002","30","8","72008007","20008013"
"22002","1","2","72008007","20008014"
"91002","30","8","72008008","20008015"
"22002","1","2","72008008","20008016"
"91002","30","8","72008009","20008017"
"22002","1","2","72008009","20008018"
"91002","30","8","72008010","20008019"
"22002","1","2","72008010","20008020"
"91002","30","8","72008011","20008021"
"22002","1","2","72008011","20008022"
"91002","30","8","72008012","20008023"
"22002","1","2","72008012","20008024"
"91002","30","8","72008013","20008025"
"22002","1","2","72008013","20008026"
"91002","30","8","72008014","20008027"
"22002","1","2","72008014","20008028"
"91002","200","8","72008015","20008029"
"22002","1","2","72008015","20008030"
"91002","60","8","72008016","20008031"
"22002","2","2","72008016","20008032"
"91002","60","8","72008017","20008033"
"22002","2","2","72008017","20008034"
"91002","60","8","72008018","20008035"
"22002","2","2","72008018","20008036"
"91002","60","8","72008019","20008037"
"22002","2","2","72008019","20008038"
"91002","300","8","72008020","20008039"
"22002","2","2","72008020","20008040"
"31009","5","2","72008021","20008041"
"31051","5","2","72008021","20008042"
"31009","5","2","72008022","20008043"
"31051","5","2","72008022","20008044"
"31009","10","2","72008023","20008045"
"31051","10","2","72008023","20008046"
"91002","30","8","72009001","20009001"
"22002","1","2","72009001","20009002"
"91002","30","8","72009002","20009003"
"22002","1","2","72009002","20009004"
"91002","30","8","72009003","20009005"
"22002","1","2","72009003","20009006"
"91002","30","8","72009004","20009007"
"22002","1","2","72009004","20009008"
"91002","30","8","72009005","20009009"
"22002","1","2","72009005","20009010"
"91002","30","8","72009006","20009011"
"22002","1","2","72009006","20009012"
"91002","30","8","72009007","20009013"
"22002","1","2","72009007","20009014"
"91002","30","8","72009008","20009015"
"22002","1","2","72009008","20009016"
"91002","30","8","72009009","20009017"
"22002","1","2","72009009","20009018"
"91002","30","8","72009010","20009019"
"22002","1","2","72009010","20009020"
"91002","30","8","72009011","20009021"
"22002","1","2","72009011","20009022"
"91002","30","8","72009012","20009023"
"22002","1","2","72009012","20009024"
"91002","30","8","72009013","20009025"
"22002","1","2","72009013","20009026"
"91002","30","8","72009014","20009027"
"22002","1","2","72009014","20009028"
"91002","200","8","72009015","20009029"
"22002","1","2","72009015","20009030"
"91002","60","8","72009016","20009031"
"22002","2","2","72009016","20009032"
"91002","60","8","72009017","20009033"
"22002","2","2","72009017","20009034"
"91002","60","8","72009018","20009035"
"22002","2","2","72009018","20009036"
"91002","60","8","72009019","20009037"
"22002","2","2","72009019","20009038"
"91002","300","8","72009020","20009039"
"22002","2","2","72009020","20009040"
"108501","1","1","72009021","20009041"
"31085","10","2","72009022","20009042"
"31029","10","2","72009022","20009043"
"31085","10","2","72009023","20009044"
"31029","10","2","72009023","20009045"
"91002","30","8","72010001","20010001"
"22002","1","2","72010001","20010002"
"91002","30","8","72010002","20010003"
"22002","1","2","72010002","20010004"
"91002","30","8","72010003","20010005"
"22002","1","2","72010003","20010006"
"91002","30","8","72010004","20010007"
"22002","1","2","72010004","20010008"
"91002","30","8","72010005","20010009"
"22002","1","2","72010005","20010010"
"91002","30","8","72010006","20010011"
"22002","1","2","72010006","20010012"
"91002","30","8","72010007","20010013"
"22002","1","2","72010007","20010014"
"91002","30","8","72010008","20010015"
"22002","1","2","72010008","20010016"
"91002","30","8","72010009","20010017"
"22002","1","2","72010009","20010018"
"91002","30","8","72010010","20010019"
"22002","1","2","72010010","20010020"
"91002","30","8","72010011","20010021"
"22002","1","2","72010011","20010022"
"91002","30","8","72010012","20010023"
"22002","1","2","72010012","20010024"
"91002","30","8","72010013","20010025"
"22002","1","2","72010013","20010026"
"91002","30","8","72010014","20010027"
"22002","1","2","72010014","20010028"
"91002","200","8","72010015","20010029"
"22002","1","2","72010015","20010030"
"91002","60","8","72010016","20010031"
"22002","2","2","72010016","20010032"
"91002","60","8","72010017","20010033"
"22002","2","2","72010017","20010034"
"91002","60","8","72010018","20010035"
"22002","2","2","72010018","20010036"
"91002","60","8","72010019","20010037"
"22002","2","2","72010019","20010038"
"91002","300","8","72010020","20010039"
"22002","2","2","72010020","20010040"
"108901","1","1","72010021","20010041"
"31089","10","2","72010022","20010042"
"31002","10","2","72010022","20010043"
"31089","10","2","72010023","20010044"
"31002","10","2","72010023","20010045"
"91002","30","8","72011001","20011001"
"22002","1","2","72011001","20011002"
"91002","30","8","72011002","20011003"
"22002","1","2","72011002","20011004"
"91002","30","8","72011003","20011005"
"22002","1","2","72011003","20011006"
"91002","30","8","72011004","20011007"
"22002","1","2","72011004","20011008"
"91002","30","8","72011005","20011009"
"22002","1","2","72011005","20011010"
"91002","30","8","72011006","20011011"
"22002","1","2","72011006","20011012"
"91002","30","8","72011007","20011013"
"22002","1","2","72011007","20011014"
"91002","30","8","72011008","20011015"
"22002","1","2","72011008","20011016"
"91002","30","8","72011009","20011017"
"22002","1","2","72011009","20011018"
"91002","30","8","72011010","20011019"
"22002","1","2","72011010","20011020"
"91002","30","8","72011011","20011021"
"22002","1","2","72011011","20011022"
"91002","30","8","72011012","20011023"
"22002","1","2","72011012","20011024"
"91002","30","8","72011013","20011025"
"22002","1","2","72011013","20011026"
"91002","30","8","72011014","20011027"
"22002","1","2","72011014","20011028"
"91002","200","8","72011015","20011029"
"22002","1","2","72011015","20011030"
"91002","60","8","72011016","20011031"
"22002","2","2","72011016","20011032"
"91002","60","8","72011017","20011033"
"22002","2","2","72011017","20011034"
"91002","60","8","72011018","20011035"
"22002","2","2","72011018","20011036"
"91002","60","8","72011019","20011037"
"22002","2","2","72011019","20011038"
"91002","300","8","72011020","20011039"
"22002","2","2","72011020","20011040"
"109001","1","1","72011021","20011041"
"31090","10","2","72011022","20011042"
"31011","10","2","72011022","20011043"
"31090","10","2","72011023","20011044"
"31011","10","2","72011023","20011045"
"91002","30","8","72012001","20012001"
"22002","1","2","72012001","20012002"
"91002","30","8","72012002","20012003"
"22002","1","2","72012002","20012004"
"91002","30","8","72012003","20012005"
"22002","1","2","72012003","20012006"
"91002","30","8","72012004","20012007"
"22002","1","2","72012004","20012008"
"91002","30","8","72012005","20012009"
"22002","1","2","72012005","20012010"
"91002","30","8","72012006","20012011"
"22002","1","2","72012006","20012012"
"91002","30","8","72012007","20012013"
"22002","1","2","72012007","20012014"
"91002","30","8","72012008","20012015"
"22002","1","2","72012008","20012016"
"91002","30","8","72012009","20012017"
"22002","1","2","72012009","20012018"
"91002","30","8","72012010","20012019"
"22002","1","2","72012010","20012020"
"91002","30","8","72012011","20012021"
"22002","1","2","72012011","20012022"
"91002","30","8","72012012","20012023"
"22002","1","2","72012012","20012024"
"91002","30","8","72012013","20012025"
"22002","1","2","72012013","20012026"
"91002","30","8","72012014","20012027"
"22002","1","2","72012014","20012028"
"91002","200","8","72012015","20012029"
"22002","1","2","72012015","20012030"
"91002","60","8","72012016","20012031"
"22002","2","2","72012016","20012032"
"91002","60","8","72012017","20012033"
"22002","2","2","72012017","20012034"
"91002","60","8","72012018","20012035"
"22002","2","2","72012018","20012036"
"91002","60","8","72012019","20012037"
"22002","2","2","72012019","20012038"
"91002","300","8","72012020","20012039"
"22002","2","2","72012020","20012040"
"31043","5","2","72012021","20012041"
"31008","5","2","72012021","20012042"
"31043","5","2","72012022","20012043"
"31008","5","2","72012022","20012044"
"31043","10","2","72012023","20012045"
"31008","10","2","72012023","20012046"
"91002","30","8","72013001","20013001"
"22002","1","2","72013001","20013002"
"91002","30","8","72013002","20013003"
"22002","1","2","72013002","20013004"
"91002","30","8","72013003","20013005"
"22002","1","2","72013003","20013006"
"91002","30","8","72013004","20013007"
"22002","1","2","72013004","20013008"
"91002","30","8","72013005","20013009"
"22002","1","2","72013005","20013010"
"91002","30","8","72013006","20013011"
"22002","1","2","72013006","20013012"
"91002","30","8","72013007","20013013"
"22002","1","2","72013007","20013014"
"91002","30","8","72013008","20013015"
"22002","1","2","72013008","20013016"
"91002","30","8","72013009","20013017"
"22002","1","2","72013009","20013018"
"91002","30","8","72013010","20013019"
"22002","1","2","72013010","20013020"
"91002","30","8","72013011","20013021"
"22002","1","2","72013011","20013022"
"91002","30","8","72013012","20013023"
"22002","1","2","72013012","20013024"
"91002","30","8","72013013","20013025"
"22002","1","2","72013013","20013026"
"91002","30","8","72013014","20013027"
"22002","1","2","72013014","20013028"
"91002","200","8","72013015","20013029"
"22002","1","2","72013015","20013030"
"91002","60","8","72013016","20013031"
"22002","2","2","72013016","20013032"
"91002","60","8","72013017","20013033"
"22002","2","2","72013017","20013034"
"91002","60","8","72013018","20013035"
"22002","2","2","72013018","20013036"
"91002","60","8","72013019","20013037"
"22002","2","2","72013019","20013038"
"91002","300","8","72013020","20013039"
"22002","2","2","72013020","20013040"
"109301","1","1","72013021","20013041"
"31093","10","2","72013022","20013042"
"31018","10","2","72013022","20013043"
"31093","10","2","72013023","20013044"
"31018","10","2","72013023","20013045"
"91002","30","8","72014001","20014001"
"22002","1","2","72014001","20014002"
"91002","30","8","72014002","20014003"
"22002","1","2","72014002","20014004"
"91002","30","8","72014003","20014005"
"22002","1","2","72014003","20014006"
"91002","30","8","72014004","20014007"
"22002","1","2","72014004","20014008"
"91002","30","8","72014005","20014009"
"22002","1","2","72014005","20014010"
"91002","30","8","72014006","20014011"
"22002","1","2","72014006","20014012"
"91002","30","8","72014007","20014013"
"22002","1","2","72014007","20014014"
"91002","30","8","72014008","20014015"
"22002","1","2","72014008","20014016"
"91002","30","8","72014009","20014017"
"22002","1","2","72014009","20014018"
"91002","30","8","72014010","20014019"
"22002","1","2","72014010","20014020"
"91002","30","8","72014011","20014021"
"22002","1","2","72014011","20014022"
"91002","30","8","72014012","20014023"
"22002","1","2","72014012","20014024"
"91002","30","8","72014013","20014025"
"22002","1","2","72014013","20014026"
"91002","30","8","72014014","20014027"
"22002","1","2","72014014","20014028"
"91002","200","8","72014015","20014029"
"22002","1","2","72014015","20014030"
"91002","60","8","72014016","20014031"
"22002","2","2","72014016","20014032"
"91002","60","8","72014017","20014033"
"22002","2","2","72014017","20014034"
"91002","60","8","72014018","20014035"
"22002","2","2","72014018","20014036"
"91002","60","8","72014019","20014037"
"22002","2","2","72014019","20014038"
"91002","300","8","72014020","20014039"
"22002","2","2","72014020","20014040"
"31053","5","2","72014021","20014041"
"31045","5","2","72014021","20014042"
"31053","5","2","72014022","20014043"
"31045","5","2","72014022","20014044"
"31053","10","2","72014023","20014045"
"31045","10","2","72014023","20014046"
"91002","30","8","72015001","20015001"
"22002","1","2","72015001","20015002"
"91002","30","8","72015002","20015003"
"22002","1","2","72015002","20015004"
"91002","30","8","72015003","20015005"
"22002","1","2","72015003","20015006"
"91002","30","8","72015004","20015007"
"22002","1","2","72015004","20015008"
"91002","30","8","72015005","20015009"
"22002","1","2","72015005","20015010"
"91002","30","8","72015006","20015011"
"22002","1","2","72015006","20015012"
"91002","30","8","72015007","20015013"
"22002","1","2","72015007","20015014"
"91002","30","8","72015008","20015015"
"22002","1","2","72015008","20015016"
"91002","30","8","72015009","20015017"
"22002","1","2","72015009","20015018"
"91002","30","8","72015010","20015019"
"22002","1","2","72015010","20015020"
"91002","30","8","72015011","20015021"
"22002","1","2","72015011","20015022"
"91002","30","8","72015012","20015023"
"22002","1","2","72015012","20015024"
"91002","30","8","72015013","20015025"
"22002","1","2","72015013","20015026"
"91002","30","8","72015014","20015027"
"22002","1","2","72015014","20015028"
"91002","200","8","72015015","20015029"
"22002","1","2","72015015","20015030"
"91002","60","8","72015016","20015031"
"22002","2","2","72015016","20015032"
"91002","60","8","72015017","20015033"
"22002","2","2","72015017","20015034"
"91002","60","8","72015018","20015035"
"22002","2","2","72015018","20015036"
"91002","60","8","72015019","20015037"
"22002","2","2","72015019","20015038"
"91002","300","8","72015020","20015039"
"22002","2","2","72015020","20015040"
"110101","1","1","72015021","20015041"
"31101","10","2","72015022","20015042"
"31050","10","2","72015022","20015043"
"31101","10","2","72015023","20015044"
"31050","10","2","72015023","20015045"
"91002","30","8","72016001","20016001"
"22002","1","2","72016001","20016002"
"91002","30","8","72016002","20016003"
"22002","1","2","72016002","20016004"
"91002","30","8","72016003","20016005"
"22002","1","2","72016003","20016006"
"91002","30","8","72016004","20016007"
"22002","1","2","72016004","20016008"
"91002","30","8","72016005","20016009"
"22002","1","2","72016005","20016010"
"91002","30","8","72016006","20016011"
"22002","1","2","72016006","20016012"
"91002","30","8","72016007","20016013"
"22002","1","2","72016007","20016014"
"91002","30","8","72016008","20016015"
"22002","1","2","72016008","20016016"
"91002","30","8","72016009","20016017"
"22002","1","2","72016009","20016018"
"91002","30","8","72016010","20016019"
"22002","1","2","72016010","20016020"
"91002","30","8","72016011","20016021"
"22002","1","2","72016011","20016022"
"91002","30","8","72016012","20016023"
"22002","1","2","72016012","20016024"
"91002","30","8","72016013","20016025"
"22002","1","2","72016013","20016026"
"91002","30","8","72016014","20016027"
"22002","1","2","72016014","20016028"
"91002","200","8","72016015","20016029"
"22002","1","2","72016015","20016030"
"91002","60","8","72016016","20016031"
"22002","2","2","72016016","20016032"
"91002","60","8","72016017","20016033"
"22002","2","2","72016017","20016034"
"91002","60","8","72016018","20016035"
"22002","2","2","72016018","20016036"
"91002","60","8","72016019","20016037"
"22002","2","2","72016019","20016038"
"91002","300","8","72016020","20016039"
"22002","2","2","72016020","20016040"
"110501","1","1","72016021","20016041"
"31105","10","2","72016022","20016042"
"31014","10","2","72016022","20016043"
"31105","10","2","72016023","20016044"
"31014","10","2","72016023","20016045"
"1704","1","7","72016024","20016046"
"1705","1","7","72016025","20016047"
"1706","1","7","72016026","20016048"
"1707","1","7","72016027","20016049"
"91002","30","8","72017001","20017001"
"22002","1","2","72017001","20017002"
"91002","30","8","72017002","20017003"
"22002","1","2","72017002","20017004"
"91002","30","8","72017003","20017005"
"22002","1","2","72017003","20017006"
"91002","30","8","72017004","20017007"
"22002","1","2","72017004","20017008"
"91002","30","8","72017005","20017009"
"22002","1","2","72017005","20017010"
"91002","30","8","72017006","20017011"
"22002","1","2","72017006","20017012"
"91002","30","8","72017007","20017013"
"22002","1","2","72017007","20017014"
"91002","30","8","72017008","20017015"
"22002","1","2","72017008","20017016"
"91002","30","8","72017009","20017017"
"22002","1","2","72017009","20017018"
"91002","30","8","72017010","20017019"
"22002","1","2","72017010","20017020"
"91002","30","8","72017011","20017021"
"22002","1","2","72017011","20017022"
"91002","30","8","72017012","20017023"
"22002","1","2","72017012","20017024"
"91002","30","8","72017013","20017025"
"22002","1","2","72017013","20017026"
"91002","30","8","72017014","20017027"
"22002","1","2","72017014","20017028"
"91002","200","8","72017015","20017029"
"22002","1","2","72017015","20017030"
"91002","60","8","72017016","20017031"
"22002","2","2","72017016","20017032"
"91002","60","8","72017017","20017033"
"22002","2","2","72017017","20017034"
"91002","60","8","72017018","20017035"
"22002","2","2","72017018","20017036"
"91002","60","8","72017019","20017037"
"22002","2","2","72017019","20017038"
"91002","300","8","72017020","20017039"
"22002","2","2","72017020","20017040"
"31056","5","2","72017021","20017041"
"31040","5","2","72017021","20017042"
"31056","5","2","72017022","20017043"
"31040","5","2","72017022","20017044"
"31056","10","2","72017023","20017045"
"31040","10","2","72017023","20017046"
"91002","30","8","72018001","20018001"
"22002","1","2","72018001","20018002"
"91002","30","8","72018002","20018003"
"22002","1","2","72018002","20018004"
"91002","30","8","72018003","20018005"
"22002","1","2","72018003","20018006"
"91002","30","8","72018004","20018007"
"22002","1","2","72018004","20018008"
"91002","30","8","72018005","20018009"
"22002","1","2","72018005","20018010"
"91002","30","8","72018006","20018011"
"22002","1","2","72018006","20018012"
"91002","30","8","72018007","20018013"
"22002","1","2","72018007","20018014"
"91002","30","8","72018008","20018015"
"22002","1","2","72018008","20018016"
"91002","30","8","72018009","20018017"
"22002","1","2","72018009","20018018"
"91002","30","8","72018010","20018019"
