0d3f31ad1e661f5abdb224427ec2018e9c4430fb20787c5fcc45dd6796eed35b,f471def54f4408edc7fc6aaafcc4eeceecc26d50f5b7d5e2492682f206211dc7,873d603748533b2444fc951791a4c6ef78d248dd2ca5404a9601236825c7c94a,e5cc31f05466e285a41f918ee84a41a0f3172248f9bb3aa765a0fde2770adc74,4ff40f9f969bcf08ca7bd1975d7b3cd957a115fd3a4114bfbff4121fc11301ae,3ac2df7dff23ac3a3c23e5c7d1ed2b38f38ead4c2ab069685f59684180ef49e3,f080acef577176e91a3b3d5a3c32d6cd88a6276a5b66298f9845ab1b266b7477,461b69fa88daf6e14101f701c4028fcb72d46d5eea7da7bf1c65fc6b020086f3,ccc3f425b766d500272c2b220b9d32d46d880889cce4ce932d7c06e66742c06f
"5","610203504","","0","0.78","0","-30","0","0"
"1","610204101","","-65","1.75","305","0","0","1"
"1","610204201","","-55","1.4","305","0","0","1"
"1","610204202","","-65","1.75","305","0","0","1"
"1","610204203","","-65","1.75","305","0","0","1"
"1","610204301","","-55","1.4","305","0","0","1"
"1","610204302","","-65","1.75","305","0","0","1"
"1","610204303","","-65","1.75","305","0","0","1"
"2","610204401","","0","0.85","0","-200","0","0"
"3","610204402","","0","0.85","0","-140","0","0"
"4","610204403","","0","1","0","-60","0","0"
"5","610204404","","0","1","0","-60","0","0"
"2","610204501","","0","0.85","0","-200","0","0"
"3","610204502","","0","0.85","0","-140","0","0"
"4","610204503","","0","1","0","-60","0","0"
"5","610204504","","0","1","0","-60","0","0"
"1","610205101","","-60","1.38","160","0","0","1"
"1","610205201","","0","0.94","160","0","0","1"
"1","610205202","","-60","1.38","160","0","0","1"
"1","610205203","","-60","1.38","160","0","0","1"
"1","610205301","","0","0.94","160","0","0","1"
"1","610205302","","-60","1.38","160","0","0","1"
"1","610205303","","-60","1.38","160","0","0","1"
"2","610205401","","0","0.9","0","-200","0","0"
"3","610205402","","0","0.9","0","-140","0","0"
"4","610205403","","0","0.9","0","-60","0","0"
"5","610205404","","0","0.9","0","-60","0","0"
"2","610205501","","0","0.9","0","-200","0","0"
"3","610205502","","0","0.9","0","-140","0","0"
"4","610205503","","0","0.9","0","-60","0","0"
"5","610205504","","0","0.9","0","-60","0","0"
"1","610206101","","-80","0.86","295","0","0","1"
"1","610206201","","-50","0.68","295","0","0","1"
"1","610206202","","-50","0.68","295","0","0","1"
"1","610206203","","-80","0.86","295","0","0","1"
"1","610206301","","-50","0.68","295","0","0","1"
"1","610206302","","-50","0.68","295","0","0","1"
"1","610206303","","-80","0.86","295","0","0","1"
"2","610206401","","0","0.85","0","-200","0","0"
"3","610206402","","0","1","0","-140","0","0"
"4","610206403","","0","1","0","-60","0","0"
"5","610206404","","0","1","0","-60","0","0"
"6","610206405","","0","0.78","0","-200","0","0"
"7","610206406","","0","0.78","0","-140","0","0"
"8","610206407","","0","0.78","0","-60","0","0"
"9","610206408","","0","0.78","0","-60","0","0"
"2","610206501","","0","0.85","0","-200","0","0"
"3","610206502","","0","1","0","-140","0","0"
"4","610206503","","0","1","0","-60","0","0"
"5","610206504","","0","1","0","-60","0","0"
"6","610206505","","0","0.78","0","-200","0","0"
"7","610206506","","0","0.78","0","-140","0","0"
"8","610206507","","0","0.78","0","-60","0","0"
"9","610206508","","0","0.78","0","-60","0","0"
"1","610207101","","-17","1.35","250","0","0","1"
"1","610207201","","0","0.95","250","0","0","1"
"1","610207202","","-17","1.35","250","0","0","1"
"1","610207203","","-17","1.35","250","0","0","1"
"1","610207301","","0","0.95","250","0","0","1"
"1","610207302","","-17","1.35","250","0","0","1"
"1","610207303","","-17","1.35","250","0","0","1"
"2","610207401","","-21","0.85","0","-200","0","0"
"3","610207402","","-21","0.85","0","-140","0","0"
"4","610207403","","-21","0.85","0","-60","0","0"
"5","610207404","","-21","0.73","0","-60","0","0"
"2","610207501","","-21","0.85","0","-200","0","0"
"3","610207502","","-21","0.85","0","-140","0","0"
"4","610207503","","-21","0.85","0","-60","0","0"
"5","610207504","","-21","0.73","0","-60","0","0"
"1","610208101","","-90","1.01","405","0","0","1"
"4","610208103","","0","0","0","0","0","0"
"1","610208201","","-90","0.9","405","0","0","1"
"1","610208202","","-90","1.01","405","0","0","1"
"1","610208203","","-90","1.01","405","0","0","1"
"1","610208301","","-90","0.9","405","0","0","1"
"1","610208302","","-90","1.01","405","0","0","1"
"1","610208303","","-90","1.01","405","0","0","1"
"2","610208401","","0","0.78","0","-140","0","0"
"3","610208402","","0","0.78","0","-60","0","0"
"2","610208501","","0","0.78","0","-140","0","0"
"3","610208502","","0","0.78","0","-60","0","0"
"1","610209101","","-14","1.3","140","0","0","1"
"1","610209201","","-15","1.15","140","0","0","1"
"1","610209202","","-14","1.3","140","0","0","1"
"1","610209203","","-14","1.3","140","0","0","1"
"1","610209301","","-15","1.15","140","0","0","1"
"1","610209302","","-14","1.3","140","0","0","1"
"1","610209303","","-14","1.3","140","0","0","1"
"2","610209401","","0","1","0","-200","0","0"
"3","610209402","","0","1","0","-140","0","0"
"4","610209403","","0","1","0","-60","0","0"
"5","610209404","","0","1","0","-60","0","0"
"2","610209501","","0","1","0","-200","0","0"
"3","610209502","","0","1","0","-140","0","0"
"4","610209503","","0","1","0","-60","0","0"
"5","610209504","","0","1","0","-60","0","0"
"1","610210101","","-15","1.15","165","0","0","1"
"1","610210201","","0","0.92","165","0","0","1"
"1","610210202","","-15","1.15","165","0","0","1"
"1","610210203","","-15","1.15","165","0","0","1"
"1","610210301","","0","0.92","165","0","0","1"
"1","610210302","","-15","1.15","165","0","0","1"
"1","610210303","","-15","1.15","165","0","0","1"
"2","610210401","","0","0.68","0","-200","0","0"
"3","610210402","","0","0.68","0","-140","0","0"
"4","610210403","","0","0.68","0","-60","0","0"
"5","610210404","","0","0.68","0","-60","0","0"
"2","610210501","","0","0.68","0","-200","0","0"
"3","610210502","","0","0.68","0","-140","0","0"
"4","610210503","","0","0.68","0","-60","0","0"
"5","610210504","","0","0.68","0","-60","0","0"
"1","610211101","","30","0.9","55","0","0","1"
"1","610211201","","-5","0.9","55","0","0","1"
"1","610211202","","30","0.9","55","0","0","1"
"1","610211203","","30","0.9","55","0","0","1"
"1","610211301","","-5","0.9","55","0","0","1"
"1","610211302","","30","0.9","55","0","0","1"
"1","610211303","","30","0.9","55","0","0","1"
"2","610211401","","0","0.78","0","-40","0","0"
"3","610211402","","0","0.78","0","-10","0","0"
"4","610211403","","0","0.78","0","50","0","0"
"5","610211404","","0","0.78","0","50","0","0"
"2","610211501","","0","0.78","0","-40","0","0"
"3","610211502","","0","0.78","0","-10","0","0"
"4","610211503","","0","0.78","0","50","0","0"
"5","610211504","","0","0.78","0","50","0","0"
"1","610212101","","45","0.9","35","0","0","1"
"1","610212201","","0","0.8","35","0","0","1"
"1","610212202","","45","0.9","35","0","0","1"
"1","610212203","","45","0.9","35","0","0","1"
"1","610212301","","0","0.8","35","0","0","1"
"1","610212302","","45","0.9","35","0","0","1"
"1","610212303","","45","0.9","35","0","0","1"
"2","610212401","","0","0.6","0","-220","0","0"
"3","610212402","","0","0.6","0","-200","0","0"
"4","610212403","","0","0.6","0","-140","0","0"
"5","610212404","","0","0.6","0","-140","0","0"
"2","610212405","","0","0.6","0","-60","0","0"
"3","610212406","","0","0.6","0","-60","0","0"
"4","610212501","","0","0.6","0","-220","0","0"
"5","610212502","","0","0.6","0","-200","0","0"
"2","610212503","","0","0.6","0","-140","0","0"
"3","610212504","","0","0.6","0","-140","0","0"
"4","610212505","","0","0.6","0","-60","0","0"
"5","610212506","","0","0.6","0","-60","0","0"
"1","610213101","","-75","1.35","250","0","0","1"
"1","610213151","","-125","0.9","0","0","0","1"
"1","610213201","","-70","1.1","250","0","0","1"
"1","610213204","","-75","1.35","250","0","0","1"
"1","610213207","","-75","1.35","250","0","0","1"
"1","610213251","","-125","0.71","0","0","0","1"
"1","610213252","","-125","0.9","0","0","0","1"
"1","610213253","","-125","0.9","0","0","0","1"
"1","610213301","","-70","1.1","250","0","0","1"
"1","610213304","","-75","1.35","250","0","0","1"
"1","610213307","","-75","1.35","250","0","0","1"
"1","610213351","","-125","0.71","0","0","0","1"
"1","610213352","","-125","0.9","0","0","0","1"
"1","610213353","","-125","0.9","0","0","0","1"
"2","610213401","","-20","0.7","0","-200","0","0"
"3","610213402","","-20","0.7","0","-140","0","0"
"4","610213403","","-20","0.7","0","-60","0","0"
"5","610213404","","-20","0.7","0","-60","0","0"
"2","610213451","","0","0.78","0","-50","0","0"
"3","610213452","","0","0.78","0","0","0","0"
"4","610213453","","0","0.78","0","100","0","0"
"5","610213454","","0","0.78","0","300","0","0"
"2","610213501","","-20","0.7","0","-200","0","0"
"3","610213502","","-20","0.7","0","-140","0","0"
"4","610213503","","-20","0.7","0","-60","0","0"
"5","610213504","","-20","0.7","0","-60","0","0"
"2","610213551","","0","0.78","0","-50","0","0"
"3","610213552","","0","0.78","0","0","0","0"
"4","610213553","","0","0.78","0","100","0","0"
"5","610213554","","0","0.78","0","300","0","0"
"6","610213555","","0","0.78","0","0","0","0"
"1","610214101","","15","1.26","30","0","0","1"
"1","610214201","","-10","1","30","0","0","1"
"1","610214202","","-10","1","30","0","0","1"
"1","610214203","","15","1.26","30","0","0","1"
"1","610214301","","-10","1","30","0","0","1"
"1","610214302","","-10","1","30","0","0","1"
"1","610214303","","15","1.26","30","0","0","1"
"2","610214401","","0","0.82","0","-40","0","0"
"3","610214402","","0","0.82","0","-10","0","0"
"4","610214403","","0","0.82","0","50","0","0"
"5","610214404","","0","0.82","0","50","0","0"
"6","610214405","","0","0.85","0","-40","0","0"
"7","610214406","","-10","0.85","0","-10","0","0"
"8","610214407","","-10","0.85","0","50","0","0"
"9","610214408","","-10","0.85","0","50","0","0"
"2","610214501","","0","0.82","0","-40","0","0"
"3","610214502","","0","0.82","0","-10","0","0"
"4","610214503","","0","0.82","0","50","0","0"
"5","610214504","","0","0.82","0","50","0","0"
"6","610214505","","0","0.85","0","-40","0","0"
"7","610214506","","-10","0.85","0","-10","0","0"
"8","610214507","","-10","0.85","0","50","0","0"
"9","610214508","","-10","0.85","0","50","0","0"
"1","610215101","","-50","1.5","140","0","0","1"
"1","610215201","","-69","1.2","140","0","0","1"
"1","610215202","","-67","1.3","140","0","0","1"
"1","610215203","","-50","1.5","140","0","0","1"
"1","610215301","","-69","1.2","140","0","0","1"
"1","610215302","","-67","1.3","140","0","0","1"
"1","610215303","","-50","1.5","140","0","0","1"
"2","610215401","","0","0.85","0","-40","0","0"
"3","610215402","","0","0.85","0","-10","0","0"
"4","610215403","","0","0.85","0","50","0","0"
"5","610215404","","0","0.85","0","50","0","0"
"6","610215405","","0","0.8","0","-10","0","0"
"7","610215406","","0","0.8","0","50","0","0"
"8","610215407","","0","0.8","0","-40","0","0"
"2","610215501","","0","0.85","0","-40","0","0"
"3","610215502","","0","0.85","0","-10","0","0"
"4","610215503","","0","0.85","0","50","0","0"
"5","610215504","","0","0.85","0","50","0","0"
"6","610215505","","0","0.8","0","-10","0","0"
"7","610215506","","0","0.8","0","50","0","0"
"8","610215507","","0","0.8","0","-40","0","0"
"1","610216101","","0","1.12","170","0","0","1"
"1","610216201","","-29","0.91","170","0","0","1"
"1","610216202","","0","1.12","170","0","0","1"
"1","610216203","","0","1.12","170","0","0","1"
"1","610216301","","-29","0.91","170","0","0","1"
"1","610216302","","0","1.12","170","0","0","1"
"1","610216303","","0","1.12","170","0","0","1"
"2","610216401","","-13","0.85","0","0","0","0"
"3","610216402","","-13","0.85","0","0","0","0"
"4","610216403","","-13","0.85","0","-40","0","0"
"2","610216501","","-13","0.85","0","0","0","0"
"3","610216502","","-13","0.85","0","0","0","0"
"4","610216503","","-13","0.85","0","-40","0","0"
