4e58b8fa950a25ea6d91ae4ee8e07652ffeda2bd05627e4fd8b19af2268516ec,1a7e2d7ef0d6b8485065fac790c4e851a8b1b6a1d596a042ad93735be3be1061,20600913046441fd86e7c24819f3fc23604d18a93e4eb19a74d5d4f635c413d1,1aa4e02545bcfc6af72ca3b1beeb1ffa65110d2a33b127501c7c24a74757b114,63e3b2185fd695f8796949b8f8f6719ae6e7b6f52fc664d5e61200fe093da5e1,57ef8556997b4b40320b5a4a24221fd3e8feaacb38a064887b6bcfe32d68841e
"610072503","1","300","1","3","10072"
"610072601","0","-180","2","0","10072"
"610072602","0","-145","2","0","10072"
"610072603","0","80","2","0","10072"
"610073404","0","-275","1","0","10073"
"610073405","0","-45","1","0","10073"
"610073406","0","115","1","0","10073"
"610073407","0","175","1","0","10073"
"610074501","0","250","1","0","10074"
"610074502","0","380","1","0","10074"
"610074503","0","-100","1","0","10074"
"610074504","0","480","1","0","10074"
"610074601","1","20","2","1","10074"
"610074602","1","140","2","2","10074"
"610074603","1","300","2","3","10074"
"610075601","0","-150","2","0","10075"
"610075602","0","-145","2","0","10075"
"610076601","0","-180","2","0","10076"
"610076602","0","-145","2","0","10076"
"610076603","0","150","2","0","10076"
"610077404","1","20","1","1","10077"
"610077405","1","140","1","2","10077"
"610077406","1","300","1","3","10077"
"610079401","0","20","1","1","10079"
"610079402","0","140","1","2","10079"
"610079403","0","300","1","3","10079"
"610080601","0","-220","2","0","10080"
"610080602","0","-110","2","0","10080"
"610080603","0","0","2","0","10080"
"610081501","0","-180","2","0","10081"
"610081502","0","20","2","0","10081"
"610081503","0","150","2","0","10081"
"610082501","1","20","1","0","10082"
"610082502","1","140","1","0","10082"
"610082503","1","300","1","0","10082"
"610083501","0","-120","1","0","10083"
"610083502","0","-10","1","0","10083"
"610083503","0","30","1","0","10083"
"610084601","0","-150","1","0","10084"
"610084602","0","250","1","0","10084"
"610084603","0","50","1","0","10084"
"610084604","0","450","1","0","10084"
"610084701","1","-15","2","1","10084"
"610084702","1","40","2","2","10084"
"610084703","1","-70","2","3","10084"
"610084704","1","40","2","4","10084"
"610084705","1","-15","2","5","10084"
"610084706","1","-70","2","6","10084"
"610084707","1","40","2","7","10084"
"610084708","1","-15","2","8","10084"
"610084709","1","-70","2","9","10084"
"610084710","1","-100","2","10","10084"
"610085501","0","-500","1","0","10085"
"610085502","0","-220","1","0","10085"
"610085503","0","-50","1","0","10085"
"610085504","0","-350","1","0","10085"
"610086501","1","20","1","1","10086"
"610086502","1","140","1","2","10086"
"610086503","1","300","1","3","10086"
"610086601","0","200","1","0","10086"
"610086602","0","-200","1","0","10086"
"610087501","0","40","2","0","10087"
"610087502","0","-15","2","0","10087"
"610087503","0","-90","2","0","10087"
"610087504","0","200","2","0","10087"
"610088404","1","20","1","1","10088"
"610088405","1","100","1","2","10088"
"610088406","1","150","1","3","10088"
"610088407","1","200","1","4","10088"
"610088408","1","250","1","5","10088"
"610088409","1","300","1","6","10088"
"610089501","0","-200","1","0","10089"
"610089502","0","-80","1","0","10089"
"610089503","0","100","1","0","10089"
"610092404","1","20","1","1","10092"
"610092405","1","140","1","2","10092"
"610092406","1","300","1","3","10092"
"610092501","0","-150","2","0","10092"
"610092502","0","250","2","0","10092"
"610092503","0","50","2","0","10092"
"610092504","0","450","2","0","10092"
"610093501","0","-170","1","0","10093"
"610093502","0","20","1","0","10093"
"610093503","0","49","1","0","10093"
"610094501","1","-150","1","1","10094"
"610094502","1","250","1","2","10094"
"610094503","1","50","1","3","10094"
"610094504","1","450","1","4","10094"
"610095501","0","-180","2","0","10095"
"610095502","0","20","2","0","10095"
"610095503","0","150","2","0","10095"
"610096501","0","-180","2","0","10096"
"610096502","0","80","2","0","10096"
"610096503","0","-145","2","0","10096"
"610097506","0","350","2","0","10097"
"610097507","0","250","2","0","10097"
"610097640","0","250","1","0","10097"
"610097641","0","350","1","0","10097"
"610097642","0","700","1","0","10097"
"610097643","0","800","1","0","10097"
"610098501","0","-180","2","0","10098"
"610098502","0","-25","2","0","10098"
"610098503","0","280","2","0","10098"
"610098601","0","-40","2","0","10098"
"610098602","0","80","2","0","10098"
"610098603","0","180","2","0","10098"
"610098604","0","280","2","0","10098"
"610099501","1","20","1","1","10099"
"610099502","1","140","1","2","10099"
"610099503","1","300","1","3","10099"
"610099601","0","-180","2","0","10099"
"610099602","0","-145","2","0","10099"
"610099603","0","80","2","0","10099"
"610100501","0","-150","1","0","10100"
"610100502","0","0","1","0","10100"
"610100503","0","300","1","0","10100"
"610100504","0","150","1","0","10100"
"610101501","0","250","1","0","10101"
"610101502","0","380","1","0","10101"
"610101503","0","-100","1","0","10101"
"610101504","0","480","1","0","10101"
"610101601","1","20","2","1","10101"
"610101602","1","140","2","2","10101"
"610101603","1","300","2","3","10101"
"610102501","0","-180","2","0","10102"
"610102502","0","50","2","0","10102"
"610102503","0","180","2","0","10102"
"610103601","0","-180","2","0","10103"
"610103602","0","-145","2","0","10103"
"610103603","0","150","2","0","10103"
"610104501","0","-110","1","0","10104"
"610104502","0","0","1","0","10104"
"610104503","0","-200","1","0","10104"
"610106601","1","150","2","0","10106"
"610106602","1","-50","2","0","10106"
"610106603","1","-300","2","0","10106"
"610107601","0","-220","2","0","10107"
"610107602","0","-110","2","0","10107"
"610107603","0","0","2","0","10107"
"610109501","1","20","1","0","10109"
"610109502","1","140","1","0","10109"
"610109503","1","300","1","0","10109"
"610110501","0","-200","1","0","10110"
"610110502","0","-100","1","0","10110"
"610110503","0","0","1","0","10110"
"610110504","0","100","1","0","10110"
"610111501","0","-120","2","0","10111"
"610111502","0","-40","2","0","10111"
"610111503","0","40","2","0","10111"
"610112601","0","-150","1","0","10112"
"610112602","0","250","1","0","10112"
"610112603","0","50","1","0","10112"
"610112604","0","450","1","0","10112"
"610112701","1","-15","2","1","10112"
"610112702","1","40","2","2","10112"
"610112703","1","-70","2","3","10112"
"610112704","1","40","2","4","10112"
"610112705","1","-15","2","5","10112"
"610112706","1","-70","2","6","10112"
"610112707","1","40","2","7","10112"
"610112708","1","-15","2","8","10112"
"610112709","1","-70","2","9","10112"
"610112710","1","-100","2","10","10112"
"610113501","0","-500","1","0","10113"
"610113502","0","-220","1","0","10113"
"610113503","0","-50","1","0","10113"
"610113504","0","-350","1","0","10113"
"610114501","1","-400","1","0","10114"
"610114502","1","-300","1","0","10114"
"610114503","1","-200","1","0","10114"
"610114504","1","-100","1","0","10114"
"610115404","1","20","1","1","10115"
"610115405","1","140","1","2","10115"
"610115406","1","300","1","3","10115"
"610117501","1","20","1","0","10117"
"610117502","1","140","1","0","10117"
"610117503","1","300","1","0","10117"
"610119404","1","20","1","1","10119"
"610119405","1","140","1","2","10119"
"610119406","1","300","1","3","10119"
"610119501","0","-150","2","0","10119"
"610119502","0","250","2","0","10119"
"610119503","0","50","2","0","10119"
"610119504","0","450","2","0","10119"
"610120501","0","-275","2","0","10120"
"610120502","0","-45","2","0","10120"
"610120503","0","115","2","0","10120"
"610120504","0","175","2","0","10120"
"610121501","1","-150","1","1","10121"
"610121502","1","250","1","2","10121"
"610121503","1","50","1","3","10121"
"610121504","1","450","1","4","10121"
"610122403","0","-220","2","0","10122"
"610122404","0","-110","2","0","10122"
"610122405","0","0","2","0","10122"
"610123501","0","-180","2","0","10123"
"610123502","0","80","2","0","10123"
"610123503","0","-145","2","0","10123"
"610124407","0","-220","1","0","10124"
"610124408","0","-110","1","0","10124"
"610124409","0","0","1","0","10124"
"610125501","0","-180","2","0","10125"
"610125502","0","-25","2","0","10125"
"610125503","0","280","2","0","10125"
"610125601","0","-40","2","0","10125"
"610125602","0","80","2","0","10125"
"610125603","0","180","2","0","10125"
"610125604","0","280","2","0","10125"
"610126404","0","-300","2","0","10155"
"610126405","0","-200","2","0","10155"
"610126406","0","20","2","0","10155"
"610126407","0","80","2","0","10155"
"610127501","0","-150","1","0","10127"
"610127502","0","250","1","0","10127"
"610127503","0","50","1","0","10127"
"610127504","0","450","1","0","10127"
"610128402","1","-220","1","0","10157"
"610128403","1","-110","1","0","10157"
"610128404","1","0","1","0","10157"
"610129501","0","-180","2","0","10129"
"610129502","0","-145","2","0","10129"
"610129503","0","80","2","0","10129"
"610129601","0","-180","2","0","10129"
"610129602","0","-145","2","0","10129"
"610129603","0","80","2","0","10129"
"610130502","0","-100","2","0","10159"
"610130503","0","100","2","0","10159"
"610130504","0","220","2","0","10159"
"610131501","0","-110","1","0","10131"
"610131502","0","0","1","0","10131"
"610131503","0","-200","1","0","10131"
"610132601","1","-220","1","0","10132"
"610132602","1","-140","1","0","10132"
"610132603","1","-60","1","0","10132"
"610132604","1","0","1","0","10132"
"610132701","1","-220","1","0","10132"
"610132702","1","-140","1","0","10132"
"610132703","1","-60","1","0","10132"
"610132704","1","0","1","0","10132"
"610133501","0","-180","2","0","10133"
"610133502","0","-145","2","0","10133"
"610133503","0","80","2","0","10133"
"610133601","1","150","2","0","10133"
"610133602","1","-50","2","0","10133"
"610133603","1","-300","2","0","10133"
"610134602","1","-220","2","0","10134"
"610134603","1","-140","2","0","10134"
"610134604","1","-60","2","0","10134"
"610134605","1","0","2","0","10134"
"610134702","1","-220","2","0","10134"
"610134703","1","-140","2","0","10134"
"610134704","1","-60","2","0","10134"
"610134705","1","0","2","0","10134"
"610136601","0","-180","1","0","10164"
"610136602","0","80","1","0","10164"
"610136603","0","-145","1","0","10164"
"610136604","0","0","2","0","10164"
"610136701","0","-180","1","0","10136"
"610136702","0","80","1","0","10136"
"610136703","0","-145","1","0","10136"
"610136704","0","0","2","0","10136"
"610138501","0","-200","1","0","10138"
"610138502","0","-100","1","0","10138"
"610138503","0","0","1","0","10138"
"610138504","0","100","1","0","10138"
"610139501","0","-120","2","0","10139"
"610139502","0","-40","2","0","10139"
"610139503","0","40","2","0","10139"
"610141501","1","-400","1","0","10141"
"610141502","1","-300","1","0","10141"
"610141503","1","-200","1","0","10141"
"610141504","1","-100","1","0","10141"
"610142601","0","-200","2","0","10167"
"610142602","0","-140","2","0","10167"
"610142603","0","-60","2","0","10167"
"610142604","0","0","2","0","10167"
"610142701","0","-200","2","0","10142"
"610142702","0","-140","2","0","10142"
"610142703","0","-60","2","0","10142"
"610142704","0","0","2","0","10142"
"610144601","0","-200","2","0","10168"
"610144602","0","-140","2","0","10168"
"610144603","0","-60","2","0","10168"
"610144604","0","0","2","0","10168"
"610144701","0","-200","2","0","10144"
"610144702","0","-140","2","0","10144"
"610144703","0","-60","2","0","10144"
"610144704","0","0","2","0","10144"
"610146601","0","-250","1","0","10169"
"610146602","0","-180","1","0","10169"
"610146603","0","100","1","0","10169"
"610146604","0","150","1","0","10169"
"610146701","0","-250","1","0","10146"
"610146702","0","-180","1","0","10146"
"610146703","0","100","1","0","10146"
"610146704","0","150","1","0","10146"
"610147501","0","-275","2","0","10147"
"610147502","0","-45","2","0","10147"
"610147503","0","115","2","0","10147"
"610147504","0","175","2","0","10147"
"610148601","0","-220","1","0","10170"
"610148602","0","-100","1","0","10170"
"610148603","0","0","1","0","10170"
"610148701","0","-220","1","0","10148"
"610148702","0","-100","1","0","10148"
"610148703","0","0","1","0","10148"
"610149403","0","-220","2","0","10149"
"610149404","0","-110","2","0","10149"
"610149405","0","0","2","0","10149"
"610151407","0","-220","1","0","10151"
"610151408","0","-110","1","0","10151"
"610151409","0","0","1","0","10151"
"610152601","1","-480","1","0","10172"
"610152602","1","-440","1","0","10172"
"610152603","1","-320","1","0","10172"
"610152604","1","-260","1","0","10172"
"610152701","1","-480","1","0","10152"
"610152702","1","-440","1","0","10152"
"610152703","1","-320","1","0","10152"
"610152704","1","-260","1","0","10152"
"610153501","0","-180","1","0","10153"
"610153502","0","-80","1","0","10153"
"610154601","0","-200","2","0","10173"
"610154602","0","-140","2","0","10173"
"610154603","0","-60","2","0","10173"
"610154701","0","-200","2","0","10173"
"610154702","0","-140","2","0","10173"
"610154703","0","-60","2","0","10173"
"610156601","0","-200","2","0","10176"
"610156602","0","-140","2","0","10176"
"610156603","0","-60","2","0","10176"
"610156604","0","0","2","0","10176"
"610156701","0","-200","2","0","10176"
"610156702","0","-140","2","0","10176"
"610156703","0","-60","2","0","10176"
"610156704","0","0","2","0","10176"
"610158601","0","-200","2","0","10177"
"610158602","0","-140","2","0","10177"
"610158603","0","-60","2","0","10177"
"610158604","0","0","2","0","10177"
"610158701","0","-200","2","0","10177"
"610158702","0","-140","2","0","10177"
"610158703","0","-60","2","0","10177"
"610158704","0","0","2","0","10177"
"610160601","1","-200","1","0","10178"
"610160602","1","-140","1","0","10178"
"610160603","1","-60","1","0","10178"
"610160604","1","0","1","0","10178"
"610160701","1","-200","1","0","10178"
"610160702","1","-140","1","0","10178"
"610160703","1","-60","1","0","10178"
"610160704","1","0","1","0","10178"
