bd058e48abb2f39df1a941cb6163bc43f4b2c178110b877946008c6895db6595,83109a667b4caee45e1e29005e1f0ba8f2a3689f5107bc4c196489616943496c,b77ab8c961d4a6a451a886ea8b5d13bdebf3e3af956248d5b253e0099836488b,cc0f8967f8f8abd6cfc87f020453cbb5d77f82c30d2cc9cc87e005d453d56e56,aadc0072f8a9ad7b6c84c5759335f081f00172ad285d7e770cabac997ebd3dc5,dcb9b0c69344e1f42f9dcc16099bb12e0070c36cae2ca8bc4d4dcf56ec335bf6,d515648c62837c52fdc64f2bc9512725068a95fc84c42b9b6823566f330db31a,d846481d6d3979526d9ddab148787bd24f5f00fcbc249dcfa3cefc0dd93c74a5,0fb0d18ab97eaa1f2a5e64e1c7f19e1579454ee614c45b5a29938c8f7f2e9fc2,a6dd250319919f17d05d1a5ea402152ab442e8b62b5e106bd8bdd02524b26ea4,2d4b6ecf8f163faaf31fbeae84645d7612e7430865a9ae37919687c1a6c9ffe2,541c1e14e08c3424d0d181024781767a2dc3f3119bc9ebe2d723041cd5a5ded0,83624025a65aa7436545233306f6360b5cf895713def8e70936c667c6ecea5ec,7cb47a302100fd89f00588ecfac7865a8668f165c85c96bc5845f0652d31506d,6eb10f376a47278aec3bc1be288a39d96929b3342b7ff05ee3a3c97595c6193a,e8ed1dc15fbb8ba979e54ebe0558aab20e2d3e71e36beecb6a8ad3dfa8e2a3a0,218d93eda27a6b25e170ad95ded82ea69ab502b2b29b0d58e0374d03688bc023,d7bf54193da59c7d5e0b8df84b0a28622538b66efa239538b04697468264f135,ddc05d051b4099014b161c3a36e1965a6a3dadcdc3d6bfd8be4093596e23e11e,eb71e58de6eeb69a65e04283a852310c3e3989c16d0558f72994505a756c398e,102331ed0037d9c3b331b4e1abf70c761532857194f30c63ef0c65a02ef84a93,562206e0b725a9894a5de9bcc1408be21aded7ebd006d7a1d1cbf3f8e5db9360,d086e48d50bafec4db418883e6deac9020a58c188679cd246a92942903dc7fa7,885043286df6dd9c69c20e09524585aab614ad86be6bc828dad260d3ebb77d0d,859d19fafae35e215f935cb422e36539762ed01aa3223d2bc08c2cb73bc8db18,5725bb9dc523df71ea0585f5d9efc6398d70f0922ded6006e7562df2d5e04122,49e6244c4fbc7b2f2c7894b3f227e9dff64acc77ac13f845f9e8312bcb05252a,7fa02be2c2d6d78517af49c9411e13c8c64e63f16908ba9d30d9848a8fdadffe,68d32b05035449d8420d895bbe78cb65bded59c008cdf4b68edd83b335843277,0f2173416d69c2b8be5eb98c929f1ece3fc29aff56db68309c6843f7d0cacd06,2b007aa1c35ad132c80f551bbd4c4cb77147f17b5ff1efa86e7ee8cc483cd00a,2606beb3b8ebb2cc18229f66b6d26497354f2a848924e310df707c115b289332,007fbaf850d5da0f2a8a860d262dda1598ae24e5c2b6d8b27ac0c396f590517d,9ca266fb0ed80735e7fc866683858b4940fa4f4548fc234066feb20a35d4fb62,5cad1061c93eeed50248b4492debbd14b466db04f138d0e078d0e5fc0eea622b,f03384d7139a8b878114a2e0dd52686ad03d8fd739cbe685b080edc50e76485d,97d4f22e24b515e7c4b8fe797d0570023d5d0b30f0ab5f7e562b8070f5439fdb,9a11ed94831c81802cdc954b3e12c4835dafd09351036462edf4de2b71b31417,d0a4c284b9ade1e60909d17cd8da1420d1a5ce2d531f09ed8a5d83d25b787dd0,5423c783ac938b369d8dbe6f8d3816c284d7a387d287346582eb50a8bd3b87c1,a71ff6dca2d2a959d2341e6ae9900de089627e3ecf0c7e04338e3efb401ffe30
"620130017","0","0","0","0","1","0","0","600110201","61001005","0","0","0","0","375","620090017","1","18","0","20001","61001004","61001007","0","20001","1","0","0","1","0","0","0","600000020","0","0","36","620060017","0","0","30","0","1"
"620130018","0","0","0","0","1","0","0","600110211","61001005","0","0","0","0","381","620090018","1","18","0","21001","61001004","61001007","0","21001","1","0","0","1","0","0","0","600000021","0","0","36","620060018","0","0","30","0","1"
"620130019","0","0","0","0","1","0","0","600110221","61001005","0","0","0","0","386","620090019","1","18","0","22001","61001004","61001007","0","22001","1","0","0","1","0","0","0","600000022","0","0","36","620060019","0","0","30","0","1"
"620130020","0","0","0","0","1","0","0","600110231","61001005","0","0","0","0","390","620090020","1","18","0","23001","61001004","61001007","0","23001","1","0","0","1","0","0","0","600000023","0","0","36","620060020","0","0","30","0","1"
"620130021","0","0","0","0","1","0","0","600110241","61001005","0","0","0","0","396","620090021","1","18","0","24001","61001004","61001007","0","24001","1","0","0","1","0","0","0","600000024","0","0","36","620060021","0","0","30","0","1"
"620130022","0","0","0","0","1","0","0","600110251","61001005","0","0","0","0","401","620090022","1","18","0","25001","61001004","61001007","0","25001","1","0","0","1","0","0","0","600000025","0","0","36","620060022","0","0","30","0","1"
"620130023","0","0","0","0","1","0","0","600110261","61001005","0","0","0","0","405","620090023","1","18","0","26001","61001004","61001007","0","26001","1","0","0","1","0","0","0","600000026","0","0","36","620060023","0","0","30","0","1"
"620130024","0","0","0","0","1","0","0","600110271","61001005","0","0","0","0","411","620090024","1","18","0","27001","61001004","61001007","0","27001","1","0","0","1","0","0","0","600000027","0","0","36","620060024","0","0","30","0","1"
"620130025","0","0","0","0","1","0","0","600110281","61001005","0","0","0","0","417","620090025","1","18","0","28001","61001004","61001007","0","28001","1","0","0","1","0","0","0","600000028","0","0","36","620060025","0","0","30","0","1"
"620130026","0","0","0","0","1","0","0","600110291","61001005","0","0","0","0","422","620090026","1","18","0","29001","61001004","61001007","0","29001","1","0","0","1","0","0","0","600000029","0","0","36","620060026","0","0","30","0","1"
"620130027","0","0","0","0","1","0","0","600110301","61001005","0","0","0","0","427","620090027","1","18","0","30001","61001004","61001007","0","30001","1","0","0","1","0","0","0","600000030","0","0","36","620060027","0","0","30","0","1"
"620130028","0","0","0","0","1","0","0","600110311","61001005","0","0","0","0","433","620090028","1","18","0","31001","61001004","61001007","0","31001","1","0","0","1","0","0","0","600000031","0","0","36","620060028","0","0","30","0","1"
"620130029","0","0","0","0","1","0","0","600110321","61001005","0","0","0","0","442","620090029","1","18","0","32001","61001004","61001007","0","32001","1","0","0","1","0","0","0","600000032","0","0","36","620060029","0","0","30","0","1"
"620130030","0","0","0","0","1","0","0","600110331","61001005","0","0","0","0","455","620090030","1","18","0","33001","61001004","61001007","0","33001","1","0","0","1","0","0","0","600000033","0","0","36","620060030","0","0","30","0","1"
"620130031","0","0","0","0","1","0","0","600110341","61001005","0","0","0","0","460","620090031","1","18","0","34001","61001004","61001007","0","34001","1","0","0","1","0","0","0","600000034","0","0","36","620060031","0","0","30","0","1"
"620130032","0","0","0","0","1","0","0","600110351","61001005","0","0","0","0","464","620090032","1","18","0","35001","61001004","61001007","0","35001","1","0","0","1","0","0","0","600000035","0","0","36","620060032","0","0","30","0","1"
"620130033","0","0","0","0","1","0","0","600110361","61001005","0","0","0","0","476","620090033","1","18","0","36001","61001004","61001007","0","36001","1","0","0","1","0","0","0","600000036","0","0","36","620060033","0","0","30","0","1"
"620130034","0","0","0","0","1","0","0","600110371","61001005","0","0","0","0","482","620090034","1","18","0","37001","61001004","61001007","0","37001","1","0","0","1","0","0","0","600000037","0","0","36","620060034","0","0","30","0","1"
"620130035","0","0","0","0","1","0","0","600110381","61001005","0","0","0","0","492","620090035","1","18","0","38001","61001004","61001007","0","38001","1","0","0","1","0","0","0","600000038","0","0","36","620060035","0","0","30","0","1"
"620130036","0","0","0","0","1","0","0","600110391","61001005","0","0","0","0","500","620090036","1","18","0","39001","61001004","61001007","0","39001","1","0","0","1","0","0","0","600000039","0","0","36","620060036","0","0","30","0","1"
"620130037","0","0","0","0","1","0","0","600110401","61001005","0","0","0","0","514","620090037","1","18","0","40001","61001004","61001007","0","40001","1","0","0","1","0","0","0","600000040","0","0","36","620060037","0","0","30","0","1"
"620130038","0","0","0","0","1","0","0","600110411","61001005","0","0","0","0","518","620090038","1","18","0","41001","61001004","61001007","0","41001","1","0","0","1","0","0","0","600000041","0","0","36","620060038","0","0","30","0","1"
"620130039","0","0","0","0","1","0","0","600110421","61001005","0","0","0","0","523","620090039","1","18","0","42001","61001004","61001007","0","42001","1","0","0","1","0","0","0","600000042","0","0","36","620060039","0","0","30","0","1"
"620130040","0","0","0","0","1","0","0","600110431","61001005","0","0","0","0","538","620090040","1","18","0","43001","61001004","61001007","0","43001","1","0","0","1","0","0","0","600000043","0","0","36","620060040","0","0","30","0","1"
"620130041","0","0","0","0","1","0","0","600110441","61001005","0","0","0","0","551","620090041","1","18","0","44001","61001004","61001007","0","44001","1","0","0","1","0","0","0","600000044","0","0","36","620060041","0","0","30","0","1"
"620130042","0","0","0","0","1","0","0","600110451","61001005","0","0","0","0","565","620090042","1","18","0","45001","61001004","61001007","0","45001","1","0","0","1","0","0","0","600000045","0","0","36","620060042","0","0","30","0","1"
"620130043","0","0","0","0","1","0","0","600110461","61001005","0","0","0","0","574","620090043","1","18","0","46001","61001004","61001007","0","46001","1","0","0","1","0","0","0","600000046","0","0","36","620060043","0","0","30","0","1"
"620130044","0","0","0","0","1","0","0","600110471","61001005","0","0","0","0","577","620090044","1","18","0","47001","61001004","61001007","0","47001","1","0","0","1","0","0","0","600000047","0","0","36","620060044","0","0","30","0","1"
"620130045","0","0","0","0","1","0","0","600110481","61001005","0","0","0","0","587","620090045","1","18","0","48001","61001004","61001007","0","48001","1","0","0","1","0","0","0","600000048","0","0","36","620060045","0","0","30","0","1"
"620130046","0","0","0","0","1","0","0","600110491","61001005","0","0","0","0","598","620090046","1","18","0","49001","61001004","61001007","0","49001","1","0","0","1","0","0","0","600000049","0","0","36","620060046","0","0","30","0","1"
"620130047","0","0","0","0","1","0","0","600110501","61001005","0","0","0","0","614","620090047","1","18","0","50001","61001004","61001007","0","50001","1","0","0","1","0","0","0","600000050","0","0","36","620060047","0","0","30","0","1"
"620130048","0","0","0","0","1","0","0","600110511","61001005","0","0","0","0","621","620090048","1","18","0","51001","61001004","61001007","0","51001","1","0","0","1","0","0","0","600000051","0","0","36","620060048","0","0","30","0","1"
"620130049","0","0","0","0","1","0","0","600110521","61001005","0","0","0","0","629","620090049","1","18","0","52001","61001004","61001007","0","52001","1","0","0","1","0","0","0","600000052","0","0","36","620060049","0","0","30","0","1"
"620130050","0","0","0","0","1","0","0","600110531","61001005","0","0","0","0","640","620090050","1","18","0","53001","61001004","61001007","0","53001","1","0","0","1","0","0","0","600000053","0","0","36","620060050","0","0","30","0","1"
"620130051","0","0","0","0","1","0","0","600110541","61001005","0","0","0","0","647","620090051","1","18","0","54001","61001004","61001007","0","54001","1","0","0","1","0","0","0","600000054","0","0","36","620060051","0","0","30","0","1"
"620130052","0","0","0","0","1","0","0","600110551","61001005","0","0","0","0","652","620090052","1","18","0","55001","61001004","61001007","0","55001","1","0","0","1","0","0","0","600000055","0","0","36","620060052","0","0","30","0","1"
"620130053","0","0","0","0","1","0","0","600110561","61001005","0","0","0","0","659","620090053","1","18","0","56001","61001004","61001007","0","56001","1","0","0","1","0","0","0","600000056","0","0","36","620060053","0","0","30","0","1"
"620130054","0","0","0","0","1","0","0","600110571","61001005","0","0","0","0","662","620090054","1","18","0","57001","61001004","61001007","0","57001","1","0","0","1","0","0","0","600000057","0","0","36","620060054","0","0","30","0","1"
"620130055","0","0","0","0","1","0","0","600110581","61001005","0","0","0","0","667","620090055","1","18","0","58001","61001004","61001007","0","58001","1","0","0","1","0","0","0","600000058","0","0","36","620060055","0","0","30","0","1"
"620130056","0","0","0","0","1","0","0","600110591","61001005","0","0","0","0","679","620090056","1","18","0","59001","61001004","61001007","0","59001","1","0","0","1","0","0","0","600000059","0","0","36","620060056","0","0","30","0","1"
"620130057","0","0","0","0","1","0","0","600110601","61001005","0","0","0","0","683","620090057","1","18","0","60001","61001004","61001007","0","60001","1","0","0","1","0","0","0","600000060","0","0","36","620060057","0","0","30","0","1"
"620130058","0","0","0","0","1","0","0","600110611","61001005","0","0","0","0","692","620090058","1","18","0","61001","61001004","61001007","0","61001","1","0","0","1","0","0","0","600000061","0","0","36","620060058","0","0","30","0","1"
"620130059","0","0","0","0","1","0","0","600110621","61001005","0","0","0","0","698","620090059","1","18","0","62001","61001004","61001007","0","62001","1","0","0","1","0","0","0","600000062","0","0","36","620060059","0","0","30","0","1"
"620130060","0","0","0","0","1","0","0","600110631","61001005","0","0","0","0","703","620090060","1","18","0","63001","61001004","61001007","0","63001","1","0","0","1","0","0","0","600000063","0","0","36","620060060","0","0","30","0","1"
"620130061","0","0","0","0","1","0","0","600110641","61001005","0","0","0","0","713","620090061","1","18","0","64001","61001004","61001007","0","64001","1","0","0","1","0","0","0","600000064","0","0","36","620060061","0","0","30","0","1"
"620130062","0","0","0","0","1","0","0","600110651","61001005","0","0","0","0","722","620090062","1","18","0","65001","61001004","61001007","0","65001","1","0","0","1","0","0","0","600000065","0","0","36","620060062","0","0","30","0","1"
"620130063","0","0","0","0","1","0","0","600110661","61001005","0","0","0","0","733","620090063","1","18","0","66001","61001004","61001007","0","66001","1","0","0","1","0","0","0","600000066","0","0","36","620060063","0","0","30","0","1"
"620130064","0","0","0","0","1","0","0","600110671","61001005","0","0","0","0","741","620090064","1","18","0","67001","61001004","61001007","0","67001","1","0","0","1","0","0","0","600000067","0","0","36","620060064","0","0","30","0","1"
"620130065","0","0","0","0","1","0","0","600110681","61001005","0","0","0","0","750","620090065","1","18","0","68001","61001004","61001007","0","68001","1","0","0","1","0","0","0","600000068","0","0","36","620060065","0","0","30","0","1"
"620130066","0","0","0","0","1","0","0","600110691","61001005","0","0","0","0","762","620090066","1","18","0","69001","61001004","61001007","0","69001","1","0","0","1","0","0","0","600000069","0","0","36","620060066","0","0","30","0","1"
"620110001","0","0","0","0","1","0","0","600110031","61001005","0","0","0","0","258","620300001","1","18","0","3001","61001004","61001007","0","3001","1","0","0","1","0","0","0","600000074","0","0","36","620090101","0","0","30","0","1"
"620110001","0","0","0","0","1","0","0","600110041","61001005","0","0","0","0","258","620300001","1","18","0","4001","61001004","61001007","0","4001","1","0","0","1","0","0","0","600000075","0","0","36","620090101","0","0","30","0","1"
"620110002","0","0","0","0","1","0","0","600110051","61001005","0","0","0","0","268","620300002","1","18","0","5001","61001004","61001007","0","5001","1","0","0","1","0","0","0","600000076","0","0","36","620090102","0","0","30","0","1"
"620110003","0","0","0","0","1","0","0","600110061","61001005","0","0","0","0","273","620300003","1","18","0","6001","61001004","61001007","0","6001","1","0","0","1","0","0","0","600000077","0","0","36","620090103","0","0","30","0","1"
"620110004","0","0","0","0","1","0","0","600110071","61001005","0","0","0","0","281","620300004","1","18","0","7001","61001004","61001007","0","7001","1","0","0","1","0","0","0","600000078","0","0","36","620090104","0","0","30","0","1"
"620110005","0","0","0","0","1","0","0","600110081","61001005","0","0","0","0","288","620300005","1","18","0","8001","61001004","61001007","0","8001","1","0","0","1","0","0","0","600000079","0","0","36","620090105","0","0","30","0","1"
"620110006","0","0","0","0","1","0","0","600110091","61001005","0","0","0","0","298","620300006","1","18","0","9001","61001004","61001007","0","9001","1","0","0","1","0","0","0","600000080","0","0","36","620090106","0","0","30","0","1"
"620110007","0","0","0","0","1","0","0","600110101","61001005","0","0","0","0","309","620300007","1","18","0","10001","61001004","61001007","0","10001","1","0","0","1","0","0","0","600000081","0","0","36","620090107","0","0","30","0","1"
"620110008","0","0","0","0","1","0","0","600110111","61001005","0","0","0","0","313","620300008","1","18","0","11001","61001004","61001007","0","11001","1","0","0","1","0","0","0","600000082","0","0","36","620090108","0","0","30","0","1"
"620110009","0","0","0","0","1","0","0","600110121","61001005","0","0","0","0","321","620300009","1","18","0","12001","61001004","61001007","0","12001","1","0","0","1","0","0","0","600000083","0","0","36","620090109","0","0","30","0","1"
"620110010","0","0","0","0","1","0","0","600110131","61001005","0","0","0","0","326","620300010","1","18","0","13001","61001004","61001007","0","13001","1","0","0","1","0","0","0","600000084","0","0","36","620090110","0","0","30","0","1"
"620110011","0","0","0","0","1","0","0","600110141","61001005","0","0","0","0","336","620300011","1","18","0","14001","61001004","61001007","0","14001","1","0","0","1","0","0","0","600000085","0","0","36","620090111","0","0","30","0","1"
"620110012","0","0","0","0","1","0","0","600110151","61001005","0","0","0","0","341","620300012","1","18","0","15001","61001004","61001007","0","15001","1","0","0","1","0","0","0","600000086","0","0","36","620090112","0","0","30","0","1"
"620110013","0","0","0","0","1","0","0","600110161","61001005","0","0","0","0","351","620300013","1","18","0","16001","61001004","61001007","0","16001","1","0","0","1","0","0","0","600000087","0","0","36","620090113","0","0","30","0","1"
"620110014","0","0","0","0","1","0","0","600110171","61001005","0","0","0","0","356","620300014","1","18","0","17001","61001004","61001007","0","17001","1","0","0","1","0","0","0","600000088","0","0","36","620090114","0","0","30","0","1"
"620110015","0","0","0","0","1","0","0","600110181","61001005","0","0","0","0","366","620300015","1","18","0","18001","61001004","61001007","0","18001","1","0","0","1","0","0","0","600000089","0","0","36","620090115","0","0","30","0","1"
"620110016","0","0","0","0","1","0","0","600110191","61001005","0","0","0","0","371","620300016","1","18","0","19001","61001004","61001007","0","19001","1","0","0","1","0","0","0","600000090","0","0","36","620090116","0","0","30","0","1"
"620110017","0","0","0","0","1","0","0","600110201","61001005","0","0","0","0","375","620300017","1","18","0","20001","61001004","61001007","0","20001","1","0","0","1","0","0","0","600000091","0","0","36","620090117","0","0","30","0","1"
"620110018","0","0","0","0","1","0","0","600110211","61001005","0","0","0","0","381","620300018","1","18","0","21001","61001004","61001007","0","21001","1","0","0","1","0","0","0","600000092","0","0","36","620090118","0","0","30","0","1"
"620110019","0","0","0","0","1","0","0","600110221","61001005","0","0","0","0","386","620300019","1","18","0","22001","61001004","61001007","0","22001","1","0","0","1","0","0","0","600000093","0","0","36","620090119","0","0","30","0","1"
"620110020","0","0","0","0","1","0","0","600110231","61001005","0","0","0","0","390","620300020","1","18","0","23001","61001004","61001007","0","23001","1","0","0","1","0","0","0","600000094","0","0","36","620090120","0","0","30","0","1"
"620110021","0","0","0","0","1","0","0","600110241","61001005","0","0","0","0","396","620300021","1","18","0","24001","61001004","61001007","0","24001","1","0","0","1","0","0","0","600000095","0","0","36","620090121","0","0","30","0","1"
"620110022","0","0","0","0","1","0","0","600110251","61001005","0","0","0","0","401","620300022","1","18","0","25001","61001004","61001007","0","25001","1","0","0","1","0","0","0","600000096","0","0","36","620090122","0","0","30","0","1"
"620110023","0","0","0","0","1","0","0","600110261","61001005","0","0","0","0","405","620300023","1","18","0","26001","61001004","61001007","0","26001","1","0","0","1","0","0","0","600000097","0","0","36","620090123","0","0","30","0","1"
"620110024","0","0","0","0","1","0","0","600110271","61001005","0","0","0","0","411","620300024","1","18","0","27001","61001004","61001007","0","27001","1","0","0","1","0","0","0","600000098","0","0","36","620090124","0","0","30","0","1"
"620110025","0","0","0","0","1","0","0","600110281","61001005","0","0","0","0","417","620300025","1","18","0","28001","61001004","61001007","0","28001","1","0","0","1","0","0","0","600000099","0","0","36","620090125","0","0","30","0","1"
"620110026","0","0","0","0","1","0","0","600110291","61001005","0","0","0","0","422","620300026","1","18","0","29001","61001004","61001007","0","29001","1","0","0","1","0","0","0","600000100","0","0","36","620090126","0","0","30","0","1"
"620110027","0","0","0","0","1","0","0","600110301","61001005","0","0","0","0","427","620300027","1","18","0","30001","61001004","61001007","0","30001","1","0","0","1","0","0","0","600000101","0","0","36","620090127","0","0","30","0","1"
"620110028","0","0","0","0","1","0","0","600110311","61001005","0","0","0","0","433","620300028","1","18","0","31001","61001004","61001007","0","31001","1","0","0","1","0","0","0","600000102","0","0","36","620090128","0","0","30","0","1"
"620110029","0","0","0","0","1","0","0","600110321","61001005","0","0","0","0","442","620300029","1","18","0","32001","61001004","61001007","0","32001","1","0","0","1","0","0","0","600000103","0","0","36","620090129","0","0","30","0","1"
"620110030","0","0","0","0","1","0","0","600110331","61001005","0","0","0","0","455","620300030","1","18","0","33001","61001004","61001007","0","33001","1","0","0","1","0","0","0","600000104","0","0","36","620090130","0","0","30","0","1"
"620110031","0","0","0","0","1","0","0","600110341","61001005","0","0","0","0","460","620300031","1","18","0","34001","61001004","61001007","0","34001","1","0","0","1","0","0","0","600000105","0","0","36","620090131","0","0","30","0","1"
"620110032","0","0","0","0","1","0","0","600110351","61001005","0","0","0","0","464","620300032","1","18","0","35001","61001004","61001007","0","35001","1","0","0","1","0","0","0","600000106","0","0","36","620090132","0","0","30","0","1"
"620110033","0","0","0","0","1","0","0","600110361","61001005","0","0","0","0","476","620300033","1","18","0","36001","61001004","61001007","0","36001","1","0","0","1","0","0","0","600000107","0","0","36","620090133","0","0","30","0","1"
"620110034","0","0","0","0","1","0","0","600110371","61001005","0","0","0","0","482","620300034","1","18","0","37001","61001004","61001007","0","37001","1","0","0","1","0","0","0","600000108","0","0","36","620090134","0","0","30","0","1"
