4f352e6d87e0beadeefbb33cef9838cee428717fec108812c64f2556da63868f,cba941c6592a4747ffc1ed4d374345c23a73d335de0f02dd60ecb9a0ec6c1116,8ed0a253b6dd1b52115a8a150ca4257092c9feaa874ceb1220a7d7ebb954813b,0e67004f3a0d6603b1d370e48b50e9a9315a85f54c9e8a27f83c58bc64843c36,f7514e3bf92cd55b577ba46698882bf20b74321dfe97e837fc85f1bfeaa1064d,0a001742d68c90b7d5600d6eed3c705f4f805ed27102533ae18ab993f9545972,15cdc15597f69dd9a919312d7c711a2983da78ca1240e7dfed109db4e583b940
"820106704","820010671","820106702","820106705","820106703","820106701","82001067"
"820106804","820010681","820106802","820106805","820106803","820106801","82001068"
"820106904","820010691","820106902","820106905","820106903","820106901","82001069"
"0","820010701","0","0","0","820107001","82001070"
"820107104","820010711","820107102","820107105","820107103","820107101","82001071"
"820107204","820010721","820107202","820107205","820107203","820107201","82001072"
"820107304","820010731","820107302","820107305","820107303","820107301","82001073"
"820107404","820010741","820107402","820107405","820107403","820107401","82001074"
"820107504","820010751","820107502","820107505","820107503","820107501","82001075"
"820107604","820010761","820107602","820107605","820107603","820107601","82001076"
"820107704","820010771","820107702","820107705","820107703","820107701","82001077"
"820107804","820010781","820107802","820107805","820107803","820107801","82001078"
"820107904","820010791","820107902","820107905","820107903","820107901","82001079"
"0","820010801","0","0","0","820108001","82001080"
"830100104","830010011","830100102","830100105","830100103","830100101","83001001"
"830100204","830010021","830100202","830100205","830100203","830100201","83001002"
"830100304","830010031","830100302","830100305","830100303","830100301","83001003"
"830100404","830010041","830100402","830100405","830100403","830100401","83001004"
"830100504","830010051","830100502","830100505","830100503","830100501","83001005"
"830100604","830010061","830100602","830100605","830100603","830100601","83001006"
"830100704","830010071","830100702","830100705","830100703","830100701","83001007"
"830100804","830010081","830100802","830100805","830100803","830100801","83001008"
"830100904","830010091","830100902","830100905","830100903","830100901","83001009"
"0","830010101","0","0","0","830101001","83001010"
"830101104","830010111","830101102","830101105","830101103","830101101","83001011"
"830101204","830010121","830101202","830101205","830101203","830101201","83001012"
"830101304","830010131","830101302","830101305","830101303","830101301","83001013"
"830101404","830010141","830101402","830101405","830101403","830101401","83001014"
"830101504","830010151","830101502","830101505","830101503","830101501","83001015"
"830101604","830010161","830101602","830101605","830101603","830101601","83001016"
"830101704","830010171","830101702","830101705","830101703","830101701","83001017"
"830101804","830010181","830101802","830101805","830101803","830101801","83001018"
"830101904","830010191","830101902","830101905","830101903","830101901","83001019"
"0","830010201","0","0","0","830102001","83001020"
"830102104","830010211","830102102","830102105","830102103","830102101","83001021"
"830102204","830010221","830102202","830102205","830102203","830102201","83001022"
"830102304","830010231","830102302","830102305","830102303","830102301","83001023"
"830102404","830010241","830102402","830102405","830102403","830102401","83001024"
"830102504","830010251","830102502","830102505","830102503","830102501","83001025"
"830102604","830010261","830102602","830102605","830102603","830102601","83001026"
"830102704","830010271","830102702","830102705","830102703","830102701","83001027"
"830102804","830010281","830102802","830102805","830102803","830102801","83001028"
"830102904","830010291","830102902","830102905","830102903","830102901","83001029"
"0","830010301","0","0","0","830103001","83001030"
"830103104","830010311","830103102","830103105","830103103","830103101","83001031"
"830103204","830010321","830103202","830103205","830103203","830103201","83001032"
"830103304","830010331","830103302","830103305","830103303","830103301","83001033"
"830103404","830010341","830103402","830103405","830103403","830103401","83001034"
"830103504","830010351","830103502","830103505","830103503","830103501","83001035"
"830103604","830010361","830103602","830103605","830103603","830103601","83001036"
"830103704","830010371","830103702","830103705","830103703","830103701","83001037"
"830103804","830010381","830103802","830103805","830103803","830103801","83001038"
"830103904","830010391","830103902","830103905","830103903","830103901","83001039"
"0","830010401","0","0","0","830104001","83001040"
"830104104","830010411","830104102","830104105","830104103","830104101","83001041"
"830104204","830010421","830104202","830104205","830104203","830104201","83001042"
"830104304","830010431","830104302","830104305","830104303","830104301","83001043"
"830104404","830010441","830104402","830104405","830104403","830104401","83001044"
"830104504","830010451","830104502","830104505","830104503","830104501","83001045"
"830104604","830010461","830104602","830104605","830104603","830104601","83001046"
"830104704","830010471","830104702","830104705","830104703","830104701","83001047"
"830104804","830010481","830104802","830104805","830104803","830104801","83001048"
"830104904","830010491","830104902","830104905","830104903","830104901","83001049"
"0","830010501","0","0","0","830105001","83001050"
"830105104","830010511","830105102","830105105","830105103","830105101","83001051"
"830105204","830010521","830105202","830105205","830105203","830105201","83001052"
"830105304","830010531","830105302","830105305","830105303","830105301","83001053"
"830105404","830010541","830105402","830105405","830105403","830105401","83001054"
"830105504","830010551","830105502","830105505","830105503","830105501","83001055"
"830105604","830010561","830105602","830105605","830105603","830105601","83001056"
"830105704","830010571","830105702","830105705","830105703","830105701","83001057"
"830105804","830010581","830105802","830105805","830105803","830105801","83001058"
"830105904","830010591","830105902","830105905","830105903","830105901","83001059"
"0","830010601","0","0","0","830106001","83001060"
"830106104","830010611","830106102","830106105","830106103","830106101","83001061"
"830106204","830010621","830106202","830106205","830106203","830106201","83001062"
"830106304","830010631","830106302","830106305","830106303","830106301","83001063"
"830106404","830010641","830106402","830106405","830106403","830106401","83001064"
"830106504","830010651","830106502","830106505","830106503","830106501","83001065"
"830106604","830010661","830106602","830106605","830106603","830106601","83001066"
"830106704","830010671","830106702","830106705","830106703","830106701","83001067"
"830106804","830010681","830106802","830106805","830106803","830106801","83001068"
"830106904","830010691","830106902","830106905","830106903","830106901","83001069"
"0","830010701","0","0","0","830107001","83001070"
"830107104","830010711","830107102","830107105","830107103","830107101","83001071"
"830107204","830010721","830107202","830107205","830107203","830107201","83001072"
"830107304","830010731","830107302","830107305","830107303","830107301","83001073"
"830107404","830010741","830107402","830107405","830107403","830107401","83001074"
"830107504","830010751","830107502","830107505","830107503","830107501","83001075"
"830107604","830010761","830107602","830107605","830107603","830107601","83001076"
"830107704","830010771","830107702","830107705","830107703","830107701","83001077"
"830107804","830010781","830107802","830107805","830107803","830107801","83001078"
"830107904","830010791","830107902","830107905","830107903","830107901","83001079"
"0","830010801","0","0","0","830108001","83001080"
"840100104","840010011","840100102","840100105","840100103","840100101","84001001"
"840100204","840010021","840100202","840100205","840100203","840100201","84001002"
"840100304","840010031","840100302","840100305","840100303","840100301","84001003"
"840100404","840010041","840100402","840100405","840100403","840100401","84001004"
"840100504","840010051","840100502","840100505","840100503","840100501","84001005"
"840100604","840010061","840100602","840100605","840100603","840100601","84001006"
"840100704","840010071","840100702","840100705","840100703","840100701","84001007"
"840100804","840010081","840100802","840100805","840100803","840100801","84001008"
"840100904","840010091","840100902","840100905","840100903","840100901","84001009"
"0","840010101","0","0","0","840101001","84001010"
"840101104","840010111","840101102","840101105","840101103","840101101","84001011"
"840101204","840010121","840101202","840101205","840101203","840101201","84001012"
"840101304","840010131","840101302","840101305","840101303","840101301","84001013"
"840101404","840010141","840101402","840101405","840101403","840101401","84001014"
"840101504","840010151","840101502","840101505","840101503","840101501","84001015"
"840101604","840010161","840101602","840101605","840101603","840101601","84001016"
"840101704","840010171","840101702","840101705","840101703","840101701","84001017"
"840101804","840010181","840101802","840101805","840101803","840101801","84001018"
"840101904","840010191","840101902","840101905","840101903","840101901","84001019"
"0","840010201","0","0","0","840102001","84001020"
"840102104","840010211","840102102","840102105","840102103","840102101","84001021"
"840102204","840010221","840102202","840102205","840102203","840102201","84001022"
"840102304","840010231","840102302","840102305","840102303","840102301","84001023"
"840102404","840010241","840102402","840102405","840102403","840102401","84001024"
"840102504","840010251","840102502","840102505","840102503","840102501","84001025"
"840102604","840010261","840102602","840102605","840102603","840102601","84001026"
"840102704","840010271","840102702","840102705","840102703","840102701","84001027"
"840102804","840010281","840102802","840102805","840102803","840102801","84001028"
"840102904","840010291","840102902","840102905","840102903","840102901","84001029"
"0","840010301","0","0","0","840103001","84001030"
"840103104","840010311","840103102","840103105","840103103","840103101","84001031"
"840103204","840010321","840103202","840103205","840103203","840103201","84001032"
"840103304","840010331","840103302","840103305","840103303","840103301","84001033"
"840103404","840010341","840103402","840103405","840103403","840103401","84001034"
"840103504","840010351","840103502","840103505","840103503","840103501","84001035"
"840103604","840010361","840103602","840103605","840103603","840103601","84001036"
"840103704","840010371","840103702","840103705","840103703","840103701","84001037"
"840103804","840010381","840103802","840103805","840103803","840103801","84001038"
"840103904","840010391","840103902","840103905","840103903","840103901","84001039"
"0","840010401","0","0","0","840104001","84001040"
"840104104","840010411","840104102","840104105","840104103","840104101","84001041"
"840104204","840010421","840104202","840104205","840104203","840104201","84001042"
"840104304","840010431","840104302","840104305","840104303","840104301","84001043"
"840104404","840010441","840104402","840104405","840104403","840104401","84001044"
"840104504","840010451","840104502","840104505","840104503","840104501","84001045"
"840104604","840010461","840104602","840104605","840104603","840104601","84001046"
"840104704","840010471","840104702","840104705","840104703","840104701","84001047"
"840104804","840010481","840104802","840104805","840104803","840104801","84001048"
"840104904","840010491","840104902","840104905","840104903","840104901","84001049"
"0","840010501","0","0","0","840105001","84001050"
"840105104","840010511","840105102","840105105","840105103","840105101","84001051"
"840105204","840010521","840105202","840105205","840105203","840105201","84001052"
"840105304","840010531","840105302","840105305","840105303","840105301","84001053"
"840105404","840010541","840105402","840105405","840105403","840105401","84001054"
"840105504","840010551","840105502","840105505","840105503","840105501","84001055"
"840105604","840010561","840105602","840105605","840105603","840105601","84001056"
"840105704","840010571","840105702","840105705","840105703","840105701","84001057"
"840105804","840010581","840105802","840105805","840105803","840105801","84001058"
"840105904","840010591","840105902","840105905","840105903","840105901","84001059"
"0","840010601","0","0","0","840106001","84001060"
"840106104","840010611","840106102","840106105","840106103","840106101","84001061"
"840106204","840010621","840106202","840106205","840106203","840106201","84001062"
"840106304","840010631","840106302","840106305","840106303","840106301","84001063"
"840106404","840010641","840106402","840106405","840106403","840106401","84001064"
"840106504","840010651","840106502","840106505","840106503","840106501","84001065"
"840106604","840010661","840106602","840106605","840106603","840106601","84001066"
"840106704","840010671","840106702","840106705","840106703","840106701","84001067"
"840106804","840010681","840106802","840106805","840106803","840106801","84001068"
"840106904","840010691","840106902","840106905","840106903","840106901","84001069"
"0","840010701","0","0","0","840107001","84001070"
"840107104","840010711","840107102","840107105","840107103","840107101","84001071"
"840107204","840010721","840107202","840107205","840107203","840107201","84001072"
"840107304","840010731","840107302","840107305","840107303","840107301","84001073"
"840107404","840010741","840107402","840107405","840107403","840107401","84001074"
"840107504","840010751","840107502","840107505","840107503","840107501","84001075"
"840107604","840010761","840107602","840107605","840107603","840107601","84001076"
"840107704","840010771","840107702","840107705","840107703","840107701","84001077"
"840107804","840010781","840107802","840107805","840107803","840107801","84001078"
"840107904","840010791","840107902","840107905","840107903","840107901","84001079"
"0","840010801","0","0","0","840108001","84001080"
"850100104","850010011","850100102","850100105","850100103","850100101","85001001"
"850100204","850010021","850100202","850100205","850100203","850100201","85001002"
"850100304","850010031","850100302","850100305","850100303","850100301","85001003"
"850100404","850010041","850100402","850100405","850100403","850100401","85001004"
"850100504","850010051","850100502","850100505","850100503","850100501","85001005"
"850100604","850010061","850100602","850100605","850100603","850100601","85001006"
"850100704","850010071","850100702","850100705","850100703","850100701","85001007"
"850100804","850010081","850100802","850100805","850100803","850100801","85001008"
"850100904","850010091","850100902","850100905","850100903","850100901","85001009"
"0","850010101","0","0","0","850101001","85001010"
"850101104","850010111","850101102","850101105","850101103","850101101","85001011"
"850101204","850010121","850101202","850101205","850101203","850101201","85001012"
"850101304","850010131","850101302","850101305","850101303","850101301","85001013"
"850101404","850010141","850101402","850101405","850101403","850101401","85001014"
"850101504","850010151","850101502","850101505","850101503","850101501","85001015"
"850101604","850010161","850101602","850101605","850101603","850101601","85001016"
"850101704","850010171","850101702","850101705","850101703","850101701","85001017"
"850101804","850010181","850101802","850101805","850101803","850101801","85001018"
"850101904","850010191","850101902","850101905","850101903","850101901","85001019"
"0","850010201","0","0","0","850102001","85001020"
"850102104","850010211","850102102","850102105","850102103","850102101","85001021"
"850102204","850010221","850102202","850102205","850102203","850102201","85001022"
"850102304","850010231","850102302","850102305","850102303","850102301","85001023"
"850102404","850010241","850102402","850102405","850102403","850102401","85001024"
"850102504","850010251","850102502","850102505","850102503","850102501","85001025"
"850102604","850010261","850102602","850102605","850102603","850102601","85001026"
"850102704","850010271","850102702","850102705","850102703","850102701","85001027"
"850102804","850010281","850102802","850102805","850102803","850102801","85001028"
"850102904","850010291","850102902","850102905","850102903","850102901","85001029"
"0","850010301","0","0","0","850103001","85001030"
"850103104","850010311","850103102","850103105","850103103","850103101","85001031"
"850103204","850010321","850103202","850103205","850103203","850103201","85001032"
"850103304","850010331","850103302","850103305","850103303","850103301","85001033"
"850103404","850010341","850103402","850103405","850103403","850103401","85001034"
"850103504","850010351","850103502","850103505","850103503","850103501","85001035"
"850103604","850010361","850103602","850103605","850103603","850103601","85001036"
"850103704","850010371","850103702","850103705","850103703","850103701","85001037"
"850103804","850010381","850103802","850103805","850103803","850103801","85001038"
"850103904","850010391","850103902","850103905","850103903","850103901","85001039"
"0","850010401","0","0","0","850104001","85001040"
"850104104","850010411","850104102","850104105","850104103","850104101","85001041"
"850104204","850010421","850104202","850104205","850104203","850104201","85001042"
"850104304","850010431","850104302","850104305","850104303","850104301","85001043"
"850104404","850010441","850104402","850104405","850104403","850104401","85001044"
"850104504","850010451","850104502","850104505","850104503","850104501","85001045"
"850104604","850010461","850104602","850104605","850104603","850104601","85001046"
"850104704","850010471","850104702","850104705","850104703","850104701","85001047"
"850104804","850010481","850104802","850104805","850104803","850104801","85001048"
"850104904","850010491","850104902","850104905","850104903","850104901","85001049"
"0","850010501","0","0","0","850105001","85001050"
"850105104","850010511","850105102","850105105","850105103","850105101","85001051"
"850105204","850010521","850105202","850105205","850105203","850105201","85001052"
"850105304","850010531","850105302","850105305","850105303","850105301","85001053"
"850105404","850010541","850105402","850105405","850105403","850105401","85001054"
"850105504","850010551","850105502","850105505","850105503","850105501","85001055"
"850105604","850010561","850105602","850105605","850105603","850105601","85001056"
"850105704","850010571","850105702","850105705","850105703","850105701","85001057"
"850105804","850010581","850105802","850105805","850105803","850105801","85001058"
"850105904","850010591","850105902","850105905","850105903","850105901","85001059"
"0","850010601","0","0","0","850106001","85001060"
"850106104","850010611","850106102","850106105","850106103","850106101","85001061"
"850106204","850010621","850106202","850106205","850106203","850106201","85001062"
"850106304","850010631","850106302","850106305","850106303","850106301","85001063"
"850106404","850010641","850106402","850106405","850106403","850106401","85001064"
"850106504","850010651","850106502","850106505","850106503","850106501","85001065"
"850106604","850010661","850106602","850106605","850106603","850106601","85001066"
"850106704","850010671","850106702","850106705","850106703","850106701","85001067"
"850106804","850010681","850106802","850106805","850106803","850106801","85001068"
"850106904","850010691","850106902","850106905","850106903","850106901","85001069"
"0","850010701","0","0","0","850107001","85001070"
"850107104","850010711","850107102","850107105","850107103","850107101","85001071"
"850107204","850010721","850107202","850107205","850107203","850107201","85001072"
"850107304","850010731","850107302","850107305","850107303","850107301","85001073"
"850107404","850010741","850107402","850107405","850107403","850107401","85001074"
"850107504","850010751","850107502","850107505","850107503","850107501","85001075"
"850107604","850010761","850107602","850107605","850107603","850107601","85001076"
"850107704","850010771","850107702","850107705","850107703","850107701","85001077"
"850107804","850010781","850107802","850107805","850107803","850107801","85001078"
"850107904","850010791","850107902","850107905","850107903","850107901","85001079"
"0","850010801","0","0","0","850108001","85001080"
