b80e2e6d8028cad606dfc127e7492b9906329671636a2a40fb9c8d70fc65059e,ffa6bb2c56e80e6f4004baf5630e0207d14ad857598da0a0f0c88c49439197f0,157dc7cfc323a51261f4e8ea2a8f6708abd296c7e73193a78ca495847b01235e,9b22aaa11870b77b52f7199b9777d32cbf25e20253b49d458cadeb01d3017e16,a96d331ed24baf832f6c127ef298b794685635b1dbe8eac540a47163e6eda3da,3106c521672c6f02cf1f121fea7262170aaf7a40fa7205e17e28e7b2ad83bd39,2ea7126145ec268482ba04eebed22fa3531e7ba9cd366b4b7ea82a1f325a25c6,c66df10da90bddb9eac6a2c232791460f8a72e412f30ec06f4f5ea51b000461a,08689e3915da85d2755242ddd3fc50b9e28a07d67bc758cf69735a1de1ba7052,d1d85bd53f4313b285b38d37a2a7305cbcc3fcb0705a4d73abfc9123451d0ef2
"10590","7","6062","2300021","2","34","6063","3","6061","575"
"10590","3","6065","2300022","2","34","6066","3","6064","575"
"10590","5","6068","2300023","2","34","6069","3","6067","575"
"10590","7","6071","2300024","2","34","6072","3","6070","575"
"10590","3","6074","2300025","2","34","6075","3","6073","575"
"10590","5","6077","2300026","2","34","6078","3","6076","575"
"10590","7","6080","2300027","2","34","6081","3","6079","575"
"10590","3","6083","2300028","2","34","6084","3","6082","575"
"10590","5","6086","2300029","2","34","6087","3","6085","575"
"10590","7","6089","2300030","2","34","6090","3","6088","575"
"14280","1","7002","3100001","3","39","7003","1","7001","340"
"14280","1","7005","3100002","3","39","7006","1","7004","340"
"14280","1","7008","3100003","3","39","7009","1","7007","340"
"14280","1","7011","3100004","3","39","7012","1","7010","340"
"14280","1","7014","3100005","3","39","7015","1","7013","340"
"14280","1","7017","3100006","3","39","7018","1","7016","340"
"13050","1","7020","3100007","3","36","7021","1","7019","375"
"13050","1","7023","3100008","3","36","7024","1","7022","375"
"13050","1","7026","3100009","3","36","7027","1","7025","375"
"13050","1","7029","3100010","3","36","7030","1","7028","375"
"14280","1","8002","3200001","3","41","8003","2","8001","340"
"14280","1","8005","3200002","3","41","8006","2","8004","340"
"14280","1","8008","3200003","3","41","8009","2","8007","340"
"14280","1","8011","3200004","3","41","8012","2","8010","340"
"14280","1","8014","3200005","3","41","8015","2","8013","340"
"14280","1","8017","3200006","3","41","8018","2","8016","340"
"14280","1","8020","3200007","3","41","8021","2","8019","340"
"14280","1","8023","3200008","3","41","8024","2","8022","340"
"14280","1","8026","3200009","3","41","8027","2","8025","340"
"14280","1","8029","3200010","3","41","8030","2","8028","340"
"14280","1","8032","3200011","3","41","8033","2","8031","340"
"14280","1","8035","3200012","3","41","8036","2","8034","340"
"13050","1","8038","3200013","3","38","8039","2","8037","375"
"13050","1","8041","3200014","3","38","8042","2","8040","375"
"13050","1","8044","3200015","3","38","8045","2","8043","375"
"13050","1","8047","3200016","3","38","8048","2","8046","375"
"13050","1","8050","3200017","3","38","8051","2","8049","375"
"13050","1","8053","3200018","3","38","8054","2","8052","375"
"13050","1","8056","3200019","3","38","8057","2","8055","375"
"13050","1","8059","3200020","3","38","8060","2","8058","375"
"14280","1","9002","3300001","3","40","9003","3","9001","340"
"14280","1","9005","3300002","3","40","9006","3","9004","340"
"14280","1","9008","3300003","3","40","9009","3","9007","340"
"14280","1","9011","3300004","3","40","9012","3","9010","340"
"14280","1","9014","3300005","3","40","9015","3","9013","340"
"14280","1","9017","3300006","3","40","9018","3","9016","340"
"14280","1","9020","3300007","3","40","9021","3","9019","340"
"14280","1","9023","3300008","3","40","9024","3","9022","340"
"14280","1","9026","3300009","3","40","9027","3","9025","340"
"14280","1","9029","3300010","3","40","9030","3","9028","340"
"14280","1","9032","3300011","3","40","9033","3","9031","340"
"14280","1","9035","3300012","3","40","9036","3","9034","340"
"14280","1","9038","3300013","3","40","9039","3","9037","340"
"14280","1","9041","3300014","3","40","9042","3","9040","340"
"14280","1","9044","3300015","3","40","9045","3","9043","340"
"14280","1","9047","3300016","3","40","9048","3","9046","340"
"14280","1","9050","3300017","3","40","9051","3","9049","340"
"14280","1","9053","3300018","3","40","9054","3","9052","340"
"13050","1","9056","3300019","3","39","9057","3","9055","375"
"13050","1","9059","3300020","3","39","9060","3","9058","375"
"13050","1","9062","3300021","3","39","9063","3","9061","375"
"13050","1","9065","3300022","3","39","9066","3","9064","375"
"13050","1","9068","3300023","3","39","9069","3","9067","375"
"13050","1","9071","3300024","3","39","9072","3","9070","375"
"13050","1","9074","3300025","3","39","9075","3","9073","375"
"13050","1","9077","3300026","3","39","9078","3","9076","375"
"13050","1","9080","3300027","3","39","9081","3","9079","375"
"13050","1","9083","3300028","3","39","9084","3","9082","375"
"13050","1","9086","3300029","3","39","9087","3","9085","375"
"13050","1","9089","3300030","3","39","9090","3","9088","375"
