49514b6b1e840636d88254da49d5d50f7854c2fe4efe6dff7e07f0ace5bc5a32,7ad5d7774da710b9c7d3a1f722febc7776cb6cc25caef0e46adc1f369d7c77c0,22c4fec94f1af32749753d9147d20f8742d292273b7b136b9c46bea04fa275ea,c36a6addad001f834428c93a85c1dc7838efdd461e0107d7716929dc71aa51d6,720054c3756da3d0dd5b810c892920f1fa2a11b1ba7e41e7cc8c33a1a002d78a,6bdea9cfd9872885bdc4eeeebf9daa2bf0ee9d7e37e5b7c3b0afb672e891364c,9f287c2d8950a73cfa084e2a44bb94bb9e5b10d1ce122ba3b441e5a1ce198434,c9077e4428ae3c184181604192cd97c14b8846287eab13866af2705da3d5507e,a9732d2766d080edfb286f735079d557af03cc07732fe63b5e95340e5e1ee679,bed0b80d5388880567a120c571e96686efc63f7ec5d316b1f59d4d48d28af1be,63ebc5cd57aca73898b18c585b47f12a23299d5a08f5403ebb8d5646cb15596b
"91002","284001024","24","25021","2","75","10","8","17","2","25014"
"91002","284001025","25","25021","2","77","10","8","18","2","25014"
"91002","284001026","26","25021","2","79","10","8","18","2","25014"
"91002","284001027","27","25021","2","82","10","8","19","2","25014"
"91002","284001028","28","25021","2","84","10","8","19","2","25014"
"91002","284001029","29","25021","2","86","10","8","19","2","25014"
"91002","284001030","30","25021","2","89","30","8","20","2","25014"
"91002","284001031","31","25021","2","94","10","8","20","2","25014"
"91002","284001032","32","25021","2","96","10","8","21","2","25014"
"91002","284001033","33","25021","2","99","10","8","21","2","25014"
"91002","284001034","34","25021","2","101","10","8","22","2","25014"
"91002","284001035","35","25021","2","103","10","8","22","2","25014"
"91002","284001036","36","25021","2","106","10","8","23","2","25014"
"91002","284001037","37","25021","2","108","10","8","23","2","25014"
"91002","284001038","38","25021","2","111","10","8","24","2","25014"
"91002","284001039","39","25021","2","113","10","8","25","2","25014"
"91002","284001040","40","25021","2","115","30","8","25","2","25014"
"91002","284001041","41","25021","2","121","10","8","26","2","25014"
"91002","284001042","42","25021","2","123","10","8","27","2","25014"
"91002","284001043","43","25021","2","125","10","8","28","2","25014"
"91002","284001044","44","25021","2","128","10","8","28","2","25014"
"91002","284001045","45","25021","2","130","10","8","29","2","25014"
"91002","284001046","46","25021","2","132","10","8","30","2","25014"
"91002","284001047","47","25021","2","135","10","8","30","2","25014"
"91002","284001048","48","25021","2","137","10","8","31","2","25014"
"91002","284001049","49","25021","2","139","10","8","31","2","25014"
"91002","284001050","50","25021","2","142","30","8","31","2","25014"
"91002","284001051","51","25021","2","144","10","8","32","2","25014"
"91002","284001052","52","25021","2","146","10","8","32","2","25014"
"91002","284001053","53","25021","2","149","10","8","32","2","25014"
"91002","284001054","54","25021","2","152","10","8","33","2","25014"
"91002","284001055","55","25021","2","155","10","8","33","2","25014"
"91002","284001056","56","25021","2","157","10","8","33","2","25014"
"91002","284001057","57","25021","2","160","10","8","34","2","25014"
"91002","284001058","58","25021","2","163","10","8","34","2","25014"
"91002","284001059","59","25021","2","166","10","8","34","2","25014"
"91002","284001060","60","25021","2","169","30","8","35","2","25014"
"91002","284001061","61","25021","2","171","10","8","35","2","25014"
"91002","284001062","62","25021","2","174","10","8","35","2","25014"
"91002","284001063","63","25021","2","177","10","8","36","2","25014"
"91002","284001064","64","25021","2","180","10","8","36","2","25014"
"91002","284001065","65","25021","2","182","10","8","36","2","25014"
"91002","284001066","66","25021","2","185","10","8","37","2","25014"
"91002","284001067","67","25021","2","187","10","8","37","2","25014"
"91002","284001068","68","25021","2","190","10","8","37","2","25014"
"91002","284001069","69","25021","2","193","10","8","38","2","25014"
"91002","284001070","70","25021","2","196","30","8","38","2","25014"
"91002","284001071","71","25021","2","200","10","8","39","2","25014"
"91002","284001072","72","25021","2","204","10","8","39","2","25014"
"91002","284001073","73","25021","2","208","10","8","40","2","25014"
"91002","284001074","74","25021","2","212","10","8","40","2","25014"
"91002","284001075","75","25021","2","216","10","8","41","2","25014"
"91002","284001076","76","25021","2","220","10","8","41","2","25014"
"91002","284001077","77","25021","2","224","10","8","42","2","25014"
"91002","284001078","78","25021","2","228","10","8","42","2","25014"
"91002","284001079","79","25021","2","232","10","8","43","2","25014"
"91002","284001080","80","25021","2","236","30","8","43","2","25014"
"91002","284001081","81","25021","2","240","10","8","44","2","25014"
"91002","284001082","82","25021","2","244","10","8","44","2","25014"
"91002","284001083","83","25021","2","248","10","8","45","2","25014"
"91002","284001084","84","25021","2","252","10","8","45","2","25014"
"91002","284001085","85","25021","2","256","10","8","46","2","25014"
"91002","284001086","86","25021","2","260","10","8","46","2","25014"
"91002","284001087","87","25021","2","264","10","8","47","2","25014"
"91002","284001088","88","25021","2","268","10","8","47","2","25014"
"91002","284001089","89","25021","2","272","10","8","48","2","25014"
"91002","284001090","90","25021","2","276","30","8","48","2","25014"
"91002","284001091","91","25021","2","280","10","8","49","2","25014"
"91002","284001092","92","25021","2","284","10","8","49","2","25014"
"91002","284001093","93","25021","2","288","10","8","50","2","25014"
"91002","284001094","94","25021","2","292","10","8","50","2","25014"
"91002","284001095","95","25021","2","296","10","8","51","2","25014"
"91002","284001096","96","25021","2","300","10","8","51","2","25014"
"91002","284001097","97","25021","2","304","10","8","52","2","25014"
"91002","284001098","98","25021","2","308","10","8","52","2","25014"
"91002","284001099","99","25021","2","312","10","8","53","2","25014"
"91002","284001100","100","25021","2","316","30","8","53","2","25014"
