9e4ffdf21703a67bcce25f8d9a2b9b6aed873b7418ee515e73ff4269af647006,9420d44cb46970facb5a447cdd6bf05c4c0b7f4ada766e61220ffa94eb28f385,1b173a1c7ffa793163153d93007df4c749651a16d59a016882440e0656d676c1,fd9b15ac70ab98070b05e7dcafd507aa30670b3becd96223cb865c05134fd811,10a6956da536c10a56062d757106976464bd1e6f1480a3f8174b3d9ed8d6a3df,0675d7d621f15706f5de7860998b4eb6da698659058b6644599524fcf9352c72
"10201170","1002","56011170","15","229","1"
"10201171","1003","56011171","15","230","1"
"91002","0","56011171","8","231","50"
"10201172","1001","56011172","15","232","1"
"10201173","1002","56011173","15","233","1"
"10201174","1003","56011174","15","234","1"
"91002","0","56011174","8","235","50"
"10201175","1001","56011175","15","236","1"
"10201176","1002","56011176","15","237","1"
"10201177","1003","56011177","15","238","1"
"91002","0","56011177","8","239","50"
"10201178","1001","56011178","15","240","1"
"10201179","1002","56011179","15","241","1"
"10201180","1003","56011180","15","242","1"
"91002","0","56011180","8","243","50"
"10201181","1001","56011181","15","244","1"
"10201182","1002","56011182","15","245","1"
"10201183","1003","56011183","15","246","1"
"91002","0","56011183","8","247","50"
"10201184","1001","56011184","15","248","1"
"10201185","1002","56011185","15","249","1"
"10201186","1003","56011186","15","250","1"
"91002","0","56011186","8","251","50"
"10201187","1001","56011187","15","252","1"
"10201188","1002","56011188","15","253","1"
"10201189","1003","56011189","15","254","1"
"91002","0","56011189","8","255","50"
"10201190","1001","56011190","15","256","1"
"10201191","1002","56011191","15","257","1"
"10201192","1003","56011192","15","258","1"
"91002","0","56011192","8","259","50"
"10201193","1001","56011193","15","260","1"
"10201194","1002","56011194","15","261","1"
"10201195","1003","56011195","15","262","1"
"91002","0","56011195","8","263","50"
"10201196","1001","56011196","15","264","1"
"10201197","1002","56011197","15","265","1"
"10201198","1003","56011198","15","266","1"
"91002","0","56011198","8","267","50"
"10201199","1001","56011199","15","268","1"
"10201200","1002","56011200","15","269","1"
"10201201","1003","56011201","15","270","1"
"91002","0","56011201","8","271","50"
"10201202","1001","56011202","15","272","1"
"10201203","1002","56011203","15","273","1"
"10201204","1003","56011204","15","274","1"
"91002","0","56011204","8","275","50"
"10201205","1001","56011205","15","276","1"
"10201206","1002","56011206","15","277","1"
"10201207","1003","56011207","15","278","1"
"91002","0","56011207","8","279","50"
"10201208","1001","56011208","15","280","1"
"10201209","1002","56011209","15","281","1"
"10201210","1003","56011210","15","282","1"
"91002","0","56011210","8","283","50"
"10201211","1001","56011211","15","284","1"
"10201212","1002","56011212","15","285","1"
"10201213","1003","56011213","15","286","1"
"91002","0","56011213","8","287","50"
"10201214","1001","56011214","15","288","1"
"10201215","1002","56011215","15","289","1"
"10201216","1003","56011216","15","290","1"
"91002","0","56011216","8","291","50"
"10201217","1001","56011217","15","292","1"
"10201218","1002","56011218","15","293","1"
"10201219","1003","56011219","15","294","1"
"91002","0","56011219","8","295","50"
"10201220","1001","56011220","15","296","1"
"10201221","1002","56011221","15","297","1"
"10201222","1003","56011222","15","298","1"
"91002","0","56011222","8","299","50"
"10201223","1001","56011223","15","300","1"
"10201224","1002","56011224","15","301","1"
"10201225","1003","56011225","15","302","1"
"91002","0","56011225","8","303","50"
"10201226","1001","56011226","15","304","1"
"10201227","1002","56011227","15","305","1"
"10201228","1003","56011228","15","306","1"
"91002","0","56011228","8","307","50"
"10201229","1001","56011229","15","308","1"
"10201230","1002","56011230","15","309","1"
"10201231","1003","56011231","15","310","1"
"91002","0","56011231","8","311","50"
"10201232","1001","56011232","15","312","1"
"10201233","1002","56011233","15","313","1"
"10201234","1003","56011234","15","314","1"
"91002","0","56011234","8","315","50"
"10202001","1003","56012001","15","316","1"
"10202002","1003","56012002","15","317","1"
"10202003","1003","56012003","15","318","1"
"10202004","1003","56012004","15","319","1"
"10202005","1003","56012005","15","320","1"
"10202006","1003","56012006","15","321","1"
"10202007","1003","56012007","15","322","1"
"10202008","1003","56012008","15","323","1"
"10202009","1003","56012009","15","324","1"
"10202010","1003","56012010","15","325","1"
"10202011","1003","56012011","15","326","1"
"10202012","1003","56012012","15","327","1"
"10202013","1003","56012013","15","328","1"
"10202014","1003","56012014","15","329","1"
"10202015","1003","56012015","15","330","1"
"10501001","1001","54002001","15","447","1"
"91002","0","54002001","8","448","50"
"10501002","1002","54002002","15","449","1"
"91002","0","54002002","8","450","50"
"10501003","1003","54002003","15","451","1"
"91002","0","54002003","8","452","50"
"10502001","1001","54004001","15","453","1"
"91002","0","54004001","8","454","50"
"10502002","1002","54004002","15","455","1"
"91002","0","54004002","8","456","50"
"10502003","1003","54004003","15","457","1"
"91002","0","54004003","8","458","50"
"10601001","1001","55006001","15","459","1"
"91002","0","55006001","8","460","10"
"10601002","1002","55006002","15","461","1"
"91002","0","55006002","8","462","30"
"10601003","1003","55006003","15","463","1"
"91002","0","55006003","8","464","50"
"10201235","1001","56011235","15","465","1"
"10201236","1002","56011236","15","466","1"
"10201237","1003","56011237","15","467","1"
"91002","0","56011237","8","468","50"
"10201238","1001","56011238","15","469","1"
"10201239","1002","56011239","15","470","1"
"10201240","1003","56011240","15","471","1"
"91002","0","56011240","8","472","50"
"10201241","1001","56011241","15","473","1"
"10201242","1002","56011242","15","474","1"
"10201243","1003","56011243","15","475","1"
"91002","0","56011243","8","476","50"
"10201244","1001","56011244","15","477","1"
"10201245","1002","56011245","15","478","1"
"10201246","1003","56011246","15","479","1"
"91002","0","56011246","8","480","50"
"10201247","1001","56011247","15","481","1"
"10201248","1002","56011248","15","482","1"
"10201249","1003","56011249","15","483","1"
"91002","0","56011249","8","484","50"
"10201250","1001","56011250","15","485","1"
"10201251","1002","56011251","15","486","1"
"10201252","1003","56011252","15","487","1"
"91002","0","56011252","8","488","50"
"10201253","1001","56011253","15","489","1"
"10201254","1002","56011254","15","490","1"
"10201255","1003","56011255","15","491","1"
"91002","0","56011255","8","492","50"
"10201256","1001","56011256","15","493","1"
"10201257","1002","56011257","15","494","1"
"10201258","1003","56011258","15","495","1"
"91002","0","56011258","8","496","50"
"10201259","1001","56011259","15","497","1"
"10201260","1002","56011260","15","498","1"
"10201261","1003","56011261","15","499","1"
"91002","0","56011261","8","500","50"
"10201262","1001","56011262","15","501","1"
"10201263","1002","56011263","15","502","1"
"10201264","1003","56011264","15","503","1"
"91002","0","56011264","8","504","50"
"10201265","1001","56011265","15","505","1"
"10201266","1002","56011266","15","506","1"
"10201267","1003","56011267","15","507","1"
"91002","0","56011267","8","508","50"
"10201268","1001","56011268","15","509","1"
"10201269","1002","56011269","15","510","1"
"10201270","1003","56011270","15","511","1"
"91002","0","56011270","8","512","50"
"10201271","1003","56011271","15","513","1"
"91002","0","56011271","8","514","100"
"10201272","1003","56011272","15","515","1"
"91002","0","56011272","8","516","100"
"10201273","1003","56011273","15","517","1"
"91002","0","56011273","8","518","100"
"10201274","1001","56011274","15","519","1"
"10201275","1002","56011275","15","520","1"
"10201276","1003","56011276","15","521","1"
"91002","0","56011276","8","522","50"
"10201277","1001","56011277","15","523","1"
"10201278","1002","56011278","15","524","1"
"10201279","1003","56011279","15","525","1"
"91002","0","56011279","8","526","50"
"10201280","1001","56011280","15","527","1"
"10201281","1002","56011281","15","528","1"
"10201282","1003","56011282","15","529","1"
"91002","0","56011282","8","530","50"
"10201283","1001","56011283","15","531","1"
"10201284","1002","56011284","15","532","1"
"10201285","1003","56011285","15","533","1"
"91002","0","56011285","8","534","50"
"10201286","1003","56011286","15","535","1"
"91002","0","56011286","8","536","100"
"11101001","1001","56014001","15","537","1"
"91002","0","56014001","8","538","10"
"11101002","1002","56014002","15","539","1"
"91002","0","56014002","8","540","20"
"11101003","1003","56014003","15","541","1"
"91002","0","56014003","8","542","50"
"11201001","1001","56015001","15","543","1"
"91002","0","56015001","8","544","50"
"11201002","1002","56015002","15","545","1"
"91002","0","56015002","8","546","50"
"11201003","1003","56015003","15","547","1"
"91002","0","56015003","8","548","50"
"10201287","1001","56011287","15","549","1"
"10201288","1002","56011288","15","550","1"
"10201289","1003","56011289","15","551","1"
"91002","0","56011289","8","552","50"
"10201290","1001","56011290","15","553","1"
"10201291","1002","56011291","15","554","1"
"10201292","1003","56011292","15","555","1"
"91002","0","56011292","8","556","50"
"10201293","1003","56011293","15","557","1"
"91002","0","56011293","8","558","100"
"10201294","1001","56011294","15","559","1"
"10201295","1002","56011295","15","560","1"
"10201296","1003","56011296","15","561","1"
"91002","0","56011296","8","562","50"
"10201297","1001","56011297","15","563","1"
"10201298","1002","56011298","15","564","1"
"10201299","1003","56011299","15","565","1"
"91002","0","56011299","8","566","50"
"10201300","1001","56011300","15","567","1"
"10201301","1002","56011301","15","568","1"
"10201302","1003","56011302","15","569","1"
"91002","0","56011302","8","570","50"
"10201303","1003","56011303","15","571","1"
"91002","0","56011303","8","572","100"
"10201304","1001","56011304","15","573","1"
"10201305","1002","56011305","15","574","1"
"10201306","1003","56011306","15","575","1"
"91002","0","56011306","8","576","50"
"10301015","1003","58008015","15","577","1"
"91002","0","58008015","8","578","50"
"10201307","1001","56011307","15","579","1"
"10201308","1002","56011308","15","580","1"
"10201309","1003","56011309","15","581","1"
"91002","0","56011309","8","582","50"
"10201310","1001","56011310","15","583","1"
"10201311","1002","56011311","15","584","1"
"10201312","1003","56011312","15","585","1"
"91002","0","56011312","8","586","50"
"10201313","1003","56011313","15","587","1"
"91002","0","56011313","8","588","100"
"10201314","1001","56011314","15","589","1"
"10201315","1002","56011315","15","590","1"
"10201316","1003","56011316","15","591","1"
"91002","0","56011316","8","592","50"
"10201317","1001","56011317","15","593","1"
"10201318","1002","56011318","15","594","1"
"10201319","1003","56011319","15","595","1"
"91002","0","56011319","8","596","50"
"10201320","1001","56011320","15","597","1"
"10201321","1002","56011321","15","598","1"
"10201322","1003","56011322","15","599","1"
"91002","0","56011322","8","600","50"
"10201323","1003","56011323","15","601","1"
"91002","0","56011323","8","602","100"
"10201324","1001","56011324","15","603","1"
"10201325","1002","56011325","15","604","1"
"10201326","1003","56011326","15","605","1"
"91002","0","56011326","8","606","50"
"10201327","1001","56011327","15","607","1"
"10201328","1002","56011328","15","608","1"
"10201329","1003","56011329","15","609","1"
"91002","0","56011329","8","610","50"
"10201330","1001","56011330","15","611","1"
"10201331","1002","56011331","15","612","1"
"10201332","1003","56011332","15","613","1"
"91002","0","56011332","8","614","50"
"10201333","1003","56011333","15","615","1"
"91002","0","56011333","8","616","100"
"10201334","1003","56011334","15","617","1"
"91002","0","56011334","8","618","100"
"10201335","1003","56011335","15","619","1"
"91002","0","56011335","8","620","100"
"10202100","1003","56012100","15","621","1"
"10201336","1001","56011336","15","622","1"
"10201337","1002","56011337","15","623","1"
"10201338","1003","56011338","15","624","1"
"91002","0","56011338","8","625","50"
"10201339","1001","56011339","15","626","1"
"10201340","1002","56011340","15","627","1"
"10201341","1003","56011341","15","628","1"
"91002","0","56011341","8","629","50"
"10202016","1003","56012016","15","630","1"
"10201342","1003","56011342","15","631","1"
"91002","0","56011342","8","632","100"
"10201343","1001","56011343","15","633","1"
"10201344","1002","56011344","15","634","1"
"10201345","1003","56011345","15","635","1"
"91002","0","56011345","8","636","50"
"10201346","1001","56011346","15","637","1"
"10201347","1002","56011347","15","638","1"
"10201348","1003","56011348","15","639","1"
"91002","0","56011348","8","640","50"
"10201349","1003","56011349","15","641","1"
"91002","0","56011349","8","642","100"
"10603001","1001","55008001","15","643","1"
"91002","0","55008001","8","644","50"
"10603002","1001","55008002","15","645","1"
"91002","0","55008002","8","646","50"
"10603003","1002","55008003","15","647","1"
"91002","0","55008003","8","648","50"
"10603004","1002","55008004","15","649","1"
"91002","0","55008004","8","650","50"
"10603005","1003","55008005","15","651","1"
"91002","0","55008005","8","652","50"
"10603006","1003","55008006","15","653","1"
"91002","0","55008006","8","654","50"
"10201350","1001","56011350","15","655","1"
"10201351","1002","56011351","15","656","1"
"10201352","1003","56011352","15","657","1"
"91002","0","56011352","8","658","50"
"10201353","1001","56011353","15","659","1"
"10201354","1002","56011354","15","660","1"
"10201355","1003","56011355","15","661","1"
"91002","0","56011355","8","662","50"
"10201356","1001","56011356","15","663","1"
"10201357","1002","56011357","15","664","1"
"10201358","1003","56011358","15","665","1"
"91002","0","56011358","8","666","50"
"10201359","1003","56011359","15","667","1"
"91002","0","56011359","8","668","100"
"10201360","1001","56011360","15","669","1"
"10201361","1002","56011361","15","670","1"
"10201362","1003","56011362","15","671","1"
"91002","0","56011362","8","672","50"
"10201363","1001","56011363","15","673","1"
"10201364","1002","56011364","15","674","1"
"10201365","1003","56011365","15","675","1"
"91002","0","56011365","8","676","50"
"10202017","1003","56012017","15","677","1"
"10201366","1001","56011366","15","678","1"
"10201367","1002","56011367","15","679","1"
"10201368","1003","56011368","15","680","1"
"91002","0","56011368","8","681","50"
"10201369","1001","56011369","15","682","1"
"10201370","1002","56011370","15","683","1"
"10201371","1003","56011371","15","684","1"
"91002","0","56011371","8","685","50"
"10201372","1003","56011372","15","686","1"
"91002","0","56011372","8","687","100"
"10201373","1001","56011373","15","688","1"
"10201374","1002","56011374","15","689","1"
"10201375","1003","56011375","15","690","1"
"91002","0","56011375","8","691","50"
"10201376","1001","56011376","15","692","1"
"10201377","1002","56011377","15","693","1"
"10201378","1003","56011378","15","694","1"
"91002","0","56011378","8","695","50"
"10201379","1001","56011379","15","696","1"
"10201380","1002","56011380","15","697","1"
"10201381","1003","56011381","15","698","1"
"91002","0","56011381","8","699","50"
"10201382","1001","56011382","15","700","1"
"10201383","1002","56011383","15","701","1"
"10201384","1003","56011384","15","702","1"
"91002","0","56011384","8","703","50"
"10201385","1003","56011385","15","704","1"
"91002","0","56011385","8","705","100"
"10201386","1001","56011386","15","706","1"
"10201387","1002","56011387","15","707","1"
"10201388","1003","56011388","15","708","1"
"91002","0","56011388","8","709","50"
"10201389","1001","56011389","15","710","1"
"10201390","1002","56011390","15","711","1"
"10201391","1003","56011391","15","712","1"
"91002","0","56011391","8","713","50"
"10201392","1001","56011392","15","714","1"
"10201393","1002","56011393","15","715","1"
"10201394","1003","56011394","15","716","1"
"91002","0","56011394","8","717","50"
"10201395","1003","56011395","15","718","1"
"91002","0","56011395","8","719","100"
"10201396","1003","56011396","15","720","1"
"91002","0","56011396","8","721","100"
"10201397","1001","56011397","15","722","1"
"10201398","1002","56011398","15","723","1"
"10201399","1003","56011399","15","724","1"
"91002","0","56011399","8","725","50"
"10201400","1001","56011400","15","726","1"
"10201401","1002","56011401","15","727","1"
"10201402","1003","56011402","15","728","1"
"91002","0","56011402","8","729","50"
"10201403","1001","56011403","15","730","1"
"10201404","1002","56011404","15","731","1"
"10201405","1003","56011405","15","732","1"
"91002","0","56011405","8","733","50"
"10201406","1003","56011406","15","734","1"
"91002","0","56011406","8","735","100"
"10201407","1001","56011407","15","736","1"
"10201408","1002","56011408","15","737","1"
"10201409","1003","56011409","15","738","1"
"91002","0","56011409","8","739","50"
"10201410","1001","56011410","15","740","1"
"10201411","1002","56011411","15","741","1"
"10201412","1003","56011412","15","742","1"
"91002","0","56011412","8","743","50"
"10201413","1003","56011413","15","744","1"
"91002","0","56011413","8","745","100"
"10201414","1001","56011414","15","746","1"
"10201415","1002","56011415","15","747","1"
"10201416","1003","56011416","15","748","1"
"91002","0","56011416","8","749","50"
"10201417","1001","56011417","15","750","1"
"10201418","1002","56011418","15","751","1"
"10201419","1003","56011419","15","752","1"
"91002","0","56011419","8","753","50"
"10201420","1001","56011420","15","754","1"
"10201421","1002","56011421","15","755","1"
"10201422","1003","56011422","15","756","1"
"91002","0","56011422","8","757","50"
"10201423","1003","56011423","15","758","1"
"91002","0","56011423","8","759","100"
"10201424","1001","56011424","15","760","1"
"10201425","1002","56011425","15","761","1"
"10201426","1003","56011426","15","762","1"
"91002","0","56011426","8","763","50"
"10201427","1001","56011427","15","764","1"
"10201428","1002","56011428","15","765","1"
"10201429","1003","56011429","15","766","1"
"91002","0","56011429","8","767","50"
"10201430","1001","56011430","15","768","1"
"10201431","1002","56011431","15","769","1"
"10201432","1003","56011432","15","770","1"
"91002","0","56011432","8","771","50"
"10201433","1001","56011433","15","772","1"
"10201434","1002","56011434","15","773","1"
"10201435","1003","56011435","15","774","1"
"91002","0","56011435","8","775","50"
"10201436","1003","56011436","15","776","1"
"91002","0","56011436","8","777","100"
"10201437","1001","56011437","15","778","1"
"10201438","1002","56011438","15","779","1"
"10201439","1003","56011439","15","780","1"
"91002","0","56011439","8","781","50"
"10201440","1001","56011440","15","782","1"
"10201441","1002","56011441","15","783","1"
"10201442","1003","56011442","15","784","1"
"91002","0","56011442","8","785","50"
"10201443","1001","56011443","15","786","1"
"10201444","1002","56011444","15","787","1"
"10201445","1003","56011445","15","788","1"
"91002","0","56011445","8","789","50"
"10201446","1003","56011446","15","790","1"
"91002","0","56011446","8","791","100"
"10201447","1001","56011447","15","792","1"
"10201448","1002","56011448","15","793","1"
"10201449","1003","56011449","15","794","1"
"91002","0","56011449","8","795","50"
"10201450","1001","56011450","15","796","1"
"10201451","1002","56011451","15","797","1"
"10201452","1003","56011452","15","798","1"
"91002","0","56011452","8","799","50"
"10201453","1001","56011453","15","800","1"
"10201454","1002","56011454","15","801","1"
"10201455","1003","56011455","15","802","1"
"91002","0","56011455","8","803","50"
"10201456","1001","56011456","15","804","1"
"10201457","1002","56011457","15","805","1"
"10201458","1003","56011458","15","806","1"
"91002","0","56011458","8","807","50"
"10201459","1001","56011459","15","808","1"
"10201460","1002","56011460","15","809","1"
"10201461","1003","56011461","15","810","1"
"91002","0","56011461","8","811","50"
"10201462","1003","56011462","15","812","1"
"91002","0","56011462","8","813","100"
"10201463","1003","56011463","15","814","1"
"91002","0","56011463","8","815","100"
"10201464","1003","56011464","15","816","1"
"91002","0","56011464","8","817","100"
"10201465","1001","56011465","15","818","1"
"10201466","1002","56011466","15","819","1"
"10201467","1003","56011467","15","820","1"
"91002","0","56011467","8","821","50"
"10201468","1001","56011468","15","822","1"
"10201469","1002","56011469","15","823","1"
"10201470","1003","56011470","15","824","1"
"91002","0","56011470","8","825","50"
"10201471","1003","56011471","15","826","1"
"91002","0","56011471","8","827","100"
"10201472","1001","56011472","15","828","1"
"10201473","1002","56011473","15","829","1"
"10201474","1003","56011474","15","830","1"
"91002","0","56011474","8","831","50"
"10201475","1001","56011475","15","832","1"
"10201476","1002","56011476","15","833","1"
"10201477","1003","56011477","15","834","1"
"91002","0","56011477","8","835","50"
"10201484","1003","56011484","15","836","1"
"91002","0","56011484","8","837","100"
"10201485","1001","56011485","15","838","1"
"10201486","1002","56011486","15","839","1"
"10201487","1003","56011487","15","840","1"
"91002","0","56011487","8","841","50"
"10201488","1001","56011488","15","842","1"
"10201489","1002","56011489","15","843","1"
"10201490","1003","56011490","15","844","1"
"91002","0","56011490","8","845","50"
"10201491","1001","56011491","15","846","1"
"10201492","1002","56011492","15","847","1"
"10201493","1003","56011493","15","848","1"
