84bd15171047fea6190b3bf3ed64177aa4da4b4e608899eb785aa9893e649a86,54e932765b8a0780187f657f32442ad9ce7aefa1466f9a1e596c37fec5118c03,9d6b3942165adcb1b442bb88c5aa540133126410d67f77fa16d2ed12e3d0d6d8,2a4ebcff63d8352bde4f1c49505d85cf9325270c3319b5594778c7548d15b9e5,b0159add38f8b7cfe16e7f229a75237fe5981ade90a79c17a69b3db8b2b8da24,ed337dd7ccaca196c13b5a7c105f59cba777edef5f2bf290155c0ff6869df4e9,3ea719a7290a37cb678bbc7a7dce4539b4b24fc784e459d0f5dcea6bdd251081,7a3d26ff97076bb2b76283fa5cc19cda735c69d63f77081fbb4609ad9d22f098,59db4922b804bb0db0cb9c104d63765f7c4f6f1383966324133bfba9a35c7063
"1001","20000","在EXTRA難易度取得20000分","100624","1","100624","7","3","1006"
"1001","40000","在EXTRA難易度取得40000分","100625","1","100625","7","3","1006"
"1001","60000","在EXTRA難易度取得60000分","100626","1","100626","7","3","1006"
"1001","10000","全難易度合計取得10000分","100701","1","100701","0","0","1007"
"1001","30000","全難易度合計取得30000分","100702","1","100702","0","0","1007"
"1001","50000","全難易度合計取得50000分","100703","1","100703","0","0","1007"
"1001","70000","全難易度合計取得70000分","100704","1","100704","0","0","1007"
"1001","90000","全難易度合計取得90000分","100705","1","100705","1","0","1007"
"1001","105000","全難易度合計取得105000分","100706","1","100706","1","0","1007"
"1001","120000","全難易度合計取得120000分","100707","1","100707","1","0","1007"
"1001","135000","全難易度合計取得135000分","100708","1","100708","1","0","1007"
"1002","0","在NORMAL1難易度戰鬥1次","100709","1","100709","2","1","1007"
"1003","0","在NORMAL2難易度戰鬥1次","100710","1","100710","2","1","1007"
"1004","0","在NORMAL3難易度戰鬥1次","100711","1","100711","2","1","1007"
"1001","10000","在NORMAL難易度取得10000分","100712","1","100712","3","1","1007"
"1001","20000","在NORMAL難易度取得20000分","100713","1","100713","3","1","1007"
"1001","30000","在NORMAL難易度取得30000分","100714","1","100714","3","1","1007"
"1002","0","在HARD1難易度戰鬥1次","100715","1","100715","4","2","1007"
"1003","0","在HARD2難易度戰鬥1次","100716","1","100716","4","2","1007"
"1004","0","在HARD3難易度戰鬥1次","100717","1","100717","4","2","1007"
"1001","15000","在HARD難易度取得15000分","100718","1","100718","5","2","1007"
"1001","30000","在HARD難易度取得30000分","100719","1","100719","5","2","1007"
"1001","45000","在HARD難易度取得45000分","100720","1","100720","5","2","1007"
"1002","0","在EXTRA1難易度戰鬥1次","100721","1","100721","6","3","1007"
"1003","0","在EXTRA2難易度戰鬥1次","100722","1","100722","6","3","1007"
"1004","0","在EXTRA3難易度戰鬥1次","100723","1","100723","6","3","1007"
"1001","20000","在EXTRA難易度取得20000分","100724","1","100724","7","3","1007"
"1001","40000","在EXTRA難易度取得40000分","100725","1","100725","7","3","1007"
"1001","60000","在EXTRA難易度取得60000分","100726","1","100726","7","3","1007"
"1001","10000","全難易度合計取得10000分","100801","1","100801","0","0","1008"
"1001","30000","全難易度合計取得30000分","100802","1","100802","0","0","1008"
"1001","50000","全難易度合計取得50000分","100803","1","100803","0","0","1008"
"1001","70000","全難易度合計取得70000分","100804","1","100804","0","0","1008"
"1001","90000","全難易度合計取得90000分","100805","1","100805","1","0","1008"
"1001","105000","全難易度合計取得105000分","100806","1","100806","1","0","1008"
"1001","120000","全難易度合計取得120000分","100807","1","100807","1","0","1008"
"1001","135000","全難易度合計取得135000分","100808","1","100808","1","0","1008"
"1002","0","在NORMAL1難易度戰鬥1次","100809","1","100809","2","1","1008"
"1003","0","在NORMAL2難易度戰鬥1次","100810","1","100810","2","1","1008"
"1004","0","在NORMAL3難易度戰鬥1次","100811","1","100811","2","1","1008"
"1001","10000","在NORMAL難易度取得10000分","100812","1","100812","3","1","1008"
"1001","20000","在NORMAL難易度取得20000分","100813","1","100813","3","1","1008"
"1001","30000","在NORMAL難易度取得30000分","100814","1","100814","3","1","1008"
"1002","0","在HARD1難易度戰鬥1次","100815","1","100815","4","2","1008"
"1003","0","在HARD2難易度戰鬥1次","100816","1","100816","4","2","1008"
"1004","0","在HARD3難易度戰鬥1次","100817","1","100817","4","2","1008"
"1001","15000","在HARD難易度取得15000分","100818","1","100818","5","2","1008"
"1001","30000","在HARD難易度取得30000分","100819","1","100819","5","2","1008"
"1001","45000","在HARD難易度取得45000分","100820","1","100820","5","2","1008"
"1002","0","在EXTRA1難易度戰鬥1次","100821","1","100821","6","3","1008"
"1003","0","在EXTRA2難易度戰鬥1次","100822","1","100822","6","3","1008"
"1004","0","在EXTRA3難易度戰鬥1次","100823","1","100823","6","3","1008"
"1001","20000","在EXTRA難易度取得20000分","100824","1","100824","7","3","1008"
"1001","40000","在EXTRA難易度取得40000分","100825","1","100825","7","3","1008"
"1001","60000","在EXTRA難易度取得60000分","100826","1","100826","7","3","1008"
"1001","10000","全難易度合計取得10000分","100901","1","100901","0","0","1009"
"1001","30000","全難易度合計取得30000分","100902","1","100902","0","0","1009"
"1001","50000","全難易度合計取得50000分","100903","1","100903","0","0","1009"
"1001","70000","全難易度合計取得70000分","100904","1","100904","0","0","1009"
"1001","90000","全難易度合計取得90000分","100905","1","100905","1","0","1009"
"1001","105000","全難易度合計取得105000分","100906","1","100906","1","0","1009"
"1001","120000","全難易度合計取得120000分","100907","1","100907","1","0","1009"
"1001","135000","全難易度合計取得135000分","100908","1","100908","1","0","1009"
"1002","0","在NORMAL1難易度戰鬥1次","100909","1","100909","2","1","1009"
"1003","0","在NORMAL2難易度戰鬥1次","100910","1","100910","2","1","1009"
"1004","0","在NORMAL3難易度戰鬥1次","100911","1","100911","2","1","1009"
"1001","10000","在NORMAL難易度取得10000分","100912","1","100912","3","1","1009"
"1001","20000","在NORMAL難易度取得20000分","100913","1","100913","3","1","1009"
"1001","30000","在NORMAL難易度取得30000分","100914","1","100914","3","1","1009"
"1002","0","在HARD1難易度戰鬥1次","100915","1","100915","4","2","1009"
"1003","0","在HARD2難易度戰鬥1次","100916","1","100916","4","2","1009"
"1004","0","在HARD3難易度戰鬥1次","100917","1","100917","4","2","1009"
"1001","15000","在HARD難易度取得15000分","100918","1","100918","5","2","1009"
"1001","30000","在HARD難易度取得30000分","100919","1","100919","5","2","1009"
"1001","45000","在HARD難易度取得45000分","100920","1","100920","5","2","1009"
"1002","0","在EXTRA1難易度戰鬥1次","100921","1","100921","6","3","1009"
"1003","0","在EXTRA2難易度戰鬥1次","100922","1","100922","6","3","1009"
"1004","0","在EXTRA3難易度戰鬥1次","100923","1","100923","6","3","1009"
"1001","20000","在EXTRA難易度取得20000分","100924","1","100924","7","3","1009"
"1001","40000","在EXTRA難易度取得40000分","100925","1","100925","7","3","1009"
"1001","60000","在EXTRA難易度取得60000分","100926","1","100926","7","3","1009"
