97752a6a22fd84f36e9272bfe491929ffb5ce56ad06c918571c447015dd45f42,80b1c74387574f1fffc9af6d6823253c03f6ccf111b4d31263269002ff72cac0,33b28c9f23a6dd7a97f09864eddd1aff17b6fe2ff1707390f442d770efea11f3,f88ae2a6c95501acd4b68795d9d6db8481871170fd7f7d8d6ff74059434cede0,409dcf1abcaa7d641b7b50ea525ab25740b1040091250cebb6341dfefc8844a6,023350cfb1d2357ebc16bab091242c49c3e28f2b889a0952a607a5fd2c448fba,022d0b4779f7a3ff6d26acc0d67cc69ce0795a362101ce10d2c6250f1535ae01,250a3daffe59df1b7125c48d4e1578b0aac18333999175b4117be8c7ef41f138,4d60c6a35bf2fd12128118f76368d20f080152e24795eff3a8b59f0458c2a901,022118e821c9e48dccc72752a2d9ebc0299e383c578e8d15db01589809851b18,0a8c96f41971244dd2b7c0ac38791f2fa6271325935f758ffdaa0120aea5699b,d1fe112677c847782eea236b3aff80896698fcde66fd102d55c5621022574b23,efc3d78019fcd98427d647b79ee818701e780f69371646c144e5b9424e1e605c,79088f34a119e2c449c144fa46a7d1cf2a5689f45f747e18a1b2969cd7de307e,78dae27a22268f8c4907b9c6edb9b62142e1ec847ce3d8f76e58a4a53966402c,8fbba22fc147c538120a5ebc6bf7201b6d443842b28928f8b85a330b095d6f62,5372dbdf3e6a589e41b816346c43fe97f8a5c6daa9432eab2b808be83f5f65e6,5151bfb37ace0f975da53f550028118f8c0204e2a72c32b5d2d0316c0e915fc2,568fcbf2eabf2921788682647ad5275089f6bd7e43a303d3062dc318fd5fc63e,9bc855b924ca55e77d66b87a4121fe693c7fbd25157b8c866963dca125e51534,6a61baa007f097e5a077913e781cfde3039c87e0dbf4c227b2a4de65a8dc9202,bf552d63384b0cfb149bfbb6e9aa75aeca4017b4bcbdedb023098eba799f315f,b42cfd57745376c4f303aa859ad772b92b9c943d01fb6032a9e7748276ba73fc,f456db0a56535a1af59b01cf2f46a756f7d2d24a9d8bf498cc50d57ee8fecff3
"91002","2","0","90005","0","0","30","11064","1","0","15064004","0","300010","0","0","2015/12/17 15:00:00","0","10","453","-79","0","8","在戰鬥中獲得勝利。","用火箭拳擊退魔物！"
"91002","2","2","31028","5","31021","30","11064","1","0","15064005","31023","300010","2","0","2015/12/17 15:00:00","5","5","570","58","0","8","在戰鬥中獲得勝利。","在背面世界野餐？"
"91002","0","0","0","0","0","150","11064","2","0","15064006","0","300020","0","0","2015/12/17 15:00:00","0","0","905","-18","0","8","在戰鬥中獲得勝利。","《EX》危險暗影與怪鳥獸"
"91002","2","2","31006","5","31022","30","11065","1","0","15065001","31011","300010","2","0","2015/12/17 15:00:00","5","5","-442","-123","0","8","在戰鬥中獲得勝利。","妹妹們的照顧之戰"
"91002","2","2","31052","5","31033","30","11065","1","51011","15065002","31026","300010","2","1","2015/12/17 15:00:00","5","5","-289","117","2","8","在戰鬥中獲得勝利。","背面世界開拓記"
"91002","0","0","0","0","0","150","11065","2","0","15065003","0","300020","0","0","2015/12/17 15:00:00","0","0","-150","-162","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影"
"91002","2","2","31037","5","31049","30","11065","1","0","15065004","0","300010","0","0","2015/12/17 15:00:00","0","5","141","-109","0","8","在戰鬥中獲得勝利。","令人興奮的森林野餐！"
"91002","2","2","31030","5","31055","30","11065","1","0","15065005","51012","300010","2","0","2015/12/17 15:00:00","1","5","332","-34","0","8","在戰鬥中獲得勝利。","在甘海高舉大漁旗"
"91002","0","0","0","0","0","150","11065","2","0","15065006","0","300020","0","0","2015/12/17 15:00:00","0","0","640","77","0","8","在戰鬥中獲得勝利。","《EX》危險的魔物‧狂熊與翼龍"
"91002","2","2","31180","5","31185","30","11066","1","0","15066001","51013","300010","2","0","2015/12/17 15:00:00","1","5","-701","-56","0","8","在戰鬥中獲得勝利。","支援背面世界復興總部"
"91002","2","2","31010","5","31017","30","11066","1","0","15066002","0","300010","0","0","2015/12/17 15:00:00","0","5","-427","109","0","8","在戰鬥中獲得勝利。","公主們的泡澡外交"
"91002","18","0","4102402","0","0","150","11066","2","0","15066003","0","300020","0","0","2015/12/17 15:00:00","0","1","-573","-180","0","8","在戰鬥中獲得勝利。","《EX》天才發明家三女，襲來"
"91002","2","2","31015","5","31012","30","11066","1","51016","15066004","31040","300010","2","1","2015/12/17 15:00:00","5","5","-165","-25","2","8","在戰鬥中獲得勝利。","背面世界安全講習會"
"91002","2","2","31029","5","31054","30","11066","1","0","15066005","31042","300010","2","0","2015/12/17 15:00:00","5","5","110","-88","0","8","在戰鬥中獲得勝利。","背面世界登台！"
"91002","2","0","90005","0","0","30","11066","1","0","15066006","0","300010","0","0","2015/12/17 15:00:00","0","10","135","97","0","8","在戰鬥中獲得勝利。","龍族姊妹的請求"
"91002","0","0","0","0","0","150","11066","2","0","15066007","0","300020","0","0","2015/12/17 15:00:00","0","0","443","42","0","8","在戰鬥中獲得勝利。","《EX》危險暗影與魔物‧雷雷傲M"
"91002","2","2","31258","5","31008","30","11067","1","0","15067001","0","300010","0","0","2015/12/17 15:00:00","0","5","-208","-32","0","8","在戰鬥中獲得勝利。","甜蜜又美味的美容法"
"91002","2","2","31233","5","31045","30","11067","1","0","15067002","51017","300010","2","0","2015/12/17 15:00:00","1","5","-58","44","0","8","在戰鬥中獲得勝利。","確保被虐狂與正太"
"91002","18","0","4105402","0","0","150","11067","2","0","15067003","0","300020","0","0","2015/12/17 15:00:00","0","1","-84","-165","0","8","在戰鬥中獲得勝利。","《EX》受難體質的次女，遇難"
"91002","2","2","31181","5","31034","30","11067","1","51018","15067004","31059","300010","2","1","2015/12/17 15:00:00","5","5","425","90","2","8","在戰鬥中獲得勝利。","寵溺的人是誰"
"91002","2","0","90005","0","0","30","11067","1","0","15067005","0","300010","0","0","2015/12/17 15:00:00","0","10","551","36","0","8","在戰鬥中獲得勝利。","餓肚子咕嚕咕嚕二重奏"
"91002","0","0","0","0","0","150","11067","2","0","15067006","0","300020","0","0","2015/12/17 15:00:00","0","0","602","-120","0","8","在戰鬥中獲得勝利。","《EX》危險的魔物‧大鬼與雷鳥"
"91002","2","2","31093","5","31014","30","11068","1","0","15068001","51021","300010","2","0","2015/12/17 15:00:00","1","5","-40","-20","0","8","在戰鬥中獲得勝利。","背面世界也有發生事件的預感"
"91002","2","2","31027","5","31051","30","11068","1","0","15068002","0","300010","0","0","2015/12/17 15:00:00","0","5","90","-179","0","8","在戰鬥中獲得勝利。","如煉獄中盛開的花朵般"
"91002","18","0","4101403","0","0","150","11068","2","0","15068003","0","300020","0","0","2015/12/17 15:00:00","0","1","245","-171","0","8","在戰鬥中獲得勝利。","《EX》心胸開闊的長女，狂醉"
"91002","2","2","31032","5","31033","30","11068","1","0","15068004","51022","300010","2","0","2015/12/17 15:00:00","1","5","643","44","0","8","在戰鬥中獲得勝利。","當心泡昏頭"
"91002","2","0","90005","0","0","30","11068","1","0","15068005","0","300010","0","0","2015/12/17 15:00:00","0","10","768","-93","0","8","在戰鬥中獲得勝利。","在吉歐‧格黑納追兔子"
"91002","0","0","0","0","0","150","11068","2","0","15068006","0","300020","0","0","2015/12/17 15:00:00","0","0","814","91","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影"
"91002","2","2","31047","5","31020","30","11069","1","0","15069001","51023","300010","2","0","2015/12/17 15:00:00","1","5","-324","0","0","8","在戰鬥中獲得勝利。","背面世界的走失兒童"
"91002","2","2","31016","5","31060","30","11069","1","0","15069002","0","300010","0","0","2015/12/17 15:00:00","0","5","-175","-78","0","8","在戰鬥中獲得勝利。","吉歐‧格黑納的魔法研究"
"91002","0","0","0","0","0","150","11069","2","0","15069003","0","300020","0","0","2015/12/17 15:00:00","0","0","0","-136","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影"
"91002","2","2","31096","5","31055","30","11069","1","0","15069004","51024","300010","2","0","2015/12/17 15:00:00","1","5","411","-9","0","8","在戰鬥中獲得勝利。","活躍於吉歐‧格黑納的忍者們"
"91002","2","2","31223","5","31063","30","11069","1","0","15069005","0","300010","0","0","2015/12/17 15:00:00","0","5","522","-167","0","8","在戰鬥中獲得勝利。","特別讓你成為眷屬！"
"91002","0","0","0","0","0","150","11069","2","0","15069006","0","300020","0","0","2015/12/17 15:00:00","0","0","859","-39","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影"
"91002","2","2","31040","1","51025","30","11070","1","0","15070001","0","300010","0","0","2015/12/17 15:00:00","0","5","-291","128","0","8","在戰鬥中獲得勝利。","在吉歐‧格黑納採集植物"
"91002","2","2","31066","5","31065","30","11070","1","0","15070002","0","300010","0","0","2015/12/17 15:00:00","0","5","-143","38","0","8","在戰鬥中獲得勝利。","灼熱的打架時間"
"91002","0","0","0","0","0","150","11070","2","0","15070003","0","300020","0","0","2015/12/17 15:00:00","0","0","0","-14","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影‧偶像"
"91002","2","2","31009","1","51026","30","11070","1","0","15070004","0","300010","0","0","2015/12/17 15:00:00","0","5","434","38","0","8","在戰鬥中獲得勝利。","在深淵般的煉獄中邂逅"
"91002","2","2","31004","5","31261","30","11070","1","0","15070005","31050","300010","2","0","2015/12/17 15:00:00","5","5","575","22","0","8","在戰鬥中獲得勝利。","展現大人的從容吧"
"91002","0","0","0","0","0","150","11070","2","0","15070006","0","300020","0","0","2015/12/17 15:00:00","0","0","546","-180","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影‧財團"
"91002","2","2","31028","5","31180","30","11071","1","51027","15071001","31002","300010","2","1","2015/12/17 15:00:00","5","5","15","90","2","8","在戰鬥中獲得勝利。","輕快的少女們"
"91002","2","0","31018","0","0","30","11071","1","0","15071002","0","300010","0","0","2015/12/17 15:00:00","0","5","-89","-81","0","8","在戰鬥中獲得勝利。","伊緒老師的背面世界教室"
"91002","0","0","0","0","0","150","11071","2","0","15071003","0","300020","0","0","2015/12/17 15:00:00","0","0","-408","-135","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影‧遊戲"
"91002","2","2","31026","5","31006","30","11071","1","51028","15071004","31093","300010","2","1","2015/12/17 15:00:00","5","5","253","-73","2","8","在戰鬥中獲得勝利。","清除傀儡的絲線"
"91002","2","2","31056","5","31296","30","11071","1","0","15071005","0","300010","0","0","2015/12/17 15:00:00","0","5","383","-173","0","8","在戰鬥中獲得勝利。","花瓣與刀刃舞動"
"91002","0","0","0","0","0","150","11071","2","0","15071006","0","300020","0","0","2015/12/17 15:00:00","0","0","622","-173","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影‧獸苑"
"91002","2","2","31064","1","51029","30","11072","1","0","15072001","0","300010","0","0","2015/12/17 15:00:00","0","5","-252","94","0","8","在戰鬥中獲得勝利。","降臨煉獄的冰龍"
"91002","2","2","31258","5","31008","30","11072","1","0","15072002","0","300010","0","0","2015/12/17 15:00:00","0","5","-193","-111","0","8","在戰鬥中獲得勝利。","美麗的黑天使群"
"91002","0","0","0","0","0","150","11072","2","0","15072003","0","300020","0","0","2015/12/17 15:00:00","0","0","84","94","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影‧美食"
"91002","2","2","31022","1","51030","30","11072","1","0","15072004","0","300010","0","0","2015/12/17 15:00:00","0","5","277","-120","0","8","在戰鬥中獲得勝利。","展現魅力，灼熱的表現風格"
"91002","2","0","31064","0","0","30","11072","1","0","15072005","0","300010","0","0","2015/12/17 15:00:00","0","5","510","-106","0","8","在戰鬥中獲得勝利。","又冷又熱的散步"
"91002","0","0","0","0","0","150","11072","2","0","15072006","0","300020","0","0","2015/12/17 15:00:00","0","0","703","-100","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影‧救護"
"91002","2","2","31309","1","51031","30","11073","1","0","15073001","0","300010","0","0","2015/12/17 15:00:00","0","5","-487","-188","0","8","在戰鬥中獲得勝利。","背面世界超級英雄秀"
"91002","2","2","31045","5","31185","30","11073","1","0","15073002","0","300010","0","0","2015/12/17 15:00:00","0","5","-208","-190","0","8","在戰鬥中獲得勝利。","冥府的被虐狂"
"91002","0","0","0","0","0","150","11073","2","0","15073003","0","300020","0","0","2015/12/17 15:00:00","0","0","-133","33","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影‧森精"
"91002","2","0","51032","0","0","30","11073","1","0","15073004","0","300010","0","0","2015/12/17 15:00:00","0","1","508","37","0","8","在戰鬥中獲得勝利。","冥界的魔物調查"
"91002","0","0","0","0","0","150","11073","2","0","15073005","0","300020","0","0","2015/12/17 15:00:00","0","0","670","-117","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影‧黃昏"
"91002","2","2","31034","5","31056","30","11074","1","0","15074001","51033","300010","2","0","2015/12/17 15:00:00","1","5","-182","-46","0","8","在戰鬥中獲得勝利。","歡迎來到成熟女子聚會"
"91002","2","2","31052","5","31033","30","11074","1","0","15074002","0","300010","0","0","2015/12/17 15:00:00","0","5","-76","-179","0","8","在戰鬥中獲得勝利。","我來讓冥界露出笑容了！　"
"91002","0","0","0","0","0","150","11074","2","0","15074003","0","300020","0","0","2015/12/17 15:00:00","0","0","102","87","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影‧學院"
"91002","2","2","31057","5","31260","30","11074","1","0","15074004","51034","300010","2","0","2015/12/17 15:00:00","1","5","391","-148","0","8","在戰鬥中獲得勝利。","白劍與黑盾"
"91002","0","0","0","0","0","150","11074","2","0","15074005","0","300020","0","0","2015/12/17 15:00:00","0","0","694","12","0","8","在戰鬥中獲得勝利。","《EX》成群的危險暗影‧光願"
