65cb17999efa9a1f178695533e20faa15b1fe9ff050ad92385730511b51ab698,76eb29eaec96a92b390023044cd245bc38eb370e4e8746f74e03c4677e7d3276,ca0ec22fcc92bbd3c742ecd2a0d1003549ec832e0d47bef87f090970021386b0,c3cbacb2b3bab88f12fa42c63a99b122626faab38d16b45366e560a068a0ef25,2026d2814347bc7831f56bc3df202a8a0206e8358ee6181138a8a52d5d4cd3d0,43b917c50798905031551eb2dd31c20927342789c804ba90443db6500e63eab9,152d9830779179e9aa8e6cada3527f568c495a57fccc325cfa8ee9e191c88973,e73ea531e730ec17ccdbe9a2b20fddbcb86c32305e4d4361d02aa25d058df69d,52f01f582189365a48eb860c0834c273e15ac3314cc99b2de3f31f3a03e8ef3e,dba0584acecef128bf358b0aa7ffabd3ce17c99789f1f71bf94f9b52a63cfca4,b3cd927e44b62fa4fa45485a0a80f8d511cdfdbe6d91304092153ed1f85fd428,c14ed960daf6c65d422ffaca561ccc5c0a00e3dbb149504bdbec5b468ccdd9a8,a3437e49b6e9cfa9e0dc591b81b1f21b8a381db6fc58850d01a15a6afd3a4237,45c950f5a0ebfd546c8b85304dfe2feb75ee1619fcbc6c30ba2eb88437742fdf,608056a6ebe0cd11731e933252a12a4971cfb750443b3a57b835020ccbc4b525,50fac44b54e50ec7792fb193d0caa48281cb9d5801ee915f7483cf0708a7997b,252a2b84be9864ce3ccf3ac440f5996b105428823b5406c41ee0889ba9f396f7,3f09611b4b1d759458fb8d73a5848d649565fe1301823b0da991f9e2eff3738d,ff05930046b6b4c9fe6b856b648759990f653e3591b79d165462d5bd0eafe47d,eef37027fe53c616ab4b0abd2368cc581f16d320b8fb700087183ca3636e08bf,413a8b956160004023121ef837ef4aa1448b08442167d0b5769dea260b81f458,7016e9e92c3ff19eb6481e94ac469a0817bfe7edfca5ee5f595c9d600e2367e4
"10120111","201","12","11","94002","閱覽活動劇情終幕","2025/06/07 16:00:00","9002","2","2","62001","100000","20111","1","601","101","0","50","0","6113","2","0"
"10120112","201","12","12","94002","閱覽活動劇情終幕","2025/06/07 16:00:00","9002","2","2","62001","100000","20112","1","601","101","0","50","0","6113","2","0"
"10120201","202","2","1","22002","完成前篇活動冒險 N-1","2025/06/01 16:00:00","9003","2","8","91002","1","20201","1","601","101","0","30","0","6114","1","0"
"10120202","202","2","2","22002","完成前篇活動冒險 N-2","2025/06/01 16:00:00","9003","2","8","91002","1","20202","1","601","101","0","30","0","6114","1","0"
"10120203","202","2","3","22002","完成前篇活動冒險 N-3","2025/06/01 16:00:00","9003","2","8","91002","1","20203","1","601","101","0","30","0","6114","1","0"
"10120204","202","2","4","22002","完成前篇活動冒險 N-4","2025/06/01 16:00:00","9003","2","8","91002","1","20204","1","601","101","0","30","0","6114","1","0"
"10120205","202","2","5","22002","完成前篇活動冒險 N-5","2025/06/01 16:00:00","9003","2","8","91002","1","20205","1","601","101","0","30","0","6114","1","0"
"10120206","202","2","6","22002","完成前篇活動冒險 N-6","2025/06/01 16:00:00","9003","2","8","91002","1","20206","1","601","101","0","30","0","6114","1","0"
"10120207","202","2","7","22002","完成前篇活動冒險 N-7","2025/06/01 16:00:00","9003","2","8","91002","1","20207","1","601","101","0","30","0","6114","1","0"
"10120208","202","2","8","22002","完成前篇活動冒險 N-8","2025/06/01 16:00:00","9003","2","8","91002","1","20208","1","601","101","0","30","0","6114","1","0"
"10120209","202","2","9","22002","完成前篇活動冒險 N-9","2025/06/01 16:00:00","9003","2","8","91002","1","20209","1","601","101","0","30","0","6114","1","0"
"10120210","202","2","10","22002","完成前篇活動冒險 N-10","2025/06/01 16:00:00","9003","2","8","91002","1","20210","1","601","101","0","30","0","6114","1","0"
"10120211","202","2","11","22002","完成前篇活動冒險 H-1","2025/06/01 16:00:00","9003","2","8","91002","3","20211","1","601","101","0","60","0","6114","1","0"
"10120212","202","2","12","22002","完成前篇活動冒險 H-2","2025/06/01 16:00:00","9003","2","8","91002","3","20212","1","601","101","0","60","0","6114","1","0"
"10120213","202","2","13","22002","完成前篇活動冒險 H-3","2025/06/01 16:00:00","9003","2","8","91002","3","20213","1","601","101","0","60","0","6114","1","0"
"10120214","202","2","14","22002","完成後篇活動冒險 N-1","2025/06/07 16:00:00","9003","2","8","91002","1","20214","1","601","101","0","30","0","6114","1","0"
"10120215","202","2","15","22002","完成後篇活動冒險 N-2","2025/06/07 16:00:00","9003","2","8","91002","1","20215","1","601","101","0","30","0","6114","1","0"
"10120216","202","2","16","22002","完成後篇活動冒險 N-3","2025/06/07 16:00:00","9003","2","8","91002","1","20216","1","601","101","0","30","0","6114","1","0"
"10120217","202","2","17","22002","完成後篇活動冒險 N-4","2025/06/07 16:00:00","9003","2","8","91002","1","20217","1","601","101","0","30","0","6114","1","0"
"10120218","202","2","18","22002","完成後篇活動冒險 N-5","2025/06/07 16:00:00","9003","2","8","91002","1","20218","1","601","101","0","30","0","6114","1","0"
"10120219","202","2","19","22002","完成後篇活動冒險 N-6","2025/06/07 16:00:00","9003","2","8","91002","1","20219","1","601","101","0","30","0","6114","1","0"
"10120220","202","2","20","22002","完成後篇活動冒險 N-7","2025/06/07 16:00:00","9003","2","8","91002","1","20220","1","601","101","0","30","0","6114","1","0"
"10120221","202","2","21","22002","完成後篇活動冒險 N-8","2025/06/07 16:00:00","9003","2","8","91002","1","20221","1","601","101","0","30","0","6114","1","0"
"10120222","202","2","22","22002","完成後篇活動冒險 N-9","2025/06/07 16:00:00","9003","2","8","91002","1","20222","1","601","101","0","30","0","6114","1","0"
"10120223","202","2","23","22002","完成後篇活動冒險 N-10","2025/06/07 16:00:00","9003","2","8","91002","1","20223","1","601","101","0","30","0","6114","1","0"
"10120224","202","2","24","22002","完成後篇活動冒險 H-1","2025/06/07 16:00:00","9003","2","8","91002","3","20224","1","601","101","0","60","0","6114","1","0"
"10120225","202","2","25","22002","完成後篇活動冒險 H-2","2025/06/07 16:00:00","9003","2","8","91002","3","20225","1","601","101","0","60","0","6114","1","0"
"10120226","202","2","26","22002","完成後篇活動冒險 H-3","2025/06/07 16:00:00","9003","2","8","91002","3","20226","1","601","101","0","60","0","6114","1","0"
"10120301","203","2","1","90005","通過前篇Boss戰（SCENARIO）","2025/06/01 16:00:00","9019","2","8","91002","10","20301","1","601","101","94002","50","12","6115","1","750000"
"10120401","204","2","1","90005","通過後篇Boss戰（SCENARIO）","2025/06/07 16:00:00","9028","2","8","91002","10","20401","1","601","101","94002","50","12","6115","1","750000"
"10130101","301","2","1","62001","通過前篇Boss戰（SPECIAL）的MODE1","2025/06/01 16:00:00","9016","3","8","91002","200","30101","1","601","101","0","30","0","6116","1","0"
"10130201","302","2","2","62001","通過前篇Boss戰（SPECIAL）的MODE2","2025/06/01 16:00:00","9016","3","8","91002","200","30201","1","601","101","0","30","0","6116","1","0"
"10130301","303","12","3","94002","通過前篇Boss戰（SPECIAL）","2025/06/01 16:00:00","9016","3","8","91002","120000","30301","1","601","101","0","30","0","6116","1","0"
"10130401","304","0","5","0","挑戰次數5次以內通過前篇Boss戰（SPECIAL）","2025/06/01 16:00:00","9015","3","8","91002","0","30401","1","601","101","0","100","0","6116","1","0"
"10130501","305","0","1","0","通過前篇Boss戰（SPECIAL+）的MODE1","2025/06/01 16:00:00","9026","3","12","94002","0","30501","1","601","101","0","500000","0","6117","1","0"
"10130601","306","0","2","0","通過前篇Boss戰（SPECIAL+）的MODE2","2025/06/01 16:00:00","9026","3","12","94002","0","30601","1","601","101","0","500000","0","6117","1","0"
"10130701","307","12","5","94002","挑戰次數5次以內通過前篇Boss戰（SPECIAL+）","2025/06/01 16:00:00","9027","3","4","140001","1000000","30701","1","601","101","0","20","0","6117","1","0"
"10130801","308","2","1","62001","通過後篇Boss戰（SPECIAL）的MODE1","2025/06/07 16:00:00","9029","3","8","91002","200","30801","1","601","101","0","30","0","6116","1","0"
"10130901","309","2","2","62001","通過後篇Boss戰（SPECIAL）的MODE2","2025/06/07 16:00:00","9029","3","8","91002","200","30901","1","601","101","0","30","0","6116","1","0"
"10131001","310","12","3","94002","通過後篇Boss戰（SPECIAL）","2025/06/07 16:00:00","9029","3","8","91002","120000","31001","1","601","101","0","30","0","6116","1","0"
"10131101","311","0","5","0","挑戰次數5次以內通過後篇Boss戰（SPECIAL）","2025/06/07 16:00:00","9030","3","8","91002","0","31101","1","601","101","0","100","0","6116","1","0"
"10131201","312","0","1","0","通過後篇Boss戰（SPECIAL+）的MODE1","2025/06/07 16:00:00","9031","3","12","94002","0","31201","1","601","101","0","500000","0","6117","1","0"
"10131301","313","0","2","0","通過後篇Boss戰（SPECIAL+）的MODE2","2025/06/07 16:00:00","9031","3","12","94002","0","31301","1","601","101","0","500000","0","6117","1","0"
"10131401","314","12","5","94002","挑戰次數5次以內通過後篇Boss戰（SPECIAL+）","2025/06/07 16:00:00","9032","3","4","140001","1000000","31401","1","601","101","0","20","0","6117","1","0"
"10210101","101","0","0","0","完成1次活動冒險","2025/07/01 16:00:00","9004","1","2","62001","0","10101","1","601","102","0","10","0","6114","1","0"
"10220101","201","12","1","94002","閱覽活動劇情序幕","2025/07/01 16:00:00","9002","2","2","62001","100000","20101","1","601","102","0","50","0","6113","2","0"
"10220102","201","12","2","94002","閱覽活動劇情 第1話","2025/07/01 16:00:00","9002","2","2","62001","100000","20102","1","601","102","0","50","0","6113","2","0"
"10220103","201","12","3","94002","閱覽活動劇情 第2話","2025/07/01 16:00:00","9002","2","2","62001","100000","20103","1","601","102","0","50","0","6113","2","0"
"10220104","201","12","4","94002","閱覽活動劇情 第3話","2025/07/01 16:00:00","9002","2","2","62001","100000","20104","1","601","102","0","50","0","6113","2","0"
"10220105","201","12","5","94002","閱覽活動劇情 第4話","2025/07/01 16:00:00","9002","2","2","62001","100000","20105","1","601","102","0","50","0","6113","2","0"
"10220106","201","12","6","94002","閱覽活動劇情 第5話","2025/07/01 16:00:00","9002","2","2","62001","100000","20106","1","601","102","0","50","0","6113","2","0"
"10220107","201","12","7","94002","閱覽活動劇情 第6話","2025/07/01 16:00:00","9002","2","2","62001","100000","20107","1","601","102","0","50","0","6113","2","0"
"10220108","201","12","8","94002","閱覽活動劇情終幕","2025/07/01 16:00:00","9002","2","2","62001","100000","20108","1","601","102","0","50","0","6113","2","0"
"10220201","202","2","1","22002","完成活動冒險 N-1","2025/07/01 16:00:00","9003","2","8","91002","1","20201","1","601","102","0","30","0","6114","1","0"
"10220202","202","2","2","22002","完成活動冒險 N-2","2025/07/01 16:00:00","9003","2","8","91002","1","20202","1","601","102","0","30","0","6114","1","0"
"10220203","202","2","3","22002","完成活動冒險 N-3","2025/07/01 16:00:00","9003","2","8","91002","1","20203","1","601","102","0","30","0","6114","1","0"
"10220204","202","2","4","22002","完成活動冒險 N-4","2025/07/01 16:00:00","9003","2","8","91002","1","20204","1","601","102","0","30","0","6114","1","0"
"10220205","202","2","5","22002","完成活動冒險 N-5","2025/07/01 16:00:00","9003","2","8","91002","1","20205","1","601","102","0","30","0","6114","1","0"
"10220206","202","2","6","22002","完成活動冒險 N-6","2025/07/01 16:00:00","9003","2","8","91002","1","20206","1","601","102","0","30","0","6114","1","0"
"10220207","202","2","7","22002","完成活動冒險 N-7","2025/07/01 16:00:00","9003","2","8","91002","1","20207","1","601","102","0","30","0","6114","1","0"
"10220208","202","2","8","22002","完成活動冒險 N-8","2025/07/01 16:00:00","9003","2","8","91002","1","20208","1","601","102","0","30","0","6114","1","0"
"10220209","202","2","9","22002","完成活動冒險 N-9","2025/07/01 16:00:00","9003","2","8","91002","1","20209","1","601","102","0","30","0","6114","1","0"
"10220210","202","2","10","22002","完成活動冒險 N-10","2025/07/01 16:00:00","9003","2","8","91002","1","20210","1","601","102","0","30","0","6114","1","0"
"10220211","202","2","11","22002","完成活動冒險 H-1","2025/07/01 16:00:00","9003","2","8","91002","3","20211","1","601","102","0","60","0","6114","1","0"
"10220212","202","2","12","22002","完成活動冒險 H-2","2025/07/01 16:00:00","9003","2","8","91002","3","20212","1","601","102","0","60","0","6114","1","0"
"10220213","202","2","13","22002","完成活動冒險 H-3","2025/07/01 16:00:00","9003","2","8","91002","3","20213","1","601","102","0","60","0","6114","1","0"
"10220301","203","2","1","90005","通過Boss戰（SCENARIO）","2025/07/01 16:00:00","9019","2","8","91002","10","20301","1","601","102","94002","50","12","6115","1","750000"
"10230101","301","2","1","62001","通過Boss戰（SPECIAL）的MODE1","2025/07/01 16:00:00","9016","3","8","91002","200","30101","1","601","102","0","30","0","6116","1","0"
"10230201","302","2","2","62001","通過Boss戰（SPECIAL）的MODE2","2025/07/01 16:00:00","9016","3","8","91002","200","30201","1","601","102","0","30","0","6116","1","0"
"10230301","303","12","3","94002","通過Boss戰（SPECIAL）","2025/07/01 16:00:00","9016","3","8","91002","120000","30301","1","601","102","0","30","0","6116","1","0"
"10230401","304","0","5","0","挑戰次數5次以內通過Boss戰（SPECIAL）","2025/07/01 16:00:00","9015","3","8","91002","0","30401","1","601","102","0","100","0","6116","1","0"
"10230501","305","0","1","0","通過Boss戰（SPECIAL+）的MODE1","2025/07/01 16:00:00","9026","3","12","94002","0","30501","1","601","102","0","500000","0","6117","1","0"
"10230601","306","0","2","0","通過Boss戰（SPECIAL+）的MODE2","2025/07/01 16:00:00","9026","3","12","94002","0","30601","1","601","102","0","500000","0","6117","1","0"
"10230701","307","12","5","94002","挑戰次數5次以內通過Boss戰（SPECIAL+）","2025/07/01 16:00:00","9027","3","4","140001","1000000","30701","1","601","102","0","20","0","6117","1","0"
"10310101","101","0","0","0","完成1次活動冒險","2026/03/01 16:00:00","9004","1","2","62001","0","10101","1","601","103","0","10","0","6114","1","0"
"10320101","201","12","1","94002","閱覽活動劇情序幕","2026/03/01 16:00:00","9002","2","2","62001","100000","20101","1","601","103","0","50","0","6113","2","0"
"10320102","201","12","2","94002","閱覽活動劇情 第1話","2026/03/01 16:00:00","9002","2","2","62001","100000","20102","1","601","103","0","50","0","6113","2","0"
"10320103","201","12","3","94002","閱覽活動劇情 第2話","2026/03/01 16:00:00","9002","2","2","62001","100000","20103","1","601","103","0","50","0","6113","2","0"
"10320104","201","12","4","94002","閱覽活動劇情 第3話","2026/03/01 16:00:00","9002","2","2","62001","100000","20104","1","601","103","0","50","0","6113","2","0"
"10320105","201","12","5","94002","閱覽活動劇情 第4話","2026/03/01 16:00:00","9002","2","2","62001","100000","20105","1","601","103","0","50","0","6113","2","0"
"10320106","201","12","6","94002","閱覽活動劇情 第5話","2026/03/01 16:00:00","9002","2","2","62001","100000","20106","1","601","103","0","50","0","6113","2","0"
"10320107","201","12","7","94002","在活動劇情 第6話找出真兇吧","2026/03/01 16:00:00","9002","2","2","62001","100000","20107","1","601","103","0","50","0","6113","2","0"
"10320108","201","12","8","94002","閱覽活動劇情終幕","2026/03/01 16:00:00","9002","2","2","62001","100000","20108","1","601","103","0","50","0","6113","2","0"
"10320201","202","2","1","22002","完成活動冒險 N-1","2026/03/01 16:00:00","9003","2","8","91002","1","20201","1","601","103","0","30","0","6114","1","0"
"10320202","202","2","2","22002","完成活動冒險 N-2","2026/03/01 16:00:00","9003","2","8","91002","1","20202","1","601","103","0","30","0","6114","1","0"
"10320203","202","2","3","22002","完成活動冒險 N-3","2026/03/01 16:00:00","9003","2","8","91002","1","20203","1","601","103","0","30","0","6114","1","0"
"10320204","202","2","4","22002","完成活動冒險 N-4","2026/03/01 16:00:00","9003","2","8","91002","1","20204","1","601","103","0","30","0","6114","1","0"
"10320205","202","2","5","22002","完成活動冒險 N-5","2026/03/01 16:00:00","9003","2","8","91002","1","20205","1","601","103","0","30","0","6114","1","0"
"10320206","202","2","6","22002","完成活動冒險 N-6","2026/03/01 16:00:00","9003","2","8","91002","1","20206","1","601","103","0","30","0","6114","1","0"
"10320207","202","2","7","22002","完成活動冒險 N-7","2026/03/01 16:00:00","9003","2","8","91002","1","20207","1","601","103","0","30","0","6114","1","0"
"10320208","202","2","8","22002","完成活動冒險 N-8","2026/03/01 16:00:00","9003","2","8","91002","1","20208","1","601","103","0","30","0","6114","1","0"
"10320209","202","2","9","22002","完成活動冒險 N-9","2026/03/01 16:00:00","9003","2","8","91002","1","20209","1","601","103","0","30","0","6114","1","0"
"10320210","202","2","10","22002","完成活動冒險 N-10","2026/03/01 16:00:00","9003","2","8","91002","1","20210","1","601","103","0","30","0","6114","1","0"
"10320211","202","2","11","22002","完成活動冒險 H-1","2026/03/01 16:00:00","9003","2","8","91002","3","20211","1","601","103","0","60","0","6114","1","0"
"10320212","202","2","12","22002","完成活動冒險 H-2","2026/03/01 16:00:00","9003","2","8","91002","3","20212","1","601","103","0","60","0","6114","1","0"
"10320213","202","2","13","22002","完成活動冒險 H-3","2026/03/01 16:00:00","9003","2","8","91002","3","20213","1","601","103","0","60","0","6114","1","0"
"10320301","203","2","1","90005","通過Boss戰（SCENARIO）","2026/03/01 16:00:00","9019","2","8","91002","10","20301","1","601","103","94002","50","12","6115","1","750000"
"10330101","301","2","1","62001","通過Boss戰（SPECIAL）的MODE1","2026/03/01 16:00:00","9016","3","8","91002","200","30101","1","601","103","0","30","0","6116","1","0"
"10330201","302","2","2","62001","通過Boss戰（SPECIAL）的MODE2","2026/03/01 16:00:00","9016","3","8","91002","200","30201","1","601","103","0","30","0","6116","1","0"
"10330301","303","12","3","94002","通過Boss戰（SPECIAL）","2026/03/01 16:00:00","9016","3","8","91002","120000","30301","1","601","103","0","30","0","6116","1","0"
"10330401","304","0","5","0","挑戰次數5次以內通過Boss戰（SPECIAL）","2026/03/01 16:00:00","9015","3","8","91002","0","30401","1","601","103","0","100","0","6116","1","0"
"10330501","305","0","1","0","通過Boss戰（SPECIAL+）的MODE1","2026/03/01 16:00:00","9026","3","12","94002","0","30501","1","601","103","0","500000","0","6117","1","0"
"10330601","306","0","2","0","通過Boss戰（SPECIAL+）的MODE2","2026/03/01 16:00:00","9026","3","12","94002","0","30601","1","601","103","0","500000","0","6117","1","0"
"10330701","307","12","5","94002","挑戰次數5次以內通過Boss戰（SPECIAL+）","2026/03/01 16:00:00","9027","3","4","140001","1000000","30701","1","601","103","0","20","0","6117","1","0"
"10410101","101","0","0","0","完成1次活動冒險","2026/06/01 16:00:00","9004","1","2","62001","0","10101","1","601","104","0","10","0","6114","1","0"
"10420101","201","12","1","94002","閱覽活動劇情序幕","2026/06/01 16:00:00","9002","2","2","62001","100000","20101","1","601","104","0","50","0","6113","2","0"
"10420102","201","12","2","94002","閱覽活動劇情 第1話","2026/06/01 16:00:00","9002","2","2","62001","100000","20102","1","601","104","0","50","0","6113","2","0"
"10420103","201","12","3","94002","閱覽活動劇情 第2話","2026/06/01 16:00:00","9002","2","2","62001","100000","20103","1","601","104","0","50","0","6113","2","0"
"10420104","201","12","4","94002","閱覽活動劇情 第3話","2026/06/01 16:00:00","9002","2","2","62001","100000","20104","1","601","104","0","50","0","6113","2","0"
"10420105","201","12","5","94002","閱覽活動劇情 第4話","2026/06/01 16:00:00","9002","2","2","62001","100000","20105","1","601","104","0","50","0","6113","2","0"
"10420106","201","12","6","94002","閱覽活動劇情 第5話","2026/06/01 16:00:00","9002","2","2","62001","100000","20106","1","601","104","0","50","0","6113","2","0"
"10420107","201","12","7","94002","閱覽活動劇情 第6話","2026/06/07 16:00:00","9002","2","2","62001","100000","20107","1","601","104","0","50","0","6113","2","0"
"10420108","201","12","8","94002","閱覽活動劇情 第7話","2026/06/07 16:00:00","9002","2","2","62001","100000","20108","1","601","104","0","50","0","6113","2","0"
"10420109","201","12","9","94002","閱覽活動劇情 第8話","2026/06/07 16:00:00","9002","2","2","62001","100000","20109","1","601","104","0","50","0","6113","2","0"
"10420110","201","12","10","94002","閱覽活動劇情 第9話","2026/06/07 16:00:00","9002","2","2","62001","100000","20110","1","601","104","0","50","0","6113","2","0"
"10420111","201","12","11","94002","閱覽活動劇情 第10話","2026/06/13 16:00:00","9002","2","2","62001","100000","20111","1","601","104","0","50","0","6113","2","0"
"10420112","201","12","12","94002","閱覽活動劇情 第11話","2026/06/13 16:00:00","9002","2","2","62001","100000","20112","1","601","104","0","50","0","6113","2","0"
"10420113","201","12","13","94002","閱覽活動劇情 第12話","2026/06/13 16:00:00","9002","2","2","62001","100000","20113","1","601","104","0","50","0","6113","2","0"
"10420114","201","12","14","94002","閱覽活動劇情終幕","2026/06/13 16:00:00","9002","2","2","62001","100000","20114","1","601","104","0","50","0","6113","2","0"
"10420115","201","12","15","94002","閱覽活動劇情結局","2026/06/13 16:00:00","9002","2","2","62001","100000","20115","1","601","104","0","50","0","6113","2","0"
"10420201","202","2","1","22002","完成前篇活動冒險 N-1","2026/06/01 16:00:00","9003","2","8","91002","1","20201","1","601","104","0","30","0","6114","1","0"
"10420202","202","2","2","22002","完成前篇活動冒險 N-2","2026/06/01 16:00:00","9003","2","8","91002","1","20202","1","601","104","0","30","0","6114","1","0"
"10420203","202","2","3","22002","完成前篇活動冒險 N-3","2026/06/01 16:00:00","9003","2","8","91002","1","20203","1","601","104","0","30","0","6114","1","0"
"10420204","202","2","4","22002","完成前篇活動冒險 N-4","2026/06/01 16:00:00","9003","2","8","91002","1","20204","1","601","104","0","30","0","6114","1","0"
"10420205","202","2","5","22002","完成前篇活動冒險 N-5","2026/06/01 16:00:00","9003","2","8","91002","1","20205","1","601","104","0","30","0","6114","1","0"
"10420206","202","2","6","22002","完成前篇活動冒險 N-6","2026/06/01 16:00:00","9003","2","8","91002","1","20206","1","601","104","0","30","0","6114","1","0"
"10420207","202","2","7","22002","完成前篇活動冒險 N-7","2026/06/01 16:00:00","9003","2","8","91002","1","20207","1","601","104","0","30","0","6114","1","0"
"10420208","202","2","8","22002","完成前篇活動冒險 H-1","2026/06/01 16:00:00","9003","2","8","91002","3","20208","1","601","104","0","60","0","6114","1","0"
"10420209","202","2","9","22002","完成前篇活動冒險 H-2","2026/06/01 16:00:00","9003","2","8","91002","3","20209","1","601","104","0","60","0","6114","1","0"
"10420210","202","2","10","22002","完成中篇活動冒險 N-1","2026/06/07 16:00:00","9003","2","8","91002","1","20210","1","601","104","0","30","0","6114","1","0"
"10420211","202","2","11","22002","完成中篇活動冒險 N-2","2026/06/07 16:00:00","9003","2","8","91002","1","20211","1","601","104","0","30","0","6114","1","0"
"10420212","202","2","12","22002","完成中篇活動冒險 N-3","2026/06/07 16:00:00","9003","2","8","91002","1","20212","1","601","104","0","30","0","6114","1","0"
"10420213","202","2","13","22002","完成中篇活動冒險 N-4","2026/06/07 16:00:00","9003","2","8","91002","1","20213","1","601","104","0","30","0","6114","1","0"
"10420214","202","2","14","22002","完成中篇活動冒險 N-5","2026/06/07 16:00:00","9003","2","8","91002","1","20214","1","601","104","0","30","0","6114","1","0"
"10420215","202","2","15","22002","完成中篇活動冒險 N-6","2026/06/07 16:00:00","9003","2","8","91002","1","20215","1","601","104","0","30","0","6114","1","0"
"10420216","202","2","16","22002","完成中篇活動冒險 H-1","2026/06/07 16:00:00","9003","2","8","91002","3","20216","1","601","104","0","60","0","6114","1","0"
"10420217","202","2","17","22002","完成中篇活動冒險 H-2","2026/06/07 16:00:00","9003","2","8","91002","3","20217","1","601","104","0","60","0","6114","1","0"
"10420218","202","2","18","22002","完成後篇活動冒險 N-1","2026/06/13 16:00:00","9003","2","8","91002","1","20218","1","601","104","0","30","0","6114","1","0"
"10420219","202","2","19","22002","完成後篇活動冒險 N-2","2026/06/13 16:00:00","9003","2","8","91002","1","20219","1","601","104","0","30","0","6114","1","0"
"10420220","202","2","20","22002","完成後篇活動冒險 N-3","2026/06/13 16:00:00","9003","2","8","91002","1","20220","1","601","104","0","30","0","6114","1","0"
"10420221","202","2","21","22002","完成後篇活動冒險 N-4","2026/06/13 16:00:00","9003","2","8","91002","1","20221","1","601","104","0","30","0","6114","1","0"
"10420222","202","2","22","22002","完成後篇活動冒險 N-5","2026/06/13 16:00:00","9003","2","8","91002","1","20222","1","601","104","0","30","0","6114","1","0"
"10420223","202","2","23","22002","完成後篇活動冒險 N-6","2026/06/13 16:00:00","9003","2","8","91002","1","20223","1","601","104","0","30","0","6114","1","0"
