a95476a9210bbc0e56cfa2ea59a56ffd98f6fa5d8753d99f085c9c3d072c96fd,c924ddb93a11acb5456fd476f1a87e8e530221c9b8c284a646ddcc47e406728e,f59bde21e4d49f34a2de86a82fccc3e8894288b58f1f49288343e5240a86163f,c513b0953e864365fcc5db84cfa8669dfd7261b96bebfa840f3e2d59de7f930a,d2740e763f9f6a2952b98da9d3afab960e6b56f8fe0d49b8630827962c4d08ac,c56dd038655bdb8a94209c1bb0d4b81944d61b96f757a81186352b8d41626455,a23cae0e51a50864cb6bae1e4cf975ef5ccc68f0cc44583175269bec0ad6f9b3,92442120f0c133a61a8950df7fe7fa034946acac151f6210ff1f8beb8e64b4dd,7afff14434002b4f9ce87452043f2a9a42bc16731da6ece5a72722c575be3f52
"130","23001","11001002","6","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","2"
"131","93001","28007001","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","6"
"132","93001","28007002","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","6"
"133","93001","28007003","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","6"
"134","91002","26013001","30","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"135","91002","26014001","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"136","91002","21011001","80","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"137","22003","21011001","2","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"138","91002","26015001","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"139","91002","26015002","10","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"140","91002","21102002","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"141","91002","28002015","400","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"142","94002","28002015","500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"143","90007","28002015","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"144","91002","28002016","400","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"145","94002","28002016","500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"146","90007","28002016","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"147","91002","28002017","400","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"148","94002","28002017","3000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"149","90007","28002017","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"150","91002","28002018","600","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"151","94002","28002018","3000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"152","90007","28002018","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"153","91002","28002019","600","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"154","94002","28002019","3000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"155","90007","28002019","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"156","91002","28002020","600","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"157","94002","28002020","5000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"158","90007","28002020","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"159","91002","28002021","600","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"160","94002","28002021","5000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"161","90007","28002021","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"162","91002","28002022","600","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"163","94002","28002022","5000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"164","90007","28002022","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"165","91002","28002023","600","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"166","94002","28002023","5000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"167","90007","28002023","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"168","91002","28002024","600","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"169","94002","28002024","5000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"170","90007","28002024","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"171","91002","28002025","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"172","94002","28002025","7500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"173","90007","28002025","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"174","91002","28002026","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"175","94002","28002026","7500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"176","90007","28002026","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"177","91002","28002027","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"178","94002","28002027","7500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"179","90007","28002027","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"180","91002","28002028","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"181","94002","28002028","10000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"182","90007","28002028","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"183","91002","28002029","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"184","94002","28002029","10000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"185","90007","28002029","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"186","91002","28002030","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"187","94002","28002030","10000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"188","90007","28002030","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"189","91002","28002031","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"190","94002","28002031","10000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"191","90007","28002031","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"192","91002","28002032","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"193","94002","28002032","10000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"194","90007","28002032","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"195","91002","28002033","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"196","94002","28002033","15000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"197","90007","28002033","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"198","91002","28002034","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"199","94002","28002034","15000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"200","90007","28002034","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"201","91002","28002035","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"202","94002","28002035","15000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"203","90007","28002035","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"204","91002","28002036","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"205","94002","28002036","15000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"206","90007","28002036","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"207","91002","28002037","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"208","94002","28002037","15000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"209","90007","28002037","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"210","91002","28002038","1100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"211","94002","28002038","15000000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"212","90007","28002038","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"213","91002","26003002","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"214","94002","26003002","10000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"215","91002","26003003","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"216","94002","26003003","10000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"217","91002","26003004","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"218","94002","26003004","10000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"219","91002","26003005","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"220","94002","26003005","50000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"221","91002","26003006","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"222","94002","26003006","50000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"223","91002","26003007","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"224","94002","26003007","100000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"225","91002","26003008","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"226","94002","26003008","100000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"227","91002","26003009","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"228","94002","26003009","100000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"229","91002","26003010","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"230","94002","26003010","100000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"231","91002","26003011","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"232","94002","26003011","200000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"233","91002","26003012","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"234","94002","26003012","200000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"235","91002","26003013","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"236","94002","26003013","200000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"237","91002","26003014","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"238","94002","26003014","500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"239","91002","26003015","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"240","94002","26003015","500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"241","91002","26003016","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"242","94002","26003016","500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"243","91002","26003017","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"244","94002","26003017","500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"245","91002","26003018","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"246","94002","26003018","500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"247","91002","26003019","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"248","94002","26003019","500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"249","91002","26003020","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"250","94002","26003020","500000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"251","91002","26003021","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"252","94002","26003021","750000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"253","91002","26003022","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"254","94002","26003022","750000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"255","91002","26003023","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"256","94002","26003023","750000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"257","91002","26003024","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"258","94002","26003024","750000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"259","91002","26003025","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"260","94002","26003025","750000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"261","91002","26003026","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"262","94002","26003026","750000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"263","91002","26003027","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"264","94002","26003027","750000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"265","91002","26002011","350","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"266","91002","26002012","350","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"267","91002","26002013","350","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"268","91002","26002014","350","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"269","91002","26002015","550","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"270","91002","26002016","550","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"271","91002","26002017","550","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"272","91002","26002018","550","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"273","91002","26002019","550","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"274","91002","26002020","800","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"275","91002","26002021","800","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"276","91002","26002022","800","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"277","91002","26002023","800","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"278","91002","26002024","800","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"279","91002","26002025","800","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"280","91002","26002026","800","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"281","91002","26002027","800","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"282","91002","26002028","800","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"283","91002","26002029","800","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"284","91002","26002030","1000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"285","91002","26002031","1000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"286","0","28012001","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","5"
"287","94002","28012001","100000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"288","0","27004001","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","5"
"289","94002","27004001","100000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"290","0","27004002","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","5"
"291","94002","27004002","100000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"292","91002","11402001","10","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"293","0","15004001","60","199","2023/04/17 05:00:00","1","2030/12/31 23:59:59","5"
"294","90007","15004001","100","199","2023/04/17 05:00:00","1","2030/12/31 23:59:59","2"
"295","0","15004001","30","-1","2023/04/17 05:00:00","200","2030/12/31 23:59:59","5"
"296","90007","15004001","100","-1","2023/04/17 05:00:00","200","2030/12/31 23:59:59","2"
"297","91002","21005039","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
