aef2434af5e04883aee951e3f32f76784c72ca6d7fccbba1e37e3b5eb3f062bf,fb089b23f98a3b3dd805e9eafae38b63f64cb1234927135f4268bb8b07ea170c,5a0bed4c7e7a7a083682a475ed7973459a028a78d1f0fc281b9d7363b20f91cb,aa84c01dc579c1a59aa8d7db6e52e10d3004b41316fa06421f0448067fb96838,e262ef29f7c84055bc74d12a2f2d5a9150ec1da4a2fc6b92dab84f277b26bc41,4fc67f6b48780d04b4f043357c2e6a9b90916ef3fdc5c297663ce09e16fb0091,d69fab61c4db944d9610a7e5821f75ca5b0aba76c708e95b2e96312cce918046,a3ff71a3c61a9d743ab96d511730c7282af9310656e668ceaf60e4c3c04c8166,e5a5c1a04f6df9f378e0078ed7b8d146b79a09d69ac1de1077d9fd4eda5f0183,cf3cd2b35519c186ff7199656765b455006b136f2e861c29dd2a1bd4e2dc8984,4534c489e86227ebe6bf86b6cf49e339840f45447c09aa546bc1612af3fcc069
"0","2002006","閱覽主線劇情第2章全部","0","16","1","0","10101015","10101015","1","10101"
"0","11004010","通過主線冒險（NORMAL） 4-10","0","11","1","99010","10101016","10101016","1","10101"
"0","12002002","通過主線冒險（HARD） 2-2","0","11","1","0","10101017","10101017","1","10101"
"0","1058","將與貪吃佩可的羈絆Rank升到4","0","3","1","0","10101018","10101018","4","10101"
"0","105801","將貪吃佩可升到★3","0","4","1","0","10101019","10101019","3","10101"
"0","11005013","通過主線冒險（NORMAL） 5-13","0","11","1","0","10101020","10101020","1","10101"
"0","2003010","閱覽主線劇情第3章全部","0","16","1","0","10101021","10101021","1","10101"
"0","12004001","通過主線冒險（HARD） 4-1","0","11","1","0","10101022","10101022","1","10101"
"0","105901","將可可蘿升到★3","0","4","1","0","10101023","10101023","3","10101"
"0","11006014","通過主線冒險（NORMAL） 6-14","0","11","1","0","10101024","10101024","1","10101"
"0","11007014","通過主線冒險（NORMAL） 7-14","0","11","1","99010","10101025","10101025","1","10101"
"0","1010101","將主線劇情第1部step1任務全部通關","0","17","1","0","10101026","10101026","24","10101"
"0","11009002","通過主線冒險（NORMAL） 9-2","0","11","1","99010","10102001","10102001","1","10102"
"0","2004010","閱覽主線劇情第4章全部","0","16","1","0","10102002","10102002","1","10102"
"0","18001","通過1次聖跡調查冒險","0","13","1","0","10102003","10102003","1","10102"
"0","105801","裝備貪吃佩可的專用裝備１","0","5","1","0","10102004","10102004","1","10102"
"0","105901","裝備可可蘿的專用裝備１","0","5","1","0","10102005","10102005","1","10102"
"0","12006001","通過主線冒險（HARD） 6-1","0","11","1","0","10102006","10102006","1","10102"
"0","100201","將優衣升到★3","0","4","1","0","10102007","10102007","3","10102"
"99010","11009015","通過主線冒險（NORMAL） 9-15","0","11","1","31058","10102008","10102008","1","10102"
"0","105801","將貪吃佩可升到★4","0","4","1","0","10102009","10102009","4","10102"
"99018","11010017","通過主線冒險（NORMAL） 10-17","0","11","1","99010","10102010","10102010","1","10102"
"0","2005010","閱覽主線劇情第5章全部","0","16","1","0","10102011","10102011","1","10102"
"99018","11011017","通過主線冒險（NORMAL） 11-17","0","11","1","99010","10102012","10102012","1","10102"
"0","1010201","將主線劇情第1部step2任務全部通關","0","17","1","0","10102013","10102013","12","10102"
"0","12008001","通過主線冒險（HARD） 8-1","0","11","1","0","10103001","10103001","1","10103"
"0","100201","將優衣升到★4","0","4","1","0","10103002","10103002","4","10103"
"0","2006099","閱覽主線劇情第6章全部","0","16","1","0","10103003","10103003","1","10103"
"99010","11012017","通過主線冒險（NORMAL） 12-17","0","11","1","31059","10103004","10103004","1","10103"
"0","105901","將可可蘿升到★4","0","4","1","0","10103005","10103005","4","10103"
"0","11013017","通過主線冒險（NORMAL） 13-17","0","11","1","0","10103006","10103006","1","10103"
"0","11014014","通過主線冒險（NORMAL） 14-14","0","11","1","0","10103007","10103007","1","10103"
"0","101001","將真步升到★4","0","4","1","0","10103008","10103008","4","10103"
"0","2007099","閱覽主線劇情第7章全部","0","16","1","0","10103009","10103009","1","10103"
"0","11015014","通過主線冒險（NORMAL） 15-14","0","11","1","0","10103010","10103010","1","10103"
"0","102801","將咲戀升到★4","0","4","1","0","10103011","10103011","4","10103"
"0","1010301","將主線劇情第1部step3任務全部通關","0","17","1","0","10103012","10103012","11","10103"
"0","11016014","通過主線冒險（NORMAL） 16-14","0","11","1","0","10104001","10104001","1","10104"
"0","104301","將真琴升到★4","0","4","1","0","10104002","10104002","4","10104"
"0","2008099","閱覽主線劇情第8章全部","0","16","1","0","10104003","10104003","1","10104"
"0","11017014","通過主線冒險（NORMAL） 17-14","0","11","1","0","10104004","10104004","1","10104"
"0","1058","將與貪吃佩可的羈絆Rank升到8","0","3","1","0","10104005","10104005","8","10104"
"0","105801","將貪吃佩可升到★5","0","4","1","0","10104006","10104006","5","10104"
"0","11018014","通過主線冒險（NORMAL） 18-14","0","11","1","0","10104007","10104007","1","10104"
"0","105901","將可可蘿升到★5","0","4","1","0","10104008","10104008","5","10104"
"0","2009099","閱覽主線劇情第9章全部","0","16","1","0","10104009","10104009","1","10104"
"0","19001","通過1次神殿調查冒險","0","13","1","0","10104010","10104010","1","10104"
"0","12018003","通過主線冒險（HARD） 18-3","0","11","1","0","10104011","10104011","1","10104"
"0","13018001","通過主線冒險（VERY HARD） 18-1","0","11","1","0","10104012","10104012","1","10104"
"0","105801","將貪吃佩可升到★6","0","4","1","0","10104013","10104013","6","10104"
"0","1010401","將主線劇情第1部step4任務全部通關","0","17","1","0","10104014","10104014","13","10104"
"0","11019014","通過主線冒險（NORMAL） 19-14","0","11","1","0","10105001","10105001","1","10105"
"0","104901","將靜流升到★4","0","4","1","0","10105002","10105002","4","10105"
"0","11020014","通過主線冒險（NORMAL） 20-14","0","11","1","0","10105003","10105003","1","10105"
"0","2010099","閱覽主線劇情第10章全部","0","16","1","0","10105004","10105004","1","10105"
"0","11021014","通過主線冒險（NORMAL） 21-14","0","11","1","0","10105005","10105005","1","10105"
"0","100201","將優衣升到★5","0","4","1","0","10105006","10105006","5","10105"
"0","11022014","通過主線冒險（NORMAL） 22-14","0","11","1","0","10105007","10105007","1","10105"
"0","2011099","閱覽主線劇情第11章全部","0","16","1","0","10105008","10105008","1","10105"
"0","13018002","通過主線冒險（VERY HARD） 18-2","0","11","1","0","10105009","10105009","1","10105"
"0","105901","將可可蘿升到★6","0","4","1","0","10105010","10105010","6","10105"
"0","1010501","將主線劇情第1部step5任務全部通關","0","17","1","0","10105011","10105011","10","10105"
"0","11023014","通過主線冒險（NORMAL） 23-14","0","11","1","0","10106001","10106001","1","10106"
"0","11024014","通過主線冒險（NORMAL） 24-14","0","11","1","0","10106002","10106002","1","10106"
"0","2012099","閱覽主線劇情第12章全部","0","16","1","0","10106003","10106003","1","10106"
"0","13018003","通過主線冒險（VERY HARD） 18-3","0","11","1","0","10106004","10106004","1","10106"
"0","106001","將凱留升到★6","0","4","1","0","10106005","10106005","6","10106"
"0","11025014","通過主線冒險（NORMAL） 25-14","0","11","1","0","10106006","10106006","1","10106"
"0","101101","將璃乃升到★4","0","4","1","0","10106007","10106007","4","10106"
"0","11026014","通過主線冒險（NORMAL） 26-14","0","11","1","0","10106008","10106008","1","10106"
"0","2013099","閱覽主線劇情第13章全部","0","16","1","0","10106009","10106009","1","10106"
"0","1010601","將主線劇情第1部step6任務全部通關","0","17","1","0","10106010","10106010","9","10106"
"0","11027014","通過主線冒險（NORMAL） 27-14","0","11","1","0","10107001","10107001","1","10107"
"0","1","進行任一角色的角色Lv突破極限","0","34","1","0","10107002","10107002","1","10107"
"0","11028014","通過主線冒險（NORMAL） 28-14","0","11","1","0","10107003","10107003","1","10107"
"0","2014099","閱覽主線劇情第14章全部","0","16","1","0","10107004","10107004","1","10107"
"0","11029014","通過主線冒險（NORMAL） 29-14","0","11","1","0","10107005","10107005","1","10107"
"0","11030014","通過主線冒險（NORMAL） 30-14","0","11","1","0","10107006","10107006","1","10107"
"0","9000001","通關王都終末決戰","0","15","1","0","10107007","10107007","1","10107"
"0","2015009","閱覽主線劇情第15章全部","0","16","1","0","10107008","10107008","1","10107"
"0","11031014","通過主線冒險（NORMAL） 31-14","0","11","1","0","10201001","10201001","1","10201"
"0","11032014","通過主線冒險（NORMAL） 32-14","0","11","1","0","10201002","10201002","1","10201"
"0","2101014","閱覽主線劇情第2部第1章全部","0","16","1","0","10201003","10201003","1","10201"
"0","11033014","通過主線冒險（NORMAL） 33-14","0","11","1","0","10201004","10201004","1","10201"
"0","11034014","通過主線冒險（NORMAL） 34-14","0","11","1","0","10201005","10201005","1","10201"
"0","2102099","閱覽主線劇情第2部第2章全部","0","16","1","0","10201006","10201006","1","10201"
"0","11035014","通過主線冒險（NORMAL） 35-14","0","11","1","0","10201007","10201007","1","10201"
"0","1020101","將主線劇情第2部step1任務全部通關","0","17","1","0","10201008","10201008","7","10201"
"0","11036014","通過主線冒險（NORMAL） 36-14","0","11","1","0","10202001","10202001","1","10202"
"0","11037014","通過主線冒險（NORMAL） 37-14","0","11","1","0","10202002","10202002","1","10202"
"0","2103099","閱覽主線劇情第2部第3章全部","0","16","1","0","10202003","10202003","1","10202"
"0","106401","裝備雪菲的專用裝備１","0","5","1","0","10202004","10202004","1","10202"
"0","11038014","通過主線冒險（NORMAL） 38-14","0","11","1","0","10202005","10202005","1","10202"
"0","11039014","通過主線冒險（NORMAL）39-14","0","11","1","0","10202006","10202006","1","10202"
"0","2104099","閱覽主線劇情第2部第4章全部","0","16","1","0","10202007","10202007","1","10202"
"0","11040014","通過主線冒險（NORMAL）40-14","0","11","1","0","10202008","10202008","1","10202"
"0","1020201","將主線劇情第2部step2任務全部通關","0","17","1","0","10202009","10202009","8","10202"
"0","11041014","通過主線冒險（NORMAL）41-14","0","11","1","0","10203001","10203001","1","10203"
"0","2105099","閱覽主線劇情第2部第5章全部","0","16","1","0","10203002","10203002","1","10203"
"0","11042014","通過主線冒險（NORMAL）42-14","0","11","1","0","10203003","10203003","1","10203"
"0","11043014","通過主線冒險（NORMAL）43-14","0","11","1","0","10203004","10203004","1","10203"
"0","2106099","閱覽主線劇情第2部第6章全部","0","16","1","0","10203005","10203005","1","10203"
"0","11044014","通過主線冒險（NORMAL）44-14","0","11","1","0","10203006","10203006","1","10203"
"0","11045014","通過主線冒險（NORMAL）45-14","0","11","1","0","10203007","10203007","1","10203"
"0","2107099","閱覽主線劇情第2部第7章全部","0","16","1","0","10203008","10203008","1","10203"
"0","1020301","將主線劇情第2部step3任務全部通關","0","17","1","0","10203009","10203009","8","10203"
"0","11046014","通過主線冒險（NORMAL）46-14","0","11","1","0","10204001","10204001","1","10204"
"0","11047014","通過主線冒險（NORMAL）47-14","0","11","1","0","10204002","10204002","1","10204"
"0","2108099","閱覽主線劇情第2部第8章全部","0","16","1","0","10204003","10204003","1","10204"
"0","106401","將雪菲升到★4","0","4","1","0","10204004","10204004","4","10204"
"0","11048014","通過主線冒險（NORMAL）48-14","0","11","1","0","10204005","10204005","1","10204"
"0","11049014","通過主線冒險（NORMAL）49-14","0","11","1","0","10204006","10204006","1","10204"
"0","11050014","通過主線冒險（NORMAL）50-14","0","11","1","0","10204007","10204007","1","10204"
"0","2109099","閱覽主線劇情第2部第9章全部","0","16","1","0","10204008","10204008","1","10204"
"0","106401","將雪菲升到★5","0","4","1","0","10204009","10204009","5","10204"
"0","1020401","將主線劇情第2部step4任務全部通關","0","17","1","0","10204010","10204010","9","10204"
"0","11051014","通過主線冒險（NORMAL）51-14","0","11","1","0","10205001","10205001","1","10205"
"0","11052014","通過主線冒險（NORMAL）52-14","0","11","1","0","10205002","10205002","1","10205"
"0","2110099","閱覽主線劇情第2部第10章全部","0","16","1","0","10205003","10205003","1","10205"
"0","11053014","通過主線冒險（NORMAL）53-14","0","11","1","0","10205004","10205004","1","10205"
"0","11054014","通過主線冒險（NORMAL）54-14","0","11","1","0","10205005","10205005","1","10205"
"0","2111099","閱覽主線劇情第2部第11章全部","0","16","1","0","10205006","10205006","1","10205"
"0","11055014","通過主線冒險（NORMAL）55-14","0","11","1","0","10205007","10205007","1","10205"
"0","11056014","通過主線冒險（NORMAL）56-14","0","11","1","0","10205008","10205008","1","10205"
"0","2112099","閱覽主線劇情第2部第12章全部","0","16","1","0","10205009","10205009","1","10205"
"0","11057014","通過主線冒險（NORMAL）57-14","0","11","1","0","10205010","10205010","1","10205"
"0","11058014","通過主線冒險（NORMAL）58-14","0","11","1","0","10205011","10205011","1","10205"
"0","2113099","閱覽主線劇情第2部第13章全部","0","16","1","0","10205012","10205012","1","10205"
"0","1020501","將主線劇情第2部step5任務全部通關","0","17","1","0","10205013","10205013","12","10205"
"0","11059014","通過主線冒險（NORMAL）59-14","0","11","1","0","10206001","10206001","1","10206"
"0","2114099","閱覽主線劇情第2部第14章全部","0","16","1","0","10206002","10206002","1","10206"
"0","106401","將雪菲升到★6","0","4","1","0","10206003","10206003","6","10206"
"0","105801","裝備貪吃佩可的專用裝備２","0","6","1","0","10206004","10206004","1","10206"
"0","106001","裝備凱留的專用裝備２","0","6","1","0","10206005","10206005","1","10206"
"0","105901","裝備可可蘿的專用裝備２","0","6","1","0","10206006","10206006","1","10206"
"0","11060014","通過主線冒險（NORMAL）60-14","0","11","1","0","10206007","10206007","1","10206"
"0","2115099","閱覽主線劇情第2部第15章全部","0","16","1","0","10206008","10206008","1","10206"
"0","11061014","通過主線冒險（NORMAL）61-14","0","11","1","0","10206009","10206009","1","10206"
"0","11062014","通過主線冒險（NORMAL）62-14","0","11","1","0","10206010","10206010","1","10206"
"0","9000003","通關終炎的理想鄉","0","15","1","0","10206011","10206011","1","10206"
"0","2116099","閱覽主線劇情第2部第16章全部","0","16","1","0","10206012","10206012","1","10206"
"0","1020601","將主線劇情第2部step6任務全部通關","0","17","1","0","10206013","10206013","12","10206"
"0","11063001","通過主線冒險（NORMAL）63-1","0","11","1","0","10207001","10207001","1","10207"
"0","10207002","通過紅焰的深域1-1","0","19","1","0","10207002","10207002","1","10207"
"0","10207003","通過蒼波的深域1-1","0","19","1","0","10207003","10207003","1","10207"
"0","10207004","通過翠嵐的深域1-1","0","19","1","0","10207004","10207004","1","10207"
"0","10207005","通過珀天的深域1-1","0","19","1","0","10207005","10207005","1","10207"
"0","10207006","通過紫冥的深域1-1","0","19","1","0","10207006","10207006","1","10207"
