f83c23469e532573b9615fe71b76f051c35496756150a4d135d5012b7b104893,39c8b3ec853158fa73ce30873e1ad6a5bd360f2bb2587020a2a998d1cdcdd2f8,1aa53c5d6292b7ccacb9f716acf62ea758a183f730a00975dd25549dc8253895,a125dfc0d5a115d5179db60cf9bc99cc783b60119362f32da1979e238bd119a8,5c4c105bfa92ffbf664e1a2b0b6cc7e7657079d83ca997bc92206c470d189462,4b6adac4b3b4f8ccf4cf81e5034149f04905c0246db3bfdcb1e95a5971f6bec7,eddc4118eccc5ba4489e51bb9efcd4ac82a1945f7e66693855ceadfd11cba7cc,9eeb2c0f1cbcfa4652b686efcb9d1bb0867621ed86c0ea523c85ae493bcb40f8,c00585138b6667cca738b9366a79230476450c1171f699262c4424f8988b7b82,2338b8e1c83c6c29cea9d85c599efbfdb26ac972c243c0b02338d8a5252784b4,fe2a64aec20175087c7ccbec85b9f7126b65fbb8223b8642292e18c9c1c0bb1e,15dcbc45bab73e891ccb05e2a89ef6725eff50ec418f1aae39c3295f0e68725a
"vo_10011600","0","0","0","vo_10011600_1515","15","0","1150045","2","0","45","0"
"0","1.32987012987013","400","720","0","15","9","1150046","1","0","46","0"
"vo_10011600","0","0","0","vo_10011600_1601","16","0","1160001","2","0","1","0"
"0","0.623376623376623","0","150","0","16","1","1160002","1","0","2","0"
"0","0","0","0","0","16","1","1160003","4","2.12337662337662","3","1"
"vo_10011600","0","0","0","vo_10011600_1602","16","0","1160004","2","0","4","0"
"0","3.63636363636364","0","716","0","16","2","1160005","1","0","5","0"
"0","0","0","0","0","16","2","1160006","4","5.13636363636364","6","1"
"vo_10011600","0","0","0","vo_10011600_1603","16","0","1160007","2","0","7","0"
"0","1.18441558441558","0","396","0","16","3","1160008","1","0","8","0"
"0","0","0","0","0","16","3","1160009","4","2.18441558441558","9","1"
"vo_10011600","0","0","0","vo_10011600_1604","16","0","1160010","2","0","10","0"
"0","0.353246753246753","396","460","0","16","3","1160011","1","0","11","0"
"0","0","0","0","0","16","3","1160012","4","0.553246753246753","12","1"
"vo_10011600","0","0","0","vo_10011600_1605","16","0","1160013","2","0","13","0"
"0","1.1012987012987","460","704","0","16","3","1160014","1","0","14","0"
"0","0","0","0","0","16","3","1160015","4","1.1012987012987","15","1"
"0","1.95324675324675","0","458","0","16","4","1160016","1","0","16","0"
"0","0","0","0","0","16","4","1160017","4","2.45324675324675","17","1"
"vo_10011600","0","0","0","vo_10011600_1606","16","0","1160018","2","0","18","0"
"0","0.78961038961039","458","758","0","16","4","1160019","1","0","19","0"
"0","0","0","0","0","16","4","1160020","4","1.78961038961039","20","1"
"vo_10011600","0","0","0","vo_10011600_1607","16","0","1160021","2","0","21","0"
"0","1.99480519480519","0","492","0","16","5","1160022","1","0","22","0"
"0","0","0","0","0","16","5","1160023","4","2.99480519480519","23","1"
"vo_10011600","0","0","0","vo_10011600_1608","16","0","1160024","2","0","24","0"
"0","0.748051948051948","492","712","0","16","5","1160025","1","0","25","0"
"0","0","0","0","0","16","5","1160026","4","1.99805194805195","26","1"
"vo_10011600","0","0","0","vo_10011600_1609","16","0","1160027","2","0","27","0"
"0","1.53766233766234","0","260","0","16","6","1160028","1","0","28","0"
"0","0","0","0","0","16","6","1160029","4","2.13766233766234","29","1"
"vo_10011600","0","0","0","vo_10011600_1610","16","0","1160030","2","0","30","0"
"0","1.41298701298701","260","728","0","16","6","1160031","1","0","31","0"
"0","0","0","0","0","16","6","1160032","4","1.41298701298701","32","1"
"0","0.78961038961039","0","165","0","16","7","1160033","1","0","33","0"
"0","0","0","0","0","16","7","1160034","4","2.33961038961039","34","1"
"vo_10011600","0","0","0","vo_10011600_1611","16","0","1160035","2","0","35","0"
"0","0.706493506493507","165","341","0","16","7","1160036","1","0","36","0"
"0","0","0","0","0","16","7","1160037","4","1.00649350649351","37","1"
"vo_10011600","0","0","0","vo_10011600_1612","16","0","1160038","2","0","38","0"
"0","1.45454545454545","341","710","0","16","7","1160039","1","0","39","0"
"0","0","0","0","0","16","7","1160040","4","2.95454545454545","40","1"
"vo_10011600","0","0","0","vo_10011600_1613","16","0","1160041","2","0","41","0"
"0","0.249350649350649","710","770","0","16","7","1160042","1","0","42","0"
"0","0","0","0","0","16","7","1160043","4","0.749350649350649","43","1"
"vo_10011600","0","0","0","vo_10011600_1614","16","0","1160044","2","0","44","0"
"0","2.31896103896104","0","522","0","16","8","1160045","1","0","45","0"
"0","0","0","0","0","16","8","1160046","4","3.71896103896104","46","1"
"vo_10011600","0","0","0","vo_10011600_1615","16","0","1160047","2","0","47","0"
"0","0.714805194805195","522","730","0","16","8","1160048","1","0","48","0"
"0","0","0","0","0","16","8","1160049","4","2.71480519480519","49","1"
"0","0.01","0","560","0","16","9","1160050","1","0","50","0"
"0","0","0","0","0","16","9","1160051","4","0","51","1"
"vo_10011600","0","0","0","vo_10011600_1616","16","0","1160052","2","0","52","0"
"0","0.623376623376623","560","710","0","16","9","1160053","1","0","53","0"
"vo_10011600","0","0","0","vo_10011600_1701","17","0","1170001","2","0","1","0"
"0","0.664935064935065","0","160","0","17","1","1170002","1","0","2","0"
"0","0","0","0","0","17","1","1170003","4","2.16493506493507","3","1"
"vo_10011600","0","0","0","vo_10011600_1702","17","0","1170004","2","0","4","0"
"0","0.730519480519481","0","125","0","17","2","1170005","1","0","5","0"
"0","0","0","0","0","17","2","1170006","4","1.53051948051948","6","1"
"vo_10011600","0","0","0","vo_10011600_1703","17","0","1170007","2","0","7","0"
"0","3.35064935064935","125","770","0","17","2","1170008","1","0","8","0"
"0","0","0","0","0","17","2","1170009","4","4.85064935064935","9","1"
"vo_10011600","0","0","0","vo_10011600_1704","17","0","1170010","2","0","10","0"
"0","0.851948051948052","0","205","0","17","3","1170011","1","0","11","0"
"0","0","0","0","0","17","3","1170012","4","2.10194805194805","12","1"
"vo_10011600","0","0","0","vo_10011600_1705","17","0","1170013","2","0","13","0"
"0","2.72727272727273","205","730","0","17","3","1170014","1","0","14","0"
"0","0","0","0","0","17","3","1170015","4","4.47727272727273","15","1"
"vo_10011600","0","0","0","vo_10011600_1706","17","0","1170016","2","0","16","0"
"0","1.66233766233766","0","432","0","17","4","1170017","1","0","17","0"
"0","0","0","0","0","17","4","1170018","4","2.86233766233766","18","1"
"vo_10011600","0","0","0","vo_10011600_1707","17","0","1170019","2","0","19","0"
"0","1.28831168831169","432","710","0","17","4","1170020","1","0","20","0"
"0","0","0","0","0","17","4","1170021","4","3.03831168831169","21","1"
"vo_10011600","0","0","0","vo_10011600_1708","17","0","1170022","2","0","22","0"
"0","2.36883116883117","0","718","0","17","5","1170023","1","0","23","0"
"0","0","0","0","0","17","5","1170024","4","3.76883116883117","24","1"
"vo_10011600","0","0","0","vo_10011600_1709","17","0","1170025","2","0","25","0"
"0","1.4961038961039","0","333","0","17","6","1170026","1","0","26","0"
"0","0","0","0","0","17","6","1170027","4","2.2461038961039","27","1"
"vo_10011600","0","0","0","vo_10011600_1710","17","0","1170028","2","0","28","0"
"0","0.976623376623377","333","595","0","17","6","1170029","1","0","29","0"
"0","0","0","0","0","17","6","1170030","4","1.97662337662338","30","1"
"vo_10011600","0","0","0","vo_10011600_1711","17","0","1170031","2","0","31","0"
"0","1.3838961038961","0","316","0","17","7","1170032","1","0","32","0"
"0","0","0","0","0","17","7","1170033","4","2.7838961038961","33","1"
"vo_10011600","0","0","0","vo_10011600_1712","17","0","1170034","2","0","34","0"
"0","0.818701298701299","316","527","0","17","7","1170035","1","0","35","0"
"0","0","0","0","0","17","7","1170036","4","1.8187012987013","36","1"
"vo_10011600","0","0","0","vo_10011600_1713","17","0","1170037","2","0","37","0"
"0","0.872727272727273","527","740","0","17","7","1170038","1","0","38","0"
"0","0","0","0","0","17","7","1170039","4","2.67272727272727","39","1"
"vo_10011600","0","0","0","vo_10011600_1714","17","0","1170040","2","0","40","0"
"0","0.581818181818182","0","180","0","17","8","1170041","1","0","41","0"
"0","0","0","0","0","17","8","1170042","4","1.38181818181818","42","1"
"vo_10011600","0","0","0","vo_10011600_1715","17","0","1170043","2","0","43","0"
"0","1.35064935064935","180","723","0","17","8","1170044","1","0","44","0"
"0","0","0","0","0","17","8","1170045","4","2.60064935064935","45","1"
"vo_10011600","0","0","0","vo_10011600_1716","17","0","1170046","2","0","46","0"
"0","0.976623376623377","723","723","0","17","8","1170047","1","0","47","0"
"0","0","0","0","0","17","8","1170048","4","2.97662337662338","48","1"
"0","0.01","0","470","0","17","9","1170049","1","0","49","0"
"0","0","0","0","0","17","9","1170050","4","0","50","1"
"vo_10011600","0","0","0","vo_10011600_1717","17","0","1170051","2","0","51","0"
"0","1.19480519480519","470","700","0","17","9","1170052","1","0","52","0"
