a631c6db6f6104d4f8ab33dc1614391c1df7625c15104b370ff9b928cb2504a4,7678f734ea04cc7dfeb400dde156bcba22d50ef500109eb20819ed9f044cde81,0a7c20796ed7484ad18489e1da1996da14c707610b3f3210a1af2cc08c35efcc,d848da9a29cb6f3fc0a7abefd851577c7265f884f36f38676e66b6b9c18720f9,5ffb3dd2fb9aa2f75d8b5b95456813c80ea5393c458643f4ac69c3b68c40de6f,3acb92b9940f57e2ee8833f8e24cffe9309ba9f7b70b208be8897d838498f01f,47ab6ece4d692833d4f776d5c2243c542131197e34c90713d7cd2d32368910b7,8953d287f790a38cd5649ad1a1083046c81b1f29cd55f5f68dfc6fd61b0f2aa2,8a2eef3a80c3399653e6d293696e2690fd10ccf5fa89d898509f8a092f7e7a6b,324da9b22331db87e7c16e357df767d80da284dce6db28624648c56f35c45036,d3fb30d72f1848582c10830b54cb75ed4524d3d10ec860f74b2375b5cd32a463,c320594404e88ea5d97a5cbff2c398bac3ec9379a00d30957235a63674173522,b0652fdc39a70135ae30a53a204345107dc6d6dd10e1edfdebec3b2be870de8b,0126819df4075cf0fca8d9982dee908747ab77c4c09eddd64d35fb9c73bfc565,db5a1b5a3be0a025290947e85b02dccc4220fdf332e0bc02a885e5d432c08254,2a102fdccf22e8869c2d07b5ab40ef76f9e5d66879b19851da030096278806b1,b3277c1294df58da5912491087aef40164a857e0f907cb98c74a8d0ca320baae,4a0d32010497acd1de5cb732abab0676bfde9b9fd63dfce6453d2026c845d599,a5693e1c4f51f871535645f740fa20c4f06ebe82446922b408ec3d2f321ae319
"240712","16000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25014","0","92407","0","2","3000","1000"
"240713","20000000000","25014","2","0","25013","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25015","0","92407","0","2","3000","1000"
"240714","25000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92407","0","2","3000","1000"
"240715","30000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92407","0","2","0","10"
"240716","35000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92407","0","2","0","20"
"240717","40000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92407","0","2","0","30"
"240718","50000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92407","0","2","0","50"
"240801","1000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","200","1000","2","2","25015","0","92408","0","2","1000","10"
"240802","2000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92408","0","2","1000","300"
"240803","3000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1000","2","2","25015","0","92408","0","2","1000","10"
"240804","4000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92408","0","2","1000","500"
"240805","5000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","1000","2","2","25015","0","92408","0","2","1000","10"
"240806","6000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92408","0","2","1000","1000"
"240807","7000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92408","0","2","3000","10"
"240808","8000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92408","0","2","3000","1000"
"240809","9000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92408","0","2","3000","10"
"240810","10000000000","25011","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25012","0","92408","0","2","3000","10"
"240811","12000000000","25013","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92408","0","2","3000","10"
"240812","16000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25014","0","92408","0","2","3000","1000"
"240813","20000000000","25014","2","0","25013","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25015","0","92408","0","2","3000","1000"
"240814","25000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92408","0","2","3000","1000"
"240815","30000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92408","0","2","0","10"
"240816","35000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92408","0","2","0","20"
"240817","40000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92408","0","2","0","30"
"240818","50000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92408","0","2","0","50"
"240901","1000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","200","1000","2","2","25015","0","92409","0","2","1000","10"
"240902","2000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92409","0","2","1000","300"
"240903","3000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1000","2","2","25015","0","92409","0","2","1000","10"
"240904","4000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92409","0","2","1000","500"
"240905","5000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","1000","2","2","25015","0","92409","0","2","1000","10"
"240906","6000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92409","0","2","1000","1000"
"240907","7000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92409","0","2","3000","10"
"240908","8000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92409","0","2","3000","1000"
"240909","9000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92409","0","2","3000","10"
"240910","10000000000","25011","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25012","0","92409","0","2","3000","10"
"240911","12000000000","25013","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92409","0","2","3000","10"
"240912","16000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25014","0","92409","0","2","3000","1000"
"240913","20000000000","25014","2","0","25013","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25015","0","92409","0","2","3000","1000"
"240914","25000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92409","0","2","3000","1000"
"240915","30000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92409","0","2","0","10"
"240916","35000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92409","0","2","0","20"
"240917","40000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92409","0","2","0","30"
"240918","50000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92409","0","2","0","50"
"240919","60000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92409","0","4","0","50"
"240920","70000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92409","0","4","0","50"
"241001","1000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","200","1000","2","2","25015","0","92410","0","2","1000","10"
"241002","2000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92410","0","2","1000","300"
"241003","3000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1000","2","2","25015","0","92410","0","2","1000","10"
"241004","4000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92410","0","2","1000","500"
"241005","5000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","1000","2","2","25015","0","92410","0","2","1000","10"
"241006","6000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92410","0","2","1000","1000"
"241007","7000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92410","0","2","3000","10"
"241008","8000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92410","0","2","3000","1000"
"241009","9000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92410","0","2","3000","10"
"241010","10000000000","25011","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25012","0","92410","0","2","3000","10"
"241011","12000000000","25013","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92410","0","2","3000","10"
"241012","16000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25014","0","92410","0","2","3000","1000"
"241013","20000000000","25014","2","0","25013","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25015","0","92410","0","2","3000","1000"
"241014","25000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92410","0","2","3000","1000"
"241015","30000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92410","0","2","0","10"
"241016","35000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92410","0","2","0","20"
"241017","40000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92410","0","2","0","30"
"241018","50000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92410","0","2","0","50"
"241019","60000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92410","0","4","0","50"
"241020","70000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92410","0","4","0","50"
"241101","1000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","200","1000","2","2","25015","0","92411","0","2","1000","10"
"241102","2000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92411","0","2","1000","300"
"241103","3000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1000","2","2","25015","0","92411","0","2","1000","10"
"241104","4000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92411","0","2","1000","500"
"241105","5000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","1000","2","2","25015","0","92411","0","2","1000","10"
"241106","6000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92411","0","2","1000","1000"
"241107","7000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92411","0","2","3000","10"
"241108","8000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92411","0","2","3000","1000"
"241109","9000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92411","0","2","3000","10"
"241110","10000000000","25011","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25012","0","92411","0","2","3000","10"
"241111","12000000000","25013","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92411","0","2","3000","10"
"241112","16000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25014","0","92411","0","2","3000","1000"
"241113","20000000000","25014","2","0","25013","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25015","0","92411","0","2","3000","1000"
"241114","25000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92411","0","2","3000","1000"
"241115","30000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92411","0","2","0","10"
"241116","35000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92411","0","2","0","20"
"241117","40000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92411","0","2","0","30"
"241118","50000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92411","0","2","0","50"
"241119","60000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92411","0","4","0","50"
"241120","70000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92411","0","4","0","50"
"241201","1000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","200","1000","2","2","25015","0","92412","0","2","1000","10"
"241202","2000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92412","0","2","1000","300"
"241203","3000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1000","2","2","25015","0","92412","0","2","1000","10"
"241204","4000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92412","0","2","1000","500"
"241205","5000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","1000","2","2","25015","0","92412","0","2","1000","10"
"241206","6000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92412","0","2","1000","1000"
"241207","7000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92412","0","2","3000","10"
"241208","8000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92412","0","2","3000","1000"
"241209","9000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92412","0","2","3000","10"
"241210","10000000000","25011","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25012","0","92412","0","2","3000","10"
"241211","12000000000","25013","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92412","0","2","3000","10"
"241212","16000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25014","0","92412","0","2","3000","1000"
"241213","20000000000","25014","2","0","25013","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25015","0","92412","0","2","3000","1000"
"241214","25000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92412","0","2","3000","1000"
"241215","30000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92412","0","2","0","10"
"241216","35000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92412","0","2","0","20"
"241217","40000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92412","0","2","0","30"
"241218","50000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92412","0","2","0","50"
"241219","60000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92412","0","4","0","50"
"241220","70000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92412","0","4","0","50"
"241401","1000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","200","1000","2","2","25015","0","92414","0","2","1000","10"
"241402","2000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92414","0","2","1000","300"
"241403","3000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1000","2","2","25015","0","92414","0","2","1000","10"
"241404","4000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92414","0","2","1000","500"
"241405","5000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","1000","2","2","25015","0","92414","0","2","1000","10"
"241406","6000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92414","0","2","1000","1000"
"241407","7000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92414","0","2","3000","10"
"241408","8000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92414","0","2","3000","1000"
"241409","9000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92414","0","2","3000","10"
"241410","10000000000","25011","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25012","0","92414","0","2","3000","10"
"241411","12000000000","25013","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92414","0","2","3000","10"
"241412","16000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25014","0","92414","0","2","3000","1000"
"241413","20000000000","25014","2","0","25013","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25015","0","92414","0","2","3000","1000"
"241414","25000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92414","0","2","3000","1000"
"241415","30000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92414","0","2","0","10"
"241416","35000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92414","0","2","0","20"
"241417","40000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92414","0","2","0","30"
"241418","50000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92414","0","2","0","50"
"241419","60000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92414","0","4","0","50"
"241420","70000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92414","0","4","0","50"
"241501","1000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1250","2","2","25015","0","92415","0","2","1250","10"
"241502","2000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1250","1250","2","2","25013","0","92415","0","2","1250","500"
"241503","3000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1250","2","2","25015","0","92415","0","2","1250","10"
"241504","4000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1250","1250","2","2","25013","0","92415","0","2","1250","500"
"241505","5000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","1250","2","2","25015","0","92415","0","2","1250","10"
"241506","6000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1250","1250","2","2","25013","0","92415","0","2","1250","1000"
"241507","7000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92415","0","2","3000","10"
"241508","8000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92415","0","2","3000","1000"
"241509","9000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92415","0","2","3000","10"
"241510","10000000000","25011","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25012","0","92415","0","2","3000","10"
"241511","12000000000","25013","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92415","0","2","3000","10"
"241512","16000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25014","0","92415","0","2","3000","1000"
"241513","20000000000","25014","2","0","25013","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25015","0","92415","0","2","3000","1000"
"241514","25000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92415","0","2","3000","1000"
"241515","30000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92415","0","2","0","10"
"241516","35000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92415","0","2","0","20"
"241517","40000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92415","0","2","0","30"
"241518","50000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92415","0","2","0","50"
"241519","60000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92415","0","4","0","50"
"241520","70000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92415","0","4","0","50"
"241601","1000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1250","2","2","25015","0","92416","0","2","1250","10"
"241602","2000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1250","1250","2","2","25013","0","92416","0","2","1250","500"
"241603","3000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1250","2","2","25015","0","92416","0","2","1250","10"
"241604","4000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1250","1250","2","2","25013","0","92416","0","2","1250","500"
"241605","5000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","1250","2","2","25015","0","92416","0","2","1250","10"
"241606","6000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1250","1250","2","2","25013","0","92416","0","2","1250","1000"
"241607","7000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92416","0","2","3000","10"
"241608","8000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92416","0","2","3000","1000"
"241609","9000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92416","0","2","3000","10"
"241610","10000000000","25011","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25012","0","92416","0","2","3000","10"
"241611","12000000000","25013","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92416","0","2","3000","10"
"241612","16000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25014","0","92416","0","2","3000","1000"
"241613","20000000000","25014","2","0","25013","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25015","0","92416","0","2","3000","1000"
"241614","25000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92416","0","2","3000","1000"
"241615","30000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92416","0","2","0","10"
"241616","35000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92416","0","2","0","20"
"241617","40000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92416","0","2","0","30"
"241618","50000000000","0","0","0","0","90005","abyss_reward_icon_hiseki","0","0","0","0","0","0","92416","0","2","0","50"
"241619","60000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92416","0","4","0","50"
"241620","70000000000","0","0","0","0","140001","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92416","0","4","0","50"
"250101","1000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","200","1000","2","2","25015","0","92413","0","2","1000","10"
"250102","2000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92413","0","2","1000","300"
"250103","3000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","500","1000","2","2","25015","0","92413","0","2","1000","10"
"250104","4000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92413","0","2","1000","500"
"250105","5000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","1000","2","2","25015","0","92413","0","2","1000","10"
"250106","6000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","1000","1000","2","2","25013","0","92413","0","2","1000","1000"
"250107","7000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92413","0","2","3000","10"
"250108","8000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92413","0","2","3000","1000"
"250109","9000000000","25014","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92413","0","2","3000","10"
"250110","10000000000","25011","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25012","0","92413","0","2","3000","10"
"250111","12000000000","25013","2","0","25021","25102","abyss_reward_icon_masterpieces_piece","1000","3000","2","2","25015","0","92413","0","2","3000","10"
"250112","16000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25014","0","92413","0","2","3000","1000"
"250113","20000000000","25014","2","0","25013","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25015","0","92413","0","2","3000","1000"
"250114","25000000000","25012","2","0","25011","25021","abyss_reward_icon_astralshard","3000","3000","2","2","25013","0","92413","0","2","3000","1000"
