4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"102104","1021","21010","4150"
"102105","1021","21010","5200"
"102106","1021","21014","6200"
"102107","1021","21015","7200"
"102108","1021","21015","8150"
"102109","1021","21007","9150"
"102110","1021","21002","10200"
"102201","1022","21015","1000"
"102202","1022","20001","2500"
"102203","1022","20003","3550"
"102204","1022","21004","4000"
"102205","1022","20001","5500"
"102206","1022","20001","6500"
"102207","1022","21006","7000"
"102208","1022","20003","8550"
"102209","1022","20003","9550"
"102210","1022","21014","10000"
"102211","1022","21007","11000"
"102212","1022","21004","12000"
"102301","1023","21004","900"
"102302","1023","21015","1900"
"102303","1023","21014","2800"
"102304","1023","21007","3800"
"102305","1023","21004","4800"
"102306","1023","20003","6400"
"102307","1023","20003","7400"
"102308","1023","20001","8400"
"102309","1023","21006","8800"
"102310","1023","20001","10300"
"102311","1023","20003","11400"
"102312","1023","20001","12350"
"102401","1024","20003","1400"
"102402","1024","20003","2350"
"102403","1024","21004","2900"
"102404","1024","20001","4350"
"102405","1024","20003","5450"
"102406","1024","21006","5800"
"102407","1024","20001","7300"
"102408","1024","21004","7850"
"102409","1024","21007","8850"
"102410","1024","21014","9900"
"102411","1024","20001","11300"
"102412","1024","21015","11800"
"102501","1025","21003","1000"
"102502","1025","21015","2000"
"102503","1025","21017","3000"
"102504","1025","21008","4000"
"102505","1025","21008","5000"
"102506","1025","21008","6000"
"102507","1025","21012","7500"
"102508","1025","21012","8500"
"102509","1025","21007","9000"
"102510","1025","21002","10000"
"102511","1025","21010","11000"
"102512","1025","21002","12000"
"102601","1026","21012","1700"
"102602","1026","21007","2100"
"102603","1026","21012","3700"
"102604","1026","21008","4100"
"102605","1026","21017","5150"
"102606","1026","21003","6200"
"102607","1026","21008","7200"
"102608","1026","21015","8150"
"102609","1026","21008","9150"
"102610","1026","21002","10200"
"102611","1026","21002","11100"
"102612","1026","21010","12150"
"102701","1027","21007","1100"
"102702","1027","21003","2150"
"102703","1027","21008","3100"
"102704","1027","21002","4150"
"102705","1027","21012","5600"
"102706","1027","21008","6100"
"102707","1027","21012","7650"
"102708","1027","21017","8100"
"102709","1027","21002","9200"
"102710","1027","21010","10100"
"102711","1027","21008","11150"
"102712","1027","21015","12200"
"102801","1028","21017","1000"
"102802","1028","20015","2150"
"102803","1028","21017","3000"
"102804","1028","21007","4000"
"102805","1028","20003","5550"
"102806","1028","21007","6000"
"102807","1028","21016","7000"
"102808","1028","20009","8300"
"102809","1028","21016","9000"
"102810","1028","21006","10000"
"102811","1028","21008","11000"
"102812","1028","21006","12000"
"102901","1029","20003","1350"
"102902","1029","20009","2150"
"102903","1029","21007","2850"
"102904","1029","21007","3800"
"102905","1029","20015","4950"
"102906","1029","21008","5850"
"102907","1029","21006","6850"
"102908","1029","21006","7850"
"102909","1029","21017","8900"
"102910","1029","21016","9800"
"102911","1029","21016","10900"
"102912","1029","21017","11850"
"103001","1030","21008","850"
"103002","1030","21017","1900"
"103003","1030","21016","2800"
"103004","1030","21007","3850"
"103005","1030","21006","4900"
"103006","1030","20003","6450"
"103007","1030","20009","7100"
"103008","1030","21006","7800"
"103009","1030","20015","9000"
"103010","1030","21016","9900"
"103011","1030","21017","10800"
"103012","1030","21007","11800"
"200101","2001","11012","1400"
"200102","2001","11012","2300"
"200103","2001","10004","3175"
"200104","2001","11010","3600"
"200105","2001","11019","4500"
"200106","2001","11012","5900"
"200107","2001","11002","6300"
"200108","2001","11006","7200"
"200109","2001","11007","8100"
"200110","2001","11012","9500"
"200201","2002","11012","1500"
"200202","2002","11010","1950"
"200203","2002","10004","3325"
"200204","2002","11006","3750"
"200205","2002","11012","5200"
"200206","2002","11012","6050"
"200207","2002","11002","6400"
"200208","2002","11012","7850"
"200209","2002","11019","8300"
"200210","2002","11007","9150"
"200301","2003","11012","1600"
"200302","2003","11012","2400"
"200303","2003","11002","2900"
"200304","2003","11012","4200"
"200305","2003","11007","4650"
"200306","2003","10004","5975"
"200307","2003","11010","6450"
"200308","2003","11006","7300"
"200309","2003","11019","8250"
"200310","2003","11012","9700"
"200401","2004","11015","900"
"200402","2004","11017","1800"
"200403","2004","11017","2700"
"200404","2004","10010","3675"
"200405","2004","10015","4650"
"200406","2004","10015","5550"
"200407","2004","11015","6300"
"200408","2004","11012","7700"
"200409","2004","10015","8250"
"200410","2004","10015","9150"
"200501","2005","11015","750"
"200502","2005","11017","1650"
"200503","2005","11015","2500"
"200504","2005","10010","3525"
"200505","2005","10015","4500"
"200506","2005","11012","5700"
"200507","2005","10015","6350"
"200508","2005","10015","7150"
"200509","2005","11017","7900"
"200510","2005","10015","9000"
"200601","2006","10015","850"
"200602","2006","10015","1850"
"200603","2006","10010","2675"
"200604","2006","11017","3500"
"200605","2006","10015","4450"
"200606","2006","11012","5800"
"200607","2006","11015","6150"
"200608","2006","11017","7100"
"200609","2006","11015","8000"
"200610","2006","10015","8950"
"200701","2007","10005","725"
"200702","2007","10001","2300"
"200703","2007","10001","3200"
"200704","2007","10002","3800"
"200705","2007","10003","5050"
"200706","2007","10004","5875"
"200707","2007","10006","6300"
"200708","2007","10003","7750"
"200709","2007","10006","8100"
"200710","2007","10003","9550"
"200801","2008","10003","1600"
"200802","2008","10006","1900"
"200803","2008","10005","2625"
"200804","2008","10003","4300"
"200805","2008","10003","5200"
"200806","2008","10004","6025"
"200807","2008","10006","6500"
"200808","2008","10002","7550"
"200809","2008","10001","8750"
"200810","2008","10001","9600"
"200901","2009","10004","1575"
"200902","2009","10003","2500"
"200903","2009","10002","3050"
"200904","2009","10006","3800"
"200905","2009","10006","4600"
"200906","2009","10003","6050"
"200907","2009","10003","6950"
"200908","2009","10001","7900"
"200909","2009","10001","8700"
"200910","2009","10005","9025"
"201001","2010","11010","900"
"201002","2010","11010","1800"
"201003","2010","11010","2700"
"201004","2010","11017","3600"
"201005","2010","11015","4500"
"201006","2010","11019","5400"
"201007","2010","11019","6300"
"201008","2010","11004","7200"
"201009","2010","11004","8100"
"201010","2010","11011","9000"
"201101","2011","11010","750"
"201102","2011","11017","1600"
"201103","2011","11010","2600"
"201104","2011","11019","3450"
"201105","2011","11004","4300"
"201106","2011","11015","5300"
"201107","2011","11004","6200"
"201108","2011","11010","7050"
"201109","2011","11019","7950"
"201110","2011","11011","8800"
"201201","2012","11019","700"
"201202","2012","11010","1700"
"201203","2012","11004","2550"
"201204","2012","11019","3500"
"201205","2012","11004","4400"
"201206","2012","11015","5200"
"201207","2012","11017","6150"
"201208","2012","11010","7100"
"201209","2012","11011","8000"
"201210","2012","11010","8850"
"201301","2013","11019","900"
"201302","2013","10013","1800"
"201303","2013","11019","2700"
"201304","2013","11007","3600"
"201305","2013","10013","4500"
"201306","2013","11007","5400"
"201307","2013","11015","6300"
"201308","2013","10013","7200"
"201309","2013","11017","8100"
"201310","2013","10013","9000"
"201401","2014","10013","1100"
"201402","2014","11007","1900"
"201403","2014","11015","2800"
"201404","2014","11017","3700"
"201405","2014","11007","4700"
"201406","2014","11019","5600"
"201407","2014","10013","6400"
"201408","2014","10013","7300"
"201409","2014","10013","8200"
"201410","2014","11019","9200"
"201501","2015","10013","1000"
"201502","2015","11019","1950"
"201503","2015","10013","2900"
"201504","2015","11007","3750"
"201505","2015","11019","4650"
"201506","2015","11017","5500"
"201507","2015","11015","6450"
"201508","2015","11007","7350"
"201509","2015","10013","8250"
"201510","2015","10013","9100"
"201601","2016","10005","725"
"201602","2016","10006","1800"
"201603","2016","10002","2900"
"201604","2016","10007","3600"
"201605","2016","10007","4500"
"201606","2016","10007","5400"
"201607","2016","10004","6775"
"201608","2016","10004","7675"
"201609","2016","11014","8100"
"201610","2016","11014","9000"
"201701","2017","10007","800"
"201702","2017","10004","2175"
"201703","2017","11014","2550"
"201704","2017","10002","3700"
"201705","2017","11014","4400"
"201706","2017","10007","5300"
"201707","2017","10005","6025"
"201708","2017","10007","7050"
"201709","2017","10006","7900"
"201710","2017","10004","9375"
"201801","2018","10007","750"
"201802","2018","10007","1650"
"201803","2018","10004","3075"
"201804","2018","10005","3275"
"201805","2018","10007","4300"
"201806","2018","10002","5450"
"201807","2018","10004","6625"
"201808","2018","10006","7000"
"201809","2018","11014","8000"
"201810","2018","11014","8800"
"201901","2019","11003","900"
"201902","2019","11017","1800"
"201903","2019","11003","2700"
"201904","2019","11015","3600"
"201905","2019","11011","4500"
"201906","2019","11015","5400"
"201907","2019","11003","6300"
"201908","2019","11003","7200"
"201909","2019","11019","8100"
"201910","2019","11019","9000"
"202001","2020","11003","1050"
"202002","2020","11015","2000"
"202003","2020","11011","2850"
"202004","2020","11015","3800"
"202005","2020","11019","4700"
"202006","2020","11003","5500"
"202007","2020","11003","6500"
"202008","2020","11019","7350"
"202009","2020","11017","8250"
"202010","2020","11003","9200"
"202101","2021","11003","1000"
"202102","2021","11019","1950"
"202103","2021","11011","2900"
"202104","2021","11019","3750"
"202105","2021","11015","4600"
"202106","2021","11003","5550"
"202107","2021","11003","6450"
"202108","2021","11017","7400"
"202109","2021","11003","8300"
"202110","2021","11015","9150"
"202201","2022","11003","900"
"202202","2022","11015","1800"
"202203","2022","11017","2700"
"202204","2022","10010","3675"
"202205","2022","10015","4650"
"202206","2022","10010","5475"
"202207","2022","11015","6300"
"202208","2022","11015","7200"
"202209","2022","11015","8100"
"202210","2022","10015","9150"
"202211","2022","10010","9975"
"202212","2022","10015","10950"
"202301","2023","10010","825"
"202302","2023","10015","1800"
"202303","2023","11015","2550"
"202304","2023","11015","3450"
"202305","2023","10015","4450"
"202306","2023","11003","5250"
"202307","2023","10010","6275"
"202308","2023","11017","7000"
"202309","2023","10010","8075"
"202310","2023","10015","9050"
"202311","2023","11015","9700"
"202312","2023","11015","10650"
"202401","2024","10010","775"
"202402","2024","11015","1600"
"202403","2024","10015","2650"
"202404","2024","10015","3550"
"202405","2024","11017","4400"
"202406","2024","11015","5300"
"202407","2024","11015","6150"
"202408","2024","10015","7250"
"202409","2024","11003","7950"
"202410","2024","11015","8850"
"202411","2024","10010","9825"
"202412","2024","10010","10675"
"202501","2025","11001","900"
"202502","2025","11010","1800"
"202503","2025","11010","2700"
"202504","2025","11019","3600"
"202505","2025","11007","4500"
"202506","2025","11019","5400"
"202507","2025","11001","6300"
"202508","2025","11010","7200"
"202509","2025","11004","8100"
"202510","2025","11006","9000"
"202511","2025","11016","9900"
"202512","2025","11017","10800"
"202601","2026","11019","1100"
"202602","2026","11007","2000"
"202603","2026","11019","2850"
"202604","2026","11004","3750"
"202605","2026","11006","4650"
"202606","2026","11010","5600"
"202607","2026","11001","6400"
"202608","2026","11010","7400"
"202609","2026","11010","8200"
"202610","2026","11016","9100"
"202611","2026","11017","10100"
"202612","2026","11001","10900"
"202701","2027","11010","1000"
"202702","2027","11010","1950"
"202703","2027","11016","2900"
"202704","2027","11001","3700"
"202705","2027","11017","4700"
"202706","2027","11001","5550"
"202707","2027","11004","6500"
"202708","2027","11010","7300"
"202709","2027","11006","8300"
"202710","2027","11007","9200"
"202711","2027","11019","10050"
"202712","2027","11019","10950"
"202801","2028","10003","1450"
"202802","2028","10003","2350"
"202803","2028","10001","3200"
"202804","2028","11012","4100"
"202805","2028","11019","4500"
"202806","2028","11004","5400"
"202807","2028","11012","6800"
"202808","2028","11012","7700"
"202809","2028","11012","8600"
"202810","2028","11011","9000"
"202811","2028","11007","9900"
"202812","2028","11019","10800"
"202901","2029","10003","1300"
"202902","2029","11012","2150"
"202903","2029","11012","3100"
"202904","2029","11007","3500"
"202905","2029","10003","4900"
"202906","2029","11004","5250"
"202907","2029","11019","6150"
"202908","2029","11011","7000"
"202909","2029","10001","8400"
"202910","2029","11019","8800"
"202911","2029","11012","10200"
"202912","2029","11012","11150"
"203001","2030","10003","1250"
"203002","2030","11019","1700"
"203003","2030","11012","3000"
"203004","2030","11012","3950"
"203005","2030","11019","4300"
"203006","2030","11012","5800"
"203007","2030","11012","6700"
"203008","2030","11007","7050"
"203009","2030","10001","8500"
"203010","2030","10003","9400"
"203011","2030","11011","9750"
"203012","2030","11004","10600"
"203101","2031","10010","975"
"203102","2031","11003","1800"
"203103","2031","10010","2775"
"203104","2031","11006","3600"
"203105","2031","11016","4500"
"203106","2031","11017","5400"
"203107","2031","10010","6375"
"203108","2031","11011","7200"
"203109","2031","10010","8175"
"203110","2031","11007","9000"
"203111","2031","11007","9900"
"203112","2031","11019","10800"
"203201","2032","11016","1050"
"203202","2032","10010","2025"
"203203","2032","11011","2900"
"203204","2032","11019","3800"
"203205","2032","11007","4600"
"203206","2032","10010","5625"
"203207","2032","11007","6400"
"203208","2032","10010","7475"
"203209","2032","11003","8300"
"203210","2032","11006","9200"
"203211","2032","11017","10000"
"203212","2032","10010","10975"
"203301","2033","11007","1000"
"203302","2033","11019","2000"
"203303","2033","11017","2850"
"203304","2033","10010","3825"
"203305","2033","10010","4725"
"203306","2033","10010","5675"
"203307","2033","11011","6500"
"203308","2033","10010","7375"
"203309","2033","11003","8250"
"203310","2033","11007","9100"
"203311","2033","11016","10050"
"203312","2033","11006","10950"
"203401","2034","11007","900"
"203402","2034","11019","1800"
"203403","2034","11019","2700"
"203404","2034","11017","3600"
"203405","2034","11017","4500"
"203406","2034","11011","5400"
"203407","2034","11002","6300"
"203408","2034","11001","7200"
"203409","2034","11002","8100"
"203410","2034","11010","9000"
"203411","2034","11003","9900"
"203412","2034","11010","10800"
"203501","2035","11010","700"
"203502","2035","11007","1600"
"203503","2035","11019","2600"
"203504","2035","11017","3450"
"203505","2035","11017","4300"
"203506","2035","11003","5300"
"203507","2035","11002","6150"
"203508","2035","11002","7000"
"203509","2035","11019","7900"
"203510","2035","11001","8900"
"203511","2035","11010","9750"
"203512","2035","11011","10700"
"203601","2036","11010","800"
"203602","2036","11019","1700"
"203603","2036","11007","2500"
"203604","2036","11002","3500"
"203605","2036","11002","4400"
"203606","2036","11017","5200"
"203607","2036","11001","6200"
"203608","2036","11017","7050"
"203609","2036","11019","8000"
"203610","2036","11003","8850"
"203611","2036","11010","9800"
"203612","2036","11011","10600"
"203701","2037","10001","1400"
"203702","2037","10001","2300"
"203703","2037","10001","3200"
"203704","2037","11007","3600"
"203705","2037","10002","4700"
"203706","2037","11004","5400"
"203707","2037","10010","6375"
"203708","2037","10007","7200"
"203709","2037","10009","8400"
"203710","2037","10004","9475"
"203711","2037","10003","10450"
"203712","2037","10003","11350"
"203801","2038","10010","1125"
"203802","2038","10007","1900"
"203803","2038","10001","3300"
"203804","2038","10003","4300"
"203805","2038","10003","5200"
"203806","2038","10002","5700"
"203807","2038","10001","6900"
"203808","2038","10004","7775"
"203809","2038","10001","8700"
"203810","2038","11004","9150"
"203811","2038","10009","10350"
"203812","2038","11007","10950"
"203901","2039","11004","1100"
"203902","2039","10007","1950"
"203903","2039","10009","3150"
"203904","2039","10003","4350"
"203905","2039","10001","5100"
"203906","2039","10001","6100"
"203907","2039","10010","6575"
"203908","2039","10003","7900"
"203909","2039","10001","8750"
"203910","2039","10002","9300"
"203911","2039","10004","10575"
"203912","2039","11007","11000"
"204001","2040","11003","900"
"204002","2040","11002","1800"
"204003","2040","10009","3000"
"204004","2040","11016","3600"
"204005","2040","11016","4500"
"204006","2040","10006","5400"
"204007","2040","10006","6300"
"204008","2040","10005","7025"
"204009","2040","10009","8400"
"204010","2040","10009","9300"
"204011","2040","10003","10450"
"204012","2040","10003","11350"
"204013","2040","11004","11700"
"204101","2041","11002","750"
"204102","2041","10009","1950"
"204103","2041","10006","2550"
"204104","2041","11016","3400"
"204105","2041","10009","4600"
"204106","2041","11004","5200"
"204107","2041","10006","6100"
"204108","2041","10009","7350"
"204109","2041","10003","8550"
"204110","2041","11016","8800"
"204111","2041","10005","9525"
"204112","2041","10003","11150"
"204113","2041","11003","11600"
"204201","2042","11002","800"
"204202","2042","11004","1700"
"204203","2042","10006","2600"
"204204","2042","10009","3750"
"204205","2042","10003","4950"
"204206","2042","10005","5075"
"204207","2042","10009","6450"
"204208","2042","11016","7100"
"204209","2042","11003","7950"
"204210","2042","10009","9200"
"204211","2042","10006","9750"
"204212","2042","10003","11200"
"204213","2042","11016","11500"
"204301","2043","11007","900"
"204302","2043","10003","2350"
"204303","2043","10001","3200"
"204304","2043","11016","3600"
"204305","2043","10009","4800"
"204306","2043","11016","5400"
"204307","2043","11003","6300"
"204308","2043","10010","7275"
"204309","2043","11015","8100"
"204310","2043","10002","9200"
"204311","2043","10005","9725"
"204312","2043","11006","10800"
"204313","2043","10004","12175"
"204401","2044","11016","1050"
"204402","2044","10005","1725"
"204403","2044","10004","3325"
"204404","2044","10009","4100"
"204405","2044","11015","4600"
"204406","2044","10001","6050"
"204407","2044","11003","6450"
"204408","2044","11006","7300"
"204409","2044","10002","8400"
"204410","2044","11016","9150"
"204411","2044","10003","10650"
"204412","2044","10010","11075"
"204413","2044","11007","11850"
"204501","2045","11016","1000"
"204502","2045","10003","2500"
"204503","2045","10004","3375"
"204504","2045","11015","3700"
"204505","2045","10005","4475"
"204506","2045","11016","5500"
"204507","2045","11003","6500"
"204508","2045","10002","7550"
"204509","2045","11006","8250"
"204510","2045","10010","9275"
"204511","2045","10009","10300"
"204512","2045","11007","10900"
"204513","2045","10001","12300"
"204601","2046","10015","1050"
"204602","2046","10015","1950"
"204603","2046","11004","2700"
"204604","2046","10001","4100"
"204605","2046","10003","5050"
"204606","2046","10006","5400"
"204607","2046","10004","6775"
"204608","2046","11012","7700"
"204609","2046","10004","8575"
"204610","2046","11012","9500"
"204611","2046","11011","9900"
"204612","2046","11012","11300"
"204613","2046","10002","11900"
"204701","2047","11004","800"
"204702","2047","11012","2150"
"204703","2047","10004","3025"
"204704","2047","10004","3975"
"204705","2047","10001","4800"
"204706","2047","10006","5300"
"204707","2047","10015","6250"
"204708","2047","11012","7550"
"204709","2047","10015","8100"
"204710","2047","11011","8900"
"204711","2047","10003","10300"
"204712","2047","10002","10850"
"204713","2047","11012","12100"
"204801","2048","10015","900"
"204802","2048","11012","2100"
"204803","2048","10003","3050"
"204804","2048","11004","3400"
"204805","2048","11012","4900"
"204806","2048","10004","5725"
"204807","2048","10015","6350"
"204808","2048","10006","7100"
"204809","2048","10002","8100"
"204810","2048","10001","9300"
"204811","2048","11011","9800"
"204812","2048","10004","11075"
"204813","2048","11012","12050"
"204901","2049","11007","900"
"204902","2049","11014","1800"
"204903","2049","11015","2700"
"204904","2049","10009","3900"
"204905","2049","10009","4800"
"204906","2049","10009","5700"
"204907","2049","10001","6800"
"204908","2049","10003","7750"
"204909","2049","10001","8600"
"204910","2049","11019","9000"
"204911","2049","11007","9900"
"204912","2049","11019","10800"
"204913","2049","11007","11700"
"205001","2050","11007","1050"
"205002","2050","10003","2450"
"205003","2050","10001","3400"
"205004","2050","10009","4050"
"205005","2050","11014","4650"
"205006","2050","11019","5550"
"205007","2050","11019","6500"
"205008","2050","10009","7700"
"205009","2050","11015","8200"
"205010","2050","11007","9200"
"205011","2050","10001","10600"
"205012","2050","10009","11200"
"205013","2050","11007","11850"
"205101","2051","10009","1300"
"205102","2051","11019","1950"
"205103","2051","11007","2800"
"205104","2051","11019","3700"
"205105","2051","10001","5200"
"205106","2051","10003","6050"
"205107","2051","11015","6400"
"205108","2051","11007","7350"
"205109","2051","10009","8550"
"205110","2051","11007","9100"
"205111","2051","11014","10000"
"205112","2051","10001","11450"
"205113","2051","10009","12100"
"205201","2052","10003","1450"
"205202","2052","10003","2350"
"205203","2052","10004","3175"
"205204","2052","11012","4100"
"205205","2052","10001","5000"
"205206","2052","11012","5900"
"205207","2052","10006","6300"
"205208","2052","10006","7200"
"205209","2052","10006","8100"
"205210","2052","11014","9000"
"205211","2052","10002","10100"
"205212","2052","11014","10800"
"205213","2052","10013","11700"
"205301","2053","10003","1300"
"205302","2053","11014","1700"
"205303","2053","10006","2550"
"205304","2053","10006","3400"
"205305","2053","10004","4875"
"205306","2053","11014","5250"
"205307","2053","11012","6650"
"205308","2053","11012","7600"
"205309","2053","10006","7900"
"205310","2053","10001","9350"
"205311","2053","10002","9950"
"205312","2053","10003","11250"
"205313","2053","10013","11500"
"205401","2054","10003","1350"
"205402","2054","11012","2150"
"205403","2054","10004","2975"
"205404","2054","10006","3450"
"205405","2054","11014","4300"
"205406","2054","10006","5200"
"205407","2054","10003","6750"
"205408","2054","11012","7550"
"205409","2054","10013","7950"
"205410","2054","10006","8900"
"205411","2054","10001","10300"
"205412","2054","11014","10600"
"205413","2054","10002","11750"
"205501","2055","10004","1375"
"205502","2055","10002","2000"
"205503","2055","10004","3175"
"205504","2055","10006","3600"
"205505","2055","10005","4325"
"205506","2055","10007","5400"
"205507","2055","11014","6300"
"205508","2055","11004","7200"
"205509","2055","11015","8100"
"205510","2055","11002","9000"
"205511","2055","11010","9900"
"205512","2055","11002","10800"
"205513","2055","11003","11700"
"205601","2056","11002","1050"
"205602","2056","10007","2000"
"205603","2056","11004","2850"
"205604","2056","10006","3700"
"205605","2056","11003","4650"
"205606","2056","10004","5975"
"205607","2056","10005","6275"
"205608","2056","11010","7400"
"205609","2056","11002","8250"
"205610","2056","10004","9575"
"205611","2056","11014","10000"
"205612","2056","10002","11200"
"205613","2056","11015","11850"
"205701","2057","11004","1000"
"205702","2057","10004","2375"
"205703","2057","11014","2900"
"205704","2057","10005","3625"
"205705","2057","11010","4700"
"205706","2057","10004","6025"
"205707","2057","11003","6500"
"205708","2057","11002","7350"
"205709","2057","11002","8300"
"205710","2057","11015","9150"
"205711","2057","10007","10050"
"205712","2057","10002","11100"
"205713","2057","10006","11900"
"205801","2058","11003","900"
"205802","2058","10009","2100"
"205803","2058","11003","2700"
"205804","2058","11007","3600"
"205805","2058","11011","4500"
"205806","2058","11007","5400"
"205807","2058","11017","6300"
"205808","2058","11015","7200"
