399855311c674ec2694463d5c655df19ee368e9665a738cda78a4f24eb61c4cc,4815afee37ee398a1e6682eb72b8253b2e6d86eece98c5304501f3c4ae8f00b3,99febe7f464df62ff81784ad96110e7fd05eb36b9c17bf6d0901f6ffb6f93835,5da99a8a567c0df5f87d3ed5f1d4cf98dcf09ff2f2fda5b935aa169c61b7df1e,be34394d62ae8ef816e140580af04c9c7128968d9c1fb86b93f31d0c76190307,863a487657563945e0f2b4ade60bcf6cb41e6b1a90a5a03ca3bb2ce29356fc07,d07ffde8be93e214bd587fa4f5cf49ebfa2c2528e2bfe4b0d99f08c85b4d9be1,07ee630a81fe9fede9c584d94b6fd595c330e1a32918a8a0365e507a86fbcf5e,2ca56f0fea446cc0c3ce998af44c0784056bfb4fdf9b5d552c124b4e79b1f9fc,184f9a7c9412dc27a8350798ab2149b4859997c61ef4a0dccd13c884731eb2e5,2ae74e39bac5dd1a933d14b2651caffd4d35455ec3d8e03a0000db15f50046a2,04c23bc2c9f360a46f2db3a805acec25124c8eb3f183da865dee6d45884a46ea,78f224a5df2a52bb880b3d63b4d0adc5af0a69056d78fa1bd44399f1376216cc,f9124156884779865020be9b2119886e1b08e752be5025c4d3da765eb182cc57,412b919abb00115a4011d6a913023d22c6104058f1842d45d44df4c17ade8b32,35e49c03cd6f902312c5f11ec5ece5d6fd522f3ebfa8c98e3a88b48ff234ac27,2ea1f13bafedf04d13b7e05075bc1722a0b3b3e667c5eb4483ec1f3dd0c1a30a,49a3136982fa68a6441d26102853c55841a269869f727345ff6359ca36f6fd85,68a503fda29d6151f861efcf0da09c6bb6930b8a42e3e6f94a2fb284376fcf94,89079ae315d61742acb72012018383bcc8270389baedcf5c167771ae2a3f840a,6dc1544e7f00690f8d3772f158a7b6fcd77508cc10725faf251d515154a14bde
"26","3","2","5000","1","3","12000","91002","0","0","1003","2","30","90006","31042","0","0","0","0","8","0"
"27","4","2","5000","1","20","10000","91002","0","0","1003","2","30","90006","31042","0","0","0","0","8","0"
"28","21","2","4500","1","50","8000","91002","0","0","1003","2","25","90006","31042","0","0","0","0","8","0"
"29","51","2","4500","1","100","6000","91002","0","0","1003","2","25","90006","31042","0","0","0","0","8","0"
"30","101","2","4000","1","250","4000","91002","0","0","1003","2","20","90006","31042","0","0","0","0","8","0"
"31","251","2","3500","1","500","3500","91002","0","0","1003","2","18","90006","31042","0","0","0","0","8","0"
"32","501","2","3000","1","1000","3000","91002","0","0","1003","2","16","90006","31042","0","0","0","0","8","0"
"33","1001","2","2500","1","2000","2500","91002","0","0","1003","2","14","90006","31042","0","0","0","0","8","0"
"34","2001","2","2000","1","3000","2000","91002","0","0","1003","2","12","90006","31042","0","0","0","0","8","0"
"35","3001","2","1500","1","5000","1500","91002","0","0","1003","2","10","90006","31042","0","0","0","0","8","0"
"36","5001","2","1000","1","10000","1000","91002","0","0","1003","2","8","90006","31042","0","0","0","0","8","0"
"37","10001","2","500","1","-1","500","91002","0","0","1003","2","5","90006","31042","0","0","0","0","8","0"
"38","1","2","5000","1","1","20000","91002","0","0","1004","2","30","90006","31018","0","0","0","0","8","0"
"39","2","2","5000","1","2","15000","91002","0","0","1004","2","30","90006","31018","0","0","0","0","8","0"
"40","3","2","5000","1","3","12000","91002","0","0","1004","2","30","90006","31018","0","0","0","0","8","0"
"41","4","2","5000","1","20","10000","91002","0","0","1004","2","30","90006","31018","0","0","0","0","8","0"
"42","21","2","4500","1","50","8000","91002","0","0","1004","2","25","90006","31018","0","0","0","0","8","0"
"43","51","2","4500","1","100","6000","91002","0","0","1004","2","25","90006","31018","0","0","0","0","8","0"
"44","101","2","4000","1","250","4000","91002","0","0","1004","2","20","90006","31018","0","0","0","0","8","0"
"45","251","2","3500","1","500","3500","91002","0","0","1004","2","18","90006","31018","0","0","0","0","8","0"
"46","501","2","3000","1","1000","3000","91002","0","0","1004","2","16","90006","31018","0","0","0","0","8","0"
"47","1001","2","2500","1","2000","2500","91002","0","0","1004","2","14","90006","31018","0","0","0","0","8","0"
"48","2001","2","2000","1","3000","2000","91002","0","0","1004","2","12","90006","31018","0","0","0","0","8","0"
"49","3001","2","1500","1","5000","1500","91002","0","0","1004","2","10","90006","31018","0","0","0","0","8","0"
"50","5001","2","1000","1","10000","1000","91002","0","0","1004","2","8","90006","31018","0","0","0","0","8","0"
"51","10001","2","500","1","-1","500","91002","0","0","1004","2","5","90006","31018","0","0","0","0","8","0"
"52","1","2","5000","1","1","20000","91002","0","0","1005","2","30","90006","31025","0","0","0","0","8","0"
"53","2","2","5000","1","2","15000","91002","0","0","1005","2","30","90006","31025","0","0","0","0","8","0"
"54","3","2","5000","1","3","12000","91002","0","0","1005","2","30","90006","31025","0","0","0","0","8","0"
"55","4","2","5000","1","20","10000","91002","0","0","1005","2","30","90006","31025","0","0","0","0","8","0"
"56","21","2","4500","1","50","8000","91002","0","0","1005","2","25","90006","31025","0","0","0","0","8","0"
"57","51","2","4500","1","100","6000","91002","0","0","1005","2","25","90006","31025","0","0","0","0","8","0"
"58","101","2","4000","1","250","4000","91002","0","0","1005","2","20","90006","31025","0","0","0","0","8","0"
"59","251","2","3500","1","500","3500","91002","0","0","1005","2","18","90006","31025","0","0","0","0","8","0"
"60","501","2","3000","1","1000","3000","91002","0","0","1005","2","16","90006","31025","0","0","0","0","8","0"
"61","1001","2","2500","1","2000","2500","91002","0","0","1005","2","14","90006","31025","0","0","0","0","8","0"
"62","2001","2","2000","1","3000","2000","91002","0","0","1005","2","12","90006","31025","0","0","0","0","8","0"
"63","3001","2","1500","1","5000","1500","91002","0","0","1005","2","10","90006","31025","0","0","0","0","8","0"
"64","5001","2","1000","1","10000","1000","91002","0","0","1005","2","8","90006","31025","0","0","0","0","8","0"
"65","10001","2","500","1","-1","500","91002","0","0","1005","2","5","90006","31025","0","0","0","0","8","0"
"66","1","2","5000","1","1","20000","91002","0","0","1006","2","30","90006","31043","0","0","0","0","8","0"
"67","2","2","5000","1","2","15000","91002","0","0","1006","2","30","90006","31043","0","0","0","0","8","0"
"68","3","2","5000","1","3","12000","91002","0","0","1006","2","30","90006","31043","0","0","0","0","8","0"
"69","4","2","5000","1","20","10000","91002","0","0","1006","2","30","90006","31043","0","0","0","0","8","0"
"70","21","2","4500","1","50","8000","91002","0","0","1006","2","25","90006","31043","0","0","0","0","8","0"
"71","51","2","4500","1","100","6000","91002","0","0","1006","2","25","90006","31043","0","0","0","0","8","0"
"72","101","2","4000","1","250","4000","91002","0","0","1006","2","20","90006","31043","0","0","0","0","8","0"
"73","251","2","3500","1","500","3500","91002","0","0","1006","2","18","90006","31043","0","0","0","0","8","0"
"74","501","2","3000","1","1000","3000","91002","0","0","1006","2","16","90006","31043","0","0","0","0","8","0"
"75","1001","2","2500","1","2000","2500","91002","0","0","1006","2","14","90006","31043","0","0","0","0","8","0"
"76","2001","2","2000","1","3000","2000","91002","0","0","1006","2","12","90006","31043","0","0","0","0","8","0"
"77","3001","2","1500","1","5000","1500","91002","0","0","1006","2","10","90006","31043","0","0","0","0","8","0"
"78","5001","2","1000","1","10000","1000","91002","0","0","1006","2","8","90006","31043","0","0","0","0","8","0"
"79","10001","2","500","1","-1","500","91002","0","0","1006","2","5","90006","31043","0","0","0","0","8","0"
"80","1","2","5000","1","1","20000","91002","0","0","1007","2","30","90006","31022","0","0","0","0","8","0"
"81","2","2","5000","1","2","15000","91002","0","0","1007","2","30","90006","31022","0","0","0","0","8","0"
"82","3","2","5000","1","3","12000","91002","0","0","1007","2","30","90006","31022","0","0","0","0","8","0"
"83","4","2","5000","1","20","10000","91002","0","0","1007","2","30","90006","31022","0","0","0","0","8","0"
"84","21","2","4500","1","50","8000","91002","0","0","1007","2","25","90006","31022","0","0","0","0","8","0"
"85","51","2","4500","1","100","6000","91002","0","0","1007","2","25","90006","31022","0","0","0","0","8","0"
"86","101","2","4000","1","250","4000","91002","0","0","1007","2","20","90006","31022","0","0","0","0","8","0"
"87","251","2","3500","1","500","3500","91002","0","0","1007","2","18","90006","31022","0","0","0","0","8","0"
"88","501","2","3000","1","1000","3000","91002","0","0","1007","2","16","90006","31022","0","0","0","0","8","0"
"89","1001","2","2500","1","2000","2500","91002","0","0","1007","2","14","90006","31022","0","0","0","0","8","0"
"90","2001","2","2000","1","3000","2000","91002","0","0","1007","2","12","90006","31022","0","0","0","0","8","0"
"91","3001","2","1500","1","5000","1500","91002","0","0","1007","2","10","90006","31022","0","0","0","0","8","0"
"92","5001","2","1000","1","10000","1000","91002","0","0","1007","2","8","90006","31022","0","0","0","0","8","0"
"93","10001","2","500","1","-1","500","91002","0","0","1007","2","5","90006","31022","0","0","0","0","8","0"
"94","1","2","5000","1","1","20000","91002","0","0","1008","2","30","90006","31042","0","0","0","0","8","0"
"95","2","2","5000","1","2","15000","91002","0","0","1008","2","30","90006","31042","0","0","0","0","8","0"
"96","3","2","5000","1","3","12000","91002","0","0","1008","2","30","90006","31042","0","0","0","0","8","0"
"97","4","2","5000","1","20","10000","91002","0","0","1008","2","30","90006","31042","0","0","0","0","8","0"
"98","21","2","4500","1","50","8000","91002","0","0","1008","2","25","90006","31042","0","0","0","0","8","0"
"99","51","2","4500","1","100","6000","91002","0","0","1008","2","25","90006","31042","0","0","0","0","8","0"
"100","101","2","4000","1","250","4000","91002","0","0","1008","2","20","90006","31042","0","0","0","0","8","0"
"101","251","2","3500","1","500","3500","91002","0","0","1008","2","18","90006","31042","0","0","0","0","8","0"
"102","501","2","3000","1","1000","3000","91002","0","0","1008","2","16","90006","31042","0","0","0","0","8","0"
"103","1001","2","2500","1","2000","2500","91002","0","0","1008","2","14","90006","31042","0","0","0","0","8","0"
"104","2001","2","2000","1","3000","2000","91002","0","0","1008","2","12","90006","31042","0","0","0","0","8","0"
"105","3001","2","1500","1","5000","1500","91002","0","0","1008","2","10","90006","31042","0","0","0","0","8","0"
"106","5001","2","1000","1","10000","1000","91002","0","0","1008","2","8","90006","31042","0","0","0","0","8","0"
"107","10001","2","500","1","-1","500","91002","0","0","1008","2","5","90006","31042","0","0","0","0","8","0"
"108","1","2","5000","1","1","20000","91002","0","0","1009","2","30","90006","31018","0","0","0","0","8","0"
"109","2","2","5000","1","2","15000","91002","0","0","1009","2","30","90006","31018","0","0","0","0","8","0"
"110","3","2","5000","1","3","12000","91002","0","0","1009","2","30","90006","31018","0","0","0","0","8","0"
"111","4","2","5000","1","20","10000","91002","0","0","1009","2","30","90006","31018","0","0","0","0","8","0"
"112","21","2","4500","1","50","8000","91002","0","0","1009","2","25","90006","31018","0","0","0","0","8","0"
"113","51","2","4500","1","100","6000","91002","0","0","1009","2","25","90006","31018","0","0","0","0","8","0"
"114","101","2","4000","1","250","4000","91002","0","0","1009","2","20","90006","31018","0","0","0","0","8","0"
"115","251","2","3500","1","500","3500","91002","0","0","1009","2","18","90006","31018","0","0","0","0","8","0"
"116","501","2","3000","1","1000","3000","91002","0","0","1009","2","16","90006","31018","0","0","0","0","8","0"
"117","1001","2","2500","1","2000","2500","91002","0","0","1009","2","14","90006","31018","0","0","0","0","8","0"
"118","2001","2","2000","1","3000","2000","91002","0","0","1009","2","12","90006","31018","0","0","0","0","8","0"
"119","3001","2","1500","1","5000","1500","91002","0","0","1009","2","10","90006","31018","0","0","0","0","8","0"
"120","5001","2","1000","1","10000","1000","91002","0","0","1009","2","8","90006","31018","0","0","0","0","8","0"
"121","10001","2","500","1","-1","500","91002","0","0","1009","2","5","90006","31018","0","0","0","0","8","0"
"122","1","2","5000","1","1","20000","91002","0","0","1010","2","30","90006","31025","0","0","0","0","8","0"
"123","2","2","5000","1","2","15000","91002","0","0","1010","2","30","90006","31025","0","0","0","0","8","0"
"124","3","2","5000","1","3","12000","91002","0","0","1010","2","30","90006","31025","0","0","0","0","8","0"
"125","4","2","5000","1","20","10000","91002","0","0","1010","2","30","90006","31025","0","0","0","0","8","0"
"126","21","2","4500","1","50","8000","91002","0","0","1010","2","25","90006","31025","0","0","0","0","8","0"
"127","51","2","4500","1","100","6000","91002","0","0","1010","2","25","90006","31025","0","0","0","0","8","0"
"128","101","2","4000","1","250","4000","91002","0","0","1010","2","20","90006","31025","0","0","0","0","8","0"
"129","251","2","3500","1","500","3500","91002","0","0","1010","2","18","90006","31025","0","0","0","0","8","0"
"130","501","2","3000","1","1000","3000","91002","0","0","1010","2","16","90006","31025","0","0","0","0","8","0"
"131","1001","2","2500","1","2000","2500","91002","0","0","1010","2","14","90006","31025","0","0","0","0","8","0"
"132","2001","2","2000","1","3000","2000","91002","0","0","1010","2","12","90006","31025","0","0","0","0","8","0"
"133","3001","2","1500","1","5000","1500","91002","0","0","1010","2","10","90006","31025","0","0","0","0","8","0"
"134","5001","2","1000","1","10000","1000","91002","0","0","1010","2","8","90006","31025","0","0","0","0","8","0"
"135","10001","2","500","1","-1","500","91002","0","0","1010","2","5","90006","31025","0","0","0","0","8","0"
"136","1","2","5000","1","1","20000","91002","0","0","1011","2","30","90006","31043","0","0","0","0","8","0"
"137","2","2","5000","1","2","15000","91002","0","0","1011","2","30","90006","31043","0","0","0","0","8","0"
"138","3","2","5000","1","3","12000","91002","0","0","1011","2","30","90006","31043","0","0","0","0","8","0"
"139","4","2","5000","1","20","10000","91002","0","0","1011","2","30","90006","31043","0","0","0","0","8","0"
"140","21","2","4500","1","50","8000","91002","0","0","1011","2","25","90006","31043","0","0","0","0","8","0"
"141","51","2","4500","1","100","6000","91002","0","0","1011","2","25","90006","31043","0","0","0","0","8","0"
"142","101","2","4000","1","250","4000","91002","0","0","1011","2","20","90006","31043","0","0","0","0","8","0"
"143","251","2","3500","1","500","3500","91002","0","0","1011","2","18","90006","31043","0","0","0","0","8","0"
"144","501","2","3000","1","1000","3000","91002","0","0","1011","2","16","90006","31043","0","0","0","0","8","0"
"145","1001","2","2500","1","2000","2500","91002","0","0","1011","2","14","90006","31043","0","0","0","0","8","0"
"146","2001","2","2000","1","3000","2000","91002","0","0","1011","2","12","90006","31043","0","0","0","0","8","0"
"147","3001","2","1500","1","5000","1500","91002","0","0","1011","2","10","90006","31043","0","0","0","0","8","0"
"148","5001","2","1000","1","10000","1000","91002","0","0","1011","2","8","90006","31043","0","0","0","0","8","0"
"149","10001","2","500","1","-1","500","91002","0","0","1011","2","5","90006","31043","0","0","0","0","8","0"
"150","1","2","5000","1","1","20000","91002","0","0","1012","2","30","90006","31022","0","0","0","0","8","0"
"151","2","2","5000","1","2","15000","91002","0","0","1012","2","30","90006","31022","0","0","0","0","8","0"
"152","3","2","5000","1","3","12000","91002","0","0","1012","2","30","90006","31022","0","0","0","0","8","0"
"153","4","2","5000","1","20","10000","91002","0","0","1012","2","30","90006","31022","0","0","0","0","8","0"
"154","21","2","4500","1","50","8000","91002","0","0","1012","2","25","90006","31022","0","0","0","0","8","0"
"155","51","2","4500","1","100","6000","91002","0","0","1012","2","25","90006","31022","0","0","0","0","8","0"
"156","101","2","4000","1","250","4000","91002","0","0","1012","2","20","90006","31022","0","0","0","0","8","0"
"157","251","2","3500","1","500","3500","91002","0","0","1012","2","18","90006","31022","0","0","0","0","8","0"
"158","501","2","3000","1","1000","3000","91002","0","0","1012","2","16","90006","31022","0","0","0","0","8","0"
"159","1001","2","2500","1","2000","2500","91002","0","0","1012","2","14","90006","31022","0","0","0","0","8","0"
"160","2001","2","2000","1","3000","2000","91002","0","0","1012","2","12","90006","31022","0","0","0","0","8","0"
"161","3001","2","1500","1","5000","1500","91002","0","0","1012","2","10","90006","31022","0","0","0","0","8","0"
"162","5001","2","1000","1","10000","1000","91002","0","0","1012","2","8","90006","31022","0","0","0","0","8","0"
"163","10001","2","500","1","-1","500","91002","0","0","1012","2","5","90006","31022","0","0","0","0","8","0"
"164","1","2","5000","1","1","20000","91002","0","0","1013","2","30","90006","31042","0","0","0","0","8","0"
"165","2","2","5000","1","2","15000","91002","0","0","1013","2","30","90006","31042","0","0","0","0","8","0"
"166","3","2","5000","1","3","12000","91002","0","0","1013","2","30","90006","31042","0","0","0","0","8","0"
"167","4","2","5000","1","20","10000","91002","0","0","1013","2","30","90006","31042","0","0","0","0","8","0"
"168","21","2","4500","1","50","8000","91002","0","0","1013","2","25","90006","31042","0","0","0","0","8","0"
"169","51","2","4500","1","100","6000","91002","0","0","1013","2","25","90006","31042","0","0","0","0","8","0"
"170","101","2","4000","1","250","4000","91002","0","0","1013","2","20","90006","31042","0","0","0","0","8","0"
"171","251","2","3500","1","500","3500","91002","0","0","1013","2","18","90006","31042","0","0","0","0","8","0"
"172","501","2","3000","1","1000","3000","91002","0","0","1013","2","16","90006","31042","0","0","0","0","8","0"
"173","1001","2","2500","1","2000","2500","91002","0","0","1013","2","14","90006","31042","0","0","0","0","8","0"
"174","2001","2","2000","1","3000","2000","91002","0","0","1013","2","12","90006","31042","0","0","0","0","8","0"
"175","3001","2","1500","1","5000","1500","91002","0","0","1013","2","10","90006","31042","0","0","0","0","8","0"
"176","5001","2","1000","1","10000","1000","91002","0","0","1013","2","8","90006","31042","0","0","0","0","8","0"
"177","10001","2","500","1","-1","500","91002","0","0","1013","2","5","90006","31042","0","0","0","0","8","0"
"178","1","2","5000","1","1","20000","91002","0","0","1014","2","30","90006","31018","0","0","0","0","8","0"
"179","2","2","5000","1","2","15000","91002","0","0","1014","2","30","90006","31018","0","0","0","0","8","0"
"180","3","2","5000","1","3","12000","91002","0","0","1014","2","30","90006","31018","0","0","0","0","8","0"
"181","4","2","5000","1","20","10000","91002","0","0","1014","2","30","90006","31018","0","0","0","0","8","0"
"182","21","2","4500","1","50","8000","91002","0","0","1014","2","25","90006","31018","0","0","0","0","8","0"
"183","51","2","4500","1","100","6000","91002","0","0","1014","2","25","90006","31018","0","0","0","0","8","0"
"184","101","2","4000","1","250","4000","91002","0","0","1014","2","20","90006","31018","0","0","0","0","8","0"
"185","251","2","3500","1","500","3500","91002","0","0","1014","2","18","90006","31018","0","0","0","0","8","0"
"186","501","2","3000","1","1000","3000","91002","0","0","1014","2","16","90006","31018","0","0","0","0","8","0"
"187","1001","2","2500","1","2000","2500","91002","0","0","1014","2","14","90006","31018","0","0","0","0","8","0"
"188","2001","2","2000","1","3000","2000","91002","0","0","1014","2","12","90006","31018","0","0","0","0","8","0"
"189","3001","2","1500","1","5000","1500","91002","0","0","1014","2","10","90006","31018","0","0","0","0","8","0"
"190","5001","2","1000","1","10000","1000","91002","0","0","1014","2","8","90006","31018","0","0","0","0","8","0"
"191","10001","2","500","1","-1","500","91002","0","0","1014","2","5","90006","31018","0","0","0","0","8","0"
"192","1","2","5000","1","1","20000","91002","0","0","1015","2","30","90006","31042","0","0","0","0","8","0"
"193","2","2","5000","1","2","15000","91002","0","0","1015","2","30","90006","31042","0","0","0","0","8","0"
"194","3","2","5000","1","3","12000","91002","0","0","1015","2","30","90006","31042","0","0","0","0","8","0"
"195","4","2","5000","1","20","10000","91002","0","0","1015","2","30","90006","31042","0","0","0","0","8","0"
"196","21","2","4500","1","50","8000","91002","0","0","1015","2","25","90006","31042","0","0","0","0","8","0"
"197","51","2","4500","1","100","6000","91002","0","0","1015","2","25","90006","31042","0","0","0","0","8","0"
"198","101","2","4000","1","250","4000","91002","0","0","1015","2","20","90006","31042","0","0","0","0","8","0"
"199","251","2","3500","1","500","3500","91002","0","0","1015","2","18","90006","31042","0","0","0","0","8","0"
"200","501","2","3000","1","1000","3000","91002","0","0","1015","2","16","90006","31042","0","0","0","0","8","0"
"201","1001","2","2500","1","2000","2500","91002","0","0","1015","2","14","90006","31042","0","0","0","0","8","0"
"202","2001","2","2000","1","3000","2000","91002","0","0","1015","2","12","90006","31042","0","0","0","0","8","0"
"203","3001","2","1500","1","5000","1500","91002","0","0","1015","2","10","90006","31042","0","0","0","0","8","0"
"204","5001","2","1000","1","10000","1000","91002","0","0","1015","2","8","90006","31042","0","0","0","0","8","0"
"205","10001","2","500","1","-1","500","91002","0","0","1015","2","5","90006","31042","0","0","0","0","8","0"
"206","1","2","5000","1","1","20000","91002","0","0","1016","2","30","90006","31025","0","0","0","0","8","0"
"207","2","2","5000","1","2","15000","91002","0","0","1016","2","30","90006","31025","0","0","0","0","8","0"
"208","3","2","5000","1","3","12000","91002","0","0","1016","2","30","90006","31025","0","0","0","0","8","0"
"209","4","2","5000","1","20","10000","91002","0","0","1016","2","30","90006","31025","0","0","0","0","8","0"
"210","21","2","5000","1","50","8000","91002","0","0","1016","2","30","90006","31025","0","0","0","0","8","0"
"211","51","2","4500","1","150","6000","91002","0","0","1016","2","25","90006","31025","0","0","0","0","8","0"
"212","151","2","4000","1","300","4000","91002","0","0","1016","2","20","90006","31025","0","0","0","0","8","0"
"213","301","2","3500","1","700","3500","91002","0","0","1016","2","18","90006","31025","0","0","0","0","8","0"
"214","701","2","3000","1","1300","3000","91002","0","0","1016","2","16","90006","31025","0","0","0","0","8","0"
"215","1301","2","2500","1","2500","2500","91002","0","0","1016","2","14","90006","31025","0","0","0","0","8","0"
"216","2501","2","2000","1","4000","2000","91002","0","0","1016","2","12","90006","31025","0","0","0","0","8","0"
"217","4001","2","1500","1","6000","1500","91002","0","0","1016","2","10","90006","31025","0","0","0","0","8","0"
"218","6001","2","1000","1","10000","1000","91002","0","0","1016","2","8","90006","31025","0","0","0","0","8","0"
"219","10001","2","750","1","-1","750","91002","0","0","1016","2","7","90006","31025","0","0","0","0","8","0"
"220","1","2","5000","1","1","20000","91002","0","0","1017","2","30","90006","31043","0","0","0","0","8","0"
"221","2","2","5000","1","2","15000","91002","0","0","1017","2","30","90006","31043","0","0","0","0","8","0"
"222","3","2","5000","1","3","12000","91002","0","0","1017","2","30","90006","31043","0","0","0","0","8","0"
"223","4","2","5000","1","20","10000","91002","0","0","1017","2","30","90006","31043","0","0","0","0","8","0"
"224","21","2","5000","1","50","8000","91002","0","0","1017","2","30","90006","31043","0","0","0","0","8","0"
"225","51","2","4500","1","150","6000","91002","0","0","1017","2","25","90006","31043","0","0","0","0","8","0"
"226","151","2","4000","1","300","4000","91002","0","0","1017","2","20","90006","31043","0","0","0","0","8","0"
"227","301","2","3500","1","700","3500","91002","0","0","1017","2","18","90006","31043","0","0","0","0","8","0"
"228","701","2","3000","1","1300","3000","91002","0","0","1017","2","16","90006","31043","0","0","0","0","8","0"
"229","1301","2","2500","1","2500","2500","91002","0","0","1017","2","14","90006","31043","0","0","0","0","8","0"
"230","2501","2","2000","1","4000","2000","91002","0","0","1017","2","12","90006","31043","0","0","0","0","8","0"
"231","4001","2","1500","1","6000","1500","91002","0","0","1017","2","10","90006","31043","0","0","0","0","8","0"
"232","6001","2","1000","1","10000","1000","91002","0","0","1017","2","8","90006","31043","0","0","0","0","8","0"
"233","10001","2","750","1","-1","750","91002","0","0","1017","2","7","90006","31043","0","0","0","0","8","0"
"234","1","2","5000","1","1","20000","91002","0","0","1018","2","30","90006","31022","0","0","0","0","8","0"
"235","2","2","5000","1","2","15000","91002","0","0","1018","2","30","90006","31022","0","0","0","0","8","0"
"236","3","2","5000","1","3","12000","91002","0","0","1018","2","30","90006","31022","0","0","0","0","8","0"
"237","4","2","5000","1","20","10000","91002","0","0","1018","2","30","90006","31022","0","0","0","0","8","0"
"238","21","2","5000","1","50","8000","91002","0","0","1018","2","30","90006","31022","0","0","0","0","8","0"
"239","51","2","4500","1","150","6000","91002","0","0","1018","2","25","90006","31022","0","0","0","0","8","0"
"240","151","2","4000","1","300","4000","91002","0","0","1018","2","20","90006","31022","0","0","0","0","8","0"
