6520b057ec861fb475538ecd3fba8d00b8d9748d11974ad2105fac4f4dd9b10e,11f34063b9f04542918adb6924ebbf4fc20d5531883fd90ff28f6df2c10cc015,ac93d67959d73085124bf0286398106d204e03c84b50aa6ff4adb1d44325fb42,245af7ef9957c566e283fd5c838c4a355cda81f7f878a4b233611fbd64609dcd,a6655010f6c7a035e2e67284dfd92a5b72efb3c1ab8987cc8f6da481b6f7fe94,f76293689f5f4f48173b49e36380a5edcd562111f558d0b3f51928c52e7d5bb7,06d1ead4a9ed989f161603ad5355d7cd0d28df6b14bc0cab6379962aaa5df00f,8dfed9bf39c79b7b662861072d822bb480eb12b4b42c92b3512e953e601c3349,02388faf1c877f6e210ba5806d6a6dd5120c68e840575d5ecff4c2bdcbb69858,cb22723c0cbe04b13d07cc8ee5998c67f8b7e938054f78658b6190bc38fe4922
"10138","1","302","0","0","4","2022/02/26 16:00:00","2022/03/07 15:59:59","0","0"
"10139","1","302","0","0","4","2022/03/07 16:00:00","2022/03/15 15:59:59","0","0"
"10140","1","302","0","0","4","2022/03/15 16:00:00","2022/03/20 15:59:59","90032","0"
"10141","1","302","0","0","4","2022/03/20 16:00:00","2022/03/28 15:59:59","0","0"
"10142","1","302","0","0","4","2022/03/28 16:00:00","2022/04/03 15:59:59","90033","0"
"10143","1","302","0","0","4","2022/04/03 16:00:00","2022/04/11 15:59:59","0","0"
"10144","1","302","0","0","4","2022/04/11 16:00:00","2022/04/18 15:59:59","0","0"
"10145","1","302","0","0","4","2022/04/18 16:00:00","2022/04/25 15:59:59","0","0"
"10146","1","302","0","0","4","2022/04/25 16:00:00","2022/05/04 15:59:59","0","0"
"10147","1","302","0","0","4","2022/05/07 16:00:00","2022/05/15 15:59:59","0","0"
"10148","1","302","0","0","4","2022/05/15 16:00:00","2022/05/19 15:59:59","90034","0"
"10149","1","302","0","0","4","2022/05/19 16:00:00","2022/05/28 15:59:59","0","0"
"10150","1","302","0","0","4","2022/05/28 16:00:00","2022/05/31 15:59:59","90035","0"
"10151","1","302","0","0","4","2022/05/31 16:00:00","2022/06/04 15:59:59","90036","0"
"10152","1","302","0","0","4","2022/06/04 16:00:00","2022/06/12 15:59:59","0","0"
"10153","1","302","0","0","4","2022/06/12 16:00:00","2022/06/19 15:59:59","0","0"
"10154","1","302","40007","0","4","2022/06/19 16:00:00","2022/06/28 15:59:59","0","0"
"10155","1","302","30180","0","4","2022/06/19 16:00:00","2022/06/28 15:59:59","0","0"
"10156","1","302","0","0","4","2022/06/28 16:00:00","2022/07/02 15:59:59","0","0"
"10157","1","302","30184","0","4","2022/07/05 16:00:00","2022/07/13 15:59:59","0","0"
"10158","1","302","30185","0","4","2022/07/10 16:00:00","2022/07/13 15:59:59","90037","0"
"10159","1","302","0","0","4","2022/07/13 16:00:00","2022/07/17 15:59:59","90038","0"
"10160","1","302","0","0","4","2022/07/17 16:00:00","2022/07/26 15:59:59","0","0"
"10161","1","302","0","0","4","2022/07/26 16:00:00","2022/07/30 15:59:59","0","0"
"10162","1","302","0","0","4","2022/08/10 16:00:00","2022/08/13 15:59:59","0","0"
"10163","1","302","0","0","4","2022/08/02 16:00:00","2022/08/10 15:59:59","0","0"
"10164","1","302","0","0","4","2022/08/13 16:00:00","2022/08/17 15:59:59","90040","0"
"10165","1","302","0","0","4","2022/08/17 16:00:00","2022/08/24 15:59:59","0","0"
"10166","1","302","0","0","4","2022/08/24 16:00:00","2022/09/01 15:59:59","0","0"
"10167","1","302","0","0","4","2022/09/04 16:00:00","2022/09/12 15:59:59","0","0"
"10168","1","302","0","0","4","2022/09/12 16:00:00","2022/09/16 15:59:59","90041","0"
"10169","1","302","0","0","4","2022/09/16 16:00:00","2022/09/25 15:59:59","0","0"
"10170","1","302","0","0","4","2022/09/25 16:00:00","2022/09/29 15:59:59","0","0"
"10171","1","302","0","0","4","2022/10/02 16:00:00","2022/10/11 15:59:59","0","0"
"10172","1","302","0","0","4","2022/10/11 16:00:00","2022/10/17 15:59:59","90043","0"
"10173","1","302","0","0","4","2022/10/17 16:00:00","2022/10/26 15:59:59","0","0"
"10174","1","302","0","0","4","2022/10/26 16:00:00","2022/11/01 15:59:59","0","0"
"10175","1","302","0","0","4","2022/11/01 16:00:00","2022/11/09 15:59:59","0","0"
"10176","1","302","0","0","4","2022/11/09 16:00:00","2022/11/12 15:59:59","0","0"
"10177","1","302","0","0","4","2022/11/12 16:00:00","2022/11/16 15:59:59","90044","0"
"10178","1","302","0","0","9","2022/11/16 16:00:00","2022/11/26 15:59:59","0","0"
"10179","1","302","0","0","9","2022/11/26 16:00:00","2022/11/29 15:59:59","90045","0"
"10180","1","302","0","0","9","2022/11/29 16:00:00","2022/12/02 15:59:59","90046","0"
"10181","1","302","0","0","9","2022/12/02 16:00:00","2022/12/11 15:59:59","0","0"
"10182","1","302","0","0","9","2022/12/11 16:00:00","2022/12/14 15:59:59","0","0"
"10183","1","302","0","0","9","2022/12/14 16:00:00","2022/12/17 15:59:59","90047","0"
"10184","1","302","40008","0","9","2022/12/17 16:00:00","2022/12/25 15:59:59","0","0"
"10185","1","302","0","0","9","2022/12/25 16:00:00","2022/12/28 15:59:59","90048","0"
"10186","1","302","0","0","9","2022/12/28 16:00:00","2023/01/02 15:59:59","90049","0"
"10187","1","302","0","0","9","2023/01/05 16:00:00","2023/01/14 15:59:59","0","0"
"10188","1","302","0","0","9","2023/01/14 16:00:00","2023/01/17 15:59:59","0","0"
"10189","1","302","0","0","9","2023/01/17 16:00:00","2023/01/24 15:59:59","0","0"
"10190","1","302","0","0","9","2023/01/24 16:00:00","2023/02/01 15:59:59","0","0"
"10191","1","302","0","0","9","2023/02/01 16:00:00","2023/02/12 15:59:59","0","0"
"10192","1","302","0","0","9","2023/02/12 16:00:00","2023/02/16 15:59:59","0","0"
"10193","1","302","0","0","9","2023/02/16 16:00:00","2023/02/26 15:59:59","0","0"
"10194","1","302","0","0","9","2023/02/26 16:00:00","2023/03/01 15:59:59","90050","0"
"10195","1","302","0","0","9","2023/03/01 16:00:00","2023/03/04 15:59:59","90051","0"
"10196","1","302","0","0","9","2023/03/04 16:00:00","2023/03/12 15:59:59","0","0"
"10197","1","302","0","0","9","2023/03/12 16:00:00","2023/03/15 15:59:59","0","0"
"10198","1","302","0","0","9","2023/03/15 16:00:00","2023/03/19 15:59:59","90052","0"
"10199","1","302","0","0","9","2023/03/19 16:00:00","2023/03/28 15:59:59","0","0"
"10200","1","302","0","0","9","2023/03/31 16:00:00","2023/04/03 15:59:59","90054","0"
"10201","1","302","0","0","9","2023/04/03 16:00:00","2023/04/12 15:59:59","0","0"
"10202","1","302","0","0","9","2023/04/12 16:00:00","2023/04/19 15:59:59","0","0"
"10203","1","302","0","0","9","2023/04/19 16:00:00","2023/04/26 15:59:59","90055","0"
"10204","1","302","0","0","9","2023/04/26 16:00:00","2023/05/04 15:59:59","0","0"
"10205","1","302","30238","0","9","2023/05/07 16:00:00","2023/05/16 15:59:59","0","0"
"10206","1","302","0","0","9","2023/05/16 16:00:00","2023/05/20 15:59:59","90056","0"
"10207","1","302","0","0","9","2023/05/20 16:00:00","2023/05/28 15:59:59","0","0"
"10208","1","302","0","0","9","2023/05/28 16:00:00","2023/06/04 15:59:59","0","0"
"10209","1","302","0","0","9","2023/06/04 16:00:00","2023/06/15 15:59:59","0","0"
"10210","1","302","0","0","9","2023/06/15 16:00:00","2023/06/17 15:59:59","0","0"
"10211","1","302","0","0","9","2023/06/17 16:00:00","2023/06/19 15:59:59","0","0"
"10212","1","302","40009","0","9","2023/06/19 16:00:00","2023/06/28 15:59:59","0","0"
"10213","1","302","30245","0","9","2023/06/19 16:00:00","2023/06/26 15:59:59","0","0"
"10214","1","302","0","0","9","2023/06/28 16:00:00","2023/07/02 15:59:59","0","0"
"10215","1","302","0","0","9","2023/07/05 16:00:00","2023/07/12 15:59:59","0","0"
"10216","1","302","0","0","9","2023/07/12 16:00:00","2023/07/19 15:59:59","0","0"
"10217","1","302","0","0","9","2023/07/19 16:00:00","2023/07/29 15:59:59","0","0"
"10218","1","302","0","0","9","2023/07/29 16:00:00","2023/08/01 15:59:59","0","0"
"10219","1","302","0","0","9","2023/08/01 16:00:00","2023/08/09 15:59:59","0","0"
"10220","1","302","0","0","9","2023/08/09 16:00:00","2023/08/12 15:59:59","0","0"
"10221","1","302","0","0","9","2023/08/12 16:00:00","2023/08/19 15:59:59","0","0"
"10222","1","302","0","0","9","2023/08/19 16:00:00","2023/08/27 15:59:59","0","0"
"10223","1","302","0","0","9","2023/08/27 16:00:00","2023/09/01 15:59:59","0","0"
"10224","1","302","0","0","9","2023/09/01 16:00:00","2023/09/11 15:59:59","0","0"
"10225","1","302","0","0","9","2023/09/11 16:00:00","2023/09/16 15:59:59","0","0"
"10226","1","302","0","0","9","2023/09/16 16:00:00","2023/09/25 15:59:59","0","0"
"10227","1","302","0","0","9","2023/09/28 16:00:00","2023/10/02 15:59:59","0","0"
"10228","1","302","0","0","9","2023/10/02 16:00:00","2023/10/11 15:59:59","0","0"
"10229","1","302","0","0","9","2023/10/11 16:00:00","2023/10/17 15:59:59","0","0"
"10230","1","302","0","0","9","2023/10/17 16:00:00","2023/10/25 15:59:59","0","0"
"10231","1","302","0","0","9","2023/10/25 16:00:00","2023/11/01 15:59:59","90057","0"
"10232","1","302","0","0","9","2023/11/04 16:00:00","2023/11/13 15:59:59","0","0"
"10233","1","302","0","0","9","2023/11/13 16:00:00","2023/11/16 15:59:59","0","0"
"10234","1","302","0","0","9","2023/11/16 16:00:00","2023/11/26 15:59:59","0","0"
"10235","1","302","0","0","9","2023/11/26 16:00:00","2023/12/01 15:59:59","0","0"
"10236","1","302","0","0","9","2023/12/01 16:00:00","2023/12/10 15:59:59","0","0"
"10237","1","302","0","0","9","2023/12/10 16:00:00","2023/12/13 15:59:59","0","0"
"10238","1","302","0","0","9","2023/12/13 16:00:00","2023/12/16 15:59:59","90058","0"
"10239","1","302","40010","0","9","2023/12/16 16:00:00","2023/12/23 15:59:59","0","0"
"10240","1","302","0","0","9","2023/12/23 16:00:00","2023/12/27 15:59:59","0","0"
"10241","1","302","0","0","9","2023/12/27 16:00:00","2024/01/01 15:59:59","0","0"
"10242","1","302","0","0","9","2024/01/04 16:00:00","2024/01/14 15:59:59","0","0"
"10243","1","302","0","0","9","2024/01/14 16:00:00","2024/01/17 15:59:59","90059","0"
"10244","1","302","0","0","9","2024/01/17 16:00:00","2024/01/27 15:59:59","0","0"
"10245","1","302","0","0","9","2024/01/27 16:00:00","2024/02/01 15:59:59","0","0"
"10246","1","302","0","0","9","2024/02/01 16:00:00","2024/02/10 15:59:59","0","0"
"10247","1","302","0","0","9","2024/02/21 16:00:00","2024/02/26 15:59:59","0","0"
"10248","1","302","0","0","9","2024/02/13 16:00:00","2024/02/21 15:59:59","0","0"
"10249","1","302","0","0","9","2024/02/26 16:00:00","2024/02/29 15:59:59","0","0"
"10250","1","302","0","0","9","2024/02/29 16:00:00","2024/03/05 15:59:59","0","0"
"10251","1","302","0","0","9","2024/03/05 16:00:00","2024/03/15 15:59:59","0","0"
"10252","1","302","0","0","9","2024/03/15 16:00:00","2024/03/20 15:59:59","0","0"
"10253","1","302","0","0","9","2024/03/20 16:00:00","2024/03/29 15:59:59","0","0"
"10254","1","302","0","0","9","2024/03/29 16:00:00","2024/04/01 15:59:59","90060","0"
"10255","1","302","0","0","9","2024/04/01 16:00:00","2024/04/12 15:59:59","0","0"
"10256","1","302","0","0","9","2024/04/12 16:00:00","2024/04/16 15:59:59","0","0"
"10257","1","302","0","0","9","2024/04/16 16:00:00","2024/04/23 15:59:59","0","0"
"10258","1","302","0","0","9","2024/04/23 16:00:00","2024/04/28 15:59:59","0","0"
"10259","1","302","0","0","9","2024/04/28 16:00:00","2024/05/02 15:59:59","0","0"
"10260","1","302","0","0","12","2024/05/05 16:00:00","2024/05/14 15:59:59","0","0"
"10261","1","302","0","0","12","2024/05/14 16:00:00","2024/05/17 15:59:59","90061","0"
"10262","1","302","0","0","12","2024/05/17 16:00:00","2024/05/24 15:59:59","0","0"
"10263","1","302","0","0","12","2024/05/24 16:00:00","2024/05/28 15:59:59","90062","0"
"10264","1","302","0","0","12","2024/05/28 16:00:00","2024/06/02 15:59:59","0","0"
"10265","1","302","0","0","12","2024/06/02 16:00:00","2024/06/15 15:59:59","0","0"
"10266","1","302","30306","0","12","2024/06/15 16:00:00","2024/06/17 15:59:59","0","0"
"10267","1","302","30305","0","12","2024/06/15 16:00:00","2024/06/17 15:59:59","90063","0"
"10268","1","302","0","0","12","2024/06/17 16:00:00","2024/06/24 15:59:59","0","0"
"10269","1","302","0","0","12","2024/06/24 16:00:00","2024/07/01 15:59:59","90064","0"
"10270","1","302","0","0","12","2024/07/04 16:00:00","2024/07/12 15:59:59","0","0"
"10271","1","302","0","0","12","2024/07/12 16:00:00","2024/07/19 15:59:59","0","0"
"10272","1","302","30313","0","12","2024/07/19 16:00:00","2024/07/29 15:59:59","0","0"
"10273","1","302","30312","0","12","2024/07/19 16:00:00","2024/07/23 15:59:59","90065","0"
"10274","1","302","30314","0","11","2024/07/23 16:00:00","2024/07/29 15:59:59","0","0"
"10275","1","302","0","0","12","2024/07/29 16:00:00","2024/08/01 15:59:59","0","0"
"10276","1","302","0","0","12","2024/08/01 16:00:00","2024/08/13 15:59:59","0","0"
"10277","1","302","30318","0","12","2024/08/13 16:00:00","2024/08/16 15:59:59","0","0"
"10278","1","302","30317","0","12","2024/08/13 16:00:00","2024/08/16 15:59:59","0","0"
"10279","1","302","0","0","12","2024/08/16 16:00:00","2024/08/28 15:59:59","0","0"
"10280","1","302","0","0","12","2024/08/28 16:00:00","2024/09/01 15:59:59","0","0"
"10281","1","302","30322","0","19","2024/09/04 16:00:00","2024/09/16 15:59:59","0","0"
"10282","1","302","30323","0","18","2024/09/11 16:00:00","2024/09/16 15:59:59","90066","0"
"10283","1","302","0","0","18","2024/09/16 16:00:00","2024/09/28 15:59:59","0","0"
"10284","1","302","0","0","18","2024/09/28 16:00:00","2024/10/01 15:59:59","0","0"
"19001","1","302","0","0","1","2018/09/14 16:00:00","2018/09/21 15:59:59","0","0"
"19002","1","302","0","0","1","2018/09/21 16:00:00","2018/10/09 15:59:59","0","0"
"19003","1","302","0","0","1","2019/01/03 19:00:00","2019/02/13 15:59:59","0","0"
"20000","2","101","0","0","29","2018/01/01 15:00:00","2030/01/01 23:59:59","0","0"
