id,name,constrain_group,condition_type_1,condition_type_2,condition_type_3,condition_value_1,condition_value_2,condition_value_3
"97","ระดับสูงสุด","0","1","2","3","3","1","1"
"98","ระดับโลก","0","1","2","3","3","1","1"
"99","ผู้ที่ถูกเลือก","0","1","2","3","3","1","1"
"100","ผู้เป็นยอดนักกีฬา","2","1","2","3","3","1","0"
"101","ผู้ยิ่งใหญ่","0","1","2","3","3","1","0"
"102","แห่งซุปเปอร์โซนิค","1","1","2","3","3","1","0"
"103","ผู้เหนือชั้น","0","1","2","3","3","1","0"
"104","ผู้เป็น MVP","0","1","2","3","3","1","0"
"105","แห่งผู้นำ","0","1","2","3","3","1","0"
"106","ผู้เก่งรอบด้าน","2","1","2","3","3","1","0"
"107","เหรียญเงิน","2","1","2","3","3","1","0"
"108","ผู้สูงส่ง","0","1","2","3","3","1","0"
"109","ผู้ยอดเยี่ยม","2","1","2","3","3","1","0"
"110","ระดับหนึ่ง","0","1","2","3","3","1","0"
"111","สุดมหัศจรรย์","0","1","2","3","3","1","0"
"112","ระดับซูเปอร์","0","1","2","3","3","0","1"
"113","ฟลายอิ้ง","0","1","2","3","3","0","1"
"114","ผู้ยิ่งใหญ่","0","1","2","3","3","0","1"
"115","ผู้หยุดไม่อยู่","1","1","2","3","3","0","1"
"116","ผู้มีคาริสมา","0","1","2","3","3","0","1"
"117","ผู้มีพรสวรรค์รอบตัว","0","1","2","3","3","0","1"
"118","แห่งยุคสมัยใหม่","0","1","2","3","3","0","1"
"119","ผู้มีเกียรติ","0","1","2","3","3","0","1"
"120","ผู้โดดเด่น","0","1","2","3","3","0","1"
"121","ผู้มากประสบการณ์","0","1","2","3","3","0","1"
"122","ระดับโลก","0","1","2","3","3","0","1"
"123","ผู้เป็นแรงบันดาลใจ","0","1","2","3","3","0","0"
"124","ผู้เป็นที่ชื่นชอบ","0","1","2","3","3","0","0"
"125","ผู้มีทักษะเฉพาะตัว","1","1","2","3","3","0","0"
"126","ผู้มีศักยภาพสูง","2","1","2","3","3","0","0"
"127","เหรียญทองแดง","2","1","2","3","3","0","0"
"128","แห่งความคาดหวัง","0","1","2","3","3","0","0"
"129","เดอะจัมป์ปิ้ง","2","1","2","3","3","0","0"
"130","แห่งยุคสมัยใหม่","0","1","2","3","3","0","0"
"131","ผู้ที่คนในวงการรู้จักกันดี","2","1","2","3","3","0","0"
