taq_no,genre,taq_type,difficulty,word,chunk,detail,detail_2,assist_detail,image_id,char_no_1,char_no_2,char_no_3,char_no_4,char_no_5,input_type_1,input_type_2,input_type_3,input_type_4,input_type_5
"1096","1","1","3","ฮิยนรัช","ฮิโยริเบิร์นนิ่งรัช","สิ่งนี้เรียกว่าอะไร?","ท่า UB ของ [ฮิโยริ (6★)]\nหมัดเพลิงที่เผาผลาญศัตรู","ฮิโยริเบิร์นนิ่งรัช","1096","ฮิ","ย","น","รั","ช","7","7","7","7","7"
"1099","1","1","2","ล่องหน","","สิ่งนี้เรียกว่าอะไร?","บอลเวทมนต์ล่องหนใช้โดยพิชเชอร์ [ฮาสึเนะ] ในมินิเกม [การซ้อมโฮมรันของมิซาโตะ]","ฮาสึเนะ☆ล่องหน","1099","ล่","อ","ง","ห","น","7","7","7","7","7"
"1100","1","1","2","เอนด์บ","","สิ่งนี้เรียกว่าอะไร?","บอลเวทมนต์ที่ลุกเป็นไฟใช้โดยพิชเชอร์ [คายะ] ในมินิเกม [การซ้อมโฮมรันของมิซาโตะ]","ดราก้อนเอนด์บอล","1102","เ","อ","น","ด์","บ","7","7","7","7","7"
"1101","1","1","3","ค้ชฝึกตี","","สิ่งนี้เรียกว่าอะไร?","ตำแหน่งที่มอบให้ [อายาเนะ] ในมินิเกม [การซ้อมโฮมรันของมิซาโตะ]","โค้ชฝึกตี","1101","ค้","ช","ฝึ","ก","ตี","7","7","7","7","7"
"1102","1","1","3","กขว้าง","","สิ่งนี้เรียกว่าอะไร?","ตำแหน่งที่มอบให้ [คายะ] ในมินิเกม [การซ้อมโฮมรันของมิซาโตะ]","โค้ชฝึกขว้าง","1102","ก","ข","ว้","า","ง","7","7","7","7","7"
"1104","1","2","3","boxin","","สิ่งนี้เรียกว่าอะไร?","การแข่งขันที่ผสมผสานทั้งความแข็งแกร่งทางจิตใจและร่างกาย โดยการเล่นหมากรุกสลับกับกีฬาอีกชนิดหนึ่ง","Chess boxing","0","b","o","x","i","n","3","3","3","3","3"
"1105","1","2","2","LoveG","Love Game","สิ่งนี้เรียกว่าอะไร?","การแข่งขันเทนนิสหรือปิงปองที่ฝ่ายหนึ่งฝ่ายใดไม่ได้คะแนนเลย จนจบเกม","Love Game","0","L","o","v","e","G","2","3","3","3","2"
"1106","1","2","3","Shiel","","สิ่งนี้เรียกว่าอะไร?","แผ่นพลาสติกใสที่ติดกับหน้ากากหมวกกันน็อคสำหรับกีฬาอเมริกันฟุตบอล เพื่อป้องกันดวงตา","Eye Shield","0","S","h","i","e","l","2","3","3","3","3"
"1107","1","2","3","Quart","","สิ่งนี้เรียกว่าอะไร?","การแบ่งเวลาในการแข่งขันกีฬาบาสเก็ตบอลและอเมริกันฟุตบอลออกเป็น 4 ช่วงเวลา","Quarter","0","Q","u","a","r","t","2","3","3","3","3"
"1115","1","2","3","FFall","Free Fall","สิ่งนี้เรียกว่าอะไร?","เครื่องเล่นสุดระทึกชนิดหนึ่ง ที่ให้ความรู้สึกตื่นเต้นกับการตกจากที่สูงลงมาอย่างรวดเร็ว","Free Fall","0","F","F","a","l","l","2","2","3","3","3"
"1116","1","2","3","Press","","สิ่งนี้เรียกว่าอะไร?","ท่ามวยปล้ำที่กระโดดหลังจากมุมสังเวียน หมุนตัวกลับหลังก่อนจะกระโดดใส่คู่ต่อสู้","Moonsault Press","0","P","r","e","s","s","2","3","3","3","3"
"1117","1","2","3","จุดกลา","","สิ่งนี้เรียกว่าอะไร?","จุดศูนย์กลางของเป้า ซึ่งเป็นวงกลมเล็กๆ ที่อยู่ภายในวงกลมอีกวงหนึ่ง และมักจะมีค่าคะแนนสูงที่สุด","จุดกลางเป้า","0","จุ","ด","ก","ล","า","7","7","7","7","7"
"1120","1","2","2","river","","สิ่งนี้เรียกว่าอะไร?","ไม้กอล์ฟชนิดหนึ่งที่ออกแบบมาเพื่อให้ลูกกอล์ฟมีความเร็วและระยะทางในการตีที่ไกลที่สุดทั่วไปจะใช้ในการตีทีออฟ","Driver","0","r","i","v","e","r","3","3","3","3","3"
"1121","1","2","2","ลอินวัน","","สิ่งนี้เรียกว่าอะไร?","กีฬากอล์ฟ การตีลูกลงหลุมได้ในการตีครั้งเดียว","โฮลอินวัน","0","ล","อิ","น","วั","น","7","7","7","7","7"
"1122","1","2","1","งเกอร์","","สิ่งนี้เรียกว่าอะไร?","สิ่งกีดขวางอย่างหนึ่งที่ถูกติดตั้งในสนามกอล์ฟ เป็นจุดที่เต็มไปด้วยทราย ","บังเกอร์","0","ง","เ","ก","อ","ร์","7","7","7","7","7"
"1123","1","2","1","Moonw","","สิ่งนี้เรียกว่าอะไร?","ท่าเต้นที่มีเอกลักษณ์เฉพาะตัว การเคลื่อนไหวลึกลับที่ดูเหมือนเดินไปข้างหน้าขณะเคลื่อนที่ถอยหลัง","Moonwalk","0","M","o","o","n","w","2","3","3","3","3"
"1127","1","2","3","บบซีลด์","","สิ่งนี้เรียกว่าอะไร?","หนึ่งในกฎยอดนิยมสำหรับเกมไพ่แข่งขันด้วยเด็คที่สร้างขึ้นจากการเปิดแพ็คทันที","การแข่งขันแบบซีลด์","0","บ","บ","ซี","ล","ด์","7","7","7","7","7"
"1130","1","2","1","แฮตทริ","","สิ่งนี้เรียกว่าอะไร?","ในกีฬาฟุตบอล ผู้เล่นคนหนึ่งทำคะแนนได้ตั้งแต่ 3 ประตูขึ้นไปในนัดเดียว","แฮตทริก","0","แ","ฮ","ต","ท","ริ","7","7","7","7","7"
"1131","1","2","3","แอสซิส","","สิ่งนี้เรียกว่าอะไร?","ในกีฬาฟุตบอล ผู้เล่นคนหนึ่งส่งให้ผู้เล่นอีกคนทำประตูได้","แอสซิสต์","0","แ","อ","ส","ซิ","ส","7","7","7","7","7"
"1132","1","2","2","Tenni","","สิ่งนี้เรียกว่าอะไร?","[เบสบอล] ภาษาอังกฤษคือ [Baseball]\nแล้ว [เทนนิส] คือคำว่าอะไร?","Tennis","0","T","e","n","n","i","2","3","3","3","3"
"1134","1","2","3","CHINE","","สิ่งนี้เรียกว่าอะไร?","ประเภทของการจับไม้ปิงปองแบบแรกคือ [Shakehand] และอีกแบบหนึ่งคือ?","CHINESE STYLE","0","C","H","I","N","E","2","2","2","2","2"
"1136","1","2","2","งกลาง","","สิ่งนี้เรียกว่าอะไร?","ตำแหน่งผู้เล่นฟุตบอลโดยทั่วไปแบ่งออกเป็น 4 ส่วน คือ\nผู้รักษาประตู⇒กองหลัง⇒......⇒กองหน้า?","กองกลาง","0","ง","ก","ล","า","ง","7","7","7","7","7"
"1138","1","2","3","สควอช","","สิ่งนี้เรียกว่าอะไร?","เกมบอลโดยใช้แร็กเกต มีลักษณะเป็นผู้เล่นหันหน้าไปในทิศทางเดียวกันและใช้กำแพงตีลูกบอลกลับไปหาคู่ต่อสู้","สควอช","0","ส","ค","ว","อ","ช","7","7","7","7","7"
"1140","1","1","3","เริ่มขึ้น","","คำในช่องว่างคือ?","ประโยคติดปากก่อนจะขานชื่อ UB ของ [คริสทีน่า]\n[..... นัมเบอร์สอวาลอน]","ปาร์ตี้เริ่มขึ้นแล้ว","1140","เ","ริ่","ม","ขึ้","น","7","7","7","7","7"
"1141","1","2","1","รีบาวน","","สิ่งนี้เรียกว่าอะไร?","ในกีฬาบาสเก็ตบอล การกระโดดขึ้นไปคว้าบอลที่กระดอนออกมาจากห่วง หรือจากการยิงไม่เข้า","Rebound = รีบาวนด์","0","รี","บ","า","ว","น","7","7","7","7","7"
"1142","1","2","2","Ducki","","สิ่งนี้เรียกว่าอะไร?","การหลบหลีกหมัดของคู่ต่อสู้ในกีฬามวยโดยการก้มตัวลง","Ducking = ดักกิ้ง","0","D","u","c","k","i","2","3","3","3","3"
"1146","1","2","2","สควอท","","สิ่งนี้เรียกว่าอะไร?","ชื่อท่าบริหารพื้นฐานในการฝึกสร้างกล้ามเนื้อที่เกี่ยวข้องกับการงอและเหยียดเข่าซ้ำๆ","สควอท ","0","ส","ค","ว","อ","ท","7","7","7","7","7"
"1151","1","2","2","Sabre","","สิ่งนี้เรียกว่าอะไร?","หนึ่งในประเภทหลักของกีฬาฟันดาบ","Sabre = ดาบซาเบอร์","0","S","a","b","r","e","2","3","3","3","3"
"1153","1","2","2","บาสเก","","สิ่งนี้เรียกว่าอะไร?","กีฬาประเภททีม มีเป้าหมายคือการโยนลูกทรงกลมเข้าไปในห่วงของฝ่ายตรงข้ามให้ได้คะแนนมากที่สุด","บาสเกตบอล","0","บ","า","ส","เ","ก","7","7","7","7","7"
"1157","1","2","2","อภูเขา","","สิ่งนี้เรียกว่าอะไร?","จักรยานที่เหมาะสำหรับการขี่บนภูเขาและทุ่งนา หรือเรียกสั้นๆ ว่า [MTB]","จักรยานเสือภูเขา","0","อ","ภู","เ","ข","า","7","7","7","7","7"
"1164","1","1","1","ชจ์ซสฟ","เชนจ์ ปริ้นเซสฟอร์ม!","ต้องพูดว่าอะไร?","","เชนจ์ ปริ้นเซสฟอร์ม!","1164","ช","จ์","ซ","ส","ฟ","7","7","7","7","7"
"1166","1","2","3","างสนุ๊ก","","สิ่งนี้เรียกว่าอะไร?","เทคนิคการเล่นสนุกเกอร์ เพื่อย้ายลูกที่เราตีไปยังตำแหน่งที่ฝ่ายตรงข้ามเล่นได้ยาก","การวางสนุ๊ก","0","า","ง","ส","นุ๊","ก","7","7","7","7","7"
"1168","1","1","3","ทีนี้เห็น","","สิ่งนี้เรียกว่าอะไร?","ประโยคเด็ดของตัวละครนี้\nตอนที่ตีโฮมรันในมินิเกมเบสบอล","ทีนี้เห็นรึยัง~!","1168","ที","นี้","เ","ห็","น","7","7","7","7","7"
"1170","1","2","1","Machi","","สิ่งนี้เรียกว่าอะไร?","การเรียก [ปืนกล] ในภาษาอังกฤษ","Machine gun","0","M","a","c","h","i","2","3","3","3","3"
"1171","1","1","1","BURST","","สิ่งนี้เรียกว่าอะไร?","ในเกม Princess Connect! Re: Dive\nคำว่า [UB] ย่อมาจากอะไร?","UNION BURST","0","B","U","R","S","T","2","2","2","2","2"
"1172","1","1","2","นะยั่วยุ","","สิ่งนี้เรียกว่าอะไร?","ในเกม Princess Connect! Re: Dive\nสถานะของไอคอนในภาพ","สถานะยั่วยุ","1172","น","ะ","ยั่","ว","ยุ","7","7","7","7","7"
"1173","1","1","2","บาเรีย","","สิ่งนี้เรียกว่าอะไร?","ในเกม Princess Connect! Re: Dive\nสถานะของไอคอนในภาพ","บาเรียดูดซับกายภาพ","1173","บ","า","เ","รี","ย","7","7","7","7","7"
"1174","1","1","3","ะเพื่อน","","สิ่งนี้เรียกว่าอะไร?","ในเกม Princess Connect! Re: Dive\nสถานะของไอคอนดังกล่าวคือ?","สถานะเพื่อน","1174","ะ","เ","พื่","อ","น","7","7","7","7","7"
"1175","1","1","1","งกลาง","","สิ่งนี้เรียกว่าอะไร?","ในเกม Princess Connect! Re: Dive\nตำแหน่งยืนของตัวละครในการต่อสู้\nประกอบด้วย [กองหน้า] [กองหลัง] และ?","กองกลาง","0","ง","ก","ล","า","ง","7","7","7","7","7"
"1176","1","1","1","arget","","สิ่งนี้เรียกว่าอะไร?","ในเกม Princess Connect! Re: Dive\nการโจมตีหลายเป้าหมายเรียกว่าอะไร","Multitarget","1176","a","r","g","e","t","3","3","3","3","3"
"1178","1","2","1","ดํานํ้าลึ","","สิ่งนี้เรียกว่าอะไร?","กิจกรรมที่คุณสามารถดำดิ่งลงสู่มหาสมุทรด้วยการแบกถังอากาศไว้บนหลัง","ดํานํ้าลึก","0","ดํ","า","นํ้","า","ลึ","7","7","7","7","7"
"1179","1","2","1","ering","","สิ่งนี้เรียกว่าอะไร?","กีฬาประเภทหนึ่งที่จัดว่าเป็นกีฬาปีนเขา ปีนโขดหินและกำแพงโดยใช้เพียงร่างกายของคุณ โดยไม่ต้องใช้เชือก","Bouldering","0","e","r","i","n","g","3","3","3","3","3"
"1180","1","2","2","Gungn","","สิ่งนี้เรียกว่าอะไร?","หอกอันตรายที่โอดินเป็นเจ้าของ ว่ากันว่าหลังจากขว้างออกไป มันจะกลับคืนสู่มือคุณโดยอัตโนมัติ","Gungnir","0","G","u","n","g","n","2","3","3","3","3"
"1181","1","2","1","Excal","","สิ่งนี้เรียกว่าอะไร?","[ดาบศักดิ์สิทธิ์] อาวุธสมมุติที่มีชื่อเสียงที่สุด มีเพียงผู้ที่ได้รับเลือกเท่านั้นจึงจะยกขึ้นได้","Excalibur","0","E","x","c","a","l","2","3","3","3","3"
"1182","1","2","3","ปั่นจักร","","สิ่งนี้คืออะไร?","กีฬาที่รวม 3 ชนิดเข้าด้วยกันและทำการแข่งขันต่อเนื่องกัน ถ้าเรียงลำดับตามชนิดกีฬา จะเรียงอย่างไร? ","ว่ายน้ำ⇒ปั่นจักรยาน⇒วิ่ง","0","ปั่","น","จั","ก","ร","7","7","7","7","7"
"1183","1","2","2","Split","","สิ่งนี้เรียกว่าอะไร?","ในกีฬาโบว์ลิ่ง คำที่ใช้เรียกสภาวะที่พินหลงเหลืออยู่ห่างกัน และยากต่อการล้มทั้งหมดในครั้งเดียว","Split","0","S","p","l","i","t","2","3","3","3","3"
"1184","1","2","3","Kingp","","สิ่งนี้เรียกว่าอะไร?","ในกีฬาโบว์ลิ่ง พินตรงกลางสุดมักถูกเรียกว่าราชา เพราะถูกปกป้องโดยพินอื่นๆ รอบด้าน","Kingpin","0","K","i","n","g","p","2","3","3","3","3"
"1185","1","2","2","Break","","สิ่งนี้เรียกว่าอะไร?","กฎพิเศษที่ใช้เพื่อยุติความสัมพันธ์ในกีฬา เช่น เทนนิส เมื่อคะแนนเสมอกัน","Tie-Break","0","B","r","e","a","k","2","3","3","3","3"
"1186","1","2","1","Water","","สิ่งนี้เรียกว่าอะไร?","ชื่อเรียกเมื่อลูกกอล์ฟตกลงไปในสระน้ำในสนาม","Water Hazard","0","W","a","t","e","r","2","3","3","3","3"
"1187","1","2","3","Froze","","สิ่งนี้เรียกว่าอะไร?","ในการเล่นบิลเลียด ลูกบิลเลียดที่ติดอยู่กับลูกอื่นหรือขอบโต๊ะโดยไม่มีช่องว่าง","Frozen Ball","0","F","r","o","z","e","2","3","3","3","3"
"1188","1","2","2","Bogey","","สิ่งนี้เรียกว่าอะไร?","ในกีฬากอล์ฟ จำนวนครั้งที่ตีลูกกอล์ฟมากกว่าพาร์ของหลุมนั้น 2 ครั้ง ","Double Bogey","0","B","o","g","e","y","2","3","3","3","3"
"1189","1","2","2","เบอร์ดี้","","สิ่งนี้เรียกว่าอะไร?","ในกีฬากอล์ฟ จำนวนครั้งที่ตีลูกกอล์ฟน้อยกว่าพาร์ของหลุมนั้น 1 ครั้ง ","เบอร์ดี้","0","เ","บ","อ","ร์","ดี้","7","7","7","7","7"
"1190","1","2","1","กระสอ","","สิ่งนี้เรียกว่าอะไร?","ถุงทรายขนาดใหญ่สำหรับฝึกซ้อมชกมวย","กระสอบทราย","0","ก","ร","ะ","ส","อ","7","7","7","7","7"
"1191","1","2","1","FALSE","","สิ่งนี้เรียกว่าอะไร?","การออกตัวก่อนสัญญาณในกีฬากรีฑาที่เป็นการผิดกติกา","FALSE START","0","F","A","L","S","E","2","2","2","2","2"
"1192","1","2","3","Toelo","Toe loop jump","สิ่งนี้เรียกว่าอะไร?","เกี่ยวข้องกับเทคนิคการเล่นสเก็ตลีลา [Loop] โดยการยืนอยู่บนปลายเท้า","Toe loop jump","0","T","o","e","l","o","2","3","3","3","3"
"1193","1","2","3","มเบรก","","สิ่งนี้เรียกว่าอะไร?","กีฬาสนุกเกอร์ การทำคะแนนสูงสุดที่เป็นไปได้ในการแทงไม้เดียว ","แม็กซิมั่มเบรก","0","ม","เ","บ","ร","ก","7","7","7","7","7"
"1194","1","2","3","ทัชดาว","","สิ่งนี้เรียกว่าอะไร?","กีฬาอเมริกันฟุตบอล เมื่อทีมใดทีมหนึ่งสามารถนำลูกบอลเข้าไปสัมผัสในเขตท้ายสนามของอีกฝ่ายได้","ทัชดาวน์","0","ทั","ช","ด","า","ว","7","7","7","7","7"
"1195","1","2","3","Three","","สิ่งนี้เรียกว่าอะไร?","การออกกำลังกายแบบยกน้ำหนักที่ประกอบด้วยท่าเบนช์เพรส สควอท และเดดลิฟท์ทั้ง 3 ท่านี้ รวมเรียกว่าอะไร?","Big Three","0","T","h","r","e","e","2","3","3","3","3"
"1196","1","2","3","Goofy","","สิ่งนี้เรียกว่าอะไร?","การยืนบนสโนว์บอร์ดหรือสเก็ตบอร์ดโดยมีเท้าซ้ายอยู่ด้านหน้าเรียกว่า Regular Stance แล้วถ้าสลับกันล่ะ?","Goofy Stance","0","G","o","o","f","y","2","3","3","3","3"
"1197","1","1","3","ซ์เคลย์","ไอซ์เคลย์มอร์","สิ่งนี้เรียกว่าอะไร?","ดาบเวทที่ฟันศัตรูแล้วจะเกิดเวทน้ำแข็งโจมตี","ไอซ์เคลย์มอร์","1197","ซ์","เ","ค","ล","ย์","7","7","7","7","7"
"1198","1","1","3","ราชสีห์","","สิ่งนี้เรียกว่าอะไร?","[กอนท์เล็ทของ .....]\n[เครื่องรางของราชา .....]\nคำที่หายไปจากชื่ออุปรณ์เหล่านี้คือ?","ราชสีห์","1198","ร","า","ช","สี","ห์","7","7","7","7","7"
"1199","1","2","2","SMGกล","SMG = ปืนกลมือ","คำศัพท์นี้หมายถึงอะไร?","ชื่อย่อของอาวุธบางชนิด","SMG = ปืนกลมือ","0","S","M","G","ก","ล","2","2","2","7","7"
"1200","1","2","3","ลูกซอง","","สิ่งนี้เรียกว่าอะไร?","ปืนชนิดหนึ่ง ลำกล้องเรียบ ใช้ยิงกระสุนลูกปรายหรือลูกโดดขนาดใหญ่","ปืนลูกซอง","0","ลู","ก","ซ","อ","ง","7","7","7","7","7"
