enemy_id,name,child_enemy_parameter_1,child_enemy_parameter_2,child_enemy_parameter_3,child_enemy_parameter_4,child_enemy_parameter_5
"401305205","ทวินพิกส์ สเตจ 2","401305206","401305207","0","0","0"
"401305305","ทวินพิกส์ สเตจ 3","401305306","401305307","0","0","0"
"401305405","ทวินพิกส์ สเตจ 4","401305406","401305407","0","0","0"
"401305505","ทวินพิกส์ สเตจ 1 Single Mode","401305506","401305507","0","0","0"
"401305605","ทวินพิกส์ สเตจ 2 Single Mode","401305606","401305607","0","0","0"
"401305705","ทวินพิกส์ สเตจ 3 Single Mode","401305706","401305707","0","0","0"
"401307104","ไททันโนเทอร์เทิล สเตจ 1","401307106","401307107","0","0","0"
"401307204","ไททันโนเทอร์เทิล สเตจ 2","401307206","401307207","0","0","0"
"401307304","ไททันโนเทอร์เทิล สเตจ 3","401307306","401307307","0","0","0"
"401307404","ไททันโนเทอร์เทิล สเตจ 4","401307406","401307407","0","0","0"
"401307504","ไททันโนเทอร์เทิล สเตจ 1 Single Mode","401307506","401307507","0","0","0"
"401307604","ไททันโนเทอร์เทิล สเตจ 2 Single Mode","401307606","401307607","0","0","0"
"401307704","ไททันโนเทอร์เทิล สเตจ 3 Single Mode","401307706","401307707","0","0","0"
"401309105","กลัตตอน สเตจ 1","401309106","401309107","401309108","0","0"
"401309205","กลัตตอน สเตจ 2","401309206","401309207","401309208","0","0"
"401309305","กลัตตอน สเตจ 3","401309306","401309307","401309308","0","0"
"401309405","กลัตตอน สเตจ 4","401309406","401309407","401309408","0","0"
"401309505","กลัตตอน สเตจ 1 Single Mode","401309506","401309507","401309508","0","0"
"401309605","กลัตตอน สเตจ 2 Single Mode","401309606","401309607","401309608","0","0"
"401309705","กลัตตอน สเตจ 3 Single Mode","401309706","401309707","401309708","0","0"
"401310104","ออบซิเดียนไวเวิร์น สเตจ 1","401310105","401310106","401310107","0","0"
"401310204","ออบซิเดียนไวเวิร์น สเตจ 2","401310205","401310206","401310207","0","0"
"401310304","ออบซิเดียนไวเวิร์น สเตจ 3","401310305","401310306","401310307","0","0"
"401310404","ออบซิเดียนไวเวิร์น สเตจ 4","401310405","401310406","401310407","0","0"
"401310504","ออบซิเดียนไวเวิร์น สเตจ 1 Single Mode","401310505","401310506","401310507","0","0"
"401310604","ออบซิเดียนไวเวิร์น สเตจ 2 Single Mode","401310605","401310606","401310607","0","0"
"401310704","ออบซิเดียนไวเวิร์น สเตจ 3 Single Mode","401310705","401310706","401310707","0","0"
"401311105","ซาจิทาเรียส สเตจ 1","401311106","401311107","0","0","0"
"401311205","ซาจิทาเรียส สเตจ 2","401311206","401311207","0","0","0"
"401311305","ซาจิทาเรียส สเตจ 3","401311306","401311307","0","0","0"
"401311405","ซาจิทาเรียส สเตจ 4","401311406","401311407","0","0","0"
"401311505","ซาจิทาเรียส สเตจ 1 Single Mode","401311506","401311507","0","0","0"
"401311605","ซาจิทาเรียส สเตจ 2 Single Mode","401311606","401311607","0","0","0"
"401311705","ซาจิทาเรียส สเตจ 3 Single Mode","401311706","401311707","0","0","0"
"401312104","ไทรร็อกเกอร์ สเตจ 1","401312105","401312106","401312107","0","0"
"401312204","ไทรร็อกเกอร์ สเตจ 2","401312205","401312206","401312207","0","0"
"401312304","ไทรร็อกเกอร์ สเตจ 3","401312305","401312306","401312307","0","0"
"401312404","ไทรร็อกเกอร์ สเตจ 4","401312405","401312406","401312407","0","0"
"401312504","ไทรร็อกเกอร์ สเตจ 5","401312505","401312506","401312507","0","0"
"401312604","ไทรร็อกเกอร์ สเตจ 1 Single Mode","401312605","401312606","401312607","0","0"
"401312704","ไทรร็อกเกอร์ สเตจ 2 Single Mode","401312705","401312706","401312707","0","0"
"401312804","ไทรร็อกเกอร์ สเตจ 3 Single Mode","401312805","401312806","401312807","0","0"
"401401105","อควาเรียส สเตจ 1","401401106","401401107","0","0","0"
"401401205","อควาเรียส สเตจ 2","401401206","401401207","0","0","0"
"401401305","อควาเรียส สเตจ 3","401401306","401401307","0","0","0"
"401401405","อควาเรียส สเตจ 4","401401406","401401407","0","0","0"
"401401505","อควาเรียส สเตจ 5","401401506","401401507","0","0","0"
"401401605","อควาเรียส สเตจ 1 Single Mode","401401606","401401607","0","0","0"
"401401705","อควาเรียส สเตจ 2 Single Mode","401401706","401401707","0","0","0"
"401401805","อควาเรียส สเตจ 3 Single Mode","401401806","401401807","0","0","0"
"501010601","ราธส์ดราก้อน","501010602","501010603","501010604","0","0"
"610017101","เพเทลกิอุส NORMAL","610017102","610017103","610017104","0","0"
"610017201","เพเทลกิอุส HARD","610017202","610017203","610017204","0","0"
"610017301","เพเทลกิอุส VERY HARD","610017302","610017303","610017304","0","0"
"610017401","เพเทลกิอุส SP1","610017411","610017412","610017413","0","0"
"610017402","เพเทลกิอุส SP2","610017421","610017422","610017423","0","0"
"610017403","เพเทลกิอุส SP3","610017431","610017432","610017433","0","0"
"610036101","อุเอกิจัง NORMAL","610036102","610036103","610036104","0","0"
"610036201","อุเอกิจัง HARD","610036202","610036203","610036204","0","0"
"610036301","อุเอกิจัง VERY HARD","610036302","610036303","610036304","0","0"
"610036401","อุเอกิจัง SP1","610036411","610036412","610036413","0","0"
"610036402","อุเอกิจัง SP2","610036421","610036422","610036423","0","0"
"610036403","อุเอกิจัง SP3","610036431","610036432","610036433","0","0"
"610054101","โดมิเนเต็ดสโนว์แมน NORMAL","610054102","610054103","0","0","0"
"610054201","โดมิเนเต็ดสโนว์แมน HARD","610054202","610054203","0","0","0"
"610054301","โดมิเนเต็ดสโนว์แมน VERY HARD","610054302","610054303","0","0","0"
"610054401","โดมิเนเต็ดสโนว์แมน SP1","610054412","610054413","0","0","0"
"610054402","โดมิเนเต็ดสโนว์แมน SP2","610054422","610054423","0","0","0"
"610054403","โดมิเนเต็ดสโนว์แมน SP3","610054432","610054433","0","0","0"
"800100203","โรโบริมะ2020MODE3","800100212","800100213","800100214","0","0"
"801100213","ไคเซอร์เซอร์แวนท์ (มัลติ)","801100223","801100233","801100243","0","0"
