tbl,idx,stat
"event_top_adv","event_top_adv_0_event_id_1_type","771 12 4"
"event_gacha_data","event_gacha_data_0_event_id","62 1"
"shiori_unlock_unit_condition","shiori_unlock_unit_condition_0_condition_mission_id","8 1"
"shiori_unlock_unit_condition","shiori_unlock_unit_condition_0_unit_id_1_event_id","8 1 1"
"hatsune_bg_change_data","hatsune_bg_change_data_0_target_type_1_area_id","18 9 2"
"grand_arena_max_season_rank_reward","","118"
"dear_story_detail","dear_story_detail_0_story_group_id","448 25"
"dear_story_detail","dear_story_detail_0_story_group_id_1_chara_index","448 25 9"
"shiori_wave_group_data","","900"
"hatsune_map","","14"
"stamp","","32"
"dear_story_data","dear_story_data_0_value","18 1"
"room_effect_reward_get","sqlite_autoindex_room_effect_reward_get_1","87 8 1"
"define_spskill","define_spskill_0_sp_skill_id","3 1"
"ttk_weapon","ttk_weapon_0_ttk_score","4 1"
"music_list","","171"
"tme_map_data","tme_map_data_0_event_id","12 12"
"nyx_drama_data","","10"
"login_bonus_message_data","login_bonus_message_data_0_login_bonus_id","303 76"
"skill_action","","5745"
"ssp_story_data","ssp_story_data_0_contents_type","22 6"
"ssp_story_data","ssp_story_data_0_original_event_id","22 22"
"event_enemy_reward_group","","137"
"hatsune_quest_condition","hatsune_quest_condition_0_event_id","1240 20"
"grand_arena_defence_reward","","1"
"room_emotion_icon","","18"
"growth_restriction_unit","growth_restriction_unit_0_growth_id","4 1"
"quest_annihilation","sqlite_autoindex_quest_annihilation_1","2 2 1"
"dungeon_quest_data","","47"
"room_chat_formation","","6"
"spskill_label_data","","1"
"rarity_6_quest_data","rarity_6_quest_data_0_rarity_6_quest_id","28 1"
"srt_panel","srt_panel_0_version","742 371"
"srt_panel","srt_panel_0_panel_id","742 4"
"tower_wave_group_data","","633"
"hatsune_present","hatsune_present_0_event_id","6 1"
"clan_battle_boss_damage_rank","clan_battle_boss_damage_rank_0_damage_rank_id","160 4"
"clan_battle_boss_damage_rank","sqlite_autoindex_clan_battle_boss_damage_rank_1","160 4 1 1"
"chara_identity","","149"
"wave_group_data","","4016"
"pkb_pitcher_ball_type","pkb_pitcher_ball_type_0_pitcher_id","17 5"
"pkb_pitcher_ball_type","sqlite_autoindex_pkb_pitcher_ball_type_1","17 5 1"
"grand_arena_max_rank_reward","","79"
"training_quest_data","","22"
"arcade_list","","6"
"emblem_data","","630"
"tower_quest_data","tower_quest_data_0_floor_num","540 1"
"event_effect_setting","sqlite_autoindex_event_effect_setting_1","39 3 1"
"goldset_data","","70"
"event_story_data","event_story_data_0_value","39 1"
"quest_data","","821"
"event_reminder_condition","event_reminder_condition_0_reminder_id","8 1"
"hatsune_diary_setting","","1"
"clan_battle_training_data","clan_battle_training_data_0_training_id","5 5"
"room_setup","","350"
"campaign_mission_schedule","","1"
"kaiser_special_battle","","3"
"hatsune_emblem_mission","hatsune_emblem_mission_0_event_id","114 5"
"shiori_boss_condition","","45"
"clan_battle_period_rank_reward","","379"
"tower_story_data","","18"
"story_data","","197"
"campaign_mission_data","campaign_mission_data_0_campaign_id_1_type","16 16 8"
"campaign_mission_data","campaign_mission_data_0_campaign_id","16 16"
"ttk_score","","4"
"campaign_freegacha_data","","42"
"birthday_login_bonus_data","","33"
"campaign_mission_category","campaign_mission_category_0_campaign_id_1_type","2 2 1"
"campaign_mission_reward_data","campaign_mission_reward_data_0_campaign_mission_reward_id","12 2"
"hatsune_item","","64"
"glossary_detail","","81"
"sd_navi_comment","","9"
"worldmap","","4"
"banner","","131"
"hatsune_quiz_condition","hatsune_quiz_condition_0_event_id_1_quiz_id","12 6 2"
"room_release_data","","3"
"unit_promotion","unit_promotion_0_unit_id","3611 21"
"unit_promotion","sqlite_autoindex_unit_promotion_1","3611 21 1"
"skip_boss_data","","104"
"character_love_rankup_text","","42"
"emblem_mission_reward_data","emblem_mission_reward_data_0_reward_id","712 2"
"emblem_mission_reward_data","emblem_mission_reward_data_0_mission_reward_id","712 2"
"hatsune_quiz","hatsune_quiz_0_event_id_1_release_quest_id","8 4 1"
"hatsune_quiz","hatsune_quiz_0_event_id","8 4"
"hatsune_multi_route_parameter","hatsune_multi_route_parameter_0_type","20 5"
"hatsune_multi_route_parameter","hatsune_multi_route_parameter_0_quest_id","20 2"
"unit_profile","","152"
"tips","","95"
"pkb_batter_condition","","9"
"pct_combo_coefficient","","6"
"chara_fortune_scenario","","52"
"combined_result_motion","","1"
"equipment_enhance_rate","","360"
"tower_quest_fix_reward_group","","593"
"hatsune_boss_enemy_setting","hatsune_boss_enemy_setting_0_boss_id_1_event_id","15 3 3"
"hatsune_boss_enemy_setting","sqlite_autoindex_hatsune_boss_enemy_setting_1","15 3 1"
"actual_unit_background","","142"
"special_still","","1"
"login_bonus_data","","15"
"story_character_mask","","525"
"skill_data","","2450"
"item_data","","336"
"arena_daily_rank_reward","","40"
"unique_equipment_enhance_data","sqlite_autoindex_unique_equipment_enhance_data_1","199 199 1"
"stationary_mission_data","","1296"
"hatsune_quest","hatsune_quest_0_event_id","1240 20"
"clan_battle_boss_fix_reward","","40"
"enemy_enable_voice","","70"
"vote_unit","sqlite_autoindex_vote_unit_1","55 55 1"
"srt_reward","","1"
"tower_schedule","tower_schedule_0_opening_story_id","33 1"
"hatsune_relay_data","","48"
"gacha_data","","403"
"custom_mypage","custom_mypage_0_still_group_id","3 3"
"room_item_detail","room_item_detail_0_lvup_trigger_type_2_1_lvup_trigger_id_2","492 492 492"
"room_item_detail","room_item_detail_0_lvup_trigger_type_1_lvup_trigger_id","492 246 246"
"room_item_detail","sqlite_autoindex_room_item_detail_1","492 2 1"
"shiori_description","shiori_description_0_type","10 1"
"hatsune_quest_area","hatsune_quest_area_0_event_id","146 3"
"login_bonus_detail","login_bonus_detail_0_login_bonus_id_1_count","169 11 2"
"unit_introduction","unit_introduction_0_gacha_id","121 1"
"content_map_data","","5"
"quest_condition_data","","821"
"equipment_data","","683"
"arcade_story_list","arcade_story_list_0_arcade_id","14 5"
"kaiser_schedule","","1"
"pct_system","","1"
"pct_reward","pct_reward_0_pct_point_type","1 1"
"clan_battle_period_lap_reward","","256"
"clan_battle_odds_data","clan_battle_odds_data_0_odds_group_id","26 6"
"clan_battle_odds_data","sqlite_autoindex_clan_battle_odds_data_1","26 6 1 1"
"clan_battle_period","clan_battle_period_0_clan_battle_id","38 1"
"clan_battle_period","sqlite_autoindex_clan_battle_period_1","38 1 1"
"room_character_skin_color","","146"
"quest_defeat_notice","","6"
"profile_frame","","11"
"ttk_reward","ttk_reward_0_ttk_score","2 1"
"ttk_drama","ttk_drama_0_drama_id","62 11"
"kmk_reward","","1"
"ske_story_script","ske_story_script_0_story_id","737 67"
"event_reminder","event_reminder_0_event_id","8 2"
"minigame","minigame_0_event_id","6 1"
"shiori_quest_area","shiori_quest_area_0_event_id","34 3"
"room_chat_info","","28"
"unit_skill_data","","1019"
"skip_monster_data","","2443"
"experience_unit","","200"
"reward_collect_guide","","426"
"nyx_story_script","nyx_story_script_0_story_id","754 69"
"event_series_wave_group_data","","4518"
"equipment_donation","","9"
"arena_max_season_rank_reward","","118"
"unit_mypage_pos","","36"
"tower_story_detail","","105"
"story_detail","","1305"
"enemy_m_parts","","124"
"resist_data","","37"
"music_content","","171"
"shiori_enemy_parameter","","7328"
"clan_battle_s_boss_fix_reward","","350"
"arena_max_rank_reward","","79"
"story_quest_data","","14"
"enemy_reward_data","","3145"
"vote_data","","1"
"ttk_story_script","ttk_story_script_0_story_id","219 44"
"pct_system_fruits","","1"
"birthday_login_bonus_detail","birthday_login_bonus_detail_0_login_bonus_id","33 1"
"skill_cost","","199"
"season_pack","season_pack_0_mission_id","37 10"
"unique_equipment_data","","105"
"event_enemy_parameter","","3764"
"shiori_quest","shiori_quest_0_drop_reward_id","300 10"
"shiori_quest","shiori_quest_0_event_id","300 20"
"hatsune_stationary_mission_data","hatsune_stationary_mission_data_0_event_id","1970 32"
"shop_static_price_group","","6"
"clan_invite_level_group","","39"
"dungeon_skip_data","","7"
"room_chat_scenario","room_chat_scenario_0_id","277 10"
"room_chat_scenario","sqlite_autoindex_room_chat_scenario_1","277 10 1"
"unit_background","","149"
"srt_action","sqlite_autoindex_srt_action_1","41 1"
"srt_top_talk","srt_top_talk_0_talk_id","45 2"
"hatsune_map_event","hatsune_map_event_0_target_event_id","114 9"
"hatsune_mission_reward_data","hatsune_mission_reward_data_0_mission_reward_id","3993 2"
"unit_enemy_data","","898"
"special_story_banner","special_story_banner_0_story_group_id","1 1"
"visual_customize","","15"
"experience_team","","200"
"ttk_navi_comment","","13"
"kmk_navi_comment","","11"
"equipment_enhance_data","sqlite_autoindex_equipment_enhance_data_1","24 4 1"
"pkb_drama_data","","38"
"dear_chara","dear_chara_0_event_id","52 3"
"dear_chara","sqlite_autoindex_dear_chara_1","52 3 1"
"event_boss_treasure_box","","226"
"unique_equipment_enhance_rate","","105"
"hatsune_diary_script","hatsune_diary_script_0_diary_id","427 31"
"hatsune_boss_condition","","264"
"room_item_get_announcement","","6"
"guild_additional_member","","1"
"unit_attack_pattern","","1249"
"event_story_detail","event_story_detail_0_story_group_id","314 9"
"specialfes_banner","","14"
"srt_score","","3"
"shiori_boss","shiori_boss_0_wave_group_id_1","45 1"
"shiori_boss","shiori_boss_0_event_id_1_difficulty","45 3 1"
"shiori_boss","shiori_boss_0_event_id","45 3"
"hatsune_quiz_reward","","8"
"hatsune_daily_mission_data","","123"
"hatsune_schedule","hatsune_schedule_0_original_event_id","65 3"
"hatsune_schedule","hatsune_schedule_0_series_event_id","65 22"
"dodge_tp_recovery","","39"
"content_release_data","","36"
"hatsune_special_mission_data","","347"
"room_character_personality","","151"
"room_change","","1"
"position_setting","","1"
"chara_story_status","","808"
"bg_data","sqlite_autoindex_bg_data_1","147 1"
"hatsune_diary_letter_script","hatsune_diary_letter_script_0_diary_id","156 52"
"hatsune_special_battle","hatsune_special_battle_0_wave_group_id","129 1"
"hatsune_special_battle","hatsune_special_battle_0_event_id","129 3"
"hatsune_special_battle","sqlite_autoindex_hatsune_special_battle_1","129 3 1"
"event_introduction","event_introduction_0_event_id","56 1"
"unlock_skill_data","","4"
"quest_area_data","","106"
"ailment_data","","33"
"event_bg_data","","1"
"nyx_drama_script","nyx_drama_script_0_drama_id","735 74"
"equipment_craft","","323"
"quest_reward_data","","2991"
"chara_e_ticket_data","chara_e_ticket_data_0_jewel_store_id","2 1"
"mission_reward_data","mission_reward_data_0_mission_reward_id","493 4"
"kaiser_extermination_reward","","4"
"vote_info","sqlite_autoindex_vote_info_1","3 3 1"
"hatsune_special_boss_ticket_count","","1"
"goldset_data_teamlevel","","300"
"clan_battle_2_boss_data","","190"
"login_bonus_adv","login_bonus_adv_0_login_bonus_id","27 6"
"unit_unique_equip","","105"
"unit_data","","189"
"notif_data","notif_data_0_unit_id","888 6"
"notif_data","sqlite_autoindex_notif_data_1","888 6 1"
"event_revival_wave_group_data","","4518"
"unlock_unit_condition","","148"
"myprofile_content","","24"
"custom_mypage_group","","1"
"clanprofile_content","","35"
"arena_defence_reward","","1"
"love_chara","","12"
"spskill_lv_initialize_data","","3"
"cooperation_quest_data","","6"
"daily_mission_data","","49"
"unique_equipment_craft","","105"
"hatsune_emblem_mission_reward","hatsune_emblem_mission_reward_0_reward_id","215 2"
"hatsune_emblem_mission_reward","hatsune_emblem_mission_reward_0_mission_reward_id","215 2"
"tower_enemy_parameter","","3108"
"hatsune_boss","hatsune_boss_0_wave_group_id_1","264 2"
"hatsune_boss","hatsune_boss_0_event_id_1_difficulty","264 5 1"
"hatsune_boss","hatsune_boss_0_event_id","264 5"
"gift_message","","113"
"enemy_parameter","","8876"
"unique_equipment_rankup","unique_equipment_rankup_0_equip_id","1260 12"
"unique_equipment_rankup","sqlite_autoindex_unique_equipment_rankup_1","1260 12 1"
