block_id,position_x,position_y
"10010587","1","-3"
"10010588","1","-8"
"10010589","-4","-12"
"10010590","-2","-15"
"10010591","-3","-16"
"10010592","-1","-16"
"10010593","-3","-17"
"10010594","-1","-17"
"10010595","-3","-18"
"10010596","-1","-18"
"10010597","-2","-21"
"10010598","-2","-20"
"10010611","-10","-17"
"10010612","-12","-17"
"10010613","-13","-17"
"10010614","-9","-17"
"10010615","-9","-16"
"10010616","-13","-16"
"10010617","-13","-15"
"10010618","-9","-15"
"10010619","-13","-14"
"10010620","-12","-14"
"10010621","-11","-14"
"10010622","-10","-14"
"10010624","-9","-14"
"10010625","-11","-13"
"10010626","-11","-12"
"10010627","-12","-12"
"10010628","-13","-12"
"10010629","-14","-12"
"10010630","-15","-12"
"10010631","-15","-13"
"10010632","-16","-13"
"10010633","-17","-13"
"10010634","-17","-12"
"10010635","-17","-11"
"10010636","-16","-11"
"10010637","-15","-11"
"10010638","-18","-12"
"10010639","-19","-12"
"10010640","-19","-11"
"10010641","-19","-10"
"10010642","-19","-9"
"10010643","-19","-8"
"10010644","-18","-8"
"10010645","-17","-8"
"10010646","-16","-8"
"10010647","-15","-8"
"10010648","-14","-8"
"10010649","-13","-8"
"10010650","-13","-9"
"10010651","-12","-9"
"10010652","-12","-7"
"10010653","-13","-7"
"10010654","-11","-9"
"10010655","-11","-7"
"10010656","-10","-7"
"10010657","-10","-8"
"10010658","-10","-9"
"10010659","-9","-8"
"10010660","-8","-8"
"10010661","-7","-8"
"10010662","-6","-8"
"10010663","-5","-8"
"10010664","-5","-7"
"10010665","-5","-6"
"10010666","-4","-6"
"10010667","-3","-6"
"10010668","-3","-5"
"10010669","-3","-4"
"10010670","-4","-4"
"10010671","-5","-4"
"10010672","-6","-4"
"10010673","-7","-4"
"10010674","-8","-4"
"10010695","5","-21"
"10010696","4","-21"
"10010697","3","-20"
"10010699","3","-16"
"10010700","4","-16"
"10010701","-15","6"
"10010702","-16","7"
"10010703","-15","7"
"10010704","-14","7"
"10010705","-13","6"
"10010706","-12","6"
"10010707","-11","6"
"10010708","-10","6"
"10010709","-13","7"
"10010710","4","3"
"10010711","4","2"
"10010712","4","1"
"10010713","3","1"
"10010714","2","1"
"10010715","1","1"
"10010716","1","2"
"10010717","11","-14"
"10010718","11","-15"
"10010719","12","-15"
"10010720","11","-16"
"10010721","11","-17"
"10010723","7","-17"
