6e66dfda4bcdc8b3b8de1158852c415c1a9d756a5e69ddbaf93daa6ea9bae059,7f9845967baf4a156563729eb26e549ed440aafa3508f215e9c56ac7cf2fda5d,e619ea387d7d45d44aae08e357de022905094e2f3e1a0f946a5f5645d45f5166,c4ee5aa5d32464d9ac1a46effd4d69db8b38240d6d8414ce20a2c44074316bfc,5c9e1b26fa6389eadf49ec1aedb64450bad04b8a7d80f586b3a7d65c10ad340c,4979c62cca9c8f07aeeadb52901d0d0d67f62433dd4d0b6e118039db3e057266,a96cbd463251dc8933aa6d98ad5eb262a71cf05152717619dfeadf9665d2bbc1,56a8d2e38e40a1945eb16652c43dc3b073fa5f3d5a1cecdb5aef128c02978530,43be317bd55c0d40ceac8d834dbbe8140185e400c358c92dbbc18f21c6608349
"1","0","0","新進気鋭の","0","3","2","1","41"
"1","0","0","不撓不屈の","0","3","2","1","42"
"1","0","0","七転八起の","0","3","2","1","43"
"1","0","0","がんばれ","0","3","2","1","44"
"2","1","1","選ばれし","0","3","2","1","45"
"2","1","1","アルティメット","2","3","2","1","46"
"2","1","1","オーシャンブルー","1","3","2","1","47"
"2","1","1","海に愛された","2","3","2","1","48"
"2","1","1","大海を統べる","2","3","2","1","49"
"2","1","1","伝説の","0","3","2","1","50"
"2","1","1","世界を揺るがす","2","3","2","1","51"
"2","1","1","スーパーワイルド","1","3","2","1","52"
"2","1","1","神がかった","0","3","2","1","53"
"2","1","1","ぶっちぎりの","2","3","2","1","54"
"2","1","0","誰にも止められない","1","3","2","1","55"
"2","1","0","血湧き肉躍る","2","3","2","1","56"
"2","1","0","メガ","0","3","2","1","57"
"2","1","0","ナチュラルボーン","1","3","2","1","58"
"2","1","0","大海原の","0","3","2","1","59"
"2","1","0","アドレナリン全開の","1","3","2","1","60"
"2","1","0","オーマ産の","0","3","2","1","61"
"2","1","0","手練れの","0","3","2","1","62"
"2","1","0","歴戦の","0","3","2","1","63"
"2","1","0","水を得た","0","3","2","1","64"
"2","1","0","ド級の","0","3","2","1","65"
"2","0","1","ただ者ではない","2","3","2","1","66"
"2","0","1","勇猛なる","0","3","2","1","67"
"2","0","1","ひた走る","0","3","2","1","68"
"2","0","1","目にも留まらぬ","2","3","2","1","69"
"2","0","1","荒波の","0","3","2","1","70"
"2","0","1","レイジオブ","0","3","2","1","71"
"2","0","1","負けず嫌いの","2","3","2","1","72"
"2","0","1","伸び盛りの","0","3","2","1","73"
"2","0","1","型破りの","0","3","2","1","74"
"2","0","1","暴れる","0","3","2","1","75"
"2","0","1","荒れくるう","0","3","2","1","76"
"2","0","0","うわさの","0","3","2","1","77"
"2","0","0","ビーチサイドの","2","3","2","1","78"
"2","0","0","元気はつらつ","2","3","2","1","79"
"2","0","0","常夏を駆ける","2","3","2","1","80"
"2","0","0","マッスル","0","3","2","1","81"
"2","0","0","金波銀波の","0","3","2","1","82"
"2","0","0","生まれながらの","2","3","2","1","83"
"2","0","0","お騒がせの","0","3","2","1","84"
"2","0","0","未知数の","0","3","2","1","85"
"2","0","0","激ヤバ","0","3","2","1","86"
"2","0","0","負けるな","0","3","2","1","87"
"3","1","1","ライトスピード","2","3","2","1","88"
"3","1","1","プロフェッショナル","1","3","2","1","89"
"3","1","1","トップオブ","0","3","2","1","90"
"3","1","1","ゴールドメダル","2","3","2","1","91"
"3","1","1","アルティメット","2","3","2","1","92"
"3","1","1","ザ・ベスト","0","3","2","1","93"
"3","1","1","パーフェクト","2","3","2","1","94"
"3","1","1","100年に1人の","1","3","2","1","95"
"3","1","1","レジェンダリー","2","3","2","1","96"
"3","1","1","超一流の","0","3","2","1","97"
"3","1","1","世界の","0","3","2","1","98"
"3","1","1","選ばれし","0","3","2","1","99"
"3","1","0","アスレチック","2","3","2","1","100"
"3","1","0","偉大なる","0","3","2","1","101"
"3","1","0","スーパーソニック","1","3","2","1","102"
"3","1","0","ウルトラ","0","3","2","1","103"
"3","1","0","MVPの","0","3","2","1","104"
"3","1","0","ジェネラル","0","3","2","1","105"
"3","1","0","オールラウンド","2","3","2","1","106"
"3","1","0","シルバーメダル","2","3","2","1","107"
"3","1","0","聖なる","0","3","2","1","108"
"3","1","0","エクセレント","2","3","2","1","109"
"3","1","0","一流の","0","3","2","1","110"
"3","1","0","マーベラス","0","3","2","1","111"
"3","0","1","スーパー","0","3","2","1","112"
"3","0","1","フライング","0","3","2","1","113"
"3","0","1","グレート","0","3","2","1","114"
"3","0","1","アンストッパブル","1","3","2","1","115"
"3","0","1","カリスマ","0","3","2","1","116"
"3","0","1","万能","0","3","2","1","117"
"3","0","1","新世代の","0","3","2","1","118"
"3","0","1","栄えある","0","3","2","1","119"
"3","0","1","異彩を放つ","0","3","2","1","120"
"3","0","1","いぶし銀の","0","3","2","1","121"
"3","0","1","天下の","0","3","2","1","122"
"3","0","0","レッツゴー","0","3","2","1","123"
"3","0","0","グッド","0","3","2","1","124"
"3","0","0","ホップ・ステップ・","1","3","2","1","125"
"3","0","0","伸びしろのある","2","3","2","1","126"
"3","0","0","ブロンズメダル","2","3","2","1","127"
"3","0","0","期待の","0","3","2","1","128"
"3","0","0","ジャンピング","2","3","2","1","129"
"3","0","0","新時代の","0","3","2","1","130"
"3","0","0","知る人ぞ知る","2","3","2","1","131"
