6bb1ebf0b578d9f5fd7023e44afb9f233abbaad6bb8e2dc5ca13094d0d876bf5,262a1ba2490d14af0921a09e88398b5eaf6439bf2cd7cb7a26fd86f41a8b4387,13cadd27b587fad601d6ca3c7e7b0a9f510c8571de92203a0de56e8d15249c75,4096736470d41d45bd8f402f70e1fb8bb5d2a7254c61c19f7b097e48811a61e0,e3711f4577ba8c563549f8f9eeb75fc8b8a5beaafc1de9f359d4f6f9dcf3b604,e846ebc9277b358ae6ed893c86b1f1f126265634d9dc0d17f2f7e3a9f870bb05,befdc7d5e930b26124600f3cd2a3450d0502937f03dc9bcc57b8e3817b424922,388b5e5db63c7992f66e53d50e3da9a5677dbd405c281e21305d55ff8feca23c,35fe879f1424f7e2c89991203290adbb1f36e255e323c65559821d8ece03e84e
"49","320010406","2","3","0","0.65","-74","0","33"
"13","320010407","1","1","502001408","0.7","-49","0","34"
"62","320010407","3","2","502001409","0.85","-4","0","35"
"50","320010407","2","3","0","0.65","59","0","36"
"-10","320010408","1","1","0","1.05","0","0","37"
"-10","320010409","1","1","0","1.05","-15","0","38"
"-45","320010410","1","1","0","0.43","-85","0","39"
"-45","320010410","2","2","0","0.43","85","0","40"
"11","320010506","1","1","502001502","0.7","43.5","0","41"
"67","320010506","3","2","502001503","0.65","13","0","42"
"49","320010506","2","3","0","0.65","-74","0","43"
"13","320010507","1","1","502001508","0.7","-49","0","44"
"62","320010507","3","2","502001509","0.85","-4","0","45"
"50","320010507","2","3","0","0.65","59","0","46"
"-10","320010508","1","1","0","1.05","0","0","47"
"-10","320010509","1","1","0","1.05","-15","0","48"
"-45","320010510","1","1","0","0.43","-85","0","49"
"-45","320010510","2","2","0","0.43","85","0","50"
"11","320020106","1","1","502002102","0.7","43.5","0","51"
"67","320020106","3","2","502002103","0.65","13","0","52"
"49","320020106","2","3","0","0.65","-74","0","53"
"13","320020107","1","1","502002108","0.7","-49","0","54"
"62","320020107","3","2","502002109","0.85","-4","0","55"
"50","320020107","2","3","0","0.65","59","0","56"
"-10","320020108","1","1","0","1.05","0","0","57"
"-10","320020109","1","1","0","1.05","-15","0","58"
"-45","320020110","1","1","0","0.43","-85","0","59"
"-45","320020110","2","2","0","0.43","85","0","60"
"11","320020206","1","1","502002202","0.7","43.5","0","61"
"67","320020206","3","2","502002203","0.65","13","0","62"
"49","320020206","2","3","0","0.65","-74","0","63"
"13","320020207","1","1","502002208","0.7","-49","0","64"
"62","320020207","3","2","502002209","0.85","-4","0","65"
"50","320020207","2","3","0","0.65","59","0","66"
"-10","320020208","1","1","0","1.05","0","0","67"
"-10","320020209","1","1","0","1.05","-15","0","68"
"-45","320020210","1","1","0","0.43","-85","0","69"
"-45","320020210","2","2","0","0.43","85","0","70"
"11","320020306","1","1","502002302","0.7","43.5","0","71"
"67","320020306","3","2","502002303","0.65","13","0","72"
"49","320020306","2","3","0","0.65","-74","0","73"
"13","320020307","1","1","502002308","0.7","-49","0","74"
"62","320020307","3","2","502002309","0.85","-4","0","75"
"50","320020307","2","3","0","0.65","59","0","76"
"-10","320020308","1","1","0","1.05","0","0","77"
"-10","320020309","1","1","0","1.05","-15","0","78"
"-45","320020310","1","1","0","0.43","-85","0","79"
"-45","320020310","2","2","0","0.43","85","0","80"
"11","320020406","1","1","502002402","0.7","43.5","0","81"
"67","320020406","3","2","502002403","0.65","13","0","82"
"49","320020406","2","3","0","0.65","-74","0","83"
"13","320020407","1","1","502002408","0.7","-49","0","84"
"62","320020407","3","2","502002409","0.85","-4","0","85"
"50","320020407","2","3","0","0.65","59","0","86"
"-10","320020408","1","1","0","1.05","0","0","87"
"-10","320020409","1","1","0","1.05","-15","0","88"
"-45","320020410","1","1","0","0.43","-85","0","89"
"-45","320020410","2","2","0","0.43","85","0","90"
"11","320020506","1","1","502002502","0.7","43.5","0","91"
"67","320020506","3","2","502002503","0.65","13","0","92"
"49","320020506","2","3","0","0.65","-74","0","93"
"13","320020507","1","1","502002508","0.7","-49","0","94"
"62","320020507","3","2","502002509","0.85","-4","0","95"
"50","320020507","2","3","0","0.65","59","0","96"
"-10","320020508","1","1","0","1.05","0","0","97"
"-10","320020509","1","1","0","1.05","-15","0","98"
"-45","320020510","1","1","0","0.43","-85","0","99"
"-45","320020510","2","2","0","0.43","85","0","100"
"11","320030106","1","1","502003102","0.7","43.5","0","101"
"67","320030106","2","2","502003103","0.65","13","0","102"
"49","320030106","3","3","0","0.65","-74","0","103"
"13","320030107","1","1","502003108","0.7","-49","0","104"
"62","320030107","3","2","502003109","0.85","-4","0","105"
"50","320030107","2","3","0","0.65","59","0","106"
"-10","320030108","1","1","0","1.05","0","0","107"
"-10","320030109","1","1","0","1.05","-15","0","108"
"-45","320030110","1","1","0","0.43","-85","0","109"
"-45","320030110","2","2","0","0.43","85","0","110"
"11","320030206","1","1","502003202","0.7","43.5","0","111"
"67","320030206","2","2","502003203","0.65","13","0","112"
"49","320030206","3","3","0","0.65","-74","0","113"
"13","320030207","1","1","502003208","0.7","-49","0","114"
"62","320030207","3","2","502003209","0.85","-4","0","115"
"50","320030207","2","3","0","0.65","59","0","116"
"-10","320030208","1","1","0","1.05","0","0","117"
"-10","320030209","1","1","0","1.05","-15","0","118"
"-45","320030210","1","1","0","0.43","-85","0","119"
"-45","320030210","2","2","0","0.43","85","0","120"
"11","320030306","1","1","502003302","0.7","43.5","0","121"
"67","320030306","2","2","502003303","0.65","13","0","122"
"49","320030306","3","3","0","0.65","-74","0","123"
"13","320030307","1","1","502003308","0.7","-49","0","124"
"62","320030307","3","2","502003309","0.85","-4","0","125"
"50","320030307","2","3","0","0.65","59","0","126"
"-10","320030308","1","1","0","1.05","0","0","127"
"-10","320030309","1","1","0","1.05","-15","0","128"
"-45","320030310","1","1","0","0.43","-85","0","129"
"-45","320030310","2","2","0","0.43","85","0","130"
"11","320030406","1","1","502003402","0.7","43.5","0","131"
"67","320030406","2","2","502003403","0.65","13","0","132"
"49","320030406","3","3","0","0.65","-74","0","133"
"13","320030407","1","1","502003408","0.7","-49","0","134"
"62","320030407","3","2","502003409","0.85","-4","0","135"
"50","320030407","2","3","0","0.65","59","0","136"
"-10","320030408","1","1","0","1.05","0","0","137"
"-10","320030409","1","1","0","1.05","-15","0","138"
"-45","320030410","1","1","0","0.43","-85","0","139"
"-45","320030410","2","2","0","0.43","85","0","140"
"11","320030506","1","1","502003502","0.7","43.5","0","141"
"67","320030506","2","2","502003503","0.65","13","0","142"
"49","320030506","3","3","0","0.65","-74","0","143"
"13","320030507","1","1","502003508","0.7","-49","0","144"
"62","320030507","3","2","502003509","0.85","-4","0","145"
"50","320030507","2","3","0","0.65","59","0","146"
"-10","320030508","1","1","0","1.05","0","0","147"
"-10","320030509","1","1","0","1.05","-15","0","148"
"-45","320030510","1","1","0","0.43","-85","0","149"
"-45","320030510","2","2","0","0.43","85","0","150"
"49","320040106","1","1","502004103","0.7","-74","0","151"
"67","320040106","3","2","502004104","0.85","13","0","152"
"11","320040106","2","3","0","0.65","43.5","0","153"
"50","320040107","1","1","502004107","0.7","59","0","154"
"62","320040107","3","2","502004109","0.85","-4","0","155"
"13","320040107","2","3","0","0.65","-49","0","156"
"-10","320040108","1","1","0","0.8","0","0","157"
"20","320040109","1","1","0","0.9","30","0","158"
"-25","320040110","1","1","0","1","20","0","159"
"49","320040206","1","1","502004203","0.7","-74","0","160"
"67","320040206","3","2","502004204","0.85","13","0","161"
"11","320040206","2","3","0","0.65","43.5","0","162"
"50","320040207","1","1","502004207","0.7","59","0","163"
"62","320040207","3","2","502004209","0.85","-4","0","164"
"13","320040207","2","3","0","0.65","-49","0","165"
"-10","320040208","1","1","0","0.8","0","0","166"
"20","320040209","1","1","0","0.9","30","0","167"
"-25","320040210","1","1","0","1","20","0","168"
"49","320040306","1","1","502004303","0.7","-74","0","169"
"67","320040306","3","2","502004304","0.85","13","0","170"
"11","320040306","2","3","0","0.65","43.5","0","171"
"50","320040307","1","1","502004307","0.7","59","0","172"
"62","320040307","3","2","502004309","0.85","-4","0","173"
"13","320040307","2","3","0","0.65","-49","0","174"
"-10","320040308","1","1","0","0.8","0","0","175"
"20","320040309","1","1","0","0.9","30","0","176"
"-25","320040310","1","1","0","1","20","0","177"
"49","320040406","1","1","502004403","0.7","-74","0","178"
"67","320040406","3","2","502004404","0.85","13","0","179"
"11","320040406","2","3","0","0.65","43.5","0","180"
"50","320040407","1","1","502004407","0.7","59","0","181"
"62","320040407","3","2","502004409","0.85","-4","0","182"
"13","320040407","2","3","0","0.65","-49","0","183"
"-10","320040408","1","1","0","0.8","0","0","184"
"20","320040409","1","1","0","0.9","30","0","185"
"-25","320040410","1","1","0","1","20","0","186"
"49","320040506","1","1","502004503","0.7","-74","0","187"
"67","320040506","3","2","502004504","0.85","13","0","188"
"11","320040506","2","3","0","0.65","43.5","0","189"
"50","320040507","1","1","502004507","0.7","59","0","190"
"62","320040507","3","2","502004509","0.85","-4","0","191"
"13","320040507","2","3","0","0.65","-49","0","192"
"-10","320040508","1","1","0","0.8","0","0","193"
"20","320040509","1","1","0","0.9","30","0","194"
"-25","320040510","1","1","0","1","20","0","195"
"40","320050106","2","1","502005101","0.7","-74","0","196"
"67","320050106","3","2","502005103","1","13","0","197"
"11","320050106","1","3","0","0.65","43.5","0","198"
"50","320050107","2","1","502005106","0.7","59","0","199"
"62","320050107","3","2","502005108","0.9","30","0","200"
"13","320050107","1","3","0","0.65","-49","0","201"
"10","320050108","1","1","0","0.75","5","0","202"
"10","320050109","1","1","0","0.75","-10","0","203"
"-25","320050110","1","1","0","1","20","0","204"
"40","320050206","2","1","502005201","0.7","-74","0","205"
"67","320050206","3","2","502005203","1","13","0","206"
"11","320050206","1","3","0","0.65","43.5","0","207"
"50","320050207","2","1","502005206","0.7","59","0","208"
"62","320050207","3","2","502005208","0.9","30","0","209"
"13","320050207","1","3","0","0.65","-49","0","210"
"10","320050208","1","1","0","0.75","5","0","211"
"10","320050209","1","1","0","0.75","-10","0","212"
"-25","320050210","1","1","0","1","20","0","213"
"40","320050306","2","1","502005301","0.7","-74","0","214"
"67","320050306","3","2","502005303","1","13","0","215"
"11","320050306","1","3","0","0.65","43.5","0","216"
"50","320050307","2","1","502005306","0.7","59","0","217"
"62","320050307","3","2","502005308","0.9","30","0","218"
"13","320050307","1","3","0","0.65","-49","0","219"
"10","320050308","1","1","0","0.75","5","0","220"
"10","320050309","1","1","0","0.75","-10","0","221"
"-25","320050310","1","1","0","1","20","0","222"
"40","320050406","2","1","502005401","0.7","-74","0","223"
"67","320050406","3","2","502005403","1","13","0","224"
"11","320050406","1","3","0","0.65","43.5","0","225"
"50","320050407","2","1","502005406","0.7","59","0","226"
"62","320050407","3","2","502005408","0.9","30","0","227"
"13","320050407","1","3","0","0.65","-49","0","228"
"10","320050408","1","1","0","0.75","5","0","229"
"10","320050409","1","1","0","0.75","-10","0","230"
"-25","320050410","1","1","0","1","20","0","231"
"40","320050506","2","1","502005501","0.7","-74","0","232"
"67","320050506","3","2","502005503","1","13","0","233"
"11","320050506","1","3","0","0.65","43.5","0","234"
"50","320050507","2","1","502005506","0.7","59","0","235"
"62","320050507","3","2","502005508","0.9","30","0","236"
"13","320050507","1","3","0","0.65","-49","0","237"
"10","320050508","1","1","0","0.75","5","0","238"
"10","320050509","1","1","0","0.75","-10","0","239"
"-25","320050510","1","1","0","1","20","0","240"
"40","320060106","2","1","502006101","0.7","-74","0","241"
"67","320060106","3","2","502006103","0.7","13","0","242"
"11","320060106","1","3","0","0.65","43.5","0","243"
"50","320060107","2","1","502006106","0.7","59","0","244"
"62","320060107","3","2","502006108","0.9","30","0","245"
"13","320060107","1","3","0","0.65","-49","0","246"
"10","320060108","1","1","0","1","5","0","247"
"10","320060109","1","1","0","1.2","-10","0","248"
"-25","320060110","1","1","0","1","20","0","249"
"40","320060206","2","1","502006201","0.7","-74","0","250"
"67","320060206","3","2","502006203","0.7","13","0","251"
"11","320060206","1","3","0","0.65","43.5","0","252"
"50","320060207","2","1","502006206","0.7","59","0","253"
"62","320060207","3","2","502006208","0.9","30","0","254"
"13","320060207","1","3","0","0.65","-49","0","255"
"10","320060208","1","1","0","1","5","0","256"
"10","320060209","1","1","0","1.2","-10","0","257"
"-25","320060210","1","1","0","1","20","0","258"
"40","320060306","2","1","502006301","0.7","-74","0","259"
"67","320060306","3","2","502006303","0.7","13","0","260"
"11","320060306","1","3","0","0.65","43.5","0","261"
"50","320060307","2","1","502006306","0.7","59","0","262"
"62","320060307","3","2","502006308","0.9","30","0","263"
"13","320060307","1","3","0","0.65","-49","0","264"
"10","320060308","1","1","0","1","5","0","265"
"10","320060309","1","1","0","1.2","-10","0","266"
"-25","320060310","1","1","0","1","20","0","267"
"40","320060406","2","1","502006401","0.7","-74","0","268"
"67","320060406","3","2","502006403","0.7","13","0","269"
"11","320060406","1","3","0","0.65","43.5","0","270"
"50","320060407","2","1","502006406","0.7","59","0","271"
"62","320060407","3","2","502006408","0.9","30","0","272"
"13","320060407","1","3","0","0.65","-49","0","273"
"10","320060408","1","1","0","1","5","0","274"
"10","320060409","1","1","0","1.2","-10","0","275"
"-25","320060410","1","1","0","1","20","0","276"
"40","320060506","2","1","502006501","0.7","-74","0","277"
"67","320060506","3","2","502006503","0.7","13","0","278"
"11","320060506","1","3","0","0.65","43.5","0","279"
"50","320060507","2","1","502006506","0.7","59","0","280"
"62","320060507","3","2","502006508","0.9","30","0","281"
"13","320060507","1","3","0","0.65","-49","0","282"
"10","320060508","1","1","0","1","5","0","283"
"10","320060509","1","1","0","1.2","-10","0","284"
"-25","320060510","1","1","0","1","20","0","285"
"40","320070106","2","1","502007101","0.7","-74","0","286"
"67","320070106","3","2","502007103","0.7","43","0","287"
"11","320070106","1","3","0","0.65","43.5","0","288"
"50","320070107","2","1","502007106","0.7","59","0","289"
"62","320070107","3","2","502007108","0.9","30","0","290"
"13","320070107","1","3","0","0.65","-49","0","291"
"20","320070108","1","1","0","0.9","5","0","292"
"20","320070109","1","1","0","0.9","0","0","293"
"-20","320070110","1","1","0","1","-20","0","294"
"40","320070206","2","1","502007201","0.7","-74","0","295"
"67","320070206","3","2","502007203","0.7","43","0","296"
"11","320070206","1","3","0","0.65","43.5","0","297"
"50","320070207","2","1","502007206","0.7","59","0","298"
"62","320070207","3","2","502007208","0.9","30","0","299"
"13","320070207","1","3","0","0.65","-49","0","300"
"20","320070208","1","1","0","0.9","5","0","301"
"20","320070209","1","1","0","0.9","0","0","302"
"-20","320070210","1","1","0","1","-20","0","303"
"40","320070306","2","1","502007301","0.7","-74","0","304"
"67","320070306","3","2","502007303","0.7","43","0","305"
"11","320070306","1","3","0","0.65","43.5","0","306"
"50","320070307","2","1","502007306","0.7","59","0","307"
"62","320070307","3","2","502007308","0.9","30","0","308"
"13","320070307","1","3","0","0.65","-49","0","309"
"20","320070308","1","1","0","0.9","5","0","310"
"20","320070309","1","1","0","0.9","0","0","311"
"-20","320070310","1","1","0","1","-20","0","312"
"40","320070406","2","1","502007401","0.7","-74","0","313"
"67","320070406","3","2","502007403","0.7","43","0","314"
"11","320070406","1","3","0","0.65","43.5","0","315"
"50","320070407","2","1","502007406","0.7","59","0","316"
"62","320070407","3","2","502007408","0.9","30","0","317"
"13","320070407","1","3","0","0.65","-49","0","318"
"20","320070408","1","1","0","0.9","5","0","319"
"20","320070409","1","1","0","0.9","0","0","320"
"-20","320070410","1","1","0","1","-20","0","321"
"40","320070506","2","1","502007501","0.7","-74","0","322"
"67","320070506","3","2","502007503","0.7","43","0","323"
"11","320070506","1","3","0","0.65","43.5","0","324"
"50","320070507","2","1","502007506","0.7","59","0","325"
"62","320070507","3","2","502007508","0.9","30","0","326"
"13","320070507","1","3","0","0.65","-49","0","327"
"20","320070508","1","1","0","0.9","5","0","328"
"20","320070509","1","1","0","0.9","0","0","329"
"-20","320070510","1","1","0","1","-20","0","330"
"40","320080106","2","1","502008101","0.7","-74","0","331"
"67","320080106","3","2","502008103","0.9","43","0","332"
"11","320080106","1","3","0","0.65","43.5","0","333"
"50","320080107","2","1","502008106","0.7","59","0","334"
"62","320080107","3","2","502008108","0.9","30","0","335"
"13","320080107","1","3","0","0.65","-49","0","336"
"20","320080108","1","1","0","0.8","5","0","337"
"20","320080109","1","1","0","1.1","0","0","338"
"-20","320080110","1","1","0","1","-20","0","339"
"40","320080206","2","1","502008201","0.7","-74","0","340"
"67","320080206","3","2","502008203","0.9","43","0","341"
"11","320080206","1","3","0","0.65","43.5","0","342"
"50","320080207","2","1","502008206","0.7","59","0","343"
"62","320080207","3","2","502008208","0.9","30","0","344"
"13","320080207","1","3","0","0.65","-49","0","345"
"20","320080208","1","1","0","0.8","5","0","346"
"20","320080209","1","1","0","1.1","0","0","347"
"-20","320080210","1","1","0","1","-20","0","348"
"40","320080306","2","1","502008301","0.7","-74","0","349"
"67","320080306","3","2","502008303","0.9","43","0","350"
"11","320080306","1","3","0","0.65","43.5","0","351"
"50","320080307","2","1","502008306","0.7","59","0","352"
"62","320080307","3","2","502008308","0.9","30","0","353"
"13","320080307","1","3","0","0.65","-49","0","354"
"20","320080308","1","1","0","0.8","5","0","355"
"20","320080309","1","1","0","1.1","0","0","356"
"-20","320080310","1","1","0","1","-20","0","357"
"40","320080406","2","1","502008401","0.7","-74","0","358"
"67","320080406","3","2","502008403","0.9","43","0","359"
"11","320080406","1","3","0","0.65","43.5","0","360"
"50","320080407","2","1","502008406","0.7","59","0","361"
"62","320080407","3","2","502008408","0.9","30","0","362"
"13","320080407","1","3","0","0.65","-49","0","363"
"20","320080408","1","1","0","0.8","5","0","364"
"20","320080409","1","1","0","1.1","0","0","365"
"-20","320080410","1","1","0","1","-20","0","366"
"40","320080506","2","1","502008501","0.7","-74","0","367"
"67","320080506","3","2","502008503","0.9","43","0","368"
"11","320080506","1","3","0","0.65","43.5","0","369"
"50","320080507","2","1","502008506","0.7","59","0","370"
"62","320080507","3","2","502008508","0.9","30","0","371"
"13","320080507","1","3","0","0.65","-49","0","372"
"20","320080508","1","1","0","0.8","5","0","373"
"20","320080509","1","1","0","1.1","0","0","374"
"-20","320080510","1","1","0","1","-20","0","375"
"40","320090106","2","1","502009101","0.7","-74","0","376"
"67","320090106","3","2","502009103","1","13","0","377"
"11","320090106","1","3","0","0.65","43.5","0","378"
"50","320090107","2","1","502009106","0.7","-68","0","379"
"62","320090107","3","2","502009108","0.9","30","0","380"
"13","320090107","1","3","0","0.65","29","0","381"
"10","320090108","1","1","0","0.75","5","0","382"
"10","320090109","1","1","0","1","0","0","383"
"-20","320090110","1","1","0","1","-20","0","384"
"40","320090206","2","1","502009201","0.7","-74","0","385"
"67","320090206","3","2","502009203","1","13","0","386"
"11","320090206","1","3","0","0.65","43.5","0","387"
"50","320090207","2","1","502009206","0.7","-68","0","388"
"62","320090207","3","2","502009208","0.9","30","0","389"
"13","320090207","1","3","0","0.65","29","0","390"
"10","320090208","1","1","0","0.75","5","0","391"
"10","320090209","1","1","0","1","0","0","392"
"-20","320090210","1","1","0","1","-20","0","393"
"40","320090306","2","1","502009301","0.7","-74","0","394"
"67","320090306","3","2","502009303","1","13","0","395"
"11","320090306","1","3","0","0.65","43.5","0","396"
"50","320090307","2","1","502009306","0.7","-68","0","397"
"62","320090307","3","2","502009308","0.9","30","0","398"
"13","320090307","1","3","0","0.65","29","0","399"
"10","320090308","1","1","0","0.75","5","0","400"
"10","320090309","1","1","0","1","0","0","401"
"-20","320090310","1","1","0","1","-20","0","402"
"40","320090406","2","1","502009401","0.7","-74","0","403"
"67","320090406","3","2","502009403","1","13","0","404"
"11","320090406","1","3","0","0.65","43.5","0","405"
"50","320090407","2","1","502009406","0.7","-68","0","406"
"62","320090407","3","2","502009408","0.9","30","0","407"
"13","320090407","1","3","0","0.65","29","0","408"
"10","320090408","1","1","0","0.75","5","0","409"
"10","320090409","1","1","0","1","0","0","410"
"-20","320090410","1","1","0","1","-20","0","411"
"40","320090506","2","1","502009501","0.7","-74","0","412"
"67","320090506","3","2","502009503","1","13","0","413"
"11","320090506","1","3","0","0.65","43.5","0","414"
"50","320090507","2","1","502009506","0.7","-68","0","415"
"62","320090507","3","2","502009508","0.9","30","0","416"
"13","320090507","1","3","0","0.65","29","0","417"
"10","320090508","1","1","0","0.75","5","0","418"
"10","320090509","1","1","0","1","0","0","419"
"-20","320090510","1","1","0","1","-20","0","420"
"40","320100106","2","1","502010101","0.7","-74","0","421"
"67","320100106","3","2","502010103","1","13","0","422"
"11","320100106","1","3","0","0.65","43.5","0","423"
"50","320100107","2","1","502010106","0.7","-68","0","424"
"62","320100107","3","2","502010108","0.9","30","0","425"
"13","320100107","1","3","0","0.65","29","0","426"
"60","320100108","1","1","0","0.9","40","0","427"
"10","320100109","1","1","0","1","0","0","428"
"-35","320100110","1","1","0","1","-20","0","429"
"40","320100206","2","1","502010201","0.7","-74","0","430"
"67","320100206","3","2","502010203","1","13","0","431"
"11","320100206","1","3","0","0.65","43.5","0","432"
"50","320100207","2","1","502010206","0.7","-68","0","433"
"62","320100207","3","2","502010208","0.9","30","0","434"
"13","320100207","1","3","0","0.65","29","0","435"
"60","320100208","1","1","0","0.9","40","0","436"
"10","320100209","1","1","0","1","0","0","437"
"-35","320100210","1","1","0","1","-20","0","438"
"40","320100306","2","1","502010301","0.7","-74","0","439"
"67","320100306","3","2","502010303","1","13","0","440"
"11","320100306","1","3","0","0.65","43.5","0","441"
"50","320100307","2","1","502010306","0.7","-68","0","442"
"62","320100307","3","2","502010308","0.9","30","0","443"
"13","320100307","1","3","0","0.65","29","0","444"
"60","320100308","1","1","0","0.9","40","0","445"
"10","320100309","1","1","0","1","0","0","446"
"-35","320100310","1","1","0","1","-20","0","447"
"40","320100406","2","1","502010401","0.7","-74","0","448"
"67","320100406","3","2","502010403","1","13","0","449"
"11","320100406","1","3","0","0.65","43.5","0","450"
"50","320100407","2","1","502010406","0.7","-68","0","451"
"62","320100407","3","2","502010408","0.9","30","0","452"
"13","320100407","1","3","0","0.65","29","0","453"
"60","320100408","1","1","0","0.9","40","0","454"
"10","320100409","1","1","0","1","0","0","455"
"-35","320100410","1","1","0","1","-20","0","456"
"40","320100506","2","1","502010501","0.7","-74","0","457"
"67","320100506","3","2","502010503","1","13","0","458"
"11","320100506","1","3","0","0.65","43.5","0","459"
"50","320100507","2","1","502010506","0.7","-68","0","460"
"62","320100507","3","2","502010508","0.9","30","0","461"
"13","320100507","1","3","0","0.65","29","0","462"
"60","320100508","1","1","0","0.9","40","0","463"
"10","320100509","1","1","0","1","0","0","464"
"-35","320100510","1","1","0","1","-20","0","465"
"40","320110106","2","1","502011101","0.7","-74","0","466"
"67","320110106","3","2","502011103","1","13","0","467"
"11","320110106","1","3","0","0.65","43.5","0","468"
"50","320110107","2","1","502011106","0.7","-98","0","469"
"72","320110107","3","2","502011108","1.1","0","0","470"
"13","320110107","1","3","0","0.65","49","0","471"
"30","320110108","1","1","0","0.75","-40","0","472"
"50","320110109","1","1","0","1.2","20","0","473"
"-35","320110110","1","1","0","1.1","-20","0","474"
"40","320110206","2","1","502011201","0.7","-74","0","475"
"67","320110206","3","2","502011203","1","13","0","476"
"11","320110206","1","3","0","0.65","43.5","0","477"
"50","320110207","2","1","502011206","0.7","-98","0","478"
"72","320110207","3","2","502011208","1.1","0","0","479"
"13","320110207","1","3","0","0.65","49","0","480"
"30","320110208","1","1","0","0.75","-40","0","481"
"50","320110209","1","1","0","1.2","20","0","482"
"-35","320110210","1","1","0","1.1","-20","0","483"
"40","320110306","2","1","502011301","0.7","-74","0","484"
"67","320110306","3","2","502011303","1","13","0","485"
"11","320110306","1","3","0","0.65","43.5","0","486"
"50","320110307","2","1","502011306","0.7","-98","0","487"
"72","320110307","3","2","502011308","1.1","0","0","488"
"13","320110307","1","3","0","0.65","49","0","489"
"30","320110308","1","1","0","0.75","-40","0","490"
"50","320110309","1","1","0","1.2","20","0","491"
"-35","320110310","1","1","0","1.1","-20","0","492"
"40","320110406","2","1","502011401","0.7","-74","0","493"
"67","320110406","3","2","502011403","1","13","0","494"
"11","320110406","1","3","0","0.65","43.5","0","495"
"50","320110407","2","1","502011406","0.7","-98","0","496"
"72","320110407","3","2","502011408","1.1","0","0","497"
"13","320110407","1","3","0","0.65","49","0","498"
"30","320110408","1","1","0","0.75","-40","0","499"
"50","320110409","1","1","0","1.2","20","0","500"
"-35","320110410","1","1","0","1.1","-20","0","501"
"40","320110506","2","1","502011501","0.7","-74","0","502"
"67","320110506","3","2","502011503","1","13","0","503"
"11","320110506","1","3","0","0.65","43.5","0","504"
"50","320110507","2","1","502011506","0.7","-98","0","505"
"72","320110507","3","2","502011508","1.1","0","0","506"
"13","320110507","1","3","0","0.65","49","0","507"
"30","320110508","1","1","0","0.75","-40","0","508"
"50","320110509","1","1","0","1.2","20","0","509"
"-35","320110510","1","1","0","1.1","-20","0","510"
"40","320120106","2","1","502012101","0.7","-74","0","511"
"67","320120106","3","2","502012103","1","10","0","512"
"11","320120106","1","3","0","0.65","43.5","0","513"
"50","320120107","2","1","502012106","0.7","-98","0","514"
"72","320120107","3","2","502012108","1","0","0","515"
"13","320120107","1","3","0","0.65","49","0","516"
"30","320120108","1","1","0","1.2","10","0","517"
"40","320120109","1","1","0","0.9","40","0","518"
"-35","320120110","1","1","0","1.1","-20","0","519"
