942fbe77a9bb925d02520f82f8e7c03308e8fc0c870e3ca700ef57eee8a8f38e,50a9e2fad57e8e733f9d6ffe51ada0bf1b52339ef7f3e4536f59dd64700893f7,d5c3e8acee77486a5509c3bb486dd68913d0b6086f77a13bea1419bd55960b5c,d3807f7fa705b284bcc4279e7b6c3f1cef7ea37e37998f46635be792e47f0717,226cdf5ab3a37e80ac2fd47705f0480c5e3cc0857b5d85d1c36716b290da7ff8,733b210d31b50dd6c5342dd8cb27c69eb39a1cb4be689560bdb610f87d142ea3,a3688b3f484c500ca0d7a679769f543e04b6514c175a241178855e6b49775b4e
"20020","[3C404E]ボスNORMAL討伐で解放！","26","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","111601","ボスNORMAL討伐で解放！","72020021"
"20021","[3C404E]ボスNORMAL討伐で解放！","27","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","112101","ボスNORMAL討伐で解放！","72021021"
"20022","[3C404E]ボスNORMAL討伐で解放！","28","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","112301","ボスNORMAL討伐で解放！","72022021"
"20025","[3C404E]ボスNORMAL討伐で解放！","29","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","113001","ボスNORMAL討伐で解放！","72025021"
"20026","[3C404E]ボスNORMAL討伐で解放！","30","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","113201","ボスNORMAL討伐で解放！","72026021"
"20027","[3C404E]ボスNORMAL討伐で解放！","31","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","113501","ボスNORMAL討伐で解放！","72027021"
"20029","[3C404E]ボスNORMAL討伐で解放！","32","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","114101","ボスNORMAL討伐で解放！","72029021"
"20031","[3C404E]ボスNORMAL討伐で解放！","33","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","114601","ボスNORMAL討伐で解放！","72031021"
"20032","[3C404E]ボスNORMAL討伐で解放！","34","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","114701","ボスNORMAL討伐で解放！","72032021"
"20033","[3C404E]ボスNORMAL討伐で解放！","35","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","115601","ボスNORMAL討伐で解放！","72033021"
"20035","[3C404E]ボスNORMAL討伐で解放！","36","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","115801","ボスNORMAL討伐で解放！","72035021"
"20038","[3C404E]ボスNORMAL討伐で解放！","37","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","116801","ボスNORMAL討伐で解放！","72038021"
"20040","[3C404E]ボスNORMAL討伐で解放！","38","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","117401","ボスNORMAL討伐で解放！","72040021"
"20042","[3C404E]ボスNORMAL討伐で解放！","39","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","117801","ボスNORMAL討伐で解放！","72042021"
"20044","[3C404E]ボスNORMAL討伐で解放！","40","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","119201","ボスNORMAL討伐で解放！","72044021"
"20045","[3C404E]ボスNORMAL討伐で解放！","41","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","120801","ボスNORMAL討伐で解放！","72045021"
"20047","[3C404E]ボスNORMAL討伐で解放！","42","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","121201","ボスNORMAL討伐で解放！","72047021"
"20051","[3C404E]ボスNORMAL討伐で解放！","43","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","122101","ボスNORMAL討伐で解放！","72051021"
"20052","[3C404E]ボスNORMAL討伐で解放！","44","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","122401","ボスNORMAL討伐で解放！","72052021"
"20053","[3C404E]ボスNORMAL討伐で解放！","45","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","122801","ボスNORMAL討伐で解放！","72053021"
"20055","[3C404E]ボスNORMAL討伐で解放！","46","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","123501","ボスNORMAL討伐で解放！","72055021"
"20057","[3C404E]ボスNORMAL討伐で解放！","47","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","124101","ボスNORMAL討伐で解放！","72057021"
"20058","[3C404E]ボスNORMAL討伐で解放！","48","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","124701","ボスNORMAL討伐で解放！","72058021"
"20059","[3C404E]ボスNORMAL討伐で解放！","49","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","124901","ボスNORMAL討伐で解放！","72059021"
"20063","[3C404E]ボスNORMAL討伐で解放！","50","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","125701","ボスNORMAL討伐で解放！","72063021"
"20065","[3C404E]ボスNORMAL討伐で解放！","51","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","126701","ボスNORMAL討伐で解放！","72065021"
"20066","[3C404E]ボスNORMAL討伐で解放！","52","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","127001","ボスNORMAL討伐で解放！","72066021"
"20067","[3C404E]ボスNORMAL討伐で解放！","53","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","128801","ボスNORMAL討伐で解放！","72067021"
"20073","[3C404E]ボスNORMAL討伐で解放！","54","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","128301","ボスNORMAL討伐で解放！","72073016"
