5c6750dbade925d43f57e2403b8a647c5cbdc133db2ba213e805601897486262,71f2694a72e473ca5574034e8c5c1269b5b7e2a5fb50ff203961c516094b6360,fcbc324874f3cdf36928580724ed9de5e6677372b22c61ac91f7e81071ce8646,e9936d495bc3b903bbfdad83d4d5e28025979189f3916ab1c2f4caa1ee9f786d,8206d11ef8d60fbbfc5325231f77d83c0bb36b68868edceea753a25ed34a6066,0006ec7be3e9c1802c5714ae13d647a2dcb1abf0fba005d132955e9e8ef4fd2f,45e25c42adba9fb12998105912d18e9756c792ba8e70ec7de35750bae90560cd,1f2a12369d5a1c873a499bccc401269942d659fea6b77892580e3f3895418f14,2d16d6f92573da8d0965aa1c4cf6157d35efe7fb4dda930dd89f48db2e94b01d,372cb940e834a3a428713b249091af51f0a30a0872f5af99ff77d3267da63dde,7dec29e878210fcb38d0b40a551e0b42097178b89034aaecbc617cecf3708a2b,3f6fc0785a6478031d589801057e2eacc63b990dfd052ef280f8eed03dc9e41b,0771c4359b0ccad1517abfef47e7c2d2b485ebf8cfee236445523d78c28aeec8,ddec39731bda19ff0919add1f29fcc3ad8721e606e7a82a51d13816cb8d9f8b6,68bcd0619f136c8fb1ddea09a739e84048e6f75f45f2ab4612c3f07d8df3976c,4b37202d9abfd46976f01b08f0cb559d14bbc5b6edec6a11ea32eaef4451317a,5b5a055eed9402cead5987a607ea14b4a2f832ae358b07f27a03c59015574f47,69c7c0dee27fccf425c79c36a7bd661a44ae46a23be8b04b9e52013575e9b246,789a9c03309c5a76b4dd7f84aaddb0fe1fcb24e2f4bc90753a1aa15b6c2d1a50,bc17545f787bd3fbcb0d2eaff910a3611d84648f45952e674ca5ecb434a080bf,d12f0d7fd751987204d12f31d4b193ed2ee367d863497814f3b7d86e3762ffdf,8e83b915d4cdd855da1c271c072e74531d46ecad297d944701d9866098942263,3e2a6b4638643d801dc529c83f25771331148ca4ec58426031e09225b8a5d983,a24fc712048cd33a1b13cff9a6405c9073f49ea63b92de867e4751fdbe837209,5ec4bcc510de7354a961e86aba5728bc29bc7917df3dad610b0276fe18744f8c,9d976aab044dc2dcf839ae7d8dbfce1c38fb98fc7ee9e6023b6a5d1f9510a4e6,b935cd2c52fab2ba2d03c8d8d788b48fcfe6e871175afaae9d5ae38c5dc1bd57,4ddebf36bf57af2cbcb79ff52769b90cb34ea5229c0792a0db96ef4fed6d1590,7bd707c01cdd012896194243002b948d5c18d979e1904014fb864faaff9d3fec,34e277a07d653cfae78caee8f37f7ab960a54cec30c7010a9b0dbf8746df74e0,2ae42e548204484ddb24ab29552bf0f34c625e2d6b522cc4546bd891f38917fd,6ad2ddb23655df182a48af7bb27f814e62ebe8e7257af5e35ee36f62ccb8dd47,2953e189e98b334f58581728fe9b73833a9d198eb906c5f15a35819f78cde6ce,bad5314d2b66017f7b81b88522e3e36c753ce4e9798d3481469ca6516c2d30e5
"140","0.6","0","-186","650007021","20007201","1","0","81000706","1.3","0","1.3","0","1","2000702","0","20007","1","0","5007302","-40","-373","81000706","bgm_M138","450","90","660007002","-50","0","0","bgm_M138","510072","ボスバトル（HARD）","2"
"140","0.6","0","-63","650007031","20007201","1","0","81000706","1.3","0","1.3","0","1","2000703","0","20007","1","0","5007308","-40","455","81000706","bgm_M138","450","90","660007003","-50","0","0","bgm_M138","510072","ボスバトル（VERYHARD）","3"
"100","0.6","0","-85","650008011","20008101","1","0","81000805","1.5","0","1","0","1","2000801","0","20008","1","0","5008301","-40","1400","81000805","bgm_M165","770","90","660008001","-50","0","0","bgm_M165","510081","ボスバトル（NORMAL）","1"
"100","0.6","0","-160","650008021","20008201","1","0","81000806","1.5","0","1","0","0.8","2000802","0","20008","1","0","5008302","-40","-175","81000806","bgm_M165","450","90","660008002","-50","0","0","bgm_M165","510082","ボスバトル（HARD）","2"
"100","0.6","0","-80","650008031","20008201","1","0","81000806","1.5","0","1","0","0.8","2000803","0","20008","1","0","5008308","-40","450","81000806","bgm_M165","450","90","660008003","-50","0","0","bgm_M165","510082","ボスバトル（VERY HARD）","3"
"250","0.8","0","-56","650009011","20009101","1","0","81000905","1.5","0","1.1","0","0.8","2000901","0","20009","1","0","5009301","-40","885","81000905","bgm_M172","770","90","660009001","-50","0","0","bgm_M172","510091","ボスバトル（NORMAL）","1"
"250","0.8","0","37","650009021","20009201","1","0","81000906","1.5","0","1.1","0","0.8","2000902","0","20009","1","0","5009302","-40","-404","81000906","bgm_M172","450","90","660009002","-50","0","0","bgm_M172","510092","ボスバトル（HARD）","2"
"250","0.8","0","-104","650009031","20009201","1","0","81000906","1.5","0","1.1","0","0.8","2000903","0","20009","1","0","5009308","-40","442","81000906","bgm_M172","450","90","660009003","-50","0","0","bgm_M172","510092","ボスバトル（VERY HARD）","3"
"200","0.6","0","770","650010011","20010101","1","0","81001005","1.5","0","1","0","0.8","2001001","0","20010","1","0","5010301","770","450","81001005","bgm_M183","450","90","660010001","-50","0","0","bgm_M183","510101","ボスバトル（NORMAL）","1"
"200","0.6","0","12","650010021","20010201","1","0","81001006","1.5","0","1.4","0","0.8","2001002","0","20010","1","0","5010302","12","-173","81001006","bgm_M183","-173","90","660010002","-50","0","0","bgm_M183","510102","ボスバトル（HARD）","2"
"200","0.6","0","85","650010031","20010201","1","0","81001006","1.5","0","1.4","0","0.8","2001003","0","20010","1","0","5010308","85","213","81001006","bgm_M183","213","90","660010003","-50","0","0","bgm_M183","510102","ボスバトル（VERY HARD）","3"
"100","0.8","0","-56","650011011","20011102","1","0","81001105","1.4","0","1.1","0","0.8","2001101","0","20011","1","0","5011301","-40","885","81001105","bgm_M192","770","90","660011001","0","0","0","bgm_M192","510111","ボスバトル（NORMAL）","1"
"100","0.8","0","-1","650011021","20011201","1","0","81001106","1.4","0","1.1","0","0.8","2001102","0","20011","1","0","5011302","-90","-67","81001106","bgm_M192","450","90","660011002","0","0","0","bgm_M192","510112","ボスバトル（HARD）","2"
"100","0.8","0","-99","650011031","20011201","1","0","81001106","1.4","0","1.1","0","0.8","2001103","0","20011","1","0","5011308","-55","395","81001106","bgm_M192","375","90","660011003","0","0","0","bgm_M192","510112","ボスバトル（VERYHARD）","3"
"100","0.8","0","-40","650012011","20012101","1","0","81001205","1.5","0","1.1","0","0.8","2001201","0","20012","1","0","5012301","-60","980","81001205","bgm_M209","1130","90","660012001","-50","0","0","bgm_M209","510121","ボスバトル（NORMAL）","1"
"100","0.8","0","-175","650012021","20012201","1","0","81001206","1.5","0","1.1","0","0.8","2001202","0","20012","1","0","5012302","-175","-32","81001206","bgm_M209","-32","90","660012002","-50","0","0","bgm_M209","510122","ボスバトル（HARD）","2"
"100","0.8","0","-80","650012031","20012201","1","0","81001206","1.5","0","1.1","0","0.8","2001203","0","20012","1","0","5012308","-63","500","81001206","bgm_M209_02","510","90","660012003","-50","0","0","bgm_M209","510122","ボスバトル（VERY HARD）","3"
"120","0.2","-48","29","650013011","20013102","1","205","81001305","1","0","1.1","0","1","2001301","0","20013","1","0","5013301","-40","313","81001305","bgm_M218","450","90","660013001","84","1","0","bgm_M218","0","ボスバトル（NORMAL）","1"
"120","-0.18","-41","41","650013021","20013201","1","73","81001306","1","0","1.1","0","1","2001302","0","20013","1","0","5013302","-40","-384","81001306","bgm_M218","450","90","660013002","84","1","0","bgm_M218","0","ボスバトル（HARD）","2"
"120","0.2","-40","52","650013031","20013201","1","178","81001306","1","0","1.1","0","1","2001303","0","20013","1","0","5013308","-40","220","81001306","bgm_M218","450","90","660013003","84","1","0","bgm_M218","0","ボスバトル（VERYHARD）","3"
"100","0.7","0","-65","650014011","20014101","1","0","81001505","1.3","0","1","0","0.7","2001401","0","20014","1","0","5015301","-95","963","81001505","bgm_M226","963","90","660014001","-50","0","0","bgm_M226","510141","ボスバトル（NORMAL）","1"
"100","0.7","0","-4","650014021","20014201","1","0","81001506","1.3","0","1","0","0.7","2001402","0","20014","1","0","5015302","-4","121","81001506","bgm_M226","121","90","660014002","-50","0","0","bgm_M226","510142","ボスバトル（HARD）","2"
"100","0.7","0","23","650014031","20014201","1","0","81001506","1.3","0","1","0","0.7","2001403","0","20014","1","0","5015308","23","500","81001506","bgm_M226_02","500","90","660014003","-50","0","0","bgm_M226","510142","ボスバトル（VERYHARD）","3"
"370","0.6","0","-35","650015011","20015101","1","0","81001905","1.25","0","1","0","1","2001501","0","20015","1","0","5019301","-85","900","81001905","bgm_M240_02","800","90","660015001","-50","0","0","bgm_M240","510181","ボスバトル（NORMAL）","1"
"370","0.6","0","40","650015021","20015201","1","0","81001906","1.25","0","1","0","1","2001502","0","20015","1","0","5019302","-10","205","81001906","bgm_M240_02","145","90","660015002","-50","0","0","bgm_M240","510182","ボスバトル（HARD）","2"
"370","0.6","0","-70","650015031","20015201","1","0","81001906","1.25","0","1","0","1","2001503","0","20015","1","0","5019308","-70","515","81001906","bgm_M240_02","480","90","660015003","-50","0","0","bgm_M240","510182","ボスバトル（VERY HARD）","3"
"300","0.6","0","-71","650016011","20016101","1","0","81002101","1","0","1","0","1","2001601","0","20016","1","0","5021301","-116","1072","81002101","bgm_M248","1019","90","660016001","0","0","0","bgm_M248","510211","ボスバトル（NORMAL）","1"
"300","0.6","0","65","650016021","20016201","1","0","81002102","1","0","1","0","1","2001602","0","20016","1","0","5021302","20","233","81002102","bgm_M248","180","90","660016002","0","0","0","bgm_M248","510212","ボスバトル（HARD）","2"
"300","0.6","0","-65","650016031","20016201","1","0","81002102","1","0","1","0","1","2001603","0","20016","1","0","5021308","-40","515","81002102","bgm_M248_02","450","90","660016003","0","0","0","bgm_M248","510212","ボスバトル（VERY HARD）","3"
"170","0.6","0","0","650017011","20017101","1","0","81002301","1.25","0","1","0","1","2001701","0","20017","1","0","5023301","-50","780","81002301","bgm_M257","730","90","660017001","-50","0","0","bgm_M257","510231","ボスバトル（NORMAL）","1"
"170","0.6","0","70","650017021","20017201","1","0","81002302","1.25","0","1","0","0.8","2001702","0","20017","1","0","5023302","20","210","81002302","bgm_M257","160","90","660017002","-50","0","0","bgm_M257","510232","ボスバトル（HARD）","2"
"170","0.6","0","-35","650017031","20017201","1","0","81002302","1.25","0","1","0","0.8","2001703","0","20017","1","0","5023308","-85","510","81002302","bgm_M257","460","90","660017003","-50","0","0","bgm_M257","510232","ボスバトル（VERY HARD）","3"
"240","0.6","0","0","650018011","20018102","1","0","81002501","1.25","0","1","0","1","2001801","0","20018","1","0","5025301","-85","458","81002501","bgm_M268","800","90","660018001","-50","0","0","bgm_M268","510251","ボスバトル（NORMAL）","1"
"240","0.6","0","8","650018021","20018201","1","0","81002502","1.25","0","1","0","1","2001802","0","20018","1","0","5025302","-10","0","81002502","bgm_M268","145","90","660018002","-50","0","0","bgm_M268","510252","ボスバトル（HARD）","2"
"240","0.6","0","-80","650018031","20018201","1","0","81002502","1.25","0","1","0","1","2001803","0","20018","1","0","5025308","-70","490","81002502","bgm_M268","480","90","660018003","-50","0","0","bgm_M268","510252","ボスバトル（VERY HARD）","3"
"170","0.6","0","0","650019011","20019101","1","0","81002701","1.25","0","1","0","1","2001901","0","20019","1","0","5027301","-85","827","81002701","bgm_M276","800","90","660019001","-50","0","0","bgm_M276","510271","ボスバトル（NORMAL）","1"
"170","0.6","0","10","650019021","20019201","1","0","81002702","1.25","0","1","0","1","2001902","0","20019","1","0","5027302","-10","-43","81002702","bgm_M276","145","90","660019002","-50","0","0","bgm_M276","510272","ボスバトル（HARD）","2"
"170","0.6","0","-15","650019031","20019201","1","0","81002702","1.25","0","1","0","1","2001903","0","20019","1","0","5027308","-70","450","81002702","bgm_M276","480","90","660019003","-50","0","0","bgm_M276","510272","ボスバトル（VERY HARD）","3"
"170","0.8","0","0","650020011","20020102","1","0","81002901","1.7","0","1","0","0.6","2002001","0","20020","1","0","5029301","-57","458","81002901","bgm_M284","820","90","660020001","0","0","0","bgm_M284","510331","ボスバトル（NORMAL）","1"
"170","0.8","0","39","650020021","20020201","1","0","81002902","1.7","0","1","0","0.6","2002002","0","20020","1","0","5029302","19","-38","81002902","bgm_M284","150","90","660020002","0","0","0","bgm_M284","510332","ボスバトル（HARD）","2"
"170","0.8","0","-40","650020031","20020201","1","0","81002902","1.7","0","1","0","0.6","2002003","0","20020","1","0","5029308","-70","474","81002902","bgm_M284","480","90","660020003","0","0","0","bgm_M284","510333","ボスバトル（VERY HARD）","3"
"170","0.6","0","-50","650021011","20021102","1","0","81003101","1.25","0","1","0","1","2002101","0","20021","1","0","5031301","-85","550","81003101","bgm_M297","800","90","660021001","-50","0","0","bgm_M297","510311","ボスバトル（NORMAL）","1"
"170","0.6","0","10","650021021","20021201","1","0","81003102","1.25","0","1","0","1","2002102","0","20021","1","0","5031302","-10","-17","81003102","bgm_M297","145","90","660021002","-50","0","0","bgm_M297","510312","ボスバトル（HARD）","2"
"170","0.6","0","-70","650021031","20021201","1","0","81003102","1.25","0","1","0","1","2002103","0","20021","1","0","5031308","-70","516","81003102","bgm_M297","480","90","660021003","-50","0","0","bgm_M297","510312","ボスバトル（VERY HARD）","3"
"100","0.8","0","-85","650022011","20022101","1","0","81000605","1.25","0","1.1","0","0.8","2002201","0","20022","1","0","5033301","-75","825","81000605","bgm_M319","822","90","660022001","-50","0","0","bgm_M319","510331","ボスバトル（NORMAL）","1"
"100","0.8","0","-200","650022021","20022201","1","0","81003304","1.25","0","1.1","0","0.8","2002202","0","20022","1","0","5033302","-190","-27","81003301","bgm_M319","-30","90","660022002","-50","0","0","bgm_M319","510332","ボスバトル（HARD）","2"
"100","0.8","0","-70","650022031","20022201","1","0","81003304","1.25","0","1.1","0","0.8","2002203","0","20022","1","0","5033308","-60","485","81003301","bgm_M319","482","90","660022003","-50","0","0","bgm_M319","510333","ボスバトル（VERY HARD）","3"
"325","0.8","0","-43","650023011","20023101","1","0","81003801","1.8","0","0.8","0","0.65","2002301","0","20023","1","0","5038301","-93","663","81003801","bgm_M346","613","90","660023001","-50","0","0","bgm_M346","510331","ボスバトル（NORMAL）","1"
"325","0.8","0","29","650023021","20023201","1","0","81003803","1.8","0","0.8","0","0.65","2002302","0","20023","1","0","5038302","-21","-12","81003802","bgm_M346","-62","90","660023002","-50","0","0","bgm_M346","510332","ボスバトル（HARD）","2"
"325","0.8","0","-67","650023031","20023201","1","0","81003803","1.8","0","0.8","0","0.65","2002303","0","20023","1","0","5038308","-117","517","81003802","bgm_M346","467","90","660023003","-50","0","0","bgm_M346","510333","ボスバトル（VERY HARD）","3"
"100","0.8","0","-35","650024011","20024103","1","0","81004001","1.7","0","0.8","0","0.65","2002401","0","20024","1","0","5040301","-85","456","81004001","bgm_M354","406","90","660024001","-35","0","0","bgm_M354","510331","ボスバトル（NORMAL）","1"
"100","0.8","0","9","650024021","20024201","1","0","81004002","1.7","0","0.8","0","0.65","2002402","0","20024","1","0","5040302","-41","99","81004002","bgm_M354","49","90","660024002","-35","0","0","bgm_M354","510332","ボスバトル（HARD）","2"
"100","0.8","0","-59","650024031","20024201","1","0","81004002","1.7","0","0.8","0","0.65","2002403","0","20024","1","0","5040308","-109","481","81004002","bgm_M354","431","90","660024003","-35","0","0","bgm_M354","510333","ボスバトル（VERY HARD）","3"
"140","0.8","0","33","650025011","20025101","1","0","81004201","1.8","0","0.8","0","0.65","2002501","0","20025","1","0","5042301","-40","1345","81004201","bgm_M378","770","90","660025001","-50","0","0","bgm_M378","510331","ボスバトル（NORMAL）","1"
"140","0.8","0","-155","650025021","20025201","1","0","81004202","1.8","0","0.8","0","0.65","2002502","0","20025","1","0","5042302","-40","160","81004202","bgm_M378","450","90","660025002","-50","0","0","bgm_M378","510332","ボスバトル（HARD）","2"
"140","0.8","0","44","650025031","20025201","1","0","81004202","1.8","0","0.8","0","0.65","2002503","0","20025","1","0","5042308","-40","577","81004202","bgm_M378","450","90","660025003","-50","0","0","bgm_M378","510333","ボスバトル（VERY HARD）","3"
"140","0.8","0","-35","650026011","20026102","1","0","81004401","1.8","0","0.8","0","0.65","2002601","0","20026","1","0","5044301","-85","482","81004401","bgm_M384","770","90","660026001","-54","0","0","bgm_M384","510331","ボスバトル（NORMAL）","1"
"140","0.8","0","-22","650026021","20026201","1","0","81004402","1.8","0","0.8","0","0.65","2002602","0","20026","1","0","5044302","110","-37","81004402","bgm_M384","720","90","660026002","-54","0","0","bgm_M384","510332","ボスバトル（HARD）","2"
"140","0.8","0","-51","650026031","20026201","1","0","81004402","1.8","0","0.8","0","0.65","2002603","0","20026","1","0","5044308","-40","514","81004402","bgm_M384","490","90","660026003","-54","0","0","bgm_M384","510333","ボスバトル（VERY HARD）","3"
"320","0.8","0","80","650027011","20027101","1","0","81004601","1.7","0","0.8","0","0.65","2002701","0","20027","1","0","5046301","6","883","81004601","bgm_M397","833","90","660027001","-35","0","0","bgm_M397","510331","ボスバトル（NORMAL）","1"
"320","0.8","0","79","650027021","20027201","1","0","81004602","1.7","0","0.8","0","0.65","2002702","0","20027","1","0","5046302","29","174","81004602","bgm_M397","124","90","660027002","-35","0","0","bgm_M397","510332","ボスバトル（HARD）","2"
"320","0.8","0","-7","650027031","20027201","1","0","81004602","1.7","0","0.8","0","0.65","2002703","0","20027","1","0","5046308","43","486","81004602","bgm_M397","436","90","660027003","-35","0","0","bgm_M397","510333","ボスバトル（VERY HARD）","3"
"100","0.7","0","-73","650028011","20028101","1","0","81000605","1.25","0","0.7","0","0.75","2002801","0","20028","1","0","5048301","-176","828","81000605","bgm_M406","798","90","660028001","-35","0","0","bgm_M406","510331","ボスバトル（NORMAL）","1"
"100","0.7","0","-210","650028021","20028201","1","0","81000606","1.25","0","0.7","0","0.75","2002802","0","20028","1","0","5048302","-260","-13","81000606","bgm_M406","-63","90","660028002","-35","0","0","bgm_M406","510332","ボスバトル（HARD）","2"
"100","0.7","0","-65","650028031","20028201","1","0","81000606","1.25","0","0.7","0","0.75","2002803","0","20028","1","0","5048308","-115","482","81000606","bgm_M406","432","90","660028003","-35","0","0","bgm_M406","510333","ボスバトル（VERY HARD）","3"
"100","0.8","0","-25","650029011","20029101","1.3","0","81005001","1.7","0","0.8","0","0.65","2002901","0","20029","1","0","5050301","-85","1029","81005001","bgm_M416","770","90","660029001","-35","0","0","bgm_M416","510331","ボスバトル（NORMAL）","1"
"100","0.8","0","-190","650029021","20029201","1.3","0","81005002","1.7","0","0.8","0","0.65","2002902","0","20029","1","0","5050302","110","-88","81005002","bgm_M416","720","90","660029002","-35","0","0","bgm_M416","510332","ボスバトル（HARD）","2"
"100","0.8","0","-65","650029031","20029201","1.3","0","81005002","1.7","0","0.8","0","0.65","2002903","0","20029","1","0","5050308","-40","465","81005002","bgm_M416","490","90","660029003","-35","0","0","bgm_M416","510333","ボスバトル（VERY HARD）","3"
"260","0.8","0","-54","650030011","20030101","1","0","81000605","1.7","0","0.8","0","0.65","2003001","0","20030","1","0","5052301","-85","842","81000605","bgm_M424","770","90","660030001","-75","0","0","bgm_M424","510331","ボスバトル（NORMAL）","1"
"260","0.8","0","32","650030021","20030201","1","0","81003304","1.7","0","0.8","0","0.65","2003002","0","20030","1","0","5052302","110","-15","81003301","bgm_M424","720","90","660030002","-75","0","0","bgm_M424","510332","ボスバトル（HARD）","2"
"260","0.8","0","-25","650030031","20030201","1","0","81003304","1.7","0","0.8","0","0.65","2003003","0","20030","1","0","5052308","-40","514","81003301","bgm_M424","490","90","660030003","-75","0","0","bgm_M424","510333","ボスバトル（VERY HARD）","3"
"380","0.8","0","-25","650031011","20031101","1","0","81000905","1.7","0","0.8","0","0.65","2003101","0","20031","1","0","5054301","0","732","81000905","bgm_M429","698","90","660031001","-75","0","0","bgm_M429","510331","ボスバトル（NORMAL）","1"
"380","0.8","0","-10","650031021","20031201","1","0","81000906","1.7","0","0.8","0","0.65","2003102","0","20031","1","0","5054302","110","-42","81000906","bgm_M429","720","90","660031002","-75","0","0","bgm_M429","510332","ボスバトル（HARD）","2"
"380","0.8","0","-63","650031031","20031201","1","0","81000906","1.7","0","0.8","0","0.65","2003103","0","20031","1","0","5054308","-40","437","81000906","bgm_M429","490","90","660031003","-75","0","0","bgm_M429","510333","ボスバトル（VERY HARD）","3"
"150","0.8","0","-30","650032011","20032101","1","0","81005601","2","0","0.75","0","0.65","2003201","0","20032","1","0","5056301","-85","883","81005601","bgm_M438","800","90","660032001","-20","0","0","bgm_M438","510331","ボスバトル（NORMAL）","1"
"150","0.8","0","-21","650032021","20032201","1","0","81005602","2","0","0.75","0","0.65","2003202","0","20032","1","0","5056302","-10","-28","81005602","bgm_M438","145","90","660032002","-20","0","0","bgm_M438","510332","ボスバトル（HARD）","2"
