015246c8c89e93ede7cc660bd2fc75117d22eeea9750bded65d70f08d4d81ae6,d45b8de90e3e652bb446bd62f4da66943f72c4763f82b05d75a85022cf02b45c,cc6d565ad2207e88f842c278f63df2065cdf70f511a8d91788cb596a40596b09,1b62d541d29bdcfd71d0c8fa1427a118f1f7e73b67113bf1bce6f4c517181087,4cbb8e7d0404663dd52111e57e023d1381fd35345221401749c8f13ee9e1c38f,8a755fd864e56a344ca425df7d208be28162c86e7b685e90be0f21241ecb2fb0
"115001","3013","10201501","10201018","2025/01/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効"
"126601","3003","10201501","10201019","2025/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ"
"126601","3014","10201501","10201020","2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復"
"133801","3010","10201501","10201021","2025/02/20 12:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ"
"133801","3010","10201501","10201022","2025/02/20 12:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）"
"121201","3001","10201501","10201023","2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ"
"121201","3014","10201501","10201024","2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復"
"133701","3003","10201501","10201025","2025/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ"
"133701","3010","10201501","10201026","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"123001","3002","10201551","10201027","2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ"
"123001","3004","10201551","10201028","2025/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ"
"106901","3011","10201551","10201029","2025/01/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン"
"106901","3011","10201551","10201030","2025/01/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン"
"107101","3001","10201551","10201031","2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"107101","3010","10201551","10201032","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"107001","3003","10201551","10201033","2025/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ"
"107001","3010","10201551","10201034","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"106801","3001","10201551","10201035","2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ"
"106801","3014","10201551","10201036","2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復"
"111501","3001","10201551","10201037","2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"111501","3010","10201551","10201038","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"123801","3001","10201551","10201039","2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"123801","3010","10201551","10201040","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"133901","3001","10201551","10201041","2025/02/10 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"133901","3010","10201551","10201042","2025/02/10 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"115001","3005","10201551","10201043","2025/01/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与"
"115001","3013","10201551","10201044","2025/01/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効"
"126601","3003","10201551","10201045","2025/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ"
"126601","3014","10201551","10201046","2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復"
"133801","3010","10201551","10201047","2025/02/20 12:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ"
"133801","3010","10201551","10201048","2025/02/20 12:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）"
"121201","3001","10201551","10201049","2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ"
"121201","3014","10201551","10201050","2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復"
"133701","3003","10201551","10201051","2025/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ"
"133701","3010","10201551","10201052","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"104201","3001","10202501","10202001","2025/02/28 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ"
"104201","3014","10202501","10202002","2025/02/28 12:00:00","バトル開始後味方全体のＴＰ大回復"
"118101","3011","10202501","10202003","2025/02/28 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン"
"118101","3011","10202501","10202004","2025/02/28 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン"
"108401","3001","10202501","10202005","2025/02/28 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ"
"108401","3014","10202501","10202006","2025/02/28 12:00:00","バトル開始後味方全体のＴＰ大回復"
"117301","3005","10202501","10202007","2025/02/28 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与"
"117301","3013","10202501","10202008","2025/02/28 12:00:00","バトル開始後味方全体の行動不能\n2回無効"
"134401","3003","10202501","10202009","2025/03/15 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ"
"134401","3014","10202501","10202010","2025/03/15 12:00:00","バトル開始後味方全体のＴＰ大回復"
"126901","3003","10202501","10202011","2025/02/28 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ"
"126901","3014","10202501","10202012","2025/02/28 12:00:00","バトル開始後味方全体のＴＰ大回復"
"134301","3003","10202501","10202013","2025/03/03 19:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ"
"134301","3010","10202501","10202014","2025/03/03 19:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"105901","3010","10202501","10202015","2025/02/28 12:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ"
"105901","3010","10202501","10202016","2025/02/28 12:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）"
"106401","3001","10202501","10202017","2025/02/28 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"106401","3010","10202501","10202018","2025/02/28 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"105401","3002","10202501","10202019","2025/02/28 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ"
"105401","3004","10202501","10202020","2025/02/28 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ"
"104001","3001","10203501","10203001","2025/03/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"104001","3010","10203501","10203002","2025/03/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"126401","3001","10203501","10203003","2025/03/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"126401","3010","10203501","10203004","2025/03/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"110701","3001","10203501","10203005","2025/03/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"110701","3010","10203501","10203006","2025/03/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"116701","3011","10203501","10203007","2025/03/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン"
"116701","3011","10203501","10203008","2025/03/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン"
"122101","3001","10203501","10203009","2025/03/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ"
"122101","3014","10203501","10203010","2025/03/31 12:00:00","バトル開始後味方全体のＴＰ大回復"
"134601","3011","10203501","10203011","2025/03/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン"
"134601","3011","10203501","10203012","2025/03/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン"
"134501","3003","10203501","10203013","2025/04/08 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ"
"134501","3014","10203501","10203014","2025/04/08 12:00:00","バトル開始後味方全体のＴＰ大回復"
"127801","3003","10203501","10203015","2025/03/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ"
"127801","3014","10203501","10203016","2025/03/31 12:00:00","バトル開始後味方全体のＴＰ大回復"
"126501","3003","10203501","10203017","2025/03/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ"
"126501","3010","10203501","10203018","2025/03/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"134701","3001","10203501","10203019","2025/04/15 15:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ"
"134701","3014","10203501","10203020","2025/04/15 15:00:00","バトル開始後味方全体のＴＰ大回復"
"132501","3011","10204501","10204001","2025/05/15 15:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン"
"132501","3011","10204501","10204002","2025/05/15 15:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン"
"132301","3003","10204501","10204003","2025/05/03 19:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ"
"132301","3014","10204501","10204004","2025/05/03 19:00:00","バトル開始後味方全体のＴＰ大回復"
"100901","3003","10204501","10204005","2025/04/30 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ"
"100901","3010","10204501","10204006","2025/04/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"102701","3001","10204501","10204007","2025/04/30 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"102701","3010","10204501","10204008","2025/04/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"101301","3003","10204501","10204009","2025/04/30 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ"
"101301","3014","10204501","10204010","2025/04/30 12:00:00","バトル開始後味方全体のＴＰ大回復"
"105101","3011","10204501","10204011","2025/04/30 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン"
"105101","3011","10204501","10204012","2025/04/30 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン"
"105601","3002","10204501","10204013","2025/04/30 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ"
"105601","3004","10204501","10204014","2025/04/30 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ"
"134901","3011","10205501","10205001","2025/06/10 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン"
"134901","3011","10205501","10205002","2025/06/10 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン"
"105401","3011","10205501","10205003","2025/05/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン"
"105401","3011","10205501","10205004","2025/05/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン"
"113901","3002","10205501","10205005","2025/05/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ"
"113901","3004","10205501","10205006","2025/05/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ"
"117401","3001","10205501","10205007","2025/05/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"117401","3010","10205501","10205008","2025/05/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"134801","3001","10205501","10205009","2025/05/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ"
"134801","3014","10205501","10205010","2025/05/31 12:00:00","バトル開始後味方全体のＴＰ大回復"
"106501","3001","10205501","10205011","2025/05/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ"
"106501","3010","10205501","10205012","2025/05/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"104501","3002","10205501","10205013","2025/05/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ"
"104501","3004","10205501","10205014","2025/05/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ"
"129701","3005","10205501","10205015","2025/05/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与"
"129701","3013","10205501","10205016","2025/05/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効"
