68d3128be9b1ace9909951cc9809bd276cba1f95e93e9e97d0466eb5c22c5e3b,e3bfa3ace1fed0e8f3ff915d6242550906f03b91dd78f5778d08a901fab19efc,6c668a0427e54c3056fc62d55f03f8b9ddd06b93aa33b543b0d8fe24772e286b,af3b14ad3e21af827e4270bc100b260065f244474de746a80f189e7c76815e3e,99f547c45a0f06e492c3f69206422875c9471583f88fef6ad99bafe724ca17f5,0219016d6cd5fb955645e3a2c06641e350ce3974c3252db96fcde4c86dbeda08,0056f761bd91e7f1ef93d2552659dc6e4b61cbcd80ba5b4f460ab6e29ec151e0,63d71c4f7d355f5178b47b81c31220426eb190b7855b192ea637bac3b0bb1ace,0a1d320d0980296698ab6d21cc035384932b1a428ea5cc72fee1475464d8d543,5507fd44ff87c4aab5d1b41eb02a9ef0df4763c57369d2426097c6266323243f,d98742d1dcdeb776c7ad23ec0bee33f98f17b99e6a5ebca330fe2c4495284bf3
"","","91","","","","","","1007401","1007401041","1007401047"
"","","93","","0","","","","1007401","3","1007401048"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007401","117531","1007401049"
"","0","21","","vo_mhp_4005","","","0","1007401","vo_mhp_1007401","1007401050"
"0","7","11","0","どうしたの？　顔が真っ赤よ？","0.5","0","1","1007401","117531","1007401051"
"","","91","","","","","","1007401","0","1007401052"
"","","32","","0","","","","1007401","123","1007401053"
"","1","3","0.2","mhp_sit_idle","","","","1007401","117531","1007401054"
"","1","3","0.2","mhp_yui_sit_talk_worry","","","","1007401","100211","1007401055"
"","1","3","0.2","NoItem","","","","1007401","31","1007401056"
"","0","21","","vo_mhp_4006","","","0","1007401","vo_mhp_1007401","1007401057"
"0","5","11","0","そ、それが、ここのところ急に\n顔が火照ってしまうんです……\nこれって、何かの病気なんでしょうか？","0.5","0","1","1007401","100211","1007401058"
"","","91","","","","","","1007401","0","1007401059"
"0","1","3","0.2","mhp_yui_sit_idle_sad","","","","1007401","100211","1007401060"
"0","1","3","0.2","mhp_sit_talk_thinking","","","","1007401","117531","1007401061"
"","0","21","","vo_mhp_4007","","","0","1007401","vo_mhp_1007401","1007401062"
"0","5","11","0","今すぐ断定はできないわ\nでも、もしかしたら大きな病気\nそれも不治の病かもしれないわね。","0.5","0","1","1007401","117531","1007401063"
"","","91","","","","","","1007401","0","1007401064"
"","1","3","0.2","mhp_sit_idle_thinking","","","","1007401","117531","1007401065"
"","1","3","0.2","mhp_yui_sit_talk_sad","","","","1007401","100211","1007401066"
"","0","21","","vo_mhp_4008","","","0","1007401","vo_mhp_1007401","1007401067"
"0","8","11","0","そんな……","0.5","0","1","1007401","100211","1007401068"
"","","91","","","","","","1007401","0","1007401069"
"","1","3","0.2","mhp_yui_sit_idle_sad","","","","1007401","100211","1007401070"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007401","117531","1007401071"
"","0","21","","vo_mhp_4009","","","0","1007401","vo_mhp_1007401","1007401072"
"0","6","11","0","普通なら命にかかわることはないけど\nこじらせると大変なことになるわ\nだから今日のところはひとまず――","0.5","0","1","1007401","117531","1007401073"
"","","91","","","","","","1007401","0","1007401074"
"","","22","","0","","","","1007401","0","1007401075"
"","0","103","","1007401079","","","","1007401","冷たいタオルをおでこに当てなさい。","1007401076"
"","0","103","","1007401125","","","","1007401","何も考えずゆっくり休みなさい。","1007401077"
"","0","103","","1007401142","","","","1007401","特製のカンポーを出しておくわ。","1007401078"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007401","117531","1007401079"
"","","93","","0","","","","1007401","0.6","1007401080"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007401","100211","1007401081"
"","","93","","0","","","","1007401","0.2","1007401082"
"0","1","3","0.2","mhp_walk","","","","1007401","100211","1007401083"
"0","-220","2","","35","","","1.5","1007401","100211","1007401084"
"0","-220","2","","35","","","1.5","1007401","31","1007401085"
"0","-220","2","","35","","","1.5","1007401","11","1007401086"
"0","-220","2","","35","","","1.5","1007401","12","1007401087"
"","","93","","0","","","","1007401","0.3","1007401088"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007401","117531","1007401089"
"1","1","6","0","1","","0","1","1007401","21","1007401090"
"1","1","6","0","1","","0","1","1007401","22","1007401091"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007401","21","1007401092"
"1","0","3","0.2","mhp_item_EX0015_handover_in","","0","mhp_item_EX0015_handover_loop","1007401","22","1007401093"
"","","93","","0","","","","1007401","1.2","1007401094"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007401","100211","1007401095"
"1","1","6","0","1","","0","1","1007401","11","1007401096"
"1","1","6","0","1","","0","1","1007401","12","1007401097"
"1","0","3","0.2","mhp_receive_yui_in","","0","mhp_receive_yui_loop","1007401","11","1007401098"
"1","0","3","0.2","mhp_item_EX0015_receive_in","","0","mhp_item_EX0015_receive_loop","1007401","12","1007401099"
"","","93","","0","","","","1007401","0.6","1007401100"
"1","1","6","0.4","1","","0","1","1007401","22","1007401101"
"","","93","","0","","","","1007401","0.4","1007401102"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007401","117531","1007401103"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007401","21","1007401104"
"1","0","3","0.2","mhp_item_EX0015_handover_out","","0","NoItem_idle","1007401","22","1007401105"
"","","93","","0","","","","1007401","0.4","1007401106"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007401","100211","1007401107"
"1","0","3","0.2","mhp_receive_yui_out","","0","NoItem_idle","1007401","11","1007401108"
"1","0","3","0.2","mhp_item_EX0015_receive_out","","0","NoItem_idle","1007401","12","1007401109"
"","","93","","0","","","","1007401","2","1007401110"
"","1","3","0.2","mhp_talk_worry","","","","1007401","100211","1007401111"
"","0","21","","vo_mhp_4010","","","0","1007401","vo_mhp_1007401","1007401112"
"0","7","11","0","こ、これで治るんですか？","0.5","0","1","1007401","100211","1007401113"
"","","91","","","","","","1007401","0","1007401114"
"","1","3","0.2","mhp_idle_worry","","","","1007401","100211","1007401115"
"","1","3","0.2","mhp_talk_normal","","","","1007401","117531","1007401116"
"","0","21","","vo_mhp_4011","","","0","1007401","vo_mhp_1007401","1007401117"
"0","5","11","0","いいえ、単なる対処療法よ\nでも今はそれで十分\nまた何かあったら訪ねてきなさい。","0.5","0","1","1007401","117531","1007401118"
"","","91","","","","","","1007401","0","1007401119"
"","","22","","0","","","","1007401","0","1007401120"
"1","0","3","0.2","mhp_sit_in","","0.2","mhp_sit_idle","1007401","117531","1007401121"
"","0","3","0.2","mhp_yui_pekori","","","","1007401","100211","1007401122"
"","","91","","","","","","1007401","0","1007401123"
"","","101","","","","","","1007401","1007401186","1007401124"
"","1","3","0.2","mhp_sit_idle","","","","1007401","117531","1007401125"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007401","100211","1007401126"
"","0","21","","vo_mhp_4012","","","0","1007401","vo_mhp_1007401","1007401127"
"0","8","11","0","あの、お薬とかは……","0.5","0","1","1007401","100211","1007401128"
"","","91","","","","","","1007401","0","1007401129"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007401","100211","1007401130"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007401","117531","1007401131"
"","0","21","","vo_mhp_4013","","","0","1007401","vo_mhp_1007401","1007401132"
"0","5","11","0","必要ないわ。色々考えすぎるのが\nよくないの、だから心穏やかに\n過ごすのが一番よ。","0.5","0","1","1007401","117531","1007401133"
"","","91","","","","","","1007401","0","1007401134"
"","","22","","0","","","","1007401","0","1007401135"
"","1","3","0.2","mhp_sit_idle","","","","1007401","117531","1007401136"
"","0","3","0.2","mhp_yui_sit_pekori","","","","1007401","100211","1007401137"
"","","91","","","","","","1007401","0","1007401138"
"","0","3","0.2","mhp_sit_out","","","","1007401","100211","1007401139"
"","","91","","","","","","1007401","0","1007401140"
"","","101","","","","","","1007401","1007401186","1007401141"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007401","117531","1007401142"
"","","93","","0","","","","1007401","0.6","1007401143"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007401","100211","1007401144"
"","","93","","0","","","","1007401","0.2","1007401145"
"0","1","3","0.2","mhp_walk","","","","1007401","100211","1007401146"
"0","-220","2","","35","","","1.5","1007401","100211","1007401147"
"0","-220","2","","35","","","1.5","1007401","31","1007401148"
"0","-220","2","","35","","","1.5","1007401","11","1007401149"
"0","-220","2","","35","","","1.5","1007401","12","1007401150"
"","","93","","0","","","","1007401","0.3","1007401151"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007401","117531","1007401152"
"1","1","6","0","1","","0","1","1007401","21","1007401153"
"1","1","6","0","1","","0","1","1007401","22","1007401154"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007401","21","1007401155"
"1","0","3","0.2","mhp_item_EX0007_handover_in","","0","mhp_item_EX0007_handover_loop","1007401","22","1007401156"
"","","93","","0","","","","1007401","1.2","1007401157"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007401","100211","1007401158"
"1","1","6","0","1","","0","1","1007401","11","1007401159"
"1","1","6","0","1","","0","1","1007401","12","1007401160"
"1","0","3","0.2","mhp_receive_yui_in","","0","mhp_receive_yui_loop","1007401","11","1007401161"
"1","0","3","0.2","mhp_item_EX0007_receive_in","","0","mhp_item_EX0007_receive_loop","1007401","12","1007401162"
"","","93","","0","","","","1007401","0.6","1007401163"
"1","1","6","0.4","1","","0","1","1007401","22","1007401164"
"","","93","","0","","","","1007401","0.4","1007401165"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007401","117531","1007401166"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007401","21","1007401167"
"1","0","3","0.2","mhp_item_EX0007_handover_out","","0","NoItem_idle","1007401","22","1007401168"
"","","93","","0","","","","1007401","0.4","1007401169"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007401","100211","1007401170"
"1","0","3","0.2","mhp_receive_yui_out","","0","NoItem_idle","1007401","11","1007401171"
"1","0","3","0.2","mhp_item_EX0007_receive_out","","0","NoItem_idle","1007401","12","1007401172"
"","","93","","0","","","","1007401","2","1007401173"
"","1","3","0.2","mhp_talk_wish","","","","1007401","100211","1007401174"
"","0","21","","vo_mhp_4014","","","0","1007401","vo_mhp_1007401","1007401175"
"0","5","11","0","カンポー……なんだかよく効きそう……\nありがとうございます、ミツキさん","0.5","0","1","1007401","100211","1007401176"
"","","91","","","","","","1007401","0","1007401177"
"","1","3","0.2","mhp_idle_wish","","","","1007401","100211","1007401178"
"","1","3","0.2","mhp_talk_thinking","","","","1007401","117531","1007401179"
"","0","21","","vo_mhp_4015","","","0","1007401","vo_mhp_1007401","1007401180"
"0","7","11","0","（まあ、滋養強壮のカンポーだから\n全然関係ないんだけどね）","0.5","0","1","1007401","117531","1007401181"
"","","91","","","","","","1007401","0","1007401182"
"","","22","","0","","","","1007401","0","1007401183"
"1","0","3","0.2","mhp_sit_in","","0.2","mhp_sit_idle","1007401","117531","1007401184"
"","0","3","0.2","mhp_yui_pekori","","","","1007401","100211","1007401185"
"","","91","","","","","","1007401","0","1007401186"
"","1","3","0.2","mhp_walk","","","","1007401","100211","1007401187"
"","","4","","1","","","","1007401","100211","1007401188"
"0","-220","2","","-1000","","","5","1007401","100211","1007401189"
"","","93","","0","","","","1007401","4","1007401190"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007401","117631","1007401191"
"","0","21","","vo_mhp_4016","","","0","1007401","vo_mhp_1007401","1007401192"
"0","5","11","0","先生、あの人って本当に病気なの？","0.5","0","1","1007401","117631","1007401193"
"","","91","","","","","","1007401","0","1007401194"
"","1","3","0.2","mhp_sit_idle","","","","1007401","117631","1007401195"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007401","117531","1007401196"
"","0","21","","vo_mhp_4017","","","0","1007401","vo_mhp_1007401","1007401197"
"0","4","11","","ええ、かなりの重病よ\nこれはしっかりと診てあげないとね\nふふ、若い子っていいわね♪","0.5","0","1","1007401","117531","1007401198"
"","","91","","","","","","1007401","0","1007401199"
"","","22","","0.5","","","","1007401","0","1007401200"
"","","91","","","","","","1007401","0","1007401201"
"-240","100","1","1.7","100211","mhp_idle_normal","0","-1000","1007402","1","1007402001"
"-220","100","1","1.7","117531","mhp_sit_idle","1","185","1007402","1","1007402002"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007402","1","1007402003"
"0.85","-240","31","1","1","","","-154","1007402","1","1007402004"
"-220","110","5","1.7","11","NoItem","0","-200","1007402","1","1007402005"
"-220","105","5","1.7","12","NoItem","0","-200","1007402","1","1007402006"
"-220","110","5","1.7","21","NoItem","1","185","1007402","1","1007402007"
"-220","105","5","1.7","22","NoItem","1","185","1007402","1","1007402008"
"0","1","6","0","1","","0","1","1007402","11","1007402009"
"0","1","6","0","1","","0","1","1007402","12","1007402010"
"0","1","6","0","1","","0","1","1007402","21","1007402011"
"0","1","6","0","1","","0","1","1007402","22","1007402012"
"-220","110","5","1.7","31","NoItem","0","-1000","1007402","1","1007402013"
"","","91","","","","","","1007402","0","1007402014"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007402","117531","1007402015"
"","0","21","","vo_mhp_4101","","","0","1007402","vo_mhp_1007402","1007402016"
"0","8","11","0","ユイちゃん、どうぞー","0.5","0","0","1007402","117531","1007402017"
"","","91","","","","","","1007402","0","1007402018"
"","1","3","0.2","mhp_sit_idle","","","","1007402","117531","1007402019"
"","1","3","0.2","mhp_yui_walk_sad2","","","","1007402","100211","1007402020"
"0","-220","2","","-200","","","4","1007402","100211","1007402021"
"","","91","","","","","","1007402","0","1007402022"
"1","0","3","0.2","mhp_yui_sit_in_sad","","0.2","mhp_yui_sit_idle_sad","1007402","100211","1007402023"
"","","93","","0","","","","1007402","1","1007402024"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007402","117531","1007402025"
"","0","21","","vo_mhp_4102","","","0","1007402","vo_mhp_1007402","1007402026"
"0","5","11","0","よく来たわね\n今日はもしかして胸の苦しみ、かしら？","0.5","0","1","1007402","117531","1007402027"
"","","91","","","","","","1007402","0","1007402028"
"","1","3","0.2","mhp_sit_idle","","","","1007402","117531","1007402029"
"","1","3","0.2","mhp_yui_sit_talk_surprise","","","","1007402","100211","1007402030"
"","0","21","","vo_mhp_4103","","","0","1007402","vo_mhp_1007402","1007402031"
"0","6","11","0","ま、まだ何も言っていないのに！？\nさすがミツキさんですね……","0.5","0","1","1007402","100211","1007402032"
"","","91","","","","","","1007402","0","1007402033"
"","1","3","0.2","mhp_yui_sit_talk_sad","","","","1007402","100211","1007402034"
"","0","21","","vo_mhp_4104","","","0","1007402","vo_mhp_1007402","1007402035"
"0","4","11","0","そうなんです、胸が苦しくて\n仕方ないんです……\nや、やっぱり重病なんでしょうか……","0.5","0","1","1007402","100211","1007402036"
"","","91","","","","","","1007402","0","1007402037"
"","1","3","0.2","mhp_yui_sit_idle_sad","","","","1007402","100211","1007402038"
"","1","3","0.2","mhp_sit_talk_sad2","","","","1007402","117531","1007402039"
"","0","21","","vo_mhp_4105","","","0","1007402","vo_mhp_1007402","1007402040"
"0","6","11","0","前にも言ったけど、直接命にかかわる\nことはないわ。でも、時に死ぬよりも\n苦しいことになる可能性もあるわね。","0.5","0","1","1007402","117531","1007402041"
"","","91","","","","","","1007402","0","1007402042"
"","1","3","0.2","mhp_sit_idle","","","","1007402","117531","1007402043"
"","1","3","0.2","mhp_yui_sit_talk_wish","","","","1007402","100211","1007402044"
"","0","21","","vo_mhp_4106","","","0","1007402","vo_mhp_1007402","1007402045"
"0","6","11","0","そんな……\nわ、わたし、どうすれば……","0.5","0","1","1007402","100211","1007402046"
"","","91","","","","","","1007402","0","1007402047"
"","1","3","0.2","mhp_yui_sit_idle_sad","","","","1007402","100211","1007402048"
"","1","3","0.2","mhp_sit_talk_wish","","","","1007402","117531","1007402049"
"","0","21","","vo_mhp_4107","","","0","1007402","vo_mhp_1007402","1007402050"
"0","6","11","0","大丈夫、そのための医者ですもの\nさて、胸の苦しさには――","0.5","0","1","1007402","117531","1007402051"
"","","91","","","","","","1007402","0","1007402052"
"","","22","","0","","","","1007402","0","1007402053"
"","0","103","","1007402057","","","","1007402","動悸の薬を処方するわ。","1007402054"
"","0","103","","1007402102","","","","1007402","オーエド土産の甘いお菓子よ。","1007402055"
"","0","103","","1007402147","","","","1007402","羊の数でも数えなさい。","1007402056"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007402","117531","1007402057"
"","","93","","0","","","","1007402","0.6","1007402058"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007402","100211","1007402059"
"","","93","","0","","","","1007402","0.2","1007402060"
"0","1","3","0.2","mhp_walk","","","","1007402","100211","1007402061"
"0","-220","2","","35","","","1.5","1007402","100211","1007402062"
"0","-220","2","","35","","","1.5","1007402","31","1007402063"
"0","-220","2","","35","","","1.5","1007402","11","1007402064"
"0","-220","2","","35","","","1.5","1007402","12","1007402065"
"","","93","","0","","","","1007402","0.3","1007402066"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007402","117531","1007402067"
"1","1","6","0","1","","0","1","1007402","21","1007402068"
"1","1","6","0","1","","0","1","1007402","22","1007402069"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007402","21","1007402070"
"1","0","3","0.2","mhp_item_EX0009_handover_in","","0","mhp_item_EX0009_handover_loop","1007402","22","1007402071"
"","","93","","0","","","","1007402","1.2","1007402072"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007402","100211","1007402073"
"1","1","6","0","1","","0","1","1007402","11","1007402074"
"1","1","6","0","1","","0","1","1007402","12","1007402075"
"1","0","3","0.2","mhp_receive_yui_in","","0","mhp_receive_yui_loop","1007402","11","1007402076"
"1","0","3","0.2","mhp_item_EX0009_receive_in","","0","mhp_item_EX0009_receive_loop","1007402","12","1007402077"
"","","93","","0","","","","1007402","0.6","1007402078"
"1","1","6","0.4","1","","0","1","1007402","22","1007402079"
"","","93","","0","","","","1007402","0.4","1007402080"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007402","117531","1007402081"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007402","21","1007402082"
"1","0","3","0.2","mhp_item_EX0009_handover_out","","0","NoItem_idle","1007402","22","1007402083"
"","","93","","0","","","","1007402","0.4","1007402084"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007402","100211","1007402085"
"1","0","3","0.2","mhp_receive_yui_out","","0","NoItem_idle","1007402","11","1007402086"
"1","0","3","0.2","mhp_item_EX0009_receive_out","","0","NoItem_idle","1007402","12","1007402087"
"","","93","","0","","","","1007402","2","1007402088"
"","1","3","0.2","mhp_talk_sad","","","","1007402","100211","1007402089"
"","0","21","","vo_mhp_4108","","","0","1007402","vo_mhp_1007402","1007402090"
"0","6","11","0","お薬もらえるとなんだか安心します\nこれで治るといいんですけど……","0.5","0","1","1007402","100211","1007402091"
"","","91","","","","","","1007402","0","1007402092"
"","1","3","0.2","mhp_idle_sad","","","","1007402","100211","1007402093"
"","1","3","0.2","mhp_idle_thinking","","","","1007402","117531","1007402094"
"","0","21","","vo_mhp_4109","","","0","1007402","vo_mhp_1007402","1007402095"
"0","6","11","0","（実際はただのラムネ菓子だけどね。\n本当の病気じゃないならこれが一番よ）","0.5","0","1","1007402","117531","1007402096"
"","","91","","","","","","1007402","0","1007402097"
"","","22","","0","","","","1007402","0","1007402098"
"1","0","3","0.2","mhp_sit_in","","0.2","mhp_sit_idle","1007402","117531","1007402099"
"","","93","","0","","","","1007402","1","1007402100"
"","","101","","","","","","1007402","1007402160","1007402101"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007402","117531","1007402102"
"","","93","","0","","","","1007402","0.6","1007402103"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007402","100211","1007402104"
"","","93","","0","","","","1007402","0.2","1007402105"
"0","1","3","0.2","mhp_walk","","","","1007402","100211","1007402106"
"0","-220","2","","35","","","1.5","1007402","100211","1007402107"
"0","-220","2","","35","","","1.5","1007402","31","1007402108"
"0","-220","2","","35","","","1.5","1007402","11","1007402109"
"0","-220","2","","35","","","1.5","1007402","12","1007402110"
"","","93","","0","","","","1007402","0.3","1007402111"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007402","117531","1007402112"
"1","1","6","0","1","","0","1","1007402","21","1007402113"
"1","1","6","0","1","","0","1","1007402","22","1007402114"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007402","21","1007402115"
"1","0","3","0.2","mhp_item_EX0010_handover_in","","0","mhp_item_EX0010_handover_loop","1007402","22","1007402116"
"","","93","","0","","","","1007402","1.2","1007402117"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007402","100211","1007402118"
"1","1","6","0","1","","0","1","1007402","11","1007402119"
"1","1","6","0","1","","0","1","1007402","12","1007402120"
"1","0","3","0.2","mhp_receive_yui_in","","0","mhp_receive_yui_loop","1007402","11","1007402121"
"1","0","3","0.2","mhp_item_EX0010_receive_in","","0","mhp_item_EX0010_receive_loop","1007402","12","1007402122"
"","","93","","0","","","","1007402","0.6","1007402123"
"1","1","6","0.4","1","","0","1","1007402","22","1007402124"
"","","93","","0","","","","1007402","0.4","1007402125"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007402","117531","1007402126"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007402","21","1007402127"
"1","0","3","0.2","mhp_item_EX0010_handover_out","","0","NoItem_idle","1007402","22","1007402128"
"","","93","","0","","","","1007402","0.4","1007402129"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007402","100211","1007402130"
"1","0","3","0.2","mhp_receive_yui_out","","0","NoItem_idle","1007402","11","1007402131"
