a42f622b2144ac16231d0ebd9676406f5fe3b7ccd2de799df5fd286b0d4d9d9b,cdc9b275ccd3d9a083aabd3b1d89427954c2846803849e5b85a73665e0ebaeb2,41747ac3b9327c744f425e9d92b264e610c415a7b0a4f3ec38b461ebae9404cf,7c49604cb72d70e3c873ae1ea0da6147af00232df84664deabc9e3d557fe4dad,6268968c063bd013909ff548b5a19fd3b416e873d67722b6ec91e75b0fff40a9,a7a3c8a560bae74cf4379cbf4eb4d813fa538f1b31345814cf28c7dec690fb52,b7f12eaf92ca9745cdf56ed4eed8ae825206851f382b22f5e252e32b29b70689,940075e488150a49d7ed8a7822b1732c0b02d9ade11bd0745097fe92d2be4ea8,b77d07abd821ba64f1b253cad1d27c6b7e6f431b54aa509031f8f32e15b66c67,9b7f6f2f2f6e36737ca4f13565b93f6219662f22cc67d0588a48c1563757fa7d,2033dbcbbf047626202bfe97863fd3b36217f393be0fc1f054a3b9d456f01965
"115001","115","102931","-143","1.5","1","1","100","nop_idle_joy1","1","115"
"115002","115","104211","-135","1.5","1","1","-100","nop_idle_wish","0","110"
"115003","115","105411","-150","1.5","1","1","-215","nop_idle_normal","0","114"
"116001","116","106731","-150","1.5","1","1","100","nop_idle_normal","1","115"
"116002","116","106631","-150","1.5","1","1","-100","nop_idle_joy1","0","114"
"116003","116","106531","-127","1.5","1","1","-215","nop_16_kaya_idle_normal2","0","110"
"116004","116","2","-150","1.5","1","5","180","nop_rago_idle","1","116"
"117001","117","111031","-150","1.5","1","1","100","nop_idle_normal","1","115"
"117002","117","110931","-150","1.5","1","1","-100","nop_idle_joy2","0","114"
"117003","117","110831","-127","1.5","1","1","-215","nop_17_chloe_idle_normal2","0","110"
"117004","117","1","-150","1.5","1","5","-100","NoItem_idle","0","115"
"118001","118","114711","-150","1.5","1","1","-100","nop_18_muimi_idle_joy_normal","1","115"
"118002","118","118511","-150","1.5","1","1","100","nop_18_karin_idle_normal","0","114"
"118003","118","115031","-127","1.5","1","1","-215","nop_idle_normal","0","111"
"118004","118","118031","-127","1.5","1","1","215","nop_idle_joy1","1","110"
"201001","201","111831","0","1.2","1","1","-60","nop_idle_joy1","0","100"
"201002","201","120731","0","1.2","1","1","60","nop_idle_normal_joy","1","101"
"201003","201","120831","-5","1.2","1","1","-130","nop_idle_arm_crossed","0","102"
"201004","201","111931","-5","1.2","1","1","130","nop_idle_normal","1","103"
"201005","201","120931","-20","1.2","1","1","-200","nop_idle_thinking","0","104"
"201006","201","112031","-20","1.2","1","1","200","nop_idle_normal","1","105"
"202001","202","108731","0","1.2","1","1","-60","nop_idle_joy1","0","100"
"202002","202","108831","0","1.2","1","1","60","nop_idle_joy_normal","1","101"
"202003","202","108931","-5","1.2","1","1","-130","nop_idle_normal","0","102"
"203001","203","102011","0","1.2","1","1","-60","nop_idle_joy1","0","100"
"203002","203","100411","-5","1.2","1","1","-130","nop_idle_normal","0","101"
"203003","203","103631","-5","1.2","1","1","60","nop_idle_wish","1","102"
"204001","204","101231","0","1.2","1","1","-60","nop_idle_normal","0","100"
"204002","204","104011","0","1.2","1","1","60","nop_idle_normal","1","101"
"204003","204","101511","-5","1.2","1","1","-130","nop_idle_normal","0","102"
"205001","205","103111","0","1.2","1","1","-80","nop_idle_normal","0","100"
"205002","205","102211","0","1.2","1","1","60","nop_idle_sad","1","101"
"205003","205","100711","-5","1.2","1","1","-150","nop_05_miyako_idle_normal","0","104"
"205004","205","100611","-5","1.2","1","1","130","nop_idle_joy1","1","103"
"205005","205","2051","0","1.2","1","5","-20","nop_skull_idle","1","102"
"206001","206","104731","-5","1.2","1","1","-130","nop_idle_arm_crossed","0","102"
"206002","206","107131","-5","1.2","1","1","130","nop_idle_arm_crossed","1","103"
"206003","206","103731","0","1.2","1","1","-60","nop_idle_normal","0","100"
"206004","206","100511","0","1.2","1","1","60","nop_idle_joy1","1","101"
"207001","207","102831","0","1.2","1","1","-60","nop_idle_normal","0","100"
"207002","207","102111","0","1.2","1","1","60","nop_idle_normal","1","101"
"207003","207","102511","-5","1.2","1","1","-130","nop_idle_normal","0","102"
"207004","207","102311","-5","1.2","1","1","130","nop_idle_normal","1","103"
"208001","208","101011","0","1.2","1","1","-60","nop_idle_joy_normal","0","100"
"208002","208","104331","0","1.2","1","1","60","nop_idle_arm_crossed","1","101"
"208003","208","101711","-5","1.2","1","1","-130","nop_idle_joy1","0","102"
"208004","208","101431","-5","1.2","1","1","130","nop_idle_normal","1","103"
"209001","209","103311","0","1.2","1","1","-60","nop_idle_joy1","0","100"
"209002","209","105211","-5","1.2","1","1","-130","nop_idle_joy_normal","0","102"
"209003","209","102611","0","1.2","1","1","60","nop_idle_sad2","1","101"
"209004","209","103811","-5","1.2","1","1","130","nop_idle_normal","1","103"
"210001","210","103231","0","1.2","1","1","-60","nop_idle_joy1","0","100"
"210002","210","103411","-5","1.2","1","1","130","nop_10_yukari_02","1","103"
"210003","210","11","-5","1.2","1","5","130","nop_10_yukari_02","1","104"
"210004","210","104811","0","1.2","1","1","60","nop_idle_doya","1","101"
"210005","210","104611","-5","1.2","1","1","-130","nop_idle_joy_normal","0","102"
"211001","211","100911","0","1.2","1","1","-60","nop_11_anna_idle_arm_crossed","0","100"
"211002","211","101311","0","1.2","1","1","60","nop_idle_joy_normal","1","101"
"211003","211","102711","-5","1.2","1","1","-130","nop_11_eriko_idle_wish","0","102"
"211004","211","105111","-5","1.2","1","1","130","nop_idle_normal","1","103"
"212001","212","101831","0","1.2","1","1","60","nop_idle_joy1","1","100"
"212002","212","101611","0","1.2","1","1","-60","nop_idle_joy_normal","0","101"
"212003","212","105011","-5","1.2","1","1","-130","nop_idle_joy_normal","0","102"
"213001","213","105331","0","1.2","1","1","60","nop_idle_normal_joy","1","100"
"213002","213","104511","0","1.2","1","1","-60","nop_13_kuka_idle_memory2","0","101"
"213003","213","103031","-5","1.2","1","1","-130","nop_idle_joy1","0","102"
"213004","213","100811","-20","1.2","1","1","-200","nop_idle_thinking","0","103"
"213005","213","105511","-20","1.2","1","1","130","nop_idle_sad","1","104"
"214001","214","106831","0","1.2","1","1","60","nop_idle_normal","1","100"
"214002","214","101131","0","1.2","1","1","-60","nop_idle_normal","0","101"
"214003","214","104931","-5","1.2","1","1","-130","nop_idle_normal","0","103"
"215001","215","102931","0","1.2","1","1","60","nop_idle_joy1","1","100"
"215002","215","104211","0","1.2","1","1","-60","nop_idle_wish","0","101"
"215003","215","105411","-5","1.2","1","1","-130","nop_idle_normal","0","102"
"216001","216","106731","0","1.2","1","1","60","nop_idle_normal","1","100"
"216002","216","106631","0","1.2","1","1","-60","nop_idle_joy1","0","101"
"216003","216","106531","-5","1.2","1","1","-130","nop_16_kaya_idle_normal2","0","103"
"216004","216","2","0","1.2","1","5","140","nop_rago_idle","1","101"
"217001","217","111031","0","1.2","1","1","60","nop_idle_normal","1","100"
"217002","217","110931","0","1.2","1","1","-60","nop_idle_joy2","0","101"
"217003","217","110831","-5","1.2","1","1","-130","nop_17_chloe_idle_normal2","0","103"
"217004","217","1","0","1.2","1","5","-60","NoItem_idle","0","102"
"218001","218","114711","0","1.2","1","1","-40","nop_18_muimi_idle_joy_normal","1","100"
"218002","218","118511","0","1.2","1","1","40","nop_18_karin_idle_normal","0","101"
"218003","218","115031","-5","1.2","1","1","-130","nop_idle_normal","0","102"
"218004","218","118031","-5","1.2","1","1","130","nop_idle_joy1","1","103"
"301001","301","nop_talk_joy1","","0.2","111831","3","","","","1"
"301002","301","次は何を食べましょうか。\nキャルちゃんは何がいいです？","0","0","111831","11","0","0.5","0","8"
"301003","301","","","","301002","91","","","",""
"301004","301","nop_idle_joy_normal","","0.2","111831","3","","","","1"
"301005","301","nop_18_neneka_humu","1","0.2","112031","3","nop_idle_doya","","0.3","0"
"301006","301","そうねー\n普段は食べられない珍しい物とかどう？","0","0","112031","11","0","0.5","0","8"
"301007","301","","","","301006","91","","","",""
"301008","301","nop_talk_arm_crossed","1","0.2","120831","3","nop_talk_arm_crossed_loop","","0","0"
"301009","301","ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。","0","0","120831","11","0","0.5","0","8"
"301010","301","","","","301009","91","","","",""
"301011","301","nop_idle_arm_crossed","","0.2","120831","3","","","","1"
"301012","301","nop_11_anna_huhuStand_in","1","0.2","120931","3","nop_11_anna_huhuStand_loop","","0","0"
"301013","301","ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！","0","0","120931","11","0","0.5","0","8"
"301014","301","0","","","1","93","","","",""
"301015","301","nop_11_anna_ahahaStand_in","1","0.2","120931","3","nop_11_anna_ahahaStand_loop","","0","0"
"301016","301","","","","301013","91","","","",""
"301017","301","nop_11_anna_ahahaStand_loop","1","0.2","120931","3","","","","1"
"301018","301","nop_01_coccoro_an_in","1","0.2","111931","3","nop_01_coccoro_an_loop","","0","0"
"301019","301","シェフィさま。こちらをどうぞ。\nはい、あーん。","0","0","111931","11","0","0.5","0","8"
"301020","301","0","","","0.2","93","","","",""
"301021","301","0","","","120731","4","","","",""
"301022","301","0","","","0.8","93","","","",""
"301023","301","nop_surprise","1","0.2","120731","3","nop_idle_shy","","0.2","0"
"301024","301","","","","301019","91","","","",""
"301025","301","nop_talk_shy","","0.2","120731","3","","","","1"
"301026","301","コ、コッコロさん……\n恥ずかしいわ……","0","0","120731","11","0","0.5","0","8"
"301027","301","","","","301026","91","","","",""
"301028","301","nop_idle_shy","","0.2","120731","3","","","","1"
"301029","301","0","","","0.5","93","","","",""
"301030","301","nop_01_coccoro_an_out","1","0.2","111931","3","nop_idle_normal","","0","0"
"301031","301","0","","","1","93","","","",""
"301032","301","1","","","120731","4","","","",""
"301033","301","nop_idle_joy1","","0.2","120731","3","","","","1"
"302001","302","せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！","0","0","108831","11","0","0.5","0","8"
"302002","302","nop_talk_joy3_blink","","0.2","108831","3","","","","1"
"302003","302","1","","","2.75","93","","","",""
"302004","302","nop_talk_joy1_normal","","0.2","108831","3","","","","1"
"302005","302","","","","302001","91","","","",""
"302006","302","nop_idle_joy_normal","1","0.2","108831","3","","","","1"
"302007","302","今年もいい年にしないとね。","0","0","108931","11","0","0.5","0","8"
"302008","302","nop_talk_joy1_normal","","0.2","108931","3","","","","1"
"302009","302","","","","302007","91","","","",""
"302010","302","nop_idle_normal","","0.2","108931","3","","","","1"
"302011","302","みんながいればきっと大丈夫だよ！","0","0","108731","11","0","0.5","0","8"
"302012","302","nop_talk_joy2","","0.2","108731","3","","","","1"
"302013","302","","","","302011","91","","","",""
"302014","302","nop_idle_joy1","1","0.2","108731","3","","","","1"
"302015","302","","","","0","91","","","",""
"303001","303","わあ！　おっきい会場だね！\nお料理もたくさん！","0","0","102011","11","0","0.5","0","8"
"303002","303","nop_talk_joy2","","0.2","102011","3","","","","1"
"303003","303","","","","303001","91","","","",""
"303004","303","nop_idle_joy1","1","0.2","102011","3","","","","1"
"303005","303","えっへっへ、これは\nイタズラしがいがあるねー","0","0","100411","11","0","0.5","0","8"
"303006","303","nop_talk_joy2","","0.2","100411","3","","","","1"
"303007","303","","","","303005","91","","","",""
"303008","303","nop_idle_normal","1","0.2","100411","3","","","","1"
"303009","303","へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？","0","0","103631","11","0","0.5","0","8"
"303010","303","nop_talk_wish","","0.2","103631","3","","","","1"
"303011","303","","","","303009","91","","","",""
"303012","303","nop_idle_wish","","0.2","103631","3","","","","1"
"304001","304","立派な新年会ね。\nみんな笑顔で素敵だわ。","0","0","101511","11","0","0.5","0","8"
"304002","304","nop_talk_normal","","0.2","101511","3","","","","1"
"304003","304","0","","","1.5","93","","","",""
"304004","304","nop_talk_joy3","","0.2","101511","3","","","","1"
"304005","304","","","","304001","91","","","",""
"304006","304","nop_idle_joy1","","0.2","101511","3","","","","1"
"304007","304","あのお料理美味しそう！\nシオリンにも教えてあげよっと。","0","0","101231","11","0","0.5","0","8"
"304008","304","nop_idle_surprise_kira","","0.2","101231","3","","","","1"
"304009","304","0","","","1.5","93","","","",""
"304010","304","nop_talk_joy2","","0.2","101231","3","","","","1"
"304011","304","","","","304007","91","","","",""
"304012","304","nop_idle_joy_normal","","0.2","101231","3","","","","1"
"304013","304","はわわ……キラキラした人が\nいっぱいいます～！","0","0","104011","11","0","0.5","0","8"
"304014","304","nop_idle_surprise2","","0.2","104011","3","","","","1"
"304015","304","","","","304013","91","","","",""
"304016","304","nop_idle_normal","1","0.2","104011","3","","","","1"
"304017","304","nop_idle_normal","","0.2","101511","3","","","","1"
"304018","304","nop_idle_normal","","0.2","101231","3","","","","1"
"305001","305","プリンプリン……プリンはどこなの？\nプリンをよこすのー！","0","0","100711","11","0","0.5","0","8"
"305002","305","nop_05_miyako_talk_anger","","0.2","100711","3","","","","1"
"305003","305","","","","305001","91","","","",""
"305004","305","nop_05_miyako_idle_anger","1","0.2","100711","3","","","","1"
"305005","305","お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。","0","0","103111","11","0","0.5","0","8"
"305006","305","nop_talk_worry","","0.2","103111","3","","","","1"
"305007","305","","","","305005","91","","","",""
"305008","305","nop_idle_worry","1","0.2","103111","3","","","","1"
"305009","305","わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～","0","0","100611","11","0","0.5","0","8"
"305010","305","nop_talk_surprise_kira","","0.2","100611","3","","","","1"
"305011","305","0","","","2","93","","","",""
"305012","305","nop_talk_memory","","0.2","100611","3","","","","1"
"305013","305","","","","305009","91","","","",""
"305014","305","nop_idle_memory2","","0.2","100611","3","","","","1"
"305015","305","アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？","0","0","102211","11","0","0.5","0","8"
"305016","305","nop_talk_sad","","0.2","102211","3","","","","1"
"305017","305","0","","","2.8","93","","","",""
"305018","305","nop_talk_anger2","","0.2","102211","3","","","","1"
"305019","305","","","","305015","91","","","",""
"305020","305","nop_idle_anger2","1","0.2","102211","3","","","","1"
"306001","306","はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。","0","0","107131","11","0","0.5","0","8"
"306002","306","nop_06_cris_ahaha_in","1","0.2","107131","3","nop_06_cris_ahaha_loop","","0","0"
"306003","306","0","","","1.5","93","","","",""
"306004","306","nop_talk_arm_crossed","1","0.2","107131","3","nop_talk_arm_crossed_loop","","0.2","0"
"306005","306","","","","306001","91","","","",""
"306006","306","nop_idle_arm_crossed","1","0.2","107131","3","","","","1"
"306007","306","美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！","0","0","100511","11","0","0.5","0","8"
"306008","306","nop_talk_surprise_kira","","0.2","100511","3","","","","1"
"306009","306","0","","","4.5","93","","","",""
"306010","306","nop_talk_joy2","","0.2","100511","3","","","","1"
"306011","306","","","","306007","91","","","",""
"306012","306","nop_idle_normal","","0.2","100511","3","","","","1"
"306013","306","マツリちゃん、少し落ち着こう？\n料理は逃げないからね。","0","0","103731","11","0","0.5","0","8"
"306014","306","nop_talk_worry","","0.2","103731","3","","","","1"
"306015","306","","","","306013","91","","","",""
"306016","306","nop_idle_worry","1","0.2","103731","3","","","","1"
"306017","306","みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。","0","0","104731","11","0","0.5","0","8"
"306018","306","nop_talk_arm_crossed_loop","","0.2","104731","3","","","","1"
"306019","306","","","","306017","91","","","",""
"306020","306","nop_idle_arm_crossed","1","0.2","104731","3","","","","1"
"307001","307","すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？","0","0","102831","11","0","0.5","0","8"
"307002","307","nop_talk_surprise1","","0.2","102831","3","","","","1"
"307003","307","0","","","1.2","93","","","",""
"307004","307","nop_talk_joy1_normal","","0.2","102831","3","","","","1"
"307005","307","","","","307001","91","","","",""
"307006","307","nop_idle_normal","1","0.2","102831","3","","","","1"
"307007","307","はーい、ママ・サレン！\nみんないい子にしてるよ。","0","0","102111","11","0","0.5","0","8"
"307008","307","nop_talk_joy3_dere","","0.2","102111","3","","","","1"
"307009","307","0","","","1.7","93","","","",""
"307010","307","nop_talk_wish","","0.2","102111","3","","","","1"
"307011","307","","","","307007","91","","","",""
"307012","307","お嬢様！\nわ、私も一緒ですから\n大丈夫です！","0","0","102511","11","0","0.5","0","8"
"307013","307","nop_talk_guts3_NoBlink","1","0.2","102511","3","nop_talk_guts3_loop","","0","0"
"307014","307","","","","307012","91","","","",""
"307015","307","そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……","0","0","102311","11","0","0.5","0","8"
"307016","307","nop_talk_worry","","0.2","102311","3","","","","1"
"307017","307","","","","307015","91","","","",""
"307018","307","nop_idle_normal","","0.2","102311","3","","","","1"
"307019","307","nop_idle_normal","1","0.2","102111","3","","","","1"
"307020","307","nop_idle_normal","1","0.2","102511","3","","","","1"
"308001","308","立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～","0","0","101011","11","0","0.5","0","8"
"308002","308","nop_talk_joy3_blink2","","0.2","101011","3","","","","1"
"308003","308","1","","","1.5","93","","","","1"
"308004","308","nop_talk_joy1","","0.2","101011","3","","","","1"
"308005","308","","","","308001","91","","","",""
"308006","308","nop_idle_joy_normal","1","0.2","101011","3","","","","1"
"308007","308","お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……","0","0","104331","11","0","0.5","0","8"
"308008","308","nop_talk_arm_crossed2","1","0.2","104331","3","nop_talk_arm_crossed_loop2","","0.2","0"
"308009","308","1","","","3","93","","","","1"
"308010","308","nop_talk_thinking","","0.2","104331","3","","","","1"
"308011","308","","","","308007","91","","","",""
"308012","308","nop_idle_thinking","1","0.2","104331","3","","","","1"
"308013","308","賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～","0","0","101711","11","0","0.5","0","8"
"308014","308","nop_talk_joy1_wink","","0.2","101711","3","","","","1"
"308015","308","1","","","2.5","93","","","","1"
"308016","308","nop_talk_joy2","","0.2","101711","3","","","","1"
"308017","308","","","","308013","91","","","",""
"308018","308","nop_idle_joy1","1","0.2","101711","3","","","","1"
"308019","308","事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。","0","0","101431","11","0","0.5","0","8"
"308020","308","nop_talk_joy3_blink2","","0.2","101431","3","","","","1"
"308021","308","1","","","3","93","","","","1"
"308022","308","nop_talk_arm_crossed","1","0.2","101431","3","nop_talk_arm_crossed_loop","","0.2","0"
"308023","308","","","","308019","91","","","",""
"308024","308","nop_idle_arm_crossed","","0.2","101431","3","","","","1"
"308025","308","","","","0","91","","","","1"
"309001","309","新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？","0","0","103311","11","0","0.5","0","8"
"309002","309","nop_talk_guts2","1","0.2","103311","3","nop_talk_guts2_loop","","0.2","0"
"309003","309","1","","","2.5","93","","","",""
"309004","309","nop_talk_joy2","","0.2","103311","3","","","","1"
"309005","309","","","","309001","91","","","",""
"309006","309","nop_idle_joy1","1","0.2","103311","3","","","","1"
"309007","309","舞踏会が開けそうな会場ね。\n素敵だわ。","0","0","105211","11","0","0.5","0","8"
"309008","309","nop_talk_joy1_normal","","0.2","105211","3","","","","1"
"309009","309","1","","","2","93","","","",""
"309010","309","nop_talk_memory","","0.2","105211","3","","","","1"
"309011","309","","","","309007","91","","","",""
"309012","309","nop_idle_memory","1","0.2","105211","3","","","","1"
"309013","309","人が多くて疲れたよ～\nリマ～、おんぶしてよ～","0","0","102611","11","0","0.5","0","8"
"309014","309","nop_talk_sad2","","0.2","102611","3","","","","1"
"309015","309","1","","","1.5","93","","","",""
"309016","309","nop_talk_worry","","0.2","102611","3","","","","1"
"309017","309","","","","309013","91","","","",""
"309018","309","nop_idle_worry","1","0.2","102611","3","","","","1"
"309019","309","あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。","0","0","103811","11","0","0.5","0","8"
"309020","309","nop_talk_joy3_blink","","0.2","103811","3","","","","1"
"309021","309","","","","309019","91","","","",""
"309022","309","nop_idle_normal_joy","","0.2","103811","3","","","","1"
"309023","309","","","","0","91","","","",""
"310001","310","こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！","0","0","103231","11","0","0.5","0","8"
"310002","310","nop_talk_joy1","","0.2","103231","3","","","","1"
"310003","310","","","","310001","91","","","",""
"310004","310","nop_idle_joy1","1","0.2","103231","3","","","","1"
"310005","310","珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？","0","0","104611","11","0","0.5","0","8"
"310006","310","nop_talk_joy2","","0.2","104611","3","","","","1"
"310007","310","1","","","2.5","93","","","",""
"310008","310","nop_talk_thinking","","0.2","104611","3","","","","1"
"310009","310","","","","310005","91","","","",""
"310010","310","nop_idle_thinking","","0.2","104611","3","","","","1"
"310011","310","みんな～、あけおめ～！\nなんちゃって。ヒック。","0","0","103411","11","0","0.5","0","8"
"310012","310","nop_10_yukari_04","","0.2","103411","3","","","","1"
"310013","310","nop_10_yukari_04","","0.2","11","3","","","","1"
"310014","310","1","","","2.5","93","","","",""
"310015","310","nop_10_yukari_06","1","0.2","103411","3","nop_10_yukari_02","","0.5","0"
"310016","310","nop_10_yukari_06","1","0.2","11","3","nop_10_yukari_02","","0.5","0"
"310017","310","","","","310011","91","","","",""
"310018","310","え？　ユカリさん？\nもう酔っぱらっちゃってる……","0","0","104811","11","0","0.5","0","8"
"310019","310","nop_talk_surprise1","","0.2","104811","3","","","","1"
"310020","310","0","","","104811","4","","","",""
"310021","310","1","","","1","93","","","",""
"310022","310","nop_talk_worry","","0.2","104811","3","","","","1"
"310023","310","","","","310018","91","","","",""
"310024","310","nop_idle_worry","1","0.2","104811","3","","","","1"
"310025","310","","","","0","91","","","",""
"311001","311","nop_talk_wish","","0.2","102711","3","","","","1"
"311002","311","この広い会場のどこかに\nあのおかたの存在を感じますわ……","0","0","102711","11","0","0.5","0","8"
"311003","311","","","","311002","91","","","",""
"311004","311","nop_idle_wish","","0.2","102711","3","","","","1"
"311005","311","nop_11_anna_huhuStand_in","1","0.2","100911","3","nop_11_anna_huhuStand_loop","","0","0"
"311006","311","疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！","0","0","100911","11","0","0.5","0","8"
"311007","311","","","","311006","91","","","",""
"311008","311","nop_11_anna_huhuStand_loop","","0.2","100911","3","","","","1"
"311009","311","nop_talk_joy2","","0.2","101311","3","","","","1"
