966191ec027c0a1a2fcd98396bd447494de2c317de7f17b1d0b3267cb149145f,794fbe9015e5b6b15625fdf8f25d6dd7d58118bd4263d6903cc3511342042f16,ac4f49b3f5f0fe8d81bc7f63a8b3331c3a51a00480aedb1a4c2596842fb2383c,cf9512f3431d8ad5fce0da434cc819d2a92eb6b4374bcaf42c779b430b44eb30,4672251640c9b2356dcabb030c489eb66a5d1f131dd739a18b5f2c9fa468fe78,0cdc7740deab3776eceadd60043bb59db6ff5ebf3fb6a9d51d5544fba8aaf732,c511c1b62f40a9e498f41094aa9d2d6c332b36a176c2c26900f929e09e2bfc9f,797c1a6b2ad567267567e47c4b7924657b1ed12932da6731e190227d2507171f
"2","20004","2500","5","4","96004","500","78"
"2","22003","1000","5","4","96004","500","79"
"2","20004","1000","0","4","96004","100","80"
"2","22003","400","0","4","96004","100","81"
"2","25101","20000","1","5","96005","1","82"
"2","21952","20000","1","5","96005","1","83"
"2","21905","10000","1","5","96005","1","84"
"2","41000","10000","2","5","96005","1","85"
"2","31200","1500","5","5","96005","5","86"
"2","31253","1500","5","5","96005","5","87"
"2","31255","1500","5","5","96005","5","88"
"2","31256","1500","5","5","96005","5","89"
"2","90005","2500","5","5","96005","10","90"
"4","140001","2500","10","5","96005","50","91"
"2","25001","1000","10","5","96005","10","92"
"4","150003","500","5","5","96005","30","93"
"4","150004","650","5","5","96005","30","94"
"4","150005","750","5","5","96005","30","95"
"4","150006","900","5","5","96005","30","96"
"4","150007","1000","5","5","96005","30","97"
"4","150008","1150","5","5","96005","30","98"
"4","150009","1300","5","5","96005","30","99"
"2","20004","2500","5","5","96005","500","100"
"2","22003","1000","5","5","96005","500","101"
"2","20004","1000","0","5","96005","100","102"
"2","22003","400","0","5","96005","100","103"
"2","25101","20000","1","6","96006","1","104"
"2","21952","20000","1","6","96006","1","105"
"2","21905","10000","1","6","96006","1","106"
"2","41000","10000","2","6","96006","1","107"
"2","31262","1500","5","6","96006","5","108"
"2","31266","1500","5","6","96006","5","109"
"2","31269","1500","5","6","96006","5","110"
"2","31271","1500","5","6","96006","5","111"
"2","90005","2500","5","6","96006","10","112"
"4","140001","2500","10","6","96006","50","113"
"2","25001","1000","10","6","96006","10","114"
"4","150003","500","5","6","96006","30","115"
"4","150004","650","5","6","96006","30","116"
"4","150005","750","5","6","96006","30","117"
"4","150006","900","5","6","96006","30","118"
"4","150007","1000","5","6","96006","30","119"
"4","150008","1150","5","6","96006","30","120"
"4","150009","1300","5","6","96006","30","121"
"2","20004","2500","5","6","96006","500","122"
"2","22003","1000","5","6","96006","500","123"
"2","20004","1000","0","6","96006","100","124"
"2","22003","400","0","6","96006","100","125"
"2","25101","20000","1","7","96007","1","126"
"2","21952","20000","1","7","96007","1","127"
"2","21905","10000","1","7","96007","1","128"
"2","41000","10000","2","7","96007","1","129"
"2","31272","1500","5","7","96007","5","130"
"2","31808","2000","5","7","96007","5","131"
"2","31275","1500","5","7","96007","5","132"
"2","90005","2500","5","7","96007","10","133"
"4","140001","2500","10","7","96007","50","134"
"2","25001","1000","10","7","96007","10","135"
"4","150003","500","5","7","96007","30","136"
"4","150004","650","5","7","96007","30","137"
"4","150005","750","5","7","96007","30","138"
"4","150006","900","5","7","96007","30","139"
"4","150007","1000","5","7","96007","30","140"
"4","150008","1150","5","7","96007","30","141"
"4","150009","1300","5","7","96007","30","142"
"2","20004","2500","5","7","96007","500","143"
"2","22003","1000","5","7","96007","500","144"
"2","20004","1000","0","7","96007","100","145"
"2","22003","400","0","7","96007","100","146"
"2","25101","20000","1","8","96008","1","147"
"2","21952","20000","1","8","96008","1","148"
"2","21905","10000","1","8","96008","1","149"
"2","41000","10000","2","8","96008","1","150"
"2","31279","1500","5","8","96008","5","151"
"2","31809","2000","5","8","96008","5","152"
"2","31284","1500","5","8","96008","5","153"
"2","31285","1500","5","8","96008","5","154"
"2","31289","1500","5","8","96008","5","155"
"2","31287","1500","5","8","96008","5","156"
"2","31293","1500","5","8","96008","5","157"
"2","90005","2500","5","8","96008","10","158"
"4","140001","2500","10","8","96008","50","159"
"2","25001","1000","10","8","96008","10","160"
"4","150003","500","5","8","96008","30","161"
"4","150004","650","5","8","96008","30","162"
"4","150005","750","5","8","96008","30","163"
"4","150006","900","5","8","96008","30","164"
"4","150007","1000","5","8","96008","30","165"
"4","150008","1150","5","8","96008","30","166"
"4","150009","1300","5","8","96008","30","167"
"2","20004","2500","5","8","96008","500","168"
"2","22003","1000","5","8","96008","500","169"
"2","20004","1000","0","8","96008","100","170"
"2","22003","400","0","8","96008","100","171"
"2","25101","20000","1","9","96009","1","172"
"2","21952","20000","1","9","96009","1","173"
"2","21905","10000","1","9","96009","1","174"
"2","41000","10000","2","9","96009","1","175"
"2","31298","1500","5","9","96009","5","176"
"2","31181","2000","5","9","96009","5","177"
"2","31307","1500","5","9","96009","5","178"
"2","31310","1500","5","9","96009","5","179"
"2","90005","2500","5","9","96009","10","180"
"4","140001","2500","10","9","96009","50","181"
"2","25001","1000","10","9","96009","10","182"
"4","150003","500","5","9","96009","30","183"
"4","150004","650","5","9","96009","30","184"
"4","150005","750","5","9","96009","30","185"
"4","150006","900","5","9","96009","30","186"
"4","150007","1000","5","9","96009","30","187"
"4","150008","1150","5","9","96009","30","188"
"4","150009","1300","5","9","96009","30","189"
"2","20004","2500","5","9","96009","500","190"
"2","22003","1000","5","9","96009","500","191"
"2","20004","1000","0","9","96009","100","192"
"2","22003","400","0","9","96009","100","193"
"2","25101","20000","1","10","96010","1","194"
"2","21952","20000","1","10","96010","1","195"
"2","21905","10000","1","10","96010","1","196"
"2","41000","10000","2","10","96010","1","197"
"2","31182","2000","5","10","96010","5","198"
"2","31312","1500","5","10","96010","5","199"
"2","31316","1500","5","10","96010","5","200"
"2","31317","1500","5","10","96010","5","201"
"2","90005","2500","5","10","96010","10","202"
"4","140001","2500","10","10","96010","50","203"
"2","25001","1000","10","10","96010","10","204"
"4","150003","500","5","10","96010","30","205"
"4","150004","650","5","10","96010","30","206"
"4","150005","750","5","10","96010","30","207"
"4","150006","900","5","10","96010","30","208"
"4","150007","1000","5","10","96010","30","209"
"4","150008","1150","5","10","96010","30","210"
"4","150009","1300","5","10","96010","30","211"
"2","20004","2500","5","10","96010","500","212"
"2","22003","1000","5","10","96010","500","213"
"2","20004","1000","0","10","96010","100","214"
"2","22003","400","0","10","96010","100","215"
"2","25101","20000","1","11","96011","1","216"
"2","21952","20000","1","11","96011","1","217"
"2","21905","10000","1","11","96011","1","218"
"2","41000","10000","2","11","96011","1","219"
"2","31322","1500","5","11","96011","5","220"
"2","31300","1500","5","11","96011","5","221"
"2","31301","1500","5","11","96011","5","222"
"2","31302","1500","5","11","96011","5","223"
"2","90005","2500","5","11","96011","10","224"
"4","140001","2500","10","11","96011","50","225"
"2","25001","1000","10","11","96011","10","226"
"4","150003","500","5","11","96011","30","227"
"4","150004","650","5","11","96011","30","228"
"4","150005","750","5","11","96011","30","229"
"4","150006","900","5","11","96011","30","230"
"4","150007","1000","5","11","96011","30","231"
"4","150008","1150","5","11","96011","30","232"
"4","150009","1300","5","11","96011","30","233"
"2","20004","2500","5","11","96011","500","234"
"2","22003","1000","5","11","96011","500","235"
"2","20004","1000","0","11","96011","100","236"
"2","22003","400","0","11","96011","100","237"
"2","25101","20000","1","12","96012","1","238"
"2","21952","20000","1","12","96012","1","239"
"2","21905","10000","1","12","96012","1","240"
"2","41000","10000","2","12","96012","1","241"
"2","31810","2000","5","12","96012","5","242"
"2","31328","1500","5","12","96012","5","243"
"2","31295","1500","5","12","96012","5","244"
"2","31335","1500","5","12","96012","5","245"
"2","31336","1500","5","12","96012","5","246"
"2","31337","1500","5","12","96012","5","247"
"2","31338","1500","5","12","96012","5","248"
"2","31339","1500","5","12","96012","5","249"
"2","90005","2500","5","12","96012","10","250"
"4","140001","2500","10","12","96012","50","251"
"2","25001","1000","10","12","96012","10","252"
"4","150003","500","5","12","96012","30","253"
"4","150004","650","5","12","96012","30","254"
"4","150005","750","5","12","96012","30","255"
"4","150006","900","5","12","96012","30","256"
"4","150007","1000","5","12","96012","30","257"
"4","150008","1150","5","12","96012","30","258"
"4","150009","1300","5","12","96012","30","259"
"4","150010","1450","5","12","96012","30","260"
"2","20004","2500","5","12","96012","500","261"
"2","22003","1000","5","12","96012","500","262"
"2","20004","1000","0","12","96012","100","263"
"2","22003","400","0","12","96012","100","264"
