308c43a8a165f3137153a848be7b8941eeb8145e95b098dea6770a6042b3ff64,3a80388225faa2ff302df5cd0fd28df75c26a7ea227edda15aeb2edc46d407eb,28f86dd323e1b461cececc8e514767868a7ebde0bfebaa774525499c02fa957d,cbc13735882a5e988bd5b562a6f6d8c6e400d3441a556cc3601dde4c586293ef,b0eedee0c476f617cc94643ac0d9e79896d05a6753cb8ec2efda70916da828bd,2ddf799162362319ae8b4385b92b83f1c7f1f0cf38454c9fafc9e10e5fbb7212,39bfb38aa4af62aa079912ef1f83202899e55904c910832a55f91c0d7fb08149,515413750217f31fe4af9dc6bdf27103ed043fab58497b4e11300ac96db3fa47,d5d6d2e08723e3e039a7138d452e35f481dec1a6ae7133665043e9b46c1bb250,b02b6cc6bb1a87f77aa6e1958c68112ef26d326871ddbbfc01ccafdd6cbc9e35,d0cadd7e79837914ffe6a044a2e30c3abfca6bce578917ecc4d71be9d6f0f6a5,f8fb57033e5271448d5430be1a3be7affa72090955c056c4ce496b6b53b27375,cb0170948f23cf3f299b932a130315c9446ef4ca130919559c9bfc993f74e8b3,8e80a64a109a47ddbb8b865b466bd46c6909aa026b1724984824d92588631c1d,812910451d06d5dde38bd6ea51b1f45ab59197c8409a935107586ff13e8986d4,570cbfd965e4889137123b5f4bfdfa2c24d6ba02cd874dad972444d79d984588,aebc74b7146ddf6969ae5f6d2798570f0e03864eef0945cb3d2b47e0d8a65a8a,712492409d752c7b74e3b0363612acb224d50aa485f6c3239ef9162a2b2d4881,6549a082a973989ffcca553b01385f0f9c307e7fbf1959c3a0d7affc852f305e,398f5ab73999dbd144a42224c7ea824d1d2bdfd79feff8fa0cd7df5fc22b4991,a1498cec31331c2400d2a95fdfe34a0b77161e4109778e16b88deece5dabaee8
"ＨＰ回復量+{0}","1","3","0.45","0","0","味方全体のＨＰを{0}回復","2","2","4","0","6","6","2160","0","99","0","1","3","0","100200101"
"魔法ダメージ+{0}","15","3","0","0","0","敵単体に{0}の魔法ダメージ","1","2","1","0","15","1.2","-1","0","1","0","1","1","0","100200201"
"物理防御力アップ+{0}","1","3","12","0","0","味方全体の物理防御力を{0}アップ","2","20","10","1","0.23","0.23","2160","0","99","0","1","3","1","100200301"
"ＨＰ回復量+{0}","1","3","0.6","0","0","味方全体のＨＰを{0}回復","2","2","4","0","8","8","2160","0","99","0","1","3","0","100201101"
"物理防御力アップ+{0}","1","3","18","0","0","味方全体の物理防御力を{0}アップ","2","20","10","1","1.2","1.2","2160","0","99","0","1","3","1","100201102"
"無効ダメージ量+{0}","45","3","0","0","0","{0}ダメージ分の物理無効バリアを展開する","2","1","6","0","45","18","2160","0","99","0","1","3","0","100201103"
"","2","3","0","0","0","味方全体の行動速度アップ","2","2","8","0","0","18","2160","0","99","0","1","3","1","100201104"
"魔法ダメージ+{0}","20","3","0","0","0","敵単体に{0}の魔法ダメージ","1","2","1","0","20","1.6","-1","0","1","0","1","1","0","100201201"
"物理攻撃力ダウン+{0}","1","3","12","0","0","敵単体の物理攻撃力を{0}ダウン","1","11","10","1","7.5","7.5","-1","0","1","0","1","1","1","100201202"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","15","15","0","0","0","0","1","0","0","100250101"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","15","15","0","0","0","0","1","0","0","100251101"
"","1","0","1","0","0","自分の魔法防御力を{0}アップ","0","5","90","0","30","0","0","0","0","0","1","0","0","100251102"
"物理ダメージ+{0}","60","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","60","4.8","-1","0","1","0","1","1","0","100300101"
"物理ダメージ+{0}","20","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","20","1.6","-1","0","1","0","1","1","0","100300201"
"","0","7","0","100300302","0","","2","677","28","100300303","0","0","0","0","1","0","1","1","0","100300301"
"","0.5","3","0","0","0","","1","1","18","100300305","0","1.8","4320","0","1","0","1","1","0","100300302"
"","1","3","0","0","0","","1","1","18","100300306","0","1.8","4320","0","1","0","1","1","0","100300303"
"","0","7","0","100300305","0","","2","677","28","100300306","0","0","0","0","1","0","1","1","0","100300304"
"物理ダメージ+{0}","20","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","20","1.6","-1","0","1","0","1","1","0","100300305"
"","40","3","0","0","0","","1","1","1","0","40","3.2","-1","0","1","0","1","1","0","100300306"
"物理ダメージ+{0}","120","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","120","9.6","-1","0","1","0","1","1","0","100301101"
"","1","7","1","0","0","一定時間風の刃を纏う","2","0","35","0","77","18","0","0","1","0","1","1","0","100301102"
"","1","7","0","100301202","0","","2","677","28","100301203","2","1","0","0","1","0","1","1","0","100301201"
"物理ダメージ+{0}","20","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","20","1.6","-1","0","1","0","1","1","0","100301202"
"","40","3","0","0","0","","1","1","1","0","40","3.2","-1","0","1","0","1","1","0","100301203"
"物理防御力ダウン+{0}","1","3","12","0","0","敵単体の物理防御力を{0}ダウン","1","21","10","1","0.6","0.6","-1","0","1","0","1","1","1","100301204"
"","1","3","24","0","0","","1","21","10","1","1.2","1.2","-1","0","1","0","1","1","1","100301205"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","100350101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","100351101"
"","1","0","1","0","0","自分の最大ＨＰを{0}アップさせる","0","1","90","0","1125","0","0","0","0","0","1","0","0","100351102"
"","0","3","0","0","1","","1","1","7","0","0","0","2160","0","1","0","1","2","0","100400101"
"物理ダメージ+{0}","20.4","1","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","20.4","1.62","300","0","99","0","1","2","0","100400102"
"物理ダメージ+{0}","8","3","0","0","1","敵単体に{0}の物理ダメージ","1","1","1","0","8","0.6","2160","0","1","0","1","3","0","100400201"
"暗闇の確定成功Ｌｖ+1","8","3","0","0","1","敵単体を暗闇状態にする","1","70","12","0","0","100","2160","0","1","0","1","3","0","100400202"
"物理ダメージ+{0}","10","14","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","10","0.8","2160","0","1","0","1","2","0","100400301"
"物理攻撃力ダウン+{0}","1","1","99","0","0","敵単体の物理攻撃力を{0}ダウン","1","11","10","1","3.75","3.75","2160","0","1","0","1","2","1","100400302"
"物理攻撃力アップ+{0}","1","7","99","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","5.5","5.5","0","0","1","0","1","1","1","100400303"
"物理ダメージ+{0}","27","3","0","0","0","敵全体に{0}の物理ダメージ","1","1","1","0","27","2.16","2160","0","99","0","1","3","0","100401101"
"物理攻撃力ダウン+{0}","1","3","18","0","0","敵全体の物理攻撃力を{0}ダウン","1","11","10","1","30","30","2160","0","99","0","1","3","0","100401102"
"物理クリティカルダウン+{0}","1","3","18","0","0","敵全体の物理クリティカルを{0}ダウン","1","61","10","0","100","1.25","2160","0","99","0","1","3","0","100401103"
"","2","3","18","0","0","敵全体の物理攻撃クリティカル時のダメージを{0}％ダウン","1","111","10","0","25","0","2160","0","99","0","1","3","0","100401104"
"物理ダメージ+{0}","20","3","0","0","1","敵単体に{0}の物理ダメージ","1","1","1","0","20","1.6","2160","0","1","0","1","3","0","100401201"
"暗闇の確定成功Ｌｖ+1","10","3","0","0","1","敵単体を暗闇状態にする","1","80","12","0","0","100","2160","0","1","0","1","3","0","100401202"
"","0","3","0","0","1","","1","1","7","0","0","0","2160","0","1","0","1","3","0","100401203"
"物理攻撃力ダウン+{0}","1","1","180","0","0","範囲内の敵の物理攻撃力を{0}ダウン","1","11","10","1","5","5","200","0","99","0","1","2","0","100401204"
"物理防御力アップ+{0}","1","0","1","0","0","自分の物理防御力を{0}アップ","0","3","90","0","2","2","0","0","0","0","1","0","0","100450101"
"物理防御力アップ+{0}","1","0","1","0","0","自分の物理防御力を{0}アップ","0","3","90","0","2","2","0","0","0","0","1","0","0","100451101"
"","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","225","0","0","0","0","0","1","0","0","100451102"
"","100","3","0","0","2","","1","3","2","0","0","0","2160","0","1","0","1","1","0","100500101"
"","100","3","0","0","2","","1","1","7","0","0","0","2160","0","1","0","1","1","0","100500102"
"物理ダメージ+{0}","30","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","30","2.4","300","0","99","0","1","2","0","100500103"
"物理ダメージ+{0}","3.4","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","3.4","0.27","300","0","99","0","1","2","0","100500201"
"スタンの確定成功Ｌｖ+1","0","3","0","0","0","範囲内の敵を一定時間行動不能にする","1","7","8","0","0","2","300","0","99","0","1","2","0","100500202"
"物理ダメージ+{0}","10","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","10","0.8","300","0","99","0","1","2","0","100500301"
"","100","3","0","0","2","","1","3","2","0","0","0","2160","0","1","0","1","1","0","100501101"
"","100","3","0","0","2","","1","1","7","0","0","0","2160","0","1","0","1","1","0","100501102"
"物理ダメージ+{0}","30","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","30","2.4","450","0","99","0","1","2","0","100501103"
"","1","7","0","0","0","","2","100501103","26","3","0.00005","0","0","0","1","0","1","1","0","100501104"
"","1","7","0","0","0","","2","100501106","26","1","1","0","0","0","1","0","1","1","0","100501105"
"無効ダメージ量+{0}","45","7","0","0","0","{0}ダメージ分の物理魔法無効バリアを展開する","2","5","6","0","45","18","0","0","1","0","1","1","0","100501106"
"物理ダメージ+{0}","3.4","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","3.4","0.54","300","0","99","0","1","2","0","100501201"
"スタンの確定成功Ｌｖ+1","0","3","0","0","0","範囲内の敵を一定時間行動不能にする","1","7","8","0","0","2","300","0","99","0","1","2","0","100501202"
"物理防御力アップ+{0}","1","7","12","0","0","自分の物理防御力を{0}アップ","2","20","10","1","2.24","2.24","0","0","1","0","1","1","0","100501203"
"魔法防御力アップ+{0}","1","7","12","0","0","自分の魔法防御力を{0}アップ","2","40","10","1","2.24","2.24","0","0","1","0","1","1","0","100501204"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","100550101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","100551101"
"","1","0","1","0","0","自分の物理防御力を{0}アップ","0","3","90","0","30","0","0","0","0","0","1","0","0","100551102"
"","4","3","0","0","0","","2","0","32","0","4","1","2160","0","99","0","1","3","0","100600101"
"魔法攻撃力アップ+{0}","1","3","18","0","0","味方全体の魔法攻撃力を{0}アップ","2","30","10","1","4.5","4.5","2160","0","99","0","1","3","0","100600102"
"魔法ダメージ+{0}","20","3","0","0","0","敵単体に{0}の魔法ダメージ","1","2","1","0","20","1.6","-1","0","1","0","1","1","0","100600201"
"魔法防御力ダウン+{0}","1","3","12","0","0","敵単体の魔法防御力を{0}ダウン","1","41","10","1","1","1","-1","0","1","0","1","1","1","100600301"
"","4","3","0","0","0","","2","0","32","0","4","1","2160","0","99","0","1","3","0","100601101"
"魔法攻撃力アップ+{0}","1","3","18","0","0","味方全体の魔法攻撃力を{0}アップ","2","30","10","1","24","24","2160","0","99","0","1","3","0","100601102"
"","1","3","18","0","0","味方全体の魔法クリティカルを{0}アップ","2","70","10","1","100","0","2160","0","99","0","1","3","0","100601103"
"魔法防御力ダウン+{0}","1","3","18","0","0","敵全体の魔法防御力を{0}ダウン","1","41","10","1","0.66","0.66","2160","0","99","0","1","3","0","100601104"
"魔法ダメージ+{0}","25","3","0","0","0","敵単体に{0}の魔法ダメージ","1","2","1","0","25","2","-1","0","1","0","1","1","0","100601201"
"魔法防御力ダウン+{0}","1","3","12","0","0","敵単体の魔法防御力を{0}ダウン","1","41","10","1","0.2","0.2","-1","0","1","0","1","1","1","100601202"
"魔法ダメージ+{0}","25","3","0","0","0","敵単体に{0}の魔法ダメージ","1","2","1","0","25","2","-1","0","1","0","1","1","0","100610101"
"魔法ダメージ+{0}","15","3","0","0","0","敵単体に{0}の魔法ダメージ","1","2","1","0","15","1.25","550","0","99","0","1","1","0","100610201"
"","1204","3","0","0","0","","2","0","32","0","0","1","2160","0","99","0","1","3","0","100620101"
"魔法攻撃力アップ+{0}","1","3","18","0","0","味方全体の魔法攻撃力を{0}アップ","2","30","10","1","-1195.5","8.5","2160","0","99","0","1","3","0","100620102"
"","1204","3","0","0","0","","2","0","32","0","0","1","2160","0","99","0","1","3","0","100621101"
"魔法攻撃力アップ+{0}","1","3","18","0","0","味方全体の魔法攻撃力を{0}アップ","2","30","10","1","-1172","28","2160","0","99","0","1","3","0","100621102"
"","1","3","18","0","0","味方全体の魔法クリティカルを{0}アップ","2","70","10","1","100","0","2160","0","99","0","1","3","0","100621103"
"魔法防御力ダウン+{0}","1","3","18","0","0","敵全体の魔法防御力を{0}ダウン","1","41","10","1","0.66","0.66","2160","0","99","0","1","3","0","100621104"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","15","15","0","0","0","0","1","0","0","100650101"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","240","15","0","0","0","0","1","0","0","100651101"
"物理ダメージ+{0}","45","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","45","3.6","-1","0","1","0","1","1","0","100700101"
"ＨＰ回復量+{0}","1","7","1","0","0","自分のＨＰを{0}回復","2","1","4","0","12","12","0","0","1","0","1","3","0","100700102"
"無敵時間+0.01秒","3","7","0","0","0","一定時間無敵状態になる","2","1","21","0","0.01","0","0","0","1","0","1","1","0","100700201"
"","0","7","0","0","0","","0","1","18","100700203","0","2.4","0","0","1","0","1","0","0","100700202"
"","0","7","0","0","0","","2","1","21","0","0","0","0","0","1","0","1","1","0","100700203"
"ＨＰ回復量+{0}","1","7","1","0","0","自分のＨＰを{0}回復","2","1","4","0","7.5","7.5","0","0","1","0","1","1","0","100700301"
"物理ダメージ+{0}","60","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","60","4.8","-1","0","1","0","1","1","0","100701101"
"ＨＰ回復量+{0}","1","7","1","0","0","自分のＨＰを{0}回復","2","1","4","0","12","12","0","0","1","0","1","3","0","100701102"
"回避アップ+{0}","1","7","180","0","0","自分の回避を{0}アップ","2","50","10","1","0.1","0.1","0","0","1","0","1","2","1","100701103"
"無敵時間+0.01秒","3","7","0","0","0","一定時間無敵状態になる","2","1","21","0","0.01","0","0","0","1","0","1","1","0","100701201"
"","0","7","0","0","0","","0","1","18","100701203","0","2.4","0","0","1","0","1","0","0","100701202"
"","0","7","0","0","0","","2","1","21","0","0","0","0","0","1","0","1","1","0","100701203"
"回避アップ+{0}","1","7","12","0","0","自分の回避を{0}アップ","2","50","10","1","0.1","0.1","0","0","1","0","1","2","1","100701204"
"物理防御力アップ+{0}","1","7","12","0","0","自分の物理防御力を{0}アップ","2","20","10","1","1.2","1.2","0","0","1","0","1","2","1","100701205"
"","6","7","0","0","0","一定時間無敵状態になる","2","1","21","0","0","0","0","0","1","0","1","1","0","100720201"
"","0","7","0","0","0","","0","1","18","100720203","0","2.4","0","0","1","0","1","0","0","100720202"
"","0","7","0","0","0","","2","1","21","0","0","0","0","0","1","0","1","1","0","100720203"
"物理防御力アップ+{0}","1","7","12","0","0","自分の物理防御力を{0}アップ","2","20","10","1","-60","0.2","0","0","1","0","1","2","1","100720204"
"物理ダメージ+{0}","60","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","60","5.2","-1","0","1","0","1","1","0","100721101"
"ＨＰ回復量+{0}","1","7","1","0","0","自分のＨＰを{0}回復","2","1","4","0","12","12","0","0","1","0","1","3","0","100721102"
"","1","7","180","0","0","自分の回避を{0}アップ","2","50","10","1","30.1","0","0","0","1","0","1","2","1","100721103"
"","6","7","0","0","0","一定時間無敵状態になる","2","1","21","0","0","0","0","0","1","0","1","1","0","100721201"
"","0","7","0","0","0","","0","1","18","100721203","0","2.4","0","0","1","0","1","0","0","100721202"
"","0","7","0","0","0","","2","1","21","0","0","0","0","0","1","0","1","1","0","100721203"
"","1","7","12","0","0","自分の回避を{0}アップ","2","50","10","1","30.1","0","0","0","1","0","1","2","1","100721204"
"物理防御力アップ+{0}","1","7","12","0","0","自分の物理防御力を{0}アップ","2","20","10","1","-58.8","1.4","0","0","1","0","1","2","1","100721205"
"物理防御力アップ+{0}","1","0","1","0","0","自分の物理防御力を{0}アップ","0","3","90","0","2","2","0","0","0","0","1","0","0","100750101"
"物理防御力アップ+{0}","1","0","1","0","0","自分の物理防御力を{0}アップ","0","3","90","0","32","2","0","0","0","0","1","0","0","100751101"
"魔法ダメージ+{0}","4.5","3","0","0","0","敵全体に{0}の魔法ダメージ","1","2","1","0","4.5","0.405","2160","0","99","0","1","3","0","100800101"
"物理防御力ダウン+{0}","1","3","18","0","0","敵全体の物理防御力を{0}ダウン","1","21","10","1","0.345","0.345","2160","0","99","0","1","3","1","100800102"
"魔法ダメージ+{0}","15","3","0","0","1","敵単体に{0}の魔法ダメージ","1","2","1","0","15","1.2","2160","0","1","0","1","3","0","100800201"
"暗闇の確定成功Ｌｖ+1","8","1","0","0","0","敵単体を暗闇状態にする","1","40","12","0","0","100","2160","0","1","0","1","3","0","100800202"
"ＴＰ回復量+{0}","75","12","0","0","0","味方単体のＴＰを{0}回復","2","1","16","0","2.5","0","2160","0","1","0","1","3","0","100800301"
"魔法ダメージ+{0}","20.25","3","0","0","0","敵全体に{0}の低い側の防御力で防御する魔法ダメージ","1","2","1","1","20.25","1.62","2160","0","99","0","1","3","0","100801101"
"物理防御力ダウン+{0}","1","3","18","0","0","敵全体の物理防御力を{0}ダウン","1","21","10","1","0.7","0.7","2160","0","99","0","1","3","1","100801102"
"誘惑の確定成功Ｌｖ+1","4","3","0","0","0","敵全体を誘惑する","1","0","11","0","0","100","2160","0","99","0","1","3","0","100801103"
"魔法ダメージ+{0}","15","3","0","0","1","敵単体に{0}の魔法ダメージ","1","2","1","0","15","1.2","2160","0","1","0","1","3","0","100801201"
"暗闇の確定成功Ｌｖ+1","8","3","0","0","1","敵単体を暗闇状態にする","1","40","12","0","0","100","2160","0","1","0","1","3","0","100801202"
"誘惑の確定成功Ｌｖ+1","8","3","0","0","1","敵単体を誘惑する","1","0","11","0","0","100","2160","0","1","0","1","3","0","100801203"
"","725","12","0","0","0","味方単体のＴＰを{0}回復","2","1","16","0","0","0","2160","0","1","0","1","3","0","100820301"
"物理攻撃力アップ+{0}","1","1","12","0","0","味方単体の物理攻撃力を{0}アップ","2","10","10","1","-2080","8","2160","0","0","0","1","3","0","100820302"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","15","15","0","0","0","0","1","0","0","100850101"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","15","15","0","0","0","0","1","0","0","100851101"
"","1","0","1","0","0","自分の物理防御力を{0}アップ","0","3","90","0","30","0","0","0","0","0","1","0","0","100851102"
"魔法ダメージ+{0}","18","3","0","0","0","敵全体に{0}の魔法ダメージ","1","2","1","0","18","1.44","2160","0","99","0","1","3","0","100900101"
"","2","7","99","0","0","自分の物理防御力を0にする","2","21","10","1","100","0","0","0","1","0","1","1","2","100900102"
"","2","7","99","0","0","自分の魔法防御力を0にする","2","41","10","1","100","0","0","0","1","0","1","1","2","100900103"
"魔法ダメージ+{0}","20","3","0","0","0","敵単体に{0}の魔法ダメージ","1","2","1","0","20","1.2","-1","0","1","0","1","1","0","100900201"
"","100","7","0","0","0","","2","3","17","0","0","10","0","1","1","0","1","3","0","100900301"
"魔法ダメージ+{0}","25","3","0","0","0","範囲内の敵に{0}の魔法ダメージ","1","2","1","0","25","2","600","0","99","0","1","2","0","100900302"
"","0","7","0","0","0","","2","0","30","0","0","0","0","0","1","0","1","3","0","100900303"
"","1.9","7","0","0","0","","2","1","21","0","0","0","0","0","1","0","1","3","0","100900304"
"魔法攻撃力アップ+{0}","1","7","8","0","0","自分の魔法攻撃力を{0}アップ","2","30","10","1","50","50","0","0","1","0","1","1","1","100901101"
"魔法ダメージ+{0}","81.25","3","0","0","0","敵全体に{0}の魔法ダメージ","1","2","1","0","81.25","6.5","2160","0","99","0","1","3","0","100901102"
"","2","7","99","0","0","自分の物理防御力を初期値の100%ダウン","2","21","10","1","100","0","0","0","1","0","1","1","2","100901103"
"","2","7","99","0","0","自分の魔法防御力を初期値の100%ダウン","2","41","10","1","100","0","0","0","1","0","1","1","2","100901104"
"魔法ダメージ+{0}","20","3","0","0","0","敵単体に{0}の魔法ダメージ","1","2","1","0","20","1.6","-1","0","1","0","1","1","0","100901201"
"魔法防御力ダウン+{0}","1","3","12","0","0","敵単体の魔法防御力を{0}ダウン","2","41","10","1","0.6","0.6","2160","0","99","0","1","3","1","100901202"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","15","15","0","0","1","0","1","0","0","100950101"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","240","15","0","0","0","0","1","0","0","100951101"
"魔法攻撃力アップ+{0}","1","3","18","0","0","味方全体の魔法攻撃力を{0}アップ","2","30","10","1","15","15","2160","0","99","0","1","3","0","101000101"
"物理防御力アップ+{0}","1","3","18","0","0","味方全体の物理防御力を{0}アップ","2","20","10","1","0.6","0.6","2160","0","99","0","1","3","0","101000102"
"","50","3","18","0","0","味方全体のＴＰを固定量で{0}回復","2","4","16","1","0","0","2160","0","99","0","1","3","0","101000103"
"ＨＰ回復量+{0}","1","5","1","0","0","味方単体のＨＰを{0}回復","2","2","4","0","7.5","7.5","2160","0","1","0","1","2","0","101000201"
"暗闇の確定成功Ｌｖ+1","8","3","0","0","1","敵単体を暗闇状態にする","1","40","12","0","0","100","2160","0","1","0","1","1","0","101000301"
"魔法攻撃力アップ+{0}","1","3","18","0","0","味方全体の魔法攻撃力を{0}アップ","2","30","10","1","30","30","2160","0","99","0","1","3","0","101001101"
"","1","3","18","0","0","味方全体の魔法クリティカルを{0}アップ","2","70","10","1","100","0","2160","0","99","0","1","3","0","101001102"
"","1","3","18","0","0","味方全体の魔法攻撃クリティカル時のダメージを5％アップ","2","120","10","1","5","0","2160","0","99","0","1","3","0","101001103"
"物理防御力アップ+{0}","1","3","18","0","0","味方全体の物理防御力を{0}アップ","2","20","10","1","1.1","1.1","2160","0","99","0","1","3","0","101001104"
"","120","3","0","0","0","味方全体のＴＰを固定量で{0}回復","2","4","16","1","0","0","2160","0","99","0","1","3","0","101001105"
"","10","3","0","0","0","毎秒ＴＰを10回復する","2","1","48","2","0","0","2160","10","99","0","1","3","0","101001106"
"ＨＰ回復量+{0}","1","5","1.2","0","0","味方単体のＨＰを{0}回復","2","2","4","0","8.5","8.5","2160","0","1","0","1","3","0","101001201"
"物理防御力アップ+{0}","1","5","12","0","0","味方単体の物理防御力を{0}アップ","2","20","10","1","1","1","2160","0","1","0","1","3","1","101001202"
"回復量+{0}","0.5","5","0","0","0","毎秒ＨＰを{0}回復する","2","2","48","1","0.5","0.08","2160","8.5","1","0","1","2","0","101001203"
"物理防御力アップ+{0}","1","0","1","0","0","自分の物理防御力を{0}アップ","0","3","90","0","2","2","0","0","0","0","1","0","0","101050101"
"物理防御力アップ+{0}","1","0","1","0","0","自分の物理防御力を{0}アップ","0","3","90","0","2","2","0","0","0","0","1","0","0","101051101"
"","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","225","0","0","0","0","0","1","0","0","101051102"
"物理ダメージ+{0}","20.4","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","20.4","1.62","1150","0","99","0","1","1","0","101100101"
