9022ddf851b40eaea3a105e634bcb1dd34f5f546c5d37a4013c7479d9a1bcb53,4b598c3f1ebb9c1b408453b62f39612431fd535ea29801a07ed17c806d64dedf,69ee7b7a902d45fe5a2e648e0285b73d35f0f3671ec5d54dd3d36a9f57c06848,e886f3af1dfe1225d57ce9026585a4a5c980da1a63e146bebf2df9779b9cd8f8,7f94aad57a88a433b5230cffa9dd1ac3ae60a6fa59dfd8fd339187927961fd15,1d616a08b20b5c5a1e254f81984b0bf41c8b141f8233a9ee01ba0f6604271171,b435d282677af589e67364c06c61ab42395b5bae56b7b69a46ac48a4a7ebb01d,4b184598ed7f091f543b58e147b9778f6028966159b340a98a9168a0da55b94a,0ae1b1d9059077ab2443c4e01307b4632a242edf8f765ddf5bdd853db443244f,0ba2c8f6402f484fc57ff43533d63ab8d8c8aaa8426d95751d5cf513d87c2aee,3d1dbd73ae3464d1b9caebff55a60b50d8da73d52fb1741f1cf5bd099508a2da,ea162612fa63deaa110faa35246a3f5691ca6deb87757b1a7e86c2b9e09d6d76
"1001303","0","0","1001302","0","0","0","0","0","0","10013","1001301"
"0","0","0","1001303","0","0","0","0","0","0","10013","1001302"
"0","0","3","1001304","0","0","0","0","0","0","10013","0"
"1001402","10014201","0","1001401","10014115","0","0","0","2019/04/18 12:00:00","0","10014","0"
"1001403","0","0","1001402","0","0","0","0","0","0","10014","1001401"
"0","0","0","1001403","0","0","0","0","0","0","10014","1001402"
"1001502","10015201","0","1001501","10015115","0","0","0","2019/05/06 12:00:00","0","10015","0"
"1001503","0","0","1001502","0","0","0","0","0","0","10015","1001501"
"0","0","0","1001503","0","0","0","0","0","0","10015","1001502"
"0","0","3","1001504","0","0","0","0","0","0","10015","0"
"1001602","10016201","0","1001601","10016115","0","0","0","2019/05/18 12:00:00","0","10016","0"
"1001603","0","0","1001602","0","0","0","0","0","0","10016","1001601"
"0","0","0","1001603","0","0","0","0","0","0","10016","1001602"
"1001702","10017201","0","1001701","10017115","0","0","0","2019/06/06 12:00:00","0","10017","0"
"1001703","0","0","1001702","0","0","0","0","0","0","10017","1001701"
"0","0","0","1001703","0","0","0","0","0","0","10017","1001702"
"0","0","3","1001704","0","0","0","0","0","0","10017","0"
"0","0","0","1001705","0","0","0","0","0","0","10017","1001704"
"1001802","10018201","0","1001801","10018115","0","0","0","2019/06/18 12:00:00","0","10018","0"
"1001803","0","0","1001802","0","0","0","0","0","0","10018","1001801"
"0","0","0","1001803","0","0","0","0","0","0","10018","1001802"
"1001902","10019201","0","1001901","10019115","0","0","0","2019/07/06 12:00:00","0","10019","0"
"1001903","0","0","1001902","0","0","0","0","0","0","10019","1001901"
"1001904","0","0","1001903","0","0","0","0","0","0","10019","1001902"
"0","0","0","1001904","0","0","0","0","0","0","10019","1001903"
"0","0","0","1001905","0","0","0","0","0","0","10019","1001904"
"1002002","10020201","0","1002001","10020115","0","0","0","2019/07/18 12:00:00","0","10020","0"
"1002003","0","0","1002002","0","0","0","0","0","0","10020","1002001"
"0","0","0","1002003","0","0","0","0","0","0","10020","1002002"
"1002102","10021201","0","1002101","10021115","0","0","0","2019/08/06 12:00:00","0","10021","0"
"1002103","0","0","1002102","0","0","0","0","0","0","10021","1002101"
"1002104","0","0","1002103","0","0","0","0","0","0","10021","1002102"
"0","0","0","1002104","0","0","0","0","0","0","10021","1002103"
"0","0","0","1002105","0","0","0","0","0","0","10021","1002104"
"1002202","10022201","0","1002201","10022115","0","0","0","2019/08/18 12:00:00","0","10022","0"
"1002203","0","0","1002202","0","0","0","0","0","0","10022","1002201"
"0","0","0","1002203","0","0","0","0","0","0","10022","1002202"
"1002302","10023201","0","1002301","10023115","0","0","0","2019/09/06 12:00:00","0","10023","0"
"1002303","0","0","1002302","0","0","0","0","0","0","10023","1002301"
"1002304","0","0","1002303","0","0","0","0","0","0","10023","1002302"
"0","0","0","1002304","0","0","0","0","0","0","10023","1002303"
"0","0","0","1002305","0","0","0","0","0","0","10023","1002304"
"1002402","10024201","0","1002401","10024115","0","0","0","2019/09/19 12:00:00","0","10024","0"
"1002403","0","0","1002402","0","0","0","0","0","0","10024","1002401"
"0","0","0","1002403","0","0","0","0","0","0","10024","1002402"
"1002502","10025201","0","1002501","10025115","0","0","0","2019/10/06 12:00:00","0","10025","0"
"1002503","0","0","1002502","0","0","0","0","0","0","10025","1002501"
"1002504","0","0","1002503","0","0","0","0","0","0","10025","1002502"
"0","0","0","1002504","0","0","0","0","0","0","10025","1002503"
"0","0","0","1002505","0","0","0","0","0","0","10025","1002504"
"1002602","10026201","0","1002601","10026115","0","0","0","2019/10/19 12:00:00","0","10026","0"
"1002603","0","0","1002602","0","0","0","0","0","0","10026","1002601"
"0","0","0","1002603","0","0","0","0","0","0","10026","1002602"
"1002702","10027201","0","1002701","10027115","0","0","0","2019/11/06 12:00:00","0","10027","0"
"1002703","0","0","1002702","0","0","0","0","0","0","10027","1002701"
"1002704","0","0","1002703","0","0","0","0","0","0","10027","1002702"
"0","0","0","1002704","0","0","0","0","0","0","10027","1002703"
"0","0","0","1002705","0","0","0","0","0","0","10027","1002704"
"1002802","10028201","0","1002801","10028115","0","0","0","2019/11/18 12:00:00","0","10028","0"
"1002803","0","0","1002802","0","0","0","0","0","0","10028","1002801"
"0","0","0","1002803","0","0","0","0","0","0","10028","1002802"
"1002902","10029201","0","1002901","10029115","0","0","0","2019/12/06 12:00:00","0","10029","0"
"1002903","0","0","1002902","0","0","0","0","0","0","10029","1002901"
"1002904","0","0","1002903","0","0","0","0","0","0","10029","1002902"
"0","0","0","1002904","0","0","0","0","0","0","10029","1002903"
"0","0","0","1002905","0","0","0","0","0","0","10029","1002904"
"1003002","10030201","0","1003001","10030115","0","0","0","2019/12/19 12:00:00","0","10030","0"
"1003003","0","0","1003002","0","0","0","0","0","0","10030","1003001"
"0","0","0","1003003","0","0","0","0","0","0","10030","1003002"
"1003102","10031201","0","1003101","10031115","0","0","0","2020/01/06 12:00:00","0","10031","0"
"1003103","0","0","1003102","0","0","0","0","0","0","10031","1003101"
"1003104","0","0","1003103","0","0","0","0","0","0","10031","1003102"
"0","0","0","1003104","0","0","0","0","0","0","10031","1003103"
"0","0","0","1003105","0","0","0","0","0","0","10031","1003104"
"1003202","10032201","0","1003201","10032115","0","0","0","2020/01/20 12:00:00","0","10032","0"
"1003203","0","0","1003202","0","0","0","0","0","0","10032","1003201"
"0","0","0","1003203","0","0","0","0","0","0","10032","1003202"
"1003302","10033201","0","1003301","10033115","0","0","0","2020/02/06 12:00:00","0","10033","0"
"1003303","0","0","1003302","0","0","0","0","0","0","10033","1003301"
"1003304","0","0","1003303","0","0","0","0","0","0","10033","1003302"
"0","0","0","1003304","0","0","0","0","0","0","10033","1003303"
"0","0","0","1003305","0","0","0","0","0","0","10033","1003304"
"1003402","10034201","0","1003401","10034115","0","0","0","2020/02/18 12:00:00","0","10034","0"
"1003403","0","0","1003402","0","0","0","0","0","0","10034","1003401"
"1003404","0","0","1003403","0","0","0","0","0","0","10034","1003402"
"0","0","0","1003404","0","0","0","0","0","0","10034","1003403"
"0","0","0","1003405","0","0","0","0","0","0","10034","1003404"
"1003502","10035201","0","1003501","10035115","0","0","0","2020/03/06 12:00:00","0","10035","0"
"1003503","0","0","1003502","0","0","0","0","0","0","10035","1003501"
"1003504","0","0","1003503","0","0","0","0","0","0","10035","1003502"
"0","0","0","1003504","0","0","0","0","0","0","10035","1003503"
"0","0","0","1003505","0","0","0","0","0","0","10035","1003504"
"1003602","10036201","0","1003601","10036115","0","0","0","2020/03/18 12:00:00","0","10036","0"
"1003603","0","0","1003602","0","0","0","0","0","0","10036","1003601"
"1003604","0","0","1003603","0","0","0","0","0","0","10036","1003602"
"0","0","0","1003604","0","0","0","0","0","0","10036","1003603"
"0","0","0","1003605","0","0","0","0","0","0","10036","1003604"
"1003702","10037201","0","1003701","10037115","0","0","0","2020/03/20 12:00:00","0","10037","0"
"1003703","0","0","1003702","0","0","0","0","0","0","10037","1003701"
"1003704","0","0","1003703","0","0","0","0","0","0","10037","1003702"
"0","0","0","1003704","0","0","0","0","0","0","10037","1003703"
"0","0","0","1003705","0","0","0","0","0","0","10037","1003704"
"1003802","10038201","0","1003801","10038115","0","0","0","2020/04/06 12:00:00","0","10038","0"
"1003803","0","0","1003802","0","0","0","0","0","0","10038","1003801"
"1003804","0","0","1003803","0","0","0","0","0","0","10038","1003802"
"0","0","0","1003804","0","0","0","0","0","0","10038","1003803"
"0","0","0","1003805","0","0","0","0","0","0","10038","1003804"
"1003902","10039201","0","1003901","10039115","0","0","0","2020/04/20 12:00:00","0","10039","0"
"1003903","0","0","1003902","0","0","0","0","0","0","10039","1003901"
"1003904","0","0","1003903","0","0","0","0","0","0","10039","1003902"
"0","0","0","1003904","0","0","0","0","0","0","10039","1003903"
"0","0","0","1003905","0","0","0","0","0","0","10039","1003904"
"1004002","10040201","0","1004001","10040115","0","0","0","2020/05/06 12:00:00","0","10040","0"
"1004003","0","0","1004002","0","0","0","0","0","0","10040","1004001"
"1004004","0","0","1004003","0","0","0","0","0","0","10040","1004002"
"0","0","0","1004004","0","0","0","0","0","0","10040","1004003"
"0","0","0","1004005","0","0","0","0","0","0","10040","1004004"
"1004102","10041201","0","1004101","10041115","0","0","0","2020/05/21 12:00:00","0","10041","0"
"1004103","0","0","1004102","0","0","0","0","0","0","10041","1004101"
"1004104","0","0","1004103","0","0","0","0","0","0","10041","1004102"
"0","0","0","1004104","0","0","0","0","0","0","10041","1004103"
"0","0","0","1004105","0","0","0","0","0","0","10041","1004104"
"1004202","10042201","0","1004201","10042115","0","0","0","2020/06/06 12:00:00","0","10042","0"
"1004203","0","0","1004202","0","0","0","0","0","0","10042","1004201"
"1004204","0","0","1004203","0","0","0","0","0","0","10042","1004202"
"0","0","0","1004204","0","0","0","0","0","0","10042","1004203"
"0","0","0","1004205","0","0","0","0","0","0","10042","1004204"
"1004302","10043201","0","1004301","10043115","0","0","0","2020/06/19 12:00:00","0","10043","0"
"1004303","0","0","1004302","0","0","0","0","0","0","10043","1004301"
"1004304","0","0","1004303","0","0","0","0","0","0","10043","1004302"
"0","0","0","1004304","0","0","0","0","0","0","10043","1004303"
"0","0","0","1004305","0","0","0","0","0","0","10043","1004304"
"1004402","10044201","0","1004401","10044115","0","0","0","2020/07/06 12:00:00","0","10044","0"
"1004403","0","0","1004402","0","0","0","0","0","0","10044","1004401"
"1004404","0","0","1004403","0","0","0","0","0","0","10044","1004402"
"0","0","0","1004404","0","0","0","0","0","0","10044","1004403"
"0","0","0","1004405","0","0","0","0","0","0","10044","1004404"
"1004502","10045201","0","1004501","10045115","0","0","0","2020/07/19 12:00:00","0","10045","0"
"1004503","0","0","1004502","0","0","0","0","0","0","10045","1004501"
"1004504","0","0","1004503","0","0","0","0","0","0","10045","1004502"
"0","0","0","1004504","0","0","0","0","0","0","10045","1004503"
"0","0","0","1004505","0","0","0","0","0","0","10045","1004504"
"1004602","10046201","0","1004601","10046115","0","0","0","2020/08/06 12:00:00","0","10046","0"
"1004603","0","0","1004602","0","0","0","0","0","0","10046","1004601"
"1004604","0","0","1004603","0","0","0","0","0","0","10046","1004602"
"0","0","0","1004604","0","0","0","0","0","0","10046","1004603"
"0","0","0","1004605","0","0","0","0","0","0","10046","1004604"
"1004702","10047201","0","1004701","10047115","0","0","0","2020/08/19 12:00:00","0","10047","0"
"1004703","0","0","1004702","0","0","0","0","0","0","10047","1004701"
"1004704","0","0","1004703","0","0","0","0","0","0","10047","1004702"
"0","0","0","1004704","0","0","0","0","0","0","10047","1004703"
"0","0","0","1004705","0","0","0","0","0","0","10047","1004704"
"1004802","10048201","0","1004801","10048115","0","0","0","2020/09/06 12:00:00","0","10048","0"
"1004803","0","0","1004802","0","0","0","0","0","0","10048","1004801"
"1004804","0","0","1004803","0","0","0","0","0","0","10048","1004802"
"0","0","0","1004804","0","0","0","0","0","0","10048","1004803"
"0","0","0","1004805","0","0","0","0","0","0","10048","1004804"
"1004902","10049201","0","1004901","10049115","0","0","0","2020/09/20 12:00:00","0","10049","0"
"1004903","0","0","1004902","0","0","0","0","0","0","10049","1004901"
"1004904","0","0","1004903","0","0","0","0","0","0","10049","1004902"
"0","0","0","1004904","0","0","0","0","0","0","10049","1004903"
"0","0","0","1004905","0","0","0","0","0","0","10049","1004904"
"1005002","10050201","0","1005001","10050115","0","0","0","2020/10/06 12:00:00","0","10050","0"
"1005003","0","0","1005002","0","0","0","0","0","0","10050","1005001"
"1005004","0","0","1005003","0","0","0","0","0","0","10050","1005002"
"0","0","0","1005004","0","0","0","0","0","0","10050","1005003"
"0","0","0","1005005","0","0","0","0","0","0","10050","1005004"
"1005102","10051201","0","1005101","10051115","0","0","0","2020/10/19 12:00:00","0","10051","0"
"1005103","0","0","1005102","0","0","0","0","0","0","10051","1005101"
"1005104","0","0","1005103","0","0","0","0","0","0","10051","1005102"
"0","0","0","1005104","0","0","0","0","0","0","10051","1005103"
"0","0","0","1005105","0","0","0","0","0","0","10051","1005104"
"1005202","10052201","0","1005201","10052115","0","0","0","2020/11/06 12:00:00","0","10052","0"
"1005203","0","0","1005202","0","0","0","0","0","0","10052","1005201"
"1005204","0","0","1005203","0","0","0","0","0","0","10052","1005202"
"0","0","0","1005204","0","0","0","0","0","0","10052","1005203"
"0","0","0","1005205","0","0","0","0","0","0","10052","1005204"
"1005302","10053201","0","1005301","10053115","0","0","0","2020/11/15 12:00:00","0","10053","0"
"1005303","0","0","1005302","0","0","0","0","0","0","10053","1005301"
"1005304","0","0","1005303","0","0","0","0","0","0","10053","1005302"
"0","0","0","1005304","0","0","0","0","0","0","10053","1005303"
"0","0","0","1005305","0","0","0","0","0","0","10053","1005304"
"1005402","10054201","0","1005401","10054115","0","0","0","2020/12/06 12:00:00","0","10054","0"
"1005403","0","0","1005402","0","0","0","0","0","0","10054","1005401"
"1005404","0","0","1005403","0","0","0","0","0","0","10054","1005402"
"0","0","0","1005404","0","0","0","0","0","0","10054","1005403"
"0","0","0","1005405","0","0","0","0","0","0","10054","1005404"
"1005502","10055201","0","1005501","10055115","0","0","0","2020/12/19 12:00:00","0","10055","0"
"1005503","0","0","1005502","0","0","0","0","0","0","10055","1005501"
"1005504","0","0","1005503","0","0","0","0","0","0","10055","1005502"
"0","0","0","1005504","0","0","0","0","0","0","10055","1005503"
"0","0","0","1005505","0","0","0","0","0","0","10055","1005504"
"1005602","10056201","0","1005601","10056115","0","0","0","2021/01/06 12:00:00","0","10056","0"
"1005603","0","0","1005602","0","0","0","0","0","0","10056","1005601"
"1005604","0","0","1005603","0","0","0","0","0","0","10056","1005602"
"0","0","0","1005604","0","0","0","0","0","0","10056","1005603"
"0","0","0","1005605","0","0","0","0","0","0","10056","1005604"
"1005702","10057201","0","1005701","10057115","0","0","0","2021/01/18 12:00:00","0","10057","0"
"1005703","0","0","1005702","0","0","0","0","0","0","10057","1005701"
"1005704","0","0","1005703","0","0","0","0","0","0","10057","1005702"
"0","0","0","1005704","0","0","0","0","0","0","10057","1005703"
"0","0","0","1005705","0","0","0","0","0","0","10057","1005704"
"1005802","10058201","0","1005801","10058115","0","0","0","2021/02/06 12:00:00","0","10058","0"
"1005803","0","0","1005802","0","0","0","0","0","0","10058","1005801"
"1005804","0","0","1005803","0","0","0","0","0","0","10058","1005802"
"0","0","0","1005804","0","0","0","0","0","0","10058","1005803"
"0","0","0","1005805","0","0","0","0","0","0","10058","1005804"
"1005902","10059201","0","1005901","10059115","0","0","0","2021/02/17 12:00:00","0","10059","0"
"1005903","0","0","1005902","0","0","0","0","0","0","10059","1005901"
"1005904","0","0","1005903","0","0","0","0","0","0","10059","1005902"
"0","0","0","1005904","0","0","0","0","0","0","10059","1005903"
"0","0","0","1005905","0","0","0","0","0","0","10059","1005904"
"1006002","10060201","0","1006001","10060115","0","0","0","2021/02/19 12:00:00","0","10060","0"
"1006003","0","0","1006002","0","0","0","0","0","0","10060","1006001"
"1006004","0","0","1006003","0","0","0","0","0","0","10060","1006002"
"0","0","0","1006004","0","0","0","0","0","0","10060","1006003"
"0","0","0","1006005","0","0","0","0","0","0","10060","1006004"
"1006102","10061201","0","1006101","10061115","0","0","0","2021/03/06 12:00:00","0","10061","0"
"1006103","0","0","1006102","0","0","0","0","0","0","10061","1006101"
"1006104","0","0","1006103","0","0","0","0","0","0","10061","1006102"
"0","0","0","1006104","0","0","0","0","0","0","10061","1006103"
"0","0","0","1006105","0","0","0","0","0","0","10061","1006104"
"1006202","10062201","0","1006201","10062115","0","0","0","2021/03/12 12:00:00","0","10062","0"
"1006203","0","0","1006202","0","0","0","0","0","0","10062","1006201"
"1006204","0","0","1006203","0","0","0","0","0","0","10062","1006202"
"0","0","0","1006204","0","0","0","0","0","0","10062","1006203"
"0","0","0","1006205","0","0","0","0","0","0","10062","1006204"
"1006302","10063201","0","1006301","10063115","0","0","0","2021/03/20 12:00:00","0","10063","0"
"1006303","0","0","1006302","0","0","0","0","0","0","10063","1006301"
"1006304","0","0","1006303","0","0","0","0","0","0","10063","1006302"
"0","0","0","1006304","0","0","0","0","0","0","10063","1006303"
"0","0","0","1006305","0","0","0","0","0","0","10063","1006304"
"1006402","10064201","0","1006401","10064115","0","0","0","2021/04/06 12:00:00","0","10064","0"
"1006403","0","0","1006402","0","0","0","0","0","0","10064","1006401"
"1006404","0","0","1006403","0","0","0","0","0","0","10064","1006402"
"0","0","0","1006404","0","0","0","0","0","0","10064","1006403"
"0","0","0","1006405","0","0","0","0","0","0","10064","1006404"
"1006502","10065201","0","1006501","10065115","0","0","0","2021/04/21 12:00:00","0","10065","0"
"1006503","0","0","1006502","0","0","0","0","0","0","10065","1006501"
"1006504","0","0","1006503","0","0","0","0","0","0","10065","1006502"
"0","0","0","1006504","0","0","0","0","0","0","10065","1006503"
"0","0","0","1006505","0","0","0","0","0","0","10065","1006504"
"1006602","10066201","0","1006601","10066115","0","0","0","2021/05/06 12:00:00","0","10066","0"
"1006603","0","0","1006602","0","0","0","0","0","0","10066","1006601"
"1006604","0","0","1006603","0","0","0","0","0","0","10066","1006602"
"0","0","0","1006604","0","0","0","0","0","0","10066","1006603"
"0","0","0","1006605","0","0","0","0","0","0","10066","1006604"
"1006702","10067201","0","1006701","10067115","0","0","0","2021/05/21 12:00:00","0","10067","0"
"1006703","0","0","1006702","0","0","0","0","0","0","10067","1006701"
"1006704","0","0","1006703","0","0","0","0","0","0","10067","1006702"
"0","0","0","1006704","0","0","0","0","0","0","10067","1006703"
"0","0","0","1006705","0","0","0","0","0","0","10067","1006704"
"1006802","10068201","0","1006801","10068115","0","0","0","2021/06/06 12:00:00","0","10068","0"
"1006803","0","0","1006802","0","0","0","0","0","0","10068","1006801"
"1006804","0","0","1006803","0","0","0","0","0","0","10068","1006802"
"0","0","0","1006804","0","0","0","0","0","0","10068","1006803"
"0","0","0","1006805","0","0","0","0","0","0","10068","1006804"
"1006902","10069201","0","1006901","10069115","0","0","0","2021/06/21 12:00:00","0","10069","0"
"1006903","0","0","1006902","0","0","0","0","0","0","10069","1006901"
"1006904","0","0","1006903","0","0","0","0","0","0","10069","1006902"
"0","0","0","1006904","0","0","0","0","0","0","10069","1006903"
"0","0","0","1006905","0","0","0","0","0","0","10069","1006904"
"1007002","10070201","0","1007001","10070115","0","0","0","2021/07/06 12:00:00","0","10070","0"
"1007003","0","0","1007002","0","0","0","0","0","0","10070","1007001"
"1007004","0","0","1007003","0","0","0","0","0","0","10070","1007002"
"0","0","0","1007004","0","0","0","0","0","0","10070","1007003"
"0","0","0","1007005","0","0","0","0","0","0","10070","1007004"
"1007102","10071201","0","1007101","10071115","0","0","0","2021/07/21 12:00:00","0","10071","0"
"1007103","0","0","1007102","0","0","0","0","0","0","10071","1007101"
"1007104","0","0","1007103","0","0","0","0","0","0","10071","1007102"
"0","0","0","1007104","0","0","0","0","0","0","10071","1007103"
"0","0","0","1007105","0","0","0","0","0","0","10071","1007104"
"1007202","10072201","0","1007201","10072115","0","0","0","2021/08/06 12:00:00","0","10072","0"
"1007203","0","0","1007202","0","0","0","0","0","0","10072","1007201"
"1007204","0","0","1007203","0","0","0","0","0","0","10072","1007202"
"0","0","0","1007204","0","0","0","0","0","0","10072","1007203"
"0","0","0","1007205","0","0","0","0","0","0","10072","1007204"
"1007302","10073201","0","1007301","10073115","0","0","0","2021/08/21 12:00:00","0","10073","0"
"1007303","0","0","1007302","0","0","0","0","0","0","10073","1007301"
"1007304","0","0","1007303","0","0","0","0","0","0","10073","1007302"
"0","0","0","1007304","0","0","0","0","0","0","10073","1007303"
"0","0","0","1007305","0","0","0","0","0","0","10073","1007304"
"1007402","10074201","0","1007401","10074115","0","0","0","2021/09/06 12:00:00","0","10074","0"
"1007403","0","0","1007402","0","0","0","0","0","0","10074","1007401"
"1007404","0","0","1007403","0","0","0","0","0","0","10074","1007402"
"0","0","0","1007404","0","0","0","0","0","0","10074","1007403"
"0","0","0","1007405","0","0","0","0","0","0","10074","1007404"
"1007502","10075201","0","1007501","10075115","0","0","0","2021/09/20 12:00:00","0","10075","0"
"1007503","0","0","1007502","0","0","0","0","0","0","10075","1007501"
"1007504","0","0","1007503","0","0","0","0","0","0","10075","1007502"
"0","0","0","1007504","0","0","0","0","0","0","10075","1007503"
"0","0","0","1007505","0","0","0","0","0","0","10075","1007504"
"1007602","10076201","0","1007601","10076115","0","0","0","2021/10/06 12:00:00","0","10076","0"
"1007603","0","0","1007602","0","0","0","0","0","0","10076","1007601"
"1007604","0","0","1007603","0","0","0","0","0","0","10076","1007602"
"0","0","0","1007604","0","0","0","0","0","0","10076","1007603"
"0","0","0","1007605","0","0","0","0","0","0","10076","1007604"
"1007702","10077201","0","1007701","10077115","0","0","0","2021/10/21 12:00:00","0","10077","0"
"1007703","0","0","1007702","0","0","0","0","0","0","10077","1007701"
"1007704","0","0","1007703","0","0","0","0","0","0","10077","1007702"
"0","0","0","1007704","0","0","0","0","0","0","10077","1007703"
"0","0","0","1007705","0","0","0","0","0","0","10077","1007704"
"1007802","10078201","0","1007801","10078115","0","0","0","2021/11/06 12:00:00","0","10078","0"
"1007803","0","0","1007802","0","0","0","0","0","0","10078","1007801"
"1007804","0","0","1007803","0","0","0","0","0","0","10078","1007802"
"0","0","0","1007804","0","0","0","0","0","0","10078","1007803"
"0","0","0","1007805","0","0","0","0","0","0","10078","1007804"
"1007902","10079201","0","1007901","10079115","0","0","0","2021/11/21 12:00:00","0","10079","0"
"1007903","0","0","1007902","0","0","0","0","0","0","10079","1007901"
"1007904","0","0","1007903","0","0","0","0","0","0","10079","1007902"
"0","0","0","1007904","0","0","0","0","0","0","10079","1007903"
"0","0","0","1007905","0","0","0","0","0","0","10079","1007904"
"1008002","10080201","0","1008001","10080115","0","0","0","2021/12/06 12:00:00","0","10080","0"
"1008003","0","0","1008002","0","0","0","0","0","0","10080","1008001"
"1008004","0","0","1008003","0","0","0","0","0","0","10080","1008002"
"0","0","0","1008004","0","0","0","0","0","0","10080","1008003"
"0","0","0","1008005","0","0","0","0","0","0","10080","1008004"
"1008102","10081201","0","1008101","10081115","0","0","0","2021/12/20 12:00:00","0","10081","0"
"1008103","0","0","1008102","0","0","0","0","0","0","10081","1008101"
"1008104","0","0","1008103","0","0","0","0","0","0","10081","1008102"
"0","0","0","1008104","0","0","0","0","0","0","10081","1008103"
"0","0","0","1008105","0","0","0","0","0","0","10081","1008104"
"1008202","10082201","0","1008201","10082115","0","0","0","2022/01/06 12:00:00","0","10082","0"
"1008203","0","0","1008202","0","0","0","0","0","0","10082","1008201"
"1008204","0","0","1008203","0","0","0","0","0","0","10082","1008202"
"0","0","0","1008204","0","0","0","0","0","0","10082","1008203"
"0","0","0","1008205","0","0","0","0","0","0","10082","1008204"
"1008302","10083201","0","1008301","10083115","0","0","0","2022/01/21 12:00:00","0","10083","0"
"1008303","0","0","1008302","0","0","0","0","0","0","10083","1008301"
"1008304","0","0","1008303","0","0","0","0","0","0","10083","1008302"
"0","0","0","1008304","0","0","0","0","0","0","10083","1008303"
