72def465eca3ce21e7cc3c3f379d0f215ac28737d77472c20eecf3499634ce60,1a82b28faec31698609748ffce406406e2813d1af233b7bc04a2666b94004013,76c4bccae692ec06d74064eadecd8a06da2d1208213cfce12f711a0a1253146c,45593d5f2079b6baa204be85b161d5a1e1e8b83fdead7fe17354d1e67cf0992a,a0eefcb4d2bc460e50beed6b1020710ee7427b36d9e172970dc88c8f53524902,4a86e792967c7d70c6805c7b666fb7b94b9de230d47cad7c298b7d221a4ca20d,97ca655fa836856bee364c8c1f103fbeece7ade9dad5fb98156c9c5991c1c77f,3e942a299f57b449d2affc67be54faa7c1bc1d5602fa9c4234e82a752e9715af,62ce9184568ba47c50156481878e0677bee036708fcedc461b146989a056a131,f5759fe7f6aa5e5aa08c1d01d0dd246cc086010c4f9379c15b03ba8c5cade0e5,af42f1a784b4fe66d1d6fa1e5e0fe29cdf7442a7f632a5151b5c88da3412b335,ea12297fb031c3708dd2f219f16514bdf6de76de0a8fae6c2c6b91ff1500e618,d07e2235aea999afa18001bad9c431c5926d2049976a3bde4ed2b99f75393f4d,a5bdc9879f4dd9e5cb5056013e5d52adec3de6db70cf60df682ae49a93ab5fcf,9c58756bc74aa5c0f97723b59c8187718ec392802fe102baac2a282afb47f4d7,ddb2f916983fff02f5d9e36d25a9f3da019190f5b81365f7ec8ff45abf2af0f9,2799c990a38b8839fbeee665b42b83765db6f99f0824e7ec99666200ac65dbe2,373c62fb5491d4af87ba070c6aafe883d4be9862c4bd66e1bbcae0a34f68be96,5570f185fad49c81bb9ac74fda347acf3e0713922ff3c15e357ffd7af06e8246,f38797676a8f6aaaaf5f24af889979fa1961bdc831e3cce70ee77680174439aa,390f41318b7853acd4cc264cf051790a9aeb8e3631619e5b047de273c03193af
"100500102","0","7","0","3","100","0","2","1","1","0","0","1","1","1","0","","0","","2160","0"
"100500103","0","1","0","3","30","0","0","1","99","0","0","1","1","2","0","範囲内の敵に{0}の物理ダメージ","30","物理ダメージ+{0}","300","2.4"
"100500201","0","1","0","3","3.4","0","0","1","99","0","0","1","1","2","0","範囲内の敵に{0}の物理ダメージ","3.4","物理ダメージ+{0}","300","0.27"
"100500202","0","8","0","3","0","0","0","7","99","0","0","1","1","2","0","範囲内の敵を一定時間行動不能にする","0","スタンの確定成功Ｌｖ+1","300","2"
"100500301","0","1","0","3","10","0","0","1","99","0","0","1","1","2","0","範囲内の敵に{0}の物理ダメージ","10","物理ダメージ+{0}","300","0.8"
"100501101","0","2","0","3","100","0","2","3","1","0","0","1","1","1","0","","0","","2160","0"
"100501102","0","7","0","3","100","0","2","1","1","0","0","1","1","1","0","","0","","2160","0"
"100501103","0","1","0","3","30","0","0","1","99","0","0","1","1","2","0","範囲内の敵に{0}の物理ダメージ","30","物理ダメージ+{0}","450","2.4"
"100501104","3","26","0","7","1","0","0","100501103","1","0","0","1","2","1","0","","0.00005","","0","0"
"100501105","1","26","0","7","1","0","0","100501106","1","0","0","1","2","1","0","","1","","0","0"
"100501106","0","6","0","7","45","0","0","5","1","0","0","1","2","1","0","{0}ダメージ分の物理魔法無効バリアを展開する","45","無効ダメージ量+{0}","0","18"
"100501201","0","1","0","3","3.4","0","0","1","99","0","0","1","1","2","0","範囲内の敵に{0}の物理ダメージ","3.4","物理ダメージ+{0}","300","0.54"
"100501202","0","8","0","3","0","0","0","7","99","0","0","1","1","2","0","範囲内の敵を一定時間行動不能にする","0","スタンの確定成功Ｌｖ+1","300","2"
"100501203","1","10","0","7","1","12","0","20","1","0","0","1","2","1","0","自分の物理防御力を{0}アップ","2.24","物理防御力アップ+{0}","0","2.24"
"100501204","1","10","0","7","1","12","0","40","1","0","0","1","2","1","0","自分の魔法防御力を{0}アップ","2.24","魔法防御力アップ+{0}","0","2.24"
"100550101","0","90","0","0","1","1","0","2","0","0","0","1","0","0","0","自分の物理攻撃力を{0}アップ","15","物理攻撃力アップ+{0}","0","15"
"100551101","0","90","0","0","1","1","0","2","0","0","0","1","0","0","0","自分の物理攻撃力を{0}アップ","15","物理攻撃力アップ+{0}","0","15"
"100551102","0","90","0","0","1","1","0","3","0","0","0","1","0","0","0","自分の物理防御力を{0}アップ","30","","0","0"
"100600101","0","32","0","3","4","0","0","0","99","0","0","1","2","3","0","","4","","2160","1"
"100600102","1","10","0","3","1","18","0","30","99","0","0","1","2","3","0","味方全体の魔法攻撃力を{0}アップ","4.5","魔法攻撃力アップ+{0}","2160","4.5"
"100600201","0","1","0","3","20","0","0","2","1","0","0","1","1","1","0","敵単体に{0}の魔法ダメージ","20","魔法ダメージ+{0}","-1","1.6"
"100600301","1","10","0","3","1","12","0","41","1","0","0","1","1","1","1","敵単体の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","-1","1"
"100601101","0","32","0","3","4","0","0","0","99","0","0","1","2","3","0","","4","","2160","1"
"100601102","1","10","0","3","1","18","0","30","99","0","0","1","2","3","0","味方全体の魔法攻撃力を{0}アップ","24","魔法攻撃力アップ+{0}","2160","24"
"100601103","1","10","0","3","1","18","0","70","99","0","0","1","2","3","0","味方全体の魔法クリティカルを{0}アップ","100","","2160","0"
"100601104","1","10","0","3","1","18","0","41","99","0","0","1","1","3","0","敵全体の魔法防御力を{0}ダウン","0.66","魔法防御力ダウン+{0}","2160","0.66"
"100601201","0","1","0","3","25","0","0","2","1","0","0","1","1","1","0","敵単体に{0}の魔法ダメージ","25","魔法ダメージ+{0}","-1","2"
"100601202","1","10","0","3","1","12","0","41","1","0","0","1","1","1","1","敵単体の魔法防御力を{0}ダウン","0.2","魔法防御力ダウン+{0}","-1","0.2"
"100610101","0","1","0","3","25","0","0","2","1","0","0","1","1","1","0","敵単体に{0}の魔法ダメージ","25","魔法ダメージ+{0}","-1","2"
"100610201","0","1","0","3","15","0","0","2","99","0","0","1","1","1","0","敵単体に{0}の魔法ダメージ","15","魔法ダメージ+{0}","550","1.25"
"100620101","0","32","0","3","1204","0","0","0","99","0","0","1","2","3","0","","0","","2160","1"
"100620102","1","10","0","3","1","18","0","30","99","0","0","1","2","3","0","味方全体の魔法攻撃力を{0}アップ","-1195.5","魔法攻撃力アップ+{0}","2160","8.5"
"100621101","0","32","0","3","1204","0","0","0","99","0","0","1","2","3","0","","0","","2160","1"
"100621102","1","10","0","3","1","18","0","30","99","0","0","1","2","3","0","味方全体の魔法攻撃力を{0}アップ","-1172","魔法攻撃力アップ+{0}","2160","28"
"100621103","1","10","0","3","1","18","0","70","99","0","0","1","2","3","0","味方全体の魔法クリティカルを{0}アップ","100","","2160","0"
"100621104","1","10","0","3","1","18","0","41","99","0","0","1","1","3","0","敵全体の魔法防御力を{0}ダウン","0.66","魔法防御力ダウン+{0}","2160","0.66"
"100650101","0","90","0","0","1","1","0","4","0","0","0","1","0","0","0","自分の魔法攻撃力を{0}アップ","15","魔法攻撃力アップ+{0}","0","15"
"100651101","0","90","0","0","1","1","0","4","0","0","0","1","0","0","0","自分の魔法攻撃力を{0}アップ","240","魔法攻撃力アップ+{0}","0","15"
"100700101","0","1","0","3","45","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","45","物理ダメージ+{0}","-1","3.6"
"100700102","0","4","0","7","1","1","0","1","1","0","0","1","2","3","0","自分のＨＰを{0}回復","12","ＨＰ回復量+{0}","0","12"
"100700201","0","21","0","7","3","0","0","1","1","0","0","1","2","1","0","一定時間無敵状態になる","0.01","無敵時間+0.01秒","0","0"
"100700202","100700203","18","0","7","0","0","0","1","1","0","0","1","0","0","0","","0","","0","2.4"
"100700203","0","21","0","7","0","0","0","1","1","0","0","1","2","1","0","","0","","0","0"
"100700301","0","4","0","7","1","1","0","1","1","0","0","1","2","1","0","自分のＨＰを{0}回復","7.5","ＨＰ回復量+{0}","0","7.5"
"100701101","0","1","0","3","60","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","60","物理ダメージ+{0}","-1","4.8"
"100701102","0","4","0","7","1","1","0","1","1","0","0","1","2","3","0","自分のＨＰを{0}回復","12","ＨＰ回復量+{0}","0","12"
"100701103","1","10","0","7","1","180","0","50","1","0","0","1","2","2","1","自分の回避を{0}アップ","0.1","回避アップ+{0}","0","0.1"
"100701201","0","21","0","7","3","0","0","1","1","0","0","1","2","1","0","一定時間無敵状態になる","0.01","無敵時間+0.01秒","0","0"
"100701202","100701203","18","0","7","0","0","0","1","1","0","0","1","0","0","0","","0","","0","2.4"
"100701203","0","21","0","7","0","0","0","1","1","0","0","1","2","1","0","","0","","0","0"
"100701204","1","10","0","7","1","12","0","50","1","0","0","1","2","2","1","自分の回避を{0}アップ","0.1","回避アップ+{0}","0","0.1"
"100701205","1","10","0","7","1","12","0","20","1","0","0","1","2","2","1","自分の物理防御力を{0}アップ","1.2","物理防御力アップ+{0}","0","1.2"
"100720201","0","21","0","7","6","0","0","1","1","0","0","1","2","1","0","一定時間無敵状態になる","0","","0","0"
"100720202","100720203","18","0","7","0","0","0","1","1","0","0","1","0","0","0","","0","","0","2.4"
"100720203","0","21","0","7","0","0","0","1","1","0","0","1","2","1","0","","0","","0","0"
"100720204","1","10","0","7","1","12","0","20","1","0","0","1","2","2","1","自分の物理防御力を{0}アップ","-60","物理防御力アップ+{0}","0","0.2"
"100721101","0","1","0","3","60","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","60","物理ダメージ+{0}","-1","5.2"
"100721102","0","4","0","7","1","1","0","1","1","0","0","1","2","3","0","自分のＨＰを{0}回復","12","ＨＰ回復量+{0}","0","12"
"100721103","1","10","0","7","1","180","0","50","1","0","0","1","2","2","1","自分の回避を{0}アップ","30.1","","0","0"
"100721201","0","21","0","7","6","0","0","1","1","0","0","1","2","1","0","一定時間無敵状態になる","0","","0","0"
"100721202","100721203","18","0","7","0","0","0","1","1","0","0","1","0","0","0","","0","","0","2.4"
"100721203","0","21","0","7","0","0","0","1","1","0","0","1","2","1","0","","0","","0","0"
"100721204","1","10","0","7","1","12","0","50","1","0","0","1","2","2","1","自分の回避を{0}アップ","30.1","","0","0"
"100721205","1","10","0","7","1","12","0","20","1","0","0","1","2","2","1","自分の物理防御力を{0}アップ","-58.8","物理防御力アップ+{0}","0","1.4"
"100750101","0","90","0","0","1","1","0","3","0","0","0","1","0","0","0","自分の物理防御力を{0}アップ","2","物理防御力アップ+{0}","0","2"
"100751101","0","90","0","0","1","1","0","3","0","0","0","1","0","0","0","自分の物理防御力を{0}アップ","32","物理防御力アップ+{0}","0","2"
"100800101","0","1","0","3","4.5","0","0","2","99","0","0","1","1","3","0","敵全体に{0}の魔法ダメージ","4.5","魔法ダメージ+{0}","2160","0.405"
"100800102","1","10","0","3","1","18","0","21","99","0","0","1","1","3","1","敵全体の物理防御力を{0}ダウン","0.345","物理防御力ダウン+{0}","2160","0.345"
"100800201","0","1","0","3","15","0","1","2","1","0","0","1","1","3","0","敵単体に{0}の魔法ダメージ","15","魔法ダメージ+{0}","2160","1.2"
"100800202","0","12","0","1","8","0","0","40","1","0","0","1","1","3","0","敵単体を暗闇状態にする","0","暗闇の確定成功Ｌｖ+1","2160","100"
"100800301","0","16","0","12","75","0","0","1","1","0","0","1","2","3","0","味方単体のＴＰを{0}回復","2.5","ＴＰ回復量+{0}","2160","0"
"100801101","1","1","0","3","20.25","0","0","2","99","0","0","1","1","3","0","敵全体に{0}の低い側の防御力で防御する魔法ダメージ","20.25","魔法ダメージ+{0}","2160","1.62"
"100801102","1","10","0","3","1","18","0","21","99","0","0","1","1","3","1","敵全体の物理防御力を{0}ダウン","0.7","物理防御力ダウン+{0}","2160","0.7"
"100801103","0","11","0","3","4","0","0","0","99","0","0","1","1","3","0","敵全体を誘惑する","0","誘惑の確定成功Ｌｖ+1","2160","100"
"100801201","0","1","0","3","15","0","1","2","1","0","0","1","1","3","0","敵単体に{0}の魔法ダメージ","15","魔法ダメージ+{0}","2160","1.2"
"100801202","0","12","0","3","8","0","1","40","1","0","0","1","1","3","0","敵単体を暗闇状態にする","0","暗闇の確定成功Ｌｖ+1","2160","100"
"100801203","0","11","0","3","8","0","1","0","1","0","0","1","1","3","0","敵単体を誘惑する","0","誘惑の確定成功Ｌｖ+1","2160","100"
"100820301","0","16","0","12","725","0","0","1","1","0","0","1","2","3","0","味方単体のＴＰを{0}回復","0","","2160","0"
"100820302","1","10","0","1","1","12","0","10","0","0","0","1","2","3","0","味方単体の物理攻撃力を{0}アップ","-2080","物理攻撃力アップ+{0}","2160","8"
"100850101","0","90","0","0","1","1","0","4","0","0","0","1","0","0","0","自分の魔法攻撃力を{0}アップ","15","魔法攻撃力アップ+{0}","0","15"
"100851101","0","90","0","0","1","1","0","4","0","0","0","1","0","0","0","自分の魔法攻撃力を{0}アップ","15","魔法攻撃力アップ+{0}","0","15"
"100851102","0","90","0","0","1","1","0","3","0","0","0","1","0","0","0","自分の物理防御力を{0}アップ","30","","0","0"
"100900101","0","1","0","3","18","0","0","2","99","0","0","1","1","3","0","敵全体に{0}の魔法ダメージ","18","魔法ダメージ+{0}","2160","1.44"
"100900102","1","10","0","7","2","99","0","21","1","0","0","1","2","1","2","自分の物理防御力を0にする","100","","0","0"
"100900103","1","10","0","7","2","99","0","41","1","0","0","1","2","1","2","自分の魔法防御力を0にする","100","","0","0"
"100900201","0","1","0","3","20","0","0","2","1","0","0","1","1","1","0","敵単体に{0}の魔法ダメージ","20","魔法ダメージ+{0}","-1","1.2"
"100900301","0","17","0","7","100","0","0","3","1","1","0","1","2","3","0","","0","","0","10"
"100900302","0","1","0","3","25","0","0","2","99","0","0","1","1","2","0","範囲内の敵に{0}の魔法ダメージ","25","魔法ダメージ+{0}","600","2"
"100900303","0","30","0","7","0","0","0","0","1","0","0","1","2","3","0","","0","","0","0"
"100900304","0","21","0","7","1.9","0","0","1","1","0","0","1","2","3","0","","0","","0","0"
"100901101","1","10","0","7","1","8","0","30","1","0","0","1","2","1","1","自分の魔法攻撃力を{0}アップ","50","魔法攻撃力アップ+{0}","0","50"
"100901102","0","1","0","3","81.25","0","0","2","99","0","0","1","1","3","0","敵全体に{0}の魔法ダメージ","81.25","魔法ダメージ+{0}","2160","6.5"
"100901103","1","10","0","7","2","99","0","21","1","0","0","1","2","1","2","自分の物理防御力を初期値の100%ダウン","100","","0","0"
"100901104","1","10","0","7","2","99","0","41","1","0","0","1","2","1","2","自分の魔法防御力を初期値の100%ダウン","100","","0","0"
"100901201","0","1","0","3","20","0","0","2","1","0","0","1","1","1","0","敵単体に{0}の魔法ダメージ","20","魔法ダメージ+{0}","-1","1.6"
"100901202","1","10","0","3","1","12","0","41","99","0","0","1","2","3","1","敵単体の魔法防御力を{0}ダウン","0.6","魔法防御力ダウン+{0}","2160","0.6"
"100950101","0","90","0","0","1","1","0","4","1","0","0","1","0","0","0","自分の魔法攻撃力を{0}アップ","15","魔法攻撃力アップ+{0}","0","15"
"100951101","0","90","0","0","1","1","0","4","0","0","0","1","0","0","0","自分の魔法攻撃力を{0}アップ","240","魔法攻撃力アップ+{0}","0","15"
"101000101","1","10","0","3","1","18","0","30","99","0","0","1","2","3","0","味方全体の魔法攻撃力を{0}アップ","15","魔法攻撃力アップ+{0}","2160","15"
"101000102","1","10","0","3","1","18","0","20","99","0","0","1","2","3","0","味方全体の物理防御力を{0}アップ","0.6","物理防御力アップ+{0}","2160","0.6"
"101000103","1","16","0","3","50","18","0","4","99","0","0","1","2","3","0","味方全体のＴＰを固定量で{0}回復","0","","2160","0"
"101000201","0","4","0","5","1","1","0","2","1","0","0","1","2","2","0","味方単体のＨＰを{0}回復","7.5","ＨＰ回復量+{0}","2160","7.5"
"101000301","0","12","0","3","8","0","1","40","1","0","0","1","1","1","0","敵単体を暗闇状態にする","0","暗闇の確定成功Ｌｖ+1","2160","100"
"101001101","1","10","0","3","1","18","0","30","99","0","0","1","2","3","0","味方全体の魔法攻撃力を{0}アップ","30","魔法攻撃力アップ+{0}","2160","30"
"101001102","1","10","0","3","1","18","0","70","99","0","0","1","2","3","0","味方全体の魔法クリティカルを{0}アップ","100","","2160","0"
"101001103","1","10","0","3","1","18","0","120","99","0","0","1","2","3","0","味方全体の魔法攻撃クリティカル時のダメージを5％アップ","5","","2160","0"
"101001104","1","10","0","3","1","18","0","20","99","0","0","1","2","3","0","味方全体の物理防御力を{0}アップ","1.1","物理防御力アップ+{0}","2160","1.1"
"101001105","1","16","0","3","120","0","0","4","99","0","0","1","2","3","0","味方全体のＴＰを固定量で{0}回復","0","","2160","0"
