308956a09dad2979e255cb3c4243d70348183c443850c46b6b5fecb3d36e237c,f2ee0abae21a9a56f533f2b9e07f0660f9a308b9f678485b0ffd12996e8afcb2,6906a0e538749ef10940cb3b7395098e8816fde9e0238b202d44da250516b632,7bea19b46eea08d97b950021367c9287ea79db8bdb12144b9d69489c89a9d50f,5bcc772c2f138e5379cc9fbac3a0f5445f53cd890786e795e5b4d709ca392efa,7aba2174875c4b508760fb193edde74dd77c0cccc8d350779ff4c116a9dbf796,f77e1f54f8c741a55bfcedb30be73f5c83ffea5538d9d3b94ac28a145798d203,f0ed93abc137a628014a00249024ee0af4e399649e2943bf410f2a91553eef64,145994226c1e9c05407e449c1fe02ef6a94312392281839ed565681554d2c38f,61bfd31c4b6ada601f1ceedfee93446a6e4bc32943ee48854593b0619fe332fe,86b6e008ad0e266b937d42aac3687e23937a1da495d6fa30d6d4ba16d851e9d9,be2722441b26c17001f5a9a195e869615db99e3c76bf14e417358ccaeef60232,db74c17d1d1940e012039d47e02e3b40fb3c74f83d5b0766815a606fc68fa77b,ce387153fb9b19415e4e762e30c6a6153357086dd05d642719840b0d53f88d67,fc5a18475f162d50645e1c524fefd6e2097a1e5d598692fcf0c46815743985f0,f12bf8ea52733faf704e9a1504c47358a86992bc084a19136f04ae3bf3e23ff9,947fd0f9dd42518bb6a54a09c429f75dc2fa6b15ca890514f0f7ca63c6464faf,3b2c32b3bfb9646e236359488ad468776117e43818b0cd63a652f100c7277e23,2e32306775cff02fea79104e79597bd726d48bb74891beb5379f4e6a2418a3bf,4cab8b5f3546ccaeb26f410d20046e2bc03381882b1f13b3a5eea171bafa527d,858a10b73121d8585ec86582f66c88c885a2105b7ffba7d60373670ce95236df
"73","0","2000","90006","0","0","91002","2000","0","0","2","1","31042","0","8","4","4","1008","12","2","0"
"74","0","2500","90006","0","0","91002","2500","0","0","2","1","31042","0","8","5","5","1008","14","2","0"
"75","0","3000","90006","0","0","91002","3000","0","0","2","1","31042","0","8","6","6","1008","16","2","0"
"76","0","3500","90006","0","0","91002","3500","0","0","2","1","31042","0","8","7","7","1008","18","2","0"
"77","0","4000","90006","0","0","91002","4000","0","0","2","1","31042","0","8","8","8","1008","20","2","0"
"78","0","4500","90006","0","0","91002","4500","0","0","2","1","31042","0","8","9","9","1008","25","2","0"
"79","0","5000","90006","0","0","91002","5000","0","0","2","1","31042","0","8","10","-1","1008","30","2","0"
"80","0","500","90006","0","0","91002","500","0","0","2","1","31018","0","8","1","1","1009","5","2","0"
"81","0","1000","90006","0","0","91002","1000","0","0","2","1","31018","0","8","2","2","1009","8","2","0"
"82","0","1500","90006","0","0","91002","1500","0","0","2","1","31018","0","8","3","3","1009","10","2","0"
"83","0","2000","90006","0","0","91002","2000","0","0","2","1","31018","0","8","4","4","1009","12","2","0"
"84","0","2500","90006","0","0","91002","2500","0","0","2","1","31018","0","8","5","5","1009","14","2","0"
"85","0","3000","90006","0","0","91002","3000","0","0","2","1","31018","0","8","6","6","1009","16","2","0"
"86","0","3500","90006","0","0","91002","3500","0","0","2","1","31018","0","8","7","7","1009","18","2","0"
"87","0","4000","90006","0","0","91002","4000","0","0","2","1","31018","0","8","8","8","1009","20","2","0"
"88","0","4500","90006","0","0","91002","4500","0","0","2","1","31018","0","8","9","9","1009","25","2","0"
"89","0","5000","90006","0","0","91002","5000","0","0","2","1","31018","0","8","10","-1","1009","30","2","0"
"90","0","500","90006","0","0","91002","500","0","0","2","1","31025","0","8","1","1","1010","5","2","0"
"91","0","1000","90006","0","0","91002","1000","0","0","2","1","31025","0","8","2","2","1010","8","2","0"
"92","0","1500","90006","0","0","91002","1500","0","0","2","1","31025","0","8","3","3","1010","10","2","0"
"93","0","2000","90006","0","0","91002","2000","0","0","2","1","31025","0","8","4","4","1010","12","2","0"
"94","0","2500","90006","0","0","91002","2500","0","0","2","1","31025","0","8","5","5","1010","14","2","0"
"95","0","3000","90006","0","0","91002","3000","0","0","2","1","31025","0","8","6","6","1010","16","2","0"
"96","0","3500","90006","0","0","91002","3500","0","0","2","1","31025","0","8","7","7","1010","18","2","0"
"97","0","4000","90006","0","0","91002","4000","0","0","2","1","31025","0","8","8","8","1010","20","2","0"
"98","0","4500","90006","0","0","91002","4500","0","0","2","1","31025","0","8","9","9","1010","25","2","0"
"99","0","5000","90006","0","0","91002","5000","0","0","2","1","31025","0","8","10","-1","1010","30","2","0"
"100","0","500","90006","0","0","91002","500","0","0","2","1","31043","0","8","1","1","1011","5","2","0"
"101","0","1000","90006","0","0","91002","1000","0","0","2","1","31043","0","8","2","2","1011","8","2","0"
"102","0","1500","90006","0","0","91002","1500","0","0","2","1","31043","0","8","3","3","1011","10","2","0"
"103","0","2000","90006","0","0","91002","2000","0","0","2","1","31043","0","8","4","4","1011","12","2","0"
"104","0","2500","90006","0","0","91002","2500","0","0","2","1","31043","0","8","5","5","1011","14","2","0"
"105","0","3000","90006","0","0","91002","3000","0","0","2","1","31043","0","8","6","6","1011","16","2","0"
"106","0","3500","90006","0","0","91002","3500","0","0","2","1","31043","0","8","7","7","1011","18","2","0"
"107","0","4000","90006","0","0","91002","4000","0","0","2","1","31043","0","8","8","8","1011","20","2","0"
"108","0","4500","90006","0","0","91002","4500","0","0","2","1","31043","0","8","9","9","1011","25","2","0"
"109","0","5000","90006","0","0","91002","5000","0","0","2","1","31043","0","8","10","-1","1011","30","2","0"
"110","0","500","90006","0","0","91002","500","0","0","2","1","31022","0","8","1","1","1012","5","2","0"
"111","0","1000","90006","0","0","91002","1000","0","0","2","1","31022","0","8","2","2","1012","8","2","0"
"112","0","1500","90006","0","0","91002","1500","0","0","2","1","31022","0","8","3","3","1012","10","2","0"
"113","0","2000","90006","0","0","91002","2000","0","0","2","1","31022","0","8","4","4","1012","12","2","0"
"114","0","2500","90006","0","0","91002","2500","0","0","2","1","31022","0","8","5","5","1012","14","2","0"
"115","0","3000","90006","0","0","91002","3000","0","0","2","1","31022","0","8","6","6","1012","16","2","0"
"116","0","3500","90006","0","0","91002","3500","0","0","2","1","31022","0","8","7","7","1012","18","2","0"
"117","0","4000","90006","0","0","91002","4000","0","0","2","1","31022","0","8","8","8","1012","20","2","0"
"118","0","4500","90006","0","0","91002","4500","0","0","2","1","31022","0","8","9","9","1012","25","2","0"
"119","0","5000","90006","0","0","91002","5000","0","0","2","1","31022","0","8","10","-1","1012","30","2","0"
"120","0","500","90006","0","0","91002","500","0","0","2","1","31042","0","8","1","1","1013","5","2","0"
"121","0","1000","90006","0","0","91002","1000","0","0","2","1","31042","0","8","2","2","1013","8","2","0"
"122","0","1500","90006","0","0","91002","1500","0","0","2","1","31042","0","8","3","3","1013","10","2","0"
"123","0","2000","90006","0","0","91002","2000","0","0","2","1","31042","0","8","4","4","1013","12","2","0"
"124","0","2500","90006","0","0","91002","2500","0","0","2","1","31042","0","8","5","5","1013","14","2","0"
"125","0","3000","90006","0","0","91002","3000","0","0","2","1","31042","0","8","6","6","1013","16","2","0"
"126","0","3500","90006","0","0","91002","3500","0","0","2","1","31042","0","8","7","7","1013","18","2","0"
"127","0","4000","90006","0","0","91002","4000","0","0","2","1","31042","0","8","8","8","1013","20","2","0"
"128","0","4500","90006","0","0","91002","4500","0","0","2","1","31042","0","8","9","9","1013","25","2","0"
"129","0","5000","90006","0","0","91002","5000","0","0","2","1","31042","0","8","10","-1","1013","30","2","0"
"130","0","500","90006","0","0","91002","500","0","0","2","1","31018","0","8","1","1","1014","5","2","0"
"131","0","1000","90006","0","0","91002","1000","0","0","2","1","31018","0","8","2","2","1014","8","2","0"
"132","0","1500","90006","0","0","91002","1500","0","0","2","1","31018","0","8","3","3","1014","10","2","0"
"133","0","2000","90006","0","0","91002","2000","0","0","2","1","31018","0","8","4","4","1014","12","2","0"
"134","0","2500","90006","0","0","91002","2500","0","0","2","1","31018","0","8","5","5","1014","14","2","0"
"135","0","3000","90006","0","0","91002","3000","0","0","2","1","31018","0","8","6","6","1014","16","2","0"
"136","0","3500","90006","0","0","91002","3500","0","0","2","1","31018","0","8","7","7","1014","18","2","0"
"137","0","4000","90006","0","0","91002","4000","0","0","2","1","31018","0","8","8","8","1014","20","2","0"
"138","0","4500","90006","0","0","91002","4500","0","0","2","1","31018","0","8","9","9","1014","25","2","0"
"139","0","5000","90006","0","0","91002","5000","0","0","2","1","31018","0","8","10","-1","1014","30","2","0"
"140","0","500","90006","0","0","91002","500","0","0","2","1","31042","0","8","1","1","1015","5","2","0"
"141","0","1000","90006","0","0","91002","1000","0","0","2","1","31042","0","8","2","2","1015","8","2","0"
"142","0","1500","90006","0","0","91002","1500","0","0","2","1","31042","0","8","3","3","1015","10","2","0"
"143","0","2000","90006","0","0","91002","2000","0","0","2","1","31042","0","8","4","4","1015","12","2","0"
"144","0","2500","90006","0","0","91002","2500","0","0","2","1","31042","0","8","5","5","1015","14","2","0"
"145","0","3000","90006","0","0","91002","3000","0","0","2","1","31042","0","8","6","6","1015","16","2","0"
"146","0","3500","90006","0","0","91002","3500","0","0","2","1","31042","0","8","7","7","1015","18","2","0"
"147","0","4000","90006","0","0","91002","4000","0","0","2","1","31042","0","8","8","8","1015","20","2","0"
"148","0","4500","90006","0","0","91002","4500","0","0","2","1","31042","0","8","9","9","1015","25","2","0"
"149","0","5000","90006","0","0","91002","5000","0","0","2","1","31042","0","8","10","-1","1015","30","2","0"
"150","0","300","90006","0","0","91002","300","0","0","2","1","31043","0","8","1","1","1016","3","2","0"
"151","0","400","90006","0","0","91002","400","0","0","2","1","31043","0","8","2","2","1016","4","2","0"
"152","0","500","90006","0","0","91002","500","0","0","2","1","31043","0","8","3","3","1016","5","2","0"
"153","0","750","90006","0","0","91002","750","0","0","2","1","31043","0","8","4","4","1016","7","2","0"
"154","0","1000","90006","0","0","91002","1000","0","0","2","1","31043","0","8","5","5","1016","8","2","0"
"155","0","1500","90006","0","0","91002","1500","0","0","2","1","31043","0","8","6","6","1016","10","2","0"
"156","0","2000","90006","0","0","91002","2000","0","0","2","1","31043","0","8","7","-1","1016","12","2","0"
"157","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1019","0","0","0"
"158","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1019","4","2","0"
"159","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1019","8","2","0"
"160","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1019","12","2","0"
"161","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1019","16","2","0"
"162","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1020","0","0","0"
"163","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1020","4","2","0"
"164","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1020","8","2","0"
"165","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1020","12","2","0"
"166","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1020","16","2","0"
"167","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1021","0","0","0"
"168","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1021","4","2","0"
"169","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1021","8","2","0"
"170","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1021","12","2","0"
"171","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1021","16","2","0"
"172","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1022","0","0","0"
"173","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1022","4","2","0"
"174","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1022","8","2","0"
"175","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1022","12","2","0"
"176","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1022","16","2","0"
"177","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1023","0","0","0"
"178","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1023","4","2","0"
"179","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1023","8","2","0"
"180","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1023","12","2","0"
"181","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1023","16","2","0"
"182","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1024","0","0","0"
"183","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1024","4","2","0"
"184","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1024","8","2","0"
"185","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1024","12","2","0"
"186","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1024","16","2","0"
"187","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1025","0","0","0"
"188","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1025","4","2","0"
"189","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1025","8","2","0"
"190","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1025","12","2","0"
"191","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1025","16","2","0"
"192","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1026","0","0","0"
"193","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1026","4","2","0"
"194","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1026","8","2","0"
"195","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1026","12","2","0"
"196","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1026","16","2","0"
"197","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1027","0","0","0"
"198","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1027","4","2","0"
"199","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1027","8","2","0"
"200","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1027","12","2","0"
"201","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1027","16","2","0"
"202","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1028","0","0","0"
"203","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1028","4","2","0"
"204","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1028","8","2","0"
"205","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1028","12","2","0"
"206","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1028","16","2","0"
"207","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1029","0","0","0"
"208","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1029","4","2","0"
"209","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1029","8","2","0"
"210","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1029","12","2","0"
"211","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1029","16","2","0"
"212","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1030","0","0","0"
"213","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1030","4","2","0"
"214","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1030","8","2","0"
"215","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1030","12","2","0"
"216","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1030","16","2","0"
"217","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1031","0","0","0"
"218","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1031","4","2","0"
"219","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1031","8","2","0"
"220","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1031","12","2","0"
"221","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1031","16","2","0"
"222","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1032","0","0","0"
"223","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1032","4","2","0"
"224","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1032","8","2","0"
"225","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1032","12","2","0"
"226","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1032","16","2","0"
"227","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1033","0","0","0"
"228","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1033","4","2","0"
"229","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1033","8","2","0"
"230","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1033","12","2","0"
"231","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1033","16","2","0"
"232","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1034","0","0","0"
"233","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1034","4","2","0"
"234","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1034","8","2","0"
"235","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1034","12","2","0"
"236","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1034","16","2","0"
"237","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1035","0","0","0"
"238","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1035","4","2","0"
"239","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1035","8","2","0"
"240","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1035","12","2","0"
"241","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1035","16","2","0"
"242","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1036","0","0","0"
"243","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1036","4","2","0"
"244","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1036","8","2","0"
"245","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1036","12","2","0"
"246","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1036","16","2","0"
"247","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1037","0","0","0"
