1b4ac99cc3d6528a1c9c4e69ac2f71fce9eb1319f093b30b45d781603e74c710,92826f85e4cf94156e74c1e336c6f843cf4b95eae9a257bf90386d4a4fd21ab8,dbf0e2b9762e7a950c185171405c411b7a252fe9a1bbbaf578596b063e86e55b,a351a954fe4c7feebe9aa39385e7537dd96c8c1ecca2a1a51ecfe4554436e0f6,4401c6d0d4a2c025ee55d77f3fd4ec624ec09c676e9e021494b3f2a5d6e423a6,90a2ec7ca6d01bfdb5f32a19fc78690cb723a8e293a7d58edf6773f53809faac,2c2f8998ec9097d311d2684a1f79ba0b59b361fa27c274114ac89ccc465c66e6,85a77a4bb462328aaba24e30963169a90cf8b06ec51c04e0332d473d4a3be86d,7535c01130da8e73d34754d9b141b0aed6e07f80144e758f032f4d3d20d9c5b6,2fff0634bbeebdb27c95abbbe4704ab3f43c653f49a42f66797636482f859c82,98ff593321953c278fc6964e4968b1703be2da1951c3ace47cb5b794c1d99a2b
"1220012","pkb_idle_normal","113411","pkb_talk_handsup","1","","0","22","0","0.2","3"
"1220013","","1220010","","","","","22","","","91"
"1220014","","113411","pkb_idle_normal","","","1","22","","0.2","3"
"1230001","170","1","113411","-150","pkb_idle_normal","100","23","1","1.6","1"
"1230002","-20","1","113511","-150","pkb_idle_normal","100","23","0","1.6","1"
"1230003","","113411","pkb_talk_normal","","","1","23","","0.2","3"
"1230004","0","vo_minigame_1006","vo_minigame_1006_top_talk_2_201","","","0","23","","","21"
"1230005","0","113411","ミサト先生も一緒に\n応援しようよ！","0","-1.5","8","23","0","0","11"
"1230006","","0","","","","","23","","","91"
"1230007","","113411","pkb_idle_normal","","","1","23","","0.2","3"
"1230008","","113511","pkb_talk_normal","","","1","23","","0.2","3"
"1230009","0","vo_minigame_1006","vo_minigame_1006_top_talk_2_102","","","0","23","","","21"
"1230010","0","113511","あらあら\n楽しそうね～♪\nフレーフレー！","0","3","5","23","0","0","11"
"1230011","","4","","","","","23","","","93"
"1230012","pkb_talk_fun","113511","pkb_talk_fun","0","","0","23","0.2","0.2","3"
"1230013","","2.7","","","","","23","","","93"
"1230014","pkb_talk_joy1","113511","pkb_idle_normal","1","","0","23","0.2","0.2","3"
"1230015","","1230010","","","","","23","","","91"
"1230016","","113511","pkb_idle_normal","","","1","23","","0.2","3"
"1240001","170","1","113511","-150","pkb_idle_normal","100","24","1","1.6","1"
"1240002","-20","3","3","-130","pkb_idle_normal","100","24","0","55","5"
"1240003","","113511","pkb_talk_joy3","","","1","24","","0.2","3"
"1240004","0","vo_minigame_1006","vo_minigame_1006_top_talk_3_101","","","0","24","","","21"
"1240005","0","113511","ダイチくんったら\nすごい気合いね～！\nでも、無理しちゃ\n駄目ですよ～？","0","-1","6","24","0","0","11"
"1240006","","4","","","","","24","","","93"
"1240007","","113511","pkb_talk_wish","","","1","24","","0.2","3"
"1240008","","1240005","","","","","24","","","91"
"1240009","","113511","pkb_idle_normal","","","1","24","","0.2","3"
"1240010","","3","pkb_talk_normal","","","1","24","","0.2","3"
"1240011","0","vo_minigame_1006","vo_minigame_1006_top_talk_3_602","","","0","24","","","21"
"1240012","0","3","わかってるっつーの\nけどよ、ビーチベース\nボールが楽しくて\n仕方ねえんだよ！","0","-1","6","24","0","0","11"
"1240013","","2","","","","","24","","","93"
"1240014","pkb_idle_doya","3","pkb_talk_doya","1","","0","24","","0.2","3"
"1240015","","1240012","","","","","24","","","91"
"1240016","","3","pkb_idle_normal","","","1","24","","0.2","3"
"1250001","-20","3","3","-130","pkb_idle_normal","100","25","0","55","5"
"1250002","170","1","113511","-150","pkb_idle_normal","100","25","1","1.6","1"
"1250003","pkb_idle_arm_crossed","3","pkb_talk_arm_crossed","1","","0","25","0.2","0.2","3"
"1250004","0","vo_minigame_1006","vo_minigame_1006_top_talk_4_601","","","0","25","","","21"
"1250005","0","3","今の俺たちなら\n全国行けるぜ！\n絶対に夢を\n叶えようぜ！","0","-0.5","8","25","0","0","11"
"1250006","","3","","","","","25","","","93"
"1250007","pkb_idle_guts","3","pkb_talk_guts","1","","0","25","","0.2","3"
"1250008","","1250005","","","","","25","","","91"
"1250009","","3","pkb_idle_normal","","","1","25","","0.2","3"
"1250010","","113511","pkb_talk_wish","","","1","25","","0.2","3"
"1250011","0","vo_minigame_1006","vo_minigame_1006_top_talk_4_102","","","0","25","","","21"
"1250012","0","113511","ええ、あなたたちなら\n行けるって信じてるわ\n頑張りましょう～♪","0","1","6","25","0","0","11"
"1250013","","5.6","","","","","25","","","93"
"1250014","pkb_idle_normal","113511","pkb_talk_handsup","1","","0","25","0.2","0.2","3"
"1250015","","0","","","","","25","","","91"
"1250016","","113511","pkb_idle_normal","","","1","25","","0.2","3"
"1260001","170","1","113511","-150","pkb_idle_normal","100","26","1","1.6","1"
"1260002","-20","1","1","-130","pkb_idle_normal","100","26","0","55","5"
"1260003","","113511","pkb_talk_joy3","","","1","26","","0.2","3"
"1260004","0","vo_minigame_1006","vo_minigame_1006_top_talk_5_101","","","0","26","","","21"
"1260005","0","113511","ふふ、先生も\n練習のお手伝いを\nしますからね～","0","0","6","26","0","0","11"
"1260006","","0","","","","","26","","","91"
"1260007","","113511","pkb_idle_normal","","","1","26","","0.2","3"
"1260008","pkb_idle_guts","1","pkb_talk_guts","1","","0","26","0.2","0.2","3"
"1260009","0","vo_minigame_1006","vo_minigame_1006_top_talk_5_702","","","0","26","","","21"
"1260010","0","1","先生、ありがとう\nございます！\n俺も気合い入れて\n頑張ります！","0","-1","8","26","0","0","11"
"1260011","","0","","","","","26","","","91"
"1260012","","1","pkb_idle_normal","","","1","26","","0.2","3"
"1270001","-20","1","1","-130","pkb_idle_normal","100","27","0","55","5"
"1270002","170","1","113511","-150","pkb_idle_normal","100","27","1","1.6","1"
"1270003","pkb_idle_arm_crossed","1","pkb_talk_arm_crossed","1","","0","27","0.2","0.2","3"
"1270004","0","vo_minigame_1006","vo_minigame_1006_top_talk_6_701","","","0","27","","","21"
"1270005","0","1","今日もボールが\nピカピカだ…\nきっと先生が\n磨いてくれたんだ…！","0","-0.5","8","27","0","0","11"
"1270006","","2.6","","","","","27","","","93"
"1270007","pkb_idle_guts","1","pkb_talk_guts","1","","0","27","0.2","0.2","3"
"1270008","","1270005","","","","","27","","","91"
"1270009","","1","pkb_idle_normal","","","1","27","","0.2","3"
"1270010","","113511","pkb_talk_joy3","","","1","27","","0.2","3"
"1270011","0","vo_minigame_1006","vo_minigame_1006_top_talk_6_102","","","0","27","","","21"
"1270012","0","113511","私にできることを\nしただけですよ～\nみんなが気持ちよく\n練習できたらなって♪","0","0.5","6","27","0","0","11"
"1270013","","4","","","","","27","","","93"
"1270014","","113511","pkb_talk_wish","","","1","27","","0.2","3"
"1270015","","1270012","","","","","27","","","91"
"1270016","","113511","pkb_idle_normal","","","1","27","","0.2","3"
"1280001","170","1","113411","-150","pkb_idle_normal","100","28","1","1.6","1"
"1280002","-20","3","3","-130","pkb_idle_normal","100","28","0","55","5"
"1280003","pkb_talk_joy1","113411","pkb_talk_yell","1","","0","28","0.2","0.2","3"
"1280004","0","vo_minigame_1006","vo_minigame_1006_top_talk_7_201","","","0","28","","","21"
"1280005","0","113411","みんな、頑張れ～♪\nかっこいいところ\n期待してるよー！\nファイトファイト～！","0","-0.5","8","28","0","0","11"
"1280006","","4.6","","","","","28","","","93"
"1280007","pkb_idle_normal","113411","pkb_talk_fun","1","","0","28","0.2","0.2","3"
"1280008","","1280005","","","","","28","","","91"
"1280009","","113411","pkb_idle_normal","","","1","28","","0.2","3"
"1280010","pkb_idle_guts","3","pkb_talk_guts","1","","0","28","","0.2","3"
"1280011","0","vo_minigame_1006","vo_minigame_1006_top_talk_7_602","","","0","28","","","21"
"1280012","0","3","応援が沁みるぜ…\nハツネちゃんに\nいいとこ見せるぞ！\nうおおぉぉ！！","0","0","8","28","0","0","11"
"1280013","","5","","","","","28","","","93"
"1280014","pkb_idle_normal","3","pkb_talk_handsup","1","","0","28","","0.2","3"
"1280015","","1280012","","","","","28","","","91"
"1280016","","3","pkb_idle_normal","","","1","28","","0.2","3"
"1290001","-20","3","3","-130","pkb_idle_normal","100","29","0","55","5"
"1290002","170","1","113411","-150","pkb_idle_normal","100","29","1","1.6","1"
"1290003","pkb_idle_arm_crossed","3","pkb_talk_arm_crossed","1","","0","29","0.2","0.2","3"
"1290004","0","vo_minigame_1006","vo_minigame_1006_top_talk_8_601","","","0","29","","","21"
"1290005","0","3","かなりハードな練習に\nなりそうなんだ\nビシッと気合いが入る\n応援を頼むぜ！","0","-1","8","29","0","0","11"
"1290006","","2.8","","","","","29","","","93"
"1290007","pkb_idle_guts","3","pkb_talk_guts","1","","0","29","","0.2","3"
"1290008","","1290005","","","","","29","","","91"
"1290009","","3","pkb_idle_normal","","","1","29","","0.2","3"
"1290010","","113411","pkb_talk_joy1","","","1","29","","0.2","3"
"1290011","0","vo_minigame_1006","vo_minigame_1006_top_talk_8_202","","","0","29","","","21"
"1290012","0","113411","任せてよ！\nいつもよりいっぱい\n応援しちゃうよ～！","0","-0.5","8","29","0","0","11"
"1290013","","2.2","","","","","29","","","93"
"1290014","pkb_smile","113411","pkb_talk_fun","0","","0","29","0.4","0.2","3"
"1290015","","2.2","","","","","29","","","93"
"1290016","","113411","pkb_idle_normal","","","1","29","","0.2","3"
"1290017","","1290012","","","","","29","","","91"
"1290018","","113411","pkb_idle_normal","","","1","29","","0.2","3"
"1300001","170","1","113411","-150","pkb_idle_normal","100","30","1","1.6","1"
"1300002","-20","1","1","-130","pkb_idle_normal","100","30","0","55","5"
"1300003","","113411","pkb_talk_joy1","","","1","30","","0.2","3"
"1300004","0","vo_minigame_1006","vo_minigame_1006_top_talk_9_201","","","0","30","","","21"
"1300005","0","113411","いっぱい応援するから\n今日も練習頑張ってね\n目指せ、全国大会～！","0","1","8","30","0","0","11"
"1300006","","5","","","","","30","","","93"
"1300007","pkb_idle_normal","113411","pkb_talk_handsup","1","","0","30","","0.2","3"
"1300008","","1300005","","","","","30","","","91"
"1300009","","113411","pkb_idle_normal","","","1","30","","0.2","3"
"1300010","","1","pkb_talk_normal","","","1","30","","0.2","3"
"1300011","0","vo_minigame_1006","vo_minigame_1006_top_talk_9_702","","","0","30","","","21"
"1300012","0","1","ハツネちゃんの応援は\n俺たちの力に\nなってるよ\nいつもありがとう！","0","-1","8","30","0","0","11"
"1300013","","3.3","","","","","30","","","93"
"1300014","pkb_idle_guts","1","pkb_talk_guts","1","","0","30","","0.2","3"
"1300015","","1300012","","","","","30","","","91"
"1300016","","1","pkb_idle_normal","","","1","30","","0.2","3"
"1310001","-20","1","1","-130","pkb_idle_normal","100","31","0","55","5"
"1310002","170","1","113411","-150","pkb_idle_normal","100","31","1","1.6","1"
"1310003","pkb_idle_arm_crossed","1","pkb_talk_arm_crossed","1","","0","31","0.2","0.2","3"
"1310004","0","vo_minigame_1006","vo_minigame_1006_top_talk_10_701","","","0","31","","","21"
"1310005","0","1","キャプテンとして\nもっと上手くなって\nみんなを引っ張って\nいかないと！","0","-1.5","8","31","0","0","11"
"1310006","","3.6","","","","","31","","","93"
"1310007","pkb_idle_doya","1","pkb_talk_doya","1","","0","31","","0.2","3"
"1310008","","1310005","","","","","31","","","91"
"1310009","","1","pkb_idle_normal","","","1","31","","0.2","3"
"1310010","","113411","pkb_talk_joy1","","","1","31","","0.2","3"
"1310011","0","vo_minigame_1006","vo_minigame_1006_top_talk_10_202","","","0","31","","","21"
"1310012","0","113411","おっ、アサヒくん！\n気合い入ってるね！\nその意気なのだ～！\n頑張れ頑張れ～☆","0","-0.5","8","31","0","0","11"
"1310013","","3.6","","","","","31","","","93"
"1310014","pkb_talk_fun","113411","pkb_talk_fun","0","","0","31","","0.2","3"
"1310015","","3","","","","","31","","","93"
"1310016","","113411","pkb_idle_normal","","","1","31","","0.2","3"
"1310017","","1310012","","","","","31","","","91"
"1320001","-20","2","2","-130","pkb_idle_normal","100","32","0","55","5"
"1320002","170","1","113411","-150","pkb_idle_normal","100","32","1","1.6","1"
"1320003","pkb_idle_guts","2","pkb_talk_guts","1","","0","32","","0.2","3"
"1320004","0","vo_minigame_1006","vo_minigame_1006_top_talk_11_801","","","0","32","","","21"
"1320005","0","2","ハツネちゃん…\nホームラン打つって\n約束するから\nしっかり見ててくれよ","0","0","8","32","0","0","11"
"1320006","","5","","","","","32","","","93"
"1320007","pkb_idle_doya","2","pkb_talk_doya","1","","0","32","","0.2","3"
"1320008","","1320005","","","","","32","","","91"
"1320009","","2","pkb_idle_normal","","","1","32","","0.2","3"
"1320010","","113411","pkb_talk_joy2","","","1","32","","0.2","3"
"1320011","0","vo_minigame_1006","vo_minigame_1006_top_talk_11_202","","","0","32","","","21"
"1320012","0","113411","うん、わかった！\n特大ホームランを\nよろしくねー！\n期待してるよ～！","0","0","8","32","0","0","11"
"1320013","","4.6","","","","","32","","","93"
"1320014","pkb_idle_normal","113411","pkb_hatsune_kiran","1","","0","32","0.2","0.2","3"
"1320015","","1320012","","","","","32","","","91"
"1320016","","113411","pkb_idle_normal","","","1","32","","0.2","3"
"1330001","170","1","102311","-150","pkb_idle_normal","100","33","1","1.6","1"
"1330002","-20","2","2","-130","pkb_idle_normal","100","33","0","55","5"
"1330003","","102311","pkb_talk_normal","","","1","33","","0.2","3"
"1330004","0","vo_minigame_1006","vo_minigame_1006_top_talk_12_401","","","0","33","","","21"
"1330005","0","102311","声出し練習やろうよ！\n「ぷうきち\nフルスイング」って\n大声で百回～！","0","-0.5","8","33","0","0","11"
"1330006","","1.6","","","","","33","","","93"
"1330007","pkb_talk_joy1","102311","pkb_talk_yell","1","","0","33","0.2","0.2","3"
"1330008","","1330005","","","","","33","","","91"
"1330009","","102311","pkb_idle_normal","","","1","33","","0.2","3"
"1330010","0","vo_minigame_1006","vo_minigame_1006_top_talk_12_802","","","0","33","","","21"
"1330011","0","2","ぷ、ぷうきち\nフルスイーング！\n…これはこれで\nキツい練習だな","0","0","8","33","0","0","11"
