53d6803a602413e71b74850f22a0100d7b97ee536a50f0292bf8fb3db24e7054,5cd7eb107a751ca4d795e6b2bd7a21409339b6411fb682b61d449d0e1aabc5f6,f56b2e5c2f6d91aaa09679966235f9212908f29208c3359b192bcf21fe0b5054,11b65ffd7ce5df5f73879ffd59b5f84017b8ab145fa2e20c1d32d7b34e842466,2308339032b06fe33484d13ffb83a8c7f82a1729a75bcf06923e3a49bd11a4bf,a7fbdc2a12b872fa89ad026d2a7351f382986fabf389834a6165c2f0de8691f9,2624d88d9f2a6755b2f2ef89b771a2e5a89e55754e91516df01dc61efba50451,adca7624e1d7f0a776e6488674f416f0c1bc61f8bd9e199987214f11030436bf
"100602","1006","物理攻撃アップ90秒","41850000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100602"
"100603","1006","物理防御ダウン90秒","40500000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100603"
"100604","1006","魔法防御ダウン90秒","39150000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100604"
"100605","1006","魔法攻撃アップ90秒","37800000000000","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1","100605"
"100606","1006","物理攻撃アップ90秒","36000000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100606"
"100607","1006","毎秒ＨＰ回復90秒","34650000000000","バトル開始から90秒間、味方のＨＰが毎秒回復","36000","1","100607"
"100608","1006","物理攻撃アップ90秒","33300000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100608"
"100609","1006","物理攻撃アップ90秒","31500000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100609"
"100610","1006","魔法防御ダウン90秒","30150000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100610"
"100611","1006","魔法攻撃アップ90秒","28800000000000","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1","100611"
"100612","1006","物理攻撃アップ90秒","27000000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100612"
"100613","1006","物理防御ダウン90秒","25650000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100613"
"100614","1006","魔法防御ダウン90秒","24300000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100614"
"100615","1006","魔法攻撃アップ90秒","22950000000000","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1","100615"
"100616","1006","物理攻撃アップ90秒","21150000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100616"
"100617","1006","毎秒ＨＰ回復90秒","19800000000000","バトル開始から90秒間、味方のＨＰが毎秒回復","36000","1","100617"
"100618","1006","物理攻撃アップ90秒","18450000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100618"
"100619","1006","物理攻撃アップ90秒","16650000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100619"
"100620","1006","魔法防御ダウン90秒","15300000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100620"
"100621","1006","物理防御ダウン90秒","13950000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100621"
"100622","1006","魔法攻撃アップ90秒","12150000000000","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1","100622"
"100623","1006","物理攻撃アップ90秒","10800000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100623"
"100624","1006","毎秒ＨＰ回復90秒","9450000000000","バトル開始から90秒間、味方のＨＰが毎秒回復","36000","1","100624"
"100625","1006","魔法防御ダウン90秒","8100000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100625"
"100626","1006","ＴＰ150アップ","6300000000000","バトル開始時、味方のＴＰが150アップ","36000","1","100626"
"100627","1006","無敵10秒","4950000000000","バトル開始から10秒間、味方が無敵状態になる","36000","1","100627"
"100628","1006","魔法攻撃アップ90秒","3600000000000","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1","100628"
"100629","1006","物理攻撃アップ90秒","1800000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100629"
"100630","1006","魔法防御ダウン90秒","450000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100630"
"100701","1007","毎秒ＴＰアップ90秒","27160000000000","バトル開始から90秒間、味方のＴＰが毎秒アップ","36000","1","100701"
"100702","1007","ＴＰ50アップ","26040000000000","バトル開始時、味方のＴＰが50アップ","36000","1","100702"
"100703","1007","火傷ダメージ10秒","25200000000000","バトル開始から10秒間、敵が火傷状態になる","36000","1","100703"
"100704","1007","物理防御ダウン90秒","24360000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100704"
"100705","1007","物理防御ダウン90秒","23520000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100705"
"100706","1007","物理攻撃アップ90秒","22400000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100706"
"100707","1007","魔法攻撃アップ90秒","21560000000000","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1","100707"
"100708","1007","火傷ダメージ10秒","20720000000000","バトル開始から10秒間、敵が火傷状態になる","36000","1","100708"
"100709","1007","物理防御ダウン90秒","19600000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100709"
"100710","1007","物理攻撃アップ90秒","18760000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100710"
"100711","1007","毎秒ＴＰアップ90秒","17920000000000","バトル開始から90秒間、味方のＴＰが毎秒アップ","36000","1","100711"
"100712","1007","火傷ダメージ10秒","16800000000000","バトル開始から10秒間、敵が火傷状態になる","36000","1","100712"
"100713","1007","物理防御ダウン90秒","15960000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100713"
"100714","1007","魔法防御ダウン90秒","15120000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100714"
"100715","1007","魔法攻撃アップ90秒","14280000000000","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1","100715"
"100716","1007","物理攻撃アップ90秒","13160000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100716"
"100717","1007","ＴＰ100アップ","12320000000000","バトル開始時、味方のＴＰが100アップ","36000","1","100717"
"100718","1007","物理防御ダウン90秒","11480000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100718"
"100719","1007","魔法防御ダウン90秒","10360000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100719"
"100720","1007","物理攻撃アップ90秒","9520000000000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1","100720"
"100721","1007","毎秒ＴＰアップ90秒","8680000000000","バトル開始から90秒間、味方のＴＰが毎秒アップ","36000","1","100721"
"100722","1007","ＴＰ150アップ","7560000000000","バトル開始時、味方のＴＰが150アップ","36000","1","100722"
"100723","1007","火傷ダメージ10秒","6720000000000","バトル開始から10秒間、敵が火傷状態になる","36000","1","100723"
"100724","1007","物理防御ダウン90秒","5880000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100724"
"100725","1007","魔法防御ダウン90秒","5040000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100725"
"100726","1007","ＴＰ150アップ","3920000000000","バトル開始時、味方のＴＰが150アップ","36000","1","100726"
"100727","1007","無敵10秒","3080000000000","バトル開始から10秒間、味方が無敵状態になる","36000","1","100727"
"100728","1007","火傷ダメージ10秒","2240000000000","バトル開始から10秒間、敵が火傷状態になる","36000","1","100728"
"100729","1007","物理防御ダウン90秒","1120000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100729"
"100730","1007","魔法防御ダウン90秒","280000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100730"
"100801","1008","毒ダメージ10秒","43650000000000","バトル開始から10秒間、敵が毒状態になる","36000","1","100801"
"100802","1008","物理攻撃ダウン90秒","41850000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100802"
"100803","1008","物理攻撃ダウン90秒","40500000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100803"
"100804","1008","物理防御ダウン90秒","39150000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100804"
"100805","1008","物理防御ダウン90秒","37800000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100805"
"100806","1008","物理攻撃ダウン90秒","36000000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100806"
"100807","1008","物理攻撃ダウン90秒","34650000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100807"
"100808","1008","物理防御ダウン90秒","33300000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100808"
"100809","1008","物理防御ダウン90秒","31500000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100809"
"100810","1008","魔法攻撃ダウン90秒","30150000000000","バトル開始から90秒間、敵の魔法攻撃力がダウン","36000","1","100810"
"100811","1008","毒ダメージ10秒","28800000000000","バトル開始から10秒間、敵が毒状態になる","36000","1","100811"
"100812","1008","物理攻撃ダウン90秒","27000000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100812"
"100813","1008","物理攻撃ダウン90秒","25650000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100813"
"100814","1008","物理防御ダウン90秒","24300000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100814"
"100815","1008","魔法防御ダウン90秒","22950000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100815"
"100816","1008","物理攻撃ダウン90秒","21150000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100816"
"100817","1008","物理攻撃ダウン90秒","19800000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100817"
"100818","1008","物理防御ダウン90秒","18450000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100818"
"100819","1008","魔法防御ダウン90秒","16650000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100819"
"100820","1008","物理攻撃ダウン90秒","15300000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100820"
"100821","1008","毒ダメージ10秒","13950000000000","バトル開始から10秒間、敵が毒状態になる","36000","1","100821"
"100822","1008","物理攻撃ダウン90秒","12150000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100822"
"100823","1008","物理攻撃ダウン90秒","10800000000000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1","100823"
"100824","1008","物理防御ダウン90秒","9450000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100824"
"100825","1008","物理防御ダウン90秒","8100000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100825"
"100826","1008","ＴＰ150アップ","6300000000000","バトル開始時、味方のＴＰが150アップ","36000","1","100826"
"100827","1008","無敵10秒","4950000000000","バトル開始から10秒間、味方が無敵状態になる","36000","1","100827"
"100828","1008","物理防御ダウン90秒","3600000000000","バトル開始から90秒間、敵の物理防御力がダウン","36000","1","100828"
"100829","1008","魔法防御ダウン90秒","1800000000000","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1","100829"
"100830","1008","毒ダメージ10秒","450000000000","バトル開始から10秒間、敵が毒状態になる","36000","1","100830"
