ec711f62af5ef51799df5c08f197397a28fc4a92b4b640a40c512ef50f3325a6,2f7d2b42eb216ca3789ded4c04643af9d7ac2f936888235adfda64921c92e64f,3c20847f37b50261b501e1329883b7e3038b9674498c17647cdddeec92c61308,158fe0e909bc90da5e4fa331da17260f93aaacb78900971b2f919d1d90a9a7d1,ffdedc27ee8f56704b8fab9d3ab5b19939b32fef3723e51dcbe1c7880974f1b8,f1a617bef1d3ace5526f137a55d8ab9b66f24230e85dc561628927e04bee29f1,924036ee46b003746ca309eb91c159fd6176017a36e5b8ba81010645ba69c704,4977c3c9e6e32b92d74587836c3bee88a919fbd26c150aa4d70f3912a85d392f
"0","0","0","1","0","220","1","2351"
"0","0","0","2","0","84","2","2411"
"0","0","0","2","0","168","2","2421"
"0","0","0","2","0","252","2","2431"
"0","0","0","2","0","336","2","2441"
"0","0","0","2","0","420","2","2451"
"0","0","0","4","0","86","5","2511"
"0","0","0","4","0","172","5","2521"
"0","0","0","4","0","258","5","2531"
"0","0","0","4","0","344","5","2541"
"0","0","0","4","0","430","5","2551"
"5","4","3","100","2","1","1","2611"
"5","4","3","100","2","2","1","2621"
"5","4","3","100","2","3","1","2631"
"0","0","0","3","0","36","1","2711"
"0","0","0","3","0","72","1","2721"
"0","0","0","3","0","108","1","2731"
"0","0","0","3","0","144","1","2741"
"0","0","0","3","0","180","1","2751"
"0","0","0","4","0","86","4","2811"
"0","0","0","4","0","172","4","2821"
"0","0","0","4","0","258","4","2831"
"0","0","0","4","0","344","4","2841"
"0","0","0","4","0","430","4","2851"
"0","0","0","7","0","10","5","2911"
"0","0","0","7","0","20","5","2921"
"0","0","0","7","0","30","5","2931"
"0","0","0","7","0","40","5","2941"
"0","0","0","7","0","50","5","2951"
"0","0","0","3","0","36","2","3011"
"0","0","0","3","0","72","2","3021"
"0","0","0","3","0","108","2","3031"
"0","0","0","3","0","144","2","3041"
"0","0","0","3","0","180","2","3051"
"0","0","0","1","0","46","3","3111"
"0","0","0","1","0","92","3","3121"
"0","0","0","1","0","138","3","3131"
"0","0","0","1","0","184","3","3141"
"0","0","0","1","0","230","3","3151"
"0","0","0","4","0","88","4","3211"
"0","0","0","4","0","176","4","3221"
"0","0","0","4","0","264","4","3231"
"0","0","0","4","0","352","4","3241"
"0","0","0","4","0","440","4","3251"
"0","0","0","4","0","86","1","3311"
"0","0","0","4","0","172","1","3321"
"0","0","0","4","0","258","1","3331"
"0","0","0","4","0","344","1","3341"
"0","0","0","4","0","430","1","3351"
"0","0","0","2","0","86","2","3411"
"0","0","0","2","0","172","2","3421"
"0","0","0","2","0","258","2","3431"
"0","0","0","2","0","344","2","3441"
"0","0","0","2","0","430","2","3451"
"0","0","0","5","0","38","3","3511"
"0","0","0","5","0","76","3","3521"
"0","0","0","5","0","114","3","3531"
"0","0","0","5","0","152","3","3541"
"0","0","0","5","0","190","3","3551"
"0","0","0","2","0","86","4","3611"
"0","0","0","2","0","172","4","3621"
"0","0","0","2","0","258","4","3631"
"0","0","0","2","0","344","4","3641"
"0","0","0","2","0","430","4","3651"
"0","0","0","4","0","88","5","3711"
"0","0","0","4","0","176","5","3721"
"0","0","0","4","0","264","5","3731"
"0","0","0","4","0","352","5","3741"
"0","0","0","4","0","440","5","3751"
"0","0","0","1","0","44","2","3811"
"0","0","0","1","0","88","2","3821"
"0","0","0","1","0","132","2","3831"
"0","0","0","1","0","176","2","3841"
"0","0","0","1","0","220","2","3851"
"0","0","0","4","0","86","3","3911"
"0","0","0","4","0","172","3","3921"
"0","0","0","4","0","258","3","3931"
"0","0","0","4","0","344","3","3941"
"0","0","0","4","0","430","3","3951"
"0","0","0","3","0","36","5","4011"
"0","0","0","3","0","72","5","4021"
"0","0","0","3","0","108","5","4031"
"0","0","0","3","0","144","5","4041"
"0","0","0","3","0","180","5","4051"
"0","0","0","7","0","10","2","4111"
"0","0","0","7","0","20","2","4121"
"0","0","0","7","0","30","2","4131"
"0","0","0","7","0","40","2","4141"
"0","0","0","7","0","50","2","4151"
"0","0","0","2","0","88","1","4211"
"0","0","0","2","0","176","1","4221"
"0","0","0","2","0","264","1","4231"
"0","0","0","2","0","352","1","4241"
"0","0","0","2","0","440","1","4251"
"0","0","0","3","0","38","4","4311"
"0","0","0","3","0","76","4","4321"
"0","0","0","3","0","114","4","4331"
"0","0","0","3","0","152","4","4341"
"0","0","0","3","0","190","4","4351"
"0","0","0","1","0","58","5","4411"
"0","0","0","1","0","116","5","4421"
"0","0","0","1","0","174","5","4431"
"0","0","0","1","0","232","5","4441"
"0","0","0","1","0","290","5","4451"
"0","0","0","2","0","88","2","4511"
"0","0","0","2","0","176","2","4521"
"0","0","0","2","0","264","2","4531"
"0","0","0","2","0","352","2","4541"
"0","0","0","2","0","440","2","4551"
"0","0","0","2","0","86","3","4611"
"0","0","0","2","0","172","3","4621"
"0","0","0","2","0","258","3","4631"
"0","0","0","2","0","344","3","4641"
"0","0","0","2","0","430","3","4651"
"0","0","0","7","0","10","4","4711"
"0","0","0","7","0","20","4","4721"
"0","0","0","7","0","30","4","4731"
"0","0","0","7","0","40","4","4741"
"0","0","0","7","0","50","4","4751"
"0","0","0","3","0","38","1","4811"
"0","0","0","3","0","76","1","4821"
"0","0","0","3","0","114","1","4831"
"0","0","0","3","0","152","1","4841"
"0","0","0","3","0","190","1","4851"
"0","0","0","5","0","38","2","4911"
"0","0","0","5","0","76","2","4921"
"0","0","0","5","0","114","2","4931"
"0","0","0","5","0","152","2","4941"
"0","0","0","5","0","190","2","4951"
"0","0","0","2","0","86","5","5011"
"0","0","0","2","0","172","5","5021"
"0","0","0","2","0","258","5","5031"
"0","0","0","2","0","344","5","5041"
"0","0","0","2","0","430","5","5051"
"0","0","0","4","0","88","1","5111"
"0","0","0","4","0","176","1","5121"
"0","0","0","4","0","264","1","5131"
"0","0","0","4","0","352","1","5141"
"0","0","0","4","0","440","1","5151"
"0","0","0","3","0","36","3","5211"
"0","0","0","3","0","72","3","5221"
"0","0","0","3","0","108","3","5231"
"0","0","0","3","0","144","3","5241"
"0","0","0","3","0","180","3","5251"
"0","0","0","7","0","15","4","5311"
"0","0","0","7","0","30","4","5321"
"0","0","0","7","0","45","4","5331"
"0","0","0","7","0","60","4","5341"
"0","0","0","7","0","75","4","5351"
"5","4","3","101","2","1","1","5411"
"5","4","3","101","2","2","1","5421"
"5","4","3","101","2","3","1","5431"
"0","0","0","4","0","90","1","5511"
"0","0","0","4","0","180","1","5521"
"0","0","0","4","0","270","1","5531"
"0","0","0","4","0","360","1","5541"
"0","0","0","4","0","450","1","5551"
"0","0","0","100","0","1","2","5611"
"0","0","0","100","0","2","2","5621"
"0","0","0","6","0","10","5","5711"
"0","0","0","6","0","20","5","5721"
"0","0","0","6","0","30","5","5731"
"0","0","0","6","0","40","5","5741"
"0","0","0","6","0","50","5","5751"
"0","0","0","2","0","90","2","5811"
"0","0","0","2","0","180","2","5821"
"0","0","0","2","0","270","2","5831"
"0","0","0","2","0","360","2","5841"
"0","0","0","2","0","450","2","5851"
"0","0","0","1","0","48","3","5911"
"0","0","0","1","0","96","3","5921"
"0","0","0","1","0","144","3","5931"
"0","0","0","1","0","192","3","5941"
"0","0","0","1","0","240","3","5951"
"0","0","0","101","0","1","5","6011"
"0","0","0","101","0","2","5","6021"
"0","0","0","2","0","90","1","6111"
"0","0","0","2","0","180","1","6121"
"0","0","0","2","0","270","1","6131"
"0","0","0","2","0","360","1","6141"
"0","0","0","2","0","450","1","6151"
"0","0","0","3","0","38","2","6211"
"0","0","0","3","0","76","2","6221"
"0","0","0","3","0","114","2","6231"
"0","0","0","3","0","152","2","6241"
"0","0","0","3","0","190","2","6251"
"0","0","0","2","0","88","3","6311"
"0","0","0","2","0","176","3","6321"
"0","0","0","2","0","264","3","6331"
"0","0","0","2","0","352","3","6341"
"0","0","0","2","0","440","3","6351"
"0","0","0","2","0","88","4","6411"
"0","0","0","2","0","176","4","6421"
"0","0","0","2","0","264","4","6431"
"0","0","0","2","0","352","4","6441"
"0","0","0","2","0","440","4","6451"
"0","0","0","7","0","10","1","6511"
"0","0","0","7","0","20","1","6521"
"0","0","0","7","0","30","1","6531"
"0","0","0","7","0","40","1","6541"
"0","0","0","7","0","50","1","6551"
"0","0","0","100","0","1","4","6611"
"0","0","0","5","0","36","5","6711"
"0","0","0","5","0","72","5","6721"
"0","0","0","5","0","108","5","6731"
"0","0","0","5","0","144","5","6741"
"0","0","0","5","0","180","5","6751"
"0","0","0","5","0","36","1","6811"
"0","0","0","5","0","72","1","6821"
"0","0","0","5","0","108","1","6831"
"0","0","0","5","0","144","1","6841"
"0","0","0","5","0","180","1","6851"
"0","0","0","4","0","86","2","6911"
"0","0","0","4","0","172","2","6921"
"0","0","0","4","0","258","2","6931"
"0","0","0","4","0","344","2","6941"
"0","0","0","4","0","430","2","6951"
"0","0","0","6","0","10","4","7011"
"0","0","0","6","0","20","4","7021"
"0","0","0","6","0","30","4","7031"
"0","0","0","6","0","40","4","7041"
"0","0","0","6","0","50","4","7051"
"0","0","0","6","0","10","1","7111"
"0","0","0","6","0","20","1","7121"
"0","0","0","6","0","30","1","7131"
"0","0","0","6","0","40","1","7141"
"0","0","0","6","0","50","1","7151"
"0","0","0","101","0","1","3","7211"
"0","0","0","3","0","38","3","7311"
"0","0","0","3","0","76","3","7321"
"0","0","0","3","0","114","3","7331"
"0","0","0","3","0","152","3","7341"
"0","0","0","3","0","190","3","7351"
"0","0","0","1","0","56","4","7411"
"0","0","0","1","0","112","4","7421"
"0","0","0","1","0","168","4","7431"
"0","0","0","1","0","224","4","7441"
"0","0","0","1","0","280","4","7451"
"0","0","0","5","0","40","2","7511"
"0","0","0","5","0","80","2","7521"
"0","0","0","5","0","120","2","7531"
"0","0","0","5","0","160","2","7541"
"0","0","0","5","0","200","2","7551"
"0","0","0","4","0","90","4","7611"
"0","0","0","4","0","180","4","7621"
"0","0","0","4","0","270","4","7631"
"0","0","0","4","0","360","4","7641"
"0","0","0","4","0","450","4","7651"
"0","0","0","100","0","1","5","7711"
"0","0","0","101","0","1","1","7811"
"0","0","0","101","0","2","1","7821"
"0","0","0","3","0","40","4","7911"
"0","0","0","3","0","80","4","7921"
"0","0","0","3","0","120","4","7931"
"0","0","0","3","0","160","4","7941"
"0","0","0","3","0","200","4","7951"
"0","0","0","7","0","10","3","8011"
"0","0","0","7","0","20","3","8021"
"0","0","0","7","0","30","3","8031"
"0","0","0","7","0","40","3","8041"
"0","0","0","7","0","50","3","8051"
"0","0","0","3","0","38","5","8111"
"0","0","0","3","0","76","5","8121"
"0","0","0","3","0","114","5","8131"
"0","0","0","3","0","152","5","8141"
"0","0","0","3","0","190","5","8151"
"5","4","3","6","2","15","1","8211"
"5","4","3","6","2","30","1","8221"
"5","4","3","6","2","45","1","8231"
"5","4","3","6","2","60","1","8241"
"5","4","3","6","2","75","1","8251"
"0","0","0","6","0","10","2","8311"
"0","0","0","6","0","20","2","8321"
"0","0","0","6","0","30","2","8331"
"0","0","0","6","0","40","2","8341"
"0","0","0","6","0","50","2","8351"
"0","0","0","1","0","58","4","8411"
"0","0","0","1","0","116","4","8421"
"0","0","0","1","0","174","4","8431"
"0","0","0","1","0","232","4","8441"
"0","0","0","1","0","290","4","8451"
"0","0","0","2","0","92","1","8511"
"0","0","0","2","0","184","1","8521"
"0","0","0","2","0","276","1","8531"
"0","0","0","2","0","368","1","8541"
"0","0","0","2","0","460","1","8551"
"0","0","0","5","0","40","3","8611"
"0","0","0","5","0","80","3","8621"
"0","0","0","5","0","120","3","8631"
"0","0","0","5","0","160","3","8641"
"0","0","0","5","0","200","3","8651"
"0","0","0","1","0","46","1","8711"
"0","0","0","1","0","92","1","8721"
"0","0","0","1","0","138","1","8731"
"0","0","0","1","0","184","1","8741"
"0","0","0","1","0","230","1","8751"
"0","0","0","7","0","15","2","8811"
"0","0","0","7","0","30","2","8821"
"0","0","0","7","0","45","2","8831"
"0","0","0","7","0","60","2","8841"
"0","0","0","7","0","75","2","8851"
"0","0","0","4","0","90","5","8911"
"0","0","0","4","0","180","5","8921"
"0","0","0","4","0","270","5","8931"
"0","0","0","4","0","360","5","8941"
"0","0","0","4","0","450","5","8951"
"0","0","0","4","0","88","2","9011"
"0","0","0","4","0","176","2","9021"
"0","0","0","4","0","264","2","9031"
"0","0","0","4","0","352","2","9041"
"0","0","0","4","0","440","2","9051"
"0","0","0","5","0","42","3","9111"
"0","0","0","5","0","84","3","9121"
"0","0","0","5","0","126","3","9131"
"0","0","0","5","0","168","3","9141"
"0","0","0","5","0","210","3","9151"
"0","0","0","6","0","15","4","9211"
"0","0","0","6","0","30","4","9221"
"0","0","0","6","0","45","4","9231"
"0","0","0","6","0","60","4","9241"
"0","0","0","6","0","75","4","9251"
"0","0","0","3","0","40","5","9311"
"0","0","0","3","0","80","5","9321"
"0","0","0","3","0","120","5","9331"
"0","0","0","3","0","160","5","9341"
"0","0","0","3","0","200","5","9351"
"0","0","0","5","0","38","1","9411"
"0","0","0","5","0","76","1","9421"
"0","0","0","5","0","114","1","9431"
"0","0","0","5","0","152","1","9441"
"0","0","0","5","0","190","1","9451"
"0","0","0","3","0","40","3","9511"
"0","0","0","3","0","80","3","9521"
"0","0","0","3","0","120","3","9531"
"0","0","0","3","0","160","3","9541"
"0","0","0","3","0","200","3","9551"
"0","0","0","4","0","92","4","9611"
"0","0","0","4","0","184","4","9621"
"0","0","0","4","0","276","4","9631"
"0","0","0","4","0","368","4","9641"
"0","0","0","4","0","460","4","9651"
"0","0","0","7","0","15","5","9711"
"0","0","0","7","0","30","5","9721"
"0","0","0","7","0","45","5","9731"
"0","0","0","7","0","60","5","9741"
"0","0","0","7","0","75","5","9751"
"0","0","0","3","0","40","2","9811"
"0","0","0","3","0","80","2","9821"
"0","0","0","3","0","120","2","9831"
"0","0","0","3","0","160","2","9841"
"0","0","0","3","0","200","2","9851"
"0","0","0","2","0","90","3","9911"
"0","0","0","2","0","180","3","9921"
"0","0","0","2","0","270","3","9931"
"0","0","0","2","0","360","3","9941"
"0","0","0","2","0","450","3","9951"
"0","0","0","2","0","90","4","10011"
"0","0","0","2","0","180","4","10021"
"0","0","0","2","0","270","4","10031"
"0","0","0","2","0","360","4","10041"
"0","0","0","2","0","450","4","10051"
"0","0","0","5","0","40","1","10111"
"0","0","0","5","0","80","1","10121"
"0","0","0","5","0","120","1","10131"
"0","0","0","5","0","160","1","10141"
"0","0","0","5","0","200","1","10151"
"0","0","0","1","0","46","2","10211"
"0","0","0","1","0","92","2","10221"
"0","0","0","1","0","138","2","10231"
"0","0","0","1","0","184","2","10241"
"0","0","0","1","0","230","2","10251"
"0","0","0","3","0","42","5","10311"
"0","0","0","3","0","84","5","10321"
"0","0","0","3","0","126","5","10331"
"0","0","0","3","0","168","5","10341"
"0","0","0","3","0","210","5","10351"
"0","0","0","6","0","10","3","10411"
"0","0","0","6","0","20","3","10421"
"0","0","0","6","0","30","3","10431"
"0","0","0","6","0","40","3","10441"
"0","0","0","6","0","50","3","10451"
"0","0","0","5","0","38","5","10511"
"0","0","0","5","0","76","5","10521"
"0","0","0","5","0","114","5","10531"
"0","0","0","5","0","152","5","10541"
"0","0","0","5","0","190","5","10551"
"0","0","0","7","0","15","1","10611"
"0","0","0","7","0","30","1","10621"
"0","0","0","7","0","45","1","10631"
"0","0","0","7","0","60","1","10641"
"0","0","0","7","0","75","1","10651"
"0","0","0","5","0","42","2","10711"
"0","0","0","5","0","84","2","10721"
"0","0","0","5","0","126","2","10731"
"0","0","0","5","0","168","2","10741"
"0","0","0","5","0","210","2","10751"
"0","0","0","4","0","88","3","10811"
"0","0","0","4","0","176","3","10821"
"0","0","0","4","0","264","3","10831"
"0","0","0","4","0","352","3","10841"
"0","0","0","4","0","440","3","10851"
"0","0","0","2","0","88","5","10911"
"0","0","0","2","0","176","5","10921"
"0","0","0","2","0","264","5","10931"
"0","0","0","2","0","352","5","10941"
"0","0","0","2","0","440","5","10951"
"5","4","3","7","2","15","1","11011"
"5","4","3","7","2","30","1","11021"
"5","4","3","7","2","45","1","11031"
"5","4","3","7","2","60","1","11041"
"5","4","3","7","2","75","1","11051"
"0","0","0","6","0","15","2","11111"
"0","0","0","6","0","30","2","11121"
"0","0","0","6","0","45","2","11131"
"0","0","0","6","0","60","2","11141"
"0","0","0","6","0","75","2","11151"
"0","0","0","2","0","92","4","11211"
"0","0","0","2","0","184","4","11221"
"0","0","0","2","0","276","4","11231"
"0","0","0","2","0","368","4","11241"
"0","0","0","2","0","460","4","11251"
"0","0","0","4","0","92","5","11311"
"0","0","0","4","0","184","5","11321"
"0","0","0","4","0","276","5","11331"
"0","0","0","4","0","368","5","11341"
"0","0","0","4","0","460","5","11351"
"0","0","0","2","0","92","2","11411"
"0","0","0","2","0","184","2","11421"
"0","0","0","2","0","276","2","11431"
"0","0","0","2","0","368","2","11441"
"0","0","0","2","0","460","2","11451"
"0","0","0","4","0","90","3","11511"
"0","0","0","4","0","180","3","11521"
"0","0","0","4","0","270","3","11531"
"0","0","0","4","0","360","3","11541"
"0","0","0","4","0","450","3","11551"
"0","0","0","7","0","20","4","11611"
"0","0","0","7","0","40","4","11621"
"0","0","0","7","0","60","4","11631"
"0","0","0","7","0","80","4","11641"
"0","0","0","7","0","100","4","11651"
"0","0","0","1","0","48","2","11711"
"0","0","0","1","0","96","2","11721"
"0","0","0","1","0","144","2","11731"
"0","0","0","1","0","192","2","11741"
"0","0","0","1","0","240","2","11751"
"0","0","0","6","0","15","3","11811"
"0","0","0","6","0","30","3","11821"
"0","0","0","6","0","45","3","11831"
"0","0","0","6","0","60","3","11841"
"0","0","0","6","0","75","3","11851"
"0","0","0","3","0","44","5","11911"
"0","0","0","3","0","88","5","11921"
"0","0","0","3","0","132","5","11931"
"0","0","0","3","0","176","5","11941"
"0","0","0","3","0","220","5","11951"
"0","0","0","5","0","42","1","12011"
"0","0","0","5","0","84","1","12021"
"0","0","0","5","0","126","1","12031"
"0","0","0","5","0","168","1","12041"
"0","0","0","5","0","210","1","12051"
"0","0","0","2","0","92","3","12111"
"0","0","0","2","0","184","3","12121"
"0","0","0","2","0","276","3","12131"
"0","0","0","2","0","368","3","12141"
"0","0","0","2","0","460","3","12151"
"0","0","0","100","0","1","4","12211"
"0","0","0","100","0","2","4","12221"
"0","0","0","6","0","15","1","12311"
"0","0","0","6","0","30","1","12321"
"0","0","0","6","0","45","1","12331"
"0","0","0","6","0","60","1","12341"
"0","0","0","6","0","75","1","12351"
"0","0","0","4","0","90","2","12411"
"0","0","0","4","0","180","2","12421"
"0","0","0","4","0","270","2","12431"
"0","0","0","4","0","360","2","12441"
"0","0","0","4","0","450","2","12451"
"0","0","0","7","0","15","3","12511"
"0","0","0","7","0","30","3","12521"
"0","0","0","7","0","45","3","12531"
"0","0","0","7","0","60","3","12541"
"0","0","0","7","0","75","3","12551"
"0","0","0","101","0","1","5","12611"
"0","0","0","101","0","2","5","12621"
"0","0","0","101","0","3","5","12631"
"0","0","0","3","0","42","3","12711"
"0","0","0","3","0","84","3","12721"
"0","0","0","3","0","126","3","12731"
"0","0","0","3","0","168","3","12741"
"0","0","0","3","0","210","3","12751"
"0","0","0","5","0","38","4","12811"
"0","0","0","5","0","76","4","12821"
"0","0","0","5","0","114","4","12831"
"0","0","0","5","0","152","4","12841"
"0","0","0","5","0","190","4","12851"
"0","0","0","1","0","48","1","12911"
"0","0","0","1","0","96","1","12921"
"0","0","0","1","0","144","1","12931"
"0","0","0","1","0","192","1","12941"
"0","0","0","1","0","240","1","12951"
"0","0","0","5","0","44","2","13011"
"0","0","0","5","0","88","2","13021"
"0","0","0","5","0","132","2","13031"
"0","0","0","5","0","176","2","13041"
"0","0","0","5","0","220","2","13051"
"0","0","0","6","0","20","4","13111"
"0","0","0","6","0","40","4","13121"
"0","0","0","6","0","60","4","13131"
"0","0","0","6","0","80","4","13141"
"0","0","0","6","0","100","4","13151"
"0","0","0","2","0","90","5","13211"
"0","0","0","2","0","180","5","13221"
"0","0","0","2","0","270","5","13231"
"0","0","0","2","0","360","5","13241"
"0","0","0","2","0","450","5","13251"
"0","0","0","101","0","1","1","13311"
"0","0","0","101","0","2","1","13321"
"0","0","0","101","0","3","1","13331"
"0","0","0","101","0","1","4","13411"
"0","0","0","1","0","62","5","13511"
"0","0","0","1","0","124","5","13521"
"0","0","0","1","0","186","5","13531"
"0","0","0","1","0","248","5","13541"
"0","0","0","1","0","310","5","13551"
"0","0","0","4","0","92","1","13611"
"0","0","0","4","0","184","1","13621"
"0","0","0","4","0","276","1","13631"
"0","0","0","4","0","368","1","13641"
"0","0","0","4","0","460","1","13651"
"0","0","0","5","0","40","5","13711"
"0","0","0","5","0","80","5","13721"
"0","0","0","5","0","120","5","13731"
"0","0","0","5","0","160","5","13741"
"0","0","0","5","0","200","5","13751"
"5","4","3","5","2","42","1","13811"
"5","4","3","5","2","84","1","13821"
"5","4","3","5","2","126","1","13831"
"5","4","3","5","2","168","1","13841"
"5","4","3","5","2","210","1","13851"
"0","0","0","6","0","20","3","13911"
"0","0","0","6","0","40","3","13921"
"0","0","0","6","0","60","3","13931"
"0","0","0","6","0","80","3","13941"
"0","0","0","6","0","100","3","13951"
"0","0","0","5","0","40","4","14011"
"0","0","0","5","0","80","4","14021"
"0","0","0","5","0","120","4","14031"
"0","0","0","5","0","160","4","14041"
"0","0","0","5","0","200","4","14051"
"0","0","0","3","0","40","1","14111"
"0","0","0","3","0","80","1","14121"
"0","0","0","3","0","120","1","14131"
"0","0","0","3","0","160","1","14141"
"0","0","0","3","0","200","1","14151"
"0","0","0","2","0","94","2","14211"
"0","0","0","2","0","188","2","14221"
"0","0","0","2","0","282","2","14231"
"0","0","0","2","0","376","2","14241"
"0","0","0","2","0","470","2","14251"
"0","0","0","1","0","62","4","14311"
"0","0","0","1","0","124","4","14321"
"0","0","0","1","0","186","4","14331"
"0","0","0","1","0","248","4","14341"
"0","0","0","1","0","310","4","14351"
"0","0","0","2","0","92","5","14411"
"0","0","0","2","0","184","5","14421"
"0","0","0","2","0","276","5","14431"
"0","0","0","2","0","368","5","14441"
"0","0","0","2","0","460","5","14451"
"0","0","0","7","0","20","1","14511"
"0","0","0","7","0","40","1","14521"
"0","0","0","7","0","60","1","14531"
"0","0","0","7","0","80","1","14541"
"0","0","0","7","0","100","1","14551"
"0","0","0","5","0","46","2","14611"
"0","0","0","5","0","92","2","14621"
"0","0","0","5","0","138","2","14631"
"0","0","0","5","0","184","2","14641"
"0","0","0","5","0","230","2","14651"
"0","0","0","101","0","1","3","14711"
"0","0","0","101","0","2","3","14721"
"0","0","0","101","0","1","4","14811"
"0","0","0","101","0","2","4","14821"
"0","0","0","1","0","50","3","14911"
"0","0","0","1","0","100","3","14921"
"0","0","0","1","0","150","3","14931"
"0","0","0","1","0","200","3","14941"
"0","0","0","1","0","250","3","14951"
"0","0","0","5","0","42","5","15011"
"0","0","0","5","0","84","5","15021"
"0","0","0","5","0","126","5","15031"
"0","0","0","5","0","168","5","15041"
"0","0","0","5","0","210","5","15051"
"0","0","0","5","0","44","1","15111"
"0","0","0","5","0","88","1","15121"
"0","0","0","5","0","132","1","15131"
"0","0","0","5","0","176","1","15141"
"0","0","0","5","0","220","1","15151"
"0","0","0","100","0","1","1","15211"
"0","0","0","101","0","1","2","15311"
"0","0","0","101","0","2","2","15321"
"0","0","0","2","0","94","3","15411"
"0","0","0","2","0","188","3","15421"
"0","0","0","2","0","282","3","15431"
"0","0","0","2","0","376","3","15441"
"0","0","0","2","0","470","3","15451"
"0","0","0","5","0","42","4","15511"
"0","0","0","5","0","84","4","15521"
