23e90e985f60adb0b0949cec5a957988a6ca3f3db0c01981de0c82bbd28ab662,1689849de82c09ebf1a4d235de09a480ea257c728f446af981a7809e1552e468,d33021a153bf5b2a26677a5e85484c291e1a5da545771ba7a5f29abb51e99d59,6e55f7f7b65bfcd74aa1e6fb907e4130a913ddb8e9f3a69818c2a4e52862393e,7c54fe9345d757e025209a7da3c13b6ed2b48de96c156c1b35983428e05f4427,a9c0bd3a2d4744f41922800d6731ed87d5d0ea6d30f550be5aa49d3ffd4a263d,42f076c524d4cb86af8dc4099c33867e475f7ac2a344bfad475f2ae42ef98075,d4ae392a1efc2bf73db88cbd8e20ac3964158331770e9b0c72e8913a2cae728e,873dc6ec2a0d8c88e923f3903843e130147bcb9d0810993c45d46610cbbbd3e9,31ea620dab4926fd21fc08a8732a33f3c6809a20e0b4b87c24f1751bb0caaf89,11a221b2e8269ab5731e58236cf723c7450a9a9b0e09f073d46e291171317f11,41823b3983ae592d50c87b14b8538ed8b780155a29be354bc0ab3715ec4b6450,36f5445671c4e062be69aceaae5661407a27eff8977a6b07015f4dafdf4db451,6c266af7be142f2b88e11462d1169dc6769ff5ffd91dfd5bb00064315fb7917b,10ccff5a56b79f75feccd990a7ba002072351ceb752890957934b5b5fdc3f5c5,8cc93a3288542da003658f5d3f05bed638985985220d859ab925fa7485142d0b,f83ac81babd72359a04a877d4e28ff7659171265d82f89819fa79b0c0cd04504,f89ec13e635e1b63e65c07983fa033a8f2040c4f2d30323b3be03f14c53cb552,8714cfa14c85bf5f3b319bb9411300b84595a080917bf86b58b62e4dc7568c70,d65885366731a50c75ac7c1689810e708e96c66fcd53b68d65ff69b8e2056675,3f46725720ab2abd4c0b95cd1145bca34189fe068c4ecdf3c838de08aee6a3a0,5cbfc6d30b0c3926861f270fbd3f4c8b402087c9c50ea018c9cda9be024d3a68,36bbe695d7867c4d2b271773cb984f0a973dff1f28b61af36a53d214e2ed48a1,4faad490639839a5478d49f1d0ec07c5980ea7b0115e021c23deb46570639968,55853c927b457ca2f43bc0130d878574fe2705d7b85deba871f1ef9d8205de47,d69d310b9fb51cd4a1ae637368d9edb2295e0132f32c3f42ce216b4a3a4d2261,2cbbd03bd3e1256cce98bc3570d66fe474820f9160e0a886b2858bf755d490c8,910028442a20468b2db749959bec36ec4f999703bf4c0ea7ec8a65eb5ed4c031,4b832287ce4fbbd7a6a1b2fec7dde5130a6c87537d8055e27178477ec6cd6915,5c6acc493072e2d0eaef3e2e8d581be54f7f29e03d97ad5c5b4320cac3f5da42,27c852d7af163078c78dfe31ea8bd97774a67175eb0898d62940cff627cc60e3,ebe526b400137dbe3843639b7e5e79112ec19cc4ce64e54e50fc11007ea30e54,c38e3d9349e816fdbf78bbafca3915df95dc83ccb02d6e5c1fa5439dd6adc30e,ee6add4e31575292af84f5d3e71c3bc5ca4b03da9aa51ea18dc7a6380d956ab4
"0","1052","0","0","山の上の牧場ギルド。活動内容はいわゆる牧場で、牛や馬などを飼育している。獣人たちが休暇を過ごすピクニック場や病人の静養地でもある。","1026","1128","0","1033","0","1033","1192","0","1038","0","1158","0","牧場（エリザベスパーク）","0","1127","1254","0","0","1388","0","1807","0","11","0","0","0","1123","1235","0"
"0","1048","0","0","莫大な資金を元手に、さまざまな事業への融資や買収を行っているギルド。悪どい稼ぎ方をしている商売人たちをこらしめるのが、裏の活動目的。","1046","1080","1251","1032","0","1032","1168","0","1034","0","1144","0","メルクリウス財団","0","1079","1268","0","0","1222","0","1146","1809","12","0","0","0","1267","1169","0"
"0","1051","0","1299","とある目的の元に結成された、危険な依頼も請け負う何でも屋ギルド。ほとんどのメンバーが二つ名を持つ、ランドソルで最も危険なギルドとのうわさも。","1013","1090","1237","1056","0","1056","1175","0","1027","0","1133","1276","トワイライトキャラバン","0","1170","1131","0","0","1247","0","1132","1219","13","0","0","0","1009","1208","0"
"0","1050","0","0","ランドソルに存在する学舎の一つ。ギルド管理協会が運営する公立の教育機関。共学で、通学している生徒の年齢、種族、学力もさまざま。","1083","1100","0","1018","0","1018","1329","0","1016","0","1214","0","ルーセント学院","0","1190","1101","0","0","0","0","1273","0","14","0","0","0","1179","0","0"
"0","1008","0","1270","モニカをギルドマスターとして結成されたギルド。いつも間の抜けた行動で、ピンチを呼び込んではメンバー自らが華麗に解決している。","1045","1176","1263","1053","0","1053","1178","0","1030","0","1130","1371","ヴァイスフリューゲル　ランドソル支部","0","1095","1096","0","0","1215","0","1142","1252","15","0","1332","0","1055","1191","0"
"0","1108","0","0","奨学金審査に通過することを目的として、その達成条件である「親和性の高い共同体」をアピールするためノリで結成された、新感覚の部活風ギルド。","1164","1163","0","1110","0","1110","0","0","1109","0","1295","0","聖テレサ女学院（なかよし部）","0","1294","1293","0","0","0","0","0","0","16","0","0","0","1162","0","0"
"0","1065","0","0","希少な種族、ドラゴン族の発見と保護を目的に結成。各地の探索などを行なっているが、裏ではギャングとつながっているという黒い噂も絶えないギルド。","1166","1216","0","1067","0","1067","0","0","1066","0","1283","0","ドラゴンズネスト","0","1249","1245","0","0","0","0","1318","0","17","0","0","0","1165","0","0"
"0","1280","0","0","","0","0","0","1180","0","1180","0","0","1400","0","0","0","リッチモンド商工会","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0"
"0","1182","0","0","","1269","1311","0","1923","0","1181","0","0","1233","0","0","0","レイジ・レギオン","0","1363","1343","0","0","0","0","0","0","19","0","0","0","1312","0","0"
"0","1260","0","0","","1316","1352","0","1258","0","1258","0","0","1261","0","1397","0","アルターメイデン","0","1396","1395","0","0","0","0","0","0","20","0","0","0","1353","0","0"
"0","1301","0","0","","1387","0","0","1300","0","1300","0","0","1302","0","0","0","バンディ・シスターズ","0","0","0","0","0","0","0","0","0","21","0","0","0","1401","0","0"
"0","1324","0","0","禁断の秘薬を完成させるため奮闘する錬金術ギルド。妄想爆発な天才錬金術師ルイズマリー。クワガタ推しの美女剣士イロハ。怠惰な子ども店長ソノの３人組。","1399","0","0","1323","0","1323","0","0","1325","0","0","0","アルケス錬金堂","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0"
"0","1125","0","0","","0","0","0","1124","0","1124","0","0","1126","0","0","0","ニュージェネレーションズ","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0"
"0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","フォレスティエ、牧場（エリザベスパーク）","0","0","0","0","0","0","0","0","0","500","0","0","0","0","0","0"
"0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","メルクリウス財団、サレンディア救護院","0","0","0","0","0","0","0","0","0","501","0","0","0","0","0","0"
