4a447b5aa9486db26bdce2e2ff6f82991c41703ab0105957cb77e5c0d9f14303,6af4c79a88cdef72cde6a32c6e10800c5cc53feaaa41afaff7a30cac7877134b,7cdadd2f540528fbab6960dc2478798a7f4f7924d85dfbcb115421eab84689c1,1fbec5a3c34f438d13b5cd66e897c50f0edff328689a2b109e449481b5ea9326,0c1abd30bc31df2d09f3a3e4ac54f98fc23f1a0bcc99224eb9d961fe67a3728d,588b343c381b25ce4ca8986680df1c46779864aafc988c290bc9cd9850117578,f41f2a856ea93708e13bce20e39a34f963cdd0b2579235d570390a7ed9466691,d1ae1d26289fde8c2ba278902eb655473fdcd246bfb232ee485078e8f080e467,3c7e9ebd20846e94a1638c54669eb324495b309f103acb234e52363314630a04,c3d3053cec5675bb7d0d07e42b92278bcf4553ef0372e6c2382a24832997ff74,27f428af34390b27756c65a0322956beb5515748203486b715f8a4272d29dffc,3d498e128bb1b878d00fa84e73eae6543bf7c7093b3046649c81bb658e54b4c5,5396005bb8fd95e6ffdc708f5e88d74223e535ea0f54325aa694af17f6f4b11d,f04753fb90b28a149361c3be6f6d773b68cebd974ed2028e398dba2c8af85de5,42c9eebcbc9f0b4af0baa2244e24a401aed2a9b333186578eabd813532d9c20c,28239c34ae85cb4b0d7d6c71c5367844d787362ef45d746f067a70044870180f,2a428b50f57248af8f1060fb7c16941901c97f8d8303bff49eed4aebaa61b346,a7dd79e3a76d9b6002ef437e6711d5189544bf424d636aa75326517ae3806bdc,99bfada80cf98f95f09dc88287fcaa4dbef3c08741ff98e0e69ab5fdd3b2da48,a374deb302cf682e039bd566ce1160aaf758a4784b8476306dd7ad6d5e3936b3,94bc482513fadffc2938208bdd5b52a6b484b30494f0c7ddae5a34bb94852f85
"NONE","2600","NONE","900","0","1400","0","AccelBoardA","1013","BeachTrap","0","NONE","SummerEnemyD","BeachTrap","0","SpeedTerritoryA","NONE","2100","0","NONE","3300"
"SummerJumpOverEnemyB","2200","NONE","400","0","1400","0","SpeedTerritoryA","1014","BeachTrap","3500","AccelBoardA","SummerJumpOverEnemyB","BeachJumpOverTrap","3000","WaterMelon","NONE","1800","0","NONE","2600"
"NONE","2500","NONE","600","0","1100","0","SummerEnemyA_NoColl","1015","SpeedTerritoryA_NoColl","0","NONE","BeachTrap_NoCall","SummerEnemyB","0","Balloon","NONE","1900","0","NONE","3700"
"NONE","3300","NONE","600","0","1400","0","EnemyB","1016","AccelBoardA","0","NONE","BeachTrap","NONE","0","AccelBoardA","NONE","2300","0","NONE","0"
"NONE","2500","NONE","400","0","1200","0","EnemyB","1017","WaterMelon","0","NONE","AccelBoardA","BeachTrap","0","AccelBoardA","NONE","1600","0","NONE","3300"
"NONE","1900","NONE","600","0","900","0","BeachTrap","1018","Balloon","0","EnemyB_NoColl","EnemyB_NoColl","SummerEnemyA_NoColl","2900","BeachTrap","NONE","1100","0","NONE","2400"
"NONE","2500","NONE","500","0","1200","0","BeachTrap","1019","BeachTrap","0","BeachTrap","SummerEnemyA","AccelBoardA","3800","BeachTrap","NONE","2000","0","NONE","3000"
"SummerEnemyD","2300","NONE","400","0","900","0","BeachJumpBoard","1020","BeachTrap","3700","SummerEnemyD","BeachTrap","BeachTrap","3100","AccelBoardA","NONE","1900","0","NONE","2700"
"NONE","2400","NONE","400","0","700","0","Balloon","1021","SummerEnemyA_NoColl","0","NONE","BeachTrap_NoCall","AccelBoardA","0","EnemyB","NONE","1550","0","NONE","3400"
"NONE","2500","NONE","800","0","1200","0","BeachTrap","1022","BeachTrap","0","NONE","AccelBoardA","SpeedTerritoryA","0","SummerEnemyB","NONE","1800","0","NONE","3400"
"NONE","2000","NONE","500","0","1000","0","BeachTrap","1023","SummerJumpOverEnemyC","0","BeachTrap","WaterMelon","BeachTrap","3500","SummerEnemyC","NONE","1500","0","NONE","3000"
"SummerJumpOverEnemyC","1800","NONE","400","0","600","0","Balloon","1024","SummerEnemyA_NoColl","3700","BeachTrap","SpeedTerritoryA_NoColl","EnemyB_NoColl","3200","SummerEnemyB","NONE","1300","0","NONE","2300"
"NONE","2700","NONE","900","0","1300","0","AccelBoardA","1025","AccelBoardA","0","NONE","AccelBoardA","AccelBoardA","0","EnemyB","NONE","2000","0","NONE","3400"
"NONE","2500","NONE","400","0","800","0","AccelBoardA","1026","WaterMelon","0","NONE","BeachJumpBoard","NONE","0","EnemyB","NONE","1500","0","NONE","0"
"NONE","1700","NONE","400","0","630","0","BeachTrap","1027","Balloon","0","BeachJumpBoard","EnemyB_NoColl","SummerEnemyA_NoColl","3100","SpeedTerritoryA","NONE","700","0","NONE","2600"
"NONE","2700","NONE","600","0","1400","0","AccelBoardA","1028","SummerEnemyD","0","NONE","BeachTrap","AccelBoardA","0","SpeedTerritoryA","NONE","2300","0","NONE","3200"
"NONE","2500","NONE","500","0","1000","0","BeachTrap","1029","SpeedTerritoryA","0","NONE","WarpGateA","NONE","0","SummerEnemyC","NONE","1700","0","NONE","0"
"NONE","2500","NONE","500","0","1500","0","AccelBoardA","1030","AccelBoardA","0","SpeedTerritoryA","BeachTrap","BeachTrap","3500","WaterMelon","NONE","2000","0","NONE","2800"
"NONE","2900","NONE","350","0","1200","0","SpeedTerritoryA_NoColl","1031","SpeedTerritoryA_NoColl","0","AccelBoardA","BeachTrap","SummerEnemyD","3500","Balloon","NONE","2200","0","NONE","3200"
"NONE","0","NONE","700","0","1500","0","SummerEnemyA","1032","SummerEnemyA","0","NONE","NONE","NONE","0","AccelBoardA","NONE","3000","0","NONE","0"
"NONE","3100","NONE","700","0","1400","0","AccelBoardA","1033","SummerEnemyA","0","NONE","SpeedTerritoryA","NONE","0","BeachTrap","NONE","2200","0","NONE","0"
"NONE","2500","NONE","500","0","1000","0","BeachJumpOverTrap","1034","SummerJumpOverEnemyC","0","SpeedTerritoryB","SummerJumpOverEnemyD","SummerJumpOverEnemyA","3500","BeachTrap","NONE","2000","0","NONE","3000"
"EnemyB_NoColl","1500","NONE","400","0","800","0","SummerEnemyC","1035","BeachTrap","3100","BeachTrap_NoCall","Balloon","EnemyB_NoColl","2700","BeachJumpOverTrap","NONE","1200","0","NONE","2300"
"NONE","0","NONE","500","0","1200","0","SpeedTerritoryA","1036","BeachTrap","0","NONE","NONE","NONE","0","AccelBoardA","NONE","2700","0","NONE","0"
"NONE","3000","NONE","500","0","1000","0","AccelBoardA","1037","BeachTrap","0","NONE","AccelBoardA","NONE","0","SummerEnemyD","NONE","2000","0","NONE","0"
"NONE","2700","NONE","500","0","1000","0","WaterMelon","1038","AccelBoardA","0","AccelBoardA","EnemyB","AccelBoardA","3500","SpeedTerritoryB","NONE","2200","0","NONE","3000"
"NONE","2400","NONE","800","0","1700","0","BeachTrap","1039","WarpGateA","0","NONE","NONE","NONE","0","SpeedTerritoryA","NONE","2500","0","NONE","3100"
"NONE","1800","NONE","500","0","1000","0","SummerEnemyC","1040","SummerJumpOverEnemyA","0","NONE","SummerJumpOverEnemyA","WarpGateA","0","EnemyB","NONE","1400","0","NONE","2500"
"NONE","2800","NONE","1000","0","1500","0","BeachTrap","1041","AccelBoardA","0","NONE","SummerEnemyC","AccelBoardA","0","BeachTrap","NONE","2000","0","NONE","3300"
"NONE","1800","NONE","500","0","900","0","BeachTrap","1042","AccelBoardA","0","AccelBoardA","WaterMelon","SummerJumpOverEnemyA","3300","BeachTrap","NONE","1300","0","NONE","2700"
"NONE","2200","NONE","500","0","1100","0","SummerEnemyB","1043","AccelBoardA","0","NONE","SummerEnemyC","BeachTrap","0","AccelBoardA","NONE","1500","0","NONE","2700"
"NONE","3300","NONE","500","0","1400","0","SummerEnemyB","1044","BeachJumpBoard","0","NONE","SpeedTerritoryB","NONE","0","AccelBoardA","NONE","2300","0","NONE","0"
"NONE","2700","NONE","1280","0","1900","0","AccelBoardA","1045","AccelBoardA","0","NONE","AccelBoardA","NONE","0","EnemyB","NONE","2300","0","NONE","0"
"NONE","2000","NONE","400","0","900","0","AccelBoardA","1046","AccelBoardA","0","NONE","EnemyB","BeachJumpBoard","0","AccelBoardA","NONE","1300","0","NONE","2500"
"NONE","0","NONE","700","0","1500","0","AccelBoardA","1047","WarpGateA","0","NONE","NONE","NONE","0","SpeedTerritoryB","NONE","2400","0","NONE","0"
"NONE","3100","NONE","550","0","1600","0","AccelBoardA","1048","BeachTrap","0","NONE","BeachTrap","NONE","0","SummerEnemyD","NONE","2500","0","NONE","0"
"NONE","2500","NONE","500","0","1000","0","WaterMelon","1049","AccelBoardA","0","BeachTrap","BeachJumpOverTrap","BeachTrap","3500","SpeedTerritoryB","NONE","2000","0","NONE","3000"
"NONE","2400","NONE","600","0","1200","0","BeachJumpOverTrap","1050","BeachJumpOverTrap","0","BeachJumpOverTrap","BeachJumpOverTrap","BeachJumpOverTrap","3600","BeachJumpOverTrap","NONE","1800","0","NONE","3000"
"NONE","3000","NONE","500","0","1300","0","BeachJumpBoard","1051","BeachJumpBoard","0","NONE","BeachJumpBoard","NONE","0","BeachJumpBoard","NONE","2200","0","NONE","0"
"NONE","3500","NONE","300","0","1200","0","BeachJumpBoard","1052","BeachJumpBoard","0","NONE","SpeedTerritoryA","NONE","0","BeachJumpBoard","NONE","2100","0","NONE","0"
"NONE","2400","NONE","600","0","1200","0","BeachJumpOverTrap","1053","BeachJumpOverTrap","0","BeachTrap","BeachTrap","BeachTrap","3600","BeachJumpOverTrap","NONE","1800","0","NONE","3000"
"NONE","0","NONE","500","0","0","0","NONE","1054","NONE","0","NONE","NONE","NONE","0","BeachJumpBoard","NONE","0","0","NONE","0"
"NONE","3500","NONE","300","0","1200","0","BeachJumpBoard","1055","BeachJumpBoard","0","NONE","EnemyB","NONE","0","BeachJumpBoard","NONE","2100","0","NONE","0"
"NONE","2400","NONE","600","0","1200","0","BeachJumpOverTrap","1056","BeachJumpOverTrap","0","BeachTrap","BeachJumpOverTrap","BeachJumpOverTrap","3600","BeachJumpOverTrap","NONE","1800","0","NONE","3000"
"NONE","0","NONE","500","0","1500","0","BeachJumpBoard","1057","BeachJumpBoard","0","NONE","NONE","NONE","0","BeachJumpBoard","NONE","2500","0","NONE","0"
"NONE","3500","NONE","300","0","1200","0","BeachJumpBoard","1058","BeachJumpBoard","0","NONE","SummerEnemyC","NONE","0","BeachJumpBoard","NONE","2100","0","NONE","0"
"NONE","2400","NONE","600","0","1200","0","BeachJumpOverTrap","1059","BeachJumpOverTrap","0","BeachTrap","BeachJumpOverTrap","BeachTrap","3600","BeachJumpOverTrap","NONE","1800","0","NONE","3000"
"NONE","0","NONE","1300","0","2500","0","BeachJumpBoard","1060","NONE","0","NONE","NONE","NONE","0","BeachJumpBoard","NONE","0","0","NONE","0"
"NONE","3500","NONE","300","0","1200","0","BeachJumpBoard","1061","BeachJumpBoard","0","NONE","SummerJumpOverEnemyB","NONE","0","BeachJumpBoard","NONE","2100","0","NONE","0"
"NONE","2600","NONE","500","0","1200","0","BeachTrap","1062","AccelBoardA","0","NONE","BeachJumpOverTrap","BeachJumpOverTrap","0","SummerEnemyD","NONE","1800","0","NONE","3300"
"NONE","0","NONE","700","0","2300","0","SpeedTerritoryB","1063","AccelBoardA","0","NONE","NONE","NONE","0","BeachJumpBoard","NONE","3300","0","NONE","0"
"ShellFlyingItem","2000","NONE","600","0","1200","0","ShaveIce","1064","ShellFlyingItem","3200","SummerEnemyG","EnemyB","ShellFlyingItem","2800","SpeedTerritoryB","NONE","1600","0","NONE","2400"
"ShellFlyingItem","1600","NONE","400","3600","800","3200","BeachTrap","1065","ShaveIce","2800","SummerEnemyA","EnemyB","ShellFlyingItem","2400","SummerEnemyD","SummerEnemyG","1200","0","SummerEnemyG","2000"
"SummerEnemyG","2000","NONE","400","0","800","3600","SummerEnemyA_NoColl","1066","SummerEnemyG","3200","SummerEnemyC","ShaveIce","EnemyB","2800","BeachJumpBoard","NONE","1600","0","SummerEnemyG","2400"
"SummerEnemyA","2400","NONE","400","0","1100","0","AccelBoardA","1067","AccelBoardA","3600","EnemyB","SpeedTerritoryA","ShaveIce","3200","AccelBoardA","NONE","1800","0","NONE","2800"
"NONE","2700","NONE","300","0","1300","0","WaterMelon","1068","WaterMelon","0","NONE","ShaveIce","NONE","0","WaterMelon","NONE","2000","0","NONE","0"
"NONE","3200","NONE","300","0","1200","0","WaterMelon","1069","WaterMelon","0","NONE","WaterMelon","NONE","0","WaterMelon","NONE","2200","0","NONE","0"
"NONE","2550","NONE","300","0","1150","0","WaterMelon","1070","WaterMelon","0","NONE","ShaveIce","NONE","0","WaterMelon","NONE","1850","0","NONE","0"
"NONE","2400","NONE","300","0","1000","0","WaterMelon","1071","WaterMelon","0","NONE","ShaveIce","NONE","0","WaterMelon","NONE","1700","0","NONE","0"
"NONE","1600","NONE","400","0","800","0","SpeedTerritoryB","1072","SummerEnemyA","0","NONE","WaterMelon","NONE","0","BeachTrap","NONE","1200","0","NONE","0"
"NONE","1600","NONE","400","0","800","0","SpeedTerritoryB","1073","SummerEnemyB","0","NONE","Balloon","NONE","0","BeachTrap","NONE","1200","0","NONE","0"
"NONE","1600","NONE","400","0","800","0","SpeedTerritoryB","1074","SummerEnemyC","0","NONE","BeachJumpBoard","NONE","0","BeachTrap","NONE","1200","0","NONE","0"
"NONE","1600","NONE","400","0","800","0","SpeedTerritoryB","1075","SummerEnemyD","0","NONE","ShaveIce","NONE","0","BeachTrap","NONE","1200","0","NONE","0"
"SummerEnemyG","1800","NONE","400","0","800","0","SummerJumpOverEnemyC","1076","EnemyB","3600","ShellFlyingItem","ShaveIce","EnemyB","3000","SummerEnemyD","NONE","1200","0","NONE","2400"
"SummerEnemyG","2000","NONE","400","0","800","0","WaterMelon","1077","SpeedTerritoryA","3600","EnemyB","ShaveIce","SummerEnemyC","3200","SpeedTerritoryA","NONE","1600","0","NONE","2600"
"NONE","2000","NONE","400","0","800","0","ShellFlyingItem","1078","SummerEnemyB","3600","SummerEnemyG","SummerEnemyG","BeachJumpOverTrap","3600","Surf","NONE","1600","0","NONE","2800"
"SummerEnemyB","1600","NONE","400","0","800","0","BeachJumpOverTrap","1079","BeachTrap","2800","ShellFlyingItem","Surf","ShellFlyingItem","2400","BeachTrap","NONE","1200","0","NONE","2000"
"SummerEnemyB","1300","NONE","400","3200","700","2800","SummerEnemyA_NoColl","1080","BeachTrap_NoCall","2400","Surf","SummerEnemyB","SummerEnemyC","2000","BeachJumpBoard","SummerEnemyB","1000","0","ShellFlyingItem","1600"
"BeachJumpOverTrap","1600","NONE","400","0","800","0","Surf","1081","ShellFlyingItem","3600","BeachTrap","SummerEnemyB","SummerEnemyB","2800","SummerEnemyA","NONE","1200","0","NONE","2000"
"BeachJumpOverTrap","2000","NONE","400","0","800","0","ShellFlyingItem","1082","BeachTrap","3600","SummerEnemyB","SurfB","SummerEnemyB","3200","SurfB","NONE","1600","0","NONE","2400"
"ShellFlyingItem","1800","NONE","400","0","800","3400","SurfB","1083","ShellFlyingItem","3000","SummerEnemyC","SummerEnemyB","Surf","2600","SpeedTerritoryA","NONE","1100","0","SummerEnemyG","2000"
"SummerEnemyC","1800","NONE","300","0","800","0","EnemyB","1084","ShellFlyingItem","3600","SummerEnemyG","SummerEnemyC","SurfB","2800","Surf","NONE","1500","0","NONE","2500"
"SummerEnemyC","1800","NONE","300","0","800","0","EnemyB","1085","BeachJumpOverTrap","3600","SummerEnemyG","SummerEnemyC","SurfB","2800","SurfB","NONE","1500","0","NONE","2500"
"BeachJumpOverTrap","1800","NONE","300","0","800","0","EnemyB","1086","ShellFlyingItem","3600","SummerEnemyG","SummerEnemyC","SurfB","2800","Surf","NONE","1500","0","NONE","2500"
"BeachTrap","1800","NONE","300","0","800","0","EnemyB","1087","ShellFlyingItem","3600","SummerEnemyG","SummerEnemyC","SurfB","2800","Surf","NONE","1500","0","NONE","2500"
"NONE","0","NONE","400","0","0","0","NONE","1088","NONE","0","NONE","NONE","NONE","0","Carpet500","NONE","0","0","NONE","0"
"SummerJumpOverEnemyA","2100","NONE","500","0","1000","0","SummerEnemyB","1089","BeachTrap","3500","BeachJumpOverTrap","BeachJumpOverTrap","AccelBoardA","3000","SummerEnemyA","NONE","1500","0","NONE","2600"
"BeachTrap","1900","NONE","400","0","900","0","SpeedTerritoryA","1090","SummerJumpOverEnemyA","3300","SummerEnemyC","AccelBoardA","SummerEnemyB","2800","BeachTrap","NONE","1500","0","NONE","2300"
"NONE","2700","NONE","500","0","1500","0","BeachTrap","1091","SummerEnemyA","0","NONE","SummerEnemyB","SummerEnemyA","0","WaterMelon","NONE","2200","0","NONE","3200"
"NONE","2200","NONE","600","0","1100","0","SummerEnemyA","1092","BeachTrap","0","BeachTrap","SummerJumpOverEnemyA","SpeedTerritoryA","3300","BeachJumpOverTrap","NONE","1700","0","NONE","2600"
"NONE","2600","NONE","500","0","900","0","EnemyB","1093","ShellFlyingItem","0","SummerEnemyC","ShaveIce","SummerEnemyG","3400","Surf","NONE","1500","0","NONE","3000"
"NONE","2000","NONE","400","0","800","0","BeachJumpOverTrap","1094","ShaveIce","0","SummerEnemyC","EnemyB","SummerEnemyG","3400","SummerEnemyC","NONE","1300","0","NONE","2700"
"NONE","2300","NONE","500","0","1000","0","WaterMelon","1095","SpeedTerritoryA","0","ShellFlyingItem","ShaveIce","SummerEnemyC","3300","BeachTrap","NONE","1900","0","NONE","2800"
"NONE","2500","NONE","400","0","900","0","BeachJumpBoard","1096","SummerEnemyB","0","SummerEnemyC","ShaveIce","ShellFlyingItem","3500","SummerJumpOverEnemyA","NONE","1800","0","NONE","3000"
"SummerEnemyA","1900","NONE","400","0","800","0","SpeedTerritoryA","1097","AccelBoardA","3400","SummerEnemyB","SummerEnemyC","AccelBoardA","3000","SummerEnemyA","NONE","1400","0","NONE","2200"
"BeachTrap","1900","NONE","500","0","900","0","AccelBoardA","1098","SummerEnemyB","3300","SummerEnemyB","BeachTrap","SummerEnemyC","3000","BeachTrap","NONE","1500","0","NONE","2400"
"NONE","1900","NONE","400","0","800","0","BeachTrap","1099","SummerEnemyC","0","SummerEnemyB","AccelBoardA","SummerEnemyA","3000","SummerEnemyB","NONE","1400","0","NONE","2500"
"SummerEnemyB","1900","NONE","500","0","900","0","BeachTrap","1100","AccelBoardA","3400","BeachTrap","SpeedTerritoryA","SummerEnemyD","3000","SummerEnemyA","NONE","1300","0","NONE","2300"
"NONE","2100","NONE","600","0","1000","0","BeachTrap","1101","SpeedTerritoryA","0","BeachTrap","SummerEnemyB","SummerEnemyB","3300","SummerEnemyA","NONE","1600","0","NONE","2700"
"SummerEnemyA","1900","NONE","500","0","900","3400","SummerEnemyA","1102","AccelBoardA","3000","BeachTrap","SummerEnemyB","SummerEnemyC","2700","BeachTrap","NONE","1500","0","SummerEnemyB","2300"
"SummerEnemyC","1900","NONE","600","0","1100","0","SummerEnemyC","1103","BeachTrap","3600","SpeedTerritoryA","SpeedTerritoryA","SummerEnemyB","3300","SummerEnemyB","NONE","1500","0","NONE","2800"
"SpeedTerritoryA","1800","NONE","600","0","1000","3300","SummerEnemyD","1104","BeachTrap","2900","SummerEnemyA","SummerEnemyA","AccelBoardA","2600","BeachTrap","NONE","1400","0","SummerEnemyC","2200"
"SummerEnemyD","1900","NONE","500","0","1000","3500","SummerJumpOverEnemyD","1105","SummerEnemyC","3100","SummerJumpOverEnemyC","SummerEnemyA","SummerEnemyD","2800","SummerJumpOverEnemyA","NONE","1500","0","SummerEnemyA","2400"
"SummerEnemyC","2000","NONE","500","0","900","0","SummerEnemyA","1106","SummerJumpOverEnemyB","3500","SummerEnemyD","SummerEnemyD","SummerJumpOverEnemyB","3100","SummerJumpOverEnemyC","NONE","1500","0","NONE","2500"
"NONE","2300","NONE","600","0","1200","0","SummerJumpOverEnemyC","1107","SummerJumpOverEnemyC","0","SummerJumpOverEnemyB","SummerJumpOverEnemyA","SummerEnemyA","3400","SummerEnemyA","NONE","1800","0","NONE","2800"
"NONE","2400","NONE","500","0","1000","0","SummerEnemyD","1108","SummerJumpOverEnemyA","0","SummerEnemyB","SummerJumpOverEnemyC","SummerEnemyA","3500","SummerJumpOverEnemyB","NONE","1700","0","NONE","2900"
"NONE","2000","NONE","700","0","1000","0","ShellFlyingItem","8001","SummerEnemyB","0","NONE","SummerEnemyG","SummerEnemyG","0","SurfC","NONE","1300","0","NONE","3000"
"NONE","2000","NONE","700","0","1000","0","SummerEnemyA","8002","EnemyB","0","NONE","SummerEnemyA","SummerEnemyG","0","SurfC","NONE","1300","0","NONE","3000"
"SpeedTerritoryB","1900","NONE","300","0","1300","3100","SummerEnemyA","8003","SummerJumpOverEnemyA","2800","SpeedTerritoryA","BeachTrap","BeachJumpOverTrap","2500","SurfB","NONE","1600","0","AccelBoardA","2200"
"NONE","1800","NONE","300","0","1300","0","BeachJumpBoard","8004","SummerEnemyA_NoColl","0","WaterMelon","SpeedTerritoryA_NoColl","WarpGateA","3200","SurfB","NONE","1600","0","NONE","2200"
"NONE","2400","NONE","300","0","1300","0","Balloon","8005","SummerEnemyA_NoColl","0","NONE","SpeedTerritoryA_NoColl","NONE","0","SurfB","NONE","2000","0","NONE","0"
"SpeedTerritoryB","900","NONE","0","3000","300","2100","SummerEnemyA","8006","SummerJumpOverEnemyA","1800","SpeedTerritoryA","BeachTrap","BeachJumpOverTrap","1500","NONE","SurfB","600","0","AccelBoardA","1200"
"SurfB","800","NONE","0","0","300","0","BeachJumpBoard","8007","SummerEnemyA_NoColl","3000","WaterMelon","SpeedTerritoryA_NoColl","WarpGateA","2200","NONE","NONE","600","0","NONE","1200"
"NONE","1300","NONE","0","0","300","0","Balloon","8008","SummerEnemyA_NoColl","0","NONE","SpeedTerritoryA_NoColl","SurfB","0","NONE","NONE","1000","0","NONE","3000"
"NONE","1300","NONE","0","0","300","0","NONE","8009","NONE","0","NONE","NONE","NONE","0","NONE","NONE","1000","0","NONE","3000"
"NONE","3100","NONE","500","0","1000","0","AccelBoardA","9990","WarpGateA","0","NONE","BeachJumpBoard","NONE","0","AccelBoardA","NONE","2000","0","NONE","0"
"NONE","2000","NONE","500","0","800","0","BeachTrap","9991","BeachTrap","0","NONE","SummerJumpOverEnemyB","EnemyB","3000","AccelBoardA","NONE","1300","0","NONE","2500"
"NONE","2100","NONE","500","0","1100","0","SummerEnemyC","9992","SummerJumpOverEnemyB","0","BeachTrap","EnemyB","AccelBoardA","3300","AccelBoardA","NONE","1400","0","NONE","2800"
"SummerEnemyA","2500","NONE","500","0","1200","0","SummerJumpOverEnemyA","9993","SummerEnemyA","3600","SummerEnemyA","AccelBoardA","SummerEnemyB","3300","AccelBoardA","NONE","2000","0","NONE","3000"
"NONE","2000","NONE","300","0","1000","0","AccelBoardA","9994","AccelBoardA","0","AccelBoardA","AccelBoardA","AccelBoardA","3000","WaterMelon","NONE","1500","0","NONE","2500"
"NONE","1700","NONE","500","0","900","0","EnemyB","9995","BeachJumpOverTrap","0","SummerJumpOverEnemyA","SpeedTerritoryA","BeachJumpOverTrap","3000","SummerJumpOverEnemyA","NONE","1400","0","NONE","2600"
"NONE","2700","NONE","400","0","700","0","WarpGateA","9996","AccelBoardA","0","NONE","AccelBoardA","NONE","0","SummerJumpOverEnemyB","NONE","1900","0","NONE","0"
"NONE","2700","NONE","400","0","700","0","ShellFlyingItem","9997","SummerEnemyA","0","NONE","ShellFlyingItem","ShellFlyingItem","0","ShaveIce","NONE","1900","0","NONE","3600"
