cf6543676b782b0b1a4d8464fde191db7ed3fac661b50d84eb5a7f14ffcd30e5,51639e1e1feea95d400c2dceb4ea2fe01ff17e55bfe47ccb6bb2544b525e1ecb,8ac76560966eb667ccf0d16a13be35909a6aac1b87a03f5ef90b0afa16ba68af,61c25a920b4d6b5d4880d87c0e51bf8a7400c87cc23218bf3d8bc438b50563d7,08600cc79476fd4259d6cd1dd612bbd0cf929afb46e5a152858785bb3163e6c6,008dbb96bf400a38128c7fbf7fc92cecdc7ecd0114c114a93f65feac198afdbb,be5cbd1bbe79fd4640d7c85c84588eb3bbfe0d85dd131cc55ba32f78b5631684,38bc966321509379f46e2aebf901947ee0bfffe912c12bade9a2e37c2a7df26e,0130293579b8ded3fdace6139c7614aa3ae4f938206f2ad2ac0b726b68c30f68,1700f2d0f319bbf2f1f956ab15f6e9a070a5861b2e599306d2fd93ea3dc00e9d,b0dd512f9567a54532b5998c4e3271b14d08e8ec3979aff1e100a7a2dbeff922,be27f309d5ba9354725feb54a4f5ff68ebfa6843c94fdcfb5fd109552d2d5061
"キミとの師弟関係も、\nもう1年なのね…\nでもキミに教えることは、","5","","1","104801","0","0","0","1","ミフユ","80001","42"
"まだまだいっぱいあるわ\nこれからも、\nしっかりついて来てね！","5","","2","104801","0","0","0","1","ミフユ","80001","43"
"あなたさまと出会ってもう1年…","6","","1","103201","0","0","0","0","アキノ","80001","44"
"光陰矢のごとし、とはまさに\nこのことですわ。…思い出は決して\nお金では買えませんわね","6","","2","103201","0","0","0","0","アキノ","80001","45"
"ダメな私を1年間も見捨てないで\nくれて、本当にありがとう","6","","1","103401","0","0","0","1","ユカリ","80001","46"
"情けないところいっぱいみせるかも\nしれないけど、これからも一緒に\nいてくれると、うれしいな","6","","2","103401","0","0","0","1","ユカリ","80001","47"
"オマエと出会ってもう1年か\nまさかこのワタシの結婚相手に\nなろうとはな…","7","","1","107101","0","0","0","0","クリスティーナ","80001","48"
"ともかくこれからも\n愉しませてくれよ☆","7","","2","107101","0","0","0","0","クリスティーナ","80001","49"
"君と出会ってからもう1年か。\n以前と比べて私の表情もいくらか\n柔らかくなった気がするんだが、\nどうだろう？","7","","1","104701","0","0","0","1","ジュン","80001","50"
"見えないから分からないって？\nそれもそうだな…","7","","2","104701","0","0","0","1","ジュン","80001","51"
"もう1年たったみたいだね\nあなたをからかってばかりだった\nけど、楽しかった♪","8","","1","103701","0","0","0","0","トモ","80001","52"
"これからもよろしくね！","8","","2","103701","0","0","0","0","トモ","80001","53"
"出会って、もう1年たっちゃった\nんスね。なんだか意外ッス","8","","1","100501","0","0","0","1","マツリ","80001","54"
"毎日楽しくて、あっという間に過ぎ\nちゃったみたいなんスよね\nこれからも一緒に悪と戦うッス！","8","","2","100501","0","0","0","1","マツリ","80001","55"
"オマエと会って1年なの！\n全然成仏もできなかったし、","9","","1","100701","0","0","0","0","ミヤコ","80001","56"
"生き返りもしなかったけど、\nすごく楽しかったの～♪\nオマエとプリンがあれば、\nミヤコはハッピーなの～♪","9","","2","100701","0","0","0","0","ミヤコ","80001","57"
"あなたと出会って1年なんですね\nでも、私の占いでは、私とあなたは","9","","1","103101","0","0","0","1","シノブ","80001","58"
"来年も再来年も一緒にいるようです\nふふ、よろしくお願いしますね","9","","2","103101","0","0","0","1","シノブ","80001","59"
"貴様が閃光のシグルドとして覚醒し\nもう1年か…。これからも我らの\n長き戦いに終わりはないが、","10","","1","100901","0","0","0","0","アンナ","80001","60"
"それでも貴様となら…\n添い遂げる覚悟はできているぞ！","10","","2","100901","0","0","0","0","アンナ","80001","61"
"君と出会ってもう1年だって！\n早いねー！","10","","1","101301","0","0","0","1","ナナカ","80001","62"
"これからも最強のバディタッグで\n大活躍だー！\n頼りにしてるよ、相棒！","10","","2","101301","0","0","0","1","ナナカ","80001","63"
"1年たつのって、あっという間ね\nまだまだ君の知らない部分が\nたくさんあるし…","11","","1","105101","0","0","0","0","ミツキ","80001","64"
"これからも、いろんなところを\n調べさせてね？","11","","2","105101","0","0","0","0","ミツキ","80001","65"
"お前さんと出会ってもう1年か\n助太刀するつもりが","11","","1","105601","0","0","0","1","ルカ","80001","66"
"逆に助けられたりもしたね\nこれからもよろしく頼むよ！","11","","2","105601","0","0","0","1","ルカ","80001","67"
"早いものですわね、あなた様と\nお会いして、もう1年…","11","","1","102701","0","0","0","2","エリコ","80001","68"
"あなた様といると、時があっと\nいう間に過ぎてしまいます\n時間を止める研究をしなくては\nいけませんね…","11","","2","102701","0","0","0","2","エリコ","80001","69"
"お兄ちゃんと会ってから、もう、\n1年なんだね。私、少しは\nお姉ちゃんっぽくなったかな？","12","","1","102301","0","0","0","0","アヤネ","80001","70"
"あ、ぷうきちもお兄ちゃんっぽく\nなったよね？","12","","2","102301","0","0","0","0","アヤネ","80001","71"
"あなたと出会って、\nもう1年がたったんですね…\nこれからもそばにいて、","12","","1","104201","0","0","0","1","チカ","80001","72"
"私のことを見守ってください\nできることなら、ずっと…","12","","2","104201","0","0","0","1","チカ","80001","73"
"お兄ちゃんと出会って1年かぁ\n私、相変わらずダメダメで…","12","","1","102101","0","0","0","2","クルミ","80001","74"
"で、でもこれからもずっと…\n一緒にいたいなぁ…","12","","2","102101","0","0","0","2","クルミ","80001","75"
"再会してちょうど1年だね\nお祝いにごちそう作ってきたよ～♪\n特製ケーキと、お寿司と、","13","","1","104901","0","0","0","0","シズル","80001","76"
"ハンバーグと、カレーと、\nシチューと、あ、隠しきれない隠し\n味は、お姉ちゃんの愛情だよ！","13","","2","104901","0","0","0","0","シズル","80001","77"
"お兄ちゃんと再会して、もう1年\nなんですね。\n会えなかった時を思うと、","13","","1","101101","0","0","0","1","リノ","80001","78"
"信じられないくらい幸せな1年\nでした！もう絶対、私から離れ\nないでくださいね♪","13","","2","101101","0","0","0","1","リノ","80001","79"
"騎士クンと出会ってから今まで、\nいろんなことがあったよね\n楽しいこと、ドキドキしたこと…","14","","1","100201","0","0","0","0","ユイ","80001","80"
"そんな日々をこれからも、\nず、ずっと一緒に…\n過ごしていきたいな…！","14","","2","100201","0","0","0","0","ユイ","80001","81"
"騎士くんと出会って、まだ1年しか\nたってないんだ！？","14","","1","100101","0","0","0","1","ヒヨリ","80001","82"
"なんかもうずっと一緒にいる気が\nするなぁ…えへへ。これからの\n1年もまたよろしくねっ！\n騎士くん！","14","","2","100101","0","0","0","1","ヒヨリ","80001","83"
"初めてキミに出会って1年…\n随分見違えたね私もキミも、\n更に強くなっていく…","14","","1","100301","0","0","0","2","レイ","80001","84"
"キミに背中を預けられる日が、\n早くきますように","14","","2","100301","0","0","0","2","レイ","80001","85"
"1年もわたしのことを、忘れない\nでいてくれて、ありがとうござい\nます！","15","","1","105801","0","0","0","0","ペコリーヌ","80001","86"
"これからもずっと、覚えていて\nくださいね！","15","","2","105801","0","0","0","0","ペコリーヌ","80001","87"
"こうして1年も、主さまのおそばに\n置いていただけて、とても光栄\nです。どうかこれからも、","15","","1","105901","0","0","0","1","コッコロ","80001","88"
"末永く主さまをお世話させて\nください。わたくしは、ずっと\n主さまのガイド役でいたいのです","15","","2","105901","0","0","0","1","コッコロ","80001","89"
"1年か、まっさかこんなに長い\n付き合いになるなんてね～\nでも…わりと楽しい1年だったかも","15","","1","106001","0","0","0","2","キャル","80001","90"
"だから、もうしばらくあんたに\n付き合ってやるわよ喜びなさい！","15","","2","106001","0","0","0","2","キャル","80001","91"
"新しい年のはじめに、\nおみくじはいかがでしょうか？\nよい運勢であるほど、\n沢山プレゼントが貰えますよ♪","0","","1","112101","0","0","1","1","スズメ","60001","92"
"今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！","0","","0","0","0","1","1","2","","60001","93"
"今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","0","","0","0","0","1","1","2","","60001","94"
"今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！","0","","0","0","0","1","1","2","","60001","95"
"今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！","0","","0","0","0","1","1","2","","60001","96"
"今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！","0","","0","0","0","1","2","2","","60001","97"
"今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪","0","","0","0","0","2","1","2","","60001","98"
"今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪","0","","0","0","0","2","1","2","","60001","99"
"今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！","0","","0","0","0","2","1","2","","60001","100"
"今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！","0","","0","0","0","2","1","2","","60001","101"
"今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！","0","","0","0","0","2","2","2","","60001","102"
"今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！","0","","0","0","0","3","1","2","","60001","103"
"今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪","0","","0","0","0","3","1","2","","60001","104"
"今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","0","","0","0","0","3","1","2","","60001","105"
"今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","0","","0","0","0","3","1","2","","60001","106"
"今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？","0","","0","0","0","3","1","2","","60001","107"
"今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","0","","0","0","0","3","1","2","","60001","108"
"今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪","0","","0","0","0","3","2","2","","60001","109"
"今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪","0","","0","0","0","4","1","2","","60001","110"
"今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪","0","","0","0","0","4","1","2","","60001","111"
"今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","0","","0","0","0","4","1","2","","60001","112"
"今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","0","","0","0","0","4","1","2","","60001","113"
"今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","0","","0","0","0","4","1","2","","60001","114"
"今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！","0","","0","0","0","4","1","2","","60001","115"
"今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","0","","0","0","0","4","2","2","","60001","116"
"おみくじの結果はいかがでしたか？\n新たに始まる一日が、\nあなたにとってよい日になりますように\n明日もお待ちしていますね♪","0","","2","112101","0","0","0","3","スズメ","60001","117"
"おみくじ、楽しんで頂けましたか？\nあなたの新しい年が\n素晴らしいものになるよう、\n心からお祈りしますね","7","","3","112101","0","0","0","3","スズメ","60001","118"
"ヒューヒュー♪\nドンドンパフパフー♪","1","","1","105801","0","0","0","0","ペコリーヌ","80003","119"
"ひゅーひゅー\nどんどんぱふぱふー\nでございます","1","","1","105901","0","0","0","1","コッコロ","80003","120"
"さぁ、キャルさまもご一緒に\nどんどんぱふぱふいたしましょう","1","","2","105901","0","0","0","1","コッコロ","80003","121"
"え？　ちょっと\nいきなりなにっ？","1","","1","106001","0","0","0","2","キャル","80003","122"
"ドンドンパフパフってなんなの？\nあたしにも分かるように\nちゃんと説明しなさいっての！","1","","2","106001","0","0","0","2","キャル","80003","123"
"実はですねキャルちゃん！\nもうすぐわたしたちにとっての\n大切な節目──","1","","2","105801","0","0","0","0","ペコリーヌ","80003","124"
"『プリンセスコネクト！\nRe:Dive』\n2.5周年なんですよ！\nやばいですね☆","1","","3","105801","0","0","0","0","ペコリーヌ","80003","125"
"ですからその日に向けて\n今から気分を盛り上げているのです","1","","3","105901","0","0","0","1","コッコロ","80003","126"
"ああ、そういえば\nそんな時期だっけ\nって言っても、もう少し先じゃない\n気が早いんじゃないの？","1","","3","106001","0","0","0","2","キャル","80003","127"
"いいえ、キャルさま\nこういったお祝いは準備から\n楽しむものでございます\nそうですよね、ペコリーヌさま","1","","4","105901","0","0","0","1","コッコロ","80003","128"
"その通りです♪　というわけで！\nカウントダウンの始まりですよ！\nみんなで一緒に2.5周年に向けて\n盛り上がっていきましょー☆","1","","4","105801","0","0","0","0","ペコリーヌ","80003","129"
"ド、ドンドンパフパフ～\nって何言わせんのよ！\nまったくもう、浮かれちゃってさ","1","","4","106001","0","0","0","2","キャル","80003","130"
"ふふ。キャルさまもワクワクして\nおいでのようですね\nそれでは主さま。大切な記念日まで\nどうぞご期待くださいませ","1","","5","105901","0","0","0","1","コッコロ","80003","131"
"記念日を盛り上げるったって\n一体どうしたらいいのよ？\nあたし、そういうの\n苦手なんだけど…","2","","5","106001","0","0","0","0","キャル","80003","132"
"あら、キャルさん\nどうかなさいましたか？\n何かお困りのようですけど","2","","1","190801","0","0","0","1","カリン","80003","133"
"げっ…カリンじゃない\nなんでもないわよ！","2","","6","106001","0","0","0","0","キャル","80003","134"
"そうなのですか？\nキャルさんのことですからてっきり\n2.5周年をどう盛り上げたら\nいいか悩んでいるのかと…","2","","2","190801","0","0","0","1","カリン","80003","135"
"分かってんじゃないのよ！？\nいっ、いや、違うけどね！\nあたしは別にそんなことで\n悩んでないわよっ？","2","","7","106001","0","0","0","0","キャル","80003","136"
"ふふっ…\nこういう時は、真心を込めて\n気持ちをそのまま口にしたら\nいいのではないでしょうか？","2","","3","190801","0","0","0","1","カリン","80003","137"
"気持ちを、ねぇ\nそれが一番難しいんじゃない…\nそもそも、あたしは記念日とか\n別にどうだっていいし","2","","8","106001","0","0","0","0","キャル","80003","138"
"…まあ、ペコリーヌもコロ助も\nやけに楽しそうだったから…\nこういうお祭り騒ぎみたいなのも\nたまにはいいかな、とは思うけど","2","","9","106001","0","0","0","0","キャル","80003","139"
"なるほどなるほど～\nキャルさんは【美食殿】で祝う\n2.5周年を心から楽しみに\nしている、ということですね！","2","","4","190801","0","0","0","1","カリン","80003","140"
"はぁ！？\nどこ聞いたらそうなるのよ！\nあたしは別に楽しみになんか…！","2","","10","106001","0","0","0","0","キャル","80003","141"
"キャルさんの心からの想い\nみなさんにも伝わったでしょうか？\n私も2.5周年が楽しみです！\n以上、カリンがお伝えしました！","2","","5","190801","0","0","0","1","カリン","80003","142"
"心からの想いって何なのよ！？\n勝手に人の言葉を\n捻じ曲げんじゃないわよ！\nこのくそ眼鏡ーーーっ！","2","","11","106001","0","0","0","0","キャル","80003","143"
"ペコリーヌさま、もうすぐ\n記念日でございますね\nこういった節目というのは\n感慨深いものでございます","3","","6","105901","0","0","0","0","コッコロ","80003","144"
"色んな思い出が蘇ってきますね！\n楽しい出来事が\nいっぱいありました♪","3","","5","105801","0","0","0","1","ペコリーヌ","80003","145"
"はい、そうでございますね\n主さまも【美食殿】の活動の他にも\nいろんなご経験をされたと\n聞いておりますよ","3","","7","105901","0","0","0","0","コッコロ","80003","146"
"たしか…ランドソルで話題沸騰と\nなっていた、魔法少女なるものに\nお会いになられたとか","3","","8","105901","0","0","0","0","コッコロ","80003","147"
"魔法少女って、あの美味しくって\n栄養たっぷりの大ヒット商品\n『魔法少女ソーセージ』の箱に\n描いてある女の子のことですか！？","3","","6","105801","0","0","0","1","ペコリーヌ","80003","148"
"あのソーセージ\n美味しいんですよね～♪\nわたしもたっくさん食べてますよ！","3","","7","105801","0","0","0","1","ペコリーヌ","80003","149"
"あとは、牧場に素敵な温泉が\n出来たとか…","3","","9","105901","0","0","0","0","コッコロ","80003","150"
"牧場ですか！？　温泉につかって\nチーズもオツですね～♪　考えた\nだけでよだれが出ちゃいそうです！\nやばいですね☆","3","","8","105801","0","0","0","1","ペコリーヌ","80003","151"
"ペコリーヌさま\n言ってるそばからよだれが…\n今お拭きしますね。ふき、ふき","3","","10","105901","0","0","0","0","コッコロ","80003","152"
"えへへ、ありがとうございます\nコッコロちゃん！","3","","9","105801","0","0","0","1","ペコリーヌ","80003","153"
"それにしても、主さまは\n【美食殿】の一員として様々な\n美食と出会われていたのですね\nわたくし、感服いたしました","3","","11","105901","0","0","0","0","コッコロ","80003","154"
"これからもたくさん冒険をして\nめいっぱい美食を\n味わい尽くしましょうね！","3","","10","105801","0","0","0","1","ペコリーヌ","80003","155"
"2.5周年カウントダウン♪\nキャルちゃんキャルちゃん！\nわくわくしますね☆","4","","11","105801","0","0","0","0","ペコリーヌ","80003","156"
"あぁもう、うるさいわね～\nまだまだ先でしょ？\nちょっとは落ち着きなさいよ","4","","12","106001","0","0","0","1","キャル","80003","157"
"キャルちゃんだって最近\nソワソワしてるじゃないですか～\nさっきもご機嫌そうに鼻歌とか\n歌ってましたよね？","4","","12","105801","0","0","0","0","ペコリーヌ","80003","158"
"なっ…！　き、聞いてたの！？\nじゃない、歌ってないわよ！？\nあんたいい加減なこと言うと\nぶっ殺すわよ！？","4","","13","106001","0","0","0","1","キャル","80003","159"
"えっへへ～♪\nわたしは最近のキャルちゃんが\nもっともっと大好きですよ♪\nすごく積極的になりましたよね！","4","","13","105801","0","0","0","0","ペコリーヌ","80003","160"
"…積極的？\nなんの話よ？","4","","14","106001","0","0","0","1","キャル","80003","161"
"またまた～♪\nアイドルを目指そうとしたこと\n忘れちゃったんですか？","4","","14","105801","0","0","0","0","ペコリーヌ","80003","162"
"ムーサの町で\nきゃるきゃる～ん☆　って！","4","","15","105801","0","0","0","0","ペコリーヌ","80003","163"
"あっ…！？　ちちち違うわよっ！\nあれは操られてただけで\nあたしはアイドルなんか\n目指してないっての！！","4","","15","106001","0","0","0","1","キャル","80003","164"
"本当に本当ですか？\nわたし、キャルちゃんとっても\n乗り気だなって\n思ってたんですけど～","4","","16","105801","0","0","0","0","ペコリーヌ","80003","165"
"まぁ、悪くはなかったけど…って\nだ、だから目指してないって\n言ってるでしょ！！\nなんてこと思い出させんのよ！？","4","","16","106001","0","0","0","1","キャル","80003","166"
"ああ…ダメだわ…\nもう殺すしかない…\n2.5周年が来る前に\n記憶ごと消し去ってやるー！","4","","17","106001","0","0","0","1","キャル","80003","167"
"2.5周年まであと10日…\nふ～ん？\n案外早いもんね？","5","","18","106001","0","0","0","0","キャル","80003","168"
"そうでございますね…\nその日のためにやるべきことは\nまだまだございます\n気を引き締めねばなりません…！","5","","12","105901","0","0","0","1","コッコロ","80003","169"
"やる気十分ねコロ助…\nそんな気負ってるとしんどいわよ？\nお気楽にやりましょ？","5","","19","106001","0","0","0","0","キャル","80003","170"
"キャルさま…\nありがとうございます\nキャルさまは本当に\n優しいおかたです","5","","13","105901","0","0","0","1","コッコロ","80003","171"
"な、なにわけの分かんないこと\n言ってんのよ…\nあたしは優しくなんかないっての","5","","20","106001","0","0","0","0","キャル","80003","172"
"そんなことはございません\n…あの、実はわたくし\nキャルさまに\nひとつお願いがございまして","5","","14","105901","0","0","0","1","コッコロ","80003","173"
"お願い？　珍しいわね\nコロ助がそんなこと言うなんて\n…まあ、あたしに出来ることなら\n別にいいけど","5","","21","106001","0","0","0","0","キャル","80003","174"
"ありがとうございます\n実は記念日へ向けて\n『かくし芸』というものを\n用意してみようかと思いまして","5","","15","105901","0","0","0","1","コッコロ","80003","175"
"かくし芸？","5","","22","106001","0","0","0","0","キャル","80003","176"
"はい。きゃるきゃる～ん☆　を\n参考に、ころころ～ん☆　という\nご挨拶を考えてみたのですが\nポーズがうまくいかなくて…","5","","16","105901","0","0","0","1","コッコロ","80003","177"
