96240ec82e62de77675443213d410b444e0742cf9eef0c44d99c922259bed4d6,2f7950034fa0203e59c9736fc3410ff7e5cb2ee896661bc71beccc2df8662ffd,83fa269b984cb0ae02bea3a9808b6475b757a6d8217da04d4bbd991bfc63e1e1,f179f2bc716e2d44e0a47252c56898e18a8db27557241129d06e5817e1cb16fa,ed6d6ea5f309161d15ad6decdb84e9f9a5f995b6bb2eb39bbf9d5c2db0e5288a,8fca267e9a0e3f1543551af38bb51b39c5b33c1355f09f0178e3c53885fe4290,c9336e46c34596575ab14ac4c99c4efe2e5208618a52c6781c89d6e77d76b8fb,6b9e205493993004f6efb0bcf790ba43b08e42558c44c9651ee914985bbf6c5a,6486bae9def868341549810eb1e8862ef506f725a62aa093acb84b7dffbb628a,214ac70dead68158a7888e941b175d539c0252eec10e70fedc3528e2c42921b3,d8fc60b926df05ae9078815a4351ce781aec44d86eb9eec8764af76fb1221c06,d31cb6197fbaea4688b8b951e57dc40ab65a07a69700a4b9e6574ca09e749cb2,7aa8bfecaed5c234e198548745b08433f9f9ed70ada008fb9c42fc8b009aee0c,f055dd8eaa4813f1b30703fed848e2e8f995a3dc12c354fd8d65f440dfcf5766,1c523a1c9d026cecc21a67998a1dff86ae95948b4cb09a5af0bfcc9614db2096,891c831fa902b678d94d87043185afdde1bcb1ce608235148c15b432eec575c7,eaf9c95631f3f9590b4c8838aaf7da4f727f04c35cb779c4e5914aac9470bff4,a2512c1ab3d59d27ae624d0419f2a12d47cf2ba1cbd3d6b26f68388b6b6b2636
"8100","0","0","91002","49","0","0","0","0","0","0","0","0","0","8","0","15","8100"
"8200","0","0","91002","50","0","0","0","0","0","0","0","0","0","8","0","15","8200"
"8300","0","0","91002","51","0","0","0","0","0","0","0","0","0","8","0","15","8300"
"8400","0","0","91002","52","0","0","0","0","0","0","0","0","0","8","0","15","8400"
"8500","0","0","91002","53","0","0","0","0","0","0","0","0","0","8","0","15","8500"
"8600","0","0","91002","54","0","0","0","0","0","0","0","0","0","8","0","15","8600"
"8700","0","0","91002","55","0","0","0","0","0","0","0","0","0","8","0","15","8700"
"8800","0","0","91002","56","0","0","0","0","0","0","0","0","0","8","0","15","8800"
"8900","0","0","91002","57","0","0","0","0","0","0","0","0","0","8","0","15","8900"
"9000","0","0","91002","58","0","0","0","0","0","0","0","0","0","8","0","15","9000"
"9100","0","0","91002","59","0","0","0","0","0","0","0","0","0","8","0","15","9100"
"9200","0","0","91002","60","0","0","0","0","0","0","0","0","0","8","0","15","9200"
"9300","0","0","91002","61","0","0","0","0","0","0","0","0","0","8","0","15","9300"
"9400","0","0","91002","62","0","0","0","0","0","0","0","0","0","8","0","15","9400"
"9500","0","0","91002","63","0","0","0","0","0","0","0","0","0","8","0","15","9500"
"9600","0","0","91002","64","0","0","0","0","0","0","0","0","0","8","0","15","9600"
"9700","0","0","91002","65","0","0","0","0","0","0","0","0","0","8","0","15","9700"
"9800","0","0","91002","66","0","0","0","0","0","0","0","0","0","8","0","15","9800"
"9900","0","0","91002","67","0","0","0","0","0","0","0","0","0","8","0","15","9900"
"10000","0","0","91002","68","0","0","0","0","0","0","0","0","0","8","0","15","10000"
"10100","0","0","91002","69","0","0","0","0","0","0","0","0","0","8","0","15","10100"
"10200","0","0","91002","70","0","0","0","0","0","0","0","0","0","8","0","15","10200"
"10300","0","0","91002","71","0","0","0","0","0","0","0","0","0","8","0","15","10300"
"10400","0","0","91002","72","0","0","0","0","0","0","0","0","0","8","0","15","10400"
"10500","0","0","91002","73","0","0","0","0","0","0","0","0","0","8","0","15","10500"
"10600","0","0","91002","74","0","0","0","0","0","0","0","0","0","8","0","15","10600"
"10700","0","0","91002","75","0","0","0","0","0","0","0","0","0","8","0","15","10700"
"10800","0","0","91002","76","0","0","0","0","0","0","0","0","0","8","0","15","10800"
"10900","0","0","91002","77","0","0","0","0","0","0","0","0","0","8","0","15","10900"
"11000","0","0","91002","78","0","0","0","0","0","0","0","0","0","8","0","15","11000"
"11100","0","0","91002","79","0","0","0","0","0","0","0","0","0","8","0","15","11100"
"11200","0","0","91002","80","0","0","0","0","0","0","0","0","0","8","0","15","11200"
"11300","0","0","91002","81","0","0","0","0","0","0","0","0","0","8","0","15","11300"
"11400","0","0","91002","82","0","0","0","0","0","0","0","0","0","8","0","15","11400"
"11500","0","0","91002","83","0","0","0","0","0","0","0","0","0","8","0","15","11500"
"11600","0","0","91002","84","0","0","0","0","0","0","0","0","0","8","0","15","11600"
"11700","0","0","91002","85","0","0","0","0","0","0","0","0","0","8","0","15","11700"
"11800","0","0","91002","86","0","0","0","0","0","0","0","0","0","8","0","15","11800"
"11900","0","0","91002","87","0","0","0","0","0","0","0","0","0","8","0","15","11900"
"12000","0","0","91002","88","0","0","0","0","0","0","0","0","0","8","0","15","12000"
"12100","0","0","91002","89","0","0","0","0","0","0","0","0","0","8","0","15","12100"
"12200","0","0","91002","90","0","0","0","0","0","0","0","0","0","8","0","15","12200"
"12300","0","0","91002","91","0","0","0","0","0","0","0","0","0","8","0","15","12300"
"12400","0","0","91002","92","0","0","0","0","0","0","0","0","0","8","0","15","12400"
"12500","0","0","91002","93","0","0","0","0","0","0","0","0","0","8","0","15","12500"
"12600","0","0","91002","94","0","0","0","0","0","0","0","0","0","8","0","15","12600"
"12700","0","0","91002","95","0","0","0","0","0","0","0","0","0","8","0","15","12700"
"12800","0","0","91002","96","0","0","0","0","0","0","0","0","0","8","0","15","12800"
"12900","0","0","91002","97","0","0","0","0","0","0","0","0","0","8","0","15","12900"
"13000","0","0","91002","98","0","0","0","0","0","0","0","0","0","8","0","15","13000"
"13100","0","0","91002","99","0","0","0","0","0","0","0","0","0","8","0","15","13100"
"13200","0","0","91002","100","0","0","0","0","0","0","0","0","0","8","0","15","13200"
"13300","0","0","91002","101","0","0","0","0","0","0","0","0","0","8","0","15","13300"
"13400","0","0","91002","102","0","0","0","0","0","0","0","0","0","8","0","15","13400"
"13500","0","0","91002","103","0","0","0","0","0","0","0","0","0","8","0","15","13500"
"13600","0","0","91002","104","0","0","0","0","0","0","0","0","0","8","0","15","13600"
"13700","0","0","91002","105","0","0","0","0","0","0","0","0","0","8","0","15","13700"
"13800","0","0","91002","106","0","0","0","0","0","0","0","0","0","8","0","15","13800"
"13900","0","0","91002","107","0","0","0","0","0","0","0","0","0","8","0","15","13900"
"14000","0","0","91002","108","0","0","0","0","0","0","0","0","0","8","0","15","14000"
"14100","0","0","91002","109","0","0","0","0","0","0","0","0","0","8","0","15","14100"
"14200","0","0","91002","110","0","0","0","0","0","0","0","0","0","8","0","15","14200"
"14300","0","0","91002","111","0","0","0","0","0","0","0","0","0","8","0","15","14300"
"14400","0","0","91002","112","0","0","0","0","0","0","0","0","0","8","0","15","14400"
"14500","0","0","91002","113","0","0","0","0","0","0","0","0","0","8","0","15","14500"
"14600","0","0","91002","114","0","0","0","0","0","0","0","0","0","8","0","15","14600"
"14700","0","0","91002","115","0","0","0","0","0","0","0","0","0","8","0","15","14700"
"14800","0","0","91002","116","0","0","0","0","0","0","0","0","0","8","0","15","14800"
"14900","0","0","91002","117","0","0","0","0","0","0","0","0","0","8","0","15","14900"
"15000","0","0","91002","118","0","0","0","0","0","0","0","0","0","8","0","15","15000"
