989bf1919d4148efbcdd039ef494b9707b05cb9afba721a57c337539889e5010,bddf345508eb7f03ba19cdda0dc654875aba300d93baa7aa3b8e774a2a368e48,1061a7f35292fb279c7c7faac6deee61015b633fe48fce41f43355fa79317521,8c451d18f51ed52e6ad038d5219887a669c841214c7dffcc606974a09baabfec,fc0d429abebb2eaf48ee25d55cd6943705bcbd00d2ef1d4287fa5fc8cb4136e7,08fc71e44a6115f7c736fd7ea4bd52ff2583344f6567ff4be704a8d1bfa37e53,52cb54b80b87d5a203a5d825f4b894e14feaa20b65bc14bd5bf9edb183003afa,f56463ec1f9d16bccf59b7d7572d23dca52cb7ccb88daada38e005fc8d7ddd54,e95ca60b6681d24930ac20b9757821106d151471ad6eda7914eb7caf12f34d47,95b9703b3886078f685c7183b1f8815e02d142d4718e963733c80d8c86cf829a,b2ee23b807f3a6b142498af64fbe2833c2e66a598923f241c5602d69887b7005
"5112","0","0","0","0","0","106801","0","0","0","0"
"5154","0","0","0","0","0","106501","0","0","0","106601"
"5209","0","0","0","0","0","118001","0","0","0","0"
"5220","0","0","0","0","0","105901","0","0","0","0"
"5221","0","0","0","0","0","105801","0","105901","0","106001"
"5222","0","0","0","0","0","105801","0","0","0","0"
"5223","0","0","0","0","0","107101","0","104401","0","102901"
"6003","0","0","0","0","0","103601","0","0","0","0"
"6004","0","0","0","0","0","111001","0","0","0","0"
"6005","0","0","0","0","0","110901","0","0","0","0"
"6006","0","0","0","0","0","110801","0","0","0","0"
"6020","0","0","0","0","0","118001","0","0","0","105801"
"6021","0","0","0","0","0","103101","0","0","0","0"
"6022","0","0","0","0","0","106601","0","0","0","0"
"6024","0","0","0","0","0","110901","0","0","0","102901"
"6025","0","0","0","0","0","100901","0","0","0","0"
"6041","0","0","0","0","0","105801","0","105901","0","106001"
"6042","0","0","0","0","0","101401","0","105501","0","104301"
"6043","0","0","0","0","0","103601","0","100401","0","102001"
"6044","0","0","0","0","0","105601","0","101301","0","100901"
"6045","0","0","0","0","0","105901","0","106001","0","105801"
"6046","0","0","0","0","0","102901","0","105401","0","104201"
"6047","0","0","0","0","0","104501","0","104901","0","101801"
"6048","0","0","0","0","0","105001","0","0","0","0"
"6055","0","0","0","0","0","104601","0","0","0","0"
"6056","0","0","0","0","0","105101","0","0","0","0"
"6057","0","0","0","0","0","101301","0","0","0","0"
"6058","0","0","0","0","0","107001","0","0","0","0"
"6096","0","0","0","0","0","106401","0","0","0","0"
"6097","0","0","0","0","0","107101","0","0","0","107001"
"6100","0","0","0","0","0","106001","0","0","0","0"
"6102","0","0","0","0","0","103001","0","0","0","0"
"6105","0","0","0","0","0","103301","0","0","0","0"
"6112","0","0","0","106401","0","105801","0","105901","0","106001"
"6113","0","0","0","0","0","106001","0","0","0","0"
"6114","0","0","0","0","0","106801","0","101101","0","104901"
"6115","0","0","0","0","0","106801","0","0","0","0"
"6132","0","0","0","0","0","107001","0","0","0","105801"
"6135","0","0","0","0","0","100601","0","0","0","102201"
"6139","0","0","0","0","0","101001","0","0","0","0"
"6140","0","0","0","0","0","100401","0","0","0","0"
"6141","0","0","0","0","0","105601","0","0","0","0"
"6142","0","0","0","0","0","101401","0","0","0","0"
"6143","0","0","0","0","0","104501","0","0","0","0"
"6144","0","0","0","0","0","104001","0","0","0","0"
"6151","0","0","0","0","0","103801","0","0","0","0"
"6153","0","0","0","0","0","103701","0","0","0","0"
"6164","0","0","0","0","0","105801","0","0","0","0"
"6165","0","0","0","0","0","105901","0","0","0","0"
"6166","0","0","0","0","0","106001","0","0","0","0"
"6189","0","0","0","0","0","110901","0","0","0","0"
"6224","0","0","0","0","0","104501","0","0","0","0"
"6230","0","0","0","0","0","106501","0","0","0","106601"
"6234","0","0","0","0","0","100801","0","0","0","0"
"6235","0","0","0","0","0","107101","0","0","0","104701"
"6252","0","0","0","0","0","107001","0","0","0","0"
"6253","0","0","0","0","0","105001","0","0","0","0"
"6255","0","0","0","0","0","100201","0","0","0","106101"
