30a16f3388bcd96b57771921a4db0ccb5daa3f538909d4cdbaddae1c026237bf,64bfba42c82db8974d1301abb02807996fc8fdf549c8ddb2953ce3333f0393fd,9ec4ee75f20d1a68f47e6eaefa2c27a9c2e3115f911ecc2ec8e86d56f71b2f14,c15af19f65c3cb3475580ccc23a3083a2329e94c96bd6f966e05e9d67301fab8,3539568efeffdf496476d023abfb93fb4c0bb0f12313abfecdec04357080fcfa,d823694790388f05d63ea2386d9707d3daf99ec1fdd0e6c29dd076905a021d86,1eacba52578799e8b9e4f4d6c35846706b66d4c656a0a9f7c567678c000f40f6,f7c122331db2585655409566230b5bf5f0b90ee511c8f232479e706508064543,0dd060c47c926e550fde10306e2710ff4f9717dcbb40fd67409967314d925dda,19b4056fab71aa4bd8ebfa718f589ad8c5cac851256b473fe14864fd5997827b,28342355a805e6cfe214074727c39b6aecb57d4caa9ea2f64cc357cb6c5ad112,18dbe9faec48f4d5525f18b9582de85f19475d94a3d6cc59a2df3176aef770f1,63a972018d7e32eadf834347b3c4e3272e20bdb0d02527bf1fd65c27aaeb9776,6522298c9aa3a5cfb6093f18899e4ec7573cd418c6c31bb3e3882650bf316c80,5322ff468ef46dd9d0b481240cf6aa8d917c817195968bf676135d7c91f56915,9993c1cd58de815d525a2ec07ed791dd44d994e3a522130f8e5bd81ea26878dd,7f2807c1d3ced447d3eaaa7ddcd002ae1761449e94781920b1e2d27b6d570e53
"10011","0","2019/01/25 15:00:00","60","2019/02/11 15:00:00","109001","2019/01/31 12:00:00","1060","0","bgm_M189","1768","2019/02/14 14:59:59","50","500600","2019/02/18 14:59:59","0","bgm_M189"
"10012","0","2019/02/22 15:00:00","60","2019/03/11 15:00:00","101401","2019/02/28 12:00:00","1060","0","bgm_M206","1768","2019/03/14 14:59:59","50","500013","2019/03/18 14:59:59","0","bgm_M206"
"10013","0","2019/03/25 15:00:00","60","2019/04/09 15:00:00","109301","2019/03/31 12:00:00","1060","0","bgm_M215","1768","2019/04/12 20:59:59","50","500133","2019/04/14 14:59:59","0","bgm_M215"
"10014","0","2019/04/11 15:00:00","60","2019/04/19 15:00:00","101201","2019/04/15 12:00:00","1060","10001","bgm_M32","1768","2019/04/22 20:59:59","50","500213","2019/04/24 14:59:59","0","bgm_M32"
"10015","0","2019/04/24 15:00:00","60","2019/05/09 15:00:00","109501","2019/04/30 12:00:00","1060","0","bgm_M223","1768","2019/05/12 20:59:59","50","500650","2019/05/16 14:59:59","0","bgm_M223"
"10016","0","2019/05/09 15:00:00","60","2019/05/19 21:00:00","103601","2019/05/15 12:00:00","1060","10002","bgm_M98","1768","2019/05/22 20:59:59","50","500193","2019/05/24 14:59:59","0","bgm_M98"
"10017","0","2019/05/24 15:00:00","60","2019/6/11  21:00:00","109701","2019/05/31 12:00:00","1060","0","bgm_M228","1768","2019/06/14 20:59:59","50","500175","2019/06/18 14:59:59","0","bgm_M228"
"10018","0","2019/06/10 15:00:00","60","2019/06/19 21:00:00","104401","2019/06/15 12:00:00","1060","10003","bgm_M106","1768","2019/06/22 20:59:59","50","500263","2019/06/24 14:59:59","0","bgm_M106"
"10019","0","2019/06/24 15:00:00","12","2019/7/10 21:00:00","110101","2019/06/30 12:00:00","1060","0","bgm_M237","1600","2019/07/14 20:59:59","50","500683","2019/07/18 14:59:59","0","bgm_M237"
"10020","0","2019/07/08 15:00:00","60","2019/07/19  21:00:00","107601","2019/07/15 12:00:00","1060","10004","bgm_M112","1768","2019/07/22 20:59:59","50","500164","2019/07/24 14:59:59","0","bgm_M112"
"10021","0","2019/07/25 15:00:00","60","2019/8/10  21:00:00","110501","2019/07/31 12:00:00","1060","0","bgm_M245","1768","2019/08/13 20:59:59","50","500713","2019/08/17 14:59:59","0","bgm_M245_02"
"10022","0","2019/08/08 15:00:00","60","2019/08/19 21:00:00","108001","2019/08/15 12:00:00","1060","10005","bgm_M121","1768","2019/08/22 20:59:59","50","500284","2019/08/24 14:59:59","0","bgm_M121"
"10023","0","2019/08/26 15:00:00","34","2019/9/10 21:00:00","110701","2019/08/31 12:00:00","1060","0","bgm_M254","1800","2019/09/14 20:59:59","50","500731","2019/09/18 14:59:59","0","bgm_M254"
"10024","0","2019/09/09 15:00:00","60","2019/09/20 21:00:00","104701","2019/09/16 12:00:00","1060","10006","bgm_M128","1768","2019/09/23 20:59:59","50","500096","2019/09/25 14:59:59","0","bgm_M128"
"10025","0","2019/09/24 15:00:00","60","2019/10/10 21:00:00","111201","2019/09/30 12:00:00","1060","0","bgm_M265","1768","2019/10/14 20:59:59","50","505033","2019/10/18 14:59:59","0","bgm_M265_Top"
"10026","0","2019/10/10 15:00:00","60","2019/10/20 15:00:00","108201","2019/10/16 12:00:00","1060","10007","bgm_M135","1768","2019/10/23 20:59:59","50","500264","2019/10/25 14:59:59","0","bgm_M135"
"10027","0","2019/10/25 15:00:00","60","2019/11/10 21:00:00","100501","2019/10/31 12:00:00","1060","0","bgm_M273","1800","2019/11/14 20:59:59","50","500836","2019/11/18 14:59:59","0","bgm_M273"
"10028","0","2019/11/08 15:00:00","60","2019/11/19 21:00:00","100901","2019/11/15 12:00:00","1060","10008","bgm_M162","1768","2019/11/22 20:59:59","50","500143","2019/11/24 14:59:59","0","bgm_M162"
"10029","0","2019/11/25 15:00:00","60","2019/12/10 21:00:00","111601","2019/11/30 12:00:00","1060","0","bgm_M281","1768","2019/12/14 20:59:59","50","500880","2019/12/18 14:59:59","0","bgm_M281"
"10030","0","2019/12/09 15:00:00","60","2019/12/20 21:00:00","108501","2019/12/16 12:00:00","1060","10009","bgm_M171","1768","2019/12/23 20:59:59","50","500114","2019/12/25 14:59:59","0","bgm_M171"
"10031","0","2019/12/26 15:00:00","60","2020/01/10 21:00:00","112101","2019/12/31 12:00:00","1060","0","bgm_M294","1768","2020/01/14 20:59:59","50","500911","2020/01/18 14:59:59","0","bgm_M294"
"10032","0","2020/01/10 15:00:00","60","2020/01/21 21:00:00","108901","2020/01/17 12:00:00","1060","10010","bgm_M182","1768","2020/01/24 20:59:59","50","500553","2020/01/26 14:59:59","0","bgm_M182"
"10033","0","2020/01/24 15:00:00","60","2020/02/10 21:00:00","112301","2020/01/31 12:00:00","1060","0","bgm_M316","1768","2020/02/13 20:59:59","50","500016","2020/02/17 14:59:59","0","bgm_M316"
"10034","0","2020/02/10 15:00:00","60","2020/02/19 21:00:00","109001","2020/02/15 12:00:00","1060","10011","bgm_M189","1768","2020/02/22 20:59:59","50","500600","2020/02/24 14:59:59","0","bgm_M189"
"10035","0","2020/02/25 15:00:00","60","2020/03/22 15:00:00","112401","2020/02/29 12:00:00","1060","0","bgm_M330","1768","2020/03/21 20:59:59","50","500175","2020/03/25 14:59:59","0","bgm_M330"
"10036","10035","2020/02/25 15:00:00","60","2020/03/22 21:00:00","112401","2020/03/12 15:00:00","1060","0","bgm_M341","1768","2020/03/21 20:59:59","50","500921","2020/03/25 14:59:59","0","bgm_M341"
"10037","0","2020/03/12 15:00:00","60","2020/03/21 21:00:00","101401","2020/03/17 12:00:00","1060","10012","bgm_M206","1768","2020/03/24 20:59:59","50","500013","2020/03/26 14:59:59","0","bgm_M206"
"10038","0","2020/03/24 15:00:00","60","2020/04/10 21:00:00","111001","2020/03/31 12:00:00","1060","0","bgm_M343","1768","2020/04/14 20:59:59","50","500751","2020/04/18 14:59:59","0","bgm_M343"
"10039","0","2020/04/10 12:00:00","60","2020/04/21 21:00:00","109301","2020/04/17 12:00:00","1060","10013","bgm_M215","1768","2020/04/24 20:59:59","50","500133","2020/04/26 14:59:59","0","bgm_M215"
"10040","0","2020/04/24 15:00:00","60","2020/05/10 21:00:00","103301","2020/04/30 12:00:00","1060","0","bgm_M351","1768","2020/05/14 20:59:59","50","500990","2020/05/18 14:59:59","0","bgm_M351"
"10041","0","2020/05/10 12:00:00","60","2020/05/22 21:00:00","109501","2020/05/18 12:00:00","1060","10015","bgm_M223","1768","2020/05/25 20:59:59","50","500650","2020/05/27 14:59:59","0","bgm_M223"
"10042","0","2020/05/25 15:00:00","60","2020/06/10 21:00:00","113001","2020/05/31 12:00:00","1060","0","bgm_M375","1768","2020/06/14 20:59:59","50","500016","2020/06/18 14:59:59","0","bgm_M375"
"10043","0","2020/06/08 18:00:00","12","2020/06/20 21:00:00","110101","2020/06/16 12:00:00","1060","10019","bgm_M237","1600","2020/06/23 20:59:59","50","500683","2020/06/25 14:59:59","0","bgm_M237"
"10044","0","2020/06/24 15:00:00","60","2020/07/10 21:00:00","113201","2020/06/30 12:00:00","1060","0","bgm_M380A","1768","2020/07/14 20:59:59","50","500016","2020/07/18 14:59:59","0","bgm_M380A"
"10045","0","2020/07/09 15:00:00","60","2020/07/20 21:00:00","110501","2020/07/16 12:00:00","1060","10021","bgm_M245","1768","2020/07/23 20:59:59","50","500713","2020/07/25 14:59:59","0","bgm_M245_02"
"10046","0","2020/07/25 15:00:00","60","2020/08/10 21:00:00","113501","2020/07/31 12:00:00","1060","0","bgm_M393","1768","2020/08/14 20:59:59","50","501091","2020/08/18 14:59:59","0","bgm_M393"
"10047","0","2020/08/09 15:00:00","34","2020/08/20 21:00:00","110701","2020/08/16 12:00:00","1060","10023","bgm_M254","1800","2020/08/23 20:59:59","50","500731","2020/08/25 14:59:59","0","bgm_M254"
"10048","0","2020/08/24 15:00:00","60","2020/09/10 21:00:00","113801","2020/08/31 12:00:00","1060","0","bgm_M403","1768","2020/09/14 20:59:59","50","500016","2020/09/19 14:59:59","0","bgm_M403"
"10049","0","2020/09/14 15:00:00","60","2020/9/21 21:00:00","111201","2020/09/17 12:00:00","1060","10025","bgm_M265","1768","2020/09/24 20:59:59","50","505033","2020/09/26 14:59:59","0","bgm_M265_Top"
"10050","0","2020/09/25 15:00:00","60","2020/10/10 21:00:00","114101","2020/09/30 12:00:00","1060","0","bgm_M413","1768","2020/10/14 20:59:59","50","501133","2020/10/18 14:59:59","0","bgm_M413"
"10051","0","2020/10/14 15:00:00","60","2020/10/20 21:00:00","100501","2020/10/16 12:00:00","1060","10027","bgm_M273","1800","2020/10/23 20:59:59","50","500836","2020/10/25 14:59:59","0","bgm_M273"
"10052","0","2020/10/26 15:00:00","60","2020/11/10 21:00:00","114201","2020/10/31 12:00:00","1060","0","bgm_M421","1768","2020/11/14 20:59:59","50","500016","2020/11/18 14:59:59","0","bgm_M421"
"10053","0","2020/11/06 15:00:00","60","2020/11/18  21:00:00","109701","2020/11/10 12:00:00","1060","10017","bgm_M228","1768","2020/11/21 20:59:59","50","500175","2020/11/24 14:59:59","0","bgm_M228"
"10054","0","2020/11/25 15:00:00","60","2020/12/10 21:00:00","114401","2020/11/30 12:00:00","1060","0","bgm_M426","1768","2020/12/14 20:59:59","50","501171","2020/12/18 14:59:59","0","bgm_M426"
"10055","0","2020/12/09 15:00:00","60","2020/12/20 21:00:00","111601","2020/12/16 12:00:00","1060","10029","bgm_M281","1768","2020/12/23 20:59:59","50","500880","2020/12/25 14:59:59","0","bgm_M281"
"10056","0","2020/12/25 15:00:00","60","2021/01/10 21:00:00","111801","2020/12/31 12:00:00","1060","0","bgm_M435","1768","2021/01/14 20:59:59","50","501160","2021/01/18 14:59:59","0","bgm_M435"
"10057","0","2021/01/11 15:00:00","60","2021/01/19 21:00:00","112101","2021/01/15 12:00:00","1060","10031","bgm_M294","1768","2021/01/22 20:59:59","50","500911","2021/01/24 14:59:59","0","bgm_M294"
"10058","0","2021/01/25 15:00:00","60","2021/02/21 15:00:00","115601","2021/01/31 12:00:00","1060","0","bgm_M442A","1768","2021/02/20 20:59:59","50","500143","2021/02/24 14:59:59","0","bgm_M442A"
"10059","10058","2021/01/25 15:00:00","60","2021/02/21 21:00:00","115601","2021/02/10 12:00:00","1060","0","bgm_M442B","1768","2021/02/20 20:59:59","50","501203","2021/02/24 14:59:59","0","bgm_M442B"
"10060","0","2021/02/08 15:00:00","60","2021/02/20 21:00:00","112301","2021/02/16 12:00:00","1060","10033","bgm_M316","1768","2021/02/23 20:59:59","50","500016","2021/02/25 14:59:59","1","bgm_M316"
"10061","0","2021/02/25 15:00:00","60","2021/03/10 21:00:00","115801","2021/02/28 12:00:00","1060","0","bgm_M451","1768","2021/03/14 20:59:59","50","500133","2021/03/18 14:59:59","0","bgm_M451"
"10062","0","2021/03/04 15:00:00","60","2021/03/21 21:00:00","112401","2021/03/08 12:00:00","1060","10035","bgm_M330","1768","2021/03/24 20:59:59","50","500175","2021/03/26 14:59:59","0","bgm_M330"
"10063","10062","2021/03/04 15:00:00","60","2021/03/21 21:00:00","112401","2021/03/16 15:00:00","1060","10036","bgm_M341","1768","2021/03/24 20:59:59","50","500921","2021/03/26 14:59:59","0","bgm_M341"
"10064","0","2021/03/25 15:00:00","34","2021/04/10 21:00:00","116201","2021/03/31 12:00:00","1060","0","bgm_M457","1768","2021/04/14 20:59:59","50","501260","2021/04/18 14:59:59","0","bgm_M457"
"10065","0","2021/04/12 15:00:00","60","2021/04/22 21:00:00","111001","2021/04/18 12:00:00","1060","10038","bgm_M343","1768","2021/04/25 20:59:59","50","500751","2021/04/27 14:59:59","0","bgm_M343"
"10066","0","2021/04/26 15:00:00","60","2021/05/10 21:00:00","116501","2021/04/30 12:00:00","1060","0","bgm_M467","1768","2021/05/14 20:59:59","50","500016","2021/05/18 14:59:59","0","bgm_M467"
"10067","0","2021/05/12 15:00:00","60","2021/05/22 21:00:00","103301","2021/05/18 12:00:00","1060","10040","bgm_M351","1768","2021/05/25 20:59:59","50","500990","2021/05/27 14:59:59","0","bgm_M351"
"10068","0","2021/05/25 15:00:00","60","2021/06/10 21:00:00","116701","2021/05/31 12:00:00","1060","0","bgm_M478","1768","2021/06/14 20:59:59","50","500016","2021/06/18 14:59:59","0","bgm_M478_Lofi"
"10069","0","2021/06/11 15:00:00","60","2021/06/22 21:00:00","113001","2021/06/18 12:00:00","1060","10042","bgm_M375","1768","2021/06/25 20:59:59","50","500016","2021/06/27 14:59:59","0","bgm_M375"
"10070","0","2021/06/24 15:00:00","60","2021/07/10 21:00:00","117101","2021/06/30 12:00:00","1060","0","bgm_M486","1768","2021/07/14 20:59:59","50","500016","2021/07/18 14:59:59","0","bgm_M486"
"10071","0","2021/07/12 15:00:00","60","2021/07/22 21:00:00","113201","2021/07/18 12:00:00","1060","10044","bgm_M380A","1768","2021/07/25 20:59:59","50","500016","2021/07/27 14:59:59","0","bgm_M380A"
"10072","0","2021/07/26 15:00:00","60","2021/08/10 21:00:00","117401","2021/07/31 12:00:00","1060","0","bgm_M496","1768","2021/08/14 20:59:59","50","501031","2021/08/18 14:59:59","0","bgm_M496"
"10073","0","2021/08/12 15:00:00","60","2021/08/22 21:00:00","113501","2021/08/18 12:00:00","1060","10046","bgm_M393","1768","2021/08/25 20:59:59","50","501091","2021/08/27 14:59:59","0","bgm_M393"
"10074","0","2021/08/26 15:00:00","60","2021/09/10 21:00:00","117501","2021/08/31 12:00:00","1060","0","bgm_M508","1768","2021/09/14 20:59:59","50","500016","2021/09/18 14:59:59","0","bgm_M508"
"10075","0","2021/09/13 15:00:00","60","2021/09/21 21:00:00","113801","2021/09/17 12:00:00","1060","10048","bgm_M403","1768","2021/09/24 20:59:59","50","500016","2021/09/26 14:59:59","0","bgm_M403"
"10076","0","2021/09/24 15:00:00","60","2021/10/10 21:00:00","117801","2021/09/30 12:00:00","1060","0","bgm_M520","1768","2021/10/14 20:59:59","50","505033","2021/10/18 14:59:59","0","bgm_M520"
"10077","0","2021/10/12 15:00:00","60","2021/10/22 21:00:00","114101","2021/10/18 12:00:00","1060","10050","bgm_M413","1768","2021/10/25 20:59:59","50","501133","2021/10/27 14:59:59","0","bgm_M413"
"10078","0","2021/10/25 18:30:00","60","2021/11/10 21:00:00","119001","2021/10/31 12:00:00","1060","0","bgm_M527","1768","2021/11/14 20:59:59","50","500016","2021/11/18 14:59:59","0","bgm_M527"
"10079","0","2021/11/12 15:00:00","60","2021/11/22 21:00:00","114201","2021/11/18 12:00:00","1060","10052","bgm_M421","1768","2021/11/25 20:59:59","50","500016","2021/11/27 14:59:59","1","bgm_M421"
"10080","0","2021/11/24 15:00:00","60","2021/12/10 21:00:00","119201","2021/11/30 12:00:00","1060","0","bgm_M536","1768","2021/12/14 20:59:59","50","500881","2021/12/18 14:59:59","0","bgm_M536"
"10081","0","2021/12/13 15:00:00","60","2021/12/21 21:00:00","114401","2021/12/17 12:00:00","1060","10054","bgm_M426","1768","2021/12/24 20:59:59","50","501171","2021/12/26 14:59:59","0","bgm_M426"
"10082","0","2021/12/27 18:30:00","60","2022/01/10 21:00:00","120801","2021/12/31 12:00:00","1060","0","bgm_M543","1768","2022/01/14 20:59:59","50","501483","2022/01/18 14:59:59","0","bgm_M543"
"10083","0","2022/01/11 15:00:00","60","2022/01/22 21:00:00","111801","2022/01/18 12:00:00","1060","10056","bgm_M435","1768","2022/01/25 20:59:59","50","501160","2022/01/27 14:59:59","0","bgm_M435"
"10084","0","2022/01/24 15:00:00","60","2022/02/16 21:00:00","106001","2022/01/31 12:00:00","1060","0","bgm_M552","1768","2022/02/20 20:59:59","50","510306","2022/02/24 14:59:59","0","bgm_M552"
"10085","10084","2022/01/24 15:00:00","60","2022/02/16 21:00:00","121201","2022/02/07 12:00:00","1060","0","bgm_M553","1768","2022/02/20 20:59:59","50","510225","2022/02/24 14:59:59","0","bgm_M553"
"10086","0","2022/02/07 15:00:00","60","2022/02/19 21:00:00","115601","2022/02/10 12:00:00","1060","10058","bgm_M442A","1768","2022/02/22 20:59:59","50","500143","2022/02/26 14:59:59","0","bgm_M442A"
"10087","10086","2022/02/07 15:00:00","60","2022/02/19 21:00:00","115601","2022/02/16 12:00:00","1060","10059","bgm_M442B","1768","2022/02/22 20:59:59","50","501203","2022/02/26 14:59:59","0","bgm_M442B"
"10088","0","2022/02/24 15:00:00","60","2022/03/10 21:00:00","121401","2022/02/28 12:00:00","1060","0","bgm_M565","1768","2022/03/14 20:59:59","50","500118","2022/03/18 14:59:59","0","bgm_M565"
"10089","0","2022/03/11 15:00:00","60","2022/03/20 21:00:00","115801","2022/03/16 12:00:00","1060","10061","bgm_M451","1768","2022/03/23 20:59:59","50","500133","2022/03/25 14:59:59","0","bgm_M451"
"10090","0","2022/03/24 15:00:00","60","2022/04/10 21:00:00","121601","2022/03/31 12:00:00","1060","0","bgm_M574","1768","2022/04/14 20:59:59","50","500016","2022/04/18 14:59:59","1","bgm_M574"
"10091","0","2022/04/11 15:00:00","34","2022/04/22 21:00:00","116201","2022/04/18 12:00:00","1060","10064","bgm_M457","1768","2022/04/25 20:59:59","50","501260","2022/04/27 14:59:59","0","bgm_M457"
"10092","0","2022/04/26 18:30:00","60","2022/05/10 21:00:00","122001","2022/04/30 12:00:00","1060","0","bgm_M582","1768","2022/05/14 20:59:59","50","500016","2022/05/18 14:59:59","0","bgm_M582"
"10093","0","2022/05/11 15:00:00","60","2022/05/20 21:00:00","116501","2022/05/16 12:00:00","1060","10066","bgm_M467","1768","2022/05/23 20:59:59","50","500016","2022/05/25 14:59:59","0","bgm_M467"
"10094","0","2022/05/25 15:00:00","60","2022/06/10 21:00:00","122101","2022/05/31 12:00:00","1060","0","bgm_M595","1768","2022/06/14 20:59:59","50","500016","2022/06/18 14:59:59","0","bgm_M595"
"10095","0","2022/06/10 15:00:00","60","2022/06/20 21:00:00","116701","2022/06/16 12:00:00","1060","10068","bgm_M478","1768","2022/06/23 20:59:59","50","500016","2022/06/25 14:59:59","0","bgm_M478_Lofi"
"10096","0","2022/06/24 15:00:00","60","2022/07/10 21:00:00","122401","2022/06/30 12:00:00","1060","0","bgm_M601","1768","2022/07/14 20:59:59","50","500016","2022/07/18 14:59:59","0","bgm_M601"
"10097","0","2022/07/11 15:00:00","60","2022/07/22 21:00:00","117101","2022/07/18 12:00:00","1060","10070","bgm_M486","1768","2022/07/25 20:59:59","50","500016","2022/07/27 14:59:59","0","bgm_M486"
"10098","0","2022/07/25 15:00:00","60","2022/08/10 21:00:00","122801","2022/07/31 12:00:00","1060","0","bgm_M608","1768","2022/08/14 20:59:59","50","500010","2022/08/18 14:59:59","0","bgm_M608"
"10099","0","2022/08/12 15:00:00","60","2022/08/22 21:00:00","117401","2022/08/18 12:00:00","1060","10072","bgm_M496","1768","2022/08/25 20:59:59","50","501031","2022/08/27 14:59:59","0","bgm_M496"
"10100","0","2022/08/26 15:00:00","60","2022/09/10 21:00:00","123101","2022/08/31 12:00:00","1060","0","bgm_M618","1768","2022/09/14 20:59:59","50","500016","2022/09/18 14:59:59","0","bgm_M618"
"10101","0","2022/09/12 15:00:00","60","2022/09/21 21:00:00","117501","2022/09/17 12:00:00","1060","10074","bgm_M508","1768","2022/09/24 20:59:59","50","500016","2022/09/26 14:59:59","0","bgm_M508"
"10102","0","2022/09/22 15:00:00","60","2022/10/10 21:00:00","123501","2022/09/30 12:00:00","1060","0","bgm_M623","1768","2022/10/14 20:59:59","50","500096","2022/10/18 14:59:59","0","bgm_M623"
"10103","0","2022/10/11 15:00:00","60","2022/10/21 21:00:00","117801","2022/10/17 12:00:00","1060","10076","bgm_M520","1768","2022/10/24 20:59:59","50","505033","2022/10/26 14:59:59","0","bgm_M520"
"10104","0","2022/10/25 15:00:00","60","2022/11/10 21:00:00","123901","2022/10/31 12:00:00","1060","0","bgm_M630","1768","2022/11/14 20:59:59","50","500096","2022/11/18 14:59:59","0","bgm_M630"
"10105","0","2022/11/11 15:00:00","60","2022/11/21 21:00:00","119001","2022/11/17 12:00:00","1060","10078","bgm_M527","1768","2022/11/24 20:59:59","50","500016","2022/11/26 14:59:59","0","bgm_M527"
"10106","0","2022/11/24 15:00:00","60","2022/12/10 21:00:00","124001","2022/11/30 12:00:00","1060","0","bgm_M638","1768","2022/12/14 20:59:59","50","501463","2022/12/18 14:59:59","0","bgm_M638"
"10107","0","2022/12/09 15:00:00","60","2022/12/20 21:00:00","119201","2022/12/16 12:00:00","1060","10080","bgm_M536","1768","2022/12/23 20:59:59","50","500881","2022/12/25 14:59:59","0","bgm_M536"
"10108","0","2022/12/27 15:00:00","60","2023/01/10 21:00:00","124701","2022/12/31 12:00:00","1060","0","bgm_M647","1768","2023/01/14 20:59:59","50","501884","2023/01/18 14:59:59","0","bgm_M647"
"10109","0","2023/01/10 15:00:00","60","2023/01/20 21:00:00","120801","2023/01/16 12:00:00","1060","10082","bgm_M543","1768","2023/01/23 20:59:59","50","501483","2023/01/25 14:59:59","0","bgm_M543"
"10110","0","2023/01/24 15:00:00","60","2023/02/16 21:00:00","125901","2023/01/31 12:00:00","1060","0","bgm_M659","1768","2023/02/22 20:59:59","50","500013","2023/02/27 14:59:59","0","bgm_M659"
"10111","10110","2023/01/24 15:00:00","60","2023/02/16 21:00:00","125901","2023/02/07 12:00:00","1060","0","bgm_M660","1768","2023/02/22 20:59:59","50","501931","2023/02/27 14:59:59","0","bgm_M660"
"10112","0","2023/02/02 15:00:00","60","2023/02/18 21:00:00","106001","2023/02/09 12:00:00","1060","10084","bgm_M552","1768","2023/02/22 20:59:59","50","510306","2023/02/26 14:59:59","0","bgm_M552"
"10113","10112","2023/02/02 15:00:00","60","2023/02/18 21:00:00","121201","2023/02/14 12:00:00","1060","10085","bgm_M553","1768","2023/02/22 20:59:59","50","510225","2023/02/26 14:59:59","0","bgm_M553"
"10114","0","2023/02/24 15:00:00","60","2023/03/10 21:00:00","125201","2023/02/28 12:00:00","1060","0","bgm_M668","1768","2023/03/14 20:59:59","50","501463","2023/03/18 14:59:59","0","bgm_M668"
"10115","0","2023/03/10 15:00:00","60","2023/03/20 21:00:00","121401","2023/03/16 12:00:00","1060","10088","bgm_M565","1768","2023/03/23 20:59:59","50","500118","2023/03/25 14:59:59","0","bgm_M565"
"10116","0","2023/03/23 15:00:00","60","2023/04/10 21:00:00","125401","2023/03/31 12:00:00","1060","0","bgm_MC017","1768","2023/04/14 20:59:59","50","501683","2023/04/18 14:59:59","0","bgm_MC017"
"10117","0","2023/04/10 15:00:00","60","2023/04/21 21:00:00","121601","2023/04/17 12:00:00","1060","10090","bgm_M574","1768","2023/04/24 20:59:59","50","500016","2023/04/26 14:59:59","1","bgm_M574"
